Iteration	Replicate_ID	Posterior	Likelihood	Prior	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]
5279	1	-181.0413	-116.8499	-64.19139	1	0.174345	0.118614	0.126624	0.135563	0.107027	0.202114	0.200254	0.267976	0.262722
5280	0	-205.4058	-113.3727	-92.03302	1	0.00536382	0.00827423	0.249211	0.294838	0.0930615	0.647599	0.169939	0.173128	0.179669
5281	1	-153.7794	-113.9561	-39.82325	1	0.148416	0.130931	0.369938	0.310011	0.241049	0.237303	0.404475	0.400467	0.404993
5282	0	-225.5542	-113.286	-112.2682	1	0.0026059	0.00513969	0.0992579	0.356241	0.017093	0.187017	0.385864	0.213992	0.34149
5283	1	-146.468	-115.4585	-31.00954	1	0.349473	0.354419	0.316175	0.311744	0.324833	0.310209	0.393353	0.256965	0.278137
5284	0	-212.6688	-111.6428	-101.0259	1	0.00742911	0.0090733	0.154682	0.503402	0.0350004	0.118441	0.255167	0.0823116	0.365128
5285	1	-181.8361	-113.5483	-68.28774	1	0.133198	0.148866	0.342605	0.319448	0.413561	0.401371	0.402145	0.372599	0.226728
5286	0	-190.6503	-108.9306	-81.71963	1	0.0178288	0.0611603	0.783505	0.470662	0.125292	0.366956	0.684145	0.257717	0.343084
5287	1	-156.4207	-111.4795	-44.94127	1	0.0879809	0.118959	0.539186	0.364734	0.355499	0.358163	0.367259	0.363958	0.281759
5288	0	-194.511	-110.6866	-83.82446	1	0.0136235	0.0282274	0.219653	0.192765	0.0984418	0.406117	0.546295	0.176634	0.285648
5289	1	-161.5968	-113.7686	-47.82823	1	0.187214	0.199211	0.7179	0.506719	0.510304	0.503853	0.563253	0.588704	0.647272
5290	0	-179.8789	-110.6491	-69.2298	1	0.00589652	0.0086057	0.341939	0.235245	0.152018	0.343529	0.247523	0.0657567	0.0480622
5291	1	-160.3364	-118.9067	-41.42966	1	0.0150294	0.0178468	0.677386	0.571842	0.569281	0.573094	0.479827	0.491866	0.515119
5292	0	-129.7463	-117.6378	-12.10847	1	0.467125	0.467493	0.28233	0.279067	0.285248	0.373608	0.391428	0.427226	0.425607
5293	1	-146.5768	-115.6045	-30.9723	1	0.00989256	0.0111099	0.889473	0.790651	0.788885	0.771513	0.717632	0.667822	0.966964
5294	0	-122.8204	-113.8448	-8.975519	1	0.292381	0.29212	0.324403	0.324631	0.324248	0.321909	0.333913	0.332993	0.327831
5295	1	-163.5872	-114.2722	-49.31497	1	0.00806045	0.758997	0.928634	0.926572	0.856356	0.748926	0.543971	0.713647	0.734757
5296	0	-156.4128	-118.3096	-38.10315	1	0.369641	0.380205	0.380716	0.366992	0.368849	0.362013	0.366699	0.372814	0.355698
5297	1	-136.5814	-116.2223	-20.35911	1	0.00890129	0.94889	1.0957	1.0952	0.942588	1.11842	1.48379	1.82332	1.90063
5298	0	-168.1964	-114.3824	-53.814	1	0.523527	0.525383	0.51487	0.530431	0.393003	0.459386	0.524568	0.443664	0.434935
5299	1	-149.8555	-113.7152	-36.14035	1	0.0219203	0.0234217	1.44464	1.21691	0.226959	0.680822	1.18195	1.18554	0.936416
5300	0	-181.2149	-115.2794	-65.93552	1	0.75004	0.752113	0.774547	0.279831	0.298235	0.300406	0.297491	0.285836	0.287084
5301	1	-158.3586	-112.4349	-45.92369	1	0.0343783	0.0366849	1.5023	0.968536	0.467889	0.872083	1.4049	1.40034	0.674518
5302	0	-163.829	-123.484	-40.34497	1	1.04229	0.901428	0.901969	0.861416	0.45258	0.446082	0.441048	0.471515	0.477757
5303	1	-174.5184	-110.6662	-63.85218	1	0.0184306	0.0248033	1.42334	0.567744	0.325165	0.4501	0.784685	0.787401	0.131921
5304	0	-140.9769	-120.557	-20.41989	1	0.872239	0.872999	0.874848	0.875192	0.858163	0.858983	0.861383	0.928877	0.92518
5305	1	-169.2254	-112.2407	-56.98468	1	0.0177845	0.0277079	1.28501	0.496168	0.517352	0.779012	1.15533	1.26464	0.405719
5306	0	-165.5827	-119.2571	-46.32564	1	0.410368	0.410906	0.416456	0.416624	0.41637	0.42087	0.418029	0.43136	0.418608
5307	1	-188.3373	-117.7479	-70.58935	1	0.0566691	0.0673888	0.343819	0.330895	0.291348	0.330792	0.268143	0.312118	0.000665465
5308	0	-151.7503	-115.3623	-36.388	1	0.367241	0.367003	0.378793	0.365161	0.384526	0.388749	0.381317	0.402088	0.412234
5309	1	-174.1588	-114.3971	-59.76175	1	0.251556	0.252812	0.252699	0.260488	0.261769	0.243412	0.255562	0.278298	0.243043
5310	0	-167.3008	-115.802	-51.49877	1	0.278306	0.281115	0.274249	0.277988	0.236251	0.233914	0.23249	0.251421	0.21647
5311	1	-170.7297	-114.4087	-56.32095	1	0.246289	0.25949	0.275792	0.276733	0.290124	0.292716	0.309593	0.295291	0.25943
5312	0	-166.7891	-114.1563	-52.63283	1	0.993115	0.906669	0.834694	0.715394	0.228991	0.22852	0.228867	0.229964	0.29912
5313	1	-170.0187	-116.6433	-53.37541	1	0.28227	0.283384	0.315039	0.31677	0.267553	0.395129	0.327821	0.387364	0.399961
5314	0	-177.0474	-118.494	-58.55345	1	0.872303	0.877471	0.273873	0.275058	0.275386	0.253025	0.25426	0.222106	0.219784
5315	1	-170.8532	-115.2054	-55.6478	1	0.577789	0.557661	0.609816	0.503868	0.498023	0.425799	0.427731	0.385574	0.377016
5316	0	-164.9917	-116.5508	-48.44088	1	0.464228	0.451818	0.459134	0.604742	0.344434	0.414524	0.569241	0.526893	0.391554
5317	1	-175.3472	-115.1488	-60.19841	1	0.422629	0.573058	0.354528	0.336399	0.229261	0.21528	0.224415	0.230729	0.151349
5318	0	-140.1937	-118.3362	-21.85743	1	0.549344	0.575714	0.568868	0.566284	0.540203	0.476717	0.472906	0.537965	0.530472
5319	1	-190.2323	-113.2565	-76.97583	1	0.129348	0.0612481	0.180215	0.182038	0.172671	0.178364	0.179434	0.17498	0.12536
5320	0	-172.8004	-115.3568	-57.44359	1	0.521959	0.574815	0.564839	0.44254	0.275653	0.230893	0.361257	0.10554	0.10485
5321	1	-179.7978	-113.7781	-66.01966	1	0.238361	0.178454	0.326031	0.31632	0.309334	0.329357	0.322624	0.328273	0.326736
5322	0	-164.058	-114.4122	-49.64581	1	0.162401	0.166564	0.176678	0.203653	0.160758	0.303718	0.309246	0.260685	0.264807
5323	1	-160.4797	-116.2369	-44.24277	1	0.307017	0.300058	0.291457	0.292402	0.260322	0.263388	0.25939	0.264775	0.250255
5324	0	-172.3876	-116.3363	-56.05122	1	0.176124	0.192628	0.173787	0.211938	0.166099	0.271079	0.209154	0.250008	0.279095
5325	1	-153.288	-116.4936	-36.79438	1	0.190142	0.20162	0.197703	0.199722	0.20248	0.202127	0.203333	0.201581	0.203453
5326	0	-180.3455	-113.5414	-66.8041	1	0.19888	0.351198	0.324577	0.280761	0.325894	0.313637	0.318776	0.237518	0.268149
5327	1	-152.2541	-115.4875	-36.76654	1	0.344675	0.340641	0.34207	0.354663	0.355155	0.351384	0.35061	0.350866	0.351938
5328	0	-161.5245	-116.353	-45.17154	1	0.185954	0.183386	0.191522	0.191746	0.197022	0.257523	0.257938	0.281073	0.297761
5329	1	-152.5717	-114.7984	-37.77322	1	0.414334	0.414042	0.413967	0.414459	0.401665	0.400763	0.408734	0.419191	0.420238
5330	0	-141.8886	-114.9124	-26.97623	1	0.217989	0.310262	0.310278	0.385911	0.393665	0.359448	0.359629	0.374545	0.347004
5331	1	-158.4757	-115.3937	-43.08201	1	0.293924	0.280398	0.270312	0.339414	0.356319	0.326649	0.323115	0.316828	0.341146
5332	0	-160.9072	-114.4027	-46.50457	1	0.0686424	0.0686747	0.315671	0.303324	0.305749	0.307484	0.436871	0.422826	0.42833
5333	1	-194.8846	-115.085	-79.79964	1	0.139709	0.167816	0.206393	0.271714	0.283279	0.246648	0.273979	0.34087	0.374202
5334	0	-139.2207	-114.8557	-24.36499	1	0.311862	0.303377	0.312744	0.311314	0.314185	0.289301	0.302913	0.297993	0.298817
5335	1	-146.8444	-116.7955	-30.04889	1	0.291942	0.264041	0.273422	0.273708	0.404427	0.404985	0.406684	0.410511	0.200605
5336	0	-150.5488	-111.8818	-38.66696	1	0.0234355	0.0237051	0.275751	0.210106	0.240351	0.237844	0.266576	0.297758	0.290888
5337	1	-167.3667	-116.9557	-50.41099	1	0.403273	0.387724	0.39011	0.357514	0.369483	0.354915	0.366226	0.333757	0.297116
5338	0	-176.6589	-112.5252	-64.13363	1	0.0430454	0.106047	0.463091	0.393915	0.232632	0.236912	0.371851	0.391032	0.403151
5339	1	-162.9399	-117.1769	-45.763	1	0.368653	0.371389	0.373054	0.37558	0.399927	0.210636	0.208081	0.204381	0.204412
5340	0	-155.8136	-110.7558	-45.05778	1	0.0803044	0.104195	0.91269	0.528	0.440339	0.364181	0.373116	0.354793	0.187844
5341	1	-173.2538	-114.1187	-59.13513	1	0.246367	0.312562	0.312569	0.278594	0.259358	0.27006	0.312425	0.307263	0.302757
5342	0	-156.3245	-114.4941	-41.83037	1	0.0930357	0.0921834	0.575117	0.355465	0.28079	0.267458	0.275338	0.260336	0.135985
5343	1	-185.4553	-116.6088	-68.84657	1	0.448645	0.45298	0.458894	0.199086	0.194222	0.186853	0.189376	0.340191	0.399693
5344	0	-174.3015	-112.7122	-61.58925	1	0.0545615	0.0536845	0.537716	0.542789	0.546244	0.747142	0.746117	0.725724	0.826933
5345	1	-143.4969	-114.509	-28.98787	1	0.24701	0.247079	0.330055	0.33743	0.338908	0.34027	0.34154	0.336246	0.340101
5346	0	-168.96	-111.2824	-57.67763	1	0.015393	0.0267219	0.47824	0.476381	0.466151	0.505648	0.499157	0.490365	0.568678
5347	1	-144.5523	-114.9577	-29.59456	1	0.26686	0.296016	0.309476	0.30448	0.29989	0.297868	0.292702	0.2924	0.194335
5348	0	-171.1865	-114.6981	-56.48841	1	0.0126106	0.0195306	0.230613	0.229544	0.218158	0.234568	0.201658	0.199821	0.200425
5349	1	-151.4257	-115.1572	-36.26854	1	0.500214	0.50005	0.498785	0.302324	0.292332	0.311838	0.291672	0.223547	0.220708
5350	0	-172.4	-111.3028	-61.09728	1	0.0479729	0.0479143	0.254584	0.252179	0.266103	0.275947	0.248259	0.2483	0.242836
5351	1	-173.673	-116.629	-57.04394	1	0.11212	0.106331	0.104003	0.107324	0.166207	0.219541	0.209464	0.17701	0.15795
5352	0	-165.4517	-111.4114	-54.0403	1	0.0169856	0.0245607	0.276719	0.290301	0.238548	0.237881	0.242833	0.259949	0.244395
5353	1	-144.8877	-116.2873	-28.60039	1	0.208213	0.207988	0.197886	0.227522	0.258939	0.288128	0.370632	0.369874	0.384098
5354	0	-161.5739	-114.6118	-46.96213	1	0.109969	0.25546	0.264381	0.321307	0.303675	0.297855	0.330877	0.31774	0.521774
5355	1	-154.0042	-114.6769	-39.32738	1	0.14096	0.148516	0.224118	0.265982	0.222209	0.325692	0.389557	0.242465	0.233994
5356	0	-175.1305	-114.0685	-61.06206	1	0.00886374	0.0179826	0.906358	0.832883	0.782212	0.564631	0.454141	0.403665	0.662018
5357	1	-149.0723	-114.7716	-34.30074	1	0.330954	0.341552	0.491348	0.324111	0.355539	0.327626	0.17002	0.237968	0.210969
5358	0	-182.1205	-113.9053	-68.21514	1	0.00998399	0.00852045	0.879939	0.945698	0.747804	0.605085	0.635324	0.351445	0.0473536
5359	1	-174.7337	-115.642	-59.09165	1	0.209551	0.227207	0.387453	0.158544	0.194482	0.192758	0.197872	0.180322	0.123371
5360	0	-164.8148	-112.3674	-52.44738	1	0.097592	0.0931599	0.498562	0.477299	0.402999	0.510016	0.594745	0.797215	0.404407
5361	1	-163.2965	-113.0296	-50.26684	1	0.231711	0.233285	0.391335	0.565564	0.525168	0.554742	0.543832	0.329939	0.334426
5362	0	-159.6587	-112.9138	-46.74489	1	0.0280478	0.048895	0.304132	0.462769	0.447228	0.518819	0.27564	0.252381	0.237363
5363	1	-155.5159	-115.5271	-39.9888	1	0.111616	0.110862	0.167275	0.15844	0.168727	0.170632	0.152107	0.109463	0.106033
5364	0	-174.0255	-112.9723	-61.05321	1	0.0745602	0.0562387	0.270375	0.23255	0.216805	0.162497	0.14874	0.136343	0.125977
5365	1	-155.6216	-116.4171	-39.20452	1	0.118291	0.118783	0.206061	0.21611	0.221848	0.233085	0.227645	0.133177	0.140538
5366	0	-157.4977	-112.0223	-45.47547	1	0.0638262	0.0393148	0.227104	0.192492	0.232548	0.230266	0.347861	0.465217	0.440973
5367	1	-168.1788	-113.9752	-54.20358	1	0.0839722	0.180035	0.256041	0.247176	0.233651	0.226214	0.258105	0.163598	0.161912
5368	0	-168.1859	-113.6523	-54.53353	1	0.0710283	0.0681027	0.123927	0.282365	0.163022	0.159228	0.156261	0.119818	0.13078
5369	1	-166.1765	-112.6305	-53.54601	1	0.122814	0.151855	0.458876	0.425067	0.33897	0.320968	0.327219	0.320185	0.178839
5370	0	-187.5766	-115.8654	-71.71116	1	0.0942666	0.100667	0.0850399	0.126421	0.0593206	0.151763	0.281811	0.238449	0.241143
5371	1	-142.6489	-112.8603	-29.78859	1	0.197002	0.199179	1.00388	1.06204	0.535992	0.545814	0.543657	0.52902	0.583286
5372	0	-172.155	-115.6551	-56.49993	1	0.164808	0.154111	0.181633	0.231071	0.237673	0.220255	0.281654	0.277886	0.238954
5373	1	-168.5554	-111.6908	-56.86458	1	0.0465531	0.283075	0.935858	0.784951	0.850016	0.848337	0.908222	1.66084	1.70018
5374	0	-167.1035	-114.0968	-53.00661	1	0.349767	0.339172	0.407577	0.369806	0.338422	0.254835	0.243271	0.156233	0.272067
5375	1	-168.6911	-116.553	-52.1381	1	0.0484664	0.163003	0.717062	0.741261	0.699889	0.706655	0.708147	0.715979	1.16218
5376	0	-162.4846	-113.2807	-49.20392	1	0.33597	0.311305	0.437102	0.286843	0.24312	0.268535	0.261756	0.278165	0.233138
5377	1	-136.872	-116.8241	-20.04785	1	0.45328	0.322635	1.16831	1.26494	1.0515	1.0297	1.05313	1.1567	1.43925
5378	0	-132.7274	-118.983	-13.74438	1	0.632747	0.646446	0.606626	0.530258	0.651606	0.672316	0.663113	0.696171	0.712147
5379	1	-141.3386	-113.7542	-27.58437	1	0.236684	0.167629	1.63039	1.71671	1.18353	1.33994	1.35129	1.41211	1.61398
5380	0	-131.0478	-115.6422	-15.40562	1	0.40728	0.38438	0.388916	0.403887	0.410416	0.414342	0.585259	0.579703	0.659552
5381	1	-125.0467	-116.4587	-8.588067	1	0.284054	0.268851	1.37929	1.31778	1.35144	1.50859	1.50401	1.5095	1.57619
5382	0	-162.3036	-117.7994	-44.50426	1	0.23965	0.252909	0.241606	0.238218	0.225607	0.231925	0.235005	0.250751	0.296477
5383	1	-126.9361	-116.2971	-10.63906	1	0.299381	0.271337	1.7173	1.68897	1.72044	1.74857	1.74998	1.81358	1.85964
5384	0	-142.7129	-116.3279	-26.38492	1	0.355596	0.367714	0.38261	0.382631	0.389471	0.393817	0.39388	0.543252	0.680444
5385	1	-127.8502	-119.6357	-8.214556	1	0.0677385	1.14471	1.175	1.1731	1.10138	1.11199	1.13734	1.12654	1.34113
5386	0	-140.2992	-114.6808	-25.61845	1	0.256658	0.263748	0.274015	0.273523	0.273837	0.283827	0.285246	0.295079	0.275339
5387	1	-114.3684	-116.2991	1.930751	1	0.130119	1.01695	1.04715	1.04752	0.977204	1.00781	1.03498	1.03173	1.23084
5388	0	-161.4151	-115.3655	-46.04952	1	0.290517	0.297128	0.291934	0.290496	0.292561	0.291614	0.301332	0.299131	0.280341
5389	1	-92.23917	-117.1779	24.93878	1	0.45386	0.488766	1.04614	1.07883	1.08155	1.16325	1.29295	1.29683	1.28917
5390	0	-155.2845	-115.5786	-39.70589	1	0.165119	0.165172	0.165068	0.165331	0.165814	0.168106	0.171321	0.173602	0.170105
5391	1	-80.95669	-114.0221	33.0654	1	0.28988	0.585731	1.25332	1.239	1.19987	1.32767	1.44534	1.45441	1.46525
5392	0	-166.5764	-116.7914	-49.78503	1	0.135825	0.133936	0.133485	0.132316	0.138151	0.143446	0.143819	0.138389	0.142571
5393	1	-99.69464	-116.0834	16.38873	1	0.449709	0.534636	1.19405	1.14399	1.20656	1.24455	1.45703	1.45441	1.47166
5394	0	-154.2072	-116.1023	-38.10486	1	0.146593	0.146525	0.146423	0.146239	0.149804	0.153525	0.153554	0.152315	0.150653
5395	1	-125.8381	-119.1021	-6.736051	1	0.472089	0.514614	1.02254	1.03449	1.08214	1.0651	0.96315	0.922356	0.933026
5396	0	-159.2895	-118.0015	-41.28797	1	0.15773	0.15256	0.15421	0.148484	0.149695	0.149031	0.14976	0.157852	0.158598
5397	1	-117.348	-113.6523	-3.69566	1	0.308324	0.309932	1.51902	1.30998	1.44905	1.61365	1.47014	1.50052	1.50689
5398	0	-144.3042	-118.0868	-26.21743	1	0.555993	0.436371	0.424438	0.429588	0.430298	0.401376	0.405896	0.357799	0.361251
5399	1	-145.3591	-114.2754	-31.08379	1	0.29588	0.292708	1.75546	1.55921	1.24347	1.00174	0.981246	0.982607	1.07925
5400	0	-135.3847	-120.6942	-14.69044	1	0.388374	0.392332	0.403535	0.442758	0.435276	0.435259	0.860046	0.844727	1.00736
5401	1	-158.9604	-112.7345	-46.22586	1	0.134863	0.136324	1.05663	0.925853	0.766992	0.729927	0.554186	0.553767	0.54025
5402	0	-135.872	-114.4475	-21.42442	1	0.237319	0.568003	0.606533	0.495491	0.398601	0.402333	0.394442	0.41881	0.393032
5403	1	-161.6867	-115.2981	-46.38859	1	0.203251	0.686102	0.677515	0.639335	0.615764	0.532052	0.541272	0.509662	0.530156
5404	0	-154.9618	-114.1888	-40.77303	1	0.196173	0.254411	0.286401	0.394852	0.329656	0.328215	0.327329	0.197667	0.190403
5405	1	-143.8642	-115.4396	-28.42464	1	0.990546	1.00962	1.07913	1.12739	0.457149	0.457265	0.433332	0.433725	0.43288
5406	0	-169.5829	-118.4028	-51.18004	1	0.508417	0.911924	0.708432	0.592923	0.585922	0.46477	0.533707	0.511175	0.411584
5407	1	-181.4412	-116.7856	-64.65564	1	0.341706	0.346074	0.329001	0.363996	0.353184	0.333903	0.343491	0.344572	0.459346
5408	0	-133.9335	-114.8848	-19.0487	1	0.353083	0.493926	0.791308	0.696508	0.739713	0.941358	1.09552	1.12611	0.758304
5409	1	-163.5188	-115.7746	-47.74421	1	0.115534	0.312127	0.311506	0.204684	0.218155	0.25203	0.244123	0.278749	0.292475
5410	0	-139.3714	-119.741	-19.63031	1	0.375887	0.417104	0.929897	0.957234	0.85015	1.10222	0.889337	0.553456	0.544746
5411	1	-175.358	-111.65	-63.70799	1	0.0444201	0.0453067	0.175601	0.267939	0.271438	0.279228	0.278707	0.218043	0.227853
5412	0	-142.9374	-115.8312	-27.10614	1	0.209333	0.220924	1.23258	1.09144	1.11643	1.09318	1.2133	1.00183	0.9065
5413	1	-160.6652	-114.6627	-46.00246	1	0.102537	0.102415	0.598919	0.611752	0.57861	0.570833	0.576907	0.574458	0.533508
5414	0	-129.2197	-115.4534	-13.76625	1	0.323142	0.325673	1.24235	1.12895	1.09967	1.10918	1.17446	1.23576	1.24429
5415	1	-155.0673	-112.8199	-42.24745	1	0.0520414	0.0522325	0.506563	0.355458	0.33089	0.355462	0.496227	0.510752	0.489963
5416	0	-131.1133	-118.2575	-12.8558	1	0.531879	0.586436	1.18119	1.0272	0.737357	0.743739	0.85709	0.866356	0.865385
5417	1	-157.0844	-115.3782	-41.70621	1	0.135234	0.128332	0.768138	0.764778	0.75337	0.709594	0.827374	0.824679	0.820758
5418	0	-160.6344	-116.8371	-43.79733	1	0.308074	0.378999	1.08461	1.0121	1.01583	1.02769	1.08834	0.930646	0.931125
5419	1	-142.4664	-115.3434	-27.12305	1	0.385175	0.385565	1.12926	1.13022	0.999835	0.955362	1.44611	1.36155	1.38477
5420	0	-134.8447	-115.7434	-19.1013	1	0.258916	1.168	1.43158	1.43162	1.32012	1.37283	1.37747	1.38202	1.1467
5421	1	-135.5762	-118.1364	-17.43976	1	0.549071	0.550871	0.696902	0.663102	0.65997	0.616075	0.584137	0.621644	0.596229
5422	0	-125.9639	-118.1782	-7.785662	1	0.400116	0.488013	1.06812	1.01994	1.02292	1.01506	0.988078	0.878988	0.870379
5423	1	-136.6637	-119.7275	-16.93627	1	0.0919901	0.09248	0.177167	0.178954	0.452029	0.521996	0.533473	0.366027	0.38148
5424	0	-135.0218	-114.5509	-20.47087	1	0.0716799	0.600729	1.00804	1.06945	1.06717	1.09426	1.06076	0.913076	0.757588
5425	1	-141.754	-115.2076	-26.54643	1	0.264292	0.259897	0.344227	0.400235	0.309707	0.178739	0.292027	0.367667	0.408651
5426	0	-171.2021	-114.4582	-56.74385	1	0.0913776	0.130386	1.00667	0.975561	1.04237	0.949166	0.959822	0.716718	0.556337
5427	1	-151.7129	-115.3523	-36.36062	1	0.338119	0.407498	0.347145	0.316681	0.291388	0.292826	0.301798	0.341339	0.346623
5428	0	-146.2326	-115.2679	-30.96471	1	0.193339	0.257026	1.14944	1.15933	1.2181	1.19862	1.1697	1.09367	0.874047
5429	1	-144.6844	-116.6781	-28.00636	1	0.28123	0.215499	0.562286	0.713535	0.623856	0.668605	1.11277	1.01892	1.0862
5430	0	-145.4984	-112.6635	-32.83495	1	0.239483	0.284285	1.47655	1.43676	1.21812	1.11279	1.11525	0.961342	0.833186
5431	1	-140.4806	-114.0527	-26.42788	1	0.133338	0.138687	1.41089	1.34089	1.03436	1.03667	1.19953	1.00889	0.521802
5432	0	-140.5547	-113.0066	-27.54807	1	0.177487	0.448046	1.11862	1.11479	0.889159	0.89044	1.13584	0.996015	0.913691
5433	1	-161.5619	-112.4274	-49.13444	1	0.187383	0.259014	1.75916	1.40195	0.987622	1.82153	2.57178	1.93752	0.640535
5434	0	-115.547	-112.7103	-2.83666	1	0.304158	0.314719	1.95934	0.979779	1.04693	1.29557	1.28618	1.0266	1.57933
5435	1	-137.7553	-110.3697	-27.38558	1	0.0578909	0.212222	2.18535	1.50609	0.580113	0.734582	1.83072	0.743486	1.36824
5436	0	-143.0491	-116.0295	-27.01959	1	0.512485	0.541593	2.10847	0.638234	0.613358	1.54351	1.67577	0.719238	0.899389
5437	1	-151.3562	-112.2544	-39.10174	1	0.0868454	0.318474	1.66173	0.979804	0.499949	1.2235	1.61512	2.02748	0.899981
5438	0	-128.9942	-115.6419	-13.35229	1	0.277504	0.287441	1.5215	0.919833	0.688271	1.84925	2.20349	0.888878	1.10617
5439	1	-169.4477	-113.1727	-56.27509	1	0.0841017	0.467427	1.9832	0.788058	0.622208	0.57758	0.920094	0.104791	0.146386
5440	0	-126.2915	-116.9136	-9.377918	1	0.320297	0.320501	1.52115	0.662323	0.538661	1.23257	1.45751	0.997164	0.953037
5441	1	-161.4533	-113.7537	-47.69958	1	0.263038	0.466617	1.03199	0.755589	0.657062	0.648089	1.21935	0.337904	0.321045
5442	0	-91.01223	-113.6934	22.68121	1	0.384477	0.375707	1.80495	0.758727	0.591551	1.60708	1.81253	1.0924	0.987005
5443	1	-179.291	-111.2911	-67.9999	1	0.0934061	0.121974	1.61963	1.15421	0.471314	0.508136	0.503842	0.484282	0.130924
5444	0	-112.6061	-113.9512	1.345086	1	0.133765	0.133137	1.83887	0.663541	0.718473	1.74576	1.86907	1.10567	0.710014
5445	1	-155.6498	-116.4871	-39.16267	1	0.133028	0.693692	0.877855	0.945548	0.641867	1.11333	1.07837	0.352451	0.347811
5446	0	-168.7638	-116.5954	-52.16842	1	0.197596	0.197059	1.42489	0.575049	0.570796	0.978587	0.998622	0.951494	0.565166
5447	1	-170.5057	-119.5857	-50.91996	1	0.0800362	0.0815528	0.23302	0.236231	0.236215	0.257911	0.179904	0.17887	0.176677
5448	0	-140.7863	-114.8427	-25.94359	1	0.332304	0.332493	2.15698	0.787625	0.788276	1.81911	1.75119	1.65842	1.06584
5449	1	-149.1549	-114.8626	-34.29231	1	0.029429	0.0294723	0.355498	0.329164	0.331639	0.422344	0.371293	0.359212	0.364337
5450	0	-128.3898	-114.1058	-14.28397	1	0.288911	0.295156	1.51522	1.15619	1.16632	1.66174	1.59197	1.05904	0.760855
5451	1	-159.5417	-115.2137	-44.32804	1	0.00593856	0.00558244	0.325014	0.311226	0.30551	0.305374	0.484405	0.478047	0.463359
5452	0	-143.878	-114.0593	-29.81868	1	0.130473	0.153116	0.905744	0.638823	0.672087	0.925928	0.973648	0.625465	0.458697
5453	1	-170.7991	-111.8776	-58.92156	1	0.00442488	0.00365303	0.542672	0.45876	0.460322	0.441666	0.45773	0.383608	0.406657
5454	0	-125.2142	-112.9724	-12.24177	1	0.142447	0.153713	1.71852	0.928004	1.10133	1.27744	1.30178	0.777123	0.753789
5455	1	-153.4889	-120.6867	-32.80219	1	0.0430456	0.0428813	1.00946	0.959272	0.832201	0.868353	1.00483	0.356323	0.351344
5456	0	-133.3818	-113.3455	-20.03634	1	0.223109	0.228316	1.48528	0.837985	0.927362	1.16447	1.32445	0.830412	0.804159
5457	1	-157.415	-116.3028	-41.11221	1	0.0460198	0.0623114	0.970258	0.644575	0.858672	1.37739	1.62844	1.50622	1.4399
5458	0	-147.5751	-115.651	-31.92412	1	0.149553	0.149599	1.74178	1.18551	1.20415	1.59925	1.82192	1.76574	1.64839
5459	1	-145.193	-115.5367	-29.65629	1	0.115554	0.122302	1.4733	0.604049	0.599521	1.12448	1.16895	0.83715	0.83905
5460	0	-124.3318	-112.411	-11.9208	1	0.0677529	0.470741	1.61672	1.0334	0.980537	1.15288	1.24984	1.1003	1.08488
5461	1	-138.4045	-115.7856	-22.61886	1	0.0378931	0.0378651	1.09163	0.578785	0.585573	1.13773	0.951095	0.824016	0.741698
5462	0	-119.7281	-112.769	-6.959129	1	0.106163	0.605468	1.42075	1.16196	1.10641	1.09227	1.18637	1.13693	1.05389
5463	1	-116.235	-115.1911	-1.04387	1	0.0885288	0.0863119	1.66205	1.12045	1.12448	1.35227	1.36876	1.04845	0.787404
5464	0	-95.33886	-112.4168	17.07793	1	0.0665263	0.160019	1.71553	1.6178	1.28371	1.28027	1.25806	1.21992	1.17737
5465	1	-141.6527	-114.6753	-26.97739	1	0.0640514	0.0652014	1.2973	0.932215	0.886428	1.12254	1.09253	0.920309	0.669252
5466	0	-151.6319	-114.748	-36.88385	1	0.0540095	0.057341	1.40061	1.28343	1.52735	1.51796	1.75315	1.6756	1.67468
5467	1	-138.1295	-113.1343	-24.99528	1	0.0983439	0.106869	1.42765	0.982634	1.03076	1.22844	1.21848	0.918732	0.706809
5468	0	-150.8993	-113.992	-36.90733	1	0.0817065	0.0808509	1.02618	1.09751	1.03935	1.02956	1.17409	1.3788	1.37341
5469	1	-149.5654	-112.6956	-36.86985	1	0.0578999	0.0578944	0.956956	0.679311	0.687752	0.702994	0.703277	0.588263	0.724878
5470	0	-147.0895	-117.5964	-29.49318	1	0.42956	0.927988	0.945986	0.985243	0.999977	0.915048	0.836814	0.703265	0.825268
5471	1	-166.8533	-115.6341	-51.21928	1	0.0223458	0.572671	0.574497	0.569055	0.619829	0.630809	0.638486	0.603294	0.615176
5472	0	-135.6589	-121.5452	-14.11372	1	0.222416	0.222465	0.814394	0.793176	0.796795	0.928549	0.783681	0.988495	0.362117
5473	1	-171.3839	-110.9033	-60.48067	1	0.00516728	0.00518084	0.189319	0.195794	0.197973	0.30131	0.268143	0.276265	0.4073
5474	0	-139.9541	-116.3356	-23.61852	1	0.336425	0.775347	0.757027	0.763996	0.810635	0.809549	0.816074	0.730002	0.780048
5475	1	-181.2205	-111.6051	-69.6154	1	0.00271016	0.0028581	0.462627	0.305778	0.315045	0.375997	0.373577	0.384504	0.325962
