Iteration	Replicate_ID	Posterior	Likelihood	Prior	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]
503	1	-154.8476	-114.0478	-40.79984	1	0.306635	0.336722	0.334859	0.334535	0.337039	0.333877	0.332284	0.309057	0.309011
504	0	-174.1166	-114.848	-59.26865	1	0.319648	0.367681	0.341153	0.408637	0.344695	0.304335	0.237636	0.216652	0.217902
505	1	-151.6961	-115.408	-36.28811	1	0.388707	0.374093	0.37397	0.383747	0.392508	0.382984	0.354999	0.356075	0.353449
506	0	-162.079	-115.2219	-46.85716	1	0.265296	0.257024	0.270975	0.259421	0.259211	0.26244	0.278993	0.224301	0.210551
507	1	-200.4971	-114.3023	-86.19479	1	0.500619	0.529937	0.534528	0.53708	0.405922	0.265537	0.291249	0.292386	0.275289
508	0	-170.8075	-114.9688	-55.83872	1	0.625052	0.585202	0.654191	0.388405	0.288243	0.212385	0.310667	0.36612	0.241459
509	1	-172.6994	-115.644	-57.05534	1	1.00802	1.01714	1.14633	1.15451	0.296693	0.29843	0.298	0.205866	0.242898
510	0	-150.6329	-117.2495	-33.38332	1	0.352066	0.362315	0.324812	0.307907	0.325902	0.322694	0.274798	0.274982	0.280178
511	1	-169.2205	-117.1928	-52.02772	1	0.229082	0.293612	0.284357	0.270497	0.270026	0.279984	0.279864	0.282645	0.280666
512	0	-155.3401	-117.5199	-37.82026	1	0.369437	0.370432	0.412237	0.419588	0.418453	0.436677	0.452343	0.451105	0.971643
513	1	-179.2748	-116.1943	-63.08046	1	0.29673	0.294111	0.317591	0.311011	0.32975	0.442111	0.42123	0.40421	0.501212
514	0	-144.7301	-116.0496	-28.68056	1	0.285808	0.358486	0.394003	0.385229	0.366276	0.390023	0.390034	0.402179	0.34711
515	1	-175.0539	-114.8672	-60.18672	1	0.155339	0.153972	0.200099	0.19876	0.208181	0.208027	0.205813	0.226598	0.225727
516	0	-148.0651	-115.7925	-32.27253	1	0.286283	0.280734	0.279682	0.279145	0.278814	0.278802	0.281142	0.299405	0.297184
517	1	-162.0925	-116.6961	-45.39638	1	0.219012	0.221023	0.715712	0.694688	0.712878	0.712777	0.743409	0.769345	0.915097
518	0	-168.3476	-114.2844	-54.06317	1	0.310082	0.291017	0.288595	0.301541	0.3017	0.308413	0.316026	0.308987	0.334404
519	1	-137.1573	-120.4571	-16.70021	1	0.620632	0.612838	0.601303	0.597957	0.635302	0.635083	0.653854	0.66242	0.657198
520	0	-156.8894	-114.8478	-42.0416	1	0.261792	0.26325	0.264864	0.266823	0.271548	0.271898	0.279147	0.277029	0.270751
521	1	-145.574	-121.5746	-23.99945	1	0.978519	0.977515	0.98042	0.976088	0.601128	0.522754	0.496311	0.491368	0.498052
522	0	-159.53	-116.4905	-43.03942	1	0.183456	0.178696	0.178441	0.186668	0.19983	0.199643	0.200049	0.202254	0.207124
523	1	-137.7519	-115.1168	-22.63514	1	0.372889	0.377685	0.384853	0.381476	0.338106	0.334587	0.333858	0.33841	0.200417
524	0	-169.8029	-116.3477	-53.45526	1	0.15861	0.194363	0.194879	0.193691	0.215511	0.240205	0.205005	0.221906	0.220604
525	1	-159.0741	-115.1095	-43.96462	1	0.168857	0.1429	0.154524	0.148526	0.146791	0.147095	0.279279	0.279894	0.286683
526	0	-196.6923	-120.7774	-75.91487	1	0.331956	0.327817	0.295325	0.258421	0.255906	0.429391	0.428342	0.267739	0.245436
527	1	-168.3505	-113.6085	-54.74197	1	0.0812365	0.0807888	0.189598	0.359374	0.386611	0.440976	0.462034	0.554098	0.45515
528	0	-161.092	-115.2861	-45.80588	1	0.309455	0.237972	0.360322	0.397289	0.37623	0.363328	0.366372	0.370583	0.337249
529	1	-142.2794	-112.9595	-29.31986	1	0.179833	0.182214	0.652356	0.660173	0.658588	0.663304	0.662556	0.728671	0.40437
530	0	-164.3634	-117.6627	-46.7007	1	0.230135	0.460493	0.457708	0.446063	0.446045	0.444327	0.479803	0.482495	0.509502
531	1	-152.9075	-114.0342	-38.87329	1	0.0576438	0.0522822	0.332019	0.35862	0.384652	0.387435	0.355648	0.327708	0.154812
532	0	-145.6668	-116.0993	-29.56744	1	0.222285	0.22792	0.259915	0.251387	0.251836	0.251295	0.256419	0.24114	0.182182
533	1	-148.8225	-118.1637	-30.65885	1	0.143208	0.148953	1.08309	1.15151	1.15613	1.23111	1.00177	1.67434	2.14714
534	0	-136.102	-118.1825	-17.91944	1	0.450699	0.435825	0.537283	0.529337	0.527351	0.526128	0.526407	0.517663	0.520925
535	1	-154.8362	-116.8342	-38.00202	1	0.141982	0.914051	0.746923	0.819819	0.973437	1.48719	1.92312	1.03349	1.23958
536	0	-153.4379	-115.6256	-37.81229	1	0.243458	0.270015	0.286509	0.28168	0.285404	0.277455	0.251812	0.258695	0.258025
537	1	-152.199	-120.3347	-31.86431	1	0.0854793	1.40638	0.823084	1.16037	1.38962	1.96929	2.55758	0.668308	0.793116
538	0	-134.5791	-114.827	-19.75216	1	0.326477	0.351578	0.356245	0.364256	0.359739	0.365642	0.341638	0.262234	0.262149
539	1	-139.6627	-121.0149	-18.64781	1	0.651514	0.605422	0.819194	0.821818	0.736137	0.854609	0.864542	0.720339	0.689044
540	0	-153.5622	-116.2027	-37.35951	1	0.393967	0.392025	0.277184	0.392448	0.348416	0.344259	0.438237	0.422976	0.414713
541	1	-124.9192	-118.2343	-6.684881	1	0.667687	0.55985	1.44431	1.52893	1.31037	1.82739	1.83705	1.83624	1.9039
542	0	-144.5273	-116.808	-27.71931	1	0.425219	0.509256	0.489106	0.511937	0.438546	0.438938	0.438371	0.203405	0.211781
543	1	-152.4638	-118.1388	-34.32503	1	0.687876	0.328154	1.21291	1.59923	1.22828	1.28005	1.29986	1.30747	1.76379
544	0	-164.0084	-115.3729	-48.63554	1	0.327742	0.380392	0.576545	0.559154	0.508185	0.508353	0.428713	0.489975	0.425482
545	1	-126.6437	-117.7884	-8.855313	1	0.293809	0.158494	1.18492	1.34774	0.966748	1.0739	1.02436	0.891841	1.0297
546	0	-152.1783	-118.5866	-33.59173	1	0.403003	0.403348	0.404147	0.404092	0.456735	0.443312	0.444379	0.435072	0.437853
547	1	-117.0863	-114.0895	-2.996781	1	0.234783	0.193842	1.51845	1.60485	1.02135	1.39104	1.36378	1.29157	1.98565
548	0	-142.1184	-117.06	-25.05834	1	0.233283	0.233615	0.235423	0.235049	0.242601	0.282373	0.282822	0.371943	0.371475
549	1	-125.38	-115.1939	-10.18607	1	0.412848	0.336078	1.34353	1.37181	1.25274	1.23944	1.21241	1.06421	1.51844
550	0	-176.5598	-115.6186	-60.94124	1	0.143	0.322977	0.323204	0.31537	0.321945	0.328546	0.329644	0.326464	0.308051
551	1	-153.5656	-114.6319	-38.93372	1	0.0671707	0.699578	1.49451	1.06462	1.22111	1.12556	1.11528	1.05382	1.12349
552	0	-174.1429	-116.7065	-57.43638	1	0.291689	0.365295	0.357117	0.294516	0.3786	0.596206	0.590975	0.61006	0.571044
553	1	-148.6524	-114.1977	-34.45474	1	0.0338766	0.124713	0.710689	0.444399	0.55275	0.517019	0.521262	0.544549	0.702976
554	0	-154.5456	-114.2288	-40.3168	1	0.188158	0.187611	0.735718	0.789784	1.08452	1.08447	1.1784	1.16959	1.14984
555	1	-146.5006	-114.4274	-32.07319	1	0.139462	0.409256	0.878787	1.17457	0.996342	0.979267	0.976605	0.862153	0.964153
556	0	-132.091	-117.9892	-14.10182	1	0.517768	0.606329	0.612133	0.624309	0.623693	0.623248	0.599849	0.555333	0.530852
557	1	-133.3905	-113.0338	-20.35676	1	0.159432	0.233841	1.03612	1.12771	0.902454	0.927819	0.845047	0.872009	0.684193
558	0	-146.4973	-117.1994	-29.2979	1	0.490792	0.504275	0.507016	0.512349	0.505527	0.633159	0.62737	0.638502	0.58072
559	1	-164.7729	-113.4079	-51.36498	1	0.124015	0.136175	0.862085	0.834158	0.453617	0.476784	0.434496	0.485729	0.412233
560	0	-151.5446	-115.757	-35.78765	1	0.203001	0.205181	0.248836	0.273676	0.283102	0.273735	0.287877	0.286293	0.287012
561	1	-143.5168	-113.598	-29.91878	1	0.161689	0.148927	1.28411	1.24255	0.871555	0.847948	0.809417	0.952496	0.875126
562	0	-170.6603	-118.6162	-52.04408	1	0.416318	0.37027	0.367822	0.373898	0.384126	0.388642	0.349052	0.349571	0.321587
563	1	-140.1086	-114.1244	-25.98421	1	0.241343	0.245101	0.870623	0.830289	0.877439	0.969866	0.959089	1.03807	0.912737
564	0	-170.6496	-114.397	-56.25252	1	0.258919	0.268313	0.323683	0.296364	0.309527	0.337057	0.351389	0.364917	0.318054
565	1	-160.233	-116.7487	-43.4843	1	0.0998792	0.101408	0.494202	0.420701	0.434947	0.411685	0.448	0.470007	0.643971
566	0	-163.8879	-118.5347	-45.3532	1	0.101118	0.616209	0.570884	0.659477	0.708709	0.634915	0.403596	0.313527	0.519535
567	1	-158.2321	-114.5834	-43.64867	1	0.0662733	0.0758776	0.178865	0.189159	0.187629	0.152731	0.455224	0.493942	0.0530446
568	0	-180.9869	-117.4378	-63.54914	1	0.0693775	0.0686673	1.01708	1.15489	0.693932	0.393305	0.567606	0.667447	0.517823
569	1	-203.281	-113.0208	-90.26015	1	0.00565016	0.0113187	0.196147	0.119568	0.161394	0.105033	0.293226	0.435308	0.325035
570	0	-158.2778	-113.2044	-45.07339	1	0.0732592	0.0856237	0.333948	0.49646	0.261572	0.249435	0.244613	0.248172	0.24605
571	1	-178.9174	-112.1071	-66.81036	1	0.0198793	0.0352037	0.265157	0.232152	0.121131	0.159444	0.183918	0.208024	0.316578
572	0	-167.1208	-111.1252	-55.99565	1	0.0785419	0.0774745	0.809736	0.813805	0.526045	0.410341	0.330358	0.230717	0.348528
573	1	-172.6298	-112.5859	-60.0439	1	0.108885	0.201308	0.321272	0.323985	0.24198	0.427825	0.616337	0.214241	0.253161
574	0	-175.2706	-113.4238	-61.84681	1	0.0113346	0.011158	0.400086	0.396636	0.365671	0.396123	0.343254	0.24342	0.252607
575	1	-186.4438	-113.5054	-72.9384	1	0.0955703	0.292386	0.723776	0.283033	0.280206	0.305954	0.289766	0.418763	0.0722072
576	0	-182.1281	-116.1809	-65.94721	1	0.14976	0.234729	0.287972	0.276954	0.278437	0.278777	0.281815	0.281358	0.272896
577	1	-175.2282	-114.4967	-60.73152	1	0.140989	0.21121	0.212182	0.227666	0.238528	0.246932	0.247273	0.154019	0.11718
578	0	-184.2014	-114.7651	-69.43623	1	0.11432	0.114987	0.117546	0.125008	0.138892	0.284028	0.276636	0.267477	0.26801
579	1	-161.5456	-114.6828	-46.86286	1	0.433973	0.363375	0.384208	0.405223	0.269457	0.270708	0.313745	0.212951	0.204681
580	0	-186.6277	-112.1656	-74.46202	1	0.0926126	0.0926659	0.173485	0.141757	0.0457136	0.278673	0.27313	0.212664	0.209543
581	1	-172.6935	-115.5034	-57.19013	1	0.0626432	0.0302342	0.176312	0.841578	0.0903502	0.33898	0.349488	0.235497	0.242638
582	0	-147.2778	-115.9938	-31.28403	1	0.161384	0.147168	0.274914	0.287811	0.070106	0.221974	0.270038	0.336821	0.335839
583	1	-183.8448	-114.9728	-68.87197	1	0.0703533	0.0386616	0.158518	0.309482	0.102893	0.535613	0.491884	0.300049	0.402282
584	0	-179.9738	-111.8324	-68.14145	1	0.222447	0.236216	0.36301	0.481211	0.0679751	0.298837	0.381986	0.314889	0.305339
585	1	-201.0864	-113.0539	-88.03241	1	0.124186	0.122061	0.175059	0.195411	0.0526066	0.343674	0.282726	0.311702	0.375589
586	0	-143.5415	-114.0751	-29.46641	1	0.348392	0.389503	0.68205	0.524394	0.274949	0.277021	0.345375	0.346541	0.300539
587	1	-228.9216	-115.8859	-113.0357	1	0.0529044	0.056977	0.105687	0.101432	0.0217627	0.139702	0.277137	0.144526	0.0667871
588	0	-125.6199	-114.5076	-11.1123	1	0.3488	0.366301	0.406384	0.358035	0.355252	0.325719	0.339043	0.43416	0.441503
589	1	-221.3555	-112.6698	-108.6857	1	0.0673971	0.0881698	0.23913	0.262029	0.040016	0.152505	0.230212	0.15167	0.0889375
590	0	-150.0023	-112.7645	-37.2378	1	0.0904538	0.0919637	0.215032	0.213384	0.227286	0.218359	0.226367	0.243925	0.239003
591	1	-221.4857	-117.4225	-104.0633	1	0.149223	0.104045	0.106536	0.107279	0.108589	0.175462	0.177176	0.22844	0.368201
592	0	-166.6015	-112.4181	-54.18336	1	0.000275717	0.000270051	0.23236	0.229829	0.233372	0.199056	0.196473	0.197319	0.192123
593	1	-210.6152	-114.1287	-96.48656	1	0.0591004	0.0483136	0.163621	0.17024	0.194892	0.16233	0.232679	0.224173	0.295408
594	0	-181.0158	-114.3309	-66.68486	1	0.0265867	0.0258601	0.13784	0.128759	0.146931	0.126664	0.206176	0.204615	0.207399
595	1	-218.3999	-111.7215	-106.6784	1	0.00352493	0.00763988	0.258528	0.145741	0.151433	0.154091	0.18276	0.232223	0.185962
596	0	-159.6182	-115.6763	-43.94194	1	0.409482	0.4245	0.316738	0.300585	0.340611	0.308168	0.424364	0.381423	0.374256
597	1	-206.3517	-112.1593	-94.19238	1	0.00787897	0.0195581	0.203101	0.203671	0.197872	0.167065	0.20801	0.278268	0.326387
598	0	-149.1383	-114.1713	-34.96704	1	0.252314	0.257216	0.27602	0.277272	0.290927	0.323478	0.327865	0.317894	0.314894
599	1	-213.0385	-114.1453	-98.89321	1	0.0116622	0.0458688	0.102152	0.185001	0.200397	0.180429	0.204035	0.356502	0.365158
600	0	-135.4555	-114.2621	-21.19345	1	0.311519	0.31017	0.310448	0.31211	0.309182	0.309884	0.314512	0.313901	0.31463
601	1	-209.8804	-114.1272	-95.75322	1	0.0851663	0.0722546	0.31011	0.308473	0.253005	0.292767	0.346904	0.328118	0.23425
602	0	-124.8533	-115.8755	-8.977812	1	0.363879	0.359331	0.359191	0.361734	0.362852	0.362501	0.362625	0.36354	0.363214
603	1	-189.2227	-111.3564	-77.86631	1	0.00774346	0.0166296	0.213695	0.214276	0.222363	0.230914	0.23601	0.220004	0.11427
604	0	-145.5955	-122.2465	-23.34897	1	0.627533	0.623754	0.623118	0.655627	0.624314	0.650483	0.551406	0.632646	0.626151
605	1	-174.2273	-111.4856	-62.74166	1	0.00278366	0.367607	0.45204	0.422972	0.331708	0.352472	0.330773	0.35598	0.281734
606	0	-153.6555	-116.0784	-37.57708	1	0.45267	0.436105	0.445832	0.461283	0.480382	0.466956	0.538987	0.544034	0.537398
607	1	-140.6942	-110.9701	-29.7241	1	0.0215267	0.0211313	0.642775	0.603875	0.589612	0.509957	0.518825	0.38752	0.409045
608	0	-156.9831	-120.1346	-36.84853	1	0.161294	0.153414	0.169969	0.167835	0.148955	0.150459	0.147396	0.151328	0.146787
609	1	-130.7644	-112.9016	-17.86279	1	0.0491526	0.0485917	0.402955	0.354537	0.315681	0.312563	0.315855	0.250094	0.253734
610	0	-170.3392	-114.3404	-55.99874	1	0.256699	0.293003	0.310604	0.237416	0.223007	0.342439	0.26588	0.267552	0.417875
611	1	-158.0123	-121.727	-36.28532	1	0.558695	0.240956	0.222899	0.221859	0.217829	0.235063	0.23098	0.214873	0.206915
612	0	-173.0487	-114.9109	-58.13776	1	0.11739	0.107337	0.376348	0.374936	0.362877	0.39427	0.304291	0.264599	0.291165
613	1	-175.9926	-113.8397	-62.15291	1	0.34652	0.286057	0.595676	0.348892	0.335036	0.339687	0.340457	0.315364	0.31526
614	0	-171.7988	-113.4751	-58.32368	1	0.129739	0.147095	0.552957	0.571633	0.519569	0.672226	0.385078	0.317142	0.436313
615	1	-173.5235	-112.9245	-60.59895	1	0.201119	0.201066	0.319682	0.280591	0.240925	0.238437	0.263943	0.218384	0.215822
616	0	-194.9667	-114.6806	-80.28604	1	0.0819366	0.136549	0.239483	0.249805	0.396388	0.35755	0.375416	0.555136	0.485102
617	1	-151.7062	-121.8505	-29.85573	1	0.435301	0.469733	0.422973	0.517031	0.522959	0.547019	0.391362	0.353253	0.282123
618	0	-183.6998	-117.1449	-66.55491	1	0.183692	0.180801	0.178648	0.177718	0.166598	0.163731	0.163733	0.167741	0.133989
619	1	-177.4699	-119.8336	-57.63628	1	0.268838	0.250312	0.277342	0.278904	0.217721	0.139057	0.137364	0.112153	0.115822
620	0	-156.8802	-114.5482	-42.33202	1	0.408833	0.394607	0.374758	0.373625	0.342864	0.34275	0.345031	0.330754	0.32924
621	1	-176.9866	-116.6403	-60.34629	1	0.338315	0.338953	0.334885	0.338304	0.143872	0.149706	0.142057	0.130722	0.101249
622	0	-156.7868	-114.029	-42.75787	1	0.632141	0.597186	0.555934	0.55634	0.250748	0.261471	0.264331	0.250425	0.252714
623	1	-177.7127	-118.069	-59.64372	1	0.280454	0.260607	0.274284	0.290519	0.252294	0.319111	0.258162	0.256472	0.258569
624	0	-166.716	-113.2811	-53.43484	1	0.24333	0.253139	0.347572	0.348891	0.329511	0.26156	0.269408	0.261893	0.244469
625	1	-186.7558	-115.4048	-71.35106	1	0.109476	0.106219	0.17623	0.180796	0.179467	0.157121	0.108311	0.109068	0.102787
626	0	-184.6759	-115.1013	-69.57457	1	0.059358	0.145156	0.142816	0.151718	0.151555	0.17816	0.18113	0.160428	0.164161
627	1	-184.6614	-113.0928	-71.56855	1	0.174465	0.189681	0.268219	0.274991	0.275495	0.275905	0.266871	0.265652	0.261724
628	0	-168.1851	-110.8395	-57.34564	1	0.0182897	0.0230385	0.20608	0.205072	0.196754	0.376521	0.307892	0.170631	0.231094
629	1	-185.2544	-116.2	-69.05435	1	0.205665	0.205391	0.205059	0.205882	0.165911	0.166137	0.165455	0.165519	0.168724
630	0	-187.9195	-113.6652	-74.25426	1	0.0376041	0.0364726	0.218	0.238005	0.239251	0.207499	0.177021	0.100377	0.114984
631	1	-167.4889	-116.2967	-51.19219	1	0.250983	0.251258	0.240245	0.283979	0.270393	0.265126	0.266568	0.264049	0.199001
632	0	-167.1345	-114.2443	-52.89018	1	0.0635605	0.291054	0.270802	0.284699	0.304544	0.248571	0.249044	0.368933	0.396932
633	1	-149.9988	-112.0086	-37.9902	1	0.176802	0.175821	0.524397	0.409776	0.325	0.327402	0.331592	0.331096	0.333563
634	0	-152.0523	-115.4255	-36.62681	1	0.201523	0.206509	0.283629	0.254085	0.254671	0.226373	0.285597	0.288073	0.26735
635	1	-160.9743	-115.2641	-45.7102	1	0.331903	0.312771	0.280706	0.32716	0.312463	0.316655	0.352797	0.359112	0.345494
636	0	-129.87	-114.1407	-15.72933	1	0.319327	0.303419	0.305767	0.318632	0.293082	0.285937	0.318373	0.294425	0.299103
637	1	-158.8544	-114.2673	-44.58711	1	0.346381	0.343631	0.461584	0.458394	0.479349	0.470115	0.398119	0.342233	0.341918
638	0	-139.2649	-114.2113	-25.05359	1	0.245409	0.268488	0.288332	0.291888	0.280964	0.279526	0.267173	0.224325	0.195146
639	1	-154.8105	-116.6316	-38.17885	1	0.294984	0.304043	0.31241	0.312242	0.305682	0.277803	0.345891	0.347181	0.33017
640	0	-147.754	-113.5745	-34.17953	1	0.335057	0.38012	0.391307	0.377076	0.280598	0.337173	0.319603	0.275781	0.241155
641	1	-150.0499	-115.0554	-34.99446	1	0.376455	0.380375	0.994115	1.02597	0.8594	0.665028	0.938883	0.829195	0.888732
642	0	-152.5978	-114.9489	-37.64889	1	0.372598	0.272999	0.366403	0.340914	0.325789	0.34596	0.455144	0.279507	0.273747
643	1	-146.3422	-117.1018	-29.24045	1	0.388847	0.399383	0.652999	0.686889	0.621413	0.52672	0.939306	0.830983	0.881074
644	0	-174.6524	-113.5383	-61.11419	1	0.114722	0.108698	0.142446	0.145175	0.159745	0.276026	0.282072	0.288725	0.298451
645	1	-150.9005	-120.2652	-30.63527	1	0.636244	0.639605	0.650226	0.711549	0.804995	0.865292	1.23552	1.22887	0.0197237
646	0	-160.6202	-115.737	-44.88317	1	0.0374156	0.170018	0.147289	0.118973	0.123524	0.139245	0.236855	0.252571	0.178534
647	1	-138.4771	-119.3092	-19.16793	1	0.663452	0.762954	0.902803	1.29839	1.17856	1.23384	1.16016	1.06958	1.09478
648	0	-161.2065	-112.2765	-48.92996	1	0.0194192	0.0727902	0.195764	0.184422	0.2365	0.225492	0.308102	0.294394	0.324341
649	1	-146.3462	-115.6977	-30.64855	1	0.474631	0.423369	0.415407	0.431048	0.397719	0.375315	0.635599	0.467133	0.421369
650	0	-160.0257	-115.0642	-44.96146	1	0.0968362	0.163046	0.575902	0.661078	0.662306	0.398582	0.440182	0.42497	0.445214
651	1	-151.0757	-114.9681	-36.10762	1	0.374162	0.344116	0.34092	0.309625	0.295964	0.281082	0.330081	0.286253	0.236771
652	0	-150.4329	-113.7907	-36.64223	1	0.0506757	0.053897	1.21764	0.94874	0.84272	0.632469	0.651461	0.663718	0.715936
653	1	-167.4259	-116.3257	-51.10024	1	0.333589	0.392525	0.403869	0.402245	0.404991	0.31975	0.327646	0.316056	0.311141
654	0	-155.5526	-114.216	-41.33663	1	0.264699	0.296986	1.39689	0.7494	0.75463	0.465246	0.553281	0.553109	0.55197
655	1	-161.7592	-117.9337	-43.82546	1	0.296209	0.316108	0.346903	0.175389	0.178514	0.182153	0.196334	0.198305	0.140827
656	0	-162.4415	-115.2376	-47.20385	1	0.434962	0.440132	1.88761	0.65916	0.906726	0.721954	0.853957	0.867706	0.869574
657	1	-157.9732	-116.777	-41.19624	1	0.485653	0.381854	0.425273	0.432134	0.340131	0.317599	0.203594	0.199242	0.210909
658	0	-156.2878	-117.6007	-38.6871	1	0.277612	0.226098	0.654611	0.27756	0.344384	0.608792	0.89693	0.810296	0.821154
659	1	-170.3203	-116.5011	-53.81912	1	0.211853	1.01216	0.681055	0.714542	0.675155	0.427922	0.998016	0.51595	0.475811
660	0	-148.5689	-116.8796	-31.68925	1	0.518982	0.524359	0.555494	0.548454	0.426095	0.491379	0.53551	0.643269	0.791241
661	1	-170.3285	-115.5027	-54.82575	1	0.212243	0.768623	0.560058	0.54424	0.516843	0.318591	0.507591	0.486792	0.373952
662	0	-144.4392	-115.8461	-28.5931	1	0.245413	0.240673	0.240188	0.31353	0.305093	0.30724	0.335704	0.332647	0.31228
663	1	-172.4284	-115.5923	-56.83603	1	0.489057	0.429362	0.436037	0.391014	0.345324	0.361497	0.428761	0.226785	0.316434
664	0	-143.4771	-120.5768	-22.90025	1	0.526586	0.527099	0.526885	0.524945	0.543814	0.549762	0.631176	0.638633	0.631685
665	1	-167.681	-113.9269	-53.75404	1	0.404343	0.405665	1.14574	0.798861	0.347042	0.342879	0.396852	0.405077	0.64262
666	0	-152.8164	-120.1172	-32.69915	1	0.46182	0.447414	0.541021	0.565134	0.565468	0.619631	0.61991	0.485203	0.503718
667	1	-163.8673	-113.245	-50.62221	1	0.296973	1.44216	1.51999	0.443741	0.378007	0.399398	0.400744	0.434717	0.461405
668	0	-170.7209	-117.4041	-53.31684	1	0.248863	0.237471	0.405994	0.392736	0.50734	0.56009	0.438981	0.422643	0.361429
669	1	-176.6774	-114.7706	-61.90683	1	0.428324	1.82276	1.80198	0.70708	0.776883	0.819334	0.76296	0.754017	0.780155
670	0	-160.8498	-114.785	-46.06485	1	0.305921	0.309126	0.510951	0.497792	0.455328	0.433506	0.438475	0.466428	0.477145
671	1	-167.2308	-114.8399	-52.39095	1	0.157452	0.153984	0.556054	0.596433	0.741218	0.728337	0.733264	0.717371	0.608113
672	0	-155.476	-115.835	-39.64098	1	0.333141	0.332607	0.284669	0.310824	0.272943	0.207807	0.168884	0.166849	0.146871
673	1	-143.5028	-113.0959	-30.40687	1	0.192593	0.169245	0.633299	0.703289	0.712033	0.710388	0.742646	0.735077	0.731217
674	0	-176.8504	-112.722	-64.1284	1	0.213594	0.247459	0.360813	0.327219	0.302562	0.333532	0.298868	0.290851	0.311797
675	1	-136.6153	-113.2308	-23.38445	1	0.188946	0.423306	0.406508	0.406385	0.405584	0.38256	0.383771	0.366079	0.360613
676	0	-181.2431	-117.1683	-64.07481	1	0.411621	0.272162	0.274017	0.26123	0.351555	0.353335	0.346401	0.346896	0.308033
677	1	-159.9795	-117.9941	-41.98533	1	0.554839	0.719753	0.803251	0.768099	0.64419	0.573277	0.532139	0.535908	0.281161
678	0	-172.0057	-114.1174	-57.88829	1	0.191997	0.208834	0.33011	0.327705	0.215698	0.215859	0.215223	0.225952	0.227204
679	1	-139.8181	-116.6678	-23.15034	1	0.445525	1.11687	1.116	1.13729	1.13428	1.09394	1.10026	0.919492	0.932201
680	0	-168.6806	-114.9267	-53.7539	1	0.316379	0.329776	0.295976	0.297492	0.316043	0.317043	0.311373	0.288525	0.28119
681	1	-145.3391	-115.964	-29.37513	1	0.263131	0.263168	0.685053	0.674552	0.684475	0.668667	0.704484	0.715095	0.384086
682	0	-155.385	-115.6076	-39.77741	1	0.339361	0.343046	0.339451	0.336079	0.30819	0.244668	0.243001	0.164177	0.154843
683	1	-133.8866	-114.3647	-19.52196	1	0.221511	0.316992	1.02078	0.977288	0.880149	0.872665	1.36183	1.32736	1.5124
684	0	-140.5322	-114.5026	-26.02964	1	0.31664	0.312851	0.319517	0.30968	0.312567	0.298793	0.29473	0.293133	0.29524
685	1	-141.6196	-117.783	-23.83666	1	0.487815	0.511893	0.856795	0.856951	0.818809	0.830463	1.03786	0.99241	0.89663
686	0	-151.0551	-116.919	-34.13614	1	0.543963	0.482964	0.481082	0.591534	0.38452	0.396542	0.396308	0.39741	0.304508
687	1	-146.4908	-115.2669	-31.22395	1	0.183305	0.810929	0.810165	0.738088	0.690627	1.01033	1.04617	0.67397	0.686511
688	0	-146.1008	-114.9851	-31.11576	1	0.2921	0.306429	0.287834	0.283776	0.286253	0.289391	0.291925	0.292408	0.29249
689	1	-142.7576	-114.3562	-28.40144	1	0.343097	0.839118	0.858258	0.901704	0.667017	0.79995	0.988314	0.433288	0.440914
690	0	-149.2579	-119.7548	-29.50314	1	0.512655	0.490659	0.47304	0.446133	0.430315	0.426952	0.434992	0.435555	0.33985
691	1	-146.1251	-118.5441	-27.581	1	0.437334	0.399702	0.978713	0.965729	1.299	1.42185	1.44679	1.35624	0.98157
692	0	-141.6381	-114.6737	-26.96447	1	0.385489	0.33593	0.358285	0.365696	0.316666	0.31814	0.352417	0.297315	0.291778
693	1	-124.5142	-119.7826	-4.731619	1	0.637529	1.02832	1.02831	1.20515	1.05285	1.06049	1.23809	1.2821	1.28719
694	0	-157.2783	-114.5041	-42.77418	1	0.415453	0.420625	0.510953	0.509934	0.347652	0.347075	0.389687	0.385614	0.419052
695	1	-128.5221	-123.0372	-5.484859	1	0.516306	0.528879	0.516665	1.30135	1.39191	1.34283	1.30841	1.24407	1.16216
696	0	-170.8444	-120.604	-50.24042	1	0.282237	0.26419	0.319444	0.437614	0.414338	0.430235	0.375947	0.378381	0.381156
697	1	-143.8492	-117.3079	-26.54122	1	0.484762	0.468838	0.961387	1.32419	1.0163	0.937351	1.14016	1.11754	0.947308
698	0	-154.404	-116.2344	-38.16963	1	0.400263	0.400781	0.412985	0.370565	0.381401	0.376208	0.37289	0.136576	0.141686
699	1	-136.7213	-113.8207	-22.90057	1	0.341573	0.312997	1.57791	1.49424	1.05894	0.806649	1.24202	1.10999	0.935443
700	0	-165.7944	-116.0585	-49.73594	1	0.305417	0.291192	0.277953	0.27685	0.263788	0.265627	0.264437	0.270531	0.304591
701	1	-148.8156	-114.5927	-34.22286	1	0.297081	0.987705	1.0236	0.979115	0.828787	1.56513	1.77979	1.14329	1.8421
702	0	-177.8925	-116.4145	-61.47806	1	0.354294	0.34713	0.345092	0.344834	0.347125	0.260675	0.261979	0.23333	0.302374
703	1	-134.7983	-113.8494	-20.94897	1	0.264842	1.15776	1.22648	1.17179	0.951618	1.49697	1.89497	1.51866	1.15216
