Iteration	Replicate_ID	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]
6377	1	-139.0914	-114.8232	-24.26822	0.728153	0.724873	0.716965	0.712847	0.728895	0.731739	0.733599	0.725356	0.713221	0.713313
6378	0	-161.8385	-119.538	-42.30049	0.898632	0.905975	0.229374	0.249238	0.221995	0.154515	0.156462	0.154277	0.185818	0.229955
6379	1	-138.3061	-115.6556	-22.65052	0.893273	0.88825	0.895564	0.903872	0.938892	0.928162	0.927457	0.986688	0.986705	0.997023
6380	0	-175.6488	-115.5037	-60.14514	0.954031	0.90101	2.59414e-11	2.75104e-11	2.61844e-11	2.60883e-11	3.82743e-11	3.98491e-11	4.16749e-11	4.01514e-11
6381	1	-124.2739	-113.5117	-10.76221	0.846488	0.821941	0.81977	0.816336	0.815964	0.912524	0.912399	0.910853	0.908202	0.908218
6382	0	-160.5777	-116.2059	-44.3718	0.941296	3.85214e-199	4.04685e-199	4.09467e-199	4.16379e-199	4.16135e-199	4.13265e-199	4.17353e-199	4.46564e-199	4.56839e-199
6383	1	-131.5032	-112.8457	-18.65752	0.918746	0.918337	0.919529	0.926705	0.81477	0.850238	0.834066	0.838579	0.846422	0.842701
6384	0	-156.3646	-115.9612	-40.40336	0.903844	0.851302	0.0958927	0.0965085	0.0996664	0.107961	0.120446	0.150951	0.150469	0.122733
6385	1	-123.1429	-112.0459	-11.09696	0.908919	0.899635	0.88592	0.873907	0.873441	0.873061	0.871713	0.970247	1.00368	1.00384
6386	0	-176.0613	-113.5456	-62.51564	0.985734	0.0543423	0.01441	0.0141112	0.012847	0.0121931	0.0129818	0.012494	0.0122962	0.0125476
6387	1	-130.292	-116.3136	-13.97839	0.696522	0.695169	0.700456	0.69604	0.694603	0.690524	0.708568	0.708166	0.707576	0.723521
6388	0	-166.4839	-110.1393	-56.34462	0.991707	0.135122	0.132129	0.0965923	0.0578472	0.0715376	0.0695437	0.0634699	0.673656	1.20529
6389	1	-124.6467	-115.0519	-9.594819	0.696522	0.682779	0.682985	0.617957	0.626351	0.625235	0.620131	0.618281	0.618046	0.614046
6390	0	-168.0001	-112.5228	-55.47724	0.921698	9.82832e-42	6.21538e-42	3.99628e-42	4.43288e-42	4.47888e-42	3.85683e-42	3.58003e-42	8.44172e-43	7.50747e-43
6391	1	-152.3918	-111.0564	-41.33537	0.987109	0.893126	0.835534	0.83797	0.825884	0.555677	0.561104	0.544172	0.557942	2.79678
6392	0	-169.8777	-116.5783	-53.2994	0.801702	0.0196601	0.0205774	0.0338347	0.0332721	0.0366662	0.0363123	0.0262235	0.0249074	0.0229791
6393	1	-168.401	-113.3215	-55.07943	0.937497	0.925966	0.774567	0.783287	0.706113	0.6669	0.638713	0.612945	0.61154	0.770447
6394	0	-166.6281	-115.5441	-51.08393	0.836718	0.0911034	0.0953941	0.0970282	0.0994057	0.061318	0.0577152	0.0502628	0.05044	0.0469763
6395	1	-160.1422	-112.9273	-47.21487	0.987442	0.964329	0.997037	0.566632	0.570833	0.561442	0.577109	1.29148	1.31769	1.32391
6396	0	-142.397	-113.8008	-28.5962	0.917107	0.924053	0.0185609	0.0178116	0.0176173	0.0171321	0.0171269	0.0172823	0.0173074	0.0173731
6397	1	-171.9385	-114.5986	-57.33982	0.984123	0.95795	0.951415	0.476428	0.487493	0.472161	0.475029	0.468753	0.2315	0.248275
6398	0	-164.8066	-113.7904	-51.0162	0.978759	0.39298	0.37645	0.403149	0.415562	0.391384	0.403686	0.435003	0.114179	0.133927
6399	1	-170.8662	-113.8692	-56.99698	0.868284	0.785686	0.327785	0.333093	0.346979	0.417845	0.144993	0.141266	0.141118	0.0993091
6400	0	-142.1562	-116.2755	-25.88069	0.958798	1.00004	0.519573	0.412278	0.411284	0.421723	0.386636	0.384957	0.359906	0.360528
6401	1	-198.0878	-115.0134	-83.07437	0.648575	0.120855	0.106951	0.180137	0.169944	0.188172	0.00968655	0.0112729	0.00618147	0.00643019
6402	0	-142.7046	-117.4424	-25.26219	0.960174	0.578754	0.279174	0.233291	0.192144	0.199814	0.193985	0.21334	0.376591	0.390977
6403	1	-190.1553	-112.9515	-77.20378	0.920018	1.07234e-06	1.11869e-06	8.91112e-07	1.79525e-06	0.000576539	0.000703116	0.000352367	0.000348542	0.000103191
6404	0	-160.429	-115.2704	-45.15855	0.978251	1.99637	0.000104327	8.21447e-05	8.73487e-05	9.27049e-05	7.50459e-05	6.6826e-05	0.00010178	9.96841e-05
6405	1	-167.4704	-112.2727	-55.19771	0.915513	0.0714082	0.073378	0.0729393	0.114378	0.0436144	0.0303771	0.0239338	0.0241249	0.0252999
6406	0	-147.3947	-114.9716	-32.42315	0.948654	0.938133	0.005254	0.0191959	0.019147	0.0187584	0.0240611	0.0243609	0.00569835	0.00813355
6407	1	-169.1917	-118.8505	-50.3412	0.522132	0.518493	0.56579	0.76755	0.35279	0.346903	0.373623	0.422392	0.433338	0.469021
6408	0	-171.8392	-115.0798	-56.75948	0.971971	0.975003	3.26769e-18	3.26553e-18	3.93147e-18	1.54897e-18	1.76532e-18	1.46739e-18	2.4389e-20	2.67305e-20
6409	1	-180.1545	-114.8347	-65.31976	0.760781	0.7796	0.131506	0.134805	0.111008	0.204875	0.206269	0.204626	0.23503	0.544342
6410	0	-167.7596	-114.0521	-53.70752	0.970207	1.30758	0.0312903	0.0259013	0.0356891	0.0336847	0.0216117	0.0106007	0.0130876	0.012583
6411	1	-166.8805	-114.0569	-52.82354	0.924802	0.9943	0.333288	2.33231e-06	2.32172e-06	2.31816e-06	2.31881e-06	2.17896e-06	2.53525e-06	2.1994e-06
6412	0	-151.1762	-116.8987	-34.27749	0.906746	0.895769	0.210616	0.226843	0.112466	0.100849	0.0908766	0.11358	0.135062	0.163582
6413	1	-169.3585	-111.6954	-57.66313	0.90926	0.636395	0.606022	0.64793	0.597511	0.0549724	0.0568704	0.056123	0.0560479	0.0578064
6414	0	-174.5847	-115.3916	-59.19314	0.9279	0.760455	0.023325	9.00537e-07	7.98396e-07	1.10447e-06	0.00132234	0.00134639	0.00101076	0.00046656
6415	1	-152.8495	-115.2034	-37.64613	0.978724	0.505897	0.508247	0.471619	0.479473	0.286158	0.376331	0.382824	0.326507	0.328191
6416	0	-175.9995	-118.4566	-57.54297	0.899731	0.00128748	0.00218182	0.063845	0.0508877	0.0442283	0.000854231	0.00309675	0.00301305	0.00285969
6417	1	-141.6566	-114.6641	-26.99253	0.749195	0.368297	0.456463	0.456391	0.457447	0.483646	0.503647	0.522801	0.615746	0.65424
6418	0	-176.6973	-116.2879	-60.40932	0.791331	0.641755	0.000377314	0.000360388	2.2956e-09	3.39692e-09	8.17561e-11	1.21017e-10	1.05681e-09	6.87831e-10
6419	1	-157.5087	-117.5445	-39.96426	0.756968	0.700917	0.325993	0.346112	0.33286	0.348826	0.270465	0.210749	0.174172	0.163294
6420	0	-199.5042	-115.1498	-84.3544	0.956023	2.2938e-09	1.88529e-11	1.15109e-11	3.67566e-14	2.34511e-14	6.70169e-15	5.88258e-18	6.15537e-19	3.52262e-22
6421	1	-154.6472	-114.2682	-40.37905	0.993267	0.862845	0.335731	0.450361	0.536335	0.480136	0.481755	0.493318	0.501299	0.377991
6422	0	-192.4696	-113.0647	-79.4049	0.967173	0.000947446	0.000166563	1.58805e-08	1.52212e-08	1.0603e-13	2.62094e-13	5.08711e-15	5.08356e-15	7.33362e-15
6423	1	-148.6199	-114.696	-33.92392	0.989564	1.01678	0.150228	0.149481	0.158533	0.191561	0.195198	0.205076	0.213237	0.0703678
6424	0	-156.1913	-110.7586	-45.4327	0.982588	0.103827	0.106594	0.161897	0.178911	0.144333	0.16708	0.163632	0.165553	0.205747
6425	1	-145.7388	-117.2577	-28.48117	0.826813	0.83292	0.061723	0.108482	0.104492	0.0940377	0.0940791	0.0950769	0.094053	0.104509
6426	0	-163.8424	-111.8427	-51.99971	0.93383	0.17423	0.148028	0.1487	0.0893581	0.101555	0.0766931	0.152409	0.140747	0.15565
6427	1	-180.6596	-121.3974	-59.26224	0.625155	0.711552	0.743091	3.32632e-05	4.63837e-05	0.00059957	5.10028e-06	5.31189e-06	5.94145e-06	5.56185e-06
6428	0	-177.8942	-112.8616	-65.03262	0.931965	5.5903e-09	5.2417e-09	5.31538e-09	6.63475e-08	5.51605e-08	5.75373e-08	6.50661e-08	1.16168e-07	1.36677e-07
6429	1	-160.9047	-115.2589	-45.64572	0.960346	0.970441	0.0554184	0.0511334	0.00154507	0.0001869	0.00019469	0.000194734	0.000691735	0.000624027
6430	0	-157.578	-110.5359	-47.04215	0.980823	0.0476738	0.0504315	0.0481192	0.0491166	0.0428069	0.0853668	0.0877824	0.0856135	0.443741
6431	1	-147.4852	-115.5281	-31.95713	0.923925	0.872598	0.00721209	0.00726873	0.00601803	0.00493832	0.00486955	0.00138066	0.00148745	0.00166138
6432	0	-146.1482	-111.5356	-34.61265	0.935513	0.37587	0.355132	0.34307	0.336353	0.285898	0.21775	0.132334	0.13479	0.137387
6433	1	-159.4705	-115.7636	-43.7069	0.935478	0.316789	0.0109819	0.00516272	0.00562808	0.0100376	0.0242489	0.0484775	0.0487038	0.526357
6434	0	-148.4196	-114.5615	-33.85812	0.974534	0.911103	0.884176	0.777392	0.479363	0.336888	0.33772	0.349993	0.337891	0.313735
6435	1	-177.2217	-119.5914	-57.63032	0.899032	0.9245	0.972741	1.71743e-07	1.71553e-07	3.64994e-06	2.52013e-08	1.35573e-08	1.46891e-08	5.42369e-09
6436	0	-162.0138	-114.9599	-47.05385	0.771421	0.686973	0.527992	0.574339	0.73038	0.329634	0.376093	0.377493	0.32653	0.314747
6437	1	-165.0335	-116.5383	-48.49526	0.95703	1.40363	0.130118	0.177895	0.170377	0.158961	0.075424	0.0730149	0.00104731	0.00748054
6438	0	-146.0348	-114.8197	-31.2151	0.928289	0.931739	0.277346	0.162668	0.118208	0.140845	0.140574	0.139102	0.277546	0.413058
6439	1	-142.4432	-114.9666	-27.4766	0.945567	0.871158	0.110234	0.162548	0.171576	0.170643	0.17568	0.172803	0.209294	0.165705
6440	0	-146.6785	-120.4175	-26.26093	0.831087	0.836826	0.914091	0.353017	0.330187	0.325462	0.320984	0.46303	0.478942	0.481366
6441	1	-155.8344	-117.927	-37.90741	0.812296	1.04431e-06	1.29329e-06	1.3067e-06	1.39942e-06	1.5715e-06	1.01645e-06	1.03771e-06	1.00447e-06	1.0146e-06
6442	0	-168.7555	-115.7628	-52.99267	0.97202	0.959331	0.000437079	0.00043305	0.000556931	0.000546179	0.000517048	0.00045961	0.000196147	0.000202759
6443	1	-192.7373	-115.0495	-77.68777	0.866833	1.05015e-17	2.10655e-17	2.88114e-17	3.0936e-10	1.82894e-10	1.83365e-10	1.60149e-10	8.74001e-11	3.44498e-11
6444	0	-142.223	-114.5468	-27.6762	0.996521	1.20971	0.0195416	0.0202266	0.0205379	0.0169684	0.0172147	0.0230486	0.0230827	0.0232701
6445	1	-183.2736	-117.4946	-65.77904	0.907354	0.94667	5.75245e-05	5.34782e-05	5.98322e-05	6.69045e-05	6.86365e-05	0.00010282	1.86938e-05	1.54264e-05
6446	0	-149.9539	-115.645	-34.30886	0.9573	0.869003	0.846726	0.784328	0.792199	0.804682	0.796287	0.717503	0.742228	0.591041
6447	1	-171.9691	-114.8435	-57.12559	0.989	1.05384	3.64961e-17	5.1716e-20	4.36311e-20	1.5841e-19	1.37505e-19	1.2185e-19	8.07977e-19	3.08715e-17
6448	0	-135.3454	-115.4337	-19.9117	0.983304	0.98356	0.975044	1.03267	1.072	1.55395	1.62472	1.63174	1.6104	1.77637
6449	1	-166.31	-114.8405	-51.46951	0.999001	1.42476	0.0012283	5.69533e-05	2.1233e-05	1.51725e-05	3.01561e-05	3.31925e-06	1.79157e-06	1.1734e-05
6450	0	-119.8575	-115.9523	-3.905244	0.905048	0.905258	0.875309	0.880357	0.838669	0.854982	0.859999	0.831647	0.855165	0.853095
6451	1	-161.5498	-123.2295	-38.32021	0.614638	0.491101	0.0978899	0.0408932	0.0261237	0.0580605	0.0624239	0.027303	0.0261134	0.0321748
6452	0	-145.4061	-115.5138	-29.89223	0.927501	0.89429	0.883915	0.896804	0.932109	0.663302	0.595164	0.602702	0.833122	1.13954
6453	1	-170.8978	-114.2043	-56.69356	0.960554	1.09867	0.021576	0.00254167	0.00290927	0.00395169	0.0050091	0.000774081	0.000840189	0.0071081
6454	0	-142.7749	-115.6641	-27.11078	0.848215	0.793486	0.791263	0.775213	0.786408	0.800853	0.805117	0.810996	0.812554	0.653569
6455	1	-193.109	-115.0611	-78.04794	0.916831	1.56554	0.00125796	0.000654769	0.00148747	0.00114674	5.8765e-08	6.8674e-09	1.80622e-08	1.99835e-09
6456	0	-127.2389	-112.1601	-15.07874	0.945341	0.947309	0.959835	0.997138	1.03248	1.02779	0.894428	0.902118	0.908217	0.91666
6457	1	-160.9275	-113.067	-47.86058	0.99303	1.16879	0.177317	0.146185	0.408547	0.380983	0.0868769	0.0956528	0.111255	0.0017568
6458	0	-134.6548	-115.569	-19.08574	0.888716	0.927394	0.924694	0.925365	0.917098	1.071	1.02079	0.970854	1.00769	1.00481
6459	1	-159.2746	-119.5706	-39.70407	0.977297	0.885461	0.329359	0.3289	0.323632	0.316451	0.299553	0.30327	0.291579	4.34504
6460	0	-124.327	-114.9066	-9.42038	0.941087	0.905203	0.904613	0.902085	0.904293	0.904095	0.904234	0.89381	0.897973	0.912746
6461	1	-160.7966	-115.5951	-45.20142	0.942885	1.21148	0.000127193	0.000126554	0.000123605	0.00012132	0.00014372	0.000144849	1.43736e-05	2.18707e-05
6462	0	-133.2407	-112.4691	-20.77158	0.939584	0.939831	0.937474	0.933283	1.01212	1.011	0.984327	0.984451	0.709229	0.707712
6463	1	-172.8672	-118.9195	-53.9477	0.702711	0.754789	0.280025	0.348924	0.341304	0.299409	0.216397	0.156915	0.247612	0.231454
6464	0	-138.4937	-113.6099	-24.88378	0.893938	0.89155	0.885424	0.892103	0.892326	0.912556	0.724549	0.724662	0.724301	0.755288
6465	1	-142.4517	-114.7109	-27.74082	0.95515	0.957034	0.0681664	0.0681852	0.0671596	0.0637315	0.0663202	0.0674694	0.0719823	0.0643032
6466	0	-129.172	-115.0454	-14.12663	0.797525	0.761612	0.749236	0.732956	0.783204	0.772613	0.784106	0.780588	0.771723	0.770741
6467	1	-153.7497	-117.4545	-36.2952	0.913612	0.887311	0.23992	0.385999	0.375056	0.35098	0.079383	0.00170088	0.00135952	0.00231606
6468	0	-121.2438	-114.222	-7.021785	0.959874	0.964173	0.97031	0.977972	0.950934	0.977858	0.977894	0.95755	0.96827	0.998883
6469	1	-164.5917	-126.4256	-38.16617	0.785569	0.698855	3.59913e-22	2.2293e-22	2.22605e-22	3.12927e-22	2.97609e-22	3.05477e-22	2.7995e-22	2.30559e-22
6470	0	-141.7228	-116.6259	-25.09694	0.978328	1.06207	1.03894	0.981182	0.93109	0.967845	0.952756	0.940639	0.920942	0.917178
6471	1	-158.5723	-113.6416	-44.93073	0.989826	1.2751	0.0039327	0.00296795	0.00340996	0.00178343	0.0166266	0.0238992	0.0159539	0.0185946
6472	0	-150.3847	-118.1504	-32.23423	0.850023	0.867081	0.751058	0.922937	0.893578	0.908074	0.893646	0.839537	0.839647	0.848681
6473	1	-159.4934	-112.2976	-47.19582	0.924239	0.233176	0.254078	0.0219932	0.0274118	0.0432173	0.0418237	0.0296079	0.0280854	0.0265714
6474	0	-154.9519	-114.6593	-40.29261	0.999267	1.03063	0.873757	0.880554	0.893435	0.895113	0.936266	0.902638	1.32803	1.27441
6475	1	-152.7879	-114.985	-37.80293	0.963519	1.07056	0.166439	0.0570238	0.047377	0.033758	0.0316963	0.00927192	0.00955002	0.00561457
6476	0	-159.206	-112.9289	-46.27712	0.992635	0.883635	0.909429	1.01691	0.952597	0.842014	0.854186	0.596693	0.719577	0.721182
6477	1	-167.6326	-113.0236	-54.60901	0.992053	1.0335	6.28408e-09	6.32554e-09	4.09769e-09	4.18203e-09	3.2186e-09	2.46542e-08	5.37145e-09	5.46136e-09
6478	0	-158.9502	-114.4152	-44.53506	0.927175	0.970667	0.930029	0.746342	0.60753	0.694964	0.696158	0.608755	0.548273	0.543152
6479	1	-173.9231	-111.0608	-62.86231	0.999346	4.45689e-13	9.01787e-13	3.16483e-13	7.50481e-12	8.24453e-13	1.72737e-12	2.42639e-12	7.51679e-12	7.21537e-12
6480	0	-132.1197	-115.3235	-16.7962	0.859623	0.851487	0.865271	0.899483	0.897056	0.884785	0.94039	0.893134	0.891376	0.895406
6481	1	-214.7105	-113.2968	-101.4137	0.786432	2.20391e-14	1.48876e-12	9.1174e-13	3.85245e-13	4.99626e-12	8.2647e-13	3.57877e-12	2.68572e-09	1.21229e-09
6482	0	-122.2542	-112.9286	-9.325543	0.951472	0.951201	0.947261	0.946662	0.950025	0.940665	0.942084	0.936261	0.931949	0.984857
6483	1	-203.4334	-111.1169	-92.31645	0.916404	3.28721e-14	1.93531e-15	1.54484e-15	8.08569e-15	6.40582e-09	4.20895e-07	6.34577e-59	6.86122e-63	6.00326e-60
6484	0	-107.2536	-115.458	8.204422	0.949481	0.949749	0.949853	0.949646	0.949616	0.945417	0.949819	0.949587	0.950514	0.951915
6485	1	-205.6316	-114.8525	-90.77911	0.965816	0.909249	0.00369449	0.000255399	0.000664566	1.17964	0.109342	0.333204	3.28959e-05	1.36112e-07
6486	0	-139.1601	-114.5404	-24.61965	0.918263	0.935512	0.932852	0.933879	0.924507	0.922579	0.921318	0.920623	0.914144	0.885279
6487	1	-185.3381	-113.6258	-71.71232	0.960503	0.173419	2.02728e-30	1.74831e-30	2.3673e-30	9.70728e-31	1.13447e-30	1.39562e-30	1.38547e-28	1.08625e-28
6488	0	-116.6512	-112.3616	-4.289607	0.949179	0.948587	0.948603	0.959967	0.948055	0.949414	0.951004	0.957613	0.953368	0.966189
6489	1	-172.9135	-113.2745	-59.63893	0.790228	0.00624685	0.00499072	0.00502056	0.00631788	9.79464e-05	1.06237e-06	7.28177e-07	1.41855e-06	1.69344e-06
6490	0	-147.3222	-113.499	-33.82319	0.933216	0.919929	0.900771	0.908307	0.87189	0.878069	0.87072	1.17108	1.16665	1.16608
6491	1	-200.3455	-111.1042	-89.24133	0.986731	1.57666e-05	2.14131e-05	1.12773e-05	0.00430299	2.14585e-13	4.80814e-16	5.07788e-20	2.89961e-19	1.39871e-18
6492	0	-159.8623	-119.7395	-40.1228	0.732153	0.732008	0.766799	0.769457	0.76627	0.757866	0.737696	0.74433	0.746119	1.72814
6493	1	-155.7974	-113.8948	-41.9026	0.892751	0.731935	0.0320875	0.0234913	0.0353758	0.0320155	0.033287	0.017898	0.0194963	0.0268845
6494	0	-157.9127	-115.4864	-42.42626	0.905145	0.91164	0.869747	0.880206	0.894314	0.710059	0.595551	0.551142	0.553645	0.536333
6495	1	-152.8334	-113.0625	-39.77088	0.92046	0.288	0.305825	0.311433	0.675536	0.487652	0.531349	0.488679	0.499151	0.377659
6496	0	-152.391	-112.9745	-39.41652	0.979488	1.02318	1.08965	0.835927	0.788016	0.774444	0.69059	0.640061	0.694479	0.757007
6497	1	-141.8633	-114.4437	-27.41965	0.971139	0.764912	0.0529451	0.064107	0.0745798	0.0740222	0.114034	0.101934	0.107654	0.0897526
6498	0	-157.7732	-113.0601	-44.7131	0.981275	0.999521	1.00389	0.682324	0.654573	0.557829	0.56972	0.560624	0.484246	0.498758
6499	1	-173.0406	-114.6437	-58.39681	0.971793	1.34313	0.000364662	0.000360801	0.000351915	8.62917e-06	1.12237e-05	9.95291e-06	1.45541e-05	1.55536e-05
6500	0	-158.9428	-111.9286	-47.01422	0.991315	0.918277	0.921627	0.925809	0.302629	0.269371	0.286022	0.254588	0.232918	0.200731
6501	1	-139.35	-116.0759	-23.27414	0.968683	1.18395	0.0509583	0.048986	0.0620962	0.066324	0.0703851	0.0706594	0.0760279	0.0783642
6502	0	-180.2756	-113.6149	-66.6607	0.993742	0.99689	0.592079	0.559309	0.561891	0.551119	0.0792489	0.0577375	0.0651347	0.066746
6503	1	-150.7115	-117.8097	-32.90183	0.959663	1.0028	0.299024	0.32167	0.14315	0.129903	0.122677	0.0883324	0.0796308	0.061591
6504	0	-167.959	-115.8188	-52.14018	0.897621	0.988187	1.08628	0.745633	0.752933	0.719435	0.206435	0.142651	0.340998	0.387214
6505	1	-161.6501	-118.0489	-43.60116	0.948984	1.01181	0.370835	0.352463	0.353725	0.242695	0.325068	0.333583	0.0354025	0.0332965
6506	0	-173.0485	-110.8547	-62.19388	0.966107	1.00194	0.783808	0.765316	0.839899	9.33893e-11	2.6418e-10	3.30896e-10	3.43235e-10	3.42364e-10
6507	1	-150.7188	-118.7982	-31.92066	0.906221	1.48724	0.555351	0.555989	0.412482	0.260993	0.259378	0.288675	0.296213	0.244922
6508	0	-167.1311	-114.0087	-53.12244	0.92023	0.946772	0.0318044	0.0279948	0.0558421	0.0564522	0.0522918	0.0435816	0.0632238	0.064392
6509	1	-138.8117	-116.4574	-22.35433	0.929701	0.930203	0.749119	0.755244	0.670084	0.210027	0.210467	0.206334	0.232041	0.2227
6510	0	-178.8922	-114.5869	-64.30528	0.974312	0.926842	0.00954965	0.00434894	0.00279603	0.00332402	0.00330382	0.00148242	0.00155667	0.00171017
6511	1	-139.278	-116.1915	-23.08651	0.859244	0.872958	0.799517	0.83275	0.843472	0.853436	0.851819	0.894195	0.640041	0.64081
6512	0	-172.4265	-115.5473	-56.87924	0.972369	1.43785	0.0166413	0.0630412	0.0634567	0.0393081	0.0404496	0.0369679	0.0772631	0.0738822
6513	1	-117.3194	-113.8904	-3.429003	0.977539	0.964615	0.972753	0.971451	0.970072	0.957218	0.956746	0.991121	0.990704	0.977997
6514	0	-183.6937	-116.283	-67.41072	0.856985	1.04194	0.0111034	0.0122261	0.0119106	0.0156385	0.018413	0.0199342	0.0137059	0.0115359
6515	1	-119.5761	-114.2513	-5.324772	0.933298	0.934079	0.936526	0.934628	0.946834	0.955924	0.956277	0.948587	0.947927	0.951514
6516	0	-184.2618	-112.6379	-71.62391	0.882213	0.865663	0.0356674	4.16792e-10	5.43406e-09	5.30211e-09	9.51246e-08	8.14702e-08	9.8069e-08	5.28754e-07
6517	1	-126.5035	-115.3196	-11.18392	0.816336	0.818551	0.813999	0.780264	0.7776	0.776744	0.783229	0.783366	0.783669	0.788463
6518	0	-152.1936	-116.1039	-36.08971	0.990188	0.00059788	0.000751352	0.000736315	0.000703975	0.000763928	0.0037796	0.00372188	0.00376754	0.00295438
6519	1	-137.1194	-113.8974	-23.22205	0.959288	0.952332	0.962123	0.995983	0.992768	1.0011	0.913026	1.0201	1.01716	1.00813
6520	0	-163.7629	-120.1455	-43.61747	0.793206	9.49373e-06	7.56767e-06	1.09396e-05	1.09364e-05	1.09588e-05	9.03595e-06	1.11928e-05	1.20433e-05	1.15158e-05
6521	1	-155.5609	-112.8903	-42.67061	0.899565	0.90216	0.910167	0.888991	0.886024	0.887509	0.190306	0.184981	0.195695	0.213167
6522	0	-155.9902	-115.4061	-40.5841	0.910728	0.00243406	0.00257367	0.00242205	0.00242874	0.00243265	0.00263101	0.00260994	0.00262839	0.00158124
6523	1	-144.2569	-114.1666	-30.09032	0.797057	0.775631	0.771591	0.794358	0.987634	0.994483	1.00373	0.25491	0.251993	0.269143
6524	0	-161.3578	-116.2394	-45.11844	0.883032	0.555537	0.00932273	0.000803609	0.000835813	0.000267247	0.0118006	0.0121797	0.000742715	0.0740965
6525	1	-146.0228	-117.4227	-28.6001	0.90116	0.91057	0.928995	0.584574	0.576118	0.556581	0.548021	0.541515	0.5634	0.607459
6526	0	-201.4132	-114.4776	-86.9356	0.989678	0.382443	2.15541e-05	2.72087e-11	7.94462e-13	2.09982e-14	1.13375e-14	9.05007e-14	2.83882e-24	1.62843e-24
6527	1	-161.0026	-114.1339	-46.86871	0.867003	0.789613	0.550397	0.469803	0.50983	0.527406	0.503483	0.495925	0.494882	0.695671
6528	0	-172.4408	-115.6956	-56.74516	0.891994	1.17335	0.00109858	9.06215e-05	0.000176274	0.000175927	0.000215953	0.000274251	5.14724e-05	2.15208e-05
6529	1	-162.7684	-114.4945	-48.27396	0.837726	0.838351	0.835647	0.0554517	0.0519254	0.0591829	0.0573436	0.0612555	0.0606986	0.0427131
6530	0	-150.8758	-115.7073	-35.1685	0.924122	0.493093	0.00875077	0.0070847	0.0102271	0.00768986	0.0024319	0.00365894	0.00323534	0.00323579
6531	1	-165.4969	-113.1441	-52.35273	0.933284	0.511121	0.471005	0.455912	0.468269	0.462603	0.464428	0.383698	0.515861	0.414759
6532	0	-170.3699	-116.8325	-53.5374	0.911996	1.04316	0.610601	1.02007e-27	5.11174e-28	3.26466e-28	2.87788e-28	4.32785e-30	3.73399e-30	3.26998e-30
6533	1	-182.8303	-111.7217	-71.10859	0.961219	0.87141	0.658628	0.13508	0.136452	0.130091	0.0123013	0.0134105	0.0133698	0.00761754
6534	0	-149.7958	-116.0608	-33.73494	0.963389	0.812781	0.0107753	0.00723318	0.00764769	0.00334155	0.00582801	0.00589532	0.00681933	0.00545505
6535	1	-180.3294	-117.0065	-63.32295	0.829488	0.194285	0.192939	0.193036	0.120154	0.138234	0.11149	0.117776	0.123734	0.150214
6536	0	-167.2682	-112.7583	-54.50993	0.99932	1.04843	0.08434	0.116814	0.118207	0.0872541	0.121478	0.116937	0.0600892	0.170831
6537	1	-169.7993	-113.081	-56.7183	0.940231	0.922297	0.0012064	0.00115845	0.00123892	0.00124055	0.00180766	0.00165614	0.00160779	0.00114796
6538	0	-184.1118	-113.4217	-70.69013	0.999982	1.04837	5.07479e-09	1.47872e-08	1.78031e-08	1.77857e-08	1.71739e-08	2.77731e-08	9.8688e-08	8.02283e-08
6539	1	-160.2143	-114.9979	-45.21642	0.934473	0.949845	0.0187414	0.0298394	0.0323133	0.0097307	0.00943323	0.00950769	0.00953015	0.00946588
6540	0	-167.9092	-116.9937	-50.91554	0.912076	0.868619	5.47778e-06	5.02961e-06	5.03265e-06	5.20251e-06	5.86038e-06	1.15978e-06	9.88954e-07	1.02597e-06
6541	1	-163.5028	-113.801	-49.70178	0.938472	0.862965	0.0072733	0.0330827	0.0279804	0.00407311	0.00435236	0.00021377	0.000202725	0.000399287
6542	0	-168.6143	-113.5116	-55.10269	0.995835	0.983171	0.0259501	0.0237875	0.0213492	0.00953825	0.0606619	0.0316386	0.0706639	0.0510235
6543	1	-156.8896	-113.7918	-43.09778	0.971381	1.00232	0.197374	0.125018	0.125366	0.0886983	0.104419	0.109208	0.123696	0.146681
6544	0	-184.8256	-111.7884	-73.03719	0.990632	0.364834	0.0282375	0.0288415	0.00947287	0.0299794	0.069144	0.00347508	0.00347308	6.01225e-09
6545	1	-150.1358	-111.2902	-38.84557	0.972561	0.0654668	0.0646838	0.0614811	0.0630109	0.0581793	0.0873298	0.091951	0.0878314	0.0622678
6546	0	-172.9464	-113.9805	-58.9659	0.825122	5.60855e-06	6.13197e-06	5.08896e-06	5.29236e-06	5.38789e-06	9.66387e-06	1.34357e-05	2.85122e-05	2.40449e-05
6547	1	-173.8379	-112.4097	-61.42824	0.968962	0.967169	0.00149663	0.00222125	0.00173956	0.0017419	0.00148635	0.00575729	0.00588925	0.00391804
6548	0	-199.912	-110.9289	-88.98312	0.970142	0.0935297	0.128287	0.00707945	0.0100926	0.00951062	0.00822832	0.00555237	0.00843187	0.0082227
6549	1	-181.4833	-112.8158	-68.66751	0.95186	3.31615e-05	2.71201e-05	2.76895e-05	2.82207e-05	2.81685e-05	2.73882e-05	2.73329e-05	2.72619e-05	3.05685e-05
