Iteration	Replicate_ID	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]
698	0	-154.404	-116.2344	-38.16963	0.96841	0.99381	0.458218	0.0316385	0.0315183	0.0314738	0.0336016	0.113346	0.107456	0.105936
699	1	-136.7213	-113.8207	-22.90057	0.982913	0.980635	0.981607	0.991827	0.938073	0.882831	0.888899	0.876363	0.963652	1.28361
700	0	-165.7944	-116.0585	-49.73594	0.970507	0.465405	0.0311287	0.0449814	0.0410323	0.0248915	0.0193908	0.0226602	0.0226291	0.0244191
701	1	-148.8156	-114.5927	-34.22286	0.967097	0.965621	0.957879	0.90292	0.903033	0.895875	1.12153	1.10825	1.10622	1.10513
702	0	-177.8925	-116.4145	-61.47806	0.9094	0.89004	2.83341e-12	2.84211e-12	8.60321e-13	4.12363e-13	1.12269e-09	4.88497e-09	2.74061e-09	2.5842e-09
703	1	-134.7983	-113.8494	-20.94897	0.971234	1.11517	1.06816	1.07466	1.07538	1.07589	1.07269	1.07362	1.07204	1.05938
704	0	-183.1855	-114.8667	-68.31884	0.919571	1.48296	2.78796e-18	2.81406e-18	1.76987e-18	2.48532e-18	5.84892e-19	1.78361e-22	2.51462e-22	2.8771e-22
705	1	-147.4625	-115.7515	-31.71109	0.995496	0.996175	1.02867	1.0333	1.0589	0.874166	0.872906	0.883665	0.959713	0.940001
706	0	-181.3435	-117.6509	-63.69257	0.993998	1.11654	0.0754439	0.065293	0.0799807	0.0699236	0.0523856	0.0211316	0.0488534	0.76892
707	1	-146.7476	-114.7851	-31.96244	0.939255	0.873016	0.873772	0.869972	0.839744	0.775091	0.78035	0.776674	0.763552	0.78499
708	0	-182.489	-114.6042	-67.88482	0.992185	1.64928	1.1964e-06	2.16484e-06	9.22897e-07	2.39854e-08	2.27403e-09	8.1302e-09	1.26297e-09	0.00366992
709	1	-115.1887	-117.527	2.338345	0.910987	0.908433	0.908106	0.906638	0.892002	0.894682	0.893955	0.897371	0.771668	0.7735
710	0	-200.9067	-122.4291	-78.4776	0.958055	0.000116193	0.000402961	5.25589e-05	7.60397e-08	1.2077e-08	5.97574e-21	3.8088e-16	4.41833e-16	1.08919e-16
711	1	-142.8827	-113.8592	-29.02351	0.909327	0.884267	0.898409	0.984527	1.01198	1.01722	1.01684	1.01221	1.00745	1.01312
712	0	-195.7375	-112.1784	-83.55903	0.984301	2.40853e-27	4.93638e-27	3.59039e-27	3.18988e-27	4.67684e-27	1.71172e-26	7.3132e-26	5.12249e-25	0.00137477
713	1	-101.4532	-113.6894	12.23619	0.988902	0.986106	0.985692	0.985746	0.986354	0.986518	0.984983	0.985058	0.992957	0.994779
714	0	-166.0162	-112.5837	-53.43255	0.97823	0.302052	0.0219269	0.0139057	0.0132353	0.0146586	0.00974419	0.0131707	0.01466	0.0138747
715	1	-144.3227	-117.6114	-26.7113	0.883004	0.883819	0.744072	0.752923	0.753495	0.819552	0.820514	0.780045	1.25248	1.34895
716	0	-154.5233	-111.0913	-43.43206	0.943876	0.00870515	0.00860713	0.00894618	0.00884325	0.00839522	0.00875149	0.0195169	0.0207589	0.0209305
717	1	-125.1619	-115.3335	-9.828455	0.81818	0.818928	0.820862	0.823903	0.823882	0.823885	0.823711	0.825572	0.828743	0.841908
718	0	-137.4907	-112.7047	-24.78594	0.994973	0.456785	0.470185	0.4711	0.479116	0.484262	0.464984	0.471255	0.471431	0.445032
719	1	-137.379	-111.9395	-25.43956	0.975823	0.978183	0.975834	0.931401	0.991203	1.02452	0.996266	1.00668	1.0264	0.96956
720	0	-164.4969	-113.8814	-50.61546	0.973686	0.970915	0.179952	0.180518	0.203338	0.157878	0.157318	0.151424	0.151702	0.150892
721	1	-139.5355	-113.0073	-26.52814	0.949604	0.988586	0.990579	0.986277	0.992098	1.07992	1.08343	1.25872	1.24874	1.24856
722	0	-165.4801	-115.1653	-50.31479	0.976124	0.879419	0.0386557	0.0368354	0.0205903	0.0203123	0.0172445	0.0175126	0.0321283	0.0327652
723	1	-142.3349	-113.5997	-28.73514	0.927362	0.930519	0.870145	0.83449	0.836447	0.831891	0.654749	0.632648	0.631238	0.641132
724	0	-139.7301	-117.5409	-22.18921	0.914284	0.940589	0.225455	0.21454	0.226426	0.226279	0.225651	0.224946	0.296325	0.306169
725	1	-157.9659	-115.3222	-42.64377	0.858922	0.504697	0.445789	0.448757	0.41437	0.41421	0.414296	0.643397	0.644355	0.642965
726	0	-139.7204	-115.3047	-24.41574	0.927367	1.05803	0.221461	0.178646	0.177949	0.185923	0.159801	0.149543	0.218308	0.22038
727	1	-152.08	-112.261	-39.81906	0.99102	1.02382	0.9596	0.800449	0.758419	0.718641	0.908537	0.916667	0.908897	0.876565
728	0	-172.0381	-115.9709	-56.06721	0.934692	1.06494	0.547611	0.422841	0.00283603	0.00275367	0.00311643	8.28994e-06	6.74659e-06	0.000114818
729	1	-150.7961	-112.6584	-38.13774	0.971771	0.960277	0.931154	0.932245	0.920256	0.925995	0.880982	1.04429	1.1757	1.26296
730	0	-171.2034	-111.2703	-59.9331	0.990955	0.756151	0.298618	0.325419	0.350195	0.32368	0.325929	0.486481	0.57341	0.477623
731	1	-145.0383	-113.1247	-31.91363	0.970202	0.97047	0.982408	1.03996	1.04033	1.03455	0.910406	0.94018	0.935413	0.946457
732	0	-145.2454	-112.5218	-32.72368	0.938698	0.924567	0.672936	0.667876	0.662319	0.654109	0.655676	0.656055	0.569015	0.572623
733	1	-129.428	-115.0409	-14.3871	0.856576	0.859705	0.841841	0.841794	0.797608	0.761593	0.762286	0.758238	0.753846	0.764097
734	0	-164.0606	-116.2163	-47.84436	0.75478	0.727991	0.619211	0.761587	0.75844	1.21448	1.17651	1.28362	1.27283	1.36456
735	1	-136.7937	-113.3248	-23.46885	0.933577	1.00621	0.845728	0.846202	0.847257	0.877723	0.872814	0.872783	0.87811	0.881132
736	0	-128.107	-112.5646	-15.54242	0.918072	0.906054	0.944495	0.965824	0.965404	0.966837	0.967494	0.962683	0.965525	0.965768
737	1	-136.0492	-114.4808	-21.56842	0.955774	0.974645	1.03127	1.21021	1.01588	1.01472	1.02209	1.02212	1.01236	1.02226
738	0	-150.7392	-116.2052	-34.53399	0.93986	0.945134	0.972166	0.992551	0.957806	0.958113	0.968815	1.40449	1.47779	1.46974
739	1	-146.0518	-112.3196	-33.73221	0.996132	0.987146	1.01892	0.982484	0.982046	0.985235	0.989627	0.903087	0.908656	0.625304
740	0	-140.2808	-112.2555	-28.02527	0.909044	0.909899	0.880081	0.967615	0.968663	0.969338	0.971896	1.02082	1.02586	1.03164
741	1	-142.9097	-113.0512	-29.85854	0.93814	0.95238	0.926341	0.927315	0.927398	0.926453	0.941596	0.946255	0.947204	0.959727
742	0	-137.2139	-111.9545	-25.25938	0.845018	0.856424	0.856376	0.856615	0.843702	0.854755	0.849831	0.844885	0.841829	0.852254
743	1	-115.6872	-115.6506	-0.03657959	0.979609	0.983008	0.984106	0.984496	0.983885	1.00795	1.00701	1.01752	1.01775	1.07538
744	0	-137.3859	-113.4069	-23.97905	0.924293	0.911556	0.915386	0.898698	0.889742	0.890067	0.880649	0.880363	0.889174	0.893429
745	1	-135.3958	-116.8553	-18.54054	0.783669	0.762255	0.766881	0.727262	0.736176	0.71393	0.711713	0.71338	0.733375	0.717028
746	0	-138.8487	-112.5656	-26.28316	0.977867	0.992899	0.839358	0.840982	0.856457	0.79722	0.699881	0.693582	0.67966	0.653082
747	1	-160.0369	-115.1755	-44.86136	0.862145	0.896383	0.846286	0.842571	0.865286	0.906807	0.801816	0.526956	0.544523	1.02349
748	0	-160.2487	-112.0471	-48.20164	0.991	1.02802	0.028676	0.0307807	0.0308619	0.0310578	0.0325227	0.0326389	0.0309963	0.0477912
749	1	-154.8187	-114.8884	-39.93028	0.989269	0.964757	0.407175	0.410136	0.38822	0.390342	0.394709	0.375229	0.375571	0.34561
750	0	-175.3106	-115.6252	-59.68532	0.99649	0.262287	0.264156	0.244875	4.04112e-05	3.71041e-05	0.000335184	0.00023875	0.000122309	0.000131503
751	1	-169.2194	-113.1936	-56.02588	0.938021	0.939507	0.139648	0.136221	0.134542	0.0955869	0.096221	0.0937828	0.0911266	0.069226
752	0	-155.1354	-112.5146	-42.62082	0.926463	0.000680535	0.000673608	0.000611904	0.000893292	0.00129273	0.00166139	0.00117083	0.000823546	0.000827191
753	1	-153.8171	-115.6438	-38.17334	0.988639	0.989657	1.03799	0.0417723	0.0417643	0.0422204	0.0423277	0.0463532	0.0499564	0.0481222
754	0	-146.0116	-116.6385	-29.37308	0.990059	0.101986	0.206362	0.131987	0.00198349	0.00198741	0.0134795	0.0132287	0.013035	0.014261
755	1	-171.4464	-116.057	-55.38936	0.896152	0.90488	1.32212e-12	1.32552e-12	1.49316e-12	1.47789e-12	1.47113e-12	1.59218e-12	1.3999e-12	7.51662e-13
756	0	-138.8632	-114.9238	-23.93937	0.949186	1.0397	0.022194	0.0170134	0.0167649	0.0154614	0.0153503	0.0149785	0.0138718	0.0142111
757	1	-159.528	-114.8865	-44.64156	0.970271	0.694458	0.0996689	0.0991723	0.117979	0.110898	0.112729	0.112841	0.113575	0.0980515
758	0	-147.094	-115.7013	-31.39265	0.936309	0.908636	0.16459	0.126289	0.0711951	0.0654004	0.0658612	0.0262061	0.110972	0.043441
759	1	-133.3852	-115.8803	-17.50488	0.956713	0.962036	0.341713	0.331733	0.323294	0.326112	0.329669	0.330807	0.333023	0.334169
760	0	-165.5414	-115.0351	-50.50625	0.977443	0.988574	0.014446	0.0143995	0.0253111	0.0243499	0.0254476	0.0319369	0.0267884	0.017421
761	1	-138.6937	-115.4106	-23.28309	0.933374	0.941844	0.0565184	0.0568594	0.0557128	0.0541721	0.0461592	0.0458593	0.0443732	0.0445981
762	0	-149.5897	-115.7225	-33.86716	0.996853	0.845135	0.134925	0.218532	0.243858	0.00737736	0.000992471	0.000774455	0.000733645	0.00072488
763	1	-152.9481	-114.18	-38.76809	0.959541	0.97819	0.00436298	0.00327299	0.00276562	0.00298465	0.00298027	0.00297983	0.0012786	0.00144135
764	0	-179.1071	-116.8533	-62.25383	0.882295	0.872846	0.0302388	0.000644191	0.000314792	0.000336368	1.816e-10	1.86902e-10	2.06842e-10	1.28247e-09
765	1	-187.9063	-113.82	-74.08633	0.91728	0.875397	1.39181e-27	1.36034e-55	1.09897e-55	1.1316e-55	9.22385e-56	2.17533e-56	2.04959e-56	1.68588e-56
766	0	-181.671	-118.3704	-63.3006	0.899374	0.938926	0.122103	0.0772733	0.0582522	0.00377017	2.46189e-09	1.75271e-08	1.85887e-08	1.10721e-08
767	1	-207.5027	-114.0448	-93.45794	0.925437	1.12349	2.38779e-65	2.21598e-65	5.30601e-64	5.35109e-64	7.64418e-69	4.83755e-69	5.01622e-69	1.45913e-69
768	0	-181.0829	-114.3371	-66.74588	0.999134	2.25882	3.1647e-05	3.62389e-29	2.12098e-29	1.60444e-29	4.22547e-29	5.88263e-29	2.78524e-29	1.4567e-29
769	1	-168.1988	-113.5792	-54.61953	0.986356	1.15063	0.0128823	0.00454719	0.00950364	0.00623316	0.00566582	0.00342544	0.0312487	0.0619413
770	0	-167.7433	-115.0655	-52.6778	0.888468	0.863098	6.48564e-05	6.10074e-05	6.56602e-05	6.72766e-05	6.54213e-05	8.41494e-05	0.000431331	0.000471071
771	1	-182.2651	-114.0423	-68.22281	0.877647	0.0258203	0.0233792	0.00359109	0.0136676	0.0123734	0.00648752	0.00635306	0.000145441	0.000139461
772	0	-167.7157	-115.7065	-52.00921	0.839832	0.987184	0.0295313	0.0293252	0.0289406	0.0271041	0.0247935	0.0282458	0.0333457	0.0279832
773	1	-175.7826	-113.7218	-62.06078	0.920872	2.35595e-05	2.31212e-05	2.13467e-05	2.62716e-05	2.90977e-05	2.92755e-05	2.80452e-05	2.80406e-05	2.69042e-05
774	0	-147.149	-115.4933	-31.65573	0.980155	1.20853	0.237865	0.21146	0.174767	0.180555	0.153583	0.161604	0.111255	0.116237
775	1	-176.8672	-117.0986	-59.76861	0.903889	2.24626e-09	2.10965e-09	2.51175e-09	2.44713e-09	1.16396e-09	2.11564e-09	1.30194e-10	1.50607e-10	2.21398e-10
776	0	-166.3487	-114.7969	-51.55178	0.968766	1.1392	0.0308505	0.154477	0.295931	0.100917	0.127477	0.122962	0.341351	0.435083
777	1	-186.7212	-114.0913	-72.62987	0.966592	2.44289e-44	2.47313e-44	1.83085e-43	1.8393e-43	8.09299e-46	8.53572e-46	8.54555e-46	5.40195e-46	3.10763e-46
778	0	-166.3367	-117.5768	-48.75994	0.90996	0.0381614	0.0184234	0.00531956	0.00390995	0.00272986	0.00290857	0.00266187	0.00373056	0.00374765
779	1	-171.0797	-112.9464	-58.13332	0.982822	0.410842	5.14484e-06	1.33869e-07	1.35385e-07	1.43464e-07	1.51323e-07	1.479e-07	1.54038e-07	5.64677e-07
780	0	-156.9931	-115.6937	-41.29936	0.863231	0.838308	1.20655e-06	9.25646e-08	6.11464e-09	5.16942e-09	3.78959e-08	4.04204e-07	1.51632e-06	5.67157e-06
781	1	-169.6268	-116.6552	-52.9716	0.975047	9.02146e-06	1.00586e-05	1.02231e-05	7.05995e-06	6.95853e-06	6.83725e-06	6.4024e-06	9.46631e-06	7.06041e-06
782	0	-168.3176	-116.8157	-51.5019	0.813707	1.61831	0.00704728	0.000389804	3.04244e-11	4.75102e-10	2.91818e-10	2.07396e-10	1.78054e-10	2.69449e-11
783	1	-168.1611	-113.8871	-54.27401	0.983199	0.986606	2.19367e-08	2.34239e-08	1.2858e-08	1.26186e-08	1.32063e-08	1.2113e-08	1.62369e-08	1.65251e-08
784	0	-178.1894	-118.0989	-60.09049	0.894943	1.99355	0.161901	1.06215e-18	3.39004e-18	1.04727e-18	2.01403e-17	3.03545e-17	1.49106e-18	1.12518e-18
785	1	-169.6349	-112.9665	-56.66837	0.996868	0.725602	0.00498417	0.00484191	0.000350302	0.000402212	0.000298804	0.000207751	0.000158865	3.10655e-07
786	0	-192.3668	-117.8847	-74.48206	0.778066	2.60958	8.70196e-09	2.5918e-09	1.67295e-06	1.51055e-06	0.000121072	0.000116157	6.08843e-05	0.000119021
787	1	-142.8868	-118.6807	-24.20619	0.994343	1.02154	0.978942	0.162961	0.15851	0.160874	0.162464	0.158556	0.130419	0.1286
788	0	-181.8354	-117.9204	-63.91494	0.858919	4.10992	0.000132922	0.000943121	0.000122312	0.00013934	5.11468e-06	9.2029e-05	0.000112433	3.1724e-18
789	1	-143.9736	-115.2733	-28.70036	0.924485	0.923165	0.201494	0.197824	0.211644	0.211838	0.211547	0.211865	0.210916	0.211294
790	0	-171.3455	-115.5056	-55.83995	0.841147	3.27699	0.0145171	0.021226	0.0102716	0.0138281	2.38681e-05	1.29461e-05	1.94116e-05	0.0279277
791	1	-151.7529	-115.0833	-36.66958	0.913503	5.3416e-63	5.23105e-63	5.24144e-63	5.26729e-63	5.24044e-63	5.30303e-63	5.35214e-63	5.43245e-63	5.35323e-63
792	0	-193.3481	-114.9206	-78.42747	0.991264	3.03293	5.02346e-06	2.2507e-05	1.52214e-05	0.00174771	1.56371e-30	2.96929e-30	2.15376e-30	1.27935e-70
793	1	-161.3856	-114.3179	-47.06763	0.985695	0.978141	1.1326e-15	1.14658e-15	1.14587e-15	1.27903e-15	1.36989e-15	1.5191e-15	1.58413e-15	1.2612e-15
794	0	-201.501	-119.3051	-82.19596	0.955608	4.43551	2.48994e-05	0.0093109	3.41198e-10	1.6418e-06	7.18542e-117	1.83697e-123	2.01858e-123	2.56014e-126
795	1	-111.6572	-114.3465	2.689232	0.981573	1.2322	1.13175e-06	1.0819e-06	1.0858e-06	1.08639e-06	1.06451e-06	1.05971e-06	1.10142e-06	1.09081e-06
796	0	-195.0129	-114.8486	-80.16433	0.96675	2.70857	2.16698e-22	3.67188e-17	8.00609e-28	3.90879e-28	2.88373e-23	9.7757e-23	2.57086e-21	2.11466e-05
797	1	-131.5794	-114.871	-16.7084	0.920656	0.95942	0.00506328	0.00553108	0.00464979	0.00861881	0.00897153	0.00909707	0.0341861	0.0367686
798	0	-212.6775	-116.8974	-95.78013	0.877789	3.61579	1.56631e-29	8.90029e-36	1.94169e-42	3.74828e-42	5.32359e-42	2.22166e-46	4.30404e-42	2.8723e-61
799	1	-150.5209	-120.026	-30.49487	0.810874	0.648044	0.625145	0.146129	0.161969	0.155904	0.147801	0.145592	0.144101	0.141305
800	0	-180.7044	-113.7108	-66.99362	0.971066	2.61314	2.33204e-12	2.30484e-12	1.77074e-12	8.32993e-11	5.8295e-11	4.45654e-11	1.07818e-10	2.28368e-08
801	1	-137.5096	-115.8657	-21.64391	0.928127	0.921189	0.00488644	0.00485545	0.00466592	0.00382774	0.0038192	0.00374955	0.00411776	0.00416843
802	0	-180.1718	-116.801	-63.37081	0.940028	1.6241	0.0384328	0.00852592	0.132736	0.0150848	0.00105708	0.00601646	0.00703518	0.0293777
803	1	-138.7572	-115.5716	-23.18561	0.987833	0.984914	0.0764807	0.0707805	0.0500276	0.0714312	0.0724661	0.150497	0.145491	0.142267
804	0	-195.007	-116.0732	-78.93376	0.9767	1.49154	0.0658663	1.15688e-05	2.33452e-05	0.0201883	5.23222e-11	2.10499e-08	1.14232e-08	5.18892e-13
805	1	-136.103	-116.2782	-19.82478	0.846449	0.908624	0.0270083	0.0243409	0.0236072	0.0250791	0.0253243	0.019292	0.0192257	0.0190062
806	0	-180.105	-115.7044	-64.40054	0.978284	1.46297	0.000288925	1.75233e-07	6.99887e-08	5.83232e-06	4.68074e-06	1.81523e-05	5.68966e-07	1.33059e-06
807	1	-141.4855	-115.2124	-26.27313	0.994342	0.999491	0.0725449	0.0724804	0.0736327	0.073318	0.067338	0.0681973	0.0677276	0.0678801
808	0	-164.7642	-119.569	-45.19514	0.99443	0.335585	0.199029	0.20028	0.237454	0.00927947	0.0749164	0.0639836	0.0954376	0.12402
809	1	-160.9157	-114.1125	-46.80321	0.943289	0.805769	0.0789211	0.14999	0.150284	0.149822	0.139307	0.133185	0.133606	0.117744
810	0	-169.2368	-113.8001	-55.43674	0.986094	0.861469	4.50617e-05	3.63302e-05	0.000199847	6.38234e-06	3.71208e-06	3.60136e-06	1.56077e-06	1.56284e-06
811	1	-155.5275	-119.5462	-35.98128	0.873053	0.88147	0.189688	0.15658	0.401139	0.351178	0.356668	0.360062	0.372553	0.37623
812	0	-168.7931	-113.6961	-55.09697	0.989069	0.119238	0.105257	0.0850644	0.0879225	0.0778719	0.0222375	0.0266212	0.0140357	0.101133
813	1	-159.5066	-117.2857	-42.22086	0.917752	0.582108	0.507005	0.149917	0.0343948	0.0393793	0.0244103	0.0295925	0.0783174	0.0698893
814	0	-182.4781	-112.9757	-69.50236	0.990215	0.926307	0.0114699	0.0407272	0.0263494	0.0008655	0.000914382	2.60565e-05	3.4154e-05	1.70167e-05
815	1	-168.8871	-124.828	-44.05905	0.705404	0.600783	0.559897	0.256356	0.220345	0.0477061	0.052566	0.000522632	0.000647795	0.00125577
816	0	-198.1446	-117.89	-80.25463	0.898411	1.25909	3.27917e-41	4.23445e-51	2.5385e-51	1.66413e-52	1.74497e-53	6.89913e-52	1.09078e-53	1.08865e-53
817	1	-148.0094	-115.3072	-32.70227	0.937784	0.432983	0.422016	0.082824	0.0920253	0.0985769	0.109854	0.0873987	0.0880269	0.067328
818	0	-205.4322	-116.1633	-89.26887	0.948032	0.991893	0.00534725	0.000188358	0.000128486	2.25341e-05	1.27796e-07	1.73996e-09	1.45767e-22	2.49919e-22
819	1	-167.7893	-114.8208	-52.96847	0.988643	0.445623	0.0719687	0.0382094	0.0310229	0.00899404	0.00110651	0.00201632	2.75738e-05	2.19351e-05
820	0	-174.1113	-112.1454	-61.96585	0.973014	1.02209	0.128709	0.133273	0.0137988	0.0138724	9.7789e-06	6.75116e-06	1.09888e-05	0.321788
821	1	-170.3009	-115.8632	-54.43771	0.916686	0.402881	0.314364	9.11114e-08	6.61822e-08	2.51493e-08	1.40412e-08	2.59335e-08	1.52891e-08	1.24968e-08
822	0	-184.1489	-113.3549	-70.79405	0.955114	0.121788	0.000234828	0.000573617	0.000598329	0.000973041	0.000429553	0.000410871	0.00616991	0.00429811
823	1	-169.3198	-115.1324	-54.18736	0.93886	1.04474	0.244963	0.142306	0.160117	0.160131	0.162771	0.0242235	0.0226949	0.0229855
824	0	-194.2901	-113.8469	-80.4432	0.967871	0.313737	0.264205	1.50923e-05	0.00916318	0.00833377	0.00706297	0.00670232	0.00301894	0.00022626
825	1	-155.8917	-115.6605	-40.23116	0.997817	0.609419	0.0288443	0.0361076	0.0353637	0.0348357	0.0361521	0.0505796	0.00481007	0.00494895
826	0	-162.6048	-114.6715	-47.93324	0.923569	0.941251	0.0495048	0.102081	0.103922	0.121911	0.0466882	0.052502	0.00938436	0.00261592
827	1	-167.3307	-114.0893	-53.24139	0.999222	1.26748	0.00461659	0.0036549	0.0021838	0.00203998	0.00249396	0.0370832	0.0462623	0.0906281
828	0	-196.3362	-115.4064	-80.92989	0.814915	0.656011	0.000254217	0.000293132	1.00603e-05	4.51932e-06	4.49018e-06	6.90808e-05	1.06842e-34	6.05746e-32
829	1	-154.6373	-118.5429	-36.09446	0.887863	0.461049	0.337547	0.326794	0.170199	0.067661	0.135455	0.158379	0.146428	1.37115
830	0	-166.8857	-117.0782	-49.80746	0.952291	0.00133824	0.00066509	0.000788575	0.000889002	0.000730666	0.000124522	0.00022662	0.00374533	0.000276892
831	1	-157.0016	-118.3882	-38.6134	0.677947	1.18383	0.00706223	0.00564016	0.00634872	0.00831927	0.0100758	0.0211132	0.0154273	0.0118022
832	0	-129.5025	-116.6419	-12.86055	0.909071	0.0237944	0.0240943	0.024059	0.0226642	0.0223189	0.0223449	0.022552	0.0236038	0.023819
833	1	-176.0927	-117.7801	-58.3126	0.966201	0.795825	0.860633	1.4758e-80	1.3004e-80	2.12974e-80	1.21376e-80	1.48028e-80	1.66833e-80	3.02014e-80
834	0	-170.8178	-116.2132	-54.6046	0.94886	0.000138615	0.000138244	0.000135824	0.000104469	9.70038e-05	4.8218e-05	6.42661e-05	6.63952e-05	5.86421e-05
835	1	-125.7359	-115.4354	-10.30046	0.958729	0.975161	0.216513	0.220182	0.22127	0.220384	0.217135	0.207366	0.207315	0.16806
836	0	-201.5124	-116.954	-84.55841	0.90089	1.32833e-61	1.82355e-61	6.03371e-65	1.88895e-65	4.19097e-68	2.36816e-70	9.51476e-70	2.21499e-66	5.0448e-67
837	1	-157.7051	-115.6681	-42.03696	0.935211	0.985982	0.0243954	0.0238577	0.02143	0.0203469	0.0210842	0.0213833	0.0201709	0.0209578
838	0	-175.4571	-116.1354	-59.3217	0.9075	3.85293e-12	4.8848e-12	5.21999e-12	5.20599e-12	1.72339e-12	1.8424e-12	2.09821e-12	2.23137e-12	2.74036e-12
839	1	-161.0633	-115.5456	-45.51773	0.968179	0.909753	0.157413	0.215655	0.0246657	0.0123783	0.0124036	0.0208935	0.0122838	0.0137455
840	0	-158.2187	-117.1334	-41.08528	0.87422	0.84802	1.56617e-05	2.80306e-05	3.44792e-05	4.21003e-05	3.16024e-05	3.30473e-05	4.23947e-06	4.44092e-06
841	1	-134.6219	-114.9427	-19.67923	0.947455	0.915722	0.0777955	0.0794741	0.0797148	0.0784229	0.0761017	0.0745038	0.0756979	0.0738774
842	0	-151.2824	-115.8674	-35.41505	0.959933	1.03041	0.112832	0.00494277	0.00457855	0.00461989	0.0320611	0.0120982	0.0107956	0.0426443
843	1	-147.3135	-115.6484	-31.66508	0.998656	0.959984	0.179031	0.181714	0.182139	0.183798	0.217605	0.217818	0.189254	0.181164
844	0	-164.2334	-115.4742	-48.75923	0.981494	0.287037	0.23049	6.18249e-05	3.52114e-06	2.02749e-06	3.87587e-22	1.05708e-23	6.05531e-31	2.21656e-31
845	1	-152.0595	-116.8352	-35.22427	0.860872	0.835701	0.147434	0.13819	0.136781	0.138389	0.0272279	0.0263017	0.029992	0.0278893
846	0	-161.9492	-120.4276	-41.52162	0.850668	1.36364	0.851049	1.8001e-05	1.79485e-05	0.000457944	0.000790117	0.00196465	0.00014512	3.34047e-05
847	1	-138.0726	-120.3234	-17.74922	0.844846	0.846959	0.845671	0.00416819	0.00410209	0.00415722	0.00415394	0.00414134	0.00413556	0.00434826
848	0	-133.1963	-114.6075	-18.58878	0.992583	0.978818	0.00290241	0.00329454	0.00358624	0.00629521	0.00656126	0.00468646	0.00486182	0.00497211
849	1	-129.8007	-116.8627	-12.93805	0.922317	1.07667	0.13553	0.136112	0.124112	0.122788	0.123007	0.123743	0.124869	0.126064
850	0	-146.6436	-117.6356	-29.00794	0.866367	0.870148	0.1166	0.116935	0.11736	0.107867	0.114878	0.058067	0.0387152	0.0342355
851	1	-132.9836	-116.1661	-16.81748	0.912385	0.882132	0.0617638	0.0532598	0.0473642	0.0477058	0.0544465	0.0542655	0.0544626	0.0545953
852	0	-145.1971	-116.3667	-28.83034	0.863512	0.887713	0.0038009	0.00244198	0.00242362	0.00215686	0.00582149	0.00626593	0.00614537	0.0110784
853	1	-130.9236	-115.8312	-15.09239	0.860151	0.87797	0.0135667	0.00519465	0.00514483	0.00515798	0.00334603	0.0035165	0.00304096	0.0030309
854	0	-132.8028	-116.0403	-16.76246	0.861283	0.870961	0.00295437	0.00427875	0.00552297	0.00554616	0.00551467	0.00548428	0.00506467	0.00560711
855	1	-156.6511	-120.0998	-36.55133	0.908888	0.831221	0.474613	0.196161	0.153544	0.232271	0.238289	0.209614	0.582946	0.664441
856	0	-130.4916	-114.1037	-16.38787	0.987251	1.01126	0.019486	0.01952	0.0177295	0.0185865	0.0186094	0.00470115	0.00456717	0.00461189
857	1	-155.0267	-116.0089	-39.01775	0.836858	0.970214	0.378421	0.026482	0.101003	0.131299	0.13593	0.156463	0.150841	0.151273
858	0	-159.2004	-114.5421	-44.65831	0.938091	0.907332	1.93187e-12	1.57662e-12	9.02855e-13	9.16174e-13	9.00757e-13	2.48659e-13	2.49664e-13	2.65409e-13
859	1	-165.223	-117.5084	-47.71457	0.866793	0.858245	0.112871	0.0481446	0.0457231	0.0336382	0.0402121	0.0525296	0.0439957	0.00770974
860	0	-139.2083	-115.7449	-23.46342	0.900374	0.895566	0.000931069	0.000926945	0.00086677	0.000876912	0.000875309	0.000802779	0.000860689	0.000942205
861	1	-155.5573	-119.5702	-35.98703	0.92477	0.89949	0.868053	0.283694	0.363583	0.10554	0.108292	0.0415328	0.041427	0.0473879
862	0	-149.5917	-115.6775	-33.91419	0.996991	0.995637	0.0165986	0.016115	0.0164427	0.0144274	0.0143852	0.00713772	0.00694221	0.00704475
863	1	-171.9795	-113.8404	-58.13905	0.989543	1.10125	0.0068101	0.00654014	8.66094e-05	9.15007e-05	9.08108e-05	7.12819e-05	4.65583e-05	0.000113417
864	0	-149.1968	-114.3765	-34.82027	0.984183	0.981666	0.00154119	0.00147379	0.00147571	0.00148078	0.000189236	0.000202852	6.06126e-05	6.52441e-05
865	1	-180.8425	-117.2883	-63.55422	0.843482	4.96415e-08	9.65809e-09	6.33418e-09	3.85577e-09	1.36875e-09	7.12864e-10	8.63478e-10	1.07429e-10	8.52504e-11
866	0	-135.5121	-116.6688	-18.84324	0.987314	0.984644	0.194217	0.170351	0.152073	0.143319	0.143281	0.119816	0.112092	0.0817126
867	1	-207.9034	-116.9176	-90.98585	0.932538	1.24891	4.94171e-46	5.51549e-46	3.36991e-46	6.8317e-34	7.05321e-29	7.74273e-31	5.4305e-59	4.79892e-59
868	0	-130.0804	-115.5392	-14.54122	0.997501	1.00235	0.0554282	0.0478605	0.0468031	0.046814	0.0481587	0.0476759	0.0477899	0.0478062
