Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	log_extinction[1]	log_extinction[2]	log_speciation[1]	log_speciation[2]	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	speciation[1]	speciation[2]
148	-16894.13	-16896.56	2.432573	0.599361	0.419504	-0.511892	-0.868682	-0.176262	-0.355601	0.0004786916	2.088292e-05	0.60434	0.39566	0.838398	0.700752
149	-16893	-16895.11	2.108933	0.596413	0.432354	-0.516821	-0.838512	-0.176262	-0.286456	0.0004875526	2.088292e-05	0.761629	0.238371	0.838398	0.75092
150	-16891.9	-16893.87	1.969682	0.596413	0.463929	-0.516821	-0.768023	-0.184777	-0.286456	0.0004875526	2.663986e-05	0.761629	0.238371	0.83129	0.75092
151	-16893.49	-16895.34	1.855675	0.602964	0.463929	-0.505899	-0.768023	-0.172798	-0.315865	0.0007585273	2.361822e-05	0.761629	0.238371	0.841308	0.729158
152	-16892.79	-16894.55	1.756675	0.602964	0.456298	-0.505899	-0.784609	-0.156882	-0.274479	0.0005917162	2.097146e-05	0.52856	0.47144	0.854805	0.759968
153	-16893.79	-16894.45	0.6568636	0.732147	0.449973	-0.311774	-0.798567	-0.0976648	-0.274479	0.00092759	1.936731e-05	0.52856	0.47144	0.906953	0.759968
154	-16892.01	-16892.77	0.7537217	0.688769	0.45711	-0.37285	-0.782832	-0.0976648	-0.274479	0.001095429	3.114718e-05	0.539133	0.460867	0.906953	0.759968
155	-16892.48	-16893.1	0.615795	0.688769	0.455071	-0.37285	-0.787302	-0.0976648	-0.28542	0.001429301	6.09373e-05	0.539133	0.460867	0.906953	0.751699
156	-16892.67	-16894.11	1.437617	0.664683	0.432776	-0.408445	-0.837536	-0.117346	-0.28542	0.0005183689	5.942795e-05	0.539133	0.460867	0.889278	0.751699
157	-16892.91	-16893.95	1.041178	0.664654	0.468766	-0.408488	-0.757652	-0.0920605	-0.270895	0.0005258672	0.0001071933	0.539133	0.460867	0.91205	0.762697
158	-16893.19	-16894.1	0.9068275	0.664654	0.489097	-0.408488	-0.715195	-0.0920605	-0.270895	0.0005679815	0.0001071933	0.539133	0.460867	0.91205	0.762697
159	-16891.77	-16892.53	0.7605743	0.697676	0.470489	-0.360001	-0.753982	-0.092242	-0.270895	0.0006422544	0.0001693254	0.539133	0.460867	0.911884	0.762697
160	-16893.93	-16894.82	0.8927672	0.697676	0.4411	-0.360001	-0.818484	-0.0650891	-0.270895	0.0005066701	0.0001259849	0.878364	0.121636	0.936984	0.762697
161	-16892.36	-16892.9	0.532589	0.709227	0.483331	-0.34358	-0.727053	-0.0659586	-0.272175	0.0005066701	0.0002694564	0.878364	0.121636	0.93617	0.761721
162	-16896.01	-16895.55	-0.4595448	0.828113	0.508671	-0.188605	-0.675954	0.00212142	-0.272175	0.0003504902	0.000261412	0.878364	0.121636	1.00212	0.761721
163	-16898.53	-16898.41	-0.1194887	0.798193	0.497442	-0.225405	-0.698276	0.00212142	-0.306118	0.0003504902	0.0002788734	0.815605	0.184395	1.00212	0.7363
164	-16893.81	-16893.81	0.001176456	0.798193	0.453582	-0.225405	-0.79058	0.00212142	-0.306118	0.0005635527	0.0002941348	0.815605	0.184395	1.00212	0.7363
165	-16894.46	-16893.66	-0.7963906	0.798193	0.480012	-0.225405	-0.733944	0.00108753	-0.257394	0.001456365	0.0002789966	0.815605	0.184395	1.00109	0.773063
166	-16894.01	-16893.39	-0.616206	0.816596	0.480012	-0.202611	-0.733944	0.00108753	-0.272729	0.001052842	0.0002791829	0.815605	0.184395	1.00109	0.761299
167	-16895.16	-16894.25	-0.9119259	0.808013	0.480012	-0.213177	-0.733944	0.00511339	-0.275124	0.001639245	0.0003165176	0.815605	0.184395	1.00513	0.759478
168	-16894.42	-16893.74	-0.678048	0.796942	0.472832	-0.226973	-0.749016	0.00511339	-0.275124	0.001532377	0.0001640105	0.815605	0.184395	1.00513	0.759478
169	-16895.09	-16894.59	-0.5003627	0.830852	0.446282	-0.185303	-0.806805	0.020805	-0.31306	0.001281303	0.0001640105	0.78445	0.21555	1.02102	0.731206
170	-16896.2	-16895.02	-1.181515	0.830852	0.469462	-0.185303	-0.756168	0.0217943	-0.271	0.002036523	0.0001347072	0.78445	0.21555	1.02203	0.762616
171	-16898.38	-16897.03	-1.343121	0.830852	0.469462	-0.185303	-0.756168	0.0375813	-0.271	0.002036523	0.0002951132	0.272401	0.727599	1.0383	0.762616
172	-16897.01	-16895.7	-1.315126	0.830852	0.471684	-0.185303	-0.751445	0.0334293	-0.271	0.002056821	0.0002370665	0.711071	0.288929	1.03399	0.762616
173	-16897.04	-16895.84	-1.200146	0.830852	0.477892	-0.185303	-0.738371	0.0467851	-0.271	0.001687518	0.0002010772	0.688918	0.311082	1.0479	0.762616
174	-16897.03	-16895.78	-1.249427	0.837022	0.478838	-0.177905	-0.736392	0.0467851	-0.244884	0.001495474	0.0002183061	0.71615	0.28385	1.0479	0.782796
175	-16895.47	-16894.3	-1.169769	0.816662	0.494216	-0.20253	-0.704783	0.0166511	-0.244884	0.001495474	0.000380934	0.71615	0.28385	1.01679	0.782796
176	-16894.69	-16893.94	-0.7458884	0.816662	0.475951	-0.20253	-0.74244	0.0166511	-0.244884	0.0009720615	0.0002938068	0.984629	0.0153714	1.01679	0.782796
177	-16896.77	-16896.34	-0.4304198	0.777516	0.467883	-0.251651	-0.759537	0.0166511	-0.244884	0.0009426837	0.0001929835	0.984629	0.0153714	1.01679	0.782796
178	-16894.15	-16894.02	-0.1246311	0.824975	0.425242	-0.192402	-0.855097	0.0166511	-0.317585	0.0008578301	0.0002209302	0.984629	0.0153714	1.01679	0.727905
179	-16896.65	-16897.29	0.6388238	0.782319	0.369008	-0.245493	-0.996938	-0.0011471	-0.342187	0.0007293912	0.0002209302	0.984629	0.0153714	0.998854	0.710216
180	-16899.97	-16900.23	0.2577883	0.86405	0.369008	-0.146125	-0.996938	0.00322332	-0.355108	0.0006239591	0.0003090137	0.984629	0.0153714	1.00323	0.701098
181	-16899.84	-16899.53	-0.3142618	0.86405	0.382332	-0.146125	-0.961467	0.0852926	-0.355108	0.0009224909	0.0002014902	0.984629	0.0153714	1.08904	0.701098
182	-16899.21	-16898.66	-0.548334	0.899373	0.383147	-0.106058	-0.959338	0.0608862	-0.335041	0.001093328	0.0002180363	0.984629	0.0153714	1.06278	0.715309
183	-16897.16	-16896.57	-0.5903484	0.886626	0.402781	-0.120332	-0.909362	0.0608862	-0.335041	0.001201404	0.000114179	0.984629	0.0153714	1.06278	0.715309
184	-16897.34	-16896.87	-0.4644539	0.886626	0.415089	-0.120332	-0.879261	0.0392239	-0.335041	0.0009604936	0.0001944338	0.984629	0.0153714	1.04	0.715309
185	-16895.75	-16895.11	-0.6451002	0.851198	0.436341	-0.16111	-0.829332	0.0538785	-0.296852	0.0009900122	0.0002115521	0.984629	0.0153714	1.05536	0.743154
186	-16895.03	-16894.37	-0.6538644	0.865975	0.454705	-0.143899	-0.788106	0.0461137	-0.296852	0.0006652686	0.0002948438	0.984629	0.0153714	1.04719	0.743154
187	-16895.66	-16895	-0.652849	0.835662	0.454705	-0.179531	-0.788106	0.0461137	-0.296852	0.0008637112	0.000384354	0.984629	0.0153714	1.04719	0.743154
188	-16896.66	-16895.6	-1.063905	0.86594	0.454705	-0.14394	-0.788106	0.0461137	-0.26692	0.0009432149	0.000568274	0.984629	0.0153714	1.04719	0.765734
189	-16895.4	-16894.44	-0.9589437	0.851211	0.467755	-0.161095	-0.75981	0.0461137	-0.26692	0.0008942775	0.0004239752	0.984629	0.0153714	1.04719	0.765734
190	-16895.19	-16894.18	-1.004113	0.851211	0.470892	-0.161095	-0.753126	0.0449105	-0.272206	0.00115152	0.0002705156	0.984629	0.0153714	1.04593	0.761698
191	-16896.09	-16895.07	-1.023847	0.833961	0.484148	-0.181569	-0.725365	0.0405625	-0.279159	0.00115152	0.0004277253	0.984629	0.0153714	1.0414	0.756419
192	-16895.76	-16894.56	-1.192787	0.846388	0.484148	-0.166777	-0.725365	0.0446374	-0.243267	0.00115152	0.0003175009	0.984629	0.0153714	1.04565	0.784062
193	-16896.6	-16895.19	-1.410656	0.846388	0.485226	-0.166777	-0.72314	0.0446374	-0.243267	0.001444959	0.0004245181	0.984629	0.0153714	1.04565	0.784062
194	-16896.72	-16895.41	-1.312914	0.814887	0.485226	-0.204705	-0.72314	0.0184013	-0.23564	0.001746225	0.0004245181	0.984629	0.0153714	1.01857	0.790065
195	-16894.28	-16893.41	-0.8706733	0.836613	0.485226	-0.178393	-0.72314	0.0184013	-0.265739	0.001166039	0.0001894427	0.984629	0.0153714	1.01857	0.766639
196	-16892.78	-16892.77	-0.004840371	0.761543	0.461762	-0.272408	-0.772706	-0.0211511	-0.282145	0.0009909557	0.000184397	0.984629	0.0153714	0.979071	0.754165
197	-16891.97	-16892.65	0.6811775	0.729046	0.44255	-0.316019	-0.815201	-0.0633991	-0.282145	0.0006388606	0.0001331623	0.984629	0.0153714	0.938569	0.754165
198	-16892.02	-16892.53	0.5123662	0.729046	0.440935	-0.316019	-0.818859	-0.0633991	-0.296689	0.001091297	0.0001245063	0.984629	0.0153714	0.938569	0.743275
199	-16894.16	-16894.49	0.3250716	0.699099	0.477472	-0.357963	-0.739249	-0.101223	-0.299891	0.001623579	0.0002164391	0.984629	0.0153714	0.903731	0.740899
200	-16892.86	-16893.03	0.1725139	0.679087	0.485456	-0.387006	-0.722667	-0.101223	-0.248989	0.001623579	0.0002415941	0.984629	0.0153714	0.903731	0.779589
201	-16893.13	-16893.05	-0.08710111	0.701984	0.503286	-0.353845	-0.686597	-0.101223	-0.248989	0.001623579	0.000314129	0.984629	0.0153714	0.903731	0.779589
202	-16893.02	-16893.18	0.1588212	0.693188	0.474703	-0.366454	-0.745067	-0.101593	-0.267984	0.001686204	0.0003214834	0.984629	0.0153714	0.903398	0.76492
203	-16894.69	-16895.44	0.7477419	0.682254	0.450983	-0.382354	-0.796326	-0.142746	-0.267984	0.001273897	0.0003214834	0.984629	0.0153714	0.866975	0.76492
204	-16893.79	-16894.62	0.8260291	0.643103	0.450983	-0.44145	-0.796326	-0.142514	-0.267984	0.001505377	0.0003399474	0.984629	0.0153714	0.867175	0.76492
205	-16894.32	-16894.82	0.5028409	0.646419	0.45769	-0.436308	-0.781564	-0.142514	-0.291459	0.002165947	0.0003625013	0.984629	0.0153714	0.867175	0.747172
206	-16893.05	-16894.07	1.017954	0.629261	0.458362	-0.46321	-0.780096	-0.142514	-0.291459	0.001361992	0.0003625013	0.984629	0.0153714	0.867175	0.747172
207	-16891.99	-16893.31	1.32792	0.639266	0.441427	-0.447435	-0.817742	-0.142514	-0.291459	0.0010524	0.00015827	0.984629	0.0153714	0.867175	0.747172
208	-16893.44	-16894.17	0.7362216	0.639266	0.470075	-0.447435	-0.754864	-0.142514	-0.291459	0.001802474	0.0002298821	0.984629	0.0153714	0.867175	0.747172
209	-16895.24	-16895.6	0.3610843	0.61344	0.531321	-0.488673	-0.632388	-0.133647	-0.237947	0.001773525	0.000115999	0.94617	0.0538299	0.874899	0.788244
210	-16895.84	-16896.45	0.6068662	0.59405	0.501842	-0.520791	-0.68947	-0.14269	-0.237947	0.001893063	0.000115999	0.676409	0.323591	0.867023	0.788244
211	-16895.08	-16895.66	0.5838125	0.581809	0.535556	-0.541614	-0.624451	-0.192081	-0.234893	0.002147893	5.607879e-05	0.847964	0.152036	0.82524	0.790655
212	-16895.11	-16895.79	0.6795858	0.581809	0.517165	-0.541614	-0.659393	-0.190551	-0.234893	0.002147893	5.526767e-05	0.328392	0.671608	0.826504	0.790655
213	-16895.56	-16896.01	0.4522125	0.62097	0.517165	-0.476473	-0.659393	-0.190551	-0.234893	0.002147893	7.890891e-05	0.328392	0.671608	0.826504	0.790655
214	-16896.3	-16896.98	0.6828221	0.590556	0.487964	-0.526691	-0.717514	-0.196858	-0.234893	0.002267851	0.0001935979	0.328392	0.671608	0.821307	0.790655
215	-16897.37	-16898.49	1.117216	0.590556	0.464721	-0.526691	-0.766319	-0.199369	-0.234893	0.001764335	0.0001381316	0.328392	0.671608	0.819248	0.790655
216	-16895.08	-16895.77	0.6882229	0.603959	0.492809	-0.504249	-0.707634	-0.16595	-0.234893	0.001764335	0.000249135	0.328392	0.671608	0.847088	0.790655
217	-16894.13	-16895.25	1.124469	0.60356	0.467611	-0.504911	-0.760118	-0.178336	-0.279392	0.001764335	0.0001302229	0.328392	0.671608	0.836661	0.756244
218	-16897.14	-16897.33	0.1840116	0.645349	0.470106	-0.437963	-0.754797	-0.0907568	-0.286705	0.00245447	8.938876e-05	0.855174	0.144826	0.91324	0.750733
219	-16897.68	-16897.97	0.2909637	0.645349	0.449777	-0.437963	-0.799004	-0.0907568	-0.282593	0.00245447	6.729075e-05	0.597148	0.402852	0.91324	0.753827
220	-16895.59	-16896.11	0.520562	0.612201	0.482294	-0.490695	-0.729201	-0.144278	-0.280195	0.00245447	6.786042e-05	0.616395	0.383605	0.865647	0.755636
221	-16894.19	-16895.1	0.908544	0.612201	0.456799	-0.490695	-0.783513	-0.141355	-0.280195	0.001950579	7.94632e-05	0.95877	0.0412298	0.868181	0.755636
222	-16894.29	-16896.19	1.900603	0.581916	0.412404	-0.541429	-0.885753	-0.206174	-0.323889	0.001668958	0.0001005572	0.95877	0.0412298	0.813692	0.72333
223	-16896.81	-16898.15	1.341651	0.604047	0.443525	-0.504104	-0.813002	-0.216405	-0.323889	0.002257957	0.0001005572	0.95877	0.0412298	0.805409	0.72333
224	-16897.88	-16898.16	0.277979	0.625018	0.447074	-0.469974	-0.805032	-0.149592	-0.323889	0.003483081	9.627068e-05	0.95877	0.0412298	0.861059	0.72333
225	-16901.66	-16902.47	0.8155076	0.573863	0.402577	-0.555364	-0.909868	-0.188158	-0.323889	0.003605137	0.00025463	0.208832	0.791168	0.828484	0.72333
226	-16900.36	-16901.04	0.6829492	0.602709	0.431415	-0.506321	-0.840686	-0.207609	-0.316513	0.003156094	0.000462663	0.208832	0.791168	0.812525	0.728686
227	-16900.87	-16901.11	0.2435987	0.600261	0.43499	-0.510391	-0.832433	-0.207609	-0.316513	0.003815359	0.0006223817	0.958779	0.0412211	0.812525	0.728686
228	-16902.99	-16903.63	0.6413365	0.553514	0.410496	-0.591468	-0.890389	-0.184569	-0.344041	0.003815359	0.0006223817	0.958779	0.0412211	0.831462	0.7089
229	-16897.79	-16899.07	1.271769	0.585779	0.400262	-0.534813	-0.915636	-0.19423	-0.344041	0.002517911	0.0005721724	0.958779	0.0412211	0.823469	0.7089
230	-16897.59	-16898.65	1.057289	0.622907	0.390117	-0.473358	-0.941308	-0.164664	-0.344041	0.002236091	0.0007379626	0.958779	0.0412211	0.848179	0.7089
231	-16895.42	-16896.97	1.551688	0.605892	0.40766	-0.501054	-0.897322	-0.180783	-0.344041	0.00156988	0.0006006772	0.958779	0.0412211	0.834617	0.7089
232	-16896.49	-16897.72	1.235845	0.605892	0.40766	-0.501054	-0.897322	-0.180783	-0.317082	0.00197107	0.0006019443	0.958779	0.0412211	0.834617	0.728271
233	-16896.27	-16897.13	0.8617798	0.605892	0.439479	-0.501054	-0.822166	-0.180783	-0.304621	0.00197107	0.0008935182	0.958779	0.0412211	0.834617	0.737403
234	-16895.12	-16896.07	0.9527451	0.628248	0.448081	-0.464821	-0.802781	-0.175387	-0.304621	0.001615161	0.0007144853	0.958779	0.0412211	0.839132	0.737403
235	-16894.28	-16895.64	1.360068	0.596143	0.435775	-0.517274	-0.83063	-0.172726	-0.304621	0.001615161	0.0003820692	0.958779	0.0412211	0.841368	0.737403
236	-16895.03	-16896.35	1.322733	0.616085	0.435775	-0.484371	-0.83063	-0.189253	-0.305071	0.001615161	0.0003820692	0.520891	0.479109	0.827577	0.737071
237	-16894.09	-16895.46	1.373535	0.623711	0.435775	-0.472068	-0.83063	-0.171432	-0.2924	0.001191585	0.0003941479	0.520891	0.479109	0.842458	0.74647
238	-16894.46	-16896.6	2.138135	0.600141	0.405786	-0.510591	-0.90193	-0.177107	-0.352686	0.0008642291	0.0003085395	0.520891	0.479109	0.83769	0.702798
239	-16894.84	-16896.99	2.154768	0.600141	0.411739	-0.510591	-0.887366	-0.179999	-0.352686	0.0007698428	0.0003347264	0.411319	0.588681	0.835271	0.702798
240	-16896.82	-16898.7	1.875257	0.602279	0.411739	-0.507034	-0.887366	-0.208785	-0.351994	0.001361929	0.0004727847	0.442232	0.557768	0.81157	0.703284
241	-16900.49	-16901.7	1.207106	0.602279	0.433067	-0.507034	-0.836863	-0.23156	-0.31865	0.001735321	0.001083284	0.442232	0.557768	0.793295	0.72713
242	-16900.68	-16902.03	1.351718	0.557217	0.417032	-0.584801	-0.874592	-0.23156	-0.31865	0.001735321	0.001442566	0.238903	0.761097	0.793295	0.72713
243	-16899.75	-16901.6	1.85134	0.569699	0.410212	-0.562648	-0.891082	-0.232692	-0.317762	0.0007322916	0.001442566	0.238903	0.761097	0.792398	0.727776
244	-16898.94	-16900.11	1.165744	0.596008	0.424694	-0.517501	-0.856387	-0.185809	-0.317762	0.001007006	0.001673526	0.238903	0.761097	0.830432	0.727776
245	-16899.31	-16900.74	1.429679	0.613552	0.39368	-0.48849	-0.932218	-0.177608	-0.317525	0.0009477991	0.001297309	0.238903	0.761097	0.83727	0.727948
246	-16897.15	-16898.5	1.349359	0.613552	0.421908	-0.48849	-0.862968	-0.177608	-0.309165	0.0008757908	0.001175755	0.238903	0.761097	0.83727	0.734059
247	-16897.1	-16898.31	1.215696	0.604839	0.428717	-0.502793	-0.846958	-0.174087	-0.320915	0.001206466	0.001175755	0.341198	0.658802	0.840224	0.725485
248	-16895.93	-16897.18	1.245218	0.628295	0.428717	-0.464746	-0.846958	-0.174087	-0.299254	0.001140187	0.0007852067	0.348011	0.651989	0.840224	0.741371
249	-16899.77	-16901.2	1.431561	0.6234	0.465891	-0.472566	-0.763803	-0.141261	-0.341898	0.0008005021	0.0004819272	0.348011	0.651989	0.868263	0.710421
250	-16894.66	-16895.87	1.208422	0.617109	0.489566	-0.482709	-0.714237	-0.148755	-0.234159	0.0003849826	0.000397254	0.348011	0.651989	0.86178	0.791236
251	-16896.67	-16897.23	0.5587193	0.667308	0.489566	-0.404504	-0.714237	-0.148755	-0.23888	0.0004000493	0.001130913	0.348011	0.651989	0.86178	0.78751
252	-16895.55	-16896.12	0.5668338	0.645041	0.489566	-0.438441	-0.714237	-0.148755	-0.23888	0.0005090961	0.001234342	0.712101	0.287899	0.86178	0.78751
253	-16897.22	-16897.65	0.4305417	0.632708	0.523199	-0.457746	-0.647794	-0.148755	-0.23888	0.0003253052	0.001450891	0.712101	0.287899	0.86178	0.78751
254	-16895.94	-16895.99	0.04328454	0.667288	0.50341	-0.404534	-0.686351	-0.134406	-0.23888	0.0007913721	0.001450891	0.712101	0.287899	0.874235	0.78751
255	-16896.87	-16896.98	0.1100926	0.667288	0.532755	-0.404534	-0.629693	-0.131011	-0.23888	0.0004541402	0.001326794	0.785631	0.214369	0.877208	0.78751
256	-16895.27	-16895.68	0.4169164	0.69608	0.489716	-0.36229	-0.713929	-0.131011	-0.23888	0.0005105752	0.0008481412	0.867166	0.132834	0.877208	0.78751
257	-16895.05	-16894.89	-0.1558044	0.699096	0.539302	-0.357967	-0.61748	-0.101282	-0.232955	0.000777509	0.0008195114	0.867166	0.132834	0.903678	0.79219
258	-16893.32	-16893.34	0.0176096	0.708051	0.512473	-0.345239	-0.668507	-0.101282	-0.221222	0.000777509	0.0005908734	0.953588	0.046412	0.903678	0.801539
259	-16893.18	-16893.54	0.3609345	0.708051	0.476904	-0.345239	-0.74044	-0.101282	-0.249317	0.0007532764	0.0005549377	0.953588	0.046412	0.903678	0.779333
260	-16893.35	-16893.68	0.3288638	0.676193	0.485345	-0.391277	-0.722896	-0.0923962	-0.249317	0.0009641434	0.0005637261	0.953588	0.046412	0.911744	0.779333
261	-16895.55	-16895.95	0.3934227	0.702383	0.453011	-0.353276	-0.791839	-0.107954	-0.249317	0.001044597	0.0005637261	0.953588	0.046412	0.897669	0.779333
262	-16894.23	-16894.32	0.08783357	0.658993	0.507264	-0.417042	-0.678725	-0.109371	-0.221024	0.001255021	0.0005997482	0.953588	0.046412	0.896398	0.801697
263	-16895.74	-16895.45	-0.2873056	0.702393	0.565198	-0.353262	-0.570579	-0.0749138	-0.221024	0.0008282114	0.0003955818	0.93792	0.0620804	0.927823	0.801697
264	-16894.9	-16894.43	-0.4672488	0.717069	0.548878	-0.332583	-0.599879	-0.0891691	-0.183131	0.0005868133	0.0008220164	0.93792	0.0620804	0.914691	0.832659
265	-16895.61	-16894.97	-0.6473819	0.726576	0.544136	-0.319413	-0.608555	-0.0891691	-0.183131	0.0008814747	0.0008220164	0.857812	0.142188	0.914691	0.832659
266	-16894.76	-16894.54	-0.2206491	0.692967	0.538596	-0.366774	-0.61879	-0.080675	-0.22129	0.0007005435	0.0008220164	0.857812	0.142188	0.922493	0.801484
267	-16895.46	-16894.82	-0.6446431	0.692967	0.538596	-0.366774	-0.61879	-0.080675	-0.193608	0.001248346	0.0008571721	0.945584	0.0544162	0.922493	0.82398
268	-16894.41	-16893.85	-0.5599611	0.715773	0.515809	-0.334393	-0.662019	-0.080675	-0.229021	0.001434342	0.0007980418	0.945584	0.0544162	0.922493	0.795312
269	-16898.79	-16897.84	-0.9470959	0.715723	0.541819	-0.334463	-0.612823	-0.080675	-0.232215	0.001434342	0.001282838	0.243199	0.756801	0.922493	0.792775
270	-16899.19	-16898.09	-1.098257	0.702924	0.541339	-0.352506	-0.61371	-0.0954836	-0.232215	0.001980282	0.001282838	0.404028	0.595972	0.908933	0.792775
271	-16895.65	-16895.08	-0.5688471	0.717868	0.524798	-0.33147	-0.644741	-0.0700526	-0.232215	0.001113166	0.00095428	0.404028	0.595972	0.932345	0.792775
272	-16896.31	-16895.76	-0.5493003	0.711679	0.523606	-0.340128	-0.647016	-0.112717	-0.213227	0.001752557	0.0005679922	0.505288	0.494712	0.893404	0.807973
273	-16895.29	-16894.86	-0.4267099	0.709941	0.547102	-0.342574	-0.603121	-0.112717	-0.213227	0.001468383	0.0003922901	0.641179	0.358821	0.893404	0.807973
274	-16894.56	-16894.28	-0.2762605	0.729651	0.527964	-0.31519	-0.638727	-0.0955483	-0.211559	0.0009081295	0.0005124593	0.641179	0.358821	0.908874	0.809322
275	-16897.03	-16895.66	-1.374529	0.771825	0.527964	-0.258998	-0.638727	-0.00304344	-0.211559	0.001587422	0.0006805048	0.641179	0.358821	0.996961	0.809322
276	-16895.34	-16894.87	-0.4631008	0.803137	0.441299	-0.21923	-0.818033	-0.0178805	-0.296406	0.001587422	0.0003341283	0.828842	0.171158	0.982278	0.743486
277	-16897.02	-16896.32	-0.7026768	0.819211	0.445521	-0.199414	-0.80851	-0.0178805	-0.296406	0.002032917	0.0001418236	0.828842	0.171158	0.982278	0.743486
278	-16894.26	-16893.98	-0.2869823	0.777517	0.446723	-0.25165	-0.805816	-0.0100882	-0.296406	0.001554735	0.0001590773	0.828842	0.171158	0.989963	0.743486
279	-16894.14	-16893.93	-0.2023555	0.800438	0.437685	-0.222596	-0.826256	-0.0100882	-0.294661	0.001118173	0.0002914809	0.828842	0.171158	0.989963	0.744784
280	-16894.66	-16894.18	-0.4813922	0.800438	0.460468	-0.222596	-0.775512	-0.00453619	-0.294661	0.001088806	0.0005630933	0.828842	0.171158	0.995474	0.744784
281	-16897.53	-16897.15	-0.3819798	0.800438	0.460468	-0.222596	-0.775512	-0.0259217	-0.263559	0.001059573	0.0003625775	0.0523006	0.947699	0.974411	0.768312
282	-16895.94	-16895.63	-0.3185808	0.77978	0.478199	-0.248744	-0.737728	-0.0259217	-0.263559	0.0009269462	0.0003932483	0.0523006	0.947699	0.974411	0.768312
283	-16898.86	-16898.68	-0.1778503	0.728387	0.451959	-0.316922	-0.794163	-0.0485488	-0.255904	0.00149863	0.0004787503	0.0523006	0.947699	0.952611	0.774216
284	-16898.34	-16898.05	-0.2804466	0.6926	0.465956	-0.367302	-0.763665	-0.0805428	-0.272157	0.002307983	0.0004787503	0.0523006	0.947699	0.922615	0.761734
285	-16898.57	-16898.47	-0.09562432	0.6926	0.456122	-0.367302	-0.784996	-0.0866995	-0.303023	0.002307983	0.0005139988	0.0523006	0.947699	0.916953	0.738582
286	-16897.17	-16897.07	-0.1019926	0.663275	0.474333	-0.410566	-0.745846	-0.102842	-0.268375	0.002307983	0.0005139988	0.177167	0.822833	0.90227	0.764621
287	-16897.02	-16897.2	0.1721431	0.66069	0.473007	-0.414471	-0.748645	-0.160412	-0.268375	0.002307983	0.0005139988	0.480655	0.519345	0.851793	0.764621
288	-16897.03	-16897.16	0.133029	0.630772	0.473007	-0.460811	-0.748645	-0.140409	-0.291101	0.002962537	0.0002465424	0.480655	0.519345	0.869003	0.74744
289	-16898.49	-16898.98	0.489375	0.624073	0.43437	-0.471488	-0.833858	-0.116727	-0.291101	0.002593835	0.0002133952	0.480655	0.519345	0.889828	0.74744
290	-16894.01	-16894.75	0.7345529	0.656004	0.478234	-0.421588	-0.737655	-0.13102	-0.291101	0.001338319	0.0003428853	0.480655	0.519345	0.8772	0.74744
291	-16894.3	-16894.17	-0.129455	0.713778	0.478234	-0.337183	-0.737655	-0.0742068	-0.279131	0.001917736	0.0002402745	0.514739	0.485261	0.92848	0.756441
292	-16894.35	-16894.23	-0.1156728	0.711506	0.470846	-0.340371	-0.753224	-0.0830992	-0.259245	0.001917736	0.0002402745	0.514739	0.485261	0.92026	0.771634
293	-16896.51	-16895.6	-0.908962	0.711506	0.551242	-0.340371	-0.595581	-0.0830992	-0.223942	0.00223022	0.0003152811	0.554566	0.445434	0.92026	0.799361
294	-16895.21	-16894.8	-0.4122275	0.670534	0.51966	-0.39968	-0.65458	-0.107543	-0.231521	0.00223022	0.0003883522	0.534616	0.465384	0.898038	0.793326
295	-16895.53	-16894.99	-0.5396296	0.670534	0.550435	-0.39968	-0.597047	-0.122974	-0.212737	0.0021742	0.0003461633	0.587292	0.412708	0.884287	0.808369
296	-16894	-16893.77	-0.22332	0.670534	0.540401	-0.39968	-0.615443	-0.122974	-0.212737	0.0018115	0.0002160082	0.554001	0.445999	0.884287	0.808369
297	-16895.18	-16894.72	-0.4540046	0.687147	0.540401	-0.375207	-0.615443	-0.122974	-0.212737	0.001937021	0.0003575654	0.554001	0.445999	0.884287	0.808369
298	-16894.52	-16894.68	0.1598992	0.63847	0.533813	-0.448681	-0.62771	-0.122974	-0.212737	0.001252267	0.0004481739	0.554001	0.445999	0.884287	0.808369
299	-16894.59	-16894.44	-0.1489787	0.707917	0.533813	-0.345428	-0.62771	-0.116479	-0.227635	0.001269956	0.0003693665	0.815853	0.184147	0.890049	0.796415
300	-16892.7	-16893.12	0.4205912	0.680731	0.510645	-0.384588	-0.67208	-0.11971	-0.224075	0.0007688353	0.0003108193	0.541182	0.458818	0.887178	0.799255
301	-16892.4	-16892.77	0.3698265	0.680731	0.503222	-0.384588	-0.686724	-0.11971	-0.253412	0.00120962	0.0002698627	0.903751	0.0962494	0.887178	0.776148
302	-16893.59	-16893.86	0.2663991	0.69964	0.503222	-0.35719	-0.686724	-0.11971	-0.225921	0.0008040476	0.0004674682	0.92264	0.07736	0.887178	0.797781
303	-16892.89	-16893.49	0.6024894	0.66731	0.503222	-0.4045	-0.686724	-0.134854	-0.225921	0.0006230991	0.0004674682	0.92264	0.07736	0.873844	0.797781
304	-16892.79	-16893.15	0.3513076	0.688724	0.529547	-0.372914	-0.635733	-0.127915	-0.225921	0.0007681248	0.0002464799	0.92264	0.07736	0.879928	0.797781
305	-16894.56	-16895.36	0.7987512	0.687965	0.468461	-0.374017	-0.758303	-0.1156	-0.294207	0.001046562	0.0001838687	0.0903806	0.909619	0.890832	0.745122
