Iteration	Replicate_ID	Posterior	Likelihood	Prior	mass_extinction_probabilities[1]	mass_extinction_probabilities[2]	mass_extinction_probabilities[3]	mass_extinction_probabilities[4]	mass_extinction_probabilities[5]	mass_extinction_probabilities[6]	mass_extinction_probabilities[7]	mass_extinction_probabilities[8]	mass_extinction_probabilities[9]
1383	1	-125.3583	-101.4017	-23.95659	0	0	0	0	0	0	0	0	0
1384	0	-85.77443	-101.0443	15.2699	0	0	0.897646	0	0	0	0	0	0
1385	1	-130.6886	-104.1596	-26.52898	0	0	0	0	0	0	0	0	0
1386	0	-72.23659	-104.8735	32.6369	0	0	0	0	0	0	0	0	0
1387	1	-147.871	-100.5834	-47.28756	0	0	0	0	0	0	0	0	0
1388	0	-10.08592	-104.426	94.34009	0	0	0	0	0	0	0	0	0
1389	1	-106.2811	-101.465	-4.816028	0	0	0	0	0	0	0	0	0
1390	0	-79.57539	-99.63304	20.05765	0	0	0	0	0	0	0	0	0
1391	1	-149.8008	-101.6926	-48.10822	0	0	0	0	0	0	0	0	0
1392	0	-107.5672	-101.9019	-5.665293	0	0	0	0	0	0	0	0	0
1393	1	-143.8738	-106.1763	-37.69752	0	0	0	0	0	0	0	0	0
1394	0	-131.0024	-104.0037	-26.99872	0	0	0	0	0	0	0	0	0
1395	1	-89.18884	-100.3979	11.20901	0	0	0	0	0	0	0	0	0
1396	0	-111.6827	-101.121	-10.56168	0	0	0	0	0	0.864876	0	0	0
1397	1	-111.699	-101.7434	-9.955651	0	0	0	0	0	0	0	0	0
1398	0	-103.1142	-103.6618	0.5475552	0	0	0	0	0	0	0	0	0
1399	1	-127.6449	-103.9025	-23.74239	0	0	0	0	0	0	0	0	0
1400	0	-69.15908	-104.2271	35.06806	0	0	0	0	0	0	0	0	0
1401	1	-66.42878	-103.5863	37.15747	0	0	0	0	0	0	0	0	0
1402	0	-97.67419	-104.0475	6.373296	0	0	0	0	0	0	0	0	0
1403	1	-76.88913	-100.9363	24.0472	0	0	0	0	0	0	0	0	0
1404	0	-121.6172	-103.0245	-18.59278	0	0	0	0	0	0	0	0	0
1405	1	-55.1919	-104.2392	49.04725	0	0	0	0	0	0	0	0	0
1406	0	-107.9545	-98.50743	-9.447064	0	0	0	0	0	0	0	0	0
1407	1	-102.6502	-99.87106	-2.779172	0	0	0	0	0	0	0	0	0
1408	0	-58.79357	-104.1259	45.33232	0	0	0	0	0	0	0	0	0
1409	1	-66.1981	-104.5769	38.37878	0	0	0	0	0	0	0	0	0
1410	0	-134.0758	-102.5378	-31.53795	0	0	0	0	0	0	0	0	0
1411	1	-106.9177	-102.8056	-4.112182	0	0	0	0	0	0	0	0	0
1412	0	-111.8358	-101.206	-10.6298	0	0	0	0	0	0	0	0	0
1413	1	-106.9842	-100.549	-6.435225	0	0	0	0	0	0	0	0	0
1414	0	-114.8561	-101.6536	-13.20249	0	0	0	0	0	0	0	0	0
1415	1	-108.386	-98.2158	-10.17017	0.860775	0	0	0	0	0	0	0	0
1416	0	-162.4635	-101.3927	-61.07085	0	0	0	0	0	0	0	0	0
1417	1	-88.79269	-100.6786	11.88589	0.86077	0	0	0	0	0	0	0	0
1418	0	-125.8698	-103.1544	-22.7154	0	0	0	0	0	0	0	0	0
1419	1	-137.7189	-100.2281	-37.49081	0	0	0	0	0	0	0	0	0
1420	0	-115.8211	-101.8422	-13.97886	0	0	0	0	0	0	0	0	0
1421	1	-111.403	-102.8243	-8.578745	0	0	0	0	0	0	0	0	0
1422	0	-106.964	-102.9348	-4.02919	0	0	0	0	0	0	0	0	0
1423	1	-137.499	-100.6003	-36.89874	0	0	0	0	0	0	0	0	0
1424	0	-104.375	-103.9458	-0.4291747	0	0	0	0	0	0	0	0	0
1425	1	-126.6427	-98.10848	-28.53419	0	0	0	0	0	0	0	0	0
1426	0	-126.9021	-101.9562	-24.94594	0	0	0	0	0	0	0	0	0
1427	1	-133.0697	-101.164	-31.90571	0	0	0	0	0	0	0	0	0
1428	0	-119.2396	-104.5308	-14.7088	0	0	0	0	0.813039	0	0	0	0
1429	1	-121.2295	-101.202	-20.02751	0	0	0	0	0	0	0	0	0
1430	0	-127.6028	-102.2908	-25.31192	0	0	0	0	0.816777	0	0	0	0
1431	1	-98.79718	-97.31825	-1.478925	0	0	0	0	0	0	0	0	0
1432	0	-165.2778	-100.9673	-64.31052	0	0	0	0	0	0	0	0	0
1433	1	-142.3229	-95.3667	-46.95622	0	0	0	0	0	0	0	0	0
1434	0	-137.5264	-100.5582	-36.96816	0	0	0	0	0	0	0	0	0
1435	1	-90.51593	-98.32038	7.804455	0	0	0	0	0	0	0	0	0
1436	0	-125.5921	-102.054	-23.53811	0	0	0	0	0	0	0	0	0
1437	1	-149.9875	-101.6963	-48.29126	0	0	0	0	0	0	0	0	0
1438	0	-119.5256	-101.3032	-18.22239	0	0	0	0	0	0	0	0	0
1439	1	-143.1581	-100.6615	-42.49652	0	0	0	0	0	0	0	0	0
1440	0	-169.5493	-101.8218	-67.72748	0	0	0	0	0	0	0	0	0
1441	1	-151.1926	-105.003	-46.18967	0	0	0	0	0	0	0	0	0
1442	0	-157.3273	-101.2281	-56.09919	0	0	0	0	0	0	0	0	0
1443	1	-133.4361	-101.1553	-32.28086	0	0	0	0	0	0	0	0	0
1444	0	-136.1716	-100.0359	-36.13569	0	0	0	0	0	0	0	0	0
1445	1	-176.3187	-104.6369	-71.68173	0	0	0	0	0	0	0	0	0
1446	0	-94.10406	-100.2501	6.146052	0	0	0	0	0	0	0	0	0
1447	1	-123.8123	-102.1112	-21.70106	0	0	0	0	0	0	0	0	0
1448	0	-87.898	-104.7665	16.8685	0	0	0	0	0	0	0	0	0
1449	1	-119.3957	-101.9966	-17.3991	0	0	0	0	0	0	0	0	0
1450	0	-116.481	-102.7321	-13.74885	0	0	0	0	0	0	0	0	0
1451	1	-95.77431	-103.9966	8.222286	0	0	0	0	0	0	0	0	0
1452	0	-101.6623	-102.4917	0.829438	0	0	0	0	0	0	0	0	0
1453	1	-114.1153	-103.5018	-10.61357	0	0	0	0	0	0	0	0	0
1454	0	-117.6811	-101.9732	-15.70795	0	0	0	0	0	0	0	0	0
1455	1	-145.3722	-101.4682	-43.90399	0	0	0	0	0	0	0	0	0
1456	0	-90.63028	-103.0956	12.46536	0	0	0	0	0	0	0	0	0
1457	1	-85.61218	-103.4654	17.85326	0	0	0	0	0	0	0	0	0
1458	0	-124.1735	-101.8409	-22.3326	0	0	0	0	0	0	0	0	0
1459	1	-161.3113	-97.20832	-64.10301	0	0	0	0	0	0	0	0	0
1460	0	-83.32841	-105.2849	21.95646	0	0	0	0	0	0	0	0	0
1461	1	-109.206	-100.6324	-8.573526	0	0	0	0	0	0	0	0	0
1462	0	-111.2319	-103.1518	-8.080045	0	0	0	0	0	0	0	0	0
1463	1	-110.2592	-98.60878	-11.65043	0	0	0	0	0	0	0	0	0
1464	0	-120.7602	-104.078	-16.68216	0	0	0	0	0	0	0	0	0
1465	1	-130.0119	-96.032	-33.97994	0	0	0	0	0	0	0	0	0
1466	0	-77.94518	-102.9089	24.96375	0	0	0	0	0	0	0	0	0
1467	1	-86.34839	-98.72319	12.3748	0	0	0	0	0	0	0	0	0
1468	0	-118.5822	-102.5454	-16.03681	0	0	0	0	0	0	0	0	0
1469	1	-119.5471	-106.1473	-13.39983	0	0	0	0	0	0	0	0	0
1470	0	-49.57981	-105.1441	55.56431	0	0	0	0	0	0	0	0	0
1471	1	-64.02817	-101.4051	37.37695	0	0	0	0	0	0	0	0	0
1472	0	-70.84129	-105.0652	34.22395	0	0	0	0	0	0	0	0	0
1473	1	-119.1542	-102.6608	-16.4934	0	0	0	0	0	0	0	0	0
1474	0	-110.5262	-104.3836	-6.142658	0	0	0	0	0	0	0	0	0
1475	1	-116.8751	-99.7925	-17.08259	0	0	0	0	0	0	0	0	0
1476	0	-74.49424	-105.826	31.33178	0	0	0	0	0	0	0	0	0
1477	1	-69.87138	-101.6138	31.7424	0	0	0	0	0	0	0	0	0
1478	0	-82.64795	-103.5947	20.94674	0	0	0	0	0	0	0	0	0
1479	1	-33.80152	-104.9733	71.17176	0	0	0	0	0	0	0	0	0
1480	0	-112.8789	-105.8579	-7.021043	0	0	0	0	0	0	0	0	0
1481	1	-70.64408	-100.7859	30.14182	0	0	0	0	0	0	0	0	0
1482	0	-129.4327	-101.7923	-27.6404	0	0	0	0	0	0	0	0	0
1483	1	-58.67118	-104.9286	46.25746	0	0	0	0	0	0	0	0	0
1484	0	-143.0626	-100.9327	-42.12992	0	0	0	0	0	0	0	0	0
1485	1	-112.0705	-96.98231	-15.08821	0	0	0	0	0	0	0	0	0
1486	0	-103.9163	-101.9202	-1.996133	0	0	0	0	0	0	0	0	0
1487	1	-132.2645	-99.05239	-33.21212	0	0	0	0	0	0	0	0	0
1488	0	-77.41596	-100.6537	23.23769	0	0	0	0	0	0	0	0	0
1489	1	-107.9115	-101.6173	-6.2942	0	0	0	0	0	0	0	0	0
1490	0	-115.9055	-100.1082	-15.79725	0.762778	0	0	0	0	0	0	0	0
1491	1	-125.4159	-102.4633	-22.95256	0	0	0	0	0	0	0	0	0
1492	0	-71.37992	-101.5479	30.16798	0	0	0	0	0	0	0	0	0
1493	1	-77.7299	-104.0774	26.34751	0	0	0	0	0	0	0	0	0
1494	0	-79.58125	-100.4843	20.90303	0	0	0	0	0	0	0	0	0
1495	1	-54.91753	-100.4081	45.49058	0	0	0	0	0	0	0	0	0
1496	0	-63.93113	-103.4657	39.53461	0	0	0	0	0	0	0	0	0
1497	1	-102.7448	-97.68258	-5.062224	0.826974	0	0	0	0	0	0	0	0
1498	0	-55.97658	-102.3356	46.35902	0	0	0	0	0	0	0	0	0
1499	1	-109.0775	-100.1374	-8.940118	0.826972	0	0	0	0	0	0	0	0
1500	0	-71.71155	-100.4754	28.76384	0	0	0	0	0	0	0	0	0
1501	1	-101.7513	-103.6426	1.891295	0	0	0	0	0	0	0	0	0
1502	0	-73.97513	-96.30582	22.33069	0	0	0	0	0	0	0	0	0
1503	1	-74.27906	-104.8298	30.55076	0	0	0	0	0	0	0	0	0
1504	0	-89.18306	-98.79244	9.609387	0	0	0	0	0	0	0	0	0
1505	1	-82.04726	-105.5132	23.46596	0	0	0	0	0	0	0	0	0
1506	0	-120.9566	-96.95727	-23.99937	0	0	0	0	0	0	0	0	0
1507	1	-79.60593	-106.7024	27.09647	0	0	0	0	0	0	0	0	0
1508	0	-137.257	-99.90672	-37.35031	0	0	0	0	0	0	0	0	0
1509	1	-130.7053	-102.2332	-28.47217	0	0	0	0	0	0	0	0	0
1510	0	-133.8979	-103.7287	-30.16922	0	0	0	0	0	0	0	0	0
1511	1	-119.67	-104.1165	-15.55349	0	0	0	0	0	0	0	0	0
1512	0	-103.805	-102.4023	-1.402746	0	0	0	0	0	0	0	0	0
1513	1	-113.4521	-105.5698	-7.882239	0	0	0	0	0	0	0	0	0
1514	0	-51.5063	-104.0944	52.58807	0	0	0	0	0	0	0	0	0
1515	1	-130.7186	-103.2719	-27.44668	0	0	0	0	0	0	0	0	0
1516	0	-65.23972	-104.221	38.98125	0	0	0	0	0	0	0	0	0
1517	1	-108.6274	-99.31207	-9.315294	0	0	0	0	0	0	0	0	0
1518	0	-83.57449	-103.4871	19.91264	0	0	0	0	0	0	0	0	0
1519	1	-130.4633	-99.47213	-30.99116	0	0	0	0	0	0	0	0	0
1520	0	-67.09311	-101.2145	34.12144	0	0	0	0	0	0	0	0	0
1521	1	-79.01888	-103.8037	24.78486	0	0	0	0	0	0	0	0	0
1522	0	-54.98833	-101.4498	46.46149	0	0	0	0	0	0	0	0	0
1523	1	-64.92428	-97.15538	32.23109	0.865262	0	0	0	0	0	0	0	0
1524	0	-92.98816	-102.8334	9.845272	0	0	0	0	0	0	0	0	0
1525	1	-67.15204	-99.49796	32.34591	0	0	0	0	0	0	0	0	0
1526	0	-121.2927	-105.7113	-15.58143	0	0	0	0	0	0	0	0	0
1527	1	-100.9682	-105.6551	4.686943	0	0	0	0	0	0	0	0	0
1528	0	-122.1862	-99.19298	-22.99327	0	0	0	0	0	0	0	0	0
1529	1	-77.80074	-102.9389	25.13813	0	0	0	0	0	0	0	0	0
1530	0	-101.0666	-99.75365	-1.31297	0.827065	0	0	0	0	0	0	0	0
1531	1	-140.5191	-102.7186	-37.80046	0	0	0	0	0	0	0	0	0
1532	0	-88.60017	-98.00424	9.404064	0.827065	0	0	0	0	0	0	0	0
1533	1	-91.20535	-102.749	11.54365	0	0	0	0	0	0	0	0	0
1534	0	-87.25753	-99.19141	11.93388	0.827066	0	0	0	0	0	0	0	0
1535	1	-100.7353	-100.2709	-0.4644076	0	0	0	0	0	0	0	0	0
1536	0	-123.537	-101.5549	-21.98203	0	0	0	0	0	0	0	0	0
1537	1	-73.86064	-99.42829	25.56766	0	0	0	0	0	0	0	0	0
1538	0	-94.20169	-102.2974	8.09568	0	0	0	0	0	0	0	0	0
1539	1	-129.6582	-103.0377	-26.62053	0	0	0	0	0	0	0	0	0
1540	0	-114.2836	-101.575	-12.70863	0	0	0	0	0	0	0	0	0
1541	1	-94.40873	-103.4068	8.99806	0	0	0	0	0	0	0	0	0
1542	0	-133.9779	-103.6997	-30.27819	0	0	0	0	0	0	0	0	0
1543	1	-109.7013	-105.1393	-4.562023	0	0	0	0	0	0	0	0	0
1544	0	-34.2813	-104.0333	69.75197	0	0	0	0	0	0	0	0	0
1545	1	-86.98359	-100.9295	13.9459	0	0	0	0	0	0	0	0	0
1546	0	-44.65158	-104.9236	60.27201	0	0	0	0	0	0	0	0	0
1547	1	-73.85042	-99.09403	25.24361	0	0	0	0	0	0	0	0	0
1548	0	-85.94108	-101.7576	15.81651	0	0	0	0	0	0	0	0	0
1549	1	-99.39629	-98.09833	-1.297969	0	0	0	0	0.763736	0	0	0	0
1550	0	-93.59511	-102.187	8.591875	0	0	0	0	0	0	0	0	0
1551	1	-75.13639	-101.411	26.2746	0	0	0	0	0	0	0	0	0
1552	0	-92.23295	-101.9046	9.671697	0	0	0	0	0	0	0	0	0
1553	1	-80.11857	-101.0028	20.88426	0	0	0	0	0	0	0	0	0
1554	0	-110.6705	-104.1182	-6.552253	0	0	0	0	0	0	0	0	0
1555	1	-94.83973	-99.90906	5.069335	0	0	0	0	0	0	0	0	0
1556	0	-100.1099	-103.0862	2.976353	0	0	0	0	0	0	0	0	0
1557	1	-107.8588	-101.0797	-6.779083	0	0	0	0	0	0	0	0	0
1558	0	-112.6797	-102.4922	-10.18746	0	0	0	0	0	0	0	0	0
1559	1	-117.2786	-100.8095	-16.46914	0	0	0	0	0	0	0	0	0
1560	0	-116.4946	-102.6933	-13.80136	0	0	0	0	0	0	0	0	0
1561	1	-122.2439	-100.8061	-21.43784	0	0	0	0	0	0	0	0	0
1562	0	-91.18878	-102.8299	11.6411	0	0	0	0	0	0	0	0	0
1563	1	-128.1423	-106.0807	-22.06152	0	0	0	0	0	0	0	0	0
1564	0	-86.95352	-101.0699	14.11643	0	0	0	0	0	0	0	0	0
1565	1	-123.7336	-104.1334	-19.60013	0	0	0	0	0	0	0	0	0
1566	0	-117.8196	-105.1187	-12.70089	0	0	0	0	0	0	0	0	0
1567	1	-112.5866	-102.0563	-10.53035	0	0	0	0	0	0	0	0	0
1568	0	-83.90449	-104.5078	20.60333	0	0	0	0	0	0	0	0	0
1569	1	-112.2217	-104.4727	-7.748922	0	0	0	0	0	0	0	0	0
1570	0	-95.84594	-102.5878	6.741851	0	0	0	0	0	0	0	0	0
1571	1	-106.3137	-103.4074	-2.906289	0	0	0	0	0	0	0	0	0
1572	0	-92.70253	-98.69229	5.989764	0	0	0	0	0	0	0	0	0
1573	1	-134.0532	-105.5717	-28.48145	0	0	0	0	0	0	0	0	0
1574	0	-134.6877	-99.88891	-34.79879	0	0	0	0	0	0	0	0	0
1575	1	-115.269	-101.5693	-13.69975	0	0	0	0	0	0	0	0	0
1576	0	-119.4013	-98.72143	-20.67985	0	0	0	0	0	0	0	0	0
1577	1	-120.1889	-103.0317	-17.15724	0	0	0	0	0	0	0	0	0
1578	0	-74.91329	-103.3717	28.45842	0	0	0	0	0	0	0	0	0
1579	1	-86.13118	-103.575	17.44377	0	0	0	0	0	0	0	0	0
1580	0	-129.4555	-104.069	-25.38652	0	0	0	0	0	0	0	0	0
1581	1	-114.4553	-99.94848	-14.5068	0	0	0	0	0	0	0	0	0
1582	0	-92.46598	-104.1546	11.68865	0	0	0	0	0	0	0	0	0
1583	1	-102.2526	-101.9859	-0.2667349	0	0.907011	0	0	0	0	0	0	0
1584	0	-75.27553	-101.2384	25.96286	0	0	0	0	0	0	0	0	0
1585	1	-57.93271	-98.42399	40.49127	0	0.907011	0	0	0	0	0	0	0
1586	0	-83.66127	-105.1792	21.51794	0	0	0	0	0	0	0	0	0
1587	1	-129.9456	-98.51314	-31.43245	0	0	0	0	0	0	0	0	0
1588	0	-81.11883	-102.7337	21.61484	0	0	0	0	0	0	0	0	0
1589	1	-128.0734	-96.15426	-31.91913	0	0	0	0	0	0	0	0	0
1590	0	-125.9988	-99.52072	-26.4781	0	0	0	0	0	0	0	0	0
1591	1	-94.66329	-98.51887	3.855581	0	0	0	0	0	0	0	0	0
1592	0	-103.4721	-99.20424	-4.267824	0	0	0	0	0	0	0	0	0
1593	1	-81.96123	-103.2075	21.24626	0	0	0	0	0	0	0	0	0
1594	0	-95.46373	-104.0008	8.537045	0	0	0	0	0	0	0	0	0
1595	1	-89.40096	-101.4176	12.01665	0	0	0	0	0	0	0	0	0
1596	0	-96.37699	-102.51	6.132978	0	0	0	0	0	0	0	0	0
1597	1	-59.93365	-104.3681	44.43447	0	0	0	0	0	0	0	0	0
1598	0	-68.1307	-105.8764	37.74574	0	0	0	0	0	0	0	0	0
1599	1	-120.4426	-102.1012	-18.34144	0	0	0	0	0	0	0	0	0
1600	0	-58.5233	-104.3007	45.77738	0	0	0	0	0	0	0	0	0
1601	1	-82.74206	-103.0592	20.31712	0	0	0	0	0	0	0	0	0
1602	0	-52.43469	-103.4959	51.06126	0	0	0	0	0	0	0	0	0
1603	1	-70.60499	-104.8014	34.19638	0	0	0	0	0	0	0	0	0
1604	0	-94.64691	-102.389	7.742052	0	0	0	0	0	0	0	0	0
1605	1	-76.98865	-106.2322	29.24356	0	0	0	0	0	0	0	0	0
1606	0	-79.50298	-99.11198	19.609	0	0	0	0	0	0	0	0	0
1607	1	-105.7155	-102.3343	-3.381296	0	0	0	0	0	0	0	0	0
1608	0	-87.16854	-105.3731	18.20454	0	0	0	0	0	0	0	0	0
1609	1	-133.1868	-97.60803	-35.57877	0.855453	0	0	0	0	0	0	0	0
1610	0	-101.4891	-98.56724	-2.921902	0	0	0	0	0	0	0	0	0
1611	1	-118.0179	-98.21585	-19.80205	0.855453	0	0	0	0	0	0	0	0
1612	0	-85.26651	-103.1558	17.88932	0	0	0	0	0	0	0	0	0
1613	1	-97.22219	-104.2231	7.000946	0	0	0	0	0	0	0	0	0
1614	0	-76.72239	-103.953	27.2306	0	0	0	0	0	0	0	0	0
1615	1	-114.4131	-100.8114	-13.60171	0.74952	0	0	0	0	0	0	0	0
1616	0	-111.9409	-102.5421	-9.398835	0	0	0	0	0	0	0	0	0
1617	1	-133.3828	-98.42461	-34.95816	0.74952	0	0	0	0	0	0	0	0
1618	0	-96.83903	-96.1811	-0.6579352	0	0	0	0	0	0	0	0	0
1619	1	-102.3043	-101.1407	-1.163564	0.74952	0	0	0	0	0	0	0	0
1620	0	-134.0296	-98.1047	-35.92495	0	0	0	0	0	0	0	0	0
1621	1	-119.8672	-99.8637	-20.00349	0.74952	0	0	0	0	0	0	0	0
1622	0	-67.89616	-105.9264	38.03022	0	0	0	0	0	0	0	0	0
1623	1	-123.1289	-104.2611	-18.86784	0	0	0	0	0	0	0	0	0
1624	0	-97.05806	-99.62733	2.569265	0	0	0	0	0	0	0	0	0
1625	1	-57.96059	-107.7027	49.74206	0	0	0	0	0	0	0	0	0
1626	0	-27.43414	-103.8794	76.44527	0	0	0	0	0	0	0	0	0
1627	1	-49.64749	-105.0029	55.3554	0	0	0	0	0	0	0	0	0
1628	0	-68.49828	-103.647	35.14875	0	0	0	0	0	0	0	0	0
1629	1	-118.687	-103.8891	-14.79791	0	0	0	0	0	0	0	0	0
1630	0	-100.07	-103.0048	2.93479	0	0	0	0	0	0	0	0	0
1631	1	-70.17111	-102.0677	31.89659	0	0	0	0	0	0	0	0	0
1632	0	-132.0139	-103.0634	-28.9505	0	0	0	0	0	0	0	0	0
1633	1	-95.20413	-99.14315	3.939021	0	0	0	0	0	0	0	0	0
1634	0	-102.4362	-103.6793	1.243146	0	0	0	0	0	0	0	0	0
1635	1	-68.01453	-105.249	37.23447	0	0	0	0	0	0	0	0	0
1636	0	-78.3286	-101.1438	22.8152	0	0	0	0	0	0	0	0	0
1637	1	-89.79166	-102.5283	12.73663	0	0	0	0	0	0	0	0	0
1638	0	-110.927	-103.173	-7.753997	0	0	0	0	0	0	0	0	0
1639	1	-47.74971	-100.7244	52.97471	0	0	0	0	0	0	0	0	0
1640	0	-79.39397	-103.8226	24.42863	0	0	0	0	0	0	0	0	0
1641	1	-57.38947	-102.5411	45.1516	0	0	0	0	0	0	0	0	0
1642	0	-77.10786	-102.3549	25.24707	0	0	0	0	0	0	0	0	0
1643	1	-172.9115	-99.80654	-73.10496	0	0	0	0	0	0	0	0	0
1644	0	-91.48644	-101.5447	10.05829	0	0	0	0	0.822984	0	0	0	0
1645	1	-117.057	-104.6134	-12.44363	0	0	0	0	0	0	0	0	0
1646	0	-69.71812	-102.8317	33.11358	0	0	0	0	0	0	0	0	0
1647	1	-134.5051	-102.2566	-32.24846	0	0	0	0	0	0	0	0	0
1648	0	-107.076	-101.4972	-5.578876	0	0	0	0	0	0	0	0	0
1649	1	-142.5462	-102.1933	-40.35298	0	0	0	0	0	0	0	0	0
1650	0	-77.87017	-104.0769	26.20676	0	0	0	0	0	0	0	0	0
1651	1	-104.6489	-99.67926	-4.969618	0	0	0	0	0	0	0	0	0
1652	0	-36.91245	-104.513	67.60054	0	0	0	0	0	0	0	0	0
1653	1	-102.0569	-101.6266	-0.4303001	0	0	0	0	0	0	0	0	0
1654	0	-71.15937	-103.3531	32.19378	0	0	0	0	0	0	0	0	0
1655	1	-79.23208	-101.1052	21.87308	0	0	0	0	0	0	0	0	0
1656	0	-120.4333	-106.0612	-14.37203	0	0	0	0	0	0	0	0	0
1657	1	-70.56637	-105.4927	34.92631	0	0	0	0	0	0	0	0	0
1658	0	-97.34507	-103.8361	6.490985	0	0	0	0	0	0	0	0	0
1659	1	-55.40034	-103.8198	48.41949	0	0	0	0	0	0	0	0	0
1660	0	-87.05611	-105.3405	18.2844	0	0	0	0	0	0	0	0	0
1661	1	-108.8475	-102.2479	-6.599524	0	0	0	0	0	0	0	0	0
1662	0	-84.50467	-100.9743	16.4696	0.678918	0	0	0	0	0	0	0	0
1663	1	-104.0789	-100.3718	-3.707169	0	0	0	0	0	0	0	0	0
1664	0	-82.17384	-104.4588	22.28491	0	0	0	0	0	0	0	0	0
1665	1	-89.04044	-101.6011	12.5607	0	0	0	0	0.80591	0	0	0	0
1666	0	-135.2937	-102.3001	-32.99357	0	0	0	0	0	0	0	0	0
1667	1	-80.89223	-99.65344	18.7612	0.891456	0	0	0	0	0	0	0	0
1668	0	-95.13993	-100.2169	5.076917	0	0	0	0	0	0	0	0	0
1669	1	-97.89517	-99.03827	1.143092	0.891457	0	0	0	0	0	0	0	0
1670	0	-111.7377	-101.3477	-10.38999	0	0	0	0	0	0	0	0	0
1671	1	-91.12245	-99.45363	8.331183	0.891457	0	0	0	0	0	0	0	0
1672	0	-72.84767	-100.8033	27.95564	0	0	0	0	0	0	0	0	0
1673	1	-139.3289	-95.76412	-43.56478	0.891457	0	0	0	0.928853	0	0	0	0
1674	0	-56.26628	-105.179	48.91272	0	0	0	0	0	0	0	0	0
1675	1	-135.215	-96.57842	-38.63656	0.891457	0	0	0	0	0	0	0	0
1676	0	-61.51775	-105.1166	43.59889	0	0	0	0	0	0	0	0	0
1677	1	-108.5077	-95.32304	-13.18465	0.891457	0	0	0	0.769841	0	0	0	0
1678	0	-25.05511	-106.5315	81.47635	0	0	0	0	0	0	0	0	0
1679	1	-107.5994	-96.82045	-10.77893	0.891458	0	0	0	0	0	0	0	0
1680	0	-35.69262	-104.8852	69.19258	0	0	0	0	0	0	0	0	0
1681	1	-91.73023	-98.0136	6.283375	0.891458	0	0	0	0	0	0	0	0
1682	0	-84.36373	-101.7804	17.41669	0	0	0	0	0	0	0	0	0
1683	1	-109.8439	-102.0796	-7.764286	0	0	0	0	0	0	0	0	0
1684	0	-95.15488	-103.9394	8.784488	0	0	0	0	0	0	0	0	0
1685	1	-99.02141	-103.0839	4.06247	0	0	0	0	0	0	0	0	0
1686	0	-91.75981	-106.0546	14.2948	0	0	0	0	0	0	0	0	0
1687	1	-140.0975	-99.69524	-40.40228	0	0	0	0	0	0	0	0	0
1688	0	-102.033	-103.8416	1.80862	0	0	0	0	0	0	0	0	0
1689	1	-140.4353	-99.84732	-40.58796	0	0	0	0	0	0	0	0	0
1690	0	-79.10961	-104.2176	25.10796	0	0	0	0	0	0	0	0	0
1691	1	-105.2218	-102.7588	-2.462988	0	0	0	0	0	0	0	0	0
1692	0	-72.92856	-104.6736	31.74505	0	0	0	0	0	0	0	0	0
1693	1	-89.79574	-103.0994	13.30363	0	0	0	0	0	0	0	0	0
1694	0	-99.39172	-105.6597	6.268024	0	0	0	0	0	0	0	0	0
1695	1	-88.83367	-100.5425	11.70883	0.762464	0	0	0	0	0	0	0	0
1696	0	-70.58549	-101.9938	31.40834	0	0	0	0	0	0	0	0	0
1697	1	-125.782	-104.8392	-20.9428	0.762464	0	0	0	0	0	0	0	0
1698	0	-69.44785	-98.74214	29.29429	0	0	0	0	0	0	0	0	0
1699	1	-117.8394	-104.531	-13.30842	0	0	0	0	0	0	0	0	0
1700	0	-108.8304	-101.5801	-7.250329	0	0	0	0	0	0	0	0	0
1701	1	-79.05328	-102.6495	23.59623	0	0	0	0	0	0	0	0	0
1702	0	-72.34568	-101.3889	29.04322	0	0	0	0	0	0	0	0	0
1703	1	-110.9239	-103.0758	-7.848074	0	0	0	0	0	0	0	0	0
1704	0	-87.08357	-100.9629	13.8793	0	0	0	0	0	0	0	0	0
1705	1	-111.2586	-101.1371	-10.12155	0	0	0	0	0	0	0	0	0
1706	0	-115.9243	-105.0058	-10.91847	0	0	0	0	0	0	0	0	0
1707	1	-99.8623	-97.34936	-2.512943	0.772826	0	0	0	0	0	0	0	0
1708	0	-103.9367	-104.3809	0.4441832	0	0	0	0	0	0	0	0	0
1709	1	-99.26331	-100.4707	1.207354	0	0	0	0	0	0	0	0	0
1710	0	-134.0045	-102.8136	-31.19091	0	0	0	0	0	0	0	0	0
1711	1	-138.9121	-103.0882	-35.82386	0	0	0	0	0	0	0	0	0
1712	0	-67.57782	-104.1568	36.579	0	0	0	0	0	0	0	0	0
1713	1	-86.3725	-102.5824	16.20988	0	0	0	0	0	0	0	0	0
1714	0	-51.76916	-101.0604	49.29127	0	0	0	0	0	0	0	0	0
1715	1	-104.4327	-103.0028	-1.42996	0	0	0	0	0	0	0	0	0
1716	0	-33.59674	-102.6273	69.0306	0	0	0	0	0	0	0	0	0
1717	1	-90.76304	-105.2464	14.48335	0	0	0	0	0	0	0	0	0
1718	0	-56.53469	-100.9154	44.38075	0	0	0	0	0	0	0	0	0
1719	1	-78.04152	-103.8279	25.78634	0	0	0	0	0	0	0	0	0
1720	0	-91.80455	-101.7144	9.909818	0	0	0	0	0	0	0	0	0
1721	1	-91.34588	-100.8013	9.455395	0	0	0	0	0	0	0	0	0
1722	0	-99.38287	-101.2706	1.887692	0	0	0	0	0	0	0	0	0
