Iteration	Replicate_ID	Posterior	Likelihood	Prior	mass_extinction_probabilities[1]	mass_extinction_probabilities[2]	mass_extinction_probabilities[3]	mass_extinction_probabilities[4]	mass_extinction_probabilities[5]	mass_extinction_probabilities[6]	mass_extinction_probabilities[7]	mass_extinction_probabilities[8]	mass_extinction_probabilities[9]
2661	1	-69.3921	-98.53702	29.14492	0.796805	0	0	0	0	0	0	0	0
2662	0	-96.48316	-104.2329	7.749698	0	0	0	0	0	0	0	0	0
2663	1	-113.0816	-103.3106	-9.770966	0	0	0	0	0	0	0	0	0
2664	0	-113.4457	-101.8051	-11.64055	0	0	0	0	0	0	0	0	0
2665	1	-153.013	-104.6345	-48.37857	0	0	0	0	0	0	0	0	0
2666	0	-109.8983	-104.0135	-5.884736	0	0	0	0	0	0	0	0	0
2667	1	-98.09131	-102.8194	4.728062	0	0	0	0	0	0	0	0	0
2668	0	-111.5005	-103.5985	-7.902048	0	0	0	0	0	0	0	0	0
2669	1	-73.78936	-104.9634	31.17399	0	0	0	0	0	0	0	0	0
2670	0	-100.0504	-100.7782	0.7278037	0.853272	0	0	0	0	0	0	0	0
2671	1	-89.68661	-103.0766	13.39	0	0	0	0	0	0	0	0	0
2672	0	-104.6552	-102.1651	-2.49012	0	0	0	0	0	0	0	0	0
2673	1	-84.74217	-103.6834	18.94126	0	0	0	0	0	0	0	0	0
2674	0	-117.9622	-104.1522	-13.81001	0	0	0	0	0	0	0	0	0
2675	1	-117.9443	-101.1043	-16.83995	0.747326	0	0	0	0	0	0	0	0
2676	0	-124.3197	-98.77749	-25.54218	0	0	0	0	0	0	0	0	0
2677	1	-134.5339	-99.68041	-34.85347	0	0	0	0	0	0	0	0	0
2678	0	-110.7122	-99.70912	-11.00304	0	0	0	0	0	0	0	0	0
2679	1	-126.4127	-105.201	-21.21172	0	0	0	0	0	0	0	0	0
2680	0	-105.5327	-100.8349	-4.697721	0.943342	0	0	0	0	0	0	0	0
2681	1	-93.0952	-105.7266	12.63136	0	0	0	0	0	0	0	0	0
2682	0	-124.8268	-102.8429	-21.98382	0.943342	0	0	0	0	0	0	0	0
2683	1	-81.70422	-102.2515	20.54728	0	0	0	0	0	0	0	0	0
2684	0	-125.5886	-101.8903	-23.69827	0.943342	0	0	0	0.820129	0	0	0	0
2685	1	-115.9919	-103.5235	-12.46838	0	0	0	0	0	0	0	0	0
2686	0	-117.4358	-95.4314	-22.00439	0.943342	0	0	0	0.820129	0	0	0	0
2687	1	-120.659	-110.2036	-10.4554	0	0	0	0	0	0	0	0	0
2688	0	-87.73602	-97.54259	9.806564	0.943342	0	0	0	0	0	0	0	0
2689	1	-120.1257	-102.6206	-17.50507	0	0	0	0	0	0	0	0	0
2690	0	-106.0344	-99.55003	-6.48442	0.943342	0	0	0	0	0	0	0	0
2691	1	-122.428	-104.5555	-17.8725	0	0	0	0	0	0	0	0	0
2692	0	-94.02145	-97.69283	3.671373	0.943342	0	0	0	0	0	0	0	0
2693	1	-104.1206	-101.3343	-2.786292	0	0	0	0	0	0	0	0	0
2694	0	-103.1744	-99.86464	-3.309717	0.943342	0	0	0	0	0	0	0	0
2695	1	-106.1005	-105.2797	-0.820748	0	0	0	0	0	0	0	0	0
2696	0	-94.12396	-98.75254	4.62858	0.943342	0	0	0	0.843657	0	0	0	0
2697	1	-121.066	-96.10121	-24.96478	0	0	0	0	0	0	0	0	0
2698	0	-123.5829	-98.82986	-24.75306	0.943342	0	0	0	0	0	0	0	0
2699	1	-71.6984	-98.99187	27.29347	0	0	0	0	0	0	0	0	0
2700	0	-106.7413	-97.79145	-8.949876	0.943342	0	0	0	0	0	0	0	0
2701	1	-85.63166	-101.2873	15.65559	0	0	0	0	0	0	0	0	0
2702	0	-68.17177	-100.43	32.25823	0.943342	0	0	0	0	0	0	0	0
2703	1	-125.8145	-97.65802	-28.15645	0	0	0	0	0	0	0	0	0
2704	0	-71.78491	-99.59276	27.80785	0.943342	0	0	0	0	0	0	0	0
2705	1	-75.86853	-103.8897	28.02119	0	0	0	0	0	0	0	0	0
2706	0	-99.75148	-97.82137	-1.930106	0.943342	0	0	0	0	0	0	0	0
2707	1	-106.7327	-100.2754	-6.457253	0	0	0	0	0	0	0	0	0
2708	0	-112.2872	-100.7272	-11.55995	0.943342	0	0	0	0	0	0	0	0
2709	1	-118.8579	-103.6313	-15.22659	0	0	0	0	0	0	0	0	0
2710	0	-116.3137	-96.44865	-19.86503	0.943342	0	0	0	0	0	0	0	0
2711	1	-107.6122	-102.155	-5.457278	0	0	0	0	0	0	0	0	0
2712	0	-111.0098	-98.13729	-12.87253	0.943342	0	0	0	0.870884	0	0	0	0
2713	1	-49.83792	-99.15227	49.31435	0	0	0	0	0	0	0	0	0
2714	0	-94.91339	-94.75833	-0.155062	0.943342	0	0	0	0.870884	0	0	0	0
2715	1	-100.9869	-104.4502	3.463244	0	0	0	0	0	0	0	0	0
2716	0	-92.69649	-100.4866	7.790069	0.943342	0	0	0	0.870884	0	0	0	0
2717	1	-93.81628	-100.2393	6.42305	0	0	0	0	0.87492	0	0.889265	0	0
2718	0	-79.05459	-97.72802	18.67343	0.943342	0	0	0	0	0	0	0	0
2719	1	-89.06875	-99.1637	10.09495	0	0	0	0	0.87492	0	0	0	0
2720	0	-117.1754	-100.1258	-17.04958	0.943342	0.707418	0	0	0.830635	0	0	0.841856	0
2721	1	-101.9634	-97.80762	-4.155796	0	0	0	0	0.87492	0	0.645876	0	0
2722	0	-151.0786	-99.29129	-51.78729	0.943342	0	0	0	0	0	0	0	0
2723	1	-156.5449	-96.07058	-60.47437	0	0	0	0	0.87492	0	0	0	0
2724	0	-103.7291	-98.58594	-5.143134	0.943342	0	0	0	0	0	0	0	0
2725	1	-111.834	-97.36783	-14.46615	0	0	0	0	0	0	0	0	0
2726	0	-85.14447	-101.9659	16.82143	0.943342	0	0	0	0	0	0	0.822362	0
2727	1	-78.25702	-101.9793	23.72232	0	0	0	0	0	0	0	0	0
2728	0	-60.27134	-100.1446	39.87324	0.943342	0	0	0	0	0	0	0	0
2729	1	-90.92915	-98.74138	7.812227	0	0	0	0	0	0	0	0	0
2730	0	-115.184	-98.20699	-16.97704	0.943342	0	0	0	0	0	0	0.78879	0
2731	1	-119.4301	-102.9766	-16.45356	0	0	0	0	0	0	0	0	0
2732	0	-133.6986	-95.61558	-38.08301	0.943342	0	0	0	0.890046	0	0	0	0
2733	1	-142.3803	-99.34661	-43.0337	0	0	0	0	0	0	0	0	0
2734	0	-175.8837	-99.43086	-76.45283	0.943342	0	0	0	0	0	0	0	0
2735	1	-101.9359	-100.46	-1.475985	0	0	0	0	0	0	0	0	0
2736	0	-157.465	-97.88266	-59.58238	0.943342	0	0	0	0	0	0	0	0
2737	1	-73.52376	-100.3232	26.79942	0	0	0	0	0	0	0	0	0
2738	0	-95.26987	-100.1894	4.919524	0.943342	0	0	0	0	0	0	0	0
2739	1	-126.3316	-101.1218	-25.20982	0	0	0	0	0	0	0	0	0
2740	0	-71.39123	-98.1283	26.73707	0.943342	0	0	0	0	0	0	0	0
2741	1	-98.95425	-101.5889	2.634662	0	0	0	0	0	0	0	0	0
2742	0	-94.87674	-100.7797	5.902954	0.943342	0	0	0	0	0	0	0	0
2743	1	-85.07956	-99.51671	14.43714	0	0	0	0	0.771183	0	0	0	0
2744	0	-88.90019	-98.60992	9.709735	0.943342	0	0	0	0	0	0	0	0
2745	1	-98.75671	-105.2027	6.445995	0	0	0	0	0	0	0	0	0
2746	0	-110.2025	-97.81321	-12.38928	0.943342	0	0	0	0	0	0	0	0
2747	1	-134.0246	-103.7701	-30.2545	0	0	0	0	0	0	0	0	0
2748	0	-57.85861	-97.46208	39.60347	0.943342	0	0	0	0.799561	0	0	0	0
2749	1	-165.8614	-100.7942	-65.06724	0	0	0	0	0	0	0	0	0
2750	0	-130.9282	-98.55398	-32.37418	0.943342	0	0	0	0.799561	0	0	0	0
2751	1	-154.4476	-104.2765	-50.17116	0	0	0	0	0	0	0	0	0
2752	0	-113.4238	-98.01524	-15.40852	0.943342	0	0	0	0.799561	0	0	0	0
2753	1	-141.1858	-99.67938	-41.50645	0	0	0	0	0	0	0	0	0
2754	0	-91.01238	-99.19356	8.181178	0.943342	0	0	0	0	0	0	0	0
2755	1	-116.2522	-98.25997	-17.99225	0	0	0	0	0	0	0	0	0
2756	0	-133.9986	-98.53762	-35.46098	0.943342	0	0	0	0	0	0	0	0
2757	1	-110.1334	-96.04935	-14.08405	0	0	0	0	0	0	0	0	0
2758	0	-117.691	-98.82713	-18.86384	0.943342	0	0	0	0	0	0	0	0
2759	1	-138.4826	-102.9909	-35.49165	0.869532	0	0	0	0	0	0	0	0
2760	0	-94.17435	-98.15004	3.975695	0.943342	0	0	0	0	0	0	0	0
2761	1	-92.83339	-97.49124	4.65785	0.869532	0	0	0	0	0	0	0	0
2762	0	-115.9855	-99.74742	-16.23806	0.943342	0	0	0	0	0	0	0	0
2763	1	-116.6153	-99.50845	-17.10681	0.869532	0	0	0	0	0	0	0	0
2764	0	-101.861	-98.45405	-3.406921	0.943342	0	0	0	0.815045	0	0	0	0
2765	1	-111.2548	-102.4068	-8.847983	0.869532	0	0	0	0	0	0	0	0
2766	0	-93.47769	-99.07363	5.595941	0.943342	0	0	0	0	0	0	0	0
2767	1	-109.4799	-98.65826	-10.82165	0.869532	0	0	0	0	0	0	0	0
2768	0	-92.80192	-98.23595	5.434032	0.943342	0	0	0	0	0	0	0	0
2769	1	-132.8675	-97.72495	-35.14251	0.869532	0	0	0	0	0	0	0	0
2770	0	-111.8245	-103.1248	-8.699711	0.943342	0	0	0	0	0	0	0.907563	0
2771	1	-79.96667	-96.46173	16.49506	0.869532	0	0	0	0	0	0	0	0
2772	0	-97.04088	-101.1157	4.074816	0	0	0	0	0	0	0	0	0
2773	1	-34.82497	-98.98077	64.1558	0.953853	0	0	0	0	0	0	0	0
2774	0	-151.1229	-101.0113	-50.11161	0	0	0	0	0	0	0	0	0
2775	1	-128.5416	-102.3147	-26.22681	0.953853	0	0	0	0	0	0	0	0
2776	0	-129.7321	-104.7932	-24.93892	0	0	0	0	0	0	0	0	0
2777	1	-117.2239	-100.4629	-16.761	0.953853	0	0	0	0	0	0	0	0
2778	0	-107.3365	-99.64193	-7.694613	0	0	0	0	0	0	0	0	0
2779	1	-106.0901	-98.53801	-7.552084	0.953853	0	0	0	0	0	0	0	0
2780	0	-106.777	-103.7004	-3.07652	0	0	0	0	0	0	0	0	0
2781	1	-93.33289	-99.78204	6.449149	0.953853	0	0	0	0	0	0	0	0
2782	0	-65.79038	-105.0286	39.23826	0	0	0	0	0	0	0	0	0
2783	1	-85.64133	-98.24115	12.59981	0.953853	0	0	0	0	0	0	0	0
2784	0	-73.93242	-103.0263	29.09385	0	0	0	0	0	0	0	0	0
2785	1	-38.13533	-100.2697	62.1344	0.953853	0	0	0	0	0	0	0	0
2786	0	-86.8596	-99.85174	12.99213	0	0	0	0	0	0	0	0	0
2787	1	-89.60544	-98.25445	8.649004	0.953853	0	0	0	0	0	0	0	0
2788	0	-69.87811	-98.92342	29.04531	0	0	0	0	0	0	0	0	0
2789	1	-76.71012	-98.24506	21.53494	0.953853	0	0	0	0	0	0	0	0
2790	0	-109.6069	-98.72409	-10.88286	0	0	0	0	0.925234	0	0	0	0
2791	1	-145.6566	-98.97773	-46.67884	0.953853	0	0	0	0	0	0	0	0
2792	0	-85.39834	-101.1232	15.72489	0	0	0	0	0.925234	0	0	0	0
2793	1	-99.36065	-99.20505	-0.1556028	0.953853	0	0	0	0	0	0	0	0
2794	0	-69.7484	-102.6877	32.93934	0	0	0	0	0.925234	0	0	0	0
2795	1	-149.804	-98.12626	-51.6777	0.953853	0	0	0	0	0	0	0	0
2796	0	-93.0683	-101.7602	8.691929	0	0	0	0	0.925234	0	0	0	0
2797	1	-88.27397	-97.73497	9.461006	0.953853	0	0	0	0	0	0	0	0
2798	0	-155.156	-100.6098	-54.54629	0	0	0	0	0.925234	0	0	0	0
2799	1	-67.94121	-98.28865	30.34744	0.953853	0	0	0	0	0	0	0	0
2800	0	-107.9528	-99.48895	-8.463811	0	0	0	0	0	0	0	0	0
2801	1	-124.3468	-99.43241	-24.91435	0.953853	0	0	0	0	0	0	0	0
2802	0	-91.8906	-98.25343	6.36283	0	0.896055	0	0	0.899321	0	0	0	0
2803	1	-132.8336	-101.9905	-30.84306	0.953853	0	0	0	0	0	0	0	0
2804	0	-119.5632	-100.0041	-19.55915	0	0.896055	0	0	0	0	0	0	0
2805	1	-111.2635	-99.8808	-11.38266	0.953853	0	0	0	0	0	0	0	0
2806	0	-117.01	-99.49975	-17.51027	0	0.896055	0	0	0	0	0	0	0
2807	1	-55.993	-101.3465	45.35347	0.953853	0	0	0	0	0	0	0	0
2808	0	-85.07037	-98.14133	13.07096	0	0.896055	0	0	0	0	0	0	0
2809	1	-114.3639	-100.9551	-13.40883	0.953853	0	0	0	0	0	0	0	0
2810	0	-75.48107	-99.81512	24.33405	0	0.896055	0	0	0	0	0	0	0
2811	1	-97.46395	-98.07029	0.6063424	0.953853	0	0	0	0	0	0	0	0
2812	0	-131.0408	-102.2841	-28.75665	0	0.896055	0	0	0	0	0	0	0
2813	1	-104.7389	-97.86698	-6.87188	0.953853	0	0	0	0.806386	0	0	0	0
2814	0	-98.67758	-100.2228	1.545221	0	0.896055	0	0	0	0	0	0	0
2815	1	-95.80569	-99.09587	3.290177	0.953853	0	0	0	0	0	0	0	0
2816	0	-81.97967	-100.4317	18.45202	0	0.896055	0	0	0	0	0	0	0
2817	1	-111.4544	-97.56625	-13.88813	0.953853	0	0	0	0.67616	0	0	0.913374	0
2818	0	-81.71493	-101.0672	19.35228	0	0.896055	0	0	0	0	0	0	0
2819	1	-101.9991	-95.77453	-6.224596	0.953853	0	0	0	0	0	0	0	0
2820	0	-70.01553	-105.6183	35.60281	0	0.896055	0	0	0	0	0	0	0
2821	1	-101.9474	-98.67818	-3.269264	0.953853	0	0	0	0	0	0	0	0
2822	0	-46.26889	-104.8043	58.53541	0	0	0	0	0	0	0	0	0
2823	1	-124.5146	-98.35436	-26.1602	0.953853	0	0	0	0	0	0	0	0
2824	0	-96.94318	-104.4899	7.546762	0	0	0	0	0	0	0	0	0
2825	1	-148.5523	-100.8423	-47.71003	0.953853	0	0	0	0	0	0	0	0
2826	0	-104.2346	-104.456	0.2214169	0	0	0	0	0	0	0	0	0
2827	1	-104.8797	-100.6022	-4.277473	0.953853	0	0	0	0	0	0	0	0
2828	0	-118.3396	-104.3193	-14.02024	0	0	0	0	0	0	0	0	0
2829	1	-117.1748	-99.11422	-18.06055	0.953853	0	0	0	0	0	0	0.877787	0
2830	0	-90.73967	-102.2451	11.50539	0	0	0	0	0	0	0	0	0
2831	1	-114.7062	-98.73728	-15.96892	0.953853	0	0	0	0	0	0	0	0
2832	0	-77.4598	-100.8028	23.34299	0	0	0	0	0	0	0	0	0
2833	1	-103.6307	-101.6401	-1.990589	0.953853	0	0	0	0	0	0	0	0
2834	0	-119.2828	-99.66405	-19.61873	0.787499	0	0	0	0	0	0	0	0
2835	1	-98.77032	-98.21545	-0.5548697	0.953853	0	0	0	0	0	0	0	0
2836	0	-137.8781	-99.03816	-38.83992	0.884184	0	0	0	0	0	0	0	0
2837	1	-73.50692	-99.19751	25.69059	0.953853	0	0	0	0	0	0	0	0
2838	0	-117.1284	-99.24621	-17.88218	0.884184	0	0	0	0	0	0	0	0
2839	1	-104.2019	-100.2003	-4.001589	0.953853	0	0	0	0	0	0	0	0
2840	0	-109.2854	-105.4321	-3.853241	0	0	0	0	0	0	0	0	0
2841	1	-156.5974	-100.3384	-56.259	0.953853	0	0	0	0	0	0	0	0
2842	0	-119.7422	-101.8029	-17.93922	0	0	0	0	0	0	0	0	0
2843	1	-102.3076	-101.2039	-1.103757	0.953853	0	0	0	0	0	0	0	0
2844	0	-89.45436	-100.7749	11.32052	0	0	0	0	0	0	0	0	0
2845	1	-158.8382	-97.33141	-61.50682	0.953853	0	0	0	0	0	0	0	0
2846	0	-91.3994	-101.1646	9.765219	0	0	0	0	0	0	0	0	0
2847	1	-167.2696	-97.42711	-69.84252	0.953853	0	0	0	0	0	0	0	0
2848	0	-85.66427	-104.8954	19.23116	0	0	0	0	0	0	0	0	0
2849	1	-110.3284	-99.29797	-11.03042	0.953853	0	0	0	0	0	0	0	0
2850	0	-97.29049	-101.5216	4.231123	0	0	0	0	0	0	0	0	0
2851	1	-81.17482	-96.14613	14.97132	0.953853	0	0	0	0.891835	0	0	0	0
2852	0	-77.8805	-98.83627	20.95577	0	0	0	0	0	0	0	0	0
2853	1	-115.7051	-97.26297	-18.44216	0.953853	0	0	0	0.891835	0	0	0	0
2854	0	-59.46349	-102.2903	42.82678	0	0	0	0	0	0	0	0	0
2855	1	-111.0852	-100.4078	-10.67739	0.953853	0	0	0	0	0	0	0	0
2856	0	-47.75191	-105.0496	57.29768	0	0	0	0	0	0	0	0	0
2857	1	-108.0997	-103.407	-4.692665	0	0	0	0	0	0	0	0	0
2858	0	14.58234	-104.2808	118.8631	0	0	0	0	0	0	0	0	0
2859	1	-89.73909	-101.293	11.55393	0	0	0	0	0	0	0	0	0
2860	0	-33.66239	-96.69935	63.03696	0.884388	0	0	0	0	0	0	0	0
2861	1	-112.4241	-105.2248	-7.199312	0	0	0	0	0	0	0	0	0
2862	0	-95.41321	-96.69455	1.281343	0.884388	0	0	0	0	0	0	0	0
2863	1	-108.3334	-101.6747	-6.658689	0	0	0	0	0	0	0	0	0
2864	0	-94.66819	-96.72784	2.059648	0.884388	0	0	0	0	0	0	0	0
2865	1	-77.94681	-106.1887	28.24191	0	0	0	0	0	0	0	0	0
2866	0	-100.3981	-98.72784	-1.670223	0.884388	0	0	0	0	0	0	0	0
2867	1	-94.85882	-104.2819	9.423061	0	0	0	0	0	0	0	0	0
2868	0	-145.1569	-100.5767	-44.58026	0.884388	0	0	0	0	0	0	0	0.765556
2869	1	-115.9309	-103.8476	-12.0833	0	0	0	0	0	0	0	0	0
2870	0	-154.3557	-100.9862	-53.3695	0.884388	0	0	0	0	0	0	0	0
2871	1	-165.2915	-99.94303	-65.34845	0	0	0	0	0	0	0	0	0
2872	0	-112.0314	-98.30132	-13.7301	0.884388	0	0	0	0	0	0	0	0
2873	1	-114.8089	-102.0888	-12.72017	0	0	0	0	0	0	0	0	0
2874	0	-125.2546	-100.0611	-25.19354	0.884388	0	0	0	0	0	0	0	0
2875	1	-138.8025	-99.22102	-39.58153	0	0	0	0	0	0	0	0	0
2876	0	-57.15991	-94.80898	37.64906	0.884388	0	0	0	0.818216	0	0	0	0
2877	1	-155.8662	-99.51753	-56.34863	0	0	0	0	0	0	0	0	0
2878	0	-119.1657	-97.99805	-21.16765	0.884388	0	0	0	0	0	0	0	0
2879	1	-126.0502	-104.521	-21.5292	0	0	0	0	0	0	0	0	0
2880	0	-98.53403	-100.3264	1.792398	0.884388	0	0	0	0	0	0	0	0
2881	1	-68.64443	-101.3532	32.70876	0	0	0	0	0	0	0	0	0
2882	0	-57.85169	-103.5188	45.66715	0	0	0	0	0	0	0	0	0
2883	1	-105.3513	-103.4061	-1.945193	0	0	0	0	0	0	0	0	0
2884	0	-88.34177	-104.4482	16.10641	0	0	0	0	0	0	0	0	0
2885	1	-118.1498	-106.1838	-11.96602	0	0	0	0	0	0	0	0	0
2886	0	-78.92908	-103.2952	24.36611	0	0	0	0	0	0	0	0	0
2887	1	-121.6812	-100.8622	-20.81906	0	0	0	0	0	0	0	0	0
2888	0	-72.52708	-105.1812	32.65408	0	0	0	0	0	0	0	0	0
2889	1	-69.99016	-102.9168	32.92668	0	0	0	0	0	0	0	0	0
2890	0	-73.17719	-104.6585	31.48128	0	0	0	0	0	0	0	0	0
2891	1	-110.5995	-100.964	-9.635488	0.787562	0	0	0	0	0	0	0	0
2892	0	-142.7561	-105.9958	-36.76027	0	0	0	0	0	0	0	0	0
2893	1	-123.2503	-102.7483	-20.50201	0	0	0	0	0	0	0	0	0
2894	0	-160.4261	-97.92681	-62.4993	0	0	0	0	0	0	0	0	0
2895	1	-97.92682	-105.1092	7.182421	0	0	0	0	0	0	0	0	0
2896	0	-125.5167	-102.7148	-22.80187	0	0	0	0	0	0	0	0	0
2897	1	-54.92558	-102.172	47.24646	0	0	0	0	0	0	0	0	0
2898	0	-134.3785	-102.225	-32.15348	0	0	0	0	0	0	0	0	0
2899	1	-92.50714	-98.48336	5.976218	0.846533	0	0	0	0	0	0	0	0
2900	0	-97.77717	-102.9167	5.139538	0	0	0	0	0	0	0	0	0
2901	1	-88.8401	-99.69285	10.85275	0.846533	0	0	0	0	0	0	0	0
2902	0	-140.1633	-103.82	-36.34326	0	0	0	0	0	0	0	0	0
2903	1	-100.6257	-103.4491	2.823372	0.846533	0	0	0	0	0	0	0	0
2904	0	-97.11289	-105.8222	8.709323	0	0	0	0	0	0	0	0	0
2905	1	-83.01813	-103.1782	20.16002	0	0	0	0	0	0	0	0	0
2906	0	-37.00161	-107.0889	70.08728	0	0	0	0	0	0	0	0	0
2907	1	-73.28252	-102.5821	29.29957	0	0	0	0	0	0	0	0	0
2908	0	-74.0337	-104.6731	30.63936	0	0	0	0	0	0	0	0	0
2909	1	-116.9518	-106.8735	-10.07834	0	0	0	0	0	0	0	0	0
2910	0	-88.85062	-104.3467	15.4961	0	0	0	0	0	0	0	0	0
2911	1	-120.181	-100.2167	-19.96436	0	0	0	0	0	0	0	0	0
2912	0	-96.91109	-100.494	3.582909	0	0	0	0	0	0	0	0	0
2913	1	-110.0579	-101.9569	-8.101	0	0	0	0	0	0	0	0	0
2914	0	-86.75859	-102.461	15.70245	0	0	0	0	0	0	0	0	0
2915	1	-121.663	-96.00768	-25.65528	0	0	0	0	0	0	0	0	0
2916	0	-82.9839	-100.0374	17.05349	0	0	0	0	0	0	0	0	0
2917	1	-122.3441	-95.59503	-26.74902	0	0	0	0	0	0	0	0	0
2918	0	-119.7033	-98.97168	-20.73162	0	0	0	0	0	0	0	0	0
2919	1	-111.2961	-102.3945	-8.901519	0	0	0	0	0	0	0	0	0
2920	0	-117.2982	-99.86906	-17.4291	0	0	0	0	0	0	0	0	0
2921	1	-127.3255	-101.2674	-26.05807	0	0	0	0	0	0	0	0	0
2922	0	-87.36422	-98.91959	11.55536	0	0	0	0	0	0	0	0	0
2923	1	-129.5354	-100.4139	-29.12151	0	0	0	0	0	0	0	0	0
2924	0	-119.2527	-102.8371	-16.41566	0	0	0	0	0	0	0	0	0
2925	1	-129.1275	-97.66246	-31.465	0	0	0	0	0	0	0	0	0
2926	0	-74.32091	-102.7397	28.41878	0	0	0	0	0	0	0	0	0
2927	1	-108.1982	-99.92722	-8.270944	0	0	0	0	0	0	0	0	0
2928	0	-10.18792	-104.2765	94.08857	0	0	0	0	0	0	0	0	0
2929	1	-81.90203	-103.4329	21.53084	0	0	0	0	0	0	0	0	0
2930	0	-101.5639	-102.0146	0.4506875	0	0	0	0	0	0	0	0	0
2931	1	-70.86071	-104.2168	33.35609	0	0	0	0	0	0	0	0	0
2932	0	-55.90943	-102.0642	46.1548	0	0	0	0	0	0	0	0	0
2933	1	-87.75648	-106.288	18.53149	0	0	0	0	0	0	0	0	0
2934	0	-73.72404	-105.1055	31.38147	0	0	0	0	0	0	0	0	0
2935	1	-108.2219	-104.1118	-4.110191	0	0	0	0	0	0	0	0	0
2936	0	-103.2138	-102.0492	-1.164596	0	0	0	0	0	0	0	0	0
2937	1	-116.1599	-102.707	-13.45288	0	0	0	0	0	0	0	0	0
2938	0	-140.04	-101.98	-38.05995	0	0	0	0	0	0	0	0	0
2939	1	-119.6452	-102.0534	-17.59175	0	0	0	0	0	0	0	0	0
2940	0	-124.445	-103.4898	-20.95522	0	0	0	0	0	0	0	0	0
2941	1	-146.4716	-100.7358	-45.73585	0	0	0	0	0	0	0	0	0
2942	0	-79.90563	-103.5456	23.63995	0	0	0	0	0	0	0	0	0
2943	1	-85.05261	-101.9377	16.8851	0	0	0	0	0	0	0	0	0
2944	0	-95.15805	-98.80305	3.644995	0	0	0	0	0	0	0	0	0
2945	1	-122.9694	-98.64105	-24.32834	0	0	0	0	0	0	0	0	0
2946	0	-120.3184	-102.2583	-18.06015	0	0	0	0	0	0	0	0	0
2947	1	-84.41919	-102.1006	17.68136	0	0	0	0	0	0	0	0	0
2948	0	-104.9525	-102.3051	-2.647318	0	0	0	0	0	0	0	0	0
2949	1	-85.5642	-103.5142	17.95004	0	0	0	0	0	0	0	0	0
2950	0	-103.5038	-101.9056	-1.598226	0	0	0	0	0	0	0	0	0
2951	1	-95.57791	-99.02251	3.444604	0	0	0	0	0	0	0	0	0
2952	0	-110.1248	-97.37188	-12.75289	0.779418	0	0	0	0	0	0	0	0
2953	1	-99.60411	-105.3689	5.764748	0	0	0	0	0	0	0	0	0
2954	0	-88.42995	-95.92887	7.498913	0.779418	0	0	0	0	0	0	0	0
2955	1	-75.56548	-104.1461	28.58065	0	0	0	0	0	0	0	0	0
2956	0	-110.4554	-98.51383	-11.94155	0	0	0	0	0	0	0	0	0
2957	1	-66.59032	-103.6258	37.03546	0	0	0	0	0	0	0	0	0
2958	0	-61.49078	-106.3347	44.84394	0.813577	0	0	0	0	0	0	0	0
2959	1	-71.2834	-102.2581	30.97472	0	0	0	0	0	0	0	0	0
2960	0	-78.32757	-104.9924	26.66479	0	0	0	0	0	0	0	0	0
2961	1	-95.85766	-103.6097	7.752064	0	0	0	0	0	0	0	0	0
2962	0	-75.59546	-102.2774	26.68191	0	0	0	0	0	0	0	0	0
2963	1	-77.7024	-102.9854	25.28299	0	0	0	0	0	0	0	0	0
2964	0	-145.2395	-96.56971	-48.66974	0	0	0	0	0	0	0	0	0
2965	1	-90.55222	-98.19842	7.646196	0.909805	0	0	0	0	0	0.755961	0	0
2966	0	-103.0862	-101.2963	-1.789888	0	0	0	0	0	0	0	0	0
2967	1	-82.50382	-98.72085	16.21703	0.909805	0	0	0	0	0	0	0	0
2968	0	-66.38021	-103.4512	37.07098	0	0	0	0	0	0	0	0	0
2969	1	-82.46959	-96.92303	14.45344	0.909805	0	0	0	0	0	0	0	0
2970	0	-120.2443	-98.19982	-22.0445	0	0	0	0	0	0	0	0	0
2971	1	-117.7341	-98.66489	-19.06922	0.909805	0	0	0	0	0	0	0	0
2972	0	-102.109	-100.5929	-1.516028	0	0	0	0	0	0	0	0	0
2973	1	-76.92935	-97.41046	20.4811	0.909805	0	0	0	0	0	0	0	0
2974	0	-68.45345	-104.5183	36.06483	0	0	0	0	0	0	0	0	0
2975	1	-24.22592	-97.96538	73.73946	0.909805	0	0	0	0	0	0	0	0
2976	0	-88.48833	-103.964	15.47571	0	0	0	0	0	0	0	0	0
2977	1	-68.04756	-98.69477	30.64721	0.909805	0	0	0	0	0	0	0	0
2978	0	-129.7739	-104.1034	-25.67054	0	0	0	0	0	0	0	0	0
2979	1	-79.84072	-99.4664	19.62568	0.909805	0	0	0	0	0	0	0	0
2980	0	-91.99292	-105.5037	13.51076	0	0	0	0	0	0	0	0	0
2981	1	-137.8646	-97.91005	-39.95454	0.909805	0	0	0	0	0	0	0	0
2982	0	-94.79919	-98.89288	4.09369	0	0	0	0	0	0	0	0	0
2983	1	-88.4227	-97.48082	9.058123	0.909805	0	0	0	0	0	0	0	0
2984	0	-79.33266	-101.008	21.67539	0	0	0	0	0	0	0	0	0
2985	1	-140.345	-99.27585	-41.06918	0.909805	0	0	0	0	0	0	0	0
2986	0	-79.41384	-98.12706	18.71322	0	0	0	0	0	0	0	0	0
2987	1	-95.43326	-96.64367	1.210412	0.909805	0	0	0	0	0	0	0	0
2988	0	-106.2912	-96.2766	-10.01455	0	0.763321	0	0	0	0	0	0	0
