Iteration	Replicate_ID	Posterior	Likelihood	Prior	extinction_rate	fossilization_rate	speciation_rate
2246	0	-101.2299	-106.2334	5.003498	0.006451965	0.006449552	0.08473929
2247	1	-102.3224	-107.3652	5.042819	0.0255289	0.002692769	0.07500409
2248	0	-105.9159	-109.9717	4.055739	0.07456635	0.006073192	0.1364487
2249	1	-102.0006	-106.4675	4.466857	0.01850575	0.0005066334	0.1365528
2250	0	-100.6826	-105.5588	4.876146	0.01348507	0.002946635	0.09648176
2251	1	-100.5076	-105.2639	4.756337	0.01425968	0.001288108	0.1083317
2252	0	-100.6001	-105.6777	5.077583	0.007548405	0.003135309	0.07733119
2253	1	-99.89379	-104.992	5.098254	0.003873543	0.001427993	0.07570358
2254	0	-102.8206	-107.2146	4.393935	0.05869263	8.567764e-05	0.1170644
2255	1	-100.8687	-105.6968	4.828116	0.01909704	0.002337518	0.09953776
2256	0	-100.9021	-105.7718	4.869675	0.01221311	0.003948271	0.09738188
2257	1	-101.6956	-106.7176	5.022004	0.01637227	0.004860948	0.08076737
2258	0	-103.8231	-107.8353	4.012142	0.06444524	7.050213e-05	0.1516126
2259	1	-100.657	-105.3247	4.667771	0.002505551	0.0009707526	0.1192395
2260	0	-102.5296	-107.1725	4.642879	0.04029411	0.003177218	0.1065563
2261	1	-100.5223	-105.3301	4.807741	0.004238352	0.003217418	0.1049309
2262	0	-102.6039	-106.9826	4.378617	0.03175505	0.001210673	0.1392588
2263	1	-100.4173	-105.1429	4.725617	0.0002802568	0.001649227	0.1134329
2264	0	-102.3995	-107.0193	4.61989	0.04453997	0.001709505	0.1058738
2265	1	-101.4266	-106.6264	5.19975	0.002779053	0.004798201	0.06475577
2266	0	-100.9937	-105.9696	4.975891	0.01279863	0.004043045	0.08656407
2267	1	-102.4428	-107.3568	4.914001	0.02854847	0.004531699	0.08650034
2268	0	-100.9833	-105.9829	4.999595	0.01352151	0.003598399	0.08400846
2269	1	-102.8524	-107.5514	4.698956	0.04132164	0.003685567	0.1001903
2270	0	-102.8332	-107.4212	4.588021	0.01437195	0.006470044	0.1249365
2271	1	-101.3244	-106.0881	4.763756	0.03058497	0.001343924	0.10065
2272	0	-102.9976	-107.7078	4.710184	0.005338345	0.01041367	0.1136427
2273	1	-99.74897	-104.6474	4.898467	0.003924965	0.001498374	0.09596183
2274	0	-99.52553	-104.5408	5.015253	0.0007723068	0.00166179	0.08435531
2275	1	-99.65107	-104.5763	4.925254	0.006732127	0.000777389	0.09299631
2276	0	-103.486	-108.2475	4.76148	0.02827409	0.009198343	0.1013048
2277	1	-101.8959	-106.866	4.970117	0.005596005	0.009159374	0.08779298
2278	0	-100.9656	-105.5803	4.614619	0.01708996	0.0004158764	0.1217902
2279	1	-102.4767	-106.9605	4.483761	0.03308496	0.002830549	0.127423
2280	0	-102.5088	-107.3919	4.883123	0.0270389	0.005676116	0.09027948
2281	1	-102.024	-106.5259	4.50192	0.005902978	0.0009369024	0.1360358
2282	0	-99.54631	-104.6256	5.079297	0.002695639	0.0007817839	0.07776102
2283	1	-100.7617	-105.6054	4.843748	0.02455245	0.0007283655	0.09575108
2284	0	-101.3502	-106.1563	4.80609	0.02457755	0.002800288	0.0994335
2285	1	-100.6827	-105.8786	5.195914	0.007186783	0.0004929146	0.0649454
2286	0	-100.9428	-105.8184	4.875577	0.005076521	0.005434533	0.09787585
2287	1	-105.2635	-110.613	5.349563	0.003518761	0.008504575	0.04640162
2288	0	-102.0604	-106.6289	4.568501	0.02248018	0.003162109	0.1243058
2289	1	-101.0045	-106.0414	5.036892	0.01397394	0.003057103	0.08011738
2290	0	-100.059	-104.8988	4.839856	0.001843883	0.002309993	0.1019132
2291	1	-99.24128	-104.1887	4.947408	0.001066923	0.0004780283	0.09121949
2292	0	-104.167	-108.2978	4.130863	0.06201633	0.002631665	0.1411485
2293	1	-104.6749	-109.2975	4.622553	0.04927406	0.007495849	0.1014343
2294	0	-101.8978	-106.5785	4.680719	0.004037909	0.005752882	0.1174992
2295	1	-101.2275	-106.3606	5.133089	0.01589207	0.0007655697	0.06958889
2296	0	-101.5561	-106.1869	4.630778	0.02659271	0.002143979	0.116091
2297	1	-100.2992	-105.347	5.047799	0.000273771	0.004464364	0.08087155
2298	0	-101.7274	-106.6008	4.873449	0.01756076	0.005714511	0.095276
2299	1	-99.80167	-104.7753	4.97368	0.005045259	0.001743379	0.08830422
2300	0	-101.4858	-106.2784	4.79263	0.02690116	0.002730573	0.09966162
2301	1	-101.061	-106.1025	5.041447	0.003278502	0.006464671	0.08118904
2302	0	-100.434	-105.286	4.852012	0.002602356	0.003730359	0.100578
2303	1	-101.1824	-106.0491	4.866727	0.01092232	0.005174587	0.09785977
2304	0	-100.0597	-105.2638	5.204124	0.0005175578	0.0005500799	0.06460667
2305	1	-101.029	-105.9762	4.9472	0.01444453	0.003879979	0.08902666
2306	0	-101.3607	-106.127	4.76633	0.004243115	0.005587211	0.1088723
2307	1	-101.4759	-106.2729	4.797078	0.006328972	0.006256845	0.1054904
2308	0	-100.7219	-105.3992	4.67735	0.0007690962	0.001538252	0.1183107
2309	1	-103.1576	-107.3452	4.187605	0.06225075	2.918647e-05	0.1350276
2310	0	-100.7676	-105.5171	4.749505	0.002872238	0.003232165	0.1108683
2311	1	-102.7957	-107.3431	4.547404	0.04715743	0.002516929	0.1111232
2312	0	-102.5164	-107.3033	4.786857	0.003635372	0.01029864	0.1061169
2313	1	-103.0664	-107.2793	4.212851	0.04758746	0.0002995118	0.1454078
2314	0	-100.435	-105.4187	4.983692	0.007703745	0.003367243	0.08687009
2315	1	-104.9846	-109.0428	4.058284	0.06899075	0.003978409	0.1419746
2316	0	-101.5008	-106.2424	4.741542	0.0258002	0.00293444	0.1053038
2317	1	-99.82245	-104.6045	4.782023	0.0001629166	0.0006850954	0.1077861
2318	0	-101.3632	-106.3708	5.007614	0.01117507	0.005565345	0.08359094
2319	1	-102.1223	-106.8689	4.746536	0.03317351	0.003400559	0.1007765
2320	0	-101.551	-106.0793	4.528295	0.01150323	0.0003186246	0.132283
2321	1	-103.852	-108.6633	4.811289	0.03891607	0.006585847	0.09030616
2322	0	-103.089	-107.9846	4.895598	0.0390332	0.002317894	0.08208168
2323	1	-100.0465	-104.8741	4.827577	0.003508705	0.001871356	0.1030707
2324	0	-100.9854	-105.5774	4.592049	0.01315502	4.432557e-05	0.1252888
2325	1	-100.1989	-105.2076	5.00873	0.01190845	0.001224053	0.08360687
2326	0	-100.1328	-105.0384	4.905565	0.01081758	0.001622208	0.09423646
2327	1	-100.0286	-105.0526	5.023908	0.004684291	0.002487459	0.08322494
2328	0	-99.48889	-104.5678	5.078885	0.004142281	0.0001619459	0.07770755
2329	1	-102.651	-107.2772	4.626221	0.02168907	0.006246601	0.1184691
2330	0	-99.62014	-104.7602	5.140092	0.002712121	2.031738e-06	0.07142166
2331	1	-103.1096	-107.4519	4.342315	0.05959197	0.0008387885	0.1214996
2332	0	-101.8207	-106.5383	4.717638	0.03808216	0.001168836	0.1006659
2333	1	-101.0036	-106.1853	5.181651	0.006379065	0.002500405	0.06655238
2334	0	-101.3455	-105.9539	4.608462	0.01107585	0.00171763	0.1240858
2335	1	-100.4638	-105.4054	4.941649	0.0152045	0.001723229	0.08948497
2336	0	-100.5381	-105.5036	4.965493	0.00172328	0.005137916	0.08912007
2337	1	-101.8634	-106.6551	4.791734	0.02514329	0.004420552	0.1004873
2338	0	-105.7159	-109.5565	3.840589	0.08558079	0.003026373	0.1481989
2339	1	-100.6397	-105.3683	4.728633	0.00429392	0.002218046	0.112922
2340	0	-101.3472	-105.9688	4.621583	0.01706421	0.001874487	0.1210553
2341	1	-100.8146	-105.957	5.142313	0.003918335	0.003865664	0.07094406
2342	0	-104.0258	-108.9762	4.950321	0.01440475	0.01433778	0.08682317
2343	1	-105.1847	-109.5316	4.346915	0.03807315	0.009427133	0.1375426
2344	0	-101.8743	-106.9689	5.094576	0.01837712	0.003078426	0.07269621
2345	1	-101.1991	-105.843	4.64384	0.007980644	0.002123547	0.1210551
2346	0	-100.4759	-105.5698	5.093877	0.005845917	0.002976556	0.07588869
2347	1	-106.0199	-110.3682	4.34831	0.01805366	0.01097429	0.1480545
2348	0	-102.7063	-107.8544	5.148098	0.001941841	0.01108395	0.06931189
2349	1	-101.9759	-106.5216	4.545683	0.01633078	0.002398799	0.1290581
2350	0	-102.5321	-107.7649	5.232833	0.01681093	0.000153835	0.0582674
2351	1	-102.4537	-107.0617	4.607978	0.0150635	0.005551452	0.1228036
2352	0	-103.7176	-108.8163	5.098685	0.02360297	0.006599683	0.069679
2353	1	-101.7367	-106.5857	4.848955	0.009837519	0.007235622	0.0996052
2354	0	-101.653	-106.8724	5.21946	0.01176865	0.000749976	0.06138114
2355	1	-100.7646	-105.4924	4.727775	0.01253149	0.001973532	0.1116355
2356	0	-105.8388	-110.5318	4.692941	0.05984574	0.004611163	0.08581409
2357	1	-103.6605	-107.8822	4.221654	0.03699316	0.001292892	0.1526382
2358	0	-101.0393	-105.9101	4.870827	0.02902118	0.0001632097	0.09080281
2359	1	-100.9502	-106.0716	5.121368	0.003391398	0.004976718	0.07308971
2360	0	-101.5335	-106.6013	5.067822	0.02146008	0.001230884	0.07434521
2361	1	-102.3188	-106.6691	4.350258	0.0401005	8.678509e-05	0.1366769
2362	0	-100.9608	-105.7113	4.750517	0.01331536	0.00291301	0.1091038
2363	1	-100.5123	-105.4192	4.906882	0.0003219252	0.004986321	0.09504638
2364	0	-102.8036	-107.3419	4.538286	0.02500356	0.005085205	0.1260787
2365	1	-99.91137	-104.8747	4.963312	0.001866262	0.002818129	0.08951979
2366	0	-101.0086	-105.6018	4.593247	0.006585518	0.0001470324	0.1264828
2367	1	-100.5059	-105.3486	4.842772	0.01719988	0.001492857	0.09877102
2368	0	-102.0184	-107.0048	4.986449	0.007042709	0.009185002	0.08595495
2369	1	-99.76976	-104.8879	5.118099	0.003195994	0.0008450133	0.07369766
2370	0	-100.4169	-105.5277	5.110814	0.006924706	0.002093324	0.07402783
2371	1	-101.9779	-106.985	5.007038	0.0265969	0.001964329	0.07820553
2372	0	-99.361	-104.3343	4.973255	0.000254294	0.001170353	0.08861944
2373	1	-100.6678	-105.5396	4.87181	0.008512599	0.003809988	0.09793781
2374	0	-101.0117	-105.6892	4.67744	0.01009408	0.002115679	0.1172589
2375	1	-102.2792	-107.1963	4.917102	0.02167761	0.006321362	0.08926252
2376	0	-100.3276	-105.1618	4.834168	0.008005264	0.002345154	0.1018755
2377	1	-105.3606	-109.4062	4.045559	0.07822805	0.00372527	0.1340586
2378	0	-102	-106.7962	4.796213	0.02008525	0.005950967	0.1020564
2379	1	-100.8047	-105.4957	4.690972	0.008371247	0.001753442	0.1162228
2380	0	-100.1793	-105.0276	4.84833	0.0007928691	0.003014846	0.1010559
2381	1	-101.8374	-106.8927	5.055242	0.02183966	0.002451427	0.07544576
2382	0	-103.1728	-107.3727	4.199901	0.05804066	0.000497518	0.1376342
2383	1	-100.8553	-105.5072	4.651899	0.001141727	0.001323935	0.1208958
2384	0	-100.4584	-105.4773	5.018974	0.001986114	0.004752446	0.0837426
2385	1	-100.6499	-105.791	5.141108	0.0002713102	0.004507218	0.0711766
2386	0	-102.9265	-108.252	5.325504	0.004373976	0.002350147	0.05023671
2387	1	-99.95279	-104.8251	4.872304	0.0125633	0.0005412895	0.09718623
2388	0	-102.7671	-107.6193	4.852192	0.001386837	0.01256305	0.09918162
2389	1	-100.0695	-105.1454	5.075868	0.009802864	0.0005281436	0.07720594
2390	0	-101.1707	-106.1374	4.966776	0.02388558	0.001165676	0.08366432
2391	1	-99.69332	-104.537	4.843662	0.001266252	0.001108802	0.1015915
2392	0	-100.773	-105.4325	4.659509	0.006106454	0.001039885	0.1197631
2393	1	-100.6579	-105.5916	4.933685	0.009643073	0.003777563	0.09153854
2394	0	-101.61	-106.5305	4.920528	0.01726079	0.005274264	0.09070521
2395	1	-101.2963	-105.9843	4.688023	0.02068093	0.002509581	0.1129657
2396	0	-101.6354	-106.5007	4.86533	0.001097288	0.008558743	0.09871111
2397	1	-100.029	-105.115	5.086043	0.006998613	0.001131764	0.07662673
2398	0	-102.2458	-107.316	5.070248	0.008246722	0.008836168	0.07727376
2399	1	-101.4919	-106.2492	4.757347	0.01555128	0.004597573	0.1076575
2400	0	-102.6775	-107.7459	5.06844	0.005539194	0.0112608	0.07734596
2401	1	-100.0139	-104.8605	4.846519	0.0007107688	0.002395406	0.1012717
2402	0	-100.4393	-105.132	4.69272	0.001738226	0.0008466098	0.1167457
2403	1	-101.7598	-106.3116	4.551854	0.006430606	0.0016187	0.1307479
2404	0	-100.3043	-105.1866	4.882291	0.01746909	0.0007769557	0.09474233
2405	1	-100.4003	-105.0913	4.691044	0.009884686	0.0002339761	0.115969
2406	0	-101.5402	-106.3256	4.785402	0.007494948	0.00616732	0.1065104
2407	1	-101.5732	-106.4501	4.876963	0.005059385	0.007742635	0.09743611
2408	0	-101.6637	-106.6714	5.007681	0.01676404	0.004824356	0.08210461
2409	1	-102.6536	-107.8476	5.193991	0.01260693	0.005017776	0.06371643
2410	0	-101.8372	-106.7895	4.952283	0.03052619	0.0009521984	0.08172238
2411	1	-100.1204	-104.9925	4.872159	0.01400379	0.0008552316	0.09682013
2412	0	-99.5131	-104.52	5.006901	0.0004787261	0.001699827	0.08520441
2413	1	-100.8346	-105.7485	4.91383	0.001001628	0.00610366	0.09421772
2414	0	-100.1827	-104.9212	4.738545	0.008720474	0.0004170597	0.1113948
2415	1	-99.68398	-104.8236	5.13962	0.003158727	9.79715e-05	0.07144376
2416	0	-107.2524	-111.149	3.896542	0.05570181	0.007022302	0.1726305
2417	1	-100.1072	-104.834	4.726893	0.0007524083	0.0005118318	0.1133242
2418	0	-101.7143	-106.3804	4.666123	0.01313416	0.004214891	0.1175651
2419	1	-100.4481	-105.3872	4.939108	0.001607981	0.004733748	0.09181577
2420	0	-102.1952	-106.5846	4.389423	0.04703497	5.653737e-06	0.1273361
2421	1	-100.0707	-105.089	5.018307	0.001076041	0.003568932	0.08393849
2422	0	-104.1954	-108.9751	4.779709	0.0319552	0.0105321	0.0971886
2423	1	-101.0831	-105.792	4.708865	0.01470374	0.002611336	0.112925
2424	0	-102.2024	-107.4308	5.22837	0.0155325	6.712457e-05	0.05923978
2425	1	-100.9985	-106.1057	5.107209	0.01561543	0.000888896	0.07241823
2426	0	-102.9893	-108.092	5.102714	0.02486654	0.003284259	0.06898002
2427	1	-103.0817	-107.3719	4.290237	0.04216443	0.001517668	0.1414524
2428	0	-99.62218	-104.5046	4.882445	0.008459245	0.0001555881	0.09702781
2429	1	-100.0945	-105.0855	4.990971	0.001273864	0.003651077	0.08669605
2430	0	-99.98095	-104.9013	4.920321	0.009127694	0.001461373	0.09309711
2431	1	-100.1373	-105.2013	5.064022	0.00357228	0.002849216	0.07919986
2432	0	-102.3299	-106.7332	4.403307	0.02999924	0.0007554201	0.13771
2433	1	-102.1303	-107.0481	4.917869	0.02347014	0.005231217	0.08853632
2434	0	-102.2193	-107.2258	5.006476	0.005562568	0.0102116	0.0839138
2435	1	-99.41946	-104.4788	5.059362	0.003937303	0.000197295	0.07973298
2436	0	-100.2199	-104.9519	4.731938	0.008216621	0.0004737067	0.1121443
2437	1	-99.46723	-104.3503	4.883055	0.001069659	0.00079929	0.09766245
2438	0	-100.7612	-105.8575	5.096247	0.007586515	0.003380203	0.07537396
2439	1	-99.56413	-104.5281	4.963933	0.002523722	0.001420019	0.08948788
2440	0	-101.8294	-106.6767	4.847359	0.03648277	0.0003443697	0.08872731
2441	1	-100.1814	-105.0939	4.912519	0.006601384	0.002655772	0.0942254
2442	0	-100.0833	-104.9497	4.866429	0.01164843	0.001141626	0.09798216
2443	1	-100.6617	-105.8035	5.14187	0.002582502	0.003780997	0.07108975
2444	0	-100.8926	-106.0457	5.153149	0.00712116	0.002696565	0.06949885
2445	1	-101.4063	-106.1111	4.704753	0.02286634	0.00281844	0.1103518
2446	0	-100.3954	-105.397	5.001661	0.0003419307	0.004959437	0.08551664
2447	1	-101.9749	-107.0356	5.060713	0.001762867	0.0100082	0.07869799
2448	0	-100.9596	-105.9973	5.037642	0.006469697	0.005236191	0.08140715
2449	1	-100.6777	-105.5732	4.895527	0.02494122	4.812794e-06	0.09038256
2450	0	-104.5497	-109.0369	4.487212	0.01995784	0.0100905	0.1328081
2451	1	-100.0086	-104.8492	4.84063	0.01420192	0.0002951863	0.09992526
2452	0	-100.5681	-105.3354	4.767281	0.001983675	0.002940737	0.1091441
2453	1	-101.4119	-106.1059	4.694024	0.02935439	0.001803655	0.1082945
2454	0	-101.7428	-106.2649	4.522083	0.02152246	0.001123838	0.1295838
2455	1	-100.4846	-105.5784	5.093823	0.01045258	0.001442294	0.07518976
2456	0	-101.3695	-106.4242	5.054657	0.003207332	0.007480818	0.07969696
2457	1	-100.8977	-105.8362	4.938434	0.01825404	0.002416487	0.08878088
2458	0	-101.0264	-105.6829	4.656519	0.01841364	0.001316136	0.1170552
2459	1	-99.98279	-104.7923	4.809555	0.007277759	0.0009225459	0.1044952
2460	0	-99.42101	-104.3037	4.882678	0.003967339	0.0001760456	0.09756039
2461	1	-100.5007	-105.3086	4.807992	0.01218309	0.002093722	0.1036704
2462	0	-100.9535	-106.1675	5.214072	0.008070295	0.0003220651	0.06279775
2463	1	-101.6046	-106.3067	4.702102	0.001195399	0.005396081	0.1155263
2464	0	-99.67744	-104.6183	4.940883	0.006690511	0.0009197441	0.0914314
2465	1	-102.4419	-106.9499	4.507953	0.03506131	0.002956431	0.1236953
2466	0	-100.5501	-105.2087	4.658587	0.003202563	0.0003201167	0.120141
2467	1	-99.83179	-104.7128	4.881046	0.007299899	0.001093039	0.09733768
2468	0	-100.1566	-105.2235	5.066962	0.010767	0.0006664982	0.07792107
2469	1	-102.6406	-107.0725	4.431995	0.01703006	0.001587969	0.1407387
2470	0	-102.6541	-107.7124	5.058264	0.00248959	0.01224247	0.07841287
2471	1	-100.4648	-105.2735	4.808727	0.02353492	6.322831e-06	0.09972234
2472	0	-100.3179	-105.197	4.879067	0.01861653	0.0005635364	0.09466644
2473	1	-100.9925	-106.222	5.229448	0.003192575	0.001920682	0.06165398
2474	0	-103.0845	-107.7088	4.624235	0.04591263	0.003500432	0.1043135
2475	1	-102.2014	-107.3461	5.144687	0.01455013	0.00440969	0.0685743
2476	0	-100.9448	-105.5624	4.617611	0.01167642	0.0005143365	0.1230399
2477	1	-102.8342	-107.1724	4.338167	0.05207992	0.001130377	0.1284695
2478	0	-105.0886	-110.1296	5.041044	0.04197626	0.001059935	0.06468737
2479	1	-100.0311	-105.0198	4.98872	0.0116505	0.0008721746	0.08570398
2480	0	-101.1372	-105.7773	4.640016	0.009252223	0.001772153	0.1212369
2481	1	-105.6648	-110.5535	4.888718	0.02973188	0.01514307	0.08632909
2482	0	-100.4076	-105.5539	5.146333	0.0003744105	0.003487092	0.07070854
2483	1	-100.3617	-105.2883	4.926514	0.01550086	0.001353035	0.09092858
2484	0	-100.1122	-105.1311	5.018903	0.004960881	0.002746231	0.08369285
2485	1	-102.0491	-106.8084	4.759345	0.0005746912	0.008426996	0.1093533
2486	0	-103.473	-108.313	4.840039	0.01675699	0.01196116	0.0977921
2487	1	-105.2078	-110.3622	5.15434	0.01052038	0.01596918	0.06609735
2488	0	-100.7996	-105.9904	5.190816	0.008843819	0.0003876986	0.06521533
2489	1	-99.9668	-105.0955	5.128706	0.001798144	0.001799781	0.07263152
2490	0	-100.5636	-105.4985	4.93491	0.01095191	0.003143214	0.09119173
2491	1	-102.957	-107.3696	4.412544	0.05191491	0.00193402	0.120962
2492	0	-100.87	-105.6768	4.806791	0.01422656	0.003080746	0.1032088
2493	1	-100.7486	-105.3873	4.638754	0.01295704	0.0002655307	0.1205695
2494	0	-99.87598	-105.0304	5.154393	0.004407558	2.341252e-06	0.06977606
2495	1	-102.496	-107.5561	5.060094	0.02236383	0.004334234	0.07457736
2496	0	-101.6348	-106.8493	5.214527	0.004549496	0.004278954	0.06303631
2497	1	-101.3602	-106.3148	4.954546	0.001158516	0.008234201	0.08982333
2498	0	-101.0686	-105.8697	4.801092	0.003508326	0.005199078	0.1054865
2499	1	-102.6764	-107.4294	4.753009	0.02176922	0.007750386	0.1054586
2500	0	-99.6042	-104.7256	5.121374	0.001310899	0.0007673775	0.07344484
2501	1	-101.7093	-107.0244	5.315127	0.001771637	0.0001090293	0.05178396
2502	0	-102.9777	-107.2663	4.288547	0.04290237	0.001185811	0.1410775
2503	1	-102.0483	-107.1692	5.120926	0.009736273	0.00660908	0.07206654
2504	0	-99.52297	-104.3865	4.863497	0.001326127	0.0007396282	0.09961324
2505	1	-100.2376	-105.178	4.940356	0.01680448	0.0005100651	0.08913983
2506	0	-100.6494	-105.879	5.229646	0.0002466831	0.001831342	0.06174888
2507	1	-99.48438	-104.445	4.960579	0.004608763	0.0006896526	0.08969141
2508	0	-103.4434	-107.7702	4.326785	0.03923124	0.003271017	0.1396627
2509	1	-101.4831	-106.3955	4.912491	0.02607933	0.002202534	0.08807746
2510	0	-101.8336	-106.971	5.137385	0.01939891	0.0009724624	0.06783947
2511	1	-100.0622	-105.1153	5.053117	0.005697669	0.002089156	0.08015536
2512	0	-101.2002	-105.9975	4.797294	0.01251195	0.004415525	0.1045099
2513	1	-101.0234	-106.1792	5.155779	0.006021266	0.003507342	0.0693181
2514	0	-101.8152	-106.6795	4.864324	0.02284333	0.004707064	0.09424237
2515	1	-101.1371	-106.0702	4.933047	0.02043559	0.002640987	0.08849264
2516	0	-101.475	-106.0167	4.54171	0.02280906	0.0006370951	0.127008
2517	1	-102.1284	-106.8378	4.709362	0.03844883	0.002121678	0.1012174
2518	0	-99.66742	-104.5227	4.85532	0.004308298	0.0007382951	0.1002631
2519	1	-102.6907	-107.4165	4.725804	0.01884104	0.008022989	0.1092882
2520	0	-100.264	-105.051	4.787013	0.01471568	0.0007096671	0.1051394
2521	1	-100.5703	-105.7557	5.185404	0.004811513	0.001438847	0.06638036
2522	0	-100.8173	-105.7483	4.931082	0.01682784	0.002579509	0.0900009
2523	1	-102.0215	-106.5212	4.499657	0.01795928	0.001431491	0.1333072
2524	0	-102.8353	-107.7922	4.956841	0.02792342	0.005378837	0.0824012
2525	1	-103.7068	-108.0452	4.338357	0.02133997	0.00274354	0.1489948
2526	0	-100.0637	-104.9	4.836258	0.01117988	0.0009502858	0.1011091
2527	1	-103.8409	-108.5661	4.725232	0.02995795	0.009976384	0.1038788
2528	0	-103.0402	-107.3521	4.311879	0.0428567	0.001804035	0.1386273
2529	1	-102.4109	-106.8995	4.488603	0.01751784	0.002467418	0.1345765
2530	0	-100.7601	-105.7338	4.973682	0.01997736	0.001045922	0.08462551
2531	1	-100.5808	-105.3869	4.806089	0.01616758	0.001756629	0.1027662
2532	0	-99.84762	-104.625	4.777371	0.004990817	0.0002152721	0.1080077
2533	1	-100.1356	-105.239	5.103456	0.002278401	0.002707488	0.07520949
2534	0	-99.86875	-104.6892	4.820424	0.009560963	0.0003480159	0.1030329
2535	1	-102.2784	-107.539	5.260581	0.001707635	0.005625657	0.05788425
2536	0	-100.7471	-105.505	4.757941	0.02351612	0.0008413016	0.1048041
2537	1	-100.2958	-105.3456	5.0498	0.00814964	0.002243386	0.0801422
2538	0	-101.6874	-106.4362	4.748792	0.01614449	0.005111948	0.1082817
2539	1	-100.5973	-105.5947	4.997435	0.00390085	0.004849223	0.08580248
2540	0	-99.6232	-104.6394	5.016197	0.001975252	0.001730479	0.08422365
2541	1	-104.55	-109.5702	5.020203	0.02464225	0.01118076	0.07657279
2542	0	-104.6716	-109.0008	4.329157	0.02110616	0.005770666	0.1498145
2543	1	-101.5802	-106.6999	5.119628	0.01119814	0.004435283	0.07213651
2544	0	-101.2299	-106.1993	4.969417	0.01248942	0.005000158	0.0872084
2545	1	-102.567	-107.4642	4.897184	0.005657892	0.01139349	0.09465562
2546	0	-102.4848	-106.8364	4.351532	0.03881202	0.000610043	0.1374631
2547	1	-103.6337	-108.0371	4.403399	0.05844925	0.002653402	0.1162505
2548	0	-102.1614	-107.0054	4.844039	0.01525507	0.007680573	0.09869339
2549	1	-100.5938	-105.4452	4.851429	0.02327285	0.0004528908	0.09556489
2550	0	-99.97441	-104.8071	4.832654	0.003145172	0.001727817	0.1025922
2551	1	-100.9939	-105.7451	4.751237	0.02109505	0.002034553	0.1064713
2552	0	-100.7269	-105.8662	5.139293	0.006168983	0.002828223	0.07109753
2553	1	-102.3206	-106.9097	4.589136	0.03599067	0.003212892	0.1148375
2554	0	-100.8497	-105.5156	4.665889	0.02516596	0.0002760415	0.113291
2555	1	-102.0877	-106.6784	4.590694	0.02175847	0.00368863	0.1223118
2556	0	-102.9932	-107.787	4.793806	0.04412566	0.001758098	0.08875856
2557	1	-102.2922	-107.1156	4.82339	0.0356347	0.002576305	0.09161571
2558	0	-100.7843	-105.5089	4.724541	0.02118544	0.001082859	0.1091417
2559	1	-102.334	-107.1131	4.779073	0.004391628	0.009384479	0.1070147
2560	0	-100.9669	-105.5821	4.615219	0.002425935	0.0006539846	0.124608
2561	1	-100.4095	-105.4567	5.047206	0.003616385	0.003978658	0.0808412
2562	0	-100.3753	-105.5006	5.125296	0.0002297307	0.003833364	0.07290297
2563	1	-101.4724	-106.282	4.809597	0.002535404	0.006950575	0.1044816
2564	0	-100.6581	-105.7854	5.127394	0.006962008	0.002581942	0.07225868
2565	1	-101.7439	-106.2145	4.470661	0.03310981	0.0001986293	0.1288403
2566	0	-102.9249	-107.748	4.82309	0.002003911	0.01265177	0.102049
2567	1	-99.56893	-104.6138	5.044898	0.001504102	0.001507346	0.081326
2568	0	-101.44	-106.0625	4.622488	0.03801806	0.000108679	0.1102537
2569	1	-102.2416	-107.3225	5.080833	0.02434883	0.001819821	0.07164019
2570	0	-101.5162	-106.6279	5.11165	0.02092017	2.634347e-05	0.06997302
2571	1	-100.8724	-106.0005	5.12806	0.01317244	0.0008933866	0.07094388
2572	0	-100.9984	-105.7132	4.714779	0.02840652	0.0006637926	0.1067483
2573	1	-100.6574	-105.4243	4.766901	0.0002778614	0.003434752	0.1091893
2574	0	-101.7986	-106.5921	4.793431	0.01342867	0.006364283	0.1044529
2575	1	-104.942	-109.4827	4.540665	0.04635808	0.009631265	0.111553
2576	0	-101.4459	-106.0292	4.583264	0.01385769	0.001443555	0.1259777
2577	1	-101.9325	-106.5591	4.626613	0.005856036	0.004403604	0.1229587
2578	0	-102.7328	-107.3321	4.599348	0.004092607	0.006635135	0.1256778
2579	1	-102.1212	-106.6327	4.511498	0.04358408	0.001002889	0.117513
2580	0	-100.6479	-105.5371	4.889168	0.0006036417	0.005263398	0.09678839
2581	1	-102.5783	-107.4757	4.897416	0.009592162	0.01057737	0.09421254
2582	0	-100.9487	-105.814	4.865264	0.003307883	0.00565462	0.099031
2583	1	-100.1445	-105.3216	5.177127	0.002341323	0.00107789	0.06747631
2584	0	-100.0532	-104.85	4.796829	0.00762788	0.000963279	0.1057166
2585	1	-100.3866	-105.289	4.902362	0.004500854	0.003732194	0.09540661
2586	0	-102.9107	-107.4421	4.531399	0.04508689	0.003341845	0.1142727
2587	1	-101.5063	-106.2512	4.744976	0.009621208	0.00517051	0.1103169
2588	0	-99.54053	-104.4527	4.91214	0.005040942	0.0006405445	0.09451127
2589	1	-101.6612	-106.2147	4.553513	0.01683483	0.001498921	0.1281185
2590	0	-102.2561	-107.1962	4.940152	0.03405304	0.0009648516	0.08085489
2591	1	-103.6437	-108.652	5.008306	0.03790634	0.001064509	0.07122597
2592	0	-101.8069	-106.3973	4.590416	0.01762605	0.002829248	0.1239977
2593	1	-100.7871	-105.7269	4.939736	0.02401881	0.0001940567	0.08635634
