Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_hidden[1]	extinction_hidden[2]	extinction_hidden_sd	extinction_hidden_unormalized[1]	extinction_hidden_unormalized[2]	extinction_observed[1]	extinction_observed[2]	hidden_rate	R[1]	R[2]	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_hidden[1]	speciation_hidden[2]	speciation_hidden_sd	speciation_hidden_unormalized[1]	speciation_hidden_unormalized[2]	speciation_observed[1]	speciation_observed[2]	transition_rates[1]	transition_rates[2]
214	-16873.43	-16882.56	9.133913	0.452777	0.492892	0.578165	0.629389	0.878375	1.12162	0.1812185	0.884945	1.13001	0.515471	0.56114	0.001847272	0.00184727	0.00184727	0.689622	0.0902381	0.129328	0.0908118	0.475775	0.781355	0.903502	1.4838	0.68989	1.31011	0.475422	0.725665	1.37805	0.689639	1.13258	0.000496401	2.17246e-05
215	-16874.12	-16883.57	9.454106	0.443534	0.492892	0.566362	0.629389	0.878375	1.12162	0.1812185	0.884945	1.13001	0.504948	0.56114	0.001301616	0.00130162	0.00130162	0.689622	0.0902381	0.129328	0.0908118	0.479093	0.78629	0.900184	1.47739	0.694701	1.3053	0.4675426	0.729532	1.37074	0.689639	1.13184	0.000496401	2.78732e-05
216	-16874.43	-16883.62	9.19479	0.437485	0.527782	0.572411	0.690555	0.866397	1.1336	0.199272	0.874234	1.14386	0.504948	0.609169	0.001698355	0.00169835	0.00169835	0.653018	0.216022	0.0449683	0.0859917	0.479093	0.78629	0.900184	1.47739	0.694701	1.3053	0.4675426	0.729532	1.37074	0.689639	1.13184	0.000376077	2.82182e-05
217	-16875.67	-16884.83	9.161572	0.437485	0.527782	0.572411	0.690555	0.866397	1.1336	0.199272	0.874234	1.14386	0.504948	0.609169	0.001671351	0.00167135	0.00167135	0.228997	0.409894	0.0853259	0.275783	0.471153	0.78629	0.885266	1.47739	0.694701	1.3053	0.4675426	0.729532	1.37074	0.678209	1.13184	0.000497431	2.82182e-05
218	-16875.3	-16883.95	8.650316	0.428395	0.516815	0.581501	0.701522	0.848394	1.15161	0.2265174	0.858315	1.16507	0.504948	0.609169	0.002422725	0.00242272	0.00242272	0.212704	0.403103	0.0792551	0.304938	0.471153	0.78629	0.885266	1.47739	0.694701	1.3053	0.4675426	0.729532	1.37074	0.678209	1.13184	0.00062932	2.34248e-05
219	-16875.63	-16884.28	8.65379	0.42509	0.512829	0.584805	0.705509	0.84185	1.15815	0.2364583	0.85258	1.17291	0.504948	0.609169	0.002367818	0.00236782	0.00236782	0.293117	0.36193	0.0711601	0.273792	0.471153	0.805458	0.885266	1.5134	0.694701	1.3053	0.4675426	0.729532	1.37074	0.678209	1.15943	0.000598401	2.51933e-05
220	-16875.1	-16883.9	8.799036	0.425018	0.51071	0.588895	0.707627	0.838372	1.16163	0.2417508	0.849542	1.17711	0.506957	0.609169	0.001986282	0.00198628	0.00198628	0.520728	0.154457	0.0303682	0.294447	0.471153	0.805458	0.885266	1.5134	0.694701	1.3053	0.4675426	0.729532	1.37074	0.678209	1.15943	0.000663097	4.30337e-05
221	-16874.97	-16883.84	8.867475	0.425018	0.533648	0.588895	0.739411	0.838372	1.16163	0.2417508	0.849542	1.17711	0.506957	0.63653	0.001653172	0.00165317	0.00165317	0.464939	0.177986	0.0177744	0.339301	0.471153	0.805458	0.885266	1.5134	0.694701	1.3053	0.4675426	0.729532	1.37074	0.678209	1.15943	0.000780142	4.67432e-05
222	-16876.31	-16884.82	8.50732	0.446338	0.560417	0.567576	0.712643	0.880425	1.11957	0.1781338	0.886788	1.12767	0.506957	0.63653	0.002482265	0.00248226	0.00248226	0.452791	0.173336	0.0434382	0.330436	0.471153	0.805458	0.885266	1.5134	0.694701	1.3053	0.4675426	0.729532	1.37074	0.678209	1.15943	0.00084361	3.94229e-05
223	-16874.64	-16882.44	7.797013	0.427847	0.5372	0.586067	0.735859	0.843952	1.15605	0.2332637	0.854419	1.17039	0.506957	0.63653	0.003440233	0.00344023	0.00344023	0.776051	0.0709388	0.0177774	0.135233	0.466362	0.805458	0.876263	1.5134	0.694701	1.3053	0.4675426	0.729532	1.37074	0.671312	1.15943	0.0010627	4.65906e-05
224	-16874.49	-16883.38	8.885502	0.420513	0.553883	0.546005	0.719176	0.870161	1.12984	0.1935923	0.87759	1.13948	0.483259	0.63653	0.001842136	0.00184214	0.00184214	0.761391	0.0695988	0.036332	0.132679	0.466362	0.805458	0.876263	1.5134	0.694701	1.3053	0.4675426	0.729532	1.37074	0.671312	1.15943	0.000835508	3.3054e-05
225	-16875	-16884.2	9.20431	0.412179	0.542906	0.554339	0.730154	0.852915	1.14708	0.2196612	0.862294	1.1597	0.483259	0.63653	0.0009462349	0.000946235	0.000946235	0.761391	0.0695988	0.036332	0.132679	0.466362	0.805458	0.876263	1.5134	0.694701	1.3053	0.4675426	0.729532	1.37074	0.671312	1.15943	0.00104513	3.302e-05
226	-16874.87	-16884.16	9.290781	0.412179	0.549098	0.554339	0.738481	0.852915	1.14708	0.2196612	0.862294	1.1597	0.483259	0.64379	0.001093533	0.00109353	0.00109353	0.741371	0.0277732	0.101666	0.12919	0.466362	0.805458	0.876263	1.5134	0.694701	1.3053	0.4675426	0.729532	1.37074	0.671312	1.15943	0.000713284	3.27343e-05
227	-16875.7	-16884.68	8.989565	0.426355	0.555777	0.573405	0.747464	0.852915	1.14708	0.2196612	0.862294	1.1597	0.49988	0.651621	0.001194212	0.00119421	0.00119421	0.632206	0.0496027	0.08746	0.230732	0.466362	0.805458	0.876263	1.5134	0.694701	1.3053	0.4675426	0.729532	1.37074	0.671312	1.15943	0.0010971	3.06947e-05
228	-16876.34	-16884.86	8.51068	0.456068	0.532671	0.613365	0.716388	0.852915	1.14708	0.2196612	0.862294	1.1597	0.534717	0.624529	0.001752164	0.00175216	0.00175216	0.632206	0.0496027	0.08746	0.230732	0.466362	0.805458	0.876263	1.5134	0.694701	1.3053	0.4675426	0.729532	1.37074	0.671312	1.15943	0.00139694	3.07855e-05
229	-16875.27	-16883.91	8.632237	0.423715	0.532671	0.569853	0.716388	0.852915	1.14708	0.2196612	0.862294	1.1597	0.496784	0.624529	0.001973692	0.00197369	0.00197369	0.424953	0.0591089	0.0587885	0.457149	0.466362	0.805458	0.876263	1.5134	0.694701	1.3053	0.4675426	0.729532	1.37074	0.671312	1.15943	0.00105901	5.65357e-05
230	-16877.32	-16886.26	8.933027	0.417366	0.580635	0.533695	0.742472	0.877684	1.12232	0.1822581	0.884325	1.13081	0.475531	0.661554	0.001807087	0.00180709	0.00180709	0.226938	0.114943	0.0749893	0.583129	0.484629	0.837008	0.857995	1.48185	0.721913	1.27809	0.4234416	0.751558	1.33057	0.671312	1.15943	0.000893203	5.65357e-05
231	-16877.22	-16886.57	9.352915	0.42153	0.586429	0.529531	0.736679	0.886442	1.11356	0.1690913	0.892213	1.12081	0.475531	0.661554	0.001396145	0.00139615	0.00139615	0.3323	0.0455875	0.0708865	0.551226	0.484629	0.837008	0.857995	1.48185	0.721913	1.27809	0.4234416	0.751558	1.33057	0.671312	1.15943	0.000553089	5.649e-05
232	-16876.97	-16885.84	8.864898	0.459192	0.589337	0.571729	0.73377	0.890838	1.10916	0.1624912	0.896194	1.11583	0.515461	0.661554	0.002302552	0.00230255	0.00230255	0.374589	0.0427002	0.0663969	0.516314	0.484629	0.837008	0.857995	1.48185	0.721913	1.27809	0.4234416	0.751558	1.33057	0.671312	1.15943	0.000448694	4.55485e-05
233	-16876.08	-16885.04	8.956046	0.454668	0.588605	0.576253	0.746006	0.882063	1.11794	0.1756719	0.888262	1.12579	0.515461	0.667306	0.002191384	0.00219138	0.00219138	0.616309	0.0702544	0.228034	0.0854032	0.47903	0.837008	0.848082	1.48185	0.721913	1.27809	0.4234416	0.751558	1.33057	0.663556	1.15943	0.000360438	3.59282e-05
234	-16875.15	-16884.31	9.157121	0.451306	0.548428	0.579615	0.704349	0.87554	1.12446	0.1854865	0.882401	1.13327	0.515461	0.626389	0.001732383	0.00173238	0.00173238	0.616309	0.0702544	0.228034	0.0854032	0.45789	0.800071	0.869222	1.51879	0.690055	1.30994	0.4751511	0.725797	1.3778	0.663556	1.15943	0.00034529	5.1757e-05
235	-16874.84	-16883.68	8.838441	0.432576	0.525668	0.598345	0.727109	0.839204	1.1608	0.2404838	0.850268	1.1761	0.515461	0.626389	0.002167214	0.00216721	0.00216721	0.601843	0.0126926	0.280436	0.105029	0.45789	0.800071	0.869222	1.51879	0.690055	1.30994	0.4751511	0.725797	1.3778	0.663556	1.15943	0.000330204	5.72925e-05
236	-16876.64	-16885.18	8.534731	0.428267	0.531452	0.602654	0.747855	0.830844	1.16916	0.2532258	0.842992	1.18625	0.515461	0.639653	0.002691588	0.00269159	0.00269159	0.462898	0.0114489	0.215693	0.30996	0.45789	0.800071	0.869222	1.51879	0.690055	1.30994	0.4751511	0.725797	1.3778	0.663556	1.15943	0.000281159	7.52939e-05
237	-16878.97	-16887.06	8.093946	0.440922	0.561265	0.564084	0.718042	0.877451	1.12255	0.1826086	0.884115	1.13107	0.502503	0.639653	0.0037725	0.0037725	0.0037725	0.382116	0.00945093	0.178051	0.430382	0.45789	0.800071	0.869222	1.51879	0.690055	1.30994	0.4751511	0.725797	1.3778	0.663556	1.15943	0.000305886	7.78904e-05
238	-16875.53	-16883.75	8.219077	0.440922	0.561265	0.564084	0.718042	0.877451	1.12255	0.1826086	0.884115	1.13107	0.502503	0.639653	0.003599386	0.00359939	0.00359939	0.620005	0.0118957	0.224109	0.14399	0.474569	0.823817	0.852543	1.47995	0.715191	1.28481	0.434266	0.746091	1.34032	0.663556	1.15188	0.000412692	5.16065e-05
239	-16877.95	-16885.83	7.879477	0.412415	0.553743	0.540383	0.725563	0.865692	1.13431	0.2003352	0.873608	1.14468	0.476399	0.639653	0.004436211	0.00443621	0.00443621	0.516032	0.0151505	0.285429	0.183388	0.456734	0.823817	0.820502	1.47995	0.715191	1.28481	0.434266	0.746091	1.34032	0.638618	1.15188	0.000333774	5.16065e-05
240	-16879.84	-16887.09	7.252429	0.406288	0.564057	0.546511	0.758731	0.85283	1.14717	0.2197905	0.862219	1.1598	0.476399	0.661394	0.005386639	0.00538664	0.00538664	0.516032	0.0151505	0.285429	0.183388	0.485984	0.800168	0.873048	1.43747	0.715191	1.28481	0.434266	0.746091	1.34032	0.679516	1.11882	0.000377998	5.38741e-05
241	-16879.17	-16886.2	7.02836	0.400781	0.559288	0.552017	0.770337	0.841272	1.15873	0.2373377	0.852074	1.17361	0.476399	0.664812	0.005999818	0.00599982	0.00599982	0.728547	0.0111805	0.158461	0.101811	0.498773	0.821226	0.860259	1.41641	0.734013	1.26599	0.4040694	0.761442	1.3133	0.679516	1.11882	0.000231909	4.11577e-05
242	-16877.42	-16885.3	7.870167	0.406636	0.543886	0.560081	0.749123	0.841272	1.15873	0.2373377	0.852074	1.17361	0.483358	0.646504	0.004429159	0.00442916	0.00442916	0.727433	0.0150606	0.120363	0.137143	0.498773	0.821226	0.860259	1.41641	0.734013	1.26599	0.4040694	0.761442	1.3133	0.679516	1.11882	0.000230694	4.76402e-05
243	-16880.43	-16888.75	8.318031	0.392932	0.525557	0.573784	0.767451	0.812922	1.18708	0.2806681	0.827532	1.20841	0.483358	0.646504	0.003463743	0.00346374	0.00346374	0.726545	0.016263	0.120217	0.136976	0.50455	0.830738	0.854482	1.4069	0.742514	1.25749	0.3905381	0.768424	1.30137	0.679516	1.11882	0.000260665	4.08954e-05
244	-16879.43	-16888.36	8.921027	0.400945	0.525557	0.585484	0.767451	0.812922	1.18708	0.2806681	0.827532	1.20841	0.493215	0.646504	0.002249729	0.00224973	0.00224973	0.788792	0.0125611	0.0928514	0.105796	0.50455	0.830738	0.854482	1.4069	0.742514	1.25749	0.3905381	0.768424	1.30137	0.679516	1.11882	0.000300458	3.74927e-05
245	-16875.04	-16884.12	9.075093	0.435536	0.520267	0.550893	0.658067	0.883055	1.11694	0.1741795	0.889156	1.12466	0.493215	0.589167	0.002094942	0.00209494	0.00209494	0.314292	0.0397322	0.600077	0.0458984	0.480364	0.784668	0.889488	1.45297	0.701337	1.29866	0.4567171	0.734878	1.36077	0.684926	1.11882	0.000466786	2.49989e-05
246	-16873.64	-16882.31	8.679121	0.418418	0.49982	0.568011	0.678515	0.848349	1.15165	0.2265852	0.858276	1.16513	0.493215	0.589167	0.002509613	0.00250961	0.00250961	0.577109	0.0260747	0.366695	0.0301214	0.480364	0.784668	0.889488	1.45297	0.701337	1.29866	0.4567171	0.734878	1.36077	0.684926	1.11882	0.000631793	2.49989e-05
247	-16874.94	-16884.16	9.228137	0.460527	0.49982	0.625175	0.678515	0.848349	1.15165	0.2265852	0.858276	1.16513	0.542851	0.589167	0.001428446	0.00142845	0.00142845	0.461955	0.0262265	0.36883	0.142988	0.480364	0.784668	0.889488	1.45297	0.701337	1.29866	0.4567171	0.734878	1.36077	0.684926	1.11882	0.000496578	2.27032e-05
248	-16875.34	-16884.44	9.102754	0.467339	0.49982	0.634421	0.678515	0.848349	1.15165	0.2265852	0.858276	1.16513	0.55088	0.589167	0.001645058	0.00164506	0.00164506	0.473843	0.0197444	0.378321	0.128092	0.480364	0.784668	0.889488	1.45297	0.701337	1.29866	0.4567171	0.734878	1.36077	0.684926	1.11882	0.000496578	1.5282e-05
249	-16876.62	-16885.83	9.201729	0.4776	0.49982	0.648351	0.678515	0.848349	1.15165	0.2265852	0.858276	1.16513	0.562976	0.589167	0.001311411	0.00131141	0.00131141	0.473843	0.0197444	0.378321	0.128092	0.521332	0.763638	0.965348	1.41403	0.701337	1.29866	0.4567171	0.734878	1.36077	0.74334	1.08883	0.000496578	1.75345e-05
250	-16876.07	-16885.08	9.011323	0.480191	0.502531	0.645761	0.675804	0.852951	1.14705	0.2196069	0.862325	1.15966	0.562976	0.589167	0.001499829	0.00149983	0.00149983	0.592582	0.0183096	0.350831	0.0382779	0.521332	0.802433	0.965348	1.48586	0.701337	1.29866	0.4567171	0.734878	1.36077	0.74334	1.14415	0.000600439	1.38701e-05
251	-16876.76	-16885.14	8.38058	0.445733	0.500912	0.680218	0.764424	0.791746	1.20825	0.313342	0.809494	1.23534	0.562976	0.632668	0.00237209	0.00237209	0.00237209	0.36866	0.00809726	0.606314	0.016928	0.521332	0.76447	0.965348	1.41557	0.701337	1.29866	0.4567171	0.734878	1.36077	0.74334	1.09002	0.000578753	1.06288e-05
252	-16877.22	-16885.7	8.48591	0.445733	0.46824	0.680218	0.714564	0.791746	1.20825	0.313342	0.809494	1.23534	0.562976	0.591402	0.002319329	0.00231933	0.00231933	0.184887	0.0154213	0.777971	0.0217206	0.521332	0.76447	0.965348	1.41557	0.701337	1.29866	0.4567171	0.734878	1.36077	0.74334	1.09002	0.000563499	7.06369e-06
253	-16875.25	-16883.28	8.026694	0.451239	0.474024	0.674712	0.70878	0.801525	1.19847	0.2982169	0.817794	1.2228	0.562976	0.591402	0.003096081	0.00309608	0.00309608	0.692176	0.057734	0.168773	0.081317	0.521332	0.76447	0.965348	1.41557	0.701337	1.29866	0.4567171	0.734878	1.36077	0.74334	1.09002	0.000705237	5.00963e-06
254	-16877.6	-16884.96	7.356003	0.456015	0.479041	0.669936	0.703763	0.810009	1.18999	0.2851456	0.825036	1.21207	0.562976	0.591402	0.004515534	0.00451553	0.00451553	0.350891	0.104148	0.398271	0.14669	0.494458	0.76447	0.915585	1.41557	0.701337	1.29866	0.4567171	0.734878	1.36077	0.705021	1.09002	0.000696234	4.02409e-06
255	-16876.84	-16884.12	7.280085	0.461054	0.503474	0.622094	0.67933	0.851323	1.14868	0.2220753	0.860891	1.16159	0.541574	0.591402	0.00517289	0.00517289	0.00517289	0.3652	0.108395	0.414513	0.111891	0.494458	0.76447	0.915585	1.41557	0.701337	1.29866	0.4567171	0.734878	1.36077	0.705021	1.09002	0.000456872	5.62748e-06
256	-16875.14	-16883.14	7.998741	0.457292	0.499366	0.625856	0.683438	0.844376	1.15562	0.2326183	0.854791	1.16988	0.541574	0.591402	0.003627488	0.00362749	0.00362749	0.369656	0.0975175	0.41957	0.113256	0.494458	0.76447	0.915585	1.41557	0.701337	1.29866	0.4567171	0.734878	1.36077	0.705021	1.09002	0.000611128	4.81628e-06
257	-16876.46	-16883.75	7.294081	0.457292	0.499366	0.625856	0.683438	0.844376	1.15562	0.2326183	0.854791	1.16988	0.541574	0.591402	0.004980993	0.00498099	0.00498099	0.330124	0.194031	0.374701	0.101144	0.494458	0.76447	0.915585	1.41557	0.701337	1.29866	0.4567171	0.734878	1.36077	0.705021	1.09002	0.000587852	6.17923e-06
258	-16878.96	-16886.01	7.04882	0.462658	0.505225	0.620491	0.677579	0.854283	1.14572	0.2175893	0.8635	1.15808	0.541574	0.591402	0.005553317	0.00555332	0.00555332	0.14874	0.0713851	0.734304	0.0455713	0.519502	0.803191	0.890541	1.37685	0.73686	1.26314	0.3995308	0.763777	1.30928	0.705021	1.09002	0.000713526	3.9679e-06
259	-16877.71	-16885.12	7.413055	0.439999	0.530479	0.536892	0.647297	0.900815	1.09919	0.1475373	0.905279	1.10463	0.488445	0.588888	0.005204749	0.00520475	0.00520475	0.397297	0.278056	0.302062	0.0225849	0.519502	0.803191	0.890541	1.37685	0.73686	1.26314	0.3995308	0.763777	1.30928	0.705021	1.09002	0.000803095	3.19956e-06
260	-16879.41	-16886.09	6.676489	0.428588	0.513142	0.555117	0.664633	0.871375	1.12862	0.1917614	0.878674	1.13808	0.491852	0.588888	0.006316407	0.00631641	0.00631641	0.333648	0.30742	0.333962	0.02497	0.519502	0.803191	0.890541	1.37685	0.73686	1.26314	0.3995308	0.763777	1.30928	0.705021	1.09002	0.000927946	3.17048e-06
261	-16883.13	-16888.17	5.042562	0.461301	0.513142	0.597488	0.664633	0.871375	1.12862	0.1917614	0.878674	1.13808	0.529395	0.588888	0.00905539	0.00905539	0.00905539	0.134991	0.674167	0.18074	0.0101026	0.519502	0.803191	0.890541	1.37685	0.73686	1.26314	0.3995308	0.763777	1.30928	0.705021	1.09002	0.00113882	1.93298e-06
262	-16886.48	-16891.2	4.722368	0.44586	0.495966	0.612929	0.681809	0.842208	1.15779	0.2359134	0.852893	1.17248	0.529395	0.588888	0.008961961	0.00896196	0.00896196	0.075612	0.746474	0.168496	0.00941825	0.519502	0.803191	0.890541	1.37685	0.73686	1.26314	0.3995308	0.763777	1.30928	0.705021	1.09002	0.00169533	1.89119e-06
263	-16876.97	-16883.92	6.944963	0.44586	0.538724	0.612929	0.740589	0.842208	1.15779	0.2359134	0.852893	1.17248	0.529395	0.639656	0.004824944	0.00482494	0.00482494	0.452337	0.416702	0.125704	0.00525753	0.519502	0.803191	0.890541	1.37685	0.73686	1.26314	0.3995308	0.763777	1.30928	0.705021	1.09002	0.00147608	1.86496e-06
264	-16876.2	-16883.56	7.356312	0.468299	0.554595	0.59049	0.699302	0.884594	1.11541	0.1718667	0.890544	1.12291	0.529395	0.626948	0.004181717	0.00418172	0.00418172	0.457799	0.389916	0.141881	0.0104038	0.519502	0.803191	0.890541	1.37685	0.73686	1.26314	0.3995308	0.763777	1.30928	0.705021	1.09002	0.00158665	1.15478e-06
265	-16876.37	-16884.38	8.008695	0.468299	0.554595	0.59049	0.699302	0.884594	1.11541	0.1718667	0.890544	1.12291	0.529395	0.626948	0.003108302	0.0031083	0.0031083	0.178349	0.761775	0.0565333	0.00334219	0.519502	0.803191	0.890541	1.37685	0.73686	1.26314	0.3995308	0.763777	1.30928	0.705021	1.09002	0.00142749	9.27893e-07
266	-16876	-16884.38	8.377669	0.499628	0.554595	0.629993	0.699302	0.884594	1.11541	0.1718667	0.890544	1.12291	0.56481	0.626948	0.002554476	0.00255448	0.00255448	0.278566	0.668862	0.0496379	0.00293455	0.52457	0.803191	0.899229	1.37685	0.73686	1.26314	0.3995308	0.763777	1.30928	0.7119	1.09002	0.00114325	1.02712e-06
267	-16876.54	-16885.09	8.546964	0.499628	0.546957	0.629993	0.689671	0.884594	1.11541	0.1718667	0.890544	1.12291	0.56481	0.618314	0.001931505	0.00193151	0.00193151	0.265337	0.637098	0.09477	0.00279519	0.555027	0.819735	0.951439	1.40521	0.73686	1.26314	0.3995308	0.763777	1.30928	0.753233	1.11247	0.00132752	8.40196e-07
268	-16875.55	-16883.3	7.746435	0.463874	0.533508	0.611348	0.70312	0.862844	1.13716	0.204638	0.871076	1.14801	0.537611	0.618314	0.003230303	0.0032303	0.0032303	0.390778	0.528316	0.0785884	0.00231792	0.519498	0.810595	0.906434	1.41435	0.728644	1.27136	0.4126489	0.757049	1.32092	0.712966	1.11247	0.00159067	1.1068e-06
269	-16876.95	-16885.2	8.248432	0.505149	0.509394	0.570073	0.574864	0.939617	1.06038	0.08963238	0.941335	1.06232	0.537611	0.542129	0.002834701	0.0028347	0.0028347	0.621469	0.249863	0.124982	0.00368627	0.491623	0.810595	0.857797	1.41435	0.728644	1.27136	0.4126489	0.757049	1.32092	0.67471	1.11247	0.00176035	1.07587e-06
270	-16877.49	-16885.67	8.176132	0.518432	0.522789	0.556789	0.561468	0.964326	1.03567	0.0529123	0.964941	1.03633	0.537611	0.542129	0.002692928	0.00269293	0.00269293	0.621574	0.249906	0.125003	0.00351676	0.491623	0.810595	0.857797	1.41435	0.728644	1.27136	0.4126489	0.757049	1.32092	0.67471	1.11247	0.00215674	1.21845e-06
271	-16877.27	-16885.45	8.173484	0.522845	0.527239	0.552377	0.557019	0.972534	1.02747	0.04073126	0.972901	1.02785	0.537611	0.542129	0.002692928	0.00269293	0.00269293	0.751197	0.144017	0.101919	0.00286732	0.485903	0.801163	0.863517	1.42378	0.720165	1.27983	0.426252	0.750135	1.33309	0.67471	1.11247	0.00215674	1.64591e-06
272	-16877.15	-16885.32	8.178962	0.528337	0.523693	0.546885	0.542078	0.98275	1.01725	0.02557816	0.982896	1.0174	0.537611	0.532886	0.003469354	0.00346935	0.00346935	0.752751	0.144315	0.10213	0.000804601	0.485903	0.783332	0.863517	1.39209	0.720165	1.27983	0.426252	0.750135	1.33309	0.67471	1.08771	0.00149331	2.08017e-06
273	-16876.2	-16884.69	8.493984	0.526029	0.521406	0.549193	0.544366	0.978457	1.02154	0.03194469	0.978684	1.02178	0.537611	0.532886	0.002714757	0.00271476	0.00271476	0.70523	0.198612	0.0956825	0.000476018	0.499391	0.783332	0.887487	1.39209	0.720165	1.27983	0.426252	0.750135	1.33309	0.693439	1.08771	0.00157882	3.6505e-06
274	-16877.01	-16885.47	8.464561	0.523593	0.518991	0.551629	0.546781	0.973925	1.02607	0.03866715	0.974257	1.02642	0.537611	0.532886	0.002901452	0.00290145	0.00290145	0.401452	0.181574	0.415127	0.00184716	0.499391	0.783332	0.887487	1.39209	0.720165	1.27983	0.426252	0.750135	1.33309	0.693439	1.08771	0.00142639	3.35059e-06
275	-16877.24	-16885.64	8.409608	0.528011	0.485865	0.547211	0.503533	0.982143	1.01786	0.02647796	0.982299	1.01802	0.537611	0.494699	0.003633354	0.00363335	0.00363335	0.487657	0.221657	0.289908	0.00077859	0.499391	0.783332	0.887487	1.39209	0.720165	1.27983	0.426252	0.750135	1.33309	0.693439	1.08771	0.000976716	4.69783e-06
276	-16876.49	-16885.43	8.939611	0.529221	0.486979	0.546001	0.502419	0.984394	1.01561	0.02313946	0.984514	1.01573	0.537611	0.494699	0.002501003	0.002501	0.002501	0.486796	0.221266	0.289396	0.00254126	0.499391	0.783332	0.887487	1.39209	0.720165	1.27983	0.426252	0.750135	1.33309	0.693439	1.08771	0.00111621	6.75601e-06
277	-16877.86	-16886.25	8.387151	0.50937	0.484658	0.535932	0.509931	0.974589	1.02541	0.03768182	0.974904	1.02574	0.522651	0.497295	0.003058719	0.00305872	0.00305872	0.322	0.14636	0.529959	0.00168096	0.499391	0.783332	0.887487	1.39209	0.720165	1.27983	0.426252	0.750135	1.33309	0.693439	1.08771	0.00159429	1.15922e-05
278	-16877.77	-16886.03	8.253253	0.510474	0.485708	0.534828	0.508881	0.976701	1.0233	0.03454971	0.976966	1.02358	0.522651	0.497295	0.003107812	0.00310781	0.00310781	0.426013	0.0799341	0.491829	0.00222395	0.494757	0.783332	0.879252	1.39209	0.720165	1.27983	0.426252	0.750135	1.33309	0.687004	1.08771	0.0018258	1.17145e-05
279	-16875.74	-16884.64	8.899426	0.502766	0.478374	0.542536	0.516215	0.961953	1.03805	0.0564351	0.96265	1.0388	0.522651	0.497295	0.002068236	0.00206824	0.00206824	0.710865	0.0897136	0.190263	0.00915771	0.476758	0.783332	0.847265	1.39209	0.720165	1.27983	0.426252	0.750135	1.33309	0.662011	1.08771	0.0016466	9.0422e-06
280	-16875.99	-16884.94	8.949012	0.501956	0.501413	0.543345	0.542757	0.960405	1.0396	0.05873471	0.961158	1.04041	0.522651	0.522085	0.001600337	0.00160034	0.00160034	0.601725	0.119709	0.253877	0.0246889	0.476758	0.783332	0.847265	1.39209	0.720165	1.27983	0.426252	0.750135	1.33309	0.662011	1.08771	0.00192174	8.77104e-06
281	-16875.94	-16884.1	8.157358	0.460023	0.503465	0.49405	0.540705	0.964335	1.03566	0.05289933	0.964949	1.03632	0.477036	0.522085	0.003031802	0.0030318	0.0030318	0.570724	0.165063	0.240797	0.0234169	0.476758	0.783332	0.847265	1.39209	0.720165	1.27983	0.426252	0.750135	1.33309	0.662011	1.08771	0.00217925	7.11946e-06
282	-16875.35	-16884.25	8.896151	0.469922	0.519198	0.484151	0.534919	0.985086	1.01491	0.02211348	0.985195	1.01503	0.477036	0.527058	0.001878	0.001878	0.001878	0.570724	0.165063	0.240797	0.0234169	0.48295	0.793506	0.841073	1.38192	0.729519	1.27048	0.4112489	0.757764	1.31967	0.662011	1.08771	0.00206702	6.44691e-06
283	-16874.29	-16883.46	9.162706	0.470043	0.519331	0.48403	0.534786	0.985339	1.01466	0.02173747	0.985445	1.01477	0.477036	0.527058	0.001680611	0.00168061	0.00168061	0.653155	0.187746	0.144998	0.0141007	0.48295	0.793506	0.841073	1.38192	0.729519	1.27048	0.4112489	0.757764	1.31967	0.662011	1.08771	0.0017626	5.75379e-06
284	-16873.41	-16882.89	9.479037	0.465362	0.51416	0.488711	0.539957	0.975527	1.02447	0.03629063	0.975819	1.02478	0.477036	0.527058	0.001433123	0.00143312	0.00143312	0.650914	0.182669	0.141078	0.0253389	0.48295	0.793506	0.841073	1.38192	0.729519	1.27048	0.4112489	0.757764	1.31967	0.662011	1.08771	0.00136468	6.57962e-06
285	-16872.59	-16882.3	9.710552	0.465362	0.51416	0.488711	0.539957	0.975527	1.02447	0.03629063	0.975819	1.02478	0.477036	0.527058	0.001183971	0.00118397	0.00118397	0.831477	0.0813009	0.0627897	0.0244327	0.48295	0.793506	0.841073	1.38192	0.729519	1.27048	0.4112489	0.757764	1.31967	0.662011	1.08771	0.00117649	6.43082e-06
286	-16871.94	-16881.51	9.577615	0.475265	0.512256	0.502731	0.541861	0.971916	1.02808	0.04164885	0.972299	1.02849	0.488998	0.527058	0.00148702	0.00148702	0.00148702	0.821752	0.0920453	0.0620553	0.024147	0.48295	0.793506	0.841073	1.38192	0.729519	1.27048	0.4112489	0.757764	1.31967	0.662011	1.08771	0.00105963	7.40874e-06
287	-16872.6	-16882.04	9.441401	0.470634	0.507265	0.507362	0.546852	0.962446	1.03755	0.05570428	0.963125	1.03829	0.488998	0.527058	0.001717131	0.00171713	0.00171713	0.7285	0.0816001	0.168493	0.0214068	0.470531	0.793506	0.819445	1.38192	0.729519	1.27048	0.4112489	0.757764	1.31967	0.644988	1.08771	0.00109086	7.48481e-06
