Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_hidden[1]	extinction_hidden[2]	extinction_hidden_sd	extinction_hidden_unormalized[1]	extinction_hidden_unormalized[2]	extinction_observed[1]	extinction_observed[2]	hidden_rate	R[1]	R[2]	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_hidden[1]	speciation_hidden[2]	speciation_hidden_sd	speciation_hidden_unormalized[1]	speciation_hidden_unormalized[2]	speciation_observed[1]	speciation_observed[2]	transition_rates[1]	transition_rates[2]
65	-16881.24	-16890.04	8.807439	0.339361	0.549206	0.512525	0.829447	0.796728	1.20327	0.305628	0.813717	1.22893	0.425943	0.689326	0.001846758	0.00184676	0.00184676	0.634814	0.220171	0.00446436	0.140551	0.453364	0.848802	0.845685	1.58332	0.697994	1.30201	0.4621649	0.732183	1.36578	0.649525	1.21606	0.000523504	0.000205057
66	-16878.73	-16887.88	9.143037	0.3861	0.596156	0.506785	0.782497	0.864838	1.13516	0.2016257	0.872847	1.14568	0.446442	0.689326	0.001490591	0.00149059	0.00149059	0.268316	0.409877	0.0149028	0.306904	0.453364	0.848802	0.845685	1.58332	0.697994	1.30201	0.4621649	0.732183	1.36578	0.649525	1.21606	0.000482389	0.000213914
67	-16881.23	-16890.56	9.329164	0.457856	0.618225	0.563172	0.760428	0.896853	1.10315	0.1534711	0.901663	1.10906	0.510514	0.689326	0.001064704	0.0010647	0.0010647	0.268316	0.409877	0.0149028	0.306904	0.453364	0.848802	0.845685	1.58332	0.697994	1.30201	0.4621649	0.732183	1.36578	0.649525	1.21606	0.000410521	0.000261437
68	-16881.97	-16891.51	9.546486	0.478004	0.64543	0.543024	0.733223	0.936319	1.06368	0.09454088	0.938224	1.06584	0.510514	0.689326	0.0007433571	0.000743357	0.000743357	0.453805	0.190696	0.0164631	0.339036	0.453364	0.892219	0.845685	1.6643	0.697994	1.30201	0.4621649	0.732183	1.36578	0.649525	1.27826	0.000426051	0.000251893
69	-16881.18	-16890.47	9.287671	0.46507	0.627965	0.555958	0.750687	0.910984	1.08902	0.1323256	0.914615	1.09336	0.510514	0.689326	0.001087102	0.0010871	0.0010871	0.505117	0.0991875	0.0183245	0.377371	0.453364	0.892219	0.845685	1.6643	0.697994	1.30201	0.4621649	0.732183	1.36578	0.649525	1.27826	0.000336885	0.000364843
70	-16881.17	-16890.42	9.256622	0.467917	0.631809	0.553111	0.746843	0.916561	1.08344	0.1239957	0.919768	1.08723	0.510514	0.689326	0.001180493	0.00118049	0.00118049	0.576569	0.113218	0.0209167	0.289296	0.453364	0.892219	0.845685	1.6643	0.697994	1.30201	0.4621649	0.732183	1.36578	0.649525	1.27826	0.000279543	0.000414264
71	-16881.72	-16890.48	8.768357	0.471606	0.63679	0.549422	0.741863	0.923786	1.07621	0.1132142	0.926481	1.07935	0.510514	0.689326	0.002119968	0.00211997	0.00211997	0.495395	0.130336	0.0252358	0.349033	0.4601	0.892219	0.858249	1.6643	0.697994	1.30201	0.4621649	0.732183	1.36578	0.659174	1.27826	0.000235755	0.000448065
72	-16880.82	-16889.76	8.936556	0.459053	0.635252	0.537205	0.743401	0.921554	1.07845	0.1165435	0.924403	1.08178	0.498129	0.689326	0.001869459	0.00186946	0.00186946	0.37474	0.342145	0.0190895	0.264025	0.4601	0.892219	0.858249	1.6643	0.697994	1.30201	0.4621649	0.732183	1.36578	0.659174	1.27826	0.000258659	0.000393525
73	-16881.53	-16891.04	9.511071	0.459053	0.635252	0.537205	0.743401	0.921554	1.07845	0.1165435	0.924403	1.08178	0.498129	0.689326	0.0009642186	0.000964219	0.000964219	0.360377	0.329031	0.0566872	0.253905	0.4601	0.892219	0.858249	1.6643	0.697994	1.30201	0.4621649	0.732183	1.36578	0.659174	1.27826	0.000153393	0.000318373
74	-16881.66	-16890.95	9.286868	0.453329	0.627331	0.542929	0.751322	0.910063	1.08994	0.1337013	0.913767	1.09437	0.498129	0.689326	0.001297213	0.00129721	0.00129721	0.143606	0.716296	0.0225891	0.117509	0.4601	0.892219	0.858249	1.6643	0.697994	1.30201	0.4621649	0.732183	1.36578	0.659174	1.27826	0.000158408	0.000348842
75	-16881.15	-16890.43	9.286759	0.457631	0.641391	0.526034	0.737262	0.930461	1.06954	0.103266	0.932718	1.07213	0.491832	0.689326	0.001406682	0.00140668	0.00140668	0.533595	0.0671767	0.0258877	0.373341	0.4601	0.892219	0.858249	1.6643	0.697994	1.30201	0.4621649	0.732183	1.36578	0.659174	1.27826	0.000183876	0.00033606
76	-16881.32	-16890.62	9.292872	0.457789	0.641614	0.525875	0.737039	0.930783	1.06922	0.102785	0.933021	1.07179	0.491832	0.689326	0.001412645	0.00141265	0.00141265	0.425027	0.0535085	0.121312	0.400153	0.4601	0.892219	0.858249	1.6643	0.697994	1.30201	0.4621649	0.732183	1.36578	0.659174	1.27826	0.000195706	0.000308263
77	-16881.99	-16890.95	8.957127	0.419157	0.64384	0.533762	0.819876	0.879733	1.12027	0.179175	0.886165	1.12846	0.476459	0.731858	0.001548073	0.00154807	0.00154807	0.265451	0.0683591	0.154981	0.511209	0.4601	0.892219	0.858249	1.6643	0.697994	1.30201	0.4621649	0.732183	1.36578	0.659174	1.27826	0.000227435	0.000476683
78	-16881.54	-16889.9	8.364825	0.413962	0.63586	0.538957	0.827856	0.86883	1.13117	0.1956003	0.876402	1.14103	0.476459	0.731858	0.002561415	0.00256141	0.00256141	0.392138	0.100984	0.228945	0.277933	0.4601	0.892219	0.858249	1.6643	0.697994	1.30201	0.4621649	0.732183	1.36578	0.659174	1.27826	0.000231017	0.000526189
79	-16882.93	-16891.33	8.401063	0.395054	0.63586	0.514339	0.827856	0.86883	1.13117	0.1956003	0.876402	1.14103	0.454696	0.731858	0.002606758	0.00260676	0.00260676	0.433754	0.0565954	0.230197	0.279453	0.4601	0.892219	0.858249	1.6643	0.697994	1.30201	0.4621649	0.732183	1.36578	0.659174	1.27826	0.000189916	0.000541816
80	-16882.23	-16890.78	8.553779	0.395054	0.63586	0.514339	0.827856	0.86883	1.13117	0.1956003	0.876402	1.14103	0.454696	0.731858	0.00226018	0.00226018	0.00226018	0.431727	0.0370443	0.348314	0.182915	0.4601	0.892219	0.858249	1.6643	0.697994	1.30201	0.4621649	0.732183	1.36578	0.659174	1.27826	0.000239923	0.000549799
81	-16880.93	-16889.13	8.200879	0.411441	0.629001	0.546001	0.834714	0.859458	1.14054	0.2097561	0.868074	1.15198	0.478721	0.731858	0.002763483	0.00276348	0.00276348	0.780296	0.0143219	0.134664	0.0707179	0.447092	0.892219	0.833985	1.6643	0.697994	1.30201	0.4621649	0.732183	1.36578	0.640538	1.27826	0.000217427	0.000647225
82	-16881.59	-16889.97	8.37756	0.411304	0.632968	0.54582	0.839979	0.859458	1.14054	0.2097561	0.868074	1.15198	0.478562	0.736474	0.002568047	0.00256805	0.00256805	0.770689	0.0264577	0.133006	0.0698472	0.430655	0.881466	0.818376	1.67506	0.689582	1.31042	0.4759268	0.725418	1.37852	0.624516	1.27826	0.000184486	0.000534076
83	-16881.69	-16890.26	8.570896	0.411304	0.632968	0.54582	0.839979	0.859458	1.14054	0.2097561	0.868074	1.15198	0.478562	0.736474	0.002089923	0.00208992	0.00208992	0.559334	0.0508437	0.255597	0.134225	0.430655	0.881466	0.818376	1.67506	0.689582	1.31042	0.4759268	0.725418	1.37852	0.624516	1.27826	0.000273363	0.000557977
84	-16881.94	-16889.84	7.90118	0.413794	0.6368	0.543329	0.836147	0.864661	1.13534	0.201892	0.872691	1.14588	0.478562	0.736474	0.003276845	0.00327685	0.00327685	0.657616	0.0886086	0.0198526	0.233923	0.46229	0.881466	0.878494	1.67506	0.689582	1.31042	0.4759268	0.725418	1.37852	0.670392	1.27826	0.000243344	0.000557977
85	-16882.6	-16889.87	7.263003	0.443071	0.633453	0.56311	0.805071	0.880698	1.1193	0.1777235	0.887033	1.12735	0.503091	0.719262	0.004461006	0.00446101	0.00446101	0.732881	0.110698	0.00770252	0.148719	0.46229	0.881466	0.878494	1.67506	0.689582	1.31042	0.4759268	0.725418	1.37852	0.670392	1.27826	0.000269885	0.000581216
86	-16880.09	-16887.91	7.829465	0.424134	0.606378	0.582048	0.832145	0.843056	1.15694	0.2346244	0.853635	1.17146	0.503091	0.719262	0.003320991	0.00332099	0.00332099	0.695632	0.155897	0.00731104	0.14116	0.468165	0.881466	0.889658	1.67506	0.689582	1.31042	0.4759268	0.725418	1.37852	0.678912	1.27826	0.000291735	0.000422025
87	-16880.63	-16888.25	7.624302	0.39908	0.57056	0.607101	0.867964	0.793257	1.20674	0.311	0.810774	1.23339	0.503091	0.719262	0.003129383	0.00312938	0.00312938	0.460672	0.214638	0.0100658	0.314624	0.454975	0.856631	0.902848	1.69989	0.670154	1.32985	0.5080223	0.709882	1.40868	0.678912	1.27826	0.000425962	0.000518147
88	-16882.51	-16889.92	7.409793	0.37012	0.567312	0.636062	0.974942	0.735692	1.26431	0.401392	0.762819	1.31093	0.503091	0.771127	0.003072618	0.00307262	0.00307262	0.447349	0.237351	0.00977468	0.305525	0.454975	0.856631	0.902848	1.69989	0.670154	1.32985	0.5080223	0.709882	1.40868	0.678912	1.27826	0.00050001	0.000483854
89	-16883.68	-16890.15	6.471047	0.37012	0.567312	0.636062	0.974942	0.735692	1.26431	0.401392	0.762819	1.31093	0.503091	0.771127	0.004657724	0.00465772	0.00465772	0.617426	0.117117	0.0134909	0.251967	0.422623	0.795718	0.935201	1.7608	0.6225	1.3775	0.5888012	0.67224	1.48756	0.678912	1.27826	0.000411096	0.000501737
90	-16882.02	-16889.26	7.242331	0.37012	0.567312	0.636062	0.974942	0.735692	1.26431	0.401392	0.762819	1.31093	0.503091	0.771127	0.003296089	0.00329609	0.00329609	0.774848	0.145703	0.00191786	0.0775309	0.454681	0.856078	0.903142	1.70044	0.669721	1.33028	0.5087422	0.709538	1.40937	0.678912	1.27826	0.000396006	0.000678523
91	-16882.87	-16889.93	7.054057	0.37012	0.553244	0.636062	0.950768	0.735692	1.26431	0.401392	0.762819	1.31093	0.503091	0.752006	0.003755044	0.00375504	0.00375504	0.842925	0.070646	0.00208636	0.0843426	0.454681	0.856078	0.903142	1.70044	0.669721	1.33028	0.5087422	0.709538	1.40937	0.678912	1.27826	0.00046496	0.000553842
92	-16883.85	-16890.69	6.833175	0.360177	0.553244	0.618975	0.950768	0.735692	1.26431	0.401392	0.762819	1.31093	0.489576	0.752006	0.004123505	0.00412351	0.00412351	0.448068	0.505989	0.00110903	0.0448334	0.454681	0.856078	0.903142	1.70044	0.669721	1.33028	0.5087422	0.709538	1.40937	0.678912	1.27826	0.000640623	0.000478575
93	-16885.61	-16892.19	6.575208	0.360177	0.553244	0.618975	0.950768	0.735692	1.26431	0.401392	0.762819	1.31093	0.489576	0.752006	0.00362682	0.00362682	0.00362682	0.301451	0.640402	0.00140364	0.0567431	0.454681	0.856078	0.903142	1.70044	0.669721	1.33028	0.5087422	0.709538	1.40937	0.678912	1.27826	0.001303	0.000800359
94	-16883.48	-16890.6	7.123631	0.408923	0.62812	0.57023	0.875892	0.835259	1.16474	0.2464919	0.846829	1.18088	0.489576	0.752006	0.002557592	0.00255759	0.00255759	0.519545	0.399361	0.00241915	0.0786751	0.454681	0.856078	0.903142	1.70044	0.669721	1.33028	0.5087422	0.709538	1.40937	0.678912	1.27826	0.00183419	0.000800359
95	-16880.24	-16886.85	6.613684	0.381773	0.586416	0.59738	0.917596	0.779803	1.2202	0.3319006	0.799424	1.2509	0.489576	0.752006	0.003344881	0.00334488	0.00334488	0.887516	0.0934978	0.000566367	0.0184193	0.454681	0.850873	0.903142	1.6901	0.669721	1.33028	0.5087422	0.709538	1.40937	0.678912	1.27049	0.00174731	0.000800359
96	-16880.31	-16887.82	7.513686	0.381773	0.57983	0.59738	0.90729	0.779803	1.2202	0.3319006	0.799424	1.2509	0.489576	0.74356	0.002111669	0.00211167	0.00211167	0.55375	0.370929	0.00224692	0.073074	0.454681	0.850873	0.903142	1.6901	0.669721	1.33028	0.5087422	0.709538	1.40937	0.678912	1.27049	0.00127752	0.000823974
97	-16879.47	-16886.81	7.343886	0.381773	0.57983	0.59738	0.90729	0.779803	1.2202	0.3319006	0.799424	1.2509	0.489576	0.74356	0.00294868	0.00294868	0.00294868	0.55375	0.370929	0.00224692	0.073074	0.454681	0.850873	0.903142	1.6901	0.669721	1.33028	0.5087422	0.709538	1.40937	0.678912	1.27049	0.00101332	0.000572038
98	-16882.56	-16888.58	6.029248	0.368691	0.57983	0.57691	0.90729	0.779803	1.2202	0.3319006	0.799424	1.2509	0.472801	0.74356	0.004823745	0.00482374	0.00482374	0.627146	0.239369	0.00254473	0.13094	0.450443	0.850873	0.894723	1.6901	0.669721	1.33028	0.5087422	0.709538	1.40937	0.672583	1.27049	0.00175717	0.00052097
99	-16881.4	-16888.08	6.682302	0.385428	0.57983	0.603099	0.90729	0.779803	1.2202	0.3319006	0.799424	1.2509	0.494263	0.74356	0.003448705	0.0034487	0.0034487	0.477299	0.335569	0.00356745	0.183564	0.450443	0.850873	0.894723	1.6901	0.669721	1.33028	0.5087422	0.709538	1.40937	0.672583	1.27049	0.00168338	0.000651835
100	-16878.57	-16885.6	7.024903	0.37228	0.560051	0.616246	0.927069	0.753202	1.2468	0.3736157	0.777245	1.2866	0.494263	0.74356	0.003322211	0.00332221	0.00332221	0.823325	0.0266695	0.00202513	0.14798	0.44342	0.828713	0.901745	1.68528	0.65928	1.34072	0.5261864	0.701238	1.42605	0.672583	1.257	0.00113615	0.000508008
101	-16880.96	-16887.05	6.083636	0.388506	0.560051	0.643106	0.927069	0.753202	1.2468	0.3736157	0.777245	1.2866	0.515806	0.74356	0.004670742	0.00467074	0.00467074	0.823325	0.0266695	0.00202513	0.14798	0.44342	0.828713	0.901745	1.68528	0.65928	1.34072	0.5261864	0.701238	1.42605	0.672583	1.257	0.00154118	0.000452538
102	-16880.8	-16887.04	6.235878	0.345852	0.555112	0.580669	0.932008	0.74656	1.25344	0.3841208	0.771757	1.29574	0.46326	0.74356	0.004404352	0.00440435	0.00440435	0.823325	0.0266695	0.00202513	0.14798	0.44342	0.818877	0.901745	1.66528	0.65928	1.34072	0.5261864	0.701238	1.42605	0.672583	1.24208	0.00183739	0.000326822
103	-16880.32	-16887.56	7.245945	0.361212	0.579767	0.565308	0.907353	0.779718	1.22028	0.3320329	0.799353	1.25101	0.46326	0.74356	0.003110988	0.00311099	0.00311099	0.823136	0.0266634	0.00225439	0.147946	0.40943	0.818877	0.832623	1.66528	0.65928	1.34072	0.5261864	0.701238	1.42605	0.621027	1.24208	0.0015391	0.000328032
104	-16876.5	-16884.39	7.886326	0.341416	0.561589	0.534326	0.878903	0.779718	1.22028	0.3320329	0.799353	1.25101	0.437871	0.720246	0.002344353	0.00234435	0.00234435	0.936424	0.00958446	0.000810366	0.053181	0.40943	0.818877	0.832623	1.66528	0.65928	1.34072	0.5261864	0.701238	1.42605	0.621027	1.24208	0.00121116	0.000379197
105	-16877.12	-16885.05	7.92361	0.373659	0.554315	0.502083	0.744831	0.853353	1.14665	0.2189979	0.86268	1.15918	0.437871	0.649573	0.002875994	0.00287599	0.00287599	0.69772	0.0411185	0.0330091	0.228153	0.40943	0.818877	0.832623	1.66528	0.65928	1.34072	0.5261864	0.701238	1.42605	0.621027	1.24208	0.00116061	0.000386447
106	-16879.39	-16886.91	7.522291	0.38961	0.559371	0.486132	0.69795	0.889782	1.11022	0.1640755	0.895237	1.11702	0.437871	0.628661	0.003812837	0.00381284	0.00381284	0.679784	0.0657681	0.0321606	0.222287	0.40943	0.818877	0.832623	1.66528	0.65928	1.34072	0.5261864	0.701238	1.42605	0.621027	1.24208	0.0011339	0.000473209
107	-16882.2	-16889.78	7.57728	0.324097	0.551283	0.415078	0.706038	0.876916	1.12308	0.1834142	0.883635	1.13169	0.369588	0.628661	0.0039839	0.0039839	0.0039839	0.827542	0.0800635	0.0364409	0.055954	0.403547	0.847827	0.778857	1.63633	0.682587	1.31741	0.4874321	0.71981	1.38926	0.591202	1.24208	0.00137331	0.000434664
108	-16878.78	-16886.68	7.900852	0.318264	0.558921	0.420911	0.739184	0.861133	1.13887	0.2072231	0.869558	1.15001	0.369588	0.649052	0.003134529	0.00313453	0.00313453	0.772282	0.141492	0.0340076	0.0522177	0.373674	0.820129	0.758178	1.66403	0.660287	1.33971	0.5244968	0.702038	1.42442	0.565926	1.24208	0.00143745	0.000434852
109	-16878.15	-16885.99	7.838128	0.303749	0.53343	0.435426	0.764675	0.821859	1.17814	0.2669604	0.835218	1.19729	0.369588	0.649052	0.003081981	0.00308198	0.00308198	0.768706	0.153958	0.0338501	0.0434864	0.363161	0.793297	0.774053	1.69086	0.638685	1.36131	0.5610128	0.684958	1.45994	0.568607	1.24208	0.00122467	0.000500134
110	-16878.9	-16888.04	9.13931	0.304521	0.534785	0.434654	0.76332	0.823948	1.17605	0.2637635	0.837021	1.19471	0.369588	0.649052	0.001290882	0.00129088	0.00129088	0.24429	0.115796	0.432983	0.206931	0.363161	0.807198	0.774053	1.72049	0.638685	1.36131	0.5610128	0.684958	1.45994	0.568607	1.26384	0.000699295	0.000335228
111	-16880	-16888.85	8.848979	0.304521	0.534785	0.434654	0.76332	0.823948	1.17605	0.2637635	0.837021	1.19471	0.369588	0.649052	0.001631518	0.00163152	0.00163152	0.195706	0.291646	0.346872	0.165777	0.369443	0.821162	0.767771	1.70653	0.649734	1.35027	0.5422576	0.693678	1.44159	0.568607	1.26384	0.000883147	0.000419711
112	-16879.44	-16888.28	8.840599	0.304521	0.541903	0.434654	0.773478	0.823948	1.17605	0.2637635	0.837021	1.19471	0.369588	0.657691	0.001631518	0.00163152	0.00163152	0.440176	0.0878759	0.370001	0.101947	0.369443	0.790694	0.767771	1.64321	0.649734	1.35027	0.5422576	0.693678	1.44159	0.568607	1.21695	0.000932489	0.000432669
113	-16878.66	-16887.31	8.64861	0.283499	0.514105	0.455677	0.826338	0.767067	1.23293	0.3518039	0.788764	1.26781	0.369588	0.670222	0.001850736	0.00185074	0.00185074	0.637695	0.050084	0.210878	0.101343	0.369443	0.790694	0.767771	1.64321	0.649734	1.35027	0.5422576	0.693678	1.44159	0.568607	1.21695	0.000799441	0.000390407
114	-16880.57	-16889.23	8.662784	0.325734	0.549215	0.46927	0.791228	0.819453	1.18055	0.2706465	0.833144	1.20027	0.397502	0.670222	0.001617333	0.00161733	0.00161733	0.290889	0.358832	0.30405	0.0462284	0.369443	0.790694	0.767771	1.64321	0.649734	1.35027	0.5422576	0.693678	1.44159	0.568607	1.21695	0.0011514	0.000368551
115	-16881.09	-16889.65	8.568303	0.291297	0.549244	0.419659	0.79127	0.819453	1.18055	0.2706465	0.833144	1.20027	0.355478	0.670257	0.001702755	0.00170276	0.00170276	0.361474	0.470621	0.107275	0.0606301	0.369443	0.790694	0.767771	1.64321	0.649734	1.35027	0.5422576	0.693678	1.44159	0.568607	1.21695	0.00147698	0.000347142
116	-16879.43	-16887.85	8.411628	0.324165	0.5282	0.49853	0.812314	0.788056	1.21194	0.3190647	0.806375	1.24012	0.411348	0.670257	0.001628933	0.00162893	0.00162893	0.558098	0.3257	0.0742414	0.04196	0.371301	0.790694	0.771631	1.64321	0.649734	1.35027	0.5422576	0.693678	1.44159	0.571466	1.21695	0.00147698	0.000275943
117	-16880.35	-16889.32	8.971376	0.269633	0.5282	0.414667	0.812314	0.788056	1.21194	0.3190647	0.806375	1.24012	0.34215	0.670257	0.001466394	0.00146639	0.00146639	0.403789	0.273911	0.205918	0.116382	0.371301	0.790694	0.771631	1.64321	0.649734	1.35027	0.5422576	0.693678	1.44159	0.571466	1.21695	0.00101863	0.000187141
118	-16881.7	-16890.7	9.000639	0.269633	0.533527	0.414667	0.820507	0.788056	1.21194	0.3190647	0.806375	1.24012	0.34215	0.677017	0.001479859	0.00147986	0.00147986	0.400244	0.27554	0.207143	0.117074	0.347361	0.790694	0.721881	1.64321	0.649734	1.35027	0.5422576	0.693678	1.44159	0.534621	1.21695	0.00101863	0.000225358
119	-16879.24	-16888.12	8.88088	0.290472	0.540592	0.437081	0.813442	0.798491	1.20151	0.3029036	0.815213	1.22667	0.363777	0.677017	0.001742432	0.00174243	0.00174243	0.398072	0.214797	0.172181	0.21495	0.373625	0.797039	0.767307	1.63686	0.654947	1.34505	0.5334656	0.697804	1.43307	0.570466	1.21695	0.000824187	0.000225358
120	-16883.34	-16891.47	8.130515	0.243854	0.483398	0.4392	0.870636	0.714011	1.28599	0.43617	0.745133	1.34204	0.341527	0.677017	0.003070529	0.00307053	0.00307053	0.350656	0.189212	0.151672	0.30846	0.375777	0.782102	0.771727	1.60619	0.654947	1.34505	0.5334656	0.697804	1.43307	0.573752	1.19414	0.000567218	0.00028763
121	-16883.99	-16891.34	7.346707	0.30417	0.483398	0.547834	0.870636	0.714011	1.28599	0.43617	0.745133	1.34204	0.426002	0.677017	0.004225988	0.00422599	0.00422599	0.287781	0.155285	0.303783	0.253151	0.386497	0.782102	0.793742	1.60619	0.654947	1.34505	0.5334656	0.697804	1.43307	0.59012	1.19414	0.000543436	0.000166301
122	-16878.78	-16887.06	8.276822	0.316619	0.536333	0.482722	0.817701	0.7922	1.2078	0.3126374	0.809879	1.23475	0.39967	0.677017	0.003002473	0.00300247	0.00300247	0.603945	0.0438928	0.163513	0.188649	0.397712	0.782102	0.816775	1.60619	0.654947	1.34505	0.5334656	0.697804	1.43307	0.607244	1.19414	0.000431669	0.000207872
123	-16876.96	-16885.73	8.764982	0.316619	0.505468	0.482722	0.770644	0.7922	1.2078	0.3126374	0.809879	1.23475	0.39967	0.638056	0.001878754	0.00187875	0.00187875	0.49206	0.133695	0.173767	0.200478	0.397712	0.775091	0.816775	1.59179	0.654947	1.34505	0.5334656	0.697804	1.43307	0.607244	1.18344	0.000765567	0.000204238
124	-16876.57	-16885.2	8.627235	0.378753	0.531051	0.531387	0.745061	0.832296	1.1677	0.2510096	0.844253	1.18448	0.45507	0.638056	0.00200734	0.00200734	0.00200734	0.668223	0.1134	0.101396	0.116982	0.397712	0.783617	0.816775	1.6093	0.654947	1.34505	0.5334656	0.697804	1.43307	0.607244	1.19646	0.000811118	0.000222684
125	-16875.64	-16884.61	8.962074	0.33794	0.531051	0.474127	0.745061	0.832296	1.1677	0.2510096	0.844253	1.18448	0.406034	0.638056	0.001936911	0.00193691	0.00193691	0.785565	0.0775769	0.0435143	0.0933442	0.400089	0.788301	0.814398	1.60462	0.658862	1.34114	0.5268878	0.700907	1.42672	0.607244	1.19646	0.000495965	0.000212138
126	-16877.13	-16885.84	8.712917	0.33794	0.542964	0.474127	0.761773	0.832296	1.1677	0.2510096	0.844253	1.18448	0.406034	0.652368	0.002124419	0.00212442	0.00212442	0.678661	0.0777693	0.0149339	0.228636	0.400089	0.788301	0.814398	1.60462	0.658862	1.34114	0.5268878	0.700907	1.42672	0.607244	1.19646	0.000797744	0.000151761
127	-16876.69	-16884.81	8.117477	0.339423	0.490353	0.472645	0.682813	0.835948	1.16405	0.2454424	0.847429	1.18004	0.406034	0.586583	0.003520865	0.00352087	0.00352087	0.678661	0.0777693	0.0149339	0.228636	0.400089	0.788301	0.814398	1.60462	0.658862	1.34114	0.5268878	0.700907	1.42672	0.607244	1.19646	0.000769296	0.000127737
128	-16876.64	-16884.96	8.32429	0.360445	0.520722	0.451623	0.652444	0.887721	1.11228	0.1671694	0.89337	1.11936	0.406034	0.586583	0.003234034	0.00323403	0.00323403	0.68665	0.0669123	0.0151097	0.231328	0.400089	0.788301	0.814398	1.60462	0.658862	1.34114	0.5268878	0.700907	1.42672	0.607244	1.19646	0.000896513	0.000148345
129	-16880.69	-16888.46	7.763239	0.367156	0.547163	0.444911	0.663039	0.904251	1.09575	0.1423939	0.908425	1.10081	0.406034	0.605101	0.004046448	0.00404645	0.00404645	0.328341	0.120219	0.0338101	0.51763	0.403591	0.795201	0.810896	1.59772	0.664629	1.33537	0.5172328	0.705486	1.41746	0.607244	1.19646	0.00125025	9.44409e-05
130	-16880.73	-16887.74	7.005459	0.416149	0.527497	0.538594	0.682705	0.87175	1.12825	0.191196	0.879009	1.13764	0.477371	0.605101	0.004997607	0.00499761	0.00499761	0.698711	0.214183	0.0602363	0.0268703	0.403591	0.795201	0.810896	1.59772	0.664629	1.33537	0.5172328	0.705486	1.41746	0.607244	1.19646	0.00125025	0.000112394
131	-16879.87	-16887.68	7.810329	0.345181	0.536665	0.433218	0.673538	0.8869	1.1131	0.1684021	0.892628	1.12029	0.389199	0.605101	0.0036024	0.0036024	0.0036024	0.292784	0.502751	0.141393	0.0630726	0.403591	0.795201	0.810896	1.59772	0.664629	1.33537	0.5172328	0.705486	1.41746	0.607244	1.19646	0.00153975	0.000156348
132	-16876.8	-16885.01	8.208943	0.377078	0.50364	0.460843	0.615519	0.900033	1.09997	0.1487083	0.904564	1.1055	0.418961	0.55958	0.002957018	0.00295702	0.00295702	0.493233	0.360254	0.101317	0.0451956	0.403591	0.798251	0.810896	1.60385	0.664629	1.33537	0.5172328	0.705486	1.41746	0.607244	1.20105	0.00153975	0.000113142
133	-16878.57	-16886.78	8.20822	0.394885	0.428939	0.509897	0.55387	0.872884	1.12712	0.1894877	0.880023	1.13633	0.452391	0.491404	0.002914039	0.00291404	0.00291404	0.692291	0.102067	0.142206	0.0634355	0.443685	0.723037	0.891452	1.45273	0.664629	1.33537	0.5172328	0.705486	1.41746	0.667569	1.08788	0.00153975	0.000134765
134	-16885.31	-16892.44	7.132374	0.395892	0.430033	0.50889	0.552775	0.87511	1.12489	0.1861334	0.882016	1.13377	0.452391	0.491404	0.002220703	0.0022207	0.0022207	0.691728	0.102798	0.14209	0.0633839	0.443685	0.723037	0.891452	1.45273	0.664629	1.33537	0.5172328	0.705486	1.41746	0.667569	1.08788	0.00430119	0.000110474
135	-16880.39	-16888.09	7.700402	0.445686	0.430033	0.572897	0.552775	0.87511	1.12489	0.1861334	0.882016	1.13377	0.509292	0.491404	0.001836742	0.00183674	0.00183674	0.708226	0.182893	0.0704372	0.0384444	0.443685	0.723037	0.891452	1.45273	0.664629	1.33537	0.5172328	0.705486	1.41746	0.667569	1.08788	0.00340511	9.32396e-05
136	-16879.33	-16887.72	8.386936	0.408385	0.40295	0.610198	0.602077	0.801869	1.19813	0.2976859	0.818087	1.22236	0.509292	0.502514	0.001310726	0.00131073	0.00131073	0.513165	0.13252	0.264057	0.0902579	0.443685	0.723037	0.891452	1.45273	0.664629	1.33537	0.5172328	0.705486	1.41746	0.667569	1.08788	0.00222043	0.000105485
137	-16876.55	-16884.92	8.364104	0.408385	0.408209	0.610198	0.609934	0.801869	1.19813	0.2976859	0.818087	1.22236	0.509292	0.509072	0.001984876	0.00198488	0.00198488	0.619419	0.159959	0.132098	0.0885241	0.429654	0.721505	0.89476	1.50255	0.648821	1.35118	0.5438009	0.692956	1.44309	0.662207	1.11203	0.00143594	0.000122753
138	-16877.64	-16885.75	8.110677	0.433534	0.433347	0.585049	0.584797	0.851249	1.14875	0.2221878	0.860826	1.16168	0.509292	0.509072	0.003140234	0.00314023	0.00314023	0.593642	0.194917	0.126601	0.0848402	0.422043	0.708726	0.902371	1.51533	0.637328	1.36267	0.5633276	0.68389	1.46222	0.662207	1.11203	0.000967933	9.43611e-05
139	-16876.15	-16884.48	8.321759	0.395475	0.395305	0.623108	0.622839	0.776521	1.22348	0.3370181	0.79667	1.25523	0.509292	0.509072	0.002350885	0.00235089	0.00235089	0.680025	0.0777667	0.145023	0.0971856	0.422043	0.708726	0.902371	1.51533	0.637328	1.36267	0.5633276	0.68389	1.46222	0.662207	1.11203	0.000967933	0.000115418
