Iteration	Posterior	Likelihood	Prior	birth_rate
11790	-108.5535	-103.9483	-4.60517	0.08624947
11800	-108.5463	-103.9411	-4.60517	0.0873237
11810	-108.7569	-104.1517	-4.60517	0.1020691
11820	-108.5426	-103.9374	-4.60517	0.08994158
11830	-108.7191	-104.1139	-4.60517	0.100832
11840	-108.5422	-103.937	-4.60517	0.08849859
11850	-108.6117	-104.0065	-4.60517	0.09637382
11860	-108.6641	-104.0589	-4.60517	0.08009289
11870	-108.5717	-103.9665	-4.60517	0.08457831
11880	-109.6139	-105.0088	-4.60517	0.1195641
11890	-111.7636	-107.1584	-4.60517	0.04905965
11900	-109.8061	-105.2009	-4.60517	0.1224444
11910	-108.562	-103.9568	-4.60517	0.09298917
11920	-108.5532	-103.948	-4.60517	0.09202683
11930	-108.8201	-104.2149	-4.60517	0.07573781
11940	-108.5917	-103.9866	-4.60517	0.09523363
11950	-109.606	-105.0009	-4.60517	0.1194414
11960	-111.402	-106.7968	-4.60517	0.1418185
11970	-109.0683	-104.4631	-4.60517	0.1098662
11980	-108.7672	-104.162	-4.60517	0.07701469
11990	-108.5786	-103.9734	-4.60517	0.08408758
12000	-110.348	-105.7429	-4.60517	0.05769361
12010	-108.5621	-103.9569	-4.60517	0.08535958
12020	-108.6149	-104.0097	-4.60517	0.08208577
12030	-108.5486	-103.9434	-4.60517	0.09137247
12040	-108.5426	-103.9374	-4.60517	0.08995763
12050	-110.3917	-105.7865	-4.60517	0.0573685
12060	-108.6956	-104.0905	-4.60517	0.1000015
12070	-108.6089	-104.0037	-4.60517	0.09622434
12080	-110.6998	-106.0946	-4.60517	0.134011
12090	-109.2744	-104.6692	-4.60517	0.06809803
12100	-109.0018	-104.3966	-4.60517	0.1084286
12110	-108.987	-104.3818	-4.60517	0.1080959
12120	-108.5444	-103.9392	-4.60517	0.08773522
12130	-109.3424	-104.7373	-4.60517	0.06722773
12140	-108.5426	-103.9374	-4.60517	0.08996564
12150	-108.6234	-104.0183	-4.60517	0.08169851
12160	-110.548	-105.9429	-4.60517	0.1322037
12170	-109.2455	-104.6403	-4.60517	0.1133515
12180	-108.6467	-104.0416	-4.60517	0.09805428
12190	-108.6014	-103.9962	-4.60517	0.09580861
12200	-108.7527	-104.1475	-4.60517	0.07739209
12210	-109.5276	-104.9224	-4.60517	0.06506481
12220	-108.685	-104.0799	-4.60517	0.07937811
12230	-109.2186	-104.6135	-4.60517	0.1128499
12240	-109.0453	-104.4401	-4.60517	0.1093783
12250	-108.6163	-104.0111	-4.60517	0.09661568
12260	-108.5443	-103.9392	-4.60517	0.09052101
12270	-108.5437	-103.9386	-4.60517	0.0903539
12280	-108.8126	-104.2074	-4.60517	0.1037249
12290	-108.5811	-103.976	-4.60517	0.08392198
12300	-108.5475	-103.9424	-4.60517	0.09119378
12310	-108.6617	-104.0565	-4.60517	0.08017905
12320	-110.2714	-105.6662	-4.60517	0.1287657
12330	-108.8909	-104.2857	-4.60517	0.1058079
12340	-108.5748	-103.9697	-4.60517	0.0940773
12350	-108.9844	-104.3792	-4.60517	0.1080377
12360	-108.8308	-104.2257	-4.60517	0.07549494
12370	-110.0024	-105.3973	-4.60517	0.1252091
12380	-108.6164	-104.0112	-4.60517	0.08201609
12390	-108.5519	-103.9467	-4.60517	0.09185943
12400	-109.1695	-104.5644	-4.60517	0.1119098
12410	-108.8903	-104.2851	-4.60517	0.1057919
12420	-108.5712	-103.966	-4.60517	0.08461137
12430	-108.7356	-104.1304	-4.60517	0.07785739
12440	-108.5607	-103.9555	-4.60517	0.09286127
12450	-108.7348	-104.1296	-4.60517	0.101359
12460	-109.0925	-104.4873	-4.60517	0.1103689
12470	-108.5792	-103.974	-4.60517	0.08404999
12480	-108.698	-104.0928	-4.60517	0.1000865
12490	-108.5901	-103.9849	-4.60517	0.09512946
12500	-108.5473	-103.9421	-4.60517	0.09114636
12510	-108.8475	-104.2424	-4.60517	0.1046833
12520	-109.9001	-105.2949	-4.60517	0.1237879
12530	-108.5458	-103.9406	-4.60517	0.08741935
12540	-108.6781	-104.073	-4.60517	0.09934359
12550	-108.6576	-104.0524	-4.60517	0.08032765
12560	-108.7189	-104.1137	-4.60517	0.1008256
12570	-108.803	-104.1978	-4.60517	0.07613406
12580	-108.7801	-104.1749	-4.60517	0.07668916
12590	-109.0368	-104.4317	-4.60517	0.07157626
12600	-108.7724	-104.1673	-4.60517	0.1025493
12610	-111.1987	-106.5935	-4.60517	0.1396401
12620	-109.4751	-104.8699	-4.60517	0.1173478
12630	-109.673	-105.0679	-4.60517	0.06353301
12640	-108.5556	-103.9504	-4.60517	0.09231622
12650	-108.8389	-104.2337	-4.60517	0.07531587
12660	-108.6892	-104.084	-4.60517	0.09976418
12670	-108.7702	-104.165	-4.60517	0.1024798
12680	-108.6613	-104.0561	-4.60517	0.09867008
12690	-108.7119	-104.1067	-4.60517	0.1005823
12700	-108.5904	-103.9852	-4.60517	0.09514955
12710	-109.7468	-105.1417	-4.60517	0.06280216
12720	-109.4607	-104.8555	-4.60517	0.06581507
12730	-108.9107	-104.3056	-4.60517	0.07383131
12740	-109.2283	-104.6232	-4.60517	0.1130316
12750	-108.5736	-103.9684	-4.60517	0.09398255
12760	-109.1037	-104.4985	-4.60517	0.07051375
12770	-108.5477	-103.9425	-4.60517	0.0912231
12780	-108.6751	-104.07	-4.60517	0.07970864
12790	-108.633	-104.0278	-4.60517	0.09743403
12800	-108.5663	-103.9611	-4.60517	0.08499839
12810	-109.6297	-105.0245	-4.60517	0.1198076
12820	-109.3926	-104.7875	-4.60517	0.06661377
12830	-109.2142	-104.609	-4.60517	0.06890796
12840	-108.7232	-104.118	-4.60517	0.07820898
12850	-108.9901	-104.3849	-4.60517	0.1081658
12860	-108.5503	-103.9451	-4.60517	0.09163282
12870	-108.5959	-103.9907	-4.60517	0.08304613
12880	-111.1236	-106.5184	-4.60517	0.0525494
12890	-108.5544	-103.9492	-4.60517	0.09217783
12900	-109.2066	-104.6014	-4.60517	0.06901364
12910	-108.5563	-103.9511	-4.60517	0.09239813
12920	-108.9832	-104.378	-4.60517	0.1080098
12930	-111.5752	-106.9701	-4.60517	0.1436308
12940	-108.7678	-104.1627	-4.60517	0.1024085
12950	-109.7609	-105.1558	-4.60517	0.1217846
12960	-109.2553	-104.6502	-4.60517	0.1135332
12970	-108.6784	-104.0732	-4.60517	0.07959976
12980	-108.6085	-104.0034	-4.60517	0.08239169
12990	-109.6138	-105.0086	-4.60517	0.1195613
13000	-108.7069	-104.1018	-4.60517	0.1004087
13010	-108.5747	-103.9696	-4.60517	0.09406971
13020	-108.6305	-104.0254	-4.60517	0.09731705
13030	-108.7637	-104.1585	-4.60517	0.07710329
13040	-108.5493	-103.9441	-4.60517	0.08681782
13050	-108.6438	-104.0387	-4.60517	0.09792696
13060	-108.9291	-104.3239	-4.60517	0.1067468
13070	-108.788	-104.1828	-4.60517	0.1030156
13080	-109.0679	-104.4627	-4.60517	0.07107347
13090	-108.5524	-103.9472	-4.60517	0.08638909
13100	-108.5734	-103.9682	-4.60517	0.09396586
13110	-108.9534	-104.3483	-4.60517	0.07302454
13120	-111.2599	-106.6547	-4.60517	0.05175893
13130	-109.8642	-105.2591	-4.60517	0.1232805
13140	-109.1805	-104.5753	-4.60517	0.06937997
13150	-108.7002	-104.095	-4.60517	0.07889458
13160	-110.8636	-106.2584	-4.60517	0.1359083
13170	-108.5572	-103.952	-4.60517	0.08583846
13180	-108.5564	-103.9512	-4.60517	0.09241112
13190	-110.4264	-105.8212	-4.60517	0.05711369
13200	-109.1965	-104.5913	-4.60517	0.1124296
13210	-108.9533	-104.3482	-4.60517	0.1073225
13220	-108.6484	-104.0432	-4.60517	0.08067441
13230	-108.6449	-104.0397	-4.60517	0.09797131
13240	-108.58	-103.9748	-4.60517	0.09445701
13250	-109.6743	-105.0692	-4.60517	0.1204908
13260	-108.5419	-103.9367	-4.60517	0.08953943
13270	-109.1169	-104.5118	-4.60517	0.1108672
13280	-108.556	-103.9509	-4.60517	0.08596239
13290	-108.546	-103.9408	-4.60517	0.08737652
13300	-108.8394	-104.2343	-4.60517	0.0753044
13310	-110.8856	-106.2804	-4.60517	0.05400185
13320	-108.6807	-104.0755	-4.60517	0.07952267
13330	-108.543	-103.9379	-4.60517	0.09012837
13340	-108.747	-104.1419	-4.60517	0.1017569
13350	-108.7193	-104.1141	-4.60517	0.100838
13360	-108.9742	-104.3691	-4.60517	0.1078062
13370	-108.5501	-103.9449	-4.60517	0.09160417
13380	-109.3131	-104.7079	-4.60517	0.06759711
13390	-108.5454	-103.9402	-4.60517	0.09077652
13400	-108.6022	-103.997	-4.60517	0.08271234
13410	-109.6921	-105.087	-4.60517	0.12076
13420	-108.7584	-104.1532	-4.60517	0.1021161
13430	-108.5918	-103.9866	-4.60517	0.08327536
13440	-108.7337	-104.1285	-4.60517	0.1013222
13450	-108.5429	-103.9378	-4.60517	0.08817275
13460	-108.5632	-103.958	-4.60517	0.09310508
13470	-108.6963	-104.0911	-4.60517	0.1000268
13480	-109.5797	-104.9745	-4.60517	0.1190292
13490	-109.0206	-104.4154	-4.60517	0.1088435
13500	-108.737	-104.1319	-4.60517	0.07781624
13510	-109.7486	-105.1435	-4.60517	0.1216033
13520	-108.6085	-104.0033	-4.60517	0.09620278
13530	-108.7183	-104.1131	-4.60517	0.1008054
13540	-108.5897	-103.9845	-4.60517	0.08339743
13550	-109.0682	-104.463	-4.60517	0.1098629
13560	-108.6022	-103.997	-4.60517	0.08271098
13570	-110.0242	-105.419	-4.60517	0.125506
13580	-108.6608	-104.0556	-4.60517	0.09865172
13590	-109.5344	-104.9293	-4.60517	0.1183108
13600	-112.5899	-107.9847	-4.60517	0.04522931
13610	-108.5631	-103.9579	-4.60517	0.08527067
13620	-108.5418	-103.9366	-4.60517	0.0888273
13630	-108.5515	-103.9463	-4.60517	0.08650783
13640	-108.6798	-104.0746	-4.60517	0.09940726
13650	-109.1951	-104.59	-4.60517	0.06917304
13660	-108.8796	-104.2744	-4.60517	0.1055202
13670	-108.5448	-103.9396	-4.60517	0.08764297
13680	-109.0337	-104.4285	-4.60517	0.07162822
13690	-111.6546	-107.0494	-4.60517	0.1444476
13700	-108.7146	-104.1094	-4.60517	0.100677
13710	-108.7903	-104.1851	-4.60517	0.1030822
13720	-109.318	-104.7128	-4.60517	0.1146654
13730	-109.6781	-105.0729	-4.60517	0.1205481
13740	-108.9441	-104.3389	-4.60517	0.1071052
13750	-108.9604	-104.3553	-4.60517	0.1074878
13760	-108.5419	-103.9367	-4.60517	0.08952556
13770	-108.952	-104.3468	-4.60517	0.07305055
13780	-108.6563	-104.0511	-4.60517	0.08037627
13790	-109.9154	-105.3103	-4.60517	0.1240041
13800	-109.6702	-105.0651	-4.60517	0.1204287
13810	-108.827	-104.2219	-4.60517	0.1041271
13820	-109.4811	-104.876	-4.60517	0.06558234
13830	-109.4038	-104.7986	-4.60517	0.1161559
13840	-110.1648	-105.5596	-4.60517	0.05911715
13850	-111.3734	-106.7683	-4.60517	0.1415163
13860	-111.5089	-106.9037	-4.60517	0.1429414
13870	-108.5451	-103.9399	-4.60517	0.08757172
13880	-108.5475	-103.9423	-4.60517	0.09118991
13890	-108.701	-104.0958	-4.60517	0.07887142
13900	-108.5967	-103.9915	-4.60517	0.08300257
13910	-108.5585	-103.9533	-4.60517	0.09263701
13920	-109.0985	-104.4933	-4.60517	0.07059352
13930	-108.6849	-104.0797	-4.60517	0.07938424
13940	-109.3667	-104.7616	-4.60517	0.0669278
13950	-108.838	-104.2328	-4.60517	0.1044273
13960	-108.6227	-104.0175	-4.60517	0.09693697
13970	-108.7721	-104.1669	-4.60517	0.07688901
13980	-111.7078	-107.1026	-4.60517	0.04934321
13990	-108.5508	-103.9456	-4.60517	0.09170986
14000	-109.3926	-104.7874	-4.60517	0.1159654
14010	-109.7864	-105.1813	-4.60517	0.1221588
14020	-108.6538	-104.0486	-4.60517	0.08046939
14030	-109.2557	-104.6505	-4.60517	0.1135394
14040	-108.9943	-104.3891	-4.60517	0.1082611
14050	-108.6306	-104.0254	-4.60517	0.08138852
14060	-108.6578	-104.0526	-4.60517	0.09852531
14070	-108.7832	-104.178	-4.60517	0.1028715
14080	-110.4792	-105.874	-4.60517	0.1313659
14090	-108.5849	-103.9798	-4.60517	0.08368269
14100	-108.907	-104.3018	-4.60517	0.1062086
14110	-109.3712	-104.7661	-4.60517	0.1155986
14120	-108.5422	-103.937	-4.60517	0.08977193
14130	-108.5423	-103.9372	-4.60517	0.08842401
14140	-108.6017	-103.9965	-4.60517	0.08273675
14150	-108.8495	-104.2443	-4.60517	0.07508564
14160	-108.5764	-103.9712	-4.60517	0.0842368
14170	-109.3751	-104.7699	-4.60517	0.06682587
14180	-109.4397	-104.8345	-4.60517	0.06605791
14190	-109.1075	-104.5023	-4.60517	0.0704564
14200	-108.8211	-104.2159	-4.60517	0.1039618
14210	-108.5465	-103.9413	-4.60517	0.09100354
14220	-110.3037	-105.6985	-4.60517	0.1291773
14230	-108.6021	-103.997	-4.60517	0.08271305
14240	-108.5919	-103.9868	-4.60517	0.08326751
14250	-109.6313	-105.0261	-4.60517	0.06395973
14260	-108.8489	-104.2437	-4.60517	0.07509767
14270	-108.5425	-103.9373	-4.60517	0.08991597
14280	-110.4243	-105.8191	-4.60517	0.1306901
14290	-109.1864	-104.5812	-4.60517	0.1122358
14300	-108.5422	-103.937	-4.60517	0.08849414
14310	-108.5453	-103.9401	-4.60517	0.09074608
14320	-108.5727	-103.9675	-4.60517	0.09391222
14330	-109.3973	-104.7922	-4.60517	0.06655744
14340	-108.6733	-104.0681	-4.60517	0.07977188
14350	-108.7815	-104.1763	-4.60517	0.102822
14360	-109.193	-104.5878	-4.60517	0.06920294
14370	-110.1438	-105.5386	-4.60517	0.1271079
14380	-109.3161	-104.7109	-4.60517	0.06755884
14390	-108.9134	-104.3083	-4.60517	0.1063677
14400	-108.7294	-104.1242	-4.60517	0.1011809
14410	-108.6113	-104.0061	-4.60517	0.09635396
14420	-111.7238	-107.1187	-4.60517	0.04926131
14430	-108.5637	-103.9585	-4.60517	0.09314988
14440	-110.3887	-105.7835	-4.60517	0.1302473
14450	-108.6383	-104.0331	-4.60517	0.09767735
14460	-108.8667	-104.2615	-4.60517	0.07471986
14470	-108.7579	-104.1528	-4.60517	0.1021022
14480	-108.8313	-104.2261	-4.60517	0.07548432
14490	-108.8489	-104.2437	-4.60517	0.1047193
14500	-108.8457	-104.2406	-4.60517	0.1046354
14510	-108.5524	-103.9472	-4.60517	0.09192559
14520	-109.9275	-105.3223	-4.60517	0.1241725
14530	-109.3842	-104.779	-4.60517	0.06671556
14540	-109.6746	-105.0694	-4.60517	0.06351764
14550	-108.6717	-104.0665	-4.60517	0.07982652
14560	-109.0087	-104.4035	-4.60517	0.1085813
14570	-109.4806	-104.8754	-4.60517	0.1174386
14580	-109.75	-105.1448	-4.60517	0.0627717
14590	-108.5681	-103.963	-4.60517	0.08484918
14600	-108.764	-104.1589	-4.60517	0.1022916
14610	-109.5089	-104.9037	-4.60517	0.06527133
14620	-109.44	-104.8348	-4.60517	0.1167663
14630	-109.1251	-104.5199	-4.60517	0.07018958
14640	-109.6585	-105.0533	-4.60517	0.1202494
14650	-108.5988	-103.9936	-4.60517	0.09565712
14660	-108.6638	-104.0586	-4.60517	0.08010336
14670	-108.8642	-104.2591	-4.60517	0.07477133
14680	-108.6983	-104.0931	-4.60517	0.1000982
14690	-108.6863	-104.0811	-4.60517	0.07933679
14700	-109.2022	-104.597	-4.60517	0.06907445
14710	-108.55	-103.9448	-4.60517	0.08670659
14720	-108.545	-103.9398	-4.60517	0.09068676
14730	-108.5433	-103.9381	-4.60517	0.09021587
14740	-108.6233	-104.0182	-4.60517	0.09697005
14750	-108.6043	-103.9991	-4.60517	0.08260492
14760	-108.6113	-104.0061	-4.60517	0.09635326
14770	-109.3707	-104.7656	-4.60517	0.1155899
14780	-109.1951	-104.5899	-4.60517	0.1124032
14790	-109.0187	-104.4136	-4.60517	0.1088028
14800	-108.7076	-104.1024	-4.60517	0.07866894
14810	-109.4138	-104.8086	-4.60517	0.06636159
14820	-108.9925	-104.3873	-4.60517	0.1082197
14830	-108.5516	-103.9464	-4.60517	0.09182007
14840	-109.2134	-104.6083	-4.60517	0.1127516
14850	-108.5608	-103.9556	-4.60517	0.08548484
14860	-108.5417	-103.9365	-4.60517	0.08896902
14870	-109.1446	-104.5395	-4.60517	0.1114212
14880	-108.89	-104.2848	-4.60517	0.1057858
14890	-109.2773	-104.6721	-4.60517	0.1139342
14900	-109.0467	-104.4416	-4.60517	0.07141439
14910	-108.5438	-103.9387	-4.60517	0.09038649
14920	-108.5559	-103.9507	-4.60517	0.08597956
14930	-108.8107	-104.2055	-4.60517	0.1036709
14940	-110.5179	-105.9127	-4.60517	0.1318386
14950	-109.0076	-104.4024	-4.60517	0.07206715
14960	-108.5532	-103.948	-4.60517	0.09202457
14970	-108.9992	-104.394	-4.60517	0.07221128
14980	-110.309	-105.7038	-4.60517	0.1292446
14990	-108.5416	-103.9365	-4.60517	0.0891332
15000	-112.8143	-108.2092	-4.60517	0.1556581
15010	-108.5421	-103.9369	-4.60517	0.08854592
15020	-108.9769	-104.3717	-4.60517	0.1078668
15030	-111.7785	-107.1734	-4.60517	0.1457095
15040	-110.4771	-105.8719	-4.60517	0.1313408
15050	-108.57	-103.9648	-4.60517	0.08470373
15060	-108.5435	-103.9384	-4.60517	0.09029933
15070	-108.7506	-104.1454	-4.60517	0.1018712
15080	-108.5757	-103.9705	-4.60517	0.08428917
15090	-108.9108	-104.3056	-4.60517	0.07382981
15100	-108.5482	-103.9431	-4.60517	0.09131501
15110	-108.6175	-104.0123	-4.60517	0.09667768
15120	-109.8307	-105.2255	-4.60517	0.06200471
15130	-108.6966	-104.0914	-4.60517	0.1000363
15140	-109.3897	-104.7845	-4.60517	0.06664909
15150	-108.6415	-104.0364	-4.60517	0.08094098
15160	-108.5911	-103.986	-4.60517	0.09519627
15170	-109.3265	-104.7213	-4.60517	0.114817
15180	-108.5425	-103.9373	-4.60517	0.08991706
15190	-108.5772	-103.972	-4.60517	0.08418419
15200	-108.7496	-104.1444	-4.60517	0.1018397
15210	-109.5947	-104.9895	-4.60517	0.1192643
15220	-108.5441	-103.9389	-4.60517	0.090455
15230	-108.7176	-104.1124	-4.60517	0.07837126
15240	-108.5426	-103.9374	-4.60517	0.08996434
15250	-108.9173	-104.3121	-4.60517	0.07370342
15260	-108.5447	-103.9396	-4.60517	0.08765078
15270	-110.4329	-105.8277	-4.60517	0.1307967
15280	-109.6053	-105.0001	-4.60517	0.06423014
15290	-108.8021	-104.197	-4.60517	0.1034261
15300	-108.5716	-103.9664	-4.60517	0.09382532
15310	-109.0964	-104.4912	-4.60517	0.1104484
15320	-108.9131	-104.308	-4.60517	0.1063598
15330	-108.5417	-103.9365	-4.60517	0.08901697
15340	-108.9027	-104.2976	-4.60517	0.1061038
15350	-108.5551	-103.9499	-4.60517	0.09225947
15360	-110.7647	-106.1596	-4.60517	0.1347699
15370	-108.6604	-104.0553	-4.60517	0.08022454
15380	-108.8547	-104.2496	-4.60517	0.07497295
15390	-108.7891	-104.184	-4.60517	0.1030484
15400	-108.7981	-104.1929	-4.60517	0.1033097
15410	-108.5701	-103.965	-4.60517	0.09370878
15420	-111.0489	-106.4437	-4.60517	0.1379951
15430	-108.91	-104.3049	-4.60517	0.07384458
15440	-108.7938	-104.1886	-4.60517	0.1031846
15450	-108.9263	-104.3211	-4.60517	0.07353092
15460	-108.5437	-103.9385	-4.60517	0.08792933
15470	-108.595	-103.9898	-4.60517	0.09543364
15480	-108.7793	-104.1741	-4.60517	0.1027566
15490	-108.5418	-103.9366	-4.60517	0.0894083
15500	-108.546	-103.9409	-4.60517	0.08737154
15510	-108.5815	-103.9764	-4.60517	0.08389588
15520	-109.3552	-104.75	-4.60517	0.06706939
15530	-108.6883	-104.0831	-4.60517	0.09973106
15540	-109.1712	-104.566	-4.60517	0.1119426
15550	-108.6782	-104.073	-4.60517	0.09934588
15560	-108.5452	-103.94	-4.60517	0.09072764
15570	-108.6598	-104.0547	-4.60517	0.09861161
15580	-108.5843	-103.9791	-4.60517	0.08372314
15590	-108.7121	-104.107	-4.60517	0.1005915
15600	-108.7891	-104.1839	-4.60517	0.07646813
15610	-108.5821	-103.9769	-4.60517	0.09460106
15620	-111.3599	-106.7548	-4.60517	0.141373
15630	-108.5417	-103.9365	-4.60517	0.08922889
15640	-108.5638	-103.9587	-4.60517	0.09316203
15650	-108.9916	-104.3864	-4.60517	0.1082
15660	-109.4655	-104.8603	-4.60517	0.1171895
15670	-108.5889	-103.9838	-4.60517	0.09505579
15680	-109.0451	-104.4399	-4.60517	0.07144057
15690	-109.5801	-104.975	-4.60517	0.1190362
15700	-108.5549	-103.9497	-4.60517	0.09223921
15710	-110.9912	-106.3861	-4.60517	0.1373527
15720	-108.5528	-103.9476	-4.60517	0.08633402
15730	-108.5444	-103.9393	-4.60517	0.09054645
15740	-109.2893	-104.6841	-4.60517	0.1141525
15750	-110.6183	-106.0131	-4.60517	0.05575737
15760	-109.1009	-104.4957	-4.60517	0.1105404
15770	-108.5649	-103.9597	-4.60517	0.09326107
15780	-108.6347	-104.0295	-4.60517	0.09751068
15790	-108.6251	-104.0199	-4.60517	0.09705399
15800	-110.1199	-105.5147	-4.60517	0.05948197
15810	-108.5888	-103.9837	-4.60517	0.08344613
15820	-108.9137	-104.3085	-4.60517	0.106374
15830	-109.5232	-104.9181	-4.60517	0.1181309
15840	-109.1853	-104.5802	-4.60517	0.1122158
15850	-108.5557	-103.9505	-4.60517	0.08599963
15860	-108.6135	-104.0084	-4.60517	0.09647246
15870	-108.7106	-104.1054	-4.60517	0.1005376
15880	-109.073	-104.4678	-4.60517	0.07099228
15890	-109.2539	-104.6488	-4.60517	0.06836812
15900	-108.5433	-103.9382	-4.60517	0.09023608
15910	-109.3741	-104.7689	-4.60517	0.06683786
15920	-109.4482	-104.843	-4.60517	0.1169028
15930	-108.7631	-104.1579	-4.60517	0.1022627
15940	-109.2248	-104.6197	-4.60517	0.06876161
15950	-108.8248	-104.2197	-4.60517	0.1040667
15960	-109.2426	-104.6374	-4.60517	0.1132973
15970	-108.8901	-104.2849	-4.60517	0.1057882
15980	-108.6606	-104.0554	-4.60517	0.09864113
15990	-108.5633	-103.9581	-4.60517	0.08525723
16000	-108.7907	-104.1856	-4.60517	0.07642716
16010	-108.6593	-104.0541	-4.60517	0.08026633
16020	-108.6565	-104.0513	-4.60517	0.09847064
16030	-109.3891	-104.7839	-4.60517	0.06665664
16040	-108.7584	-104.1533	-4.60517	0.07724044
16050	-108.5489	-103.9437	-4.60517	0.08687099
16060	-109.306	-104.7009	-4.60517	0.1144529
16070	-109.0154	-104.4103	-4.60517	0.10873
16080	-109.5569	-104.9517	-4.60517	0.1186683
16090	-108.8409	-104.2357	-4.60517	0.0752732
16100	-108.9672	-104.3621	-4.60517	0.1076453
16110	-108.895	-104.2898	-4.60517	0.07414226
16120	-108.6958	-104.0907	-4.60517	0.0790316
16130	-109.3559	-104.7508	-4.60517	0.1153335
16140	-108.7087	-104.1035	-4.60517	0.07863587
16150	-108.5416	-103.9365	-4.60517	0.08918311
16160	-109.1531	-104.5479	-4.60517	0.1115887
16170	-109.4556	-104.8504	-4.60517	0.06587399
16180	-108.5659	-103.9608	-4.60517	0.08502697
16190	-109.3061	-104.7009	-4.60517	0.1144544
16200	-108.57	-103.9649	-4.60517	0.08470165
16210	-108.9059	-104.3007	-4.60517	0.1061813
16220	-109.4304	-104.8252	-4.60517	0.06616672
16230	-108.5709	-103.9657	-4.60517	0.0846387
16240	-109.223	-104.6178	-4.60517	0.112932
16250	-108.7718	-104.1666	-4.60517	0.1025291
16260	-108.8988	-104.2936	-4.60517	0.106006
16270	-108.7078	-104.1026	-4.60517	0.1004379
16280	-108.5699	-103.9648	-4.60517	0.08470831
16290	-109.3102	-104.7051	-4.60517	0.06763358
16300	-108.5753	-103.9701	-4.60517	0.09411108
16310	-108.8143	-104.2091	-4.60517	0.07587054
16320	-108.6181	-104.013	-4.60517	0.09670952
16330	-108.5736	-103.9685	-4.60517	0.09398695
16340	-108.6186	-104.0135	-4.60517	0.09673524
16350	-108.5971	-103.9919	-4.60517	0.08298071
16360	-108.7892	-104.184	-4.60517	0.07646435
16370	-108.9468	-104.3416	-4.60517	0.07314759
16380	-108.5827	-103.9775	-4.60517	0.08382265
16390	-108.6351	-104.03	-4.60517	0.09753292
16400	-108.6584	-104.0532	-4.60517	0.08029978
16410	-109.5456	-104.9404	-4.60517	0.1184889
16420	-108.5434	-103.9382	-4.60517	0.08802909
16430	-108.5431	-103.9379	-4.60517	0.09014756
16440	-108.5552	-103.95	-4.60517	0.0860575
16450	-109.4705	-104.8653	-4.60517	0.0657037
16460	-108.6624	-104.0573	-4.60517	0.09871852
16470	-108.5788	-103.9736	-4.60517	0.09437009
16480	-108.6111	-104.006	-4.60517	0.08226525
16490	-108.6836	-104.0784	-4.60517	0.07942655
16500	-109.0249	-104.4198	-4.60517	0.0717742
16510	-108.6835	-104.0784	-4.60517	0.09955123
16520	-108.5418	-103.9366	-4.60517	0.08946845
16530	-111.8862	-107.281	-4.60517	0.04844887
16540	-109.1596	-104.5544	-4.60517	0.1117162
16550	-108.6233	-104.0181	-4.60517	0.08170494
16560	-108.6202	-104.0151	-4.60517	0.09681518
16570	-109.0811	-104.4759	-4.60517	0.1101326
16580	-108.6231	-104.0179	-4.60517	0.08171297
16590	-108.861	-104.2558	-4.60517	0.07483943
16600	-108.9659	-104.3607	-4.60517	0.1076135
16610	-108.8905	-104.2853	-4.60517	0.1057975
16620	-110.2009	-105.5957	-4.60517	0.05882882
16630	-108.8976	-104.2925	-4.60517	0.07408909
16640	-110.624	-106.0188	-4.60517	0.05571875
16650	-108.5482	-103.943	-4.60517	0.0913067
16660	-108.5429	-103.9377	-4.60517	0.08820064
16670	-108.585	-103.9798	-4.60517	0.0948007
16680	-109.429	-104.8238	-4.60517	0.06618249
16690	-108.5685	-103.9634	-4.60517	0.09357723
16700	-108.8932	-104.288	-4.60517	0.1058655
16710	-108.8932	-104.288	-4.60517	0.1058661
16720	-108.8151	-104.2099	-4.60517	0.07585241
16730	-108.9366	-104.3314	-4.60517	0.1069266
16740	-108.9219	-104.3167	-4.60517	0.1065732
16750	-110.1399	-105.5347	-4.60517	0.05931845
16760	-109.9275	-105.3223	-4.60517	0.06112375
16770	-109.4402	-104.8351	-4.60517	0.1167704
16780	-108.8034	-104.1983	-4.60517	0.1034633
16790	-108.5736	-103.9684	-4.60517	0.08443526
16800	-108.5554	-103.9502	-4.60517	0.08603546
16810	-108.5436	-103.9384	-4.60517	0.09030175
16820	-109.0417	-104.4366	-4.60517	0.1093015
16830	-108.6613	-104.0561	-4.60517	0.09867049
16840	-108.5418	-103.9366	-4.60517	0.08880766
16850	-108.5417	-103.9365	-4.60517	0.08902456
16860	-108.591	-103.9858	-4.60517	0.09518593
16870	-109.3843	-104.7792	-4.60517	0.06671362
16880	-108.6317	-104.0265	-4.60517	0.09737232
16890	-108.7802	-104.175	-4.60517	0.1027832
16900	-108.5976	-103.9925	-4.60517	0.0955907
16910	-109.0602	-104.455	-4.60517	0.1096943
16920	-108.5416	-103.9365	-4.60517	0.08908029
16930	-108.6027	-103.9975	-4.60517	0.0826851
16940	-108.5632	-103.9581	-4.60517	0.08526042
16950	-109.2467	-104.6415	-4.60517	0.06846558
16960	-110.8274	-106.2223	-4.60517	0.1354946
16970	-108.5739	-103.9688	-4.60517	0.09401012
16980	-108.554	-103.9488	-4.60517	0.08619323
16990	-110.2043	-105.5991	-4.60517	0.1279002
17000	-108.5441	-103.939	-4.60517	0.08779874
