Iteration	Posterior	Likelihood	Prior	birth_rate
1440	-109.6219	-105.0167	-4.60517	0.06405702
1450	-108.6588	-104.0536	-4.60517	0.09856912
1460	-108.748	-104.1428	-4.60517	0.07751776
1470	-108.5421	-103.9369	-4.60517	0.08969714
1480	-108.7895	-104.1844	-4.60517	0.1030602
1490	-108.5485	-103.9433	-4.60517	0.09135947
1500	-108.6397	-104.0345	-4.60517	0.09774168
1510	-108.8019	-104.1967	-4.60517	0.07616052
1520	-109.4011	-104.7959	-4.60517	0.1161104
1530	-109.1573	-104.5521	-4.60517	0.1116703
1540	-110.0067	-105.4016	-4.60517	0.1252681
1550	-108.9997	-104.3946	-4.60517	0.07220224
1560	-109.1735	-104.5683	-4.60517	0.1119872
1570	-108.8237	-104.2186	-4.60517	0.07565468
1580	-109.0024	-104.3973	-4.60517	0.07215561
1590	-108.7142	-104.109	-4.60517	0.07847188
1600	-109.1829	-104.5777	-4.60517	0.1121684
1610	-108.6991	-104.0939	-4.60517	0.1001263
1620	-109.2976	-104.6924	-4.60517	0.1143009
1630	-108.5836	-103.9784	-4.60517	0.08376633
1640	-108.639	-104.0338	-4.60517	0.08104426
1650	-110.4111	-105.8059	-4.60517	0.1305264
1660	-108.6773	-104.0721	-4.60517	0.09930951
1670	-109.6249	-105.0198	-4.60517	0.06402544
1680	-108.5591	-103.954	-4.60517	0.08564043
1690	-109.1896	-104.5845	-4.60517	0.06925061
1700	-111.9936	-107.3884	-4.60517	0.04792719
1710	-109.154	-104.5489	-4.60517	0.06976113
1720	-108.544	-103.9389	-4.60517	0.09043808
1730	-111.8587	-107.2536	-4.60517	0.1465168
1740	-108.5629	-103.9577	-4.60517	0.08529033
1750	-108.9987	-104.3935	-4.60517	0.07221971
1760	-108.5586	-103.9534	-4.60517	0.09264857
1770	-108.6851	-104.08	-4.60517	0.07937445
1780	-109.7931	-105.188	-4.60517	0.1222562
1790	-108.657	-104.0518	-4.60517	0.08034989
1800	-111.1996	-106.5945	-4.60517	0.0521051
1810	-108.9474	-104.3423	-4.60517	0.07313501
1820	-108.6145	-104.0093	-4.60517	0.08210513
1830	-108.599	-103.9938	-4.60517	0.09566895
1840	-108.6106	-104.0054	-4.60517	0.09631558
1850	-108.8702	-104.265	-4.60517	0.07464749
1860	-109.9842	-105.379	-4.60517	0.06062533
1870	-108.5628	-103.9576	-4.60517	0.08530102
1880	-109.1584	-104.5532	-4.60517	0.1116925
1890	-109.0691	-104.4639	-4.60517	0.1098819
1900	-108.6992	-104.094	-4.60517	0.1001317
1910	-109.6588	-105.0536	-4.60517	0.1202546
1920	-109.1177	-104.5125	-4.60517	0.1108818
1930	-108.6319	-104.0267	-4.60517	0.09737967
1940	-108.5619	-103.9567	-4.60517	0.09297974
1950	-109.5471	-104.9419	-4.60517	0.06485189
1960	-109.6966	-105.0914	-4.60517	0.1208267
1970	-108.5681	-103.9629	-4.60517	0.09353866
1980	-109.7786	-105.1734	-4.60517	0.06249618
1990	-108.5507	-103.9455	-4.60517	0.09168809
2000	-109.6612	-105.056	-4.60517	0.06365327
2010	-108.8679	-104.2628	-4.60517	0.07469377
2020	-109.1642	-104.559	-4.60517	0.1118063
2030	-108.81	-104.2048	-4.60517	0.1036514
2040	-108.572	-103.9668	-4.60517	0.08455216
2050	-108.5561	-103.9509	-4.60517	0.09237429
2060	-108.6082	-104.0031	-4.60517	0.09619007
2070	-108.5498	-103.9446	-4.60517	0.08673466
2080	-109.1019	-104.4968	-4.60517	0.07054107
2090	-109.0853	-104.4801	-4.60517	0.1102196
2100	-108.5831	-103.9779	-4.60517	0.09467033
2110	-108.7211	-104.1159	-4.60517	0.1009003
2120	-109.5515	-104.9463	-4.60517	0.1185832
2130	-108.5465	-103.9413	-4.60517	0.08727667
2140	-109.2401	-104.6349	-4.60517	0.1132506
2150	-108.7701	-104.1649	-4.60517	0.1024771
2160	-109.4684	-104.8632	-4.60517	0.06572773
2170	-108.7243	-104.1191	-4.60517	0.1010094
2180	-108.5815	-103.9763	-4.60517	0.09456094
2190	-109.2433	-104.6381	-4.60517	0.1133105
2200	-108.9231	-104.3179	-4.60517	0.1066028
2210	-109.3462	-104.741	-4.60517	0.06718136
2220	-108.8355	-104.2303	-4.60517	0.07539114
2230	-108.5456	-103.9404	-4.60517	0.09081062
2240	-109.3345	-104.7294	-4.60517	0.0673262
2250	-108.637	-104.0318	-4.60517	0.09761774
2260	-108.9994	-104.3942	-4.60517	0.1083753
2270	-108.7116	-104.1064	-4.60517	0.1005723
2280	-108.5423	-103.9371	-4.60517	0.08843479
2290	-108.7899	-104.1847	-4.60517	0.1030698
2300	-108.5435	-103.9383	-4.60517	0.09027837
2310	-109.3773	-104.7722	-4.60517	0.1157037
2320	-108.6213	-104.0161	-4.60517	0.08179533
2330	-108.5421	-103.9369	-4.60517	0.08970877
2340	-109.2715	-104.6664	-4.60517	0.06813488
2350	-108.5737	-103.9685	-4.60517	0.08442725
2360	-108.7055	-104.1003	-4.60517	0.07873181
2370	-110.1776	-105.5724	-4.60517	0.05901423
2380	-108.5559	-103.9507	-4.60517	0.08597716
2390	-108.62	-104.0149	-4.60517	0.09680562
2400	-108.7161	-104.1109	-4.60517	0.07841493
2410	-108.7624	-104.1572	-4.60517	0.07713718
2420	-108.6986	-104.0934	-4.60517	0.07894467
2430	-108.678	-104.0729	-4.60517	0.07961058
2440	-108.5501	-103.945	-4.60517	0.08668754
2450	-109.0537	-104.4485	-4.60517	0.1095571
2460	-109.9953	-105.3901	-4.60517	0.1251109
2470	-110.9333	-106.3282	-4.60517	0.05370254
2480	-108.5489	-103.9437	-4.60517	0.09141506
2490	-108.9425	-104.3373	-4.60517	0.1070668
2500	-108.6999	-104.0948	-4.60517	0.1001587
2510	-108.7822	-104.177	-4.60517	0.1028419
2520	-108.761	-104.1558	-4.60517	0.1021974
2530	-110.737	-106.1318	-4.60517	0.05496007
2540	-110.8505	-106.2453	-4.60517	0.1357587
2550	-108.7535	-104.1484	-4.60517	0.1019639
2560	-109.1142	-104.509	-4.60517	0.07035372
2570	-108.8455	-104.2404	-4.60517	0.07517108
2580	-109.1739	-104.5687	-4.60517	0.111995
2590	-108.641	-104.0358	-4.60517	0.08096416
2600	-110.8641	-106.2589	-4.60517	0.05413792
2610	-111.0027	-106.3975	-4.60517	0.05327532
2620	-108.9124	-104.3072	-4.60517	0.1063413
2630	-110.5381	-105.9329	-4.60517	0.132083
2640	-109.7279	-105.1227	-4.60517	0.06298696
2650	-108.5428	-103.9376	-4.60517	0.09003699
2660	-109.8198	-105.2147	-4.60517	0.1226436
2670	-110.7939	-106.1887	-4.60517	0.1351077
2680	-108.5556	-103.9504	-4.60517	0.08601337
2690	-108.8985	-104.2933	-4.60517	0.0740718
2700	-109.1645	-104.5593	-4.60517	0.1118116
2710	-108.5527	-103.9476	-4.60517	0.08634414
2720	-109.5764	-104.9712	-4.60517	0.06453623
2730	-108.9815	-104.3763	-4.60517	0.07252037
2740	-108.6821	-104.077	-4.60517	0.079474
2750	-108.5671	-103.9619	-4.60517	0.08493542
2760	-108.7411	-104.136	-4.60517	0.1015667
2770	-108.5417	-103.9365	-4.60517	0.08935419
2780	-108.9555	-104.3503	-4.60517	0.1073721
2790	-109.9753	-105.3702	-4.60517	0.06070239
2800	-109.5155	-104.9104	-4.60517	0.0651974
2810	-108.6479	-104.0427	-4.60517	0.08069365
2820	-109.7086	-105.1035	-4.60517	0.1210078
2830	-108.5579	-103.9527	-4.60517	0.09257088
2840	-108.5465	-103.9413	-4.60517	0.09100379
2850	-108.6486	-104.0434	-4.60517	0.08066646
2860	-108.5433	-103.9381	-4.60517	0.0902221
2870	-109.6551	-105.0499	-4.60517	0.06371509
2880	-108.5543	-103.9491	-4.60517	0.0861568
2890	-108.5433	-103.9382	-4.60517	0.08803222
2900	-108.6326	-104.0274	-4.60517	0.08130538
2910	-108.6488	-104.0436	-4.60517	0.09814451
2920	-108.5757	-103.9705	-4.60517	0.08428798
2930	-109.2561	-104.6509	-4.60517	0.06833925
2940	-108.6528	-104.0477	-4.60517	0.09831711
2950	-110.7262	-106.121	-4.60517	0.1343207
2960	-108.7409	-104.1358	-4.60517	0.1015607
2970	-108.5476	-103.9424	-4.60517	0.08708248
2980	-108.9168	-104.3117	-4.60517	0.1064507
2990	-109.778	-105.1729	-4.60517	0.0625016
3000	-108.5767	-103.9715	-4.60517	0.08422056
3010	-109.4938	-104.8887	-4.60517	0.1176546
3020	-112.5441	-107.939	-4.60517	0.1531534
3030	-108.8766	-104.2715	-4.60517	0.07451387
3040	-108.5688	-103.9636	-4.60517	0.09359799
3050	-108.6411	-104.0359	-4.60517	0.08095766
3060	-109.2296	-104.6244	-4.60517	0.1130552
3070	-110.0583	-105.4532	-4.60517	0.05999247
3080	-109.1342	-104.5291	-4.60517	0.1112148
3090	-108.6777	-104.0725	-4.60517	0.09932632
3100	-108.5826	-103.9774	-4.60517	0.09463727
3110	-108.5808	-103.9756	-4.60517	0.08394403
3120	-109.2811	-104.676	-4.60517	0.06800905
3130	-108.9311	-104.3259	-4.60517	0.1067959
3140	-110.3324	-105.7272	-4.60517	0.1295415
3150	-111.2931	-106.6879	-4.60517	0.1406588
3160	-109.1553	-104.5501	-4.60517	0.111632
3170	-108.6338	-104.0286	-4.60517	0.08125572
3180	-108.7	-104.0949	-4.60517	0.1001619
3190	-108.9206	-104.3154	-4.60517	0.1065418
3200	-108.8306	-104.2254	-4.60517	0.07550096
3210	-108.7897	-104.1845	-4.60517	0.1030639
3220	-108.5417	-103.9366	-4.60517	0.08885373
3230	-108.5483	-103.9431	-4.60517	0.09132298
3240	-109.4138	-104.8087	-4.60517	0.06636113
3250	-108.827	-104.2218	-4.60517	0.1041257
3260	-108.8381	-104.2329	-4.60517	0.07533381
3270	-108.597	-103.9918	-4.60517	0.09555189
3280	-109.3257	-104.7205	-4.60517	0.06743771
3290	-109.5524	-104.9473	-4.60517	0.1185979
3300	-108.5725	-103.9673	-4.60517	0.08451719
3310	-108.5431	-103.9379	-4.60517	0.08812098
3320	-108.6603	-104.0551	-4.60517	0.09862873
3330	-108.8758	-104.2706	-4.60517	0.1054229
3340	-108.5748	-103.9697	-4.60517	0.08434861
3350	-108.6702	-104.065	-4.60517	0.07987903
3360	-109.2959	-104.6907	-4.60517	0.1142705
3370	-109.9481	-105.3429	-4.60517	0.1244593
3380	-108.5641	-103.9589	-4.60517	0.08518331
3390	-108.5441	-103.9389	-4.60517	0.08782289
3400	-108.5652	-103.96	-4.60517	0.09328586
3410	-108.804	-104.1988	-4.60517	0.1034797
3420	-108.9657	-104.3605	-4.60517	0.1076095
3430	-108.5464	-103.9412	-4.60517	0.09097854
3440	-110.2121	-105.6069	-4.60517	0.05874023
3450	-109.0493	-104.4441	-4.60517	0.1094635
3460	-109.0513	-104.4462	-4.60517	0.07133931
3470	-108.5609	-103.9557	-4.60517	0.0854715
3480	-109.0945	-104.4893	-4.60517	0.1104104
3490	-110.4913	-105.8861	-4.60517	0.1315143
3500	-108.5476	-103.9424	-4.60517	0.08708545
3510	-110.3678	-105.7626	-4.60517	0.1299863
3520	-108.5988	-103.9936	-4.60517	0.09565965
3530	-108.9939	-104.3887	-4.60517	0.1082518
3540	-108.8226	-104.2174	-4.60517	0.104004
3550	-108.9284	-104.3233	-4.60517	0.1067317
3560	-109.515	-104.9098	-4.60517	0.06520361
3570	-108.8378	-104.2326	-4.60517	0.07534122
3580	-108.7759	-104.1707	-4.60517	0.102654
3590	-108.6106	-104.0055	-4.60517	0.09631846
3600	-109.693	-105.0879	-4.60517	0.1207734
3610	-108.8465	-104.2413	-4.60517	0.07515002
3620	-108.625	-104.0199	-4.60517	0.09705333
3630	-111.5495	-106.9444	-4.60517	0.0501673
3640	-110.488	-105.8828	-4.60517	0.1314738
3650	-108.5572	-103.9521	-4.60517	0.09250334
3660	-108.6	-103.9948	-4.60517	0.09572732
3670	-108.5655	-103.9603	-4.60517	0.08506592
3680	-108.5419	-103.9368	-4.60517	0.08866888
3690	-108.7597	-104.1546	-4.60517	0.1021583
3700	-108.5947	-103.9895	-4.60517	0.09541232
3710	-109.6007	-104.9956	-4.60517	0.1193587
3720	-109.4346	-104.8294	-4.60517	0.1166755
3730	-108.5706	-103.9655	-4.60517	0.08465582
3740	-108.6243	-104.0191	-4.60517	0.08166132
3750	-110.6312	-106.026	-4.60517	0.05566935
3760	-108.6185	-104.0134	-4.60517	0.08191841
3770	-108.5421	-103.9369	-4.60517	0.08967291
3780	-108.5696	-103.9644	-4.60517	0.08473729
3790	-108.6387	-104.0335	-4.60517	0.09769444
3800	-108.5481	-103.9429	-4.60517	0.08699582
3810	-108.9404	-104.3352	-4.60517	0.07326594
3820	-111.4597	-106.8545	-4.60517	0.1424266
3830	-108.8363	-104.2311	-4.60517	0.07537431
3840	-108.8427	-104.2376	-4.60517	0.1045553
3850	-108.7214	-104.1162	-4.60517	0.07826018
3860	-108.5598	-103.9546	-4.60517	0.08557832
3870	-109.1218	-104.5167	-4.60517	0.1109664
3880	-108.5425	-103.9373	-4.60517	0.0898949
3890	-111.2721	-106.6669	-4.60517	0.1404333
3900	-112.6979	-108.0928	-4.60517	0.1545861
3910	-108.6532	-104.048	-4.60517	0.09833148
3920	-109.308	-104.7028	-4.60517	0.1144881
3930	-109.0126	-104.4075	-4.60517	0.1086686
3940	-109.0385	-104.4334	-4.60517	0.1092331
3950	-109.1458	-104.5407	-4.60517	0.1114448
3960	-108.742	-104.1368	-4.60517	0.0776805
3970	-109.1514	-104.5463	-4.60517	0.06979935
3980	-109.2277	-104.6225	-4.60517	0.11302
3990	-108.5481	-103.9429	-4.60517	0.09129251
4000	-108.7994	-104.1942	-4.60517	0.1033472
4010	-108.5956	-103.9905	-4.60517	0.08306066
4020	-109.6547	-105.0495	-4.60517	0.1201917
4030	-108.6344	-104.0292	-4.60517	0.0974977
4040	-109.8257	-105.2205	-4.60517	0.1227276
4050	-108.5988	-103.9936	-4.60517	0.09565739
4060	-108.6419	-104.0367	-4.60517	0.08092813
4070	-109.1671	-104.5619	-4.60517	0.06957236
4080	-108.6063	-104.0012	-4.60517	0.09608581
4090	-108.5466	-103.9414	-4.60517	0.08726805
4100	-108.6672	-104.062	-4.60517	0.07998491
4110	-108.6589	-104.0538	-4.60517	0.08027878
4120	-109.011	-104.4058	-4.60517	0.07200987
4130	-108.5747	-103.9695	-4.60517	0.0843576
4140	-111.0665	-106.4613	-4.60517	0.1381909
4150	-108.5912	-103.9861	-4.60517	0.08330674
4160	-108.8493	-104.2441	-4.60517	0.1047304
4170	-108.8881	-104.2829	-4.60517	0.07428007
4180	-108.5851	-103.9799	-4.60517	0.09480403
4190	-109.1031	-104.4979	-4.60517	0.07052363
4200	-108.65	-104.0448	-4.60517	0.08061237
4210	-109.1963	-104.5911	-4.60517	0.0691575
4220	-109.5669	-104.9618	-4.60517	0.06463742
4230	-109.8549	-105.2498	-4.60517	0.06178017
4240	-110.6694	-106.0642	-4.60517	0.133653
4250	-108.9547	-104.3495	-4.60517	0.0730013
4260	-108.7357	-104.1305	-4.60517	0.1013898
4270	-108.7244	-104.1193	-4.60517	0.1010134
4280	-108.9297	-104.3245	-4.60517	0.1067612
4290	-108.6723	-104.0672	-4.60517	0.07980463
4300	-108.99	-104.3848	-4.60517	0.07237131
4310	-108.5841	-103.9789	-4.60517	0.09473941
4320	-108.5954	-103.9903	-4.60517	0.0830708
4330	-108.6501	-104.0449	-4.60517	0.08060951
4340	-108.5606	-103.9555	-4.60517	0.0928584
4350	-108.8323	-104.2271	-4.60517	0.07546242
4360	-108.9283	-104.3231	-4.60517	0.1067277
4370	-109.1362	-104.531	-4.60517	0.1112529
4380	-108.5485	-103.9434	-4.60517	0.08692881
4390	-109.2714	-104.6662	-4.60517	0.06813693
4400	-109.4385	-104.8333	-4.60517	0.1167413
4410	-109.6266	-105.0214	-4.60517	0.1197596
4420	-108.5537	-103.9485	-4.60517	0.09209193
4430	-108.5618	-103.9566	-4.60517	0.08538971
4440	-109.6494	-105.0442	-4.60517	0.1201103
4450	-108.5677	-103.9625	-4.60517	0.09350381
4460	-111.649	-107.0438	-4.60517	0.1443907
4470	-110.9199	-106.3147	-4.60517	0.1365495
4480	-110.1722	-105.567	-4.60517	0.1274817
4490	-108.6226	-104.0174	-4.60517	0.08173724
4500	-109.9171	-105.3119	-4.60517	0.06121616
4510	-108.6492	-104.0441	-4.60517	0.09816306
4520	-108.7824	-104.1772	-4.60517	0.07663127
4530	-108.5653	-103.9601	-4.60517	0.09329703
4540	-109.1807	-104.5755	-4.60517	0.06937758
4550	-109.6116	-105.0064	-4.60517	0.0641644
4560	-108.658	-104.0529	-4.60517	0.08031254
4570	-108.6048	-103.9996	-4.60517	0.09599969
4580	-108.5819	-103.9767	-4.60517	0.08387287
4590	-108.5437	-103.9385	-4.60517	0.09034347
4600	-108.9161	-104.3109	-4.60517	0.07372691
4610	-110.1632	-105.558	-4.60517	0.1273632
4620	-108.5544	-103.9493	-4.60517	0.08614066
4630	-108.5471	-103.9419	-4.60517	0.08717293
4640	-108.6295	-104.0243	-4.60517	0.08143565
4650	-109.9316	-105.3264	-4.60517	0.06108725
4660	-108.5636	-103.9584	-4.60517	0.0931391
4670	-108.713	-104.1079	-4.60517	0.1006231
4680	-108.553	-103.9479	-4.60517	0.08630659
4690	-109.109	-104.5038	-4.60517	0.07043296
4700	-108.9253	-104.3202	-4.60517	0.07354963
4710	-108.8216	-104.2164	-4.60517	0.1039772
4720	-108.55	-103.9448	-4.60517	0.08671279
4730	-108.6344	-104.0292	-4.60517	0.08123205
4740	-109.5081	-104.9029	-4.60517	0.1178861
4750	-108.5609	-103.9558	-4.60517	0.09288765
4760	-108.5711	-103.9659	-4.60517	0.08461893
4770	-108.7135	-104.1083	-4.60517	0.1006376
4780	-111.449	-106.8438	-4.60517	0.05070734
4790	-109.2282	-104.6231	-4.60517	0.06871491
4800	-108.8433	-104.2381	-4.60517	0.07522069
4810	-108.9144	-104.3093	-4.60517	0.07375931
4820	-108.828	-104.2228	-4.60517	0.07555911
4830	-108.5454	-103.9402	-4.60517	0.08749778
4840	-108.9393	-104.3341	-4.60517	0.1069915
4850	-108.7945	-104.1893	-4.60517	0.07633684
4860	-108.8355	-104.2303	-4.60517	0.1043583
4870	-108.6331	-104.028	-4.60517	0.08128293
4880	-109.2668	-104.6616	-4.60517	0.06819747
4890	-109.2677	-104.6625	-4.60517	0.06818602
4900	-108.5942	-103.989	-4.60517	0.0831393
4910	-110.9179	-106.3127	-4.60517	0.1365265
4920	-108.5702	-103.965	-4.60517	0.09371472
4930	-109.1963	-104.5911	-4.60517	0.1124252
4940	-110.1193	-105.5142	-4.60517	0.05948623
4950	-108.6841	-104.0789	-4.60517	0.09957253
4960	-109.0774	-104.4722	-4.60517	0.07092341
4970	-111.6525	-107.0473	-4.60517	0.04962794
4980	-108.5435	-103.9384	-4.60517	0.08797339
4990	-110.1122	-105.507	-4.60517	0.05954502
5000	-110.0972	-105.492	-4.60517	0.05966876
5010	-108.8582	-104.253	-4.60517	0.07489886
5020	-109.4997	-104.8945	-4.60517	0.1177497
5030	-109.3061	-104.701	-4.60517	0.1144545
5040	-108.5824	-103.9772	-4.60517	0.08384027
5050	-109.0865	-104.4814	-4.60517	0.0707796
5060	-108.5688	-103.9637	-4.60517	0.09360207
5070	-108.5479	-103.9427	-4.60517	0.09124925
5080	-108.7497	-104.1445	-4.60517	0.1018421
5090	-109.5858	-104.9806	-4.60517	0.1191248
5100	-109.5789	-104.9737	-4.60517	0.1190162
5110	-108.5418	-103.9366	-4.60517	0.0888113
5120	-108.6238	-104.0186	-4.60517	0.08168347
5130	-108.5417	-103.9365	-4.60517	0.08935051
5140	-108.5494	-103.9443	-4.60517	0.09150381
5150	-109.1016	-104.4964	-4.60517	0.07054584
5160	-109.4655	-104.8603	-4.60517	0.0657601
5170	-108.6013	-103.9961	-4.60517	0.08275749
5180	-108.5417	-103.9365	-4.60517	0.08921363
5190	-108.5782	-103.973	-4.60517	0.09432717
5200	-108.9454	-104.3402	-4.60517	0.07317323
5210	-108.6441	-104.0389	-4.60517	0.09793644
5220	-108.8631	-104.2579	-4.60517	0.1050946
5230	-108.6516	-104.0464	-4.60517	0.0982651
