Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	p_th	sigma2	t_half	theta
541	1	-38.52567	-36.76633	-1.759341	0.05157566	0.570622	0.2866265	13.43942	2.677323
542	0	-42.46951	-39.34292	-3.126588	0.07763192	0.686833	0.7784883	8.928636	2.676448
543	1	-38.55696	-36.89845	-1.658515	0.0539879	0.5841513	0.250455	12.83894	2.759678
544	0	-38.76828	-36.9002	-1.868081	0.05227312	0.574605	0.316419	13.26011	2.942937
545	1	-38.24598	-38.11555	-0.1304334	0.007712466	0.1369077	0.1044687	89.87361	2.215304
546	0	-38.06432	-37.20193	-0.8623882	0.02036907	0.310995	0.181645	34.02939	2.022659
547	1	-39.53568	-38.27903	-1.25665	0.009793384	0.1694444	0.3128454	70.77708	3.067063
548	0	-39.84854	-39.39171	-0.4568276	0.01898245	0.29447	0.1234803	36.51517	1.78265
549	1	-39.55259	-37.22635	-2.326236	0.06788835	0.6502411	0.4012725	10.2101	2.545841
550	0	-38.53213	-37.19528	-1.336845	0.02998659	0.4116299	0.2548444	23.11524	3.287605
551	1	-37.92108	-36.83745	-1.083623	0.02068892	0.3147283	0.2256018	33.5033	3.071113
552	0	-41.96266	-38.46386	-3.498797	0.1129718	0.7766999	0.6856373	6.135577	3.309237
553	1	-42.25094	-40.02537	-2.225569	0.03435341	0.4503185	0.5827107	20.17696	2.642342
554	0	-42.35886	-39.78448	-2.574379	0.1091116	0.7692573	0.2872811	6.352645	2.968368
555	1	-38.25525	-36.83391	-1.421348	0.03781888	0.4783736	0.2482699	18.32807	2.368612
556	0	-37.97808	-36.69203	-1.286051	0.0378357	0.4785044	0.2168015	18.31993	2.826157
557	1	-37.56084	-36.63322	-0.9276173	0.02569199	0.3695273	0.1798443	26.97911	2.71402
558	0	-37.58115	-36.87775	-0.7033905	0.01767773	0.278402	0.1609469	39.21019	3.057448
559	1	-37.64247	-36.97903	-0.6634371	0.009145665	0.1595001	0.1744514	75.7897	3.262729
560	0	-39.94403	-37.44076	-2.503266	0.07231068	0.6676993	0.449979	9.585682	2.528553
561	1	-37.77311	-37.32573	-0.4473719	0.008666213	0.1520334	0.1415076	79.9827	3.320175
562	0	-40.24068	-37.56876	-2.671923	0.09386936	0.7348849	0.3928068	7.384169	3.032543
563	1	-38.32103	-36.81397	-1.507065	0.03586955	0.4628658	0.2780415	19.32411	2.909109
564	0	-37.35126	-36.56013	-0.7911368	0.01406991	0.2311881	0.1848945	49.2645	2.459465
565	1	-37.8121	-36.58096	-1.231135	0.03290579	0.4379238	0.2200174	21.0646	2.737987
566	0	-38.07097	-37.45798	-0.6129951	0.01692611	0.2689093	0.1486058	40.95137	3.287769
567	1	-38.00065	-36.93977	-1.060882	0.03045871	0.4160044	0.192101	22.75694	3.082528
568	0	-38.15613	-36.76952	-1.386612	0.03810342	0.4805805	0.2388321	18.19121	2.997968
569	1	-38.65318	-36.93964	-1.713541	0.04275149	0.5147037	0.3101424	16.2134	2.945246
570	0	-42.01138	-38.95158	-3.059797	0.08937892	0.7229558	0.6168487	7.755153	2.107911
571	1	-37.84926	-37.06701	-0.7822496	0.002585819	0.04897082	0.215535	268.0571	2.532292
572	0	-37.16993	-36.60928	-0.5606509	0.00470422	0.08671593	0.1676033	147.3458	2.373019
573	1	-40.33681	-38.50535	-1.831468	0.04659386	0.5403747	0.3305245	14.87636	3.709452
574	0	-37.54905	-36.82521	-0.7238415	0.005298383	0.09693805	0.1956637	130.8224	2.313472
575	1	-38.49978	-37.10677	-1.393011	0.03494642	0.455278	0.2513273	19.83457	2.168086
576	0	-38.05965	-37.31769	-0.7419672	0.01337148	0.2215502	0.1777685	51.83772	1.880157
577	1	-38.14087	-36.78651	-1.354355	0.0287908	0.4003315	0.263764	24.0753	2.567386
578	0	-38.76766	-37.05858	-1.709076	0.039074	0.4880024	0.3252242	17.73935	2.837263
579	1	-41.34495	-39.39661	-1.948338	0.02798754	0.3925617	0.483178	24.76628	3.032121
580	0	-37.1945	-36.88418	-0.3103184	0.005684282	0.1034942	0.1286922	121.941	2.369259
581	1	-40.59964	-38.99385	-1.605791	0.05517216	0.5905459	0.2336503	12.56335	1.9272
582	0	-37.82893	-37.31739	-0.5115425	0.00673756	0.1210624	0.1550532	102.8781	1.857105
583	1	-39.15525	-37.90803	-1.247227	0.02995018	0.4112905	0.2331192	23.14334	3.609606
584	0	-37.51516	-36.96771	-0.5474488	0.003600111	0.06730068	0.1680052	192.535	2.015759
585	1	-37.50993	-37.03708	-0.4728579	0.01326427	0.2200558	0.1360316	52.25671	2.357322
586	0	-37.77073	-36.77679	-0.9939483	0.01503868	0.2442824	0.2233884	46.09097	2.865663
587	1	-38.57606	-37.29156	-1.2845	0.02813218	0.3939716	0.2482668	24.63895	2.027674
588	0	-39.52702	-37.45001	-2.077014	0.05158226	0.5706599	0.3937672	13.43771	3.068084
589	1	-38.83711	-37.07805	-1.759062	0.05080756	0.5661666	0.2896727	13.6426	3.138962
590	0	-37.70518	-36.59058	-1.114593	0.03052861	0.416648	0.2025009	22.70484	2.691667
591	1	-41.18059	-39.4326	-1.747991	0.03908314	0.4880715	0.3380861	17.7352	1.416324
592	0	-41.8343	-37.99031	-3.843986	0.1354818	0.8124781	0.7045504	5.116163	2.891577
593	1	-41.22317	-38.59096	-2.632212	0.06675078	0.6455009	0.5537349	10.38411	3.356699
594	0	-38.97455	-38.01168	-0.9628749	0.0261732	0.3744603	0.1850362	26.48309	3.566609
595	1	-37.5277	-36.69588	-0.8318195	0.01905754	0.2953793	0.1794708	36.37129	3.001928
596	0	-37.91607	-37.01412	-0.9019523	0.02986596	0.4105044	0.1652509	23.2086	2.822192
597	1	-37.90556	-37.01558	-0.8899811	0.00787117	0.1394501	0.222782	88.06151	2.367353
598	0	-38.38146	-37.28431	-1.097142	0.01797131	0.2820624	0.2376215	38.56965	2.007801
599	1	-37.38885	-37.16826	-0.2205909	0.003838989	0.07154819	0.1207548	180.5546	2.211728
600	0	-39.27163	-38.01262	-1.259006	0.01133409	0.1924557	0.3068323	61.15595	2.889703
601	1	-40.18184	-38.48939	-1.692452	0.02647598	0.3775354	0.3821645	26.18023	3.309792
602	0	-39.39954	-38.29211	-1.107427	0.04649978	0.5397716	0.1604477	14.90646	2.652219
603	1	-37.96853	-37.19089	-0.7776455	0.01443569	0.2361692	0.1814766	48.0162	1.94871
604	0	-37.44293	-36.5289	-0.9140296	0.02114409	0.3199914	0.1891892	32.78207	2.589205
605	1	-38.48942	-37.1874	-1.302023	0.02904205	0.4027317	0.249429	23.86702	3.293334
606	0	-40.23716	-39.52333	-0.7138253	0.0336924	0.4447101	0.1297079	20.57281	2.152669
607	1	-38.22914	-37.44809	-0.7810468	0.01604731	0.2575857	0.1779963	43.19397	1.857113
608	0	-38.32875	-37.16579	-1.162957	0.0153881	0.2489287	0.2632185	45.04436	2.752667
609	1	-39.80481	-38.02793	-1.77688	0.03622529	0.4657473	0.3623315	19.13435	3.395008
610	0	-38.5377	-37.64147	-0.8962294	0.001477353	0.02838086	0.2453686	469.1818	2.94532
611	1	-39.39148	-37.58083	-1.810645	0.03931115	0.4897914	0.3587887	17.63233	3.15844
612	0	-37.97823	-37.30849	-0.6697317	0.004963702	0.09119932	0.1862361	139.6432	1.834232
613	1	-37.67425	-36.91966	-0.7545935	0.02280263	0.3386862	0.1575721	30.39768	2.45359
614	0	-38.77859	-37.69365	-1.084939	0.009672912	0.1676071	0.2639343	71.65859	3.218499
615	1	-38.40556	-37.47307	-0.9324935	0.03202146	0.4301458	0.1652661	21.64633	3.106767
616	0	-39.02316	-37.02619	-1.996964	0.0529566	0.5784515	0.3564864	13.08897	2.843
617	1	-38.19057	-38.19184	0.001271958	0.003643049	0.06806609	0.09699578	190.2657	2.243935
618	0	-37.51865	-37.1084	-0.4102456	0.01316321	0.2186436	0.127958	52.6579	2.758794
619	1	-38.89284	-38.06882	-0.8240202	0.006475969	0.1167432	0.2127125	107.0337	1.514053
620	0	-37.14048	-36.57143	-0.569046	0.008979434	0.1569216	0.1591112	77.19274	2.438316
621	1	-37.208	-36.67399	-0.5340105	0.002607126	0.04936084	0.1681041	265.8664	2.306448
622	0	-41.04717	-39.19194	-1.855225	0.04229409	0.5115005	0.3596664	16.38875	3.913091
623	1	-38.39946	-37.51749	-0.8819731	0.004110745	0.07634858	0.2330623	168.6184	3.220403
624	0	-40.12416	-37.72911	-2.395051	0.0627653	0.6280224	0.46212	11.04348	2.421094
625	1	-37.88918	-37.09263	-0.7965521	0.003013317	0.05675502	0.2173235	230.028	2.453514
626	0	-42.51021	-38.81316	-3.697046	0.1244343	0.7963806	0.7110034	5.570385	3.420788
627	1	-38.58942	-37.81517	-0.7742514	0.02102154	0.31858	0.1647947	32.97319	3.476902
628	0	-38.38934	-37.29624	-1.093098	0.03798061	0.4796297	0.1783917	18.25003	2.443869
629	1	-41.23869	-38.67895	-2.559743	0.06511294	0.6384859	0.5270807	10.64531	3.471192
630	0	-41.43512	-39.06658	-2.36854	0.07561398	0.6798031	0.3753324	9.166918	1.920012
631	1	-39.21582	-37.33619	-1.879637	0.0557218	0.5934603	0.3048767	12.43943	3.245213
632	0	-42.22917	-38.78393	-3.445233	0.1018472	0.7539489	0.7604672	6.805758	2.425262
633	1	-39.47698	-37.22645	-2.250527	0.0644102	0.6354052	0.3907485	10.76145	2.506027
634	0	-38.35423	-36.88261	-1.471623	0.03644765	0.4675367	0.266177	19.01761	2.357105
635	1	-40.09869	-38.66788	-1.43081	0.05946099	0.6124286	0.1846128	11.65718	2.972308
636	0	-38.40923	-36.98444	-1.424792	0.02921346	0.4043612	0.281328	23.72698	2.947346
637	1	-37.50732	-36.60672	-0.9006083	0.02419767	0.3538432	0.1787863	28.6452	2.668947
638	0	-37.78853	-37.58068	-0.2078509	0.005030509	0.09234879	0.1172362	137.7887	2.06374
639	1	-38.30038	-36.78802	-1.51236	0.04569838	0.5345838	0.2432821	15.16787	2.905636
640	0	-37.40524	-36.75777	-0.6474644	0.0115375	0.1954276	0.1659831	60.07777	2.226255
641	1	-39.79829	-37.47269	-2.325597	0.08319388	0.7048978	0.3230458	8.331709	2.911198
642	0	-39.99413	-37.99771	-1.99642	0.07596939	0.6810607	0.2574103	9.124032	2.604495
643	1	-38.72801	-37.12972	-1.598289	0.0381677	0.481077	0.2948687	18.16057	2.267161
644	0	-38.24334	-37.45339	-0.7899501	0.02613206	0.3740408	0.1557431	26.52478	2.226278
645	1	-38.86377	-37.23999	-1.62378	0.05746558	0.6024889	0.2303079	12.06195	2.762546
646	0	-37.93835	-37.0718	-0.8665528	0.01855147	0.2892191	0.187147	37.36346	2.049414
647	1	-39.18044	-38.21383	-0.9666066	0.005689574	0.1035836	0.2480516	121.8276	1.618533
648	0	-37.65152	-36.97789	-0.6736322	0.01795768	0.281893	0.1556114	38.59894	2.261402
649	1	-37.93633	-36.98416	-0.9521654	0.00967325	0.1676122	0.2311164	71.65608	2.714662
650	0	-38.43267	-36.88057	-1.552094	0.03505535	0.4561818	0.2942119	19.77293	2.754872
651	1	-41.70565	-40.27425	-1.431399	0.01201744	0.20238	0.3610588	57.67842	1.115229
652	0	-39.07996	-37.6949	-1.385051	0.01900661	0.2947628	0.3122999	36.46874	2.402056
653	1	-38.80795	-37.04557	-1.762379	0.04538235	0.5325128	0.3137842	15.2735	2.389881
654	0	-38.49431	-37.46709	-1.027213	0.01795821	0.2818996	0.2216137	38.59779	3.481857
655	1	-39.2468	-37.36892	-1.877883	0.06473058	0.636815	0.2679753	10.70819	3.048248
656	0	-39.61937	-38.23431	-1.385052	0.01533065	0.2481675	0.3289453	45.21317	2.186789
657	1	-38.05213	-36.88325	-1.168883	0.02144529	0.3234423	0.2430692	32.32165	3.00279
658	0	-39.73523	-38.81174	-0.9234935	0.008866609	0.1551653	0.2271577	78.175	4.048649
659	1	-40.94417	-39.3977	-1.546474	0.0122026	0.2050398	0.4040344	56.80325	2.478813
660	0	-40.69075	-37.7699	-2.920855	0.1076034	0.7662243	0.4149847	6.441686	2.868397
661	1	-40.7495	-40.17665	-0.5728571	0.0207617	0.3155738	0.13523	33.38585	3.8314
662	0	-41.02384	-38.19855	-2.825294	0.076345	0.6823807	0.5865392	9.079143	3.101909
663	1	-39.84982	-38.08378	-1.766049	0.04036231	0.4976071	0.3380821	17.17313	1.884258
664	0	-37.53896	-37.30431	-0.2346449	0.008313023	0.1464748	0.1149636	83.38088	2.542842
665	1	-42.39002	-40.01788	-2.372139	0.08926742	0.7226475	0.3106111	7.76484	3.564492
666	0	-37.77398	-36.73294	-1.041035	0.01988128	0.3052452	0.2186761	34.86432	2.98982
667	1	-37.55661	-36.80339	-0.753218	0.02222452	0.3322546	0.1586458	31.1884	2.571686
668	0	-42.43253	-39.30617	-3.126364	0.08357985	0.7060843	0.7155915	8.293233	2.175144
669	1	-40.71179	-38.90094	-1.810855	0.05287385	0.5779887	0.2962951	13.10945	1.74164
670	0	-43.28846	-40.72387	-2.564592	0.09946699	0.7485255	0.3260056	6.968615	2.082031
671	1	-38.80036	-37.63886	-1.161499	0.01154943	0.1956014	0.2774809	60.0157	2.2822
672	0	-38.032	-36.73279	-1.299204	0.02765327	0.3892848	0.2536546	25.06565	2.565934
673	1	-37.00595	-36.51695	-0.4890026	0.005217311	0.09555245	0.1548882	132.8553	2.697197
674	0	-38.52682	-36.7916	-1.735217	0.04596226	0.536302	0.3028846	15.08079	2.713606
675	1	-37.87007	-37.50983	-0.360233	0.01309537	0.2176935	0.1218326	52.9307	2.986737
676	0	-38.97508	-36.94601	-2.029069	0.06434709	0.6351264	0.3134055	10.77201	2.682178
677	1	-40.88551	-39.50977	-1.375744	0.00518417	0.0949852	0.3761219	133.7046	2.793938
678	0	-44.49899	-44.16528	-0.3337062	0.02947243	0.4068106	0.09413949	23.5185	1.846982
679	1	-38.99434	-38.53303	-0.4613124	0.02409415	0.3527357	0.1153946	28.76828	2.766438
680	0	-37.65191	-37.34774	-0.3041716	0.0109964	0.1874881	0.118657	63.03404	2.483076
681	1	-38.08288	-36.65799	-1.424897	0.03588475	0.4629893	0.2560538	19.31593	2.802723
682	0	-40.28867	-37.65459	-2.634085	0.09602196	0.740284	0.3668935	7.218632	2.911545
683	1	-39.58297	-38.00488	-1.578092	0.04161358	0.5066743	0.2752434	16.65676	3.582104
684	0	-42.12823	-38.24296	-3.885269	0.1460917	0.8258021	0.6320482	4.744602	3.082361
685	1	-39.37489	-37.3471	-2.02779	0.05235018	0.5750415	0.3708093	13.24059	2.366423
686	0	-38.10235	-37.09112	-1.01123	0.0142413	0.2335276	0.2298571	48.67163	3.166765
687	1	-37.74812	-36.83858	-0.9095346	0.02189657	0.328566	0.1863494	31.65551	3.112039
688	0	-37.63936	-36.74187	-0.8974874	0.01429497	0.2342582	0.2049891	48.4889	3.004299
689	1	-39.64012	-38.79937	-0.8407519	0.0005142267	0.01000279	0.2353066	1347.941	1.266928
690	0	-39.79688	-38.03511	-1.761771	0.0634568	0.6311558	0.2429306	10.92313	3.228239
691	1	-41.04005	-38.354	-2.686051	0.07182932	0.6658708	0.5439107	9.64992	3.323874
692	0	-40.06909	-37.42397	-2.645121	0.08093816	0.6977937	0.4590607	8.563911	3.043263
693	1	-37.91511	-37.35565	-0.559462	0.007235745	0.1292086	0.1615235	95.79486	1.823438
694	0	-38.63547	-37.21451	-1.420953	0.03071421	0.4183518	0.2743715	22.56764	2.151848
695	1	-40.35825	-39.21688	-1.141369	0.01155622	0.1957003	0.2719251	59.98047	1.205037
696	0	-37.85977	-36.77544	-1.084327	0.02758059	0.3885689	0.2048182	25.1317	3.055978
697	1	-37.09057	-36.5757	-0.5148743	0.00843408	0.1483856	0.1518868	82.18409	2.801318
698	0	-37.46284	-36.91418	-0.5486592	0.005550475	0.1012282	0.1636376	124.8807	2.058889
699	1	-40.1872	-37.91843	-2.268769	0.05584447	0.5941061	0.4491276	12.4121	2.296917
700	0	-39.08039	-37.36303	-1.717362	0.03774007	0.4777598	0.334168	18.36635	3.11341
701	1	-39.08106	-37.91852	-1.162533	0.008400138	0.1478504	0.2904041	82.51617	2.835008
702	0	-39.44608	-39.12582	-0.3202611	0.01007764	0.1737574	0.1221567	68.78069	3.702753
703	1	-38.01475	-37.87479	-0.13996	0.0006683823	0.0129754	0.1165033	1037.052	3.449293
704	0	-37.72777	-36.60013	-1.127642	0.03053325	0.4166907	0.2051472	22.70139	2.592511
705	1	-38.40611	-37.80232	-0.6037849	0.004417058	0.0817193	0.1757022	156.9251	3.704412
706	0	-43.60477	-41.31147	-2.293303	0.02986882	0.4105312	0.6643274	23.20638	3.037979
707	1	-41.39606	-39.93672	-1.459338	0.04225998	0.5112603	0.2422017	16.40197	3.990635
708	0	-40.93641	-38.90172	-2.034689	0.05491603	0.5891763	0.3600857	12.62195	3.775231
709	1	-38.86086	-38.19645	-0.6644151	0.001148023	0.02214844	0.1955076	603.7747	3.863722
710	0	-38.78924	-37.00253	-1.786707	0.05528125	0.591127	0.2795556	12.53856	3.036738
711	1	-37.56637	-36.99338	-0.5729914	0.01726143	0.273166	0.1421036	40.15583	2.448323
712	0	-37.20117	-36.78857	-0.412598	0.009148793	0.1595485	0.1357429	75.76378	2.478064
713	1	-37.68749	-36.57576	-1.11173	0.02505026	0.3628603	0.2181687	27.67026	2.557642
714	0	-38.93507	-37.74525	-1.189813	0.04115931	0.5034117	0.1878783	16.84059	3.223083
715	1	-39.0847	-37.10077	-1.983934	0.06649136	0.6444049	0.2906363	10.42462	2.909924
716	0	-37.50386	-36.77727	-0.7265883	0.02110443	0.3195351	0.1569405	32.84368	2.6135
717	1	-41.92245	-38.86322	-3.059225	0.09371414	0.7344879	0.5798748	7.396399	3.546404
718	0	-37.40405	-36.51952	-0.8845307	0.01809361	0.2835795	0.1917784	38.30896	2.580109
719	1	-41.32022	-38.57343	-2.746793	0.07494698	0.6774201	0.5530715	9.2485	3.435593
720	0	-40.17696	-38.57234	-1.604612	0.04682792	0.5418699	0.26257	14.80201	3.680932
721	1	-38.46815	-37.0535	-1.414656	0.03546704	0.4595769	0.2549447	19.54342	3.206966
722	0	-41.56493	-38.03303	-3.531897	0.1327693	0.8087538	0.5358146	5.22069	2.904042
723	1	-37.26832	-36.77998	-0.4883354	0.003642098	0.06804915	0.1582677	190.3154	3.110301
724	0	-37.77812	-36.91371	-0.8644052	0.007806524	0.1384157	0.2173548	88.79076	2.830691
725	1	-44.10179	-42.63788	-1.463915	0.002168729	0.04129266	0.4286672	319.6099	0.4143878
726	0	-41.6501	-39.68931	-1.960784	0.06722648	0.6474961	0.2810516	10.31063	1.849671
727	1	-38.25032	-37.4223	-0.8280254	0.005483524	0.1000916	0.2165813	126.4054	1.919266
728	0	-37.12058	-36.79325	-0.3273325	0.006514952	0.1173887	0.1293734	106.3933	2.717383
729	1	-39.85451	-38.60407	-1.25044	0.03481706	0.4542019	0.2183312	19.90827	3.731455
730	0	-41.3917	-37.83134	-3.560356	0.1272362	0.800705	0.5960999	5.447721	2.874023
731	1	-37.14301	-36.5723	-0.5707111	0.003381814	0.06339618	0.1724903	204.9631	2.64662
732	0	-40.5402	-38.85825	-1.681946	0.03432103	0.4500458	0.3385006	20.19599	3.840376
733	1	-38.14007	-37.15077	-0.9892908	0.01463047	0.2388032	0.2236363	47.37696	3.264826
734	0	-38.7893	-36.89305	-1.896251	0.06043865	0.6171521	0.2900027	11.46861	2.759845
735	1	-37.19273	-36.5618	-0.630934	0.006600677	0.1188059	0.1750538	105.0115	2.497969
736	0	-40.74323	-39.3941	-1.349137	0.05411107	0.5848238	0.1834901	12.80971	2.132321
737	1	-44.69663	-42.76387	-1.932761	0.03784099	0.4785455	0.4138969	18.31737	4.828594
738	0	-37.93126	-36.65254	-1.278713	0.03046191	0.4160339	0.2388431	22.75455	2.513419
739	1	-38.32859	-38.25954	-0.06905107	0.00813522	0.1436575	0.09766406	85.20325	2.527363
740	0	-40.77696	-39.07222	-1.704742	0.05443249	0.5865705	0.2606622	12.73407	3.697869
741	1	-37.87236	-36.74664	-1.12572	0.020486	0.3123631	0.2359771	33.83517	2.837677
742	0	-37.40647	-36.66814	-0.738325	0.01175066	0.1985258	0.1812243	58.98793	3.003411
743	1	-39.2322	-37.17403	-2.058175	0.06870898	0.6535954	0.3033803	10.08816	2.576265
744	0	-38.1792	-36.70724	-1.47196	0.03716244	0.4732277	0.2635918	18.65182	2.554876
745	1	-39.97638	-37.76226	-2.214121	0.05405525	0.5845193	0.436127	12.82294	2.375602
746	0	-38.42709	-36.97782	-1.449268	0.04812408	0.5500134	0.2207133	14.40333	2.622304
747	1	-37.28149	-37.20151	-0.07998021	0.0008729613	0.01690195	0.1094043	794.0183	2.394441
748	0	-39.74329	-37.34772	-2.395572	0.06847525	0.6526456	0.4265315	10.12259	2.530642
749	1	-37.57925	-37.46969	-0.1095519	0.002233849	0.04249693	0.1105422	310.2927	2.178187
750	0	-37.83476	-36.98313	-0.8516371	0.02108518	0.3193135	0.1778939	32.87366	3.181601
751	1	-41.35769	-39.95814	-1.399551	0.01212803	0.2039701	0.349195	57.15249	1.208475
752	0	-43.47147	-41.19354	-2.277931	0.03642165	0.4673279	0.5963558	19.03119	1.436962
753	1	-37.93667	-37.36131	-0.5753678	0.001049014	0.02026429	0.1791012	660.7603	3.474629
754	0	-39.33235	-37.57785	-1.754496	0.04163033	0.506794	0.3282658	16.65005	3.342815
755	1	-37.28321	-36.65357	-0.6296416	0.003492885	0.06538556	0.1826738	198.4455	2.725618
756	0	-38.18201	-38.21046	0.02845815	0.004121108	0.07653099	0.09375904	168.1944	2.786281
757	1	-37.36857	-36.62107	-0.7474929	0.01550643	0.250493	0.173443	44.70063	2.934807
758	0	-40.74276	-38.66888	-2.073884	0.05238754	0.5752529	0.3880966	13.23114	3.697978
759	1	-40.16394	-38.90775	-1.256194	0.005811864	0.1056475	0.3307941	119.2642	2.064911
760	0	-38.86781	-36.94798	-1.919823	0.06142369	0.621817	0.2928172	11.28469	2.892475
761	1	-38.17912	-36.78245	-1.39667	0.03704729	0.4723172	0.2448727	18.7098	2.403321
762	0	-38.90892	-37.73095	-1.177972	0.01690161	0.268597	0.2615486	41.01072	3.467114
763	1	-39.03909	-37.33884	-1.700254	0.05720212	0.6011456	0.2495386	12.11751	3.100928
764	0	-38.03866	-37.7911	-0.2475652	0.01234986	0.2071465	0.1100034	56.12593	2.663084
765	1	-36.96483	-36.57786	-0.38697	0.00450985	0.08333793	0.1412689	153.6963	2.681859
766	0	-39.06337	-37.74239	-1.320982	0.03338239	0.4420503	0.2390855	20.76386	3.529511
767	1	-38.16907	-37.29754	-0.8715293	0.003250762	0.06104156	0.2334599	213.226	2.732571
768	0	-41.5149	-40.13836	-1.376542	0.00165596	0.03173868	0.3956584	418.5771	2.879542
769	1	-37.16492	-37.08238	-0.08253775	0.0001604081	0.00313469	0.1107941	4321.148	2.453914
770	0	-40.98599	-39.86176	-1.12423	0.004474252	0.08271742	0.2954287	154.9191	4.236722
771	1	-38.53738	-37.83256	-0.7048207	0.000435401	0.00847816	0.2056286	1591.974	1.630337
772	0	-40.64692	-38.28473	-2.362191	0.0574968	0.6026475	0.481732	12.0554	3.325667
773	1	-38.09162	-37.39379	-0.6978333	0.006798018	0.1220565	0.1866444	101.9631	1.788788
774	0	-42.41982	-40.48078	-1.939047	0.02400541	0.3517842	0.5064096	28.87463	1.703091
775	1	-38.7083	-37.47401	-1.234288	0.01476211	0.2405762	0.285191	46.95449	2.648559
776	0	-37.99053	-37.43622	-0.5543049	0.003390828	0.06355784	0.1696618	204.4183	1.734133
777	1	-37.12717	-36.50185	-0.625321	0.009347472	0.1626159	0.1674491	74.15344	2.674182
778	0	-37.20312	-36.97014	-0.2329819	0.002003588	0.0382296	0.1254717	345.9529	3.041475
779	1	-39.7246	-37.94459	-1.780006	0.05333656	0.5805659	0.2854224	12.99572	3.475846
780	0	-38.2899	-37.17395	-1.115947	0.03779755	0.4782076	0.1829873	18.33842	2.963522
781	1	-38.27502	-37.39908	-0.8759396	0.002337973	0.04441826	0.2375349	296.4736	2.649464
782	0	-38.74601	-36.8628	-1.883209	0.05780846	0.6042261	0.2970806	11.99041	2.870646
783	1	-37.04966	-36.56464	-0.4850137	0.002493489	0.04727827	0.1603232	277.9829	2.811933
784	0	-37.11146	-36.86401	-0.2474522	0.004287806	0.07945824	0.1232585	161.6554	2.526061
785	1	-37.40565	-36.81635	-0.5893054	0.01676453	0.2668457	0.1454583	41.34606	2.65109
786	0	-38.01257	-37.2741	-0.7384707	0.02124352	0.3211333	0.1585047	32.62864	2.144984
787	1	-40.81819	-37.66459	-3.153592	0.1075227	0.7660599	0.5243287	6.446522	3.034535
788	0	-37.52207	-36.88117	-0.6408972	0.0004793273	0.00932816	0.1927757	1446.083	2.844854
789	1	-38.44708	-37.65524	-0.791841	0.03122695	0.4230205	0.1452023	22.19708	2.576651
790	0	-42.40992	-41.657	-0.7529127	0.01227194	0.2060328	0.1825382	56.48229	4.656045
791	1	-40.70902	-38.9448	-1.764212	0.02455733	0.3576694	0.4218774	28.22567	2.197015
792	0	-40.95589	-39.72537	-1.230514	0.001080452	0.02086308	0.3446925	641.5342	3.54646
793	1	-38.73576	-37.42405	-1.311704	0.0448363	0.5289007	0.2014908	15.45951	2.34865
794	0	-39.07241	-38.0944	-0.9780088	0.01999059	0.3065396	0.2050024	34.67368	1.615237
795	1	-39.29961	-38.4938	-0.8058152	0.03202495	0.4301768	0.1455951	21.64398	3.257855
796	0	-39.20834	-38.38636	-0.821978	0.005013308	0.09205303	0.2167102	138.2614	3.898591
797	1	-37.95951	-36.83364	-1.125871	0.02920414	0.4042728	0.2086655	23.73455	3.092354
798	0	-37.68067	-36.9193	-0.7613703	0.02422905	0.3541784	0.1554789	28.6081	2.664471
799	1	-40.00687	-38.48071	-1.526157	0.03085621	0.4196503	0.3041987	22.46378	3.764255
800	0	-39.52165	-37.478	-2.043651	0.07421088	0.6747548	0.2766474	9.340237	2.798871
801	1	-38.26252	-36.92729	-1.335232	0.0392038	0.4889827	0.2233716	17.68061	3.073006
802	0	-39.43606	-38.11463	-1.321435	0.01651076	0.2635879	0.3035676	41.98155	3.405859
803	1	-39.05771	-38.24799	-0.8097154	0.03469194	0.453158	0.1407599	19.98006	2.469779
804	0	-39.17474	-38.90157	-0.2731762	0.006759771	0.1214278	0.1221303	102.54	1.560332
805	1	-37.72475	-36.83967	-0.8850749	0.02157681	0.3249413	0.1826698	32.12463	3.103053
806	0	-38.06012	-36.83612	-1.223997	0.02292333	0.3400177	0.2515348	30.23763	2.484824
807	1	-38.96902	-38.26237	-0.7066437	0.03183467	0.4284825	0.1322039	21.77334	2.650474
808	0	-39.10245	-38.11796	-0.9844916	0.009118393	0.1590778	0.240588	76.01637	1.593336
809	1	-37.80579	-37.12025	-0.6855407	0.003290723	0.06176038	0.1937284	210.6367	3.252274
810	0	-38.98482	-37.61132	-1.373503	0.021676	0.3260687	0.2972899	31.97764	3.213673
811	1	-38.16222	-36.91183	-1.250392	0.04032902	0.4973624	0.2019665	17.1873	2.872291
812	0	-41.03436	-39.15887	-1.875495	0.02631169	0.3758696	0.4599947	26.3437	2.859459
813	1	-42.2028	-39.88115	-2.321653	0.04102041	0.5024075	0.5838225	16.89762	2.123055
814	0	-37.51721	-36.83856	-0.678651	0.01903524	0.2951094	0.1540318	36.4139	2.444137
815	1	-37.98773	-37.0952	-0.8925311	0.01022105	0.1759217	0.2160585	67.81563	2.102827
816	0	-39.35878	-38.34354	-1.015243	0.02685972	0.3814012	0.1931025	25.80619	1.685496
817	1	-38.56837	-37.49583	-1.072539	0.03440732	0.4507722	0.1838094	20.14534	2.170939
818	0	-37.47878	-36.68114	-0.7976436	0.008759535	0.1534939	0.2005988	79.13059	2.711908
