Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	p_th	sigma2	t_half	theta
4281	1	-38.42466	-36.83623	-1.588431	0.03829983	0.4820955	0.2914316	18.09792	2.859471
4282	0	-39.29406	-37.76554	-1.52852	0.02712247	0.3840279	0.3214323	25.5562	2.086911
4283	1	-37.9158	-36.8627	-1.053097	0.02625977	0.3753418	0.2022592	26.39578	2.243791
4284	0	-38.04569	-36.98594	-1.059752	0.02572991	0.3699181	0.2051395	26.93935	2.15498
4285	1	-37.40905	-36.90327	-0.5057791	0.01277082	0.2131261	0.1415678	54.27586	2.956461
4286	0	-38.82885	-37.60343	-1.225423	0.04351593	0.5199852	0.1883148	15.92858	2.344514
4287	1	-40.8812	-38.58002	-2.301187	0.05930278	0.6116553	0.4418068	11.68827	1.929194
4288	0	-37.76182	-36.83076	-0.9310577	0.01141653	0.193662	0.2207847	60.71433	2.48705
4289	1	-39.21066	-38.14246	-1.068202	0.02072216	0.3151145	0.2220451	33.44957	1.593538
4290	0	-37.53927	-36.7461	-0.7931778	0.01449726	0.2370032	0.1841572	47.81229	3.081811
4291	1	-38.22537	-36.83499	-1.390372	0.02895558	0.4019072	0.2728016	23.9383	2.720879
4292	0	-38.42891	-36.80955	-1.619357	0.04909578	0.5559704	0.2580691	14.11826	2.566487
4293	1	-37.43788	-36.79356	-0.6443251	0.01788252	0.2809581	0.1512776	38.76117	2.515316
4294	0	-37.87904	-36.6318	-1.247238	0.02907961	0.4030894	0.2360062	23.83619	2.541425
4295	1	-37.91368	-36.84019	-1.073495	0.02754206	0.3881889	0.2027219	25.16686	2.276473
4296	0	-41.72197	-38.18966	-3.532309	0.110328	0.7716513	0.7359834	6.282605	2.918171
4297	1	-39.19485	-37.86265	-1.332195	0.02973842	0.409311	0.2545531	23.30814	1.789856
4298	0	-43.0525	-40.92854	-2.12396	0.02531812	0.3656555	0.5980745	27.37752	2.388356
4299	1	-39.44107	-38.03017	-1.410895	0.0549486	0.5893508	0.1928838	12.61447	2.985028
4300	0	-41.50162	-40.71233	-0.7892882	0.001169474	0.02255602	0.2214439	592.7	0.512982
4301	1	-38.85267	-37.45063	-1.402046	0.02511595	0.3635474	0.2913883	27.59789	3.225133
4302	0	-38.93613	-37.60134	-1.334786	0.04853884	0.5525714	0.1956883	14.28026	2.441634
4303	1	-37.98576	-36.82713	-1.158633	0.03596436	0.463636	0.1959772	19.27317	2.87059
4304	0	-41.97073	-39.74642	-2.224311	0.03960821	0.4920188	0.5403426	17.50009	1.93312
4305	1	-38.37404	-36.72404	-1.649993	0.04792831	0.548798	0.2705224	14.46216	2.665066
4306	0	-38.33696	-37.25926	-1.077702	0.02108003	0.3192541	0.2230341	32.8817	3.374357
4307	1	-40.74067	-37.73055	-3.010126	0.1007696	0.7515199	0.4997202	6.878538	2.542494
4308	0	-39.41584	-38.10565	-1.31019	0.01347748	0.2230237	0.3133144	51.43003	2.195845
4309	1	-44.39058	-39.5121	-4.87848	0.2055249	0.8758092	0.7370226	3.37257	3.195369
4310	0	-40.00831	-37.32348	-2.684833	0.08237147	0.7023416	0.4680839	8.414893	2.832358
4311	1	-42.59502	-41.47819	-1.116825	0.01287855	0.2146464	0.2604218	53.82183	4.811517
4312	0	-42.08171	-38.14403	-3.937681	0.1481279	0.8281534	0.6471734	4.679382	2.832023
4313	1	-42.00945	-39.18436	-2.82509	0.09441996	0.7362849	0.454277	7.341109	3.620921
4314	0	-40.96011	-39.52345	-1.436665	0.01475534	0.2404852	0.3491951	46.97603	3.916994
4315	1	-37.6945	-36.68677	-1.007732	0.02829287	0.3955324	0.1878166	24.49901	2.515509
4316	0	-37.8221	-37.10572	-0.7163797	0.02113784	0.3199194	0.1552732	32.79177	2.272358
4317	1	-37.94371	-36.7759	-1.16781	0.03450172	0.4515652	0.201913	20.09022	2.483489
4318	0	-38.37014	-37.41746	-0.952683	0.005095598	0.09346682	0.2466828	136.0286	2.793634
4319	1	-37.52034	-36.73786	-0.7824894	0.01611278	0.2584377	0.1780885	43.01849	2.262645
4320	0	-36.9448	-36.54581	-0.3989873	0.003003309	0.05657377	0.1460521	230.7945	2.734399
4321	1	-41.09784	-38.77795	-2.319892	0.04694024	0.5425846	0.5360417	14.76659	2.617476
4322	0	-36.98533	-36.61295	-0.372384	0.002745037	0.05188004	0.1427377	252.5093	2.407421
4323	1	-38.82856	-37.83363	-0.9949304	0.03964929	0.4923257	0.1579443	17.48196	2.842016
4324	0	-37.07619	-36.71076	-0.3654297	0.001677937	0.03215077	0.1439014	413.0948	2.254283
4325	1	-38.28069	-37.1456	-1.135096	0.02939464	0.4060764	0.2100333	23.58073	2.10899
4326	0	-38.25421	-38.12234	-0.1318769	0.007532955	0.1340196	0.1048853	92.0153	3.09939
4327	1	-37.48163	-36.80556	-0.6760696	0.002319685	0.04408119	0.1945527	298.8109	2.719107
4328	0	-37.89058	-37.05813	-0.8324428	0.02771458	0.3898878	0.1589112	25.0102	2.535734
4329	1	-37.66043	-37.51223	-0.1482055	0.006401693	0.1155116	0.1083293	108.2756	2.471911
4330	0	-38.0723	-37.42595	-0.6463482	0.02450047	0.3570667	0.1380552	28.29118	2.764029
4331	1	-38.01685	-37.57832	-0.4385338	0.01807305	0.2833248	0.1228094	38.35253	2.668091
4332	0	-38.20737	-37.06235	-1.145026	0.02215356	0.331459	0.2349762	31.28829	2.126786
4333	1	-38.40758	-37.5307	-0.8768767	0.03003502	0.4120808	0.1607742	23.07797	2.251624
4334	0	-40.76432	-37.95114	-2.813175	0.1038105	0.7582652	0.3931302	6.677043	2.623548
4335	1	-40.31148	-39.36761	-0.9438613	0.03408054	0.4480136	0.1623636	20.33851	3.618766
4336	0	-38.1151	-36.73114	-1.383965	0.0408362	0.5010709	0.2291807	16.97384	2.55314
4337	1	-39.98371	-37.46557	-2.518134	0.089018	0.7219558	0.3607045	7.786596	2.70133
4338	0	-42.37833	-39.24582	-3.132514	0.07916282	0.6919918	0.7663616	8.755968	2.575163
4339	1	-37.20396	-36.50682	-0.6971456	0.0115483	0.195585	0.174411	60.02156	2.723528
4340	0	-40.07701	-38.0434	-2.033609	0.05274634	0.5772741	0.370892	13.14114	3.495958
4341	1	-37.61932	-37.11879	-0.5005235	0.01616087	0.2590627	0.1342408	42.89046	2.477794
4342	0	-40.15061	-38.00257	-2.148044	0.05053009	0.5645392	0.4290841	13.71751	2.205024
4343	1	-37.54043	-36.61984	-0.9205887	0.01741429	0.2750948	0.2007368	39.80336	2.915516
4344	0	-39.69235	-38.17588	-1.516476	0.05462414	0.5876065	0.2153473	12.68939	2.217829
4345	1	-39.69919	-38.85857	-0.8406233	0.008573384	0.1505773	0.2099598	80.84873	1.209331
4346	0	-38.89645	-37.7923	-1.104146	0.0427053	0.5143817	0.1687281	16.23094	2.93907
4347	1	-42.65546	-40.45708	-2.198375	0.07503157	0.6777239	0.319218	9.238074	3.838561
4348	0	-39.39238	-37.8835	-1.508873	0.02204085	0.3301923	0.3386352	31.4483	2.41707
4349	1	-37.34142	-36.59854	-0.7428827	0.01591665	0.2558809	0.1716477	43.54856	2.890804
4350	0	-41.07757	-38.39027	-2.687298	0.06747434	0.6485282	0.5791437	10.27275	3.080637
4351	1	-38.57591	-37.50221	-1.073699	0.04052095	0.4987707	0.1687971	17.1059	2.748373
4352	0	-42.74768	-40.05374	-2.693942	0.09119803	0.7279009	0.416994	7.600462	1.874484
4353	1	-37.48963	-36.62588	-0.8637465	0.01937684	0.2992271	0.1844593	35.77195	2.398766
4354	0	-39.59645	-37.79757	-1.798884	0.03380267	0.4456517	0.3832879	20.50569	2.755593
4355	1	-37.95827	-37.14294	-0.8153337	0.02786101	0.3913244	0.1558927	24.87875	2.85288
4356	0	-37.96774	-37.57977	-0.3879728	0.01531305	0.2479341	0.1213963	45.26514	2.412143
4357	1	-39.93493	-38.92767	-1.007253	0.000664075	0.01289251	0.2773482	1043.779	1.515199
4358	0	-37.45766	-36.63554	-0.8221139	0.01533441	0.2482174	0.1873353	45.20207	2.967692
4359	1	-39.45652	-38.39727	-1.059245	0.004717945	0.08695383	0.2758893	146.9172	3.500745
4360	0	-39.94998	-37.53392	-2.41606	0.07269055	0.6691304	0.4101932	9.535589	3.21128
4361	1	-39.62205	-38.06585	-1.556197	0.02270071	0.3375588	0.3517518	30.53416	2.329215
4362	0	-38.1478	-37.20695	-0.9408559	0.01860526	0.2898774	0.2014292	37.25544	1.966323
4363	1	-39.98544	-39.91838	-0.06705781	0.007318626	0.1305539	0.09860043	94.71001	3.5807
4364	0	-38.27136	-37.28	-0.9913671	0.01443672	0.2361832	0.2247153	48.01278	3.346974
4365	1	-39.38634	-37.28337	-2.102972	0.05866828	0.6085287	0.3656293	11.81468	2.37845
4366	0	-37.04656	-36.5582	-0.4883605	0.003865773	0.0720228	0.1577724	179.3036	2.82885
4367	1	-37.4639	-36.56473	-0.8991755	0.0155945	0.2516544	0.2016004	44.44818	2.730285
4368	0	-37.80091	-37.00291	-0.7979982	0.01964979	0.3024927	0.1720569	35.27505	2.156933
4369	1	-37.74143	-36.98192	-0.759503	0.02288316	0.339575	0.1581675	30.29071	2.970721
4370	0	-37.80438	-36.96774	-0.8366383	0.0272317	0.385115	0.1606716	25.45369	2.784544
4371	1	-39.62142	-37.27861	-2.342811	0.07766067	0.6869313	0.355374	8.925331	3.031982
4372	0	-37.05279	-36.53452	-0.5182775	0.006556387	0.1180741	0.1565011	105.7209	2.506927
4373	1	-38.61287	-36.84135	-1.771524	0.04833219	0.5512997	0.3037425	14.34131	2.910429
4374	0	-37.09625	-36.6652	-0.4310496	0.005867872	0.1065905	0.14483	118.1258	2.365453
4375	1	-41.52607	-38.4624	-3.063669	0.08557531	0.7120883	0.6534237	8.09985	2.450139
4376	0	-37.32649	-36.80108	-0.5254122	0.01336519	0.2214626	0.1431676	51.86213	2.469263
4377	1	-38.9217	-37.68322	-1.238475	0.04734494	0.5451457	0.1807433	14.64036	2.605922
4378	0	-39.57974	-37.62954	-1.950196	0.04841007	0.5517796	0.3627641	14.31824	3.305288
4379	1	-38.85723	-36.91856	-1.938676	0.0592078	0.6111899	0.3078779	11.70703	2.933589
4380	0	-37.33414	-36.53033	-0.803809	0.01788697	0.2810136	0.1774231	38.75151	2.754373
4381	1	-38.09028	-37.71847	-0.3718082	0.01651654	0.2636624	0.1174362	41.96686	2.654543
4382	0	-39.04095	-38.30555	-0.7354009	0.0195986	0.301882	0.1617336	35.36717	3.638705
4383	1	-37.31112	-36.70604	-0.6050829	0.007652317	0.1359414	0.1680711	90.58004	3.046136
4384	0	-37.77954	-36.68831	-1.091235	0.02411879	0.3529996	0.216574	28.73888	2.375316
4385	1	-38.67553	-37.39698	-1.278551	0.0252637	0.3650891	0.2569998	27.43648	1.990032
4386	0	-41.47517	-39.92378	-1.551394	0.01223773	0.2055431	0.4058261	56.6402	3.603312
4387	1	-37.73624	-36.97215	-0.7640985	0.004805759	0.0884739	0.2051237	144.2326	3.015699
4388	0	-40.49236	-37.6761	-2.816262	0.082803	0.7036876	0.5305855	8.371039	3.01421
4389	1	-40.87455	-39.42553	-1.449016	0.02915647	0.4038202	0.2884583	23.77336	4.093159
4390	0	-38.80536	-37.21898	-1.586382	0.03269042	0.4360442	0.3148185	21.20338	2.988162
4391	1	-38.22747	-36.95304	-1.274426	0.04049562	0.4985852	0.2063931	17.1166	2.963606
4392	0	-41.64239	-39.26252	-2.379864	0.056348	0.5967402	0.4983429	12.30119	3.722712
4393	1	-37.92449	-36.92149	-1.003001	0.01948175	0.3004848	0.2117067	35.57931	3.18541
4394	0	-42.30945	-39.16124	-3.148218	0.08989472	0.724374	0.6689831	7.710655	2.107554
4395	1	-38.53365	-38.00558	-0.5280625	0.003214408	0.06038697	0.1656798	215.6376	1.48303
4396	0	-39.05787	-37.46277	-1.595106	0.051821	0.5720298	0.2423735	13.3758	3.223806
4397	1	-39.66937	-38.86116	-0.8082147	0.03276435	0.4366905	0.1444284	21.15553	3.33417
4398	0	-40.27149	-37.38972	-2.881767	0.09445291	0.7363683	0.480544	7.338548	2.840696
4399	1	-38.01398	-37.42927	-0.5847106	0.003157323	0.05935787	0.1754776	219.5363	3.528423
4400	0	-38.01965	-37.19976	-0.8198884	0.004441967	0.08215418	0.2180103	156.0451	2.176342
4401	1	-40.26788	-38.60471	-1.663178	0.05522903	0.5908489	0.2472523	12.55041	3.53965
4402	0	-37.1108	-36.71092	-0.399883	0.00804842	0.1422775	0.1361275	86.12214	2.587633
4403	1	-42.66789	-39.35968	-3.30821	0.09070459	0.7265751	0.7761226	7.641809	3.399356
4404	0	-38.78169	-37.6241	-1.157593	0.0230059	0.3409264	0.2351001	30.1291	3.533619
4405	1	-39.39485	-37.27342	-2.121431	0.05716033	0.6009319	0.3804599	12.12637	3.069617
4406	0	-41.5975	-38.34839	-3.249109	0.09321232	0.7331969	0.7061201	7.436219	2.841864
4407	1	-40.58307	-38.22127	-2.361793	0.05551357	0.5923601	0.4952214	12.48609	3.155232
4408	0	-40.74199	-38.38113	-2.360858	0.07957459	0.6933545	0.3521938	8.71066	3.441502
4409	1	-39.10932	-37.25119	-1.858128	0.06098988	0.6197741	0.2769899	11.36495	2.431761
4410	0	-37.98345	-37.24659	-0.7368632	0.01774741	0.2792731	0.1662617	39.05624	2.023861
4411	1	-38.0805	-37.71571	-0.3647939	0.004016437	0.07468651	0.139137	172.5776	3.551439
4412	0	-38.57413	-37.36008	-1.214052	0.0170015	0.2698694	0.2707751	40.76978	3.085424
4413	1	-38.02328	-36.90599	-1.117281	0.01792714	0.2815134	0.2426068	38.66467	2.915409
4414	0	-37.36055	-36.69953	-0.6610128	0.00393621	0.0732694	0.1873186	176.0951	2.482108
4415	1	-39.39197	-37.67087	-1.7211	0.04687579	0.5421747	0.2948097	14.78689	2.030483
4416	0	-37.82173	-36.69557	-1.126162	0.02836813	0.3962614	0.2112056	24.43401	2.392668
4417	1	-39.01504	-37.68292	-1.332126	0.01984733	0.3048426	0.2927041	34.92395	3.263567
4418	0	-44.68084	-39.96816	-4.712684	0.2003977	0.8726407	0.671323	3.458858	2.613769
4419	1	-39.48225	-38.8885	-0.593752	0.009706531	0.1681204	0.1614246	71.41039	1.323438
4420	0	-42.5419	-41.03566	-1.506236	0.009151609	0.1595921	0.4051919	75.74047	4.269951
4421	1	-40.45256	-39.1981	-1.254463	0.002632012	0.04981609	0.3453935	263.3526	2.536864
4422	0	-40.48954	-38.79145	-1.698091	0.02263987	0.3368845	0.4057267	30.61622	2.286164
4423	1	-40.93135	-39.55575	-1.3756	0.02652747	0.3780561	0.2781809	26.12941	1.220702
4424	0	-38.8801	-37.08415	-1.795944	0.04684038	0.5419493	0.31788	14.79807	2.370988
4425	1	-39.26785	-37.95491	-1.312949	0.03541204	0.4591252	0.2304692	19.57377	1.843026
4426	0	-38.79886	-37.82398	-0.9748805	0.01579201	0.2542496	0.2168493	43.89228	3.653922
4427	1	-39.19135	-37.99569	-1.195663	0.04583018	0.5354432	0.1769139	15.12425	3.076492
4428	0	-37.80448	-37.48312	-0.3213648	0.01306625	0.2172853	0.1172363	53.04866	2.677716
4429	1	-39.66754	-37.54468	-2.122859	0.05058743	0.5648763	0.418074	13.70197	2.898122
4430	0	-37.54012	-37.04922	-0.4909007	0.009768522	0.1690657	0.1455196	70.95722	3.184055
4431	1	-37.48221	-36.81404	-0.6681749	0.002649779	0.05014095	0.1921248	261.5868	2.871111
4432	0	-40.04473	-37.46165	-2.583073	0.09176905	0.7294211	0.3702346	7.55317	2.844085
4433	1	-37.97482	-37.21049	-0.7643342	0.01238224	0.2076087	0.1843476	55.97916	1.916344
4434	0	-42.49638	-38.64085	-3.855526	0.1417636	0.8205926	0.6522081	4.88946	3.307463
4435	1	-37.4101	-36.90673	-0.5033702	0.00707344	0.126566	0.1530633	97.99294	2.106731
4436	0	-41.49457	-38.57336	-2.921214	0.07789672	0.6877359	0.6315894	8.898284	2.38624
4437	1	-38.52149	-37.05863	-1.462862	0.02935552	0.4057067	0.291659	23.61216	2.925033
4438	0	-38.94516	-37.40063	-1.544533	0.0338281	0.4458685	0.2971022	20.49028	3.292973
4439	1	-39.17406	-38.35306	-0.8209954	0.033199	0.4404679	0.1453907	20.87856	2.236276
4440	0	-37.44704	-36.73239	-0.7146505	0.02009501	0.3077729	0.1573052	34.4935	2.647773
4441	1	-38.20815	-36.93421	-1.273947	0.03114466	0.4222749	0.2354258	22.25573	2.232655
4442	0	-38.62294	-37.43281	-1.190129	0.03385438	0.4460924	0.208367	20.47437	3.347839
4443	1	-37.67877	-36.57139	-1.107373	0.02843884	0.3969451	0.2070675	24.37326	2.799364
4444	0	-39.90737	-37.82835	-2.079026	0.04541677	0.5327391	0.4304652	15.26192	2.572336
4445	1	-38.71931	-36.8365	-1.88281	0.05264262	0.5766914	0.3194424	13.16703	2.714074
4446	0	-40.72497	-37.77638	-2.948587	0.09905789	0.7475716	0.481395	6.997395	3.178692
4447	1	-37.8238	-36.80447	-1.01933	0.01918478	0.2969162	0.2160965	36.13006	3.07173
4448	0	-39.77228	-37.24631	-2.525963	0.07697185	0.6845628	0.4309765	9.005204	2.65992
4449	1	-38.81975	-37.50828	-1.311478	0.04519451	0.5312751	0.2004285	15.33698	2.327134
4450	0	-41.92399	-38.1675	-3.756493	0.1386309	0.8166318	0.6174397	4.999945	2.675241
4451	1	-39.31551	-37.81122	-1.504292	0.05494317	0.5893217	0.211783	12.61571	2.388309
4452	0	-37.73425	-36.58353	-1.150724	0.0312735	0.4234416	0.2077537	22.16404	2.688769
4453	1	-39.34452	-38.14485	-1.199672	0.009398901	0.1634073	0.2971699	73.74768	3.180046
4454	0	-41.24377	-39.53895	-1.704816	0.01732361	0.2739515	0.4403203	40.0117	2.87205
4455	1	-38.09593	-37.43225	-0.6636813	0.01164552	0.1969997	0.1684396	59.52049	3.477184
4456	0	-39.07233	-37.1283	-1.944031	0.06604751	0.6425166	0.281024	10.49468	2.666343
4457	1	-39.45093	-39.50685	0.05591756	0.008717989	0.1528441	0.0854843	79.50769	2.823363
4458	0	-38.85716	-36.93133	-1.925827	0.05316934	0.5796374	0.3310117	13.0366	2.914516
4459	1	-38.04098	-37.30563	-0.735347	0.006182516	0.1118635	0.1954713	112.1141	3.416081
4460	0	-37.46647	-37.04692	-0.4195519	0.008819378	0.1544286	0.1373277	78.59366	2.178958
4461	1	-37.7166	-37.28016	-0.4364434	0.003197176	0.06007648	0.1512117	216.7998	1.841575
4462	0	-43.51719	-40.80766	-2.70953	0.04973515	0.5598227	0.7607985	13.93677	2.378496
4463	1	-38.86763	-37.48284	-1.384782	0.02289949	0.3397551	0.2955101	30.26911	3.151117
4464	0	-38.86351	-38.03553	-0.8279723	0.03484719	0.4544528	0.1430393	19.89105	2.82427
4465	1	-39.65473	-38.09007	-1.564664	0.05285129	0.5778624	0.2317092	13.11505	2.114176
4466	0	-40.60362	-39.02109	-1.582525	0.01782035	0.2801834	0.3869111	38.89639	2.023891
4467	1	-39.30029	-37.53173	-1.768563	0.04819317	0.5504411	0.30344	14.38268	2.101251
4468	0	-38.88378	-37.69082	-1.192956	0.01194878	0.2013905	0.2847376	58.00987	2.33718
4469	1	-39.13331	-37.72359	-1.409726	0.05274221	0.5772509	0.1987577	13.14217	2.987332
4470	0	-38.00916	-36.79136	-1.217797	0.02505621	0.3629226	0.2425606	27.66368	2.391776
4471	1	-37.61463	-36.92682	-0.687814	0.008562302	0.1504032	0.1802354	80.95337	3.220907
4472	0	-38.15095	-36.80328	-1.347667	0.04166855	0.5070668	0.2184277	16.63478	2.566615
4473	1	-38.2339	-36.83115	-1.402748	0.03041126	0.4155669	0.2705771	22.79245	2.87474
4474	0	-44.37696	-40.29162	-4.085336	0.1741055	0.8535109	0.5197298	3.981191	2.616872
4475	1	-38.7048	-36.85838	-1.846426	0.05433537	0.586044	0.3007504	12.75683	2.922866
4476	0	-41.93454	-39.6523	-2.282236	0.04419117	0.5245769	0.5366733	15.6852	3.602076
4477	1	-38.59742	-37.59287	-1.004549	0.03568744	0.4613815	0.1686502	19.42272	3.101151
4478	0	-39.15513	-37.77579	-1.37934	0.02670487	0.3798455	0.2785246	25.95583	3.513555
4479	1	-39.61426	-39.18512	-0.4291362	0.0179813	0.2821865	0.1218185	38.54822	3.504314
4480	0	-39.32072	-37.63055	-1.690172	0.03108666	0.4217487	0.3572516	22.29725	2.787217
4481	1	-38.93532	-37.25142	-1.683898	0.0395685	0.4917219	0.3149303	17.51765	2.260389
4482	0	-38.17605	-36.72006	-1.455989	0.03803585	0.4800576	0.2562345	18.22352	2.926643
4483	1	-38.06535	-37.27233	-0.793022	0.005684106	0.1034912	0.2085397	121.9448	3.310463
4484	0	-37.66091	-36.93599	-0.7249199	0.01439574	0.2356273	0.1722533	48.14947	2.112581
4485	1	-38.55744	-37.13011	-1.427332	0.04847496	0.5521789	0.2148568	14.29908	2.9335
4486	0	-38.70989	-36.95106	-1.758835	0.05615677	0.5957431	0.2685296	12.34307	2.567136
4487	1	-37.95341	-37.14959	-0.8038188	0.01732693	0.2739933	0.1788341	40.00405	2.01189
4488	0	-40.77022	-39.54945	-1.220769	0.02440858	0.3560909	0.2455185	28.39768	1.207649
4489	1	-37.63847	-36.80157	-0.8368949	0.01205808	0.2029648	0.199131	57.48404	2.234391
4490	0	-39.55213	-37.77789	-1.774242	0.03296364	0.4384271	0.3784167	21.02763	2.709694
4491	1	-39.42792	-38.95399	-0.4739289	0.02628536	0.375602	0.1132979	26.37009	2.81995
4492	0	-37.71781	-36.90321	-0.8146036	0.01595119	0.2563321	0.1843207	43.45426	2.127391
4493	1	-39.1484	-38.46745	-0.6809494	0.0006885003	0.01336246	0.2000615	1006.749	1.284964
4494	0	-39.02956	-38.30079	-0.728767	0.001862661	0.03560526	0.2064083	372.1273	1.380843
4495	1	-39.56474	-38.59647	-0.9682743	0.002534119	0.04802358	0.2597913	273.5259	1.525729
4496	0	-39.12784	-37.79971	-1.328132	0.01955565	0.3013689	0.292741	35.44485	1.991255
4497	1	-37.19656	-36.88518	-0.3113818	0.006427412	0.1159383	0.1274838	107.8424	2.43942
4498	0	-39.19548	-37.47971	-1.715767	0.04077607	0.5006334	0.3196294	16.99887	2.127053
4499	1	-37.25838	-36.94772	-0.3106609	0.003333016	0.06252035	0.1330839	207.964	3.103207
4500	0	-39.02507	-37.54154	-1.483531	0.02776563	0.3903892	0.3045127	24.96422	3.25833
4501	1	-38.10746	-37.20275	-0.9047036	0.02581226	0.3707655	0.1754719	26.85341	3.211805
4502	0	-39.79303	-38.47921	-1.313818	0.02140596	0.3229931	0.2811356	32.38103	1.549136
4503	1	-37.37358	-36.69724	-0.6763334	0.01408607	0.2314091	0.1648035	49.20799	2.991989
4504	0	-40.38884	-38.98716	-1.401682	0.02491905	0.3614845	0.2920938	27.81596	1.392708
4505	1	-38.73021	-37.66868	-1.061524	0.01973957	0.3035621	0.2236501	35.1146	1.769676
4506	0	-37.59655	-37.25942	-0.3371275	0.002473977	0.04692007	0.1383216	280.1753	1.907562
4507	1	-38.71429	-37.51781	-1.196476	0.01975927	0.3037964	0.2558921	35.07959	1.937107
4508	0	-38.85657	-37.23368	-1.622892	0.03627803	0.4661725	0.3103891	19.10653	2.280388
4509	1	-38.1036	-37.29292	-0.8106879	0.001450994	0.02788398	0.225336	477.7052	2.406986
4510	0	-37.46339	-36.61147	-0.8519187	0.01391203	0.2290241	0.19692	49.82358	2.444121
4511	1	-37.70415	-36.96967	-0.7344758	0.007338588	0.1308775	0.1921376	94.45239	3.201673
4512	0	-37.57161	-36.94443	-0.6271851	0.004390843	0.08126132	0.1799288	157.862	2.067763
4513	1	-37.99017	-37.15239	-0.8377789	0.006773374	0.1216514	0.2147553	102.3341	3.174674
4514	0	-37.3316	-36.75903	-0.572576	0.001142596	0.02204528	0.1783659	606.6425	2.31847
4515	1	-38.18682	-37.37466	-0.8121581	0.003524456	0.06594999	0.2191536	196.6679	3.237177
4516	0	-37.21389	-37.08764	-0.1262522	0.001622058	0.03110252	0.1133795	427.3257	2.412811
4517	1	-42.3715	-40.06039	-2.311106	0.06364007	0.6319789	0.4196924	10.89168	1.535936
4518	0	-38.30849	-37.24543	-1.063066	0.01091732	0.1863188	0.2537242	63.49057	2.492991
4519	1	-37.89367	-37.10077	-0.7929026	0.007592366	0.1349769	0.2029691	91.29528	3.247774
4520	0	-38.88156	-38.00757	-0.8739908	0.01234456	0.2070709	0.205822	56.15002	3.749117
4521	1	-39.95585	-38.72521	-1.230638	0.02224295	0.3324609	0.2556563	31.16256	3.934038
4522	0	-38.72214	-37.45989	-1.262249	0.04371847	0.5213697	0.1948208	15.85479	3.094948
4523	1	-37.78732	-36.99437	-0.7929456	0.004257808	0.07893239	0.2127677	162.7944	2.421531
4524	0	-37.02555	-36.61717	-0.4083796	0.002841512	0.053637	0.1477677	243.9361	2.362089
4525	1	-37.3088	-36.69458	-0.6142173	0.01071974	0.1833869	0.1624208	64.66082	3.013929
4526	0	-39.37093	-37.29089	-2.080036	0.05551252	0.5923545	0.3736288	12.48632	3.099597
4527	1	-37.16605	-36.50334	-0.6627098	0.01015247	0.1748877	0.1718628	68.27372	2.687883
4528	0	-38.18758	-37.41786	-0.7697279	0.02181296	0.327621	0.1622272	31.77684	3.290759
4529	1	-37.53277	-36.87541	-0.6573616	0.004379065	0.08105545	0.185472	158.2866	3.10869
4530	0	-39.56719	-39.37647	-0.190726	0.0164522	0.2628333	0.098074	42.13098	2.316462
4531	1	-37.68347	-36.59526	-1.08821	0.02221977	0.3322013	0.2217904	31.19507	2.745555
4532	0	-40.28126	-38.60216	-1.679092	0.02295127	0.3403254	0.3963436	30.20083	2.378506
4533	1	-38.93077	-37.70563	-1.225139	0.02294838	0.3402936	0.2517331	30.20462	3.540351
4534	0	-37.29896	-36.51706	-0.7818933	0.01301673	0.2165902	0.1859391	53.2505	2.671877
4535	1	-37.70681	-37.30437	-0.4024459	0.013146	0.2184027	0.1269948	52.72687	2.970295
4536	0	-39.91495	-37.51844	-2.396509	0.07758975	0.6866888	0.3753547	8.933489	2.408215
4537	1	-38.20186	-37.36526	-0.836593	0.001780521	0.03407122	0.2301756	389.2946	2.368591
4538	0	-38.13752	-37.8068	-0.3307255	0.008807611	0.1542449	0.1256763	78.69866	3.354766
4539	1	-37.38656	-37.01106	-0.3755046	0.009542349	0.1656096	0.1300748	72.63905	2.935333
4540	0	-39.52479	-37.72918	-1.795601	0.04521102	0.5313841	0.3251699	15.33138	2.023133
4541	1	-37.23161	-36.5078	-0.7238179	0.0143627	0.2351789	0.1721439	48.26022	2.632263
4542	0	-37.6882	-36.88574	-0.8024553	0.01786406	0.2807283	0.1772405	38.8012	2.177053
4543	1	-38.45131	-38.00324	-0.4480722	0.01861907	0.2900463	0.1230338	37.22782	3.087495
4544	0	-37.19298	-36.61953	-0.5734433	0.004340863	0.08038729	0.1706347	159.6796	2.892709
4545	1	-42.16379	-41.12652	-1.03727	0.005738777	0.1044148	0.266029	120.7831	4.805516
4546	0	-39.88211	-38.45464	-1.427468	0.01745037	0.275549	0.3330737	39.72106	1.912233
4547	1	-41.76726	-38.77249	-2.994775	0.09794882	0.7449524	0.5121118	7.076626	3.527799
4548	0	-38.11117	-36.73578	-1.375385	0.0369007	0.4711546	0.2402124	18.78412	2.975162
4549	1	-37.93482	-36.96866	-0.9661612	0.03028107	0.4143641	0.1751792	22.89044	2.434853
4550	0	-38.17496	-37.48586	-0.6890967	0.01742239	0.2751968	0.1592361	39.78485	3.37693
4551	1	-37.55828	-37.0919	-0.466375	0.01494306	0.243004	0.1319852	46.38588	2.795041
4552	0	-39.01079	-37.95723	-1.053561	0.00406219	0.07549336	0.2768788	170.6339	2.80499
