Iteration	Replicate_ID	Posterior	Likelihood	Prior	sigma2
586	0	-45.65383	0	-45.65383	0.007347983
587	1	370.9036	0	370.9036	0.0001230194
588	0	-45.63922	0	-45.63922	0.006366564
589	1	370.5006	0	370.5006	0.000127175
590	0	-45.38768	0	-45.38768	0.006806501
591	1	371.1886	0	371.1886	0.0001017532
592	0	-45.62767	0	-45.62767	0.006376761
593	1	371.5032	0	371.5032	0.0001090543
594	0	-45.45137	0	-45.45137	0.006589312
595	1	371.2293	0	371.2293	0.0001022746
596	0	-45.65868	0	-45.65868	0.006349947
597	1	371.2878	0	371.2878	0.0001176413
598	0	-45.90267	0	-45.90267	0.006181261
599	1	371.2878	0	371.2878	0.0001176413
600	0	-45.39592	0	-45.39592	0.00691728
601	1	370.7837	0	370.7837	0.000124352
