Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	p_th	sigma2	t_half	theta
941	1	225.865	0	225.865	0.1374037	0.8150341	0.002059716	5.044605	3.043974
942	0	-277.7956	0	-277.7956	0.08876113	0.7212402	0.1552606	7.809129	-6.45725
943	1	225.8122	0	225.8122	0.1216864	0.7919647	0.00188557	5.696177	3.043974
944	0	-278.9301	0	-278.9301	0.08461502	0.7092259	0.1378808	8.191774	-6.491233
945	1	225.7473	0	225.7473	0.116004	0.7822414	0.001807207	5.9752	3.043974
946	0	-277.6796	0	-277.6796	0.09160842	0.728995	0.1728772	7.566413	-6.459797
947	1	223.923	0	223.923	0.2047332	0.8753302	0.002626334	3.385611	3.04389
948	0	-281.9976	0	-281.9976	0.09439735	0.7362277	0.2234405	7.342867	-6.283514
949	1	225.7433	0	225.7433	0.1473618	0.8272759	0.002108985	4.703711	3.04389
950	0	-278.7167	0	-278.7167	0.08971128	0.7238711	0.1509047	7.726422	-6.515639
951	1	223.5405	0	223.5405	0.1385796	0.8165655	0.002556097	5.001799	3.04389
952	0	-278.4769	0	-278.4769	0.1054383	0.7617407	0.1865663	6.573961	-6.48367
953	1	225.469	0	225.469	0.1508844	0.8312405	0.002237717	4.593896	3.0393
954	0	-279.942	0	-279.942	0.05288583	0.5780558	0.1097281	13.10648	-6.271701
955	1	225.7674	0	225.7674	0.146999	0.8268573	0.002148124	4.71532	3.042793
956	0	-278.5519	0	-278.5519	0.06363841	0.6319715	0.1358826	10.89196	-6.568346
957	1	225.1242	0	225.1242	0.1356127	0.8126543	0.002276806	5.111226	3.042793
958	0	-278.6578	0	-278.6578	0.08278763	0.7036398	0.1709382	8.372594	-6.309091
959	1	224.2665	0	224.2665	0.08484453	0.7099146	0.001484998	8.169615	3.042793
960	0	-280.4383	0	-280.4383	0.1045302	0.7598132	0.1818153	6.631071	-6.588638
961	1	225.2538	0	225.2538	0.1080821	0.7671949	0.001813909	6.413156	3.042793
962	0	-280.4661	0	-280.4661	0.09635245	0.7410956	0.1960918	7.193872	-6.603356
963	1	224.2146	0	224.2146	0.1092192	0.769471	0.001870105	6.346384	3.034243
964	0	-277.4419	0	-277.4419	0.07133141	0.6639614	0.1482705	9.717279	-6.454996
965	1	224.1877	0	224.1877	0.1104154	0.7718216	0.002021983	6.27763	3.043446
966	0	-277.3805	0	-277.3805	0.08112263	0.6983858	0.1506569	8.544437	-6.434333
967	1	225.3322	0	225.3322	0.1433463	0.822532	0.002032395	4.835472	3.050047
968	0	-277.8271	0	-277.8271	0.08920665	0.7224793	0.1693588	7.770129	-6.364848
969	1	225.0758	0	225.0758	0.1615602	0.8422455	0.002475061	4.290333	3.050047
970	0	-280.0992	0	-280.0992	0.1055489	0.7619736	0.2001531	6.567071	-6.274664
971	1	224.5543	0	224.5543	0.1899841	0.8656862	0.002764652	3.648449	3.050047
972	0	-284.0361	0	-284.0361	0.1653414	0.8458151	0.2694079	4.192219	-6.285205
973	1	225.49	0	225.49	0.1369527	0.8144403	0.002066557	5.061217	3.050047
974	0	-283.4387	0	-283.4387	0.1363766	0.8136764	0.2257883	5.082597	-6.602829
975	1	225.3178	0	225.3178	0.1135366	0.7777517	0.001816457	6.105055	3.050047
976	0	-277.9701	0	-277.9701	0.09926194	0.7480482	0.1795943	6.983011	-6.39588
977	1	224.4718	0	224.4718	0.09909196	0.7476512	0.001739604	6.994989	3.050047
978	0	-280.6913	0	-280.6913	0.1120575	0.7749775	0.2391833	6.185637	-6.518773
979	1	224.8005	0	224.8005	0.1005331	0.7509811	0.001488222	6.894716	3.050047
980	0	-279.5192	0	-279.5192	0.08645076	0.7146552	0.1990622	8.017826	-6.452131
981	1	225.3871	0	225.3871	0.1482147	0.8282522	0.002199144	4.676642	3.050047
982	0	-277.8507	0	-277.8507	0.08454656	0.70902	0.148419	8.198408	-6.475277
983	1	225.1775	0	225.1775	0.1607948	0.8415031	0.002319666	4.310757	3.050047
984	0	-278.3946	0	-278.3946	0.07837979	0.6893716	0.1498608	8.843443	-6.304492
985	1	225.0052	0	225.0052	0.1364889	0.8138259	0.002248106	5.078413	3.050047
986	0	-277.7755	0	-277.7755	0.08405916	0.7075463	0.1586129	8.245944	-6.355637
987	1	225.2044	0	225.2044	0.1128455	0.7764633	0.001844397	6.142445	3.050047
988	0	-281.8842	0	-281.8842	0.1012017	0.7524992	0.2034967	6.849164	-6.21
989	1	225.2763	0	225.2763	0.1356206	0.8126649	0.001851662	5.110928	3.040265
990	0	-277.7891	0	-277.7891	0.07967754	0.6936936	0.1652781	8.699404	-6.379231
991	1	224.5466	0	224.5466	0.1721831	0.851888	0.002210025	4.02564	3.044299
992	0	-278.7123	0	-278.7123	0.0961718	0.7406525	0.2019645	7.207385	-6.405529
993	1	225.493	0	225.493	0.1668533	0.8471987	0.00244114	4.154232	3.044299
994	0	-281.2952	0	-281.2952	0.07688277	0.6842543	0.1990155	9.015637	-6.422072
995	1	224.9615	0	224.9615	0.1306901	0.8058028	0.001719727	5.303745	3.044299
996	0	-278.7061	0	-278.7061	0.1147854	0.7800453	0.2018449	6.038635	-6.434692
997	1	225.0463	0	225.0463	0.0969575	0.7425696	0.001625492	7.14898	3.044299
998	0	-279.6976	0	-279.6976	0.08810976	0.7194109	0.1798344	7.866861	-6.594099
999	1	225.0736	0	225.0736	0.1199413	0.7890661	0.001991448	5.779054	3.050273
1000	0	-279.4282	0	-279.4282	0.1072934	0.765592	0.1695712	6.460294	-6.379526
1001	1	224.8516	0	224.8516	0.1638178	0.8443959	0.002572241	4.231209	3.050273
1002	0	-278.1588	0	-278.1588	0.07893349	0.6912284	0.1571171	8.781408	-6.320712
1003	1	224.9992	0	224.9992	0.1592168	0.8399511	0.002203449	4.353479	3.050273
1004	0	-277.6563	0	-277.6563	0.08260667	0.7030765	0.1521218	8.390934	-6.487889
1005	1	224.4761	0	224.4761	0.1577291	0.8384606	0.002064504	4.394541	3.050273
1006	0	-277.9703	0	-277.9703	0.06953912	0.6569342	0.1481968	9.96773	-6.520178
1007	1	225.4255	0	225.4255	0.1222902	0.7929504	0.0019127	5.66805	3.050273
1008	0	-278.18	0	-278.18	0.07749681	0.6863706	0.1330891	8.944203	-6.464218
1009	1	223.8242	0	223.8242	0.106352	0.7636518	0.001405967	6.517483	3.048813
1010	0	-279.7921	0	-279.7921	0.1046333	0.7600334	0.1689917	6.624538	-6.52855
1011	1	225.5102	0	225.5102	0.131634	0.8071531	0.001872596	5.265715	3.048813
1012	0	-282.4952	0	-282.4952	0.1328569	0.8088763	0.193456	5.217248	-6.499382
1013	1	224.2065	0	224.2065	0.1392212	0.8173909	0.002449722	4.978747	3.048813
1014	0	-278.5722	0	-278.5722	0.08441016	0.7086089	0.1852406	8.211656	-6.399136
1015	1	225.5234	0	225.5234	0.1138113	0.77826	0.001761132	6.09032	3.048813
1016	0	-279.4051	0	-279.4051	0.08255727	0.7029224	0.1453147	8.395956	-6.58096
1017	1	225.5866	0	225.5866	0.1249581	0.7972024	0.002020858	5.547036	3.04267
1018	0	-277.4797	0	-277.4797	0.07532019	0.6787571	0.1471056	9.202675	-6.377755
1019	1	225.6794	0	225.6794	0.1539035	0.8345008	0.002243477	4.503779	3.04267
1020	0	-278.4829	0	-278.4829	0.08101253	0.6980327	0.1633716	8.556049	-6.553853
1021	1	224.8487	0	224.8487	0.1460198	0.8257179	0.002467189	4.746941	3.04267
1022	0	-278.0557	0	-278.0557	0.05612893	0.5955976	0.1180284	12.3492	-6.384584
1023	1	225.5149	0	225.5149	0.162913	0.843541	0.00232776	4.254707	3.04267
1024	0	-279.0094	0	-279.0094	0.07974168	0.6939045	0.1695419	8.692407	-6.567571
1025	1	224.9775	0	224.9775	0.09513941	0.7380944	0.001463642	7.285594	3.04267
1026	0	-280.2828	0	-280.2828	0.1079869	0.7670024	0.2153881	6.41881	-6.287585
1027	1	222.5648	0	222.5648	0.07032019	0.6600267	0.001371979	9.857015	3.04267
1028	0	-279.6425	0	-279.6425	0.1154459	0.7812406	0.2189642	6.004089	-6.519665
1029	1	224.9584	0	224.9584	0.1685178	0.8486941	0.002233564	4.113198	3.04267
1030	0	-278.9271	0	-278.9271	0.1187067	0.7869695	0.2142513	5.839159	-6.429386
1031	1	225.1186	0	225.1186	0.1063936	0.7637382	0.001809562	6.514933	3.04267
1032	0	-278.1536	0	-278.1536	0.09745041	0.7437593	0.1875451	7.11282	-6.373929
1033	1	224.532	0	224.532	0.1498177	0.8300586	0.002572945	4.626605	3.04267
1034	0	-278.2656	0	-278.2656	0.08940973	0.7230409	0.1483756	7.752481	-6.426802
1035	1	225.0594	0	225.0594	0.180902	0.8589784	0.002572945	3.831618	3.04095
1036	0	-278.6295	0	-278.6295	0.09682085	0.742238	0.1725764	7.159069	-6.527982
1037	1	224.595	0	224.595	0.1942876	0.8686493	0.002967238	3.567634	3.04095
1038	0	-279.4964	0	-279.4964	0.1073369	0.7656808	0.1958061	6.45768	-6.304157
1039	1	225.1357	0	225.1357	0.1563381	0.8370422	0.00250758	4.433643	3.04095
1040	0	-280.4163	0	-280.4163	0.1061031	0.763134	0.1857356	6.53277	-6.266579
1041	1	224.612	0	224.612	0.1378392	0.8156041	0.001881582	5.028666	3.052665
1042	0	-279.2907	0	-279.2907	0.09893358	0.7472804	0.1749108	7.006187	-6.297697
1043	1	224.3063	0	224.3063	0.1513444	0.8317452	0.002581577	4.579932	3.038589
1044	0	-278.3343	0	-278.3343	0.1078159	0.7666561	0.1989322	6.428989	-6.425444
1045	1	224.2347	0	224.2347	0.1986737	0.8715391	0.002718479	3.488872	3.038589
1046	0	-279.1117	0	-279.1117	0.09783174	0.744673	0.1886398	7.085095	-6.551599
1047	1	224.2119	0	224.2119	0.2049597	0.8754676	0.00286239	3.381871	3.049409
1048	0	-278.2229	0	-278.2229	0.05146639	0.5699926	0.1131256	13.46796	-6.431822
1049	1	225.1998	0	225.1998	0.1458132	0.8254756	0.002327989	4.753665	3.049409
1050	0	-277.956	0	-277.956	0.06423652	0.6346371	0.1218615	10.79055	-6.395388
1051	1	225.0637	0	225.0637	0.1137316	0.7781128	0.001604944	6.094587	3.049409
1052	0	-278.4862	0	-278.4862	0.07910974	0.6918154	0.1677065	8.761844	-6.536756
1053	1	223.6762	0	223.6762	0.1566057	0.837317	0.002777162	4.426066	3.048344
1054	0	-280.3854	0	-280.3854	0.06498048	0.6379085	0.1273367	10.66701	-6.220874
1055	1	224.4873	0	224.4873	0.1885524	0.8646709	0.002950535	3.676152	3.048344
1056	0	-277.508	0	-277.508	0.08690626	0.7159749	0.1666797	7.975803	-6.450372
1057	1	223.7687	0	223.7687	0.1630346	0.8436564	0.002846354	4.251533	3.039891
1058	0	-277.8006	0	-277.8006	0.07949114	0.6930792	0.1401467	8.719804	-6.462954
1059	1	224.3909	0	224.3909	0.1185909	0.7867709	0.002112348	5.844857	3.039891
1060	0	-277.6877	0	-277.6877	0.07789144	0.687718	0.1439514	8.898887	-6.368111
1061	1	224.3053	0	224.3053	0.189702	0.8654874	0.002500118	3.653873	3.039891
1062	0	-280.37	0	-280.37	0.09390491	0.7349757	0.2166846	7.381373	-6.367356
1063	1	225.3565	0	225.3565	0.1444686	0.8238829	0.002111193	4.797909	3.037906
1064	0	-277.4798	0	-277.4798	0.0724571	0.6682521	0.144582	9.566312	-6.379142
1065	1	225.2846	0	225.2846	0.1298201	0.8045421	0.001847845	5.33929	3.037906
1066	0	-277.7711	0	-277.7711	0.08637422	0.7144324	0.1541545	8.024932	-6.479174
1067	1	225.3544	0	225.3544	0.1235855	0.7950354	0.001949267	5.608646	3.037906
1068	0	-278.6979	0	-278.6979	0.08923051	0.7225453	0.1494702	7.768052	-6.346887
1069	1	225.6033	0	225.6033	0.1287832	0.8030192	0.00181991	5.38228	3.046946
1070	0	-278.1072	0	-278.1072	0.07493725	0.677385	0.1551392	9.249701	-6.328754
1071	1	224.0794	0	224.0794	0.08299345	0.7042783	0.001466934	8.35183	3.046946
1072	0	-277.6882	0	-277.6882	0.05963707	0.6132863	0.1254423	11.62276	-6.46275
1073	1	225.6292	0	225.6292	0.1210546	0.790924	0.001930872	5.725905	3.046946
1074	0	-278.5775	0	-278.5775	0.07812408	0.6885076	0.1471962	8.872388	-6.296674
1075	1	224.5643	0	224.5643	0.1307613	0.8059052	0.002246117	5.300858	3.050437
1076	0	-281.0105	0	-281.0105	0.03580766	0.462362	0.1135365	19.35751	-6.331093
1077	1	225.2843	0	225.2843	0.1236612	0.7951561	0.001986485	5.605213	3.050437
1078	0	-278.4082	0	-278.4082	0.0509118	0.5667756	0.1114757	13.61467	-6.39353
1079	1	225.3369	0	225.3369	0.1432403	0.8224034	0.002059765	4.83905	3.050437
1080	0	-277.5804	0	-277.5804	0.07658356	0.6832141	0.159186	9.050861	-6.460024
1081	1	225.5454	0	225.5454	0.1301639	0.805042	0.002077194	5.325189	3.047833
1082	0	-278.2544	0	-278.2544	0.09434691	0.7360999	0.1899052	7.346793	-6.3796
1083	1	225.3145	0	225.3145	0.1519842	0.8324424	0.002084405	4.560654	3.047833
1084	0	-279.1099	0	-279.1099	0.08815007	0.7195247	0.1973003	7.863263	-6.443685
1085	1	225.1824	0	225.1824	0.1692775	0.8493672	0.002576963	4.094738	3.047833
1086	0	-280.8282	0	-280.8282	0.1248135	0.7969761	0.2630802	5.553465	-6.406434
1087	1	225.5246	0	225.5246	0.1101663	0.7713357	0.001688465	6.291826	3.047833
1088	0	-277.4829	0	-277.4829	0.06884104	0.6541302	0.1431671	10.06881	-6.470661
1089	1	225.4247	0	225.4247	0.1321355	0.8078633	0.00183199	5.245731	3.047833
1090	0	-278.3353	0	-278.3353	0.09901506	0.7474713	0.1933428	7.000422	-6.482215
1091	1	223.9235	0	223.9235	0.09256348	0.7315111	0.001698442	7.488344	3.039322
1092	0	-278.7917	0	-278.7917	0.09712407	0.7429728	0.2046809	7.136719	-6.425772
1093	1	225.0373	0	225.0373	0.09990189	0.7495325	0.001536445	6.938279	3.039322
1094	0	-278.3606	0	-278.3606	0.0736426	0.6726716	0.1631301	9.412313	-6.35306
1095	1	225.7528	0	225.7528	0.1302974	0.8052356	0.00197892	5.31973	3.047605
1096	0	-278.5327	0	-278.5327	0.06406449	0.6338737	0.1325623	10.81952	-6.298472
1097	1	225.4414	0	225.4414	0.1068863	0.7647565	0.001634043	6.484903	3.047605
1098	0	-282.5599	0	-282.5599	0.09469381	0.7369763	0.1602444	7.319878	-6.659894
1099	1	224.818	0	224.818	0.1437417	0.8230102	0.002426114	4.822171	3.047605
1100	0	-278.4913	0	-278.4913	0.08459813	0.7091752	0.1795692	8.19341	-6.349721
1101	1	225.3166	0	225.3166	0.1040674	0.7588199	0.001683244	6.660559	3.047605
1102	0	-278.358	0	-278.358	0.08510961	0.7107064	0.1518203	8.14417	-6.531236
1103	1	225.4076	0	225.4076	0.1081163	0.767264	0.001607388	6.411125	3.047362
1104	0	-280.2522	0	-280.2522	0.09788738	0.7448058	0.1969497	7.081068	-6.261339
1105	1	224.6501	0	224.6501	0.1187824	0.7870992	0.002074235	5.835435	3.039594
1106	0	-277.4796	0	-277.4796	0.08543185	0.7116638	0.1580604	8.113452	-6.404415
1107	1	225.0003	0	225.0003	0.1660984	0.846511	0.002601517	4.173112	3.039594
1108	0	-278.3237	0	-278.3237	0.08799605	0.7190893	0.1583466	7.877026	-6.32874
1109	1	224.3375	0	224.3375	0.1798034	0.858122	0.002313706	3.855028	3.041154
1110	0	-278.2149	0	-278.2149	0.07621336	0.6819191	0.1656007	9.094825	-6.502601
1111	1	224.7806	0	224.7806	0.1672267	0.8475367	0.002714894	4.144955	3.041154
1112	0	-278.1168	0	-278.1168	0.08158065	0.6998471	0.1657343	8.496466	-6.336553
1113	1	224.1534	0	224.1534	0.2157073	0.8816591	0.003219071	3.213368	3.041154
1114	0	-277.8739	0	-277.8739	0.09789078	0.744814	0.1818686	7.080822	-6.447731
1115	1	224.5067	0	224.5067	0.195741	0.8696211	0.00301992	3.541144	3.041154
1116	0	-278.3422	0	-278.3422	0.09212071	0.7303498	0.1876495	7.524336	-6.365827
1117	1	225.5323	0	225.5323	0.1541258	0.834736	0.00234424	4.497282	3.041154
1118	0	-277.6742	0	-277.6742	0.09305528	0.7327906	0.1703941	7.448768	-6.408582
1119	1	222.8847	0	222.8847	0.1364278	0.8137446	0.002590283	5.080689	3.041154
1120	0	-277.5192	0	-277.5192	0.08233705	0.7022337	0.1577023	8.418411	-6.478411
1121	1	225.1128	0	225.1128	0.1800116	0.8582851	0.00261596	3.850569	3.041154
1122	0	-278.3063	0	-278.3063	0.05323655	0.580011	0.1272149	13.02014	-6.387514
1123	1	224.0926	0	224.0926	0.1178281	0.7854536	0.002149446	5.882699	3.041154
1124	0	-277.5092	0	-277.5092	0.08763875	0.7180749	0.1648953	7.90914	-6.406331
1125	1	221.3636	0	221.3636	0.1218314	0.7922023	0.002497437	5.689396	3.041154
1126	0	-277.5051	0	-277.5051	0.07537453	0.6789511	0.1397627	9.19604	-6.400128
1127	1	225.3492	0	225.3492	0.1605954	0.8413086	0.002476819	4.316109	3.041154
1128	0	-280.3764	0	-280.3764	0.06184021	0.6237616	0.1456567	11.20868	-6.228124
1129	1	224.9727	0	224.9727	0.1635632	0.8441562	0.002176068	4.237795	3.041154
1130	0	-279.4018	0	-279.4018	0.08781635	0.71858	0.1853868	7.893145	-6.564845
1131	1	225.3664	0	225.3664	0.1118595	0.7746012	0.00161586	6.196586	3.041154
1132	0	-277.8001	0	-277.8001	0.08223713	0.7019203	0.1441229	8.428641	-6.461319
1133	1	225.4674	0	225.4674	0.1072315	0.7654652	0.001646045	6.464027	3.041154
1134	0	-279.5997	0	-279.5997	0.07051647	0.6607965	0.120538	9.829579	-6.544303
1135	1	224.2679	0	224.2679	0.09486391	0.7374041	0.001357686	7.306753	3.041154
1136	0	-277.8238	0	-277.8238	0.05870728	0.608722	0.1214795	11.80684	-6.399335
1137	1	224.0848	0	224.0848	0.08357361	0.7060652	0.0013199	8.293852	3.041154
1138	0	-277.5007	0	-277.5007	0.07128612	0.6637869	0.1501979	9.723452	-6.450681
1139	1	224.8106	0	224.8106	0.1001196	0.7500337	0.001567999	6.923194	3.036913
1140	0	-278.2552	0	-278.2552	0.08093982	0.6977991	0.176825	8.563735	-6.449133
1141	1	223.7753	0	223.7753	0.1365769	0.8139427	0.001734128	5.075143	3.036913
1142	0	-277.762	0	-277.762	0.07161831	0.6650638	0.143988	9.678351	-6.516347
1143	1	224.7461	0	224.7461	0.1020127	0.7543182	0.001530541	6.794712	3.036913
1144	0	-278.4658	0	-278.4658	0.09689215	0.7424111	0.1590229	7.153801	-6.437531
1145	1	223.5983	0	223.5983	0.08117062	0.6985395	0.001490964	8.539385	3.049047
1146	0	-277.4959	0	-277.4959	0.08034715	0.6958834	0.1629498	8.626905	-6.423777
1147	1	223.4406	0	223.4406	0.2055083	0.8757991	0.003252794	3.372843	3.051792
1148	0	-279.5535	0	-279.5535	0.08930297	0.7227459	0.202257	7.761749	-6.479351
1149	1	221.6155	0	221.6155	0.283597	0.9099706	0.004184886	2.444127	3.051792
1150	0	-277.4781	0	-277.4781	0.07951969	0.6931735	0.149056	8.716673	-6.473441
1151	1	224.1697	0	224.1697	0.19001	0.8657044	0.002875485	3.647951	3.051792
1152	0	-277.9852	0	-277.9852	0.06980174	0.6579793	0.1256748	9.930228	-6.414458
1153	1	224.1431	0	224.1431	0.151177	0.8315619	0.002560749	4.585004	3.051792
1154	0	-279.3396	0	-279.3396	0.06580605	0.6414824	0.1122877	10.53318	-6.409687
1155	1	223.995	0	223.995	0.1104924	0.7719713	0.001989163	6.273258	3.051792
1156	0	-279.3079	0	-279.3079	0.04110672	0.5030318	0.1119889	16.86214	-6.426071
1157	1	224.4743	0	224.4743	0.1134854	0.7776567	0.001565335	6.107811	3.051792
1158	0	-280.5565	0	-280.5565	0.1056005	0.7620821	0.1620078	6.563861	-6.330651
1159	1	224.6698	0	224.6698	0.1480819	0.8281009	0.002004243	4.680838	3.051792
1160	0	-277.6732	0	-277.6732	0.06931644	0.6560439	0.1326936	9.999752	-6.375587
1161	1	225.2707	0	225.2707	0.111302	0.7735354	0.001820543	6.227628	3.049196
1162	0	-277.5555	0	-277.5555	0.08434256	0.7084047	0.1561754	8.218237	-6.385634
1163	1	223.8678	0	223.8678	0.1705705	0.8504992	0.002688699	4.063699	3.033777
1164	0	-282.4906	0	-282.4906	0.07025508	0.6597707	0.1109962	9.866151	-6.589812
1165	1	223.9942	0	223.9942	0.08586979	0.7129562	0.001527059	8.072073	3.050036
1166	0	-278.4025	0	-278.4025	0.06717836	0.6472951	0.1395199	10.31801	-6.562533
1167	1	223.3202	0	223.3202	0.1321463	0.8078785	0.002447175	5.245303	3.050036
1168	0	-277.4877	0	-277.4877	0.08383415	0.7068615	0.1645818	8.268077	-6.453452
1169	1	225.7805	0	225.7805	0.1400521	0.8184493	0.002032917	4.949208	3.046302
1170	0	-277.6479	0	-277.6479	0.07990485	0.69444	0.1660655	8.674657	-6.432184
1171	1	225.1196	0	225.1196	0.1103532	0.7717004	0.001549583	6.28117	3.046302
1172	0	-278.3224	0	-278.3224	0.08049684	0.6963692	0.1399955	8.610862	-6.350093
1173	1	224.3023	0	224.3023	0.09603476	0.7403156	0.001360457	7.217669	3.046302
1174	0	-277.5217	0	-277.5217	0.08860218	0.7207957	0.1635615	7.823139	-6.413781
1175	1	224.5447	0	224.5447	0.08644786	0.7146468	0.001443211	8.018096	3.044901
1176	0	-277.9477	0	-277.9477	0.09201388	0.7300682	0.1846214	7.533072	-6.44181
1177	1	224.013	0	224.013	0.08310415	0.7046207	0.001292026	8.340705	3.044901
1178	0	-281.1493	0	-281.1493	0.1500872	0.8303588	0.2752298	4.618296	-6.462696
1179	1	223.8551	0	223.8551	0.09012396	0.7250002	0.001681465	7.691042	3.044901
1180	0	-278.6744	0	-278.6744	0.1136583	0.7779773	0.2095562	6.098516	-6.419022
1181	1	224.6278	0	224.6278	0.1756545	0.8547933	0.002278695	3.946084	3.044901
1182	0	-278.599	0	-278.599	0.1094044	0.7698378	0.1968642	6.335641	-6.476232
1183	1	225.6598	0	225.6598	0.156786	0.8375015	0.002303827	4.420977	3.044901
1184	0	-281.5076	0	-281.5076	0.1149801	0.780399	0.1682029	6.028408	-6.498268
1185	1	225.4543	0	225.4543	0.1125939	0.7759908	0.001657313	6.156172	3.048093
1186	0	-280.2247	0	-280.2247	0.1237715	0.7953316	0.2461434	5.600217	-6.487832
1187	1	225.0809	0	225.0809	0.1403593	0.8188376	0.001876655	4.938376	3.048093
1188	0	-278.828	0	-278.828	0.09741456	0.7436731	0.156182	7.115437	-6.449413
1189	1	225.3263	0	225.3263	0.1632102	0.8438228	0.002313159	4.246961	3.048093
1190	0	-277.9621	0	-277.9621	0.08398975	0.7073353	0.1610826	8.252759	-6.519953
1191	1	225.7057	0	225.7057	0.1365094	0.813853	0.002020913	5.077653	3.048093
1192	0	-277.701	0	-277.701	0.08538588	0.7115276	0.1640198	8.11782	-6.367687
1193	1	224.8092	0	224.8092	0.1297585	0.8044522	0.002227644	5.341826	3.048093
1194	0	-279.0181	0	-279.0181	0.05306985	0.5790835	0.137483	13.06103	-6.455454
1195	1	223.7536	0	223.7536	0.1988192	0.8716328	0.003256439	3.486319	3.048093
1196	0	-278.3702	0	-278.3702	0.08638302	0.714458	0.1580201	8.024114	-6.539149
1197	1	225.531	0	225.531	0.1518056	0.8322483	0.002287065	4.56602	3.048093
1198	0	-279.3007	0	-279.3007	0.1092213	0.769475	0.1756929	6.346266	-6.374062
1199	1	225.5381	0	225.5381	0.1460305	0.8257304	0.002069736	4.746592	3.048093
1200	0	-277.9858	0	-277.9858	0.08008315	0.6950233	0.1441209	8.655343	-6.508396
1201	1	225.6996	0	225.6996	0.1339241	0.8103564	0.001964056	5.175672	3.048093
1202	0	-278.9799	0	-278.9799	0.05248172	0.5757849	0.1360698	13.2074	-6.430991
1203	1	224.0654	0	224.0654	0.1715	0.8513028	0.002902807	4.041676	3.048093
1204	0	-278.7304	0	-278.7304	0.0903919	0.7257289	0.1454743	7.668244	-6.41368
1205	1	224.6024	0	224.6024	0.1739436	0.8533756	0.002823188	3.984895	3.047357
1206	0	-279.7636	0	-279.7636	0.09785767	0.7447349	0.1709258	7.083218	-6.576743
1207	1	224.3908	0	224.3908	0.2074423	0.8769542	0.003062259	3.341398	3.047357
1208	0	-279.6624	0	-279.6624	0.09434076	0.7360843	0.208662	7.347271	-6.497608
1209	1	224.2434	0	224.2434	0.2143952	0.8809362	0.0030634	3.233034	3.047357
1210	0	-278.1812	0	-278.1812	0.05104927	0.5675766	0.11754	13.578	-6.42006
1211	1	224.0297	0	224.0297	0.1378881	0.8156679	0.002470626	5.026882	3.047357
1212	0	-279.1423	0	-279.1423	0.04342868	0.5193869	0.1029746	15.96059	-6.399597
1213	1	222.8072	0	222.8072	0.132574	0.8084802	0.002364287	5.228381	3.031375
1214	0	-278.7147	0	-278.7147	0.04625923	0.5382239	0.1074166	14.98398	-6.458737
1215	1	223.0744	0	223.0744	0.1765603	0.8555331	0.002785795	3.925838	3.031375
1216	0	-279.0208	0	-279.0208	0.0609879	0.6197647	0.1499875	11.36532	-6.3565
1217	1	222.3161	0	222.3161	0.1460451	0.8257475	0.002625743	4.746117	3.031375
1218	0	-277.7596	0	-277.7596	0.08188082	0.7007982	0.1571548	8.465318	-6.507138
1219	1	224.2803	0	224.2803	0.1791679	0.8576219	0.002720259	3.868702	3.052601
1220	0	-282.9419	0	-282.9419	0.1625327	0.8431789	0.2993507	4.264663	-6.310155
1221	1	225.0896	0	225.0896	0.1369815	0.8144783	0.002240573	5.060152	3.049828
1222	0	-279.1532	0	-279.1532	0.04744215	0.5457575	0.1236006	14.61037	-6.357602
1223	1	225.5866	0	225.5866	0.135367	0.8123233	0.00208246	5.120502	3.03952
1224	0	-279.224	0	-279.224	0.04856699	0.5527441	0.129961	14.27198	-6.464229
1225	1	223.9522	0	223.9522	0.2008865	0.8729497	0.003199026	3.450441	3.03952
1226	0	-278.8208	0	-278.8208	0.05868728	0.6086229	0.1287438	11.81086	-6.577822
1227	1	224.8828	0	224.8828	0.1614822	0.8421701	0.002595208	4.292406	3.03952
1228	0	-279.8402	0	-279.8402	0.1234125	0.7947594	0.1970209	5.616505	-6.445
1229	1	225.0897	0	225.0897	0.104557	0.7598704	0.00173726	6.629372	3.03952
1230	0	-279.3361	0	-279.3361	0.10464	0.7600477	0.1950518	6.624114	-6.547073
1231	1	223.9941	0	223.9941	0.08772145	0.7183103	0.001584421	7.901684	3.03952
1232	0	-279.6861	0	-279.6861	0.08430092	0.7082789	0.1351327	8.222297	-6.334079
1233	1	224.9657	0	224.9657	0.1721874	0.8518917	0.002373703	4.025539	3.03952
1234	0	-278.4538	0	-278.4538	0.06383683	0.6328593	0.1501406	10.85811	-6.493197
1235	1	225.303	0	225.303	0.1450562	0.8245824	0.002002918	4.778473	3.03952
1236	0	-280.1117	0	-280.1117	0.08517682	0.7109065	0.141474	8.137744	-6.57888
1237	1	225.1924	0	225.1924	0.1618307	0.8425062	0.002253448	4.283162	3.03952
1238	0	-277.4587	0	-277.4587	0.0746511	0.6763532	0.1475288	9.285157	-6.481518
1239	1	225.0167	0	225.0167	0.1629588	0.8435844	0.002568269	4.253513	3.03952
1240	0	-278.6875	0	-278.6875	0.06777876	0.6497891	0.1520326	10.22661	-6.552636
1241	1	222.9147	0	222.9147	0.0806795	0.6969602	0.001480928	8.591367	3.033762
1242	0	-277.6176	0	-277.6176	0.07951939	0.6931725	0.152527	8.716706	-6.496925
1243	1	224.4029	0	224.4029	0.1145369	0.7795924	0.001502936	6.051735	3.044278
