Iteration	Replicate_ID	Posterior	Likelihood	Prior	sigma2
496	0	-37.34409	-37.47958	0.1354885	0.09481617
497	1	-37.68274	-37.87532	0.1925743	0.08955511
498	0	-37.34409	-37.47958	0.1354885	0.09481617
499	1	-37.68274	-37.87532	0.1925743	0.08955511
500	0	-39.10752	-39.47697	0.3694408	0.07503748
501	1	-37.20109	-37.30924	0.1081499	0.09744407
502	0	-37.31137	-37.4408	0.1294321	0.09539216
503	1	-37.20109	-37.30924	0.1081499	0.09744407
504	0	-37.31137	-37.4408	0.1294321	0.09539216
505	1	-37.39082	-37.53477	0.1439487	0.09401739
506	0	-37.18172	-37.28598	0.1042591	0.09782394
507	1	-37.95205	-38.1844	0.2323464	0.08606322
508	0	-37.20384	-37.31254	0.1086982	0.09739066
509	1	-38.8813	-39.22704	0.3457425	0.07683697
510	0	-37.20384	-37.31254	0.1086982	0.09739066
511	1	-37.15417	-37.25281	0.09863904	0.09837527
512	0	-37.09505	-37.18127	0.08621912	0.0996047
513	1	-37.64696	-37.83392	0.1869581	0.09005948
514	0	-37.29013	-37.41558	0.1254422	0.09577352
515	1	-37.13719	-37.23231	0.09512376	0.09872169
516	0	-37.29013	-37.41558	0.1254422	0.09577352
517	1	-37.63758	-37.82306	0.1854719	0.09019343
518	0	-37.34564	-37.48141	0.1357718	0.09478932
519	1	-37.32443	-37.4563	0.1318634	0.09516051
520	0	-37.66647	-37.8565	0.1900312	0.08978314
521	1	-37.17833	-37.2819	0.103572	0.09789118
522	0	-38.12037	-38.37566	0.2552897	0.08411112
523	1	-38.73531	-39.06508	0.3297737	0.07807382
524	0	-38.62815	-38.94583	0.3176818	0.07902361
525	1	-37.56763	-37.74182	0.1741891	0.09121683
526	0	-37.16946	-37.27123	0.1017707	0.09806767
527	1	-40.47328	-40.96552	0.492249	0.06636564
528	0	-37.64123	-37.82728	0.1860507	0.09014124
529	1	-39.78658	-40.22083	0.4342433	0.07032907
530	0	-37.64123	-37.82728	0.1860507	0.09014124
531	1	-37.34226	-37.47741	0.1351518	0.0948481
532	0	-40.32872	-40.80929	0.4805634	0.06714571
533	1	-37.34226	-37.47741	0.1351518	0.0948481
534	0	-38.0079	-38.24801	0.2401062	0.08539796
535	1	-37.14909	-37.24668	0.09759136	0.09847839
536	0	-37.18762	-37.29307	0.1054494	0.09770758
537	1	-37.1256	-37.2183	0.09270104	0.09896116
538	0	-37.32806	-37.46059	0.1325343	0.09509669
539	1	-40.97638	-41.50742	0.5310418	0.06384043
540	0	-37.07761	-37.16007	0.08245641	0.09998019
541	1	-37.34973	-37.48625	0.1365201	0.09471841
542	0	-38.85013	-39.19251	0.3423799	0.07709578
543	1	-37.19948	-37.30731	0.1078271	0.09747553
544	0	-37.61231	-37.79374	0.1814355	0.09055822
545	1	-37.19948	-37.30731	0.1078271	0.09747553
546	0	-37.40841	-37.55549	0.1470783	0.09372361
547	1	-37.37378	-37.51466	0.1408872	0.09430567
548	0	-37.21414	-37.32488	0.1107424	0.09719177
549	1	-37.15405	-37.25266	0.0986142	0.09837771
550	0	-37.20598	-37.31511	0.1091238	0.09734922
551	1	-37.09664	-37.1832	0.0865599	0.09957076
552	0	-37.49387	-37.65576	0.1618915	0.0923455
553	1	-37.16217	-37.26245	0.1002807	0.0982139
554	0	-37.23175	-37.34596	0.1142104	0.09685529
555	1	-37.16217	-37.26245	0.1002807	0.0982139
556	0	-38.93041	-39.28141	0.3509916	0.07643471
557	1	-38.31353	-38.59364	0.2801171	0.08204857
558	0	-37.13978	-37.23544	0.09566308	0.09866847
559	1	-37.25289	-37.37121	0.1183218	0.0964579
560	0	-37.13978	-37.23544	0.09566308	0.09866847
561	1	-38.38425	-38.6731	0.2888509	0.0813351
562	0	-37.48592	-37.64646	0.1605404	0.09247035
563	1	-38.35176	-38.63662	0.284861	0.08166026
564	0	-37.10191	-37.1896	0.08768719	0.09945858
565	1	-38.74841	-39.07964	0.3312303	0.07796018
566	0	-40.6942	-41.20383	0.5096274	0.06522227
567	1	-37.39697	-37.54201	0.1450449	0.09391439
568	0	-37.69305	-37.88723	0.1941762	0.08941177
569	1	-38.26866	-38.54314	0.274481	0.08251231
570	0	-37.27199	-37.39398	0.1219925	0.09610448
571	1	-38.5947	-38.90853	0.3138378	0.07932796
572	0	-38.04846	-38.29411	0.2456481	0.084926
573	1	-37.43374	-37.58527	0.1515356	0.09330679
574	0	-38.50432	-38.80761	0.3032837	0.08016963
575	1	-37.49751	-37.66002	0.1625084	0.09228855
576	0	-37.21957	-37.33139	0.1118162	0.09708746
577	1	-37.67356	-37.8647	0.1911413	0.08968353
578	0	-38.66085	-38.98226	0.3214065	0.07872982
579	1	-37.29604	-37.4226	0.1265566	0.09566685
580	0	-37.20462	-37.31347	0.1088522	0.09737565
581	1	-37.31269	-37.44236	0.1296783	0.09536868
582	0	-37.31892	-37.44976	0.1308394	0.095258
583	1	-37.26517	-37.38586	0.120688	0.09622993
584	0	-37.10798	-37.19696	0.08898	0.09933008
585	1	-37.31638	-37.44675	0.1303667	0.09530304
586	0	-37.24103	-37.35706	0.1160225	0.09667994
587	1	-37.56154	-37.73473	0.1731898	0.09130802
588	0	-37.15956	-37.25931	0.09974739	0.09826629
589	1	-41.08123	-41.62002	0.5387903	0.06334768
590	0	-37.39687	-37.5419	0.1450275	0.09391602
591	1	-37.21993	-37.33181	0.1118863	0.09708066
592	0	-37.26779	-37.38898	0.1211892	0.09618172
593	1	-37.76189	-37.9666	0.2047024	0.08847553
594	0	-37.56355	-37.73707	0.1735193	0.09127794
595	1	-37.47569	-37.63449	0.1587933	0.09263205
596	0	-37.87857	-38.10047	0.2218979	0.08696716
597	1	-38.72013	-39.04821	0.3280812	0.07820607
598	0	-37.78937	-37.9982	0.2088226	0.08811175
599	1	-38.62978	-38.94764	0.3178673	0.07900895
600	0	-39.44353	-39.84611	0.4025811	0.07259147
601	1	-37.22834	-37.34188	0.1135411	0.09692014
