Iteration	Replicate_ID	Posterior	Likelihood	Prior	prob_gain_A_indep	prob_gain_B_indep	prob_loss_A_indep	prob_loss_B_indep	rate_gain_A_when_B0	rate_gain_A_when_B1	rate_gain_B_when_A0	rate_gain_B_when_A1	rate_loss_A_when_B0	rate_loss_A_when_B1	rate_loss_B_when_A0	rate_loss_B_when_A1	rf[1]	rf[2]	rf[3]	rf[4]
438	0	-70.29473	-85.86364	15.56891	0	0	1	1	0.0121474	0.0009860541	0.001371316	0.000355495	0.05824126	0.05824126	0.009455699	0.009455699	0.186627	0.272723	0.21948	0.321171
439	1	-76.94269	-88.47494	11.53225	1	0	1	1	0.007436918	0.007436918	0.001535951	0.003858273	0.04216504	0.04216504	0.02111388	0.02111388	0.286627	0.249608	0.415116	0.0486495
440	0	-69.72022	-89.64468	19.92447	0	1	1	0	0.0121474	0.001198537	0.0007821128	0.0007821128	0.03270358	0.03270358	0.009455699	0.001355814	0.194628	0.284414	0.228889	0.292068
441	1	-68.91794	-88.65118	19.73324	0	0	1	1	0.007975708	0.0005297135	0.001535951	0.0002501415	0.04216504	0.04216504	0.006280395	0.006280395	0.193174	0.494269	0.27977	0.0327876
442	0	-67.48561	-89.9281	22.4425	0	0	0	0	0.007173091	0.002707263	0.0004969316	0.003657216	0.03270358	0.04228589	0.007433807	0.005856345	0.303663	0.274819	0.139304	0.282215
443	1	-65.72157	-89.87616	24.15459	0	0	1	0	0.007674012	0.0005042922	0.003806443	0.001551651	0.04049791	0.04049791	0.006280395	0.002668998	0.276899	0.49418	0.200188	0.0287336
444	0	-75.60383	-89.87899	14.27516	1	0	1	1	0.007173091	0.007173091	0.0005683693	0.0007133951	0.04479769	0.04479769	0.007167857	0.007167857	0.358255	0.324226	0.209099	0.108421
445	1	-71.57638	-88.42412	16.84774	0	1	1	0	0.005320781	0.0008448472	0.003769545	0.003769545	0.04049791	0.04049791	0.01740559	0.007403571	0.22675	0.404679	0.163932	0.204638
446	0	-67.97523	-86.15907	18.18384	0	0	1	1	0.005965963	0.0007775115	0.0004742069	0.003339726	0.04479769	0.04479769	0.01224457	0.01224457	0.0217764	0.494223	0.318733	0.165267
447	1	-69.59563	-87.15319	17.55756	0	0	1	1	0.009676623	0.0007952275	0.001762351	0.001044318	0.04049791	0.04049791	0.01740559	0.01740559	0.132367	0.538872	0.146226	0.182535
448	0	-73.02273	-89.88641	16.86368	0	1	1	1	0.006699221	0.0007775115	0.0004380585	0.0004380585	0.0292909	0.0292909	0.008408236	0.008408236	0.0217764	0.494223	0.318733	0.165267
449	1	-73.65686	-88.19473	14.53787	0	0	1	1	0.01774997	0.0007952275	0.001171478	0.003558473	0.0477741	0.0477741	0.01740559	0.01740559	0.120353	0.473313	0.240367	0.165967
450	0	-73.42327	-85.18219	11.75892	0	1	1	1	0.006559714	0.0004891534	0.001300733	0.001300733	0.05349203	0.05349203	0.01297187	0.01297187	0.0457073	0.473158	0.306221	0.174913
451	1	-69.32853	-85.46674	16.13821	0	1	1	0	0.008572268	0.002159657	0.001171478	0.001171478	0.05378815	0.05378815	0.01182001	0.001789226	0.117487	0.163297	0.234643	0.484574
452	0	-70.00242	-85.18472	15.18229	0	1	1	0	0.01095304	0.0003880863	0.001179765	0.001179765	0.05349203	0.05349203	0.01795078	0.000804997	0.0457073	0.473158	0.306221	0.174913
453	1	-75.08456	-90.64436	15.5598	1	1	0	0	0.007935107	0.007935107	0.002128774	0.002128774	0.05378815	9.503045e-05	0.01779394	0.0008683141	0.140961	0.195924	0.0817236	0.581392
454	0	-64.71312	-85.5306	20.81748	0	0	1	0	0.01082494	0.0009231924	0.001179765	0.000606356	0.05349203	0.05349203	0.01196958	0.003076342	0.0468993	0.459419	0.314207	0.179475
455	1	-72.73052	-86.01351	13.28299	0	1	1	1	0.007935107	0.000418012	0.001338989	0.001338989	0.04239271	0.04239271	0.01401086	0.01401086	0.140961	0.195924	0.0817236	0.581392
456	0	-79.08992	-88.68955	9.59963	1	1	1	1	0.005733338	0.005733338	0.001010072	0.001010072	0.03690708	0.03690708	0.01397713	0.01397713	0.0832613	0.441892	0.302219	0.172628
457	1	-69.69451	-88.40381	18.7093	0	0	1	1	0.006302907	0.004072186	0.000954771	0.003446399	0.04239271	0.04239271	0.007425017	0.007425017	0.140516	0.195307	0.596153	0.0680244
458	0	-71.75431	-87.24013	15.48582	0	1	1	0	0.005871272	0.004110206	0.0007388669	0.0007388669	0.043084	0.043084	0.01397713	0.01525101	0.0832613	0.441892	0.302219	0.172628
459	1	-65.8262	-91.19649	25.37029	0	0	1	0	0.005534586	0.002969234	0.001226341	0.004925164	0.02998403	0.02998403	0.007425017	0.003965432	0.258498	0.322716	0.306894	0.111891
460	0	-65.50969	-90.20245	24.69277	0	0	0	1	0.004647205	0.0002994976	0.00171494	0.0003974856	0.02714029	0.01172873	0.01397713	0.01397713	0.384436	0.296718	0.202932	0.115915
461	1	-69.98975	-86.52941	16.53966	0	1	1	0	0.005534586	0.001056599	0.002604433	0.002604433	0.05154098	0.05154098	0.01261635	0.003651535	0.258498	0.322716	0.306894	0.111891
462	0	-61.91007	-90.85948	28.94941	0	0	0	0	0.004647205	0.0005234795	0.00227645	0.0004389548	0.02611252	0.01140564	0.01243892	0.007250944	0.384436	0.296718	0.202932	0.115915
463	1	-70.61994	-88.4001	17.78016	0	0	1	1	0.005098869	0.0007717203	0.00247137	0.008816922	0.04399628	0.04399628	0.008753551	0.008753551	0.198613	0.247954	0.235798	0.317635
464	0	-62.56796	-87.48583	24.91787	0	0	0	0	0.01122386	0.000459188	0.00227645	0.00128674	0.04533153	0.01229697	0.01243892	0.002841136	0.331489	0.174236	0.174983	0.319293
465	1	-72.24218	-89.54973	17.30756	1	0	1	0	0.007999787	0.007999787	0.00247137	0.004062417	0.04399628	0.04399628	0.01160931	0.002472878	0.119336	0.540599	0.0974249	0.24264
466	0	-66.50298	-87.28009	20.77711	0	0	1	0	0.01373116	0.000459188	0.001739281	0.00491275	0.04533153	0.04533153	0.01243892	0.003690265	0.145041	0.0762357	0.0765625	0.702161
467	1	-80.59588	-89.28738	8.691499	1	1	1	1	0.004745239	0.004745239	0.00247137	0.00247137	0.04399628	0.04399628	0.01160931	0.01160931	0.161176	0.636881	0.0578546	0.144089
468	0	-64.81357	-86.57627	21.7627	0	0	1	0	0.008266527	0.000459188	0.002591086	0.004201052	0.04533153	0.04533153	0.01243892	0.003377154	0.145041	0.0762357	0.0765625	0.702161
469	1	-77.52705	-88.26554	10.73848	1	1	1	0	0.002962305	0.002962305	0.001176672	0.001176672	0.04399628	0.04399628	0.01160931	0.02090589	0.0840444	0.276372	0.237791	0.401793
470	0	-75.90969	-88.45006	12.54037	1	0	1	1	0.004281989	0.004281989	0.001625631	0.006665487	0.04533153	0.04533153	0.01243892	0.01243892	0.438288	0.175826	0.231358	0.154528
471	1	-79.1685	-90.0039	10.8354	1	1	0	1	0.002962305	0.002962305	0.0009939574	0.0009939574	0.04399628	0.02351242	0.008631116	0.008631116	0.323622	0.209789	0.411846	0.0547424
472	0	-69.18827	-91.93556	22.74729	0	1	0	0	0.002965684	0.001181073	0.002531234	0.002531234	0.0301416	0.0003050805	0.01243892	0.02146995	0.453248	0.181827	0.239255	0.125669
473	1	-78.44613	-92.11757	13.67144	1	0	1	1	0.002962305	0.002962305	0.001703469	0.009888616	0.04399628	0.04399628	0.005323052	0.005323052	0.286949	0.19818	0.371525	0.143346
474	0	-72.42574	-95.07244	22.64669	0	1	0	1	0.001983486	0.001285282	0.002528553	0.002528553	0.0301416	6.200195e-05	0.006070894	0.006070894	0.288769	0.115844	0.515321	0.0800651
475	1	-77.52682	-92.32451	14.7977	1	1	0	0	0.002962305	0.002962305	0.001639174	0.001639174	0.05734666	0.01698166	0.003772298	0.004266511	0.251121	0.0930149	0.588585	0.067279
476	0	-80.9784	-97.58969	16.61128	1	1	1	0	0.002011505	0.002011505	0.005619338	0.005619338	0.02458932	0.02458932	0.006070894	0.008766576	0.309875	0.0512216	0.552986	0.085917
477	1	-75.16589	-92.06467	16.89877	1	1	0	0	0.00727886	0.00727886	0.00152178	0.00152178	0.05328229	0.001159124	0.004142424	0.007565851	0.243145	0.176019	0.507904	0.0729321
478	0	-73.67673	-91.26395	17.58722	0	1	1	0	0.0029156	0.004094694	0.003265389	0.003265389	0.04544456	0.04544456	0.008490843	0.006801291	0.619151	0.135271	0.181912	0.0636651
479	1	-75.30316	-90.6888	15.38564	0	1	1	1	0.009703656	0.001840159	0.001467445	0.001467445	0.03628196	0.03628196	0.004775166	0.004775166	0.158377	0.0391916	0.330833	0.471598
480	0	-65.43354	-87.95994	22.5264	0	0	1	0	0.004835165	0.004094694	0.0009866656	0.003665176	0.04866852	0.04866852	0.009903114	0.0001436998	0.526399	0.0858659	0.361783	0.0259519
481	1	-71.02298	-88.45511	17.43213	0	0	1	1	0.01396623	0.001825157	0.001675135	0.001742517	0.03628196	0.03628196	0.0164085	0.0164085	0.158361	0.0392892	0.3308	0.47155
482	0	-64.71411	-86.61599	21.90188	0	0	0	1	0.005894868	0.001706792	0.0009866656	0.0004705783	0.05388073	0.003026588	0.009903114	0.009903114	0.446241	0.100399	0.423016	0.0303443
483	1	-68.28318	-85.09766	16.81448	0	0	1	1	0.006042217	0.0003318347	0.001351738	0.002266585	0.04903162	0.04903162	0.0164085	0.0164085	0.201607	0.0500185	0.421137	0.327237
484	0	-67.89346	-87.5751	19.68164	0	0	1	1	0.005894868	0.002150631	0.001832212	0.0003517652	0.03708657	0.03708657	0.0117161	0.0117161	0.317426	0.0806965	0.577488	0.0243895
485	1	-70.99952	-85.96165	14.96213	0	1	0	1	0.006042217	0.0005788307	0.001491747	0.001491747	0.04903162	0.008537565	0.02034606	0.02034606	0.092367	0.0344621	0.491364	0.381807
486	0	-70.8802	-88.00843	17.12824	0	0	1	0	0.003733217	0.005449089	0.001832212	0.005457924	0.06113302	0.06113302	0.009917316	0.01565214	0.401663	0.102111	0.465364	0.0308618
487	1	-63.61751	-85.19816	21.58065	0	0	1	0	0.006042217	0.000590156	0.0007826439	0.001641214	0.04903162	0.04903162	0.01161296	0.008006005	0.0198303	0.0372162	0.530634	0.41232
488	0	-78.9089	-88.87637	9.967464	1	1	1	1	0.003733217	0.003733217	0.00139965	0.00139965	0.03722774	0.03722774	0.01316298	0.01316298	0.227544	0.180522	0.537373	0.0545605
489	1	-62.70825	-87.55059	24.84233	0	0	0	1	0.004807806	0.0003546932	0.0009025234	0.001737744	0.03964934	0.001352644	0.01024499	0.01024499	0.0484799	0.0124626	0.636456	0.302601
490	0	-67.78269	-92.92286	25.14016	0	0	0	0	0.003207698	0.006945294	0.002848958	0.004844361	0.03722774	0.005646846	0.02136586	0.004796527	0.178443	0.357357	0.421413	0.0427869
491	1	-67.22154	-88.04985	20.82831	0	1	0	1	0.006100377	0.0003909852	0.0006447611	0.0006447611	0.02882854	0.001485747	0.01502269	0.01502269	0.0347564	0.0157486	0.80427	0.145225
492	0	-66.90045	-93.10795	26.20749	0	0	0	1	0.003207698	0.00077094	0.002988849	0.00082977	0.02060953	0.001468308	0.02136586	0.02136586	0.113661	0.189029	0.670056	0.0272537
493	1	-63.57696	-85.95282	22.37586	0	1	0	0	0.005992162	0.0005764664	0.001480765	0.001480765	0.04421062	0.003711014	0.01502269	0.002164418	0.0710642	0.0322002	0.694357	0.202379
494	0	-76.25618	-91.69576	15.43958	0	1	1	1	0.009806702	0.0004846832	0.002988849	0.002988849	0.02060953	0.02060953	0.01987008	0.01987008	0.241272	0.136877	0.485192	0.136659
495	1	-72.94122	-85.67408	12.73286	0	1	1	1	0.007358134	0.0006526429	0.001998403	0.001998403	0.04421062	0.04421062	0.01502269	0.01502269	0.0941579	0.140354	0.497342	0.268146
496	0	-79.53935	-89.48971	9.950365	1	1	1	0	0.005732376	0.005732376	0.005037247	0.005037247	0.04484024	0.04484024	0.01987008	0.009678589	0.216519	0.225428	0.435414	0.122639
497	1	-65.27369	-86.87287	21.59919	0	1	0	0	0.007966611	0.0006072147	0.001899057	0.001899057	0.03958328	0.01538506	0.01195276	0.0002067986	0.0924282	0.137776	0.506576	0.26322
498	0	-74.79488	-89.34632	14.55144	1	0	1	0	0.005732376	0.005732376	0.005589991	0.001100681	0.04484024	0.04484024	0.01987008	0.01124383	0.219223	0.228244	0.440853	0.11168
499	1	-65.09205	-86.41869	21.32664	0	0	0	0	0.00992886	0.0006022749	0.001899057	0.008608569	0.05932115	0.01616436	0.01195276	0.0002198851	0.0627171	0.401772	0.352401	0.18311
500	0	-70.21207	-89.2792	19.06712	0	0	1	0	0.005732376	0.003350532	0.003565902	0.001467323	0.03417239	0.03417239	0.01987008	0.02392574	0.22334	0.23253	0.449132	0.0949977
501	1	-70.46451	-91.06694	20.60243	0	1	1	0	0.007407562	0.0005555579	0.004441162	0.004441162	0.0283732	0.0283732	0.00967854	0.003309104	0.118853	0.414495	0.326193	0.14046
502	0	-75.63557	-89.64387	14.00829	0	1	1	1	0.007964269	0.004074053	0.003565902	0.003565902	0.03791688	0.03791688	0.008425813	0.008425813	0.0922133	0.271789	0.524961	0.111037
503	1	-70.05467	-88.09635	18.04168	0	0	1	1	0.01019414	0.0005555579	0.003750972	0.001105216	0.04174169	0.04174169	0.01106525	0.01106525	0.400095	0.311874	0.2474	0.0406313
504	0	-71.64122	-86.18198	14.54075	0	1	0	1	0.006162253	0.002344439	0.002291754	0.002291754	0.05991052	0.004915246	0.01281413	0.01281413	0.0922133	0.271789	0.524961	0.111037
505	1	-77.36221	-89.6968	12.33459	1	1	1	0	0.009775092	0.009775092	0.003750972	0.003750972	0.04413379	0.04413379	0.01106525	0.002795505	0.111413	0.0868467	0.752425	0.0493147
506	0	-69.1737	-87.14285	17.96914	0	0	1	1	0.006162253	0.001573625	0.002291754	0.003347569	0.04473626	0.04473626	0.01071625	0.01071625	0.129506	0.381707	0.332844	0.155942
507	1	-82.14532	-89.68773	7.542407	1	1	1	1	0.009775092	0.009775092	0.003366445	0.003366445	0.0451883	0.0451883	0.01106525	0.01106525	0.42222	0.0974784	0.459048	0.021254
508	0	-69.36512	-87.18009	17.81497	0	1	1	0	0.006660631	0.0008465456	0.003830927	0.003830927	0.04473626	0.04473626	0.01071625	0.002918972	0.0497437	0.146615	0.750298	0.0533436
509	1	-68.82245	-87.57598	18.75353	0	0	1	1	0.006125547	0.0032357	0.001712037	0.001286497	0.04091593	0.04091593	0.01106525	0.01106525	0.44578	0.0532239	0.484663	0.016333
510	0	-74.31057	-87.13421	12.82363	0	1	1	1	0.007116848	0.0007941198	0.003830927	0.003830927	0.04473626	0.04473626	0.01224509	0.01224509	0.0364046	0.398788	0.549101	0.0157067
511	1	-63.71094	-86.43168	22.72074	0	0	1	0	0.006161222	0.00210256	0.001019697	0.002285038	0.04091593	0.04091593	0.01377017	0.004930769	0.0828663	0.179828	0.713269	0.0240369
512	0	-69.20632	-89.74692	20.54061	0	1	1	0	0.007116848	0.0007941198	0.003321029	0.003321029	0.03044002	0.03044002	0.01224509	0.0002016659	0.0595481	0.652309	0.262451	0.0256919
513	1	-71.42724	-86.68067	15.25343	0	1	0	1	0.006161222	0.004310953	0.001746649	0.001746649	0.05404911	0.004323677	0.01377017	0.01377017	0.0845779	0.133564	0.728001	0.0538569
514	0	-61.66328	-90.37346	28.71018	0	0	0	0	0.008481507	0.0007941198	0.003419762	0.005295457	0.03044002	0.005151906	0.01263394	0.0002458323	0.0564331	0.670497	0.248722	0.0243479
515	1	-79.75092	-86.88432	7.133397	1	1	1	1	0.006161222	0.006161222	0.001612803	0.001612803	0.05404911	0.05404911	0.00991151	0.00991151	0.0919336	0.200977	0.648549	0.0585408
516	0	-76.26876	-85.55464	9.285873	0	1	1	1	0.009778376	0.00209794	0.00264804	0.00264804	0.05471218	0.05471218	0.01972294	0.01972294	0.0216083	0.256734	0.712335	0.00932285
517	1	-79.82957	-86.93655	7.106986	1	1	1	1	0.006161222	0.006161222	0.001128349	0.001128349	0.05404911	0.05404911	0.01054703	0.01054703	0.152672	0.333757	0.416353	0.0972175
518	0	-76.13353	-88.41163	12.2781	0	1	0	1	0.005254178	0.002886224	0.00369807	0.00369807	0.05479386	0.01502559	0.01972294	0.01972294	0.261655	0.424505	0.19502	0.11882
519	1	-67.48158	-89.22383	21.74225	0	1	0	0	0.00602065	0.001311477	0.0006196477	0.0006196477	0.03351437	0.01521903	0.0193023	0.0007949599	0.119924	0.690026	0.154959	0.0350901
520	0	-70.77379	-91.54718	20.77338	0	1	0	1	0.005254178	0.003991565	0.001624664	0.001624664	0.03172401	0.0007293808	0.009463478	0.009463478	0.261655	0.424505	0.19502	0.11882
521	1	-60.54173	-89.04554	28.50381	0	0	0	0	0.004388539	0.001500399	0.0006165087	0.002315306	0.03902453	0.0004159225	0.0193023	7.949086e-05	0.266092	0.429309	0.28147	0.0231283
522	0	-73.24963	-87.48516	14.23553	0	1	1	1	0.006496154	0.0002952513	0.001624664	0.001624664	0.04333424	0.04333424	0.008896802	0.008896802	0.271515	0.422313	0.190255	0.115917
523	1	-75.75707	-89.25899	13.50192	1	1	0	1	0.006106708	0.006106708	0.0007260301	0.0007260301	0.03902453	0.003811776	0.01517436	0.01517436	0.39876	0.144776	0.421804	0.0346596
524	0	-63.46369	-87.18094	23.71725	0	0	1	0	0.006496154	0.000248062	0.001624664	0.001765827	0.04333424	0.04333424	0.009710075	0.002306258	0.325406	0.307654	0.228016	0.138924
525	1	-73.50794	-91.28174	17.7738	1	0	0	1	0.006983985	0.006983985	0.0003637542	0.008035528	0.04102413	0.003790324	0.009747364	0.009747364	0.341105	0.123844	0.360817	0.174234
526	0	-73.09522	-87.14864	14.05342	0	1	1	1	0.006496154	0.000248062	0.001900238	0.001900238	0.04333424	0.04333424	0.009710075	0.009710075	0.325406	0.307654	0.228016	0.138924
527	1	-79.67419	-87.49319	7.819004	1	1	1	1	0.004388596	0.004388596	0.0008565414	0.0008565414	0.05282042	0.05282042	0.009747364	0.009747364	0.371022	0.119186	0.347246	0.162546
528	0	-71.62595	-87.1754	15.54944	0	0	1	1	0.01271713	0.0001461566	0.001778536	0.002111885	0.0588494	0.0588494	0.007065459	0.007065459	0.325406	0.307654	0.228016	0.138924
529	1	-73.81677	-88.95241	15.13564	1	0	1	1	0.005030574	0.005030574	0.0008565414	0.0003719329	0.039492	0.039492	0.009747364	0.009747364	0.128698	0.295659	0.17242	0.403222
530	0	-68.86535	-90.86324	21.99789	0	0	1	0	0.006170289	0.000217818	0.002851991	0.01043518	0.0361635	0.0361635	0.006538351	0.01294306	0.537902	0.210744	0.156192	0.0951631
531	1	-74.18212	-89.26256	15.08044	0	1	1	0	0.005358282	0.005143491	0.001151587	0.001151587	0.0492765	0.0492765	0.005472946	0.01894849	0.124473	0.414424	0.16676	0.294343
532	0	-67.76698	-92.55838	24.7914	0	0	1	0	0.003150805	0.0005254255	0.003832094	0.004318605	0.0381854	0.0381854	0.005367414	0.003961337	0.528626	0.20711	0.153498	0.110766
533	1	-74.36642	-88.60216	14.23574	0	1	1	1	0.008932192	0.001731135	0.002865091	0.002865091	0.03446467	0.03446467	0.01265284	0.01265284	0.10725	0.357081	0.282055	0.253615
534	0	-72.95664	-86.50014	13.5435	0	1	1	1	0.008761782	0.0008897557	0.001293575	0.001293575	0.04401096	0.04401096	0.009649476	0.009649476	0.33438	0.131006	0.503611	0.0310027
535	1	-69.56622	-88.53425	18.96803	0	0	1	1	0.008932192	0.002178046	0.002865091	7.376222e-05	0.03446467	0.03446467	0.01460024	0.01460024	0.479082	0.0799822	0.232173	0.208763
536	0	-62.21243	-88.02132	25.80888	0	0	0	0	0.008832749	0.001009052	0.001977698	0.002503488	0.03632075	0.004221905	0.01449336	0.01369915	0.42599	0.219462	0.304054	0.0504933
537	1	-75.03812	-92.59722	17.5591	0	1	1	1	0.005057415	0.001929492	0.001922262	0.001922262	0.02546378	0.02546378	0.00726309	0.00726309	0.605813	0.0605238	0.175689	0.157974
538	0	-65.94639	-87.22762	21.28123	0	1	0	0	0.008832749	0.001009052	0.0008994113	0.0008994113	0.04350176	0.005726214	0.01655364	0.002896671	0.50403	0.259666	0.176561	0.0597434
539	1	-69.28803	-86.06944	16.78141	0	1	1	0	0.008232262	0.000623764	0.001313298	0.001313298	0.04560188	0.04560188	0.01410438	0.005746084	0.572162	0.0571619	0.221476	0.149199
540	0	-68.88339	-86.19334	17.30996	0	1	0	1	0.008832749	0.0003424083	0.0008388489	0.0008388489	0.04350176	0.002528904	0.01655364	0.01655364	0.463437	0.0329084	0.376319	0.127336
541	1	-70.24963	-88.8757	18.62607	0	1	1	0	0.008232262	0.004932384	0.001313298	0.001313298	0.03527324	0.03527324	0.01497291	0.0003459871	0.49506	0.0499612	0.215765	0.239214
542	0	-63.35755	-86.77818	23.42063	0	0	0	1	0.008832749	0.0001080636	0.000613755	0.003307695	0.04350176	0.0005917414	0.0102262	0.0102262	0.191309	0.0495985	0.567175	0.191917
543	1	-64.38151	-90.36397	25.98246	0	0	0	0	0.01206384	0.002992521	0.002194331	0.00735628	0.03527324	0.007539464	0.01413695	0.0005086701	0.420636	0.047461	0.328651	0.203252
544	0	-71.72955	-91.9661	20.23655	1	1	0	0	0.008832749	0.008832749	0.001157418	0.001157418	0.03270183	4.02951e-06	0.01013471	0.00302724	0.184386	0.0478037	0.546651	0.221159
545	1	-74.36422	-88.66391	14.29968	0	1	1	1	0.005350372	0.003805076	0.001714504	0.001714504	0.03527324	0.03527324	0.01413695	0.01413695	0.434111	0.132678	0.389966	0.0432445
546	0	-65.49137	-90.64593	25.15457	0	0	1	0	0.003911214	0.003015385	0.001237405	0.003597551	0.03270183	0.03270183	0.009773122	0.00302724	0.345054	0.0894583	0.151618	0.41387
547	1	-73.05927	-90.05413	16.99486	1	1	0	0	0.003765875	0.003765875	0.0009412957	0.0009412957	0.03527324	0.004921834	0.01413695	0.01536151	0.457222	0.127259	0.37404	0.0414783
548	0	-64.1937	-90.12794	25.93424	0	0	1	0	0.003911214	0.001710712	0.001237405	0.001666283	0.03270183	0.03270183	0.009773122	0.001803376	0.246694	0.0950819	0.176482	0.481742
549	1	-75.76454	-89.10087	13.33634	1	0	0	1	0.003765875	0.003765875	0.0008680864	0.01157818	0.06418799	0.000790621	0.01413695	0.01413695	0.408883	0.0612777	0.492746	0.0370931
550	0	-70.70139	-87.83977	17.13838	0	1	1	0	0.006384494	0.003675711	0.001237405	0.001237405	0.0423516	0.0423516	0.01003721	0.009893321	0.349032	0.134525	0.0554114	0.461031
551	1	-66.0312	-89.48074	23.44954	0	0	0	0	0.003765875	0.00287133	0.001085345	0.009857944	0.06418799	0.004840795	0.007982448	0.00196204	0.310765	0.0465731	0.61447	0.028192
552	0	-75.07897	-92.41204	17.33307	0	1	1	1	0.006384494	0.003675631	0.001101525	0.001101525	0.02191985	0.02191985	0.009847459	0.009847459	0.274343	0.105738	0.257543	0.362376
553	1	-82.00293	-87.01444	5.01151	1	1	1	1	0.003820221	0.003820221	0.0007103684	0.0007103684	0.06418799	0.06418799	0.01515341	0.01515341	0.482536	0.257965	0.224765	0.034734
554	0	-71.09933	-96.98116	25.88182	0	0	0	1	0.007372108	0.005379717	0.007117761	0.002669573	0.02191985	0.001533965	0.007110825	0.007110825	0.251851	0.0970693	0.236428	0.414652
555	1	-80.41234	-86.90537	6.493022	1	1	1	1	0.003820221	0.003820221	0.001187759	0.001187759	0.05523625	0.05523625	0.01515341	0.01515341	0.479181	0.0778508	0.223203	0.219766
556	0	-81.78928	-98.27058	16.4813	0	1	1	1	0.007372108	0.007115735	0.007117761	0.007117761	0.02191985	0.02191985	0.004275701	0.004275701	0.351048	0.265586	0.165553	0.217814
557	1	-69.93632	-84.90863	14.97231	0	1	1	0	0.006337085	0.0002205813	0.00115704	0.00115704	0.05792907	0.05792907	0.01096454	0.0093615	0.269559	0.109185	0.313039	0.308218
558	0	-68.42743	-91.84068	23.41325	0	0	0	1	0.007372108	0.001898966	0.007501403	0.003145144	0.04098753	0.00204337	0.004275701	0.004275701	0.901289	0.0403977	0.0251819	0.0331313
559	1	-77.10143	-91.12345	14.02202	1	1	1	0	0.003384186	0.003384186	0.001917645	0.001917645	0.03472761	0.03472761	0.007938798	0.01390016	0.166919	0.394986	0.247237	0.190858
560	0	-69.15845	-92.41643	23.25798	0	0	1	0	0.005916179	0.002126973	0.007501403	0.002793052	0.04098753	0.04098753	0.003436999	0.005350248	0.474936	0.0212877	0.0132697	0.490506
561	1	-79.08841	-89.24726	10.15884	1	1	1	1	0.006465839	0.006465839	0.001917645	0.001917645	0.03472761	0.03472761	0.01131779	0.01131779	0.0863303	0.204286	0.608168	0.101215
562	0	-76.62032	-92.50542	15.8851	1	0	1	0	0.005916179	0.005916179	0.004446077	0.004712129	0.04098753	0.04098753	0.003436999	0.02124968	0.222226	0.139966	0.10808	0.529729
563	1	-73.10745	-87.25271	14.14526	0	1	1	1	0.004709151	0.0003150911	0.002718279	0.002718279	0.04210312	0.04210312	0.01131779	0.01131779	0.0863303	0.204286	0.608168	0.101215
564	0	-71.22686	-89.685	18.45815	0	0	1	1	0.005395522	0.001635502	0.002563487	0.008512642	0.04098753	0.04098753	0.006935912	0.006935912	0.217241	0.136826	0.128085	0.517847
565	1	-69.90161	-86.93379	17.03218	0	1	1	0	0.009393285	0.0003468518	0.002154385	0.002154385	0.04210312	0.04210312	0.01131779	0.008871817	0.233871	0.370922	0.317316	0.0778905
566	0	-69.20237	-88.59648	19.39412	0	1	1	0	0.005395522	0.0007622072	0.002563487	0.002563487	0.03744686	0.03744686	0.01107715	0.00343155	0.299157	0.135539	0.0523294	0.512975
567	1	-69.95597	-87.57737	17.6214	0	0	1	1	0.005367117	0.0003273258	0.003698478	0.002503182	0.04210312	0.04210312	0.01681761	0.01681761	0.248863	0.327762	0.337657	0.0857183
568	0	-75.93889	-89.80542	13.86653	1	1	1	0	0.005395522	0.005395522	0.002615813	0.002615813	0.04170623	0.04170623	0.007788376	0.005251888	0.175028	0.135483	0.063825	0.625665
569	1	-71.55055	-87.80461	16.25405	0	1	0	1	0.00491475	0.0005167555	0.001581936	0.001581936	0.03787527	0.01693185	0.01681761	0.01681761	0.243464	0.261261	0.269148	0.226128
570	0	-70.77042	-89.74326	18.97284	1	0	1	0	0.003884002	0.003884002	0.00219677	0.00220354	0.04170623	0.04170623	0.007844073	0.005251888	0.192551	0.0489297	0.070215	0.688304
571	1	-67.11101	-88.28105	21.17004	0	0	0	1	0.004858109	0.0008665795	0.001723829	0.003149943	0.03787527	0.01355037	0.01803143	0.01803143	0.243464	0.261261	0.269148	0.226128
572	0	-78.47142	-88.32082	9.849397	0	1	1	1	0.005041537	0.006539235	0.001900094	0.001900094	0.06441115	0.06441115	0.007844073	0.007844073	0.620319	0.0947146	0.0508543	0.234112
573	1	-65.85515	-88.73023	22.87508	0	0	0	1	0.007798894	0.0003738771	0.003826407	0.002688088	0.03787527	9.721034e-05	0.01764281	0.01764281	0.325848	0.188244	0.193926	0.291982
574	0	-76.47281	-86.19497	9.722151	1	1	1	0	0.006247158	0.006247158	0.00194103	0.00194103	0.06441115	0.06441115	0.01246074	0.001403865	0.220165	0.0396204	0.140913	0.599301
575	1	-65.77972	-90.87046	25.09075	0	0	0	0	0.008888642	0.0006090595	0.003826407	0.001025169	0.02433451	0.008267431	0.01653539	0.02367934	0.216286	0.311827	0.339619	0.132267
576	0	-68.78064	-86.68868	17.90805	0	0	1	1	0.006247158	0.0008189083	0.00194103	0.001488688	0.04781035	0.04781035	0.01087107	0.01087107	0.655585	0.0075404	0.157599	0.179276
577	1	-61.16545	-91.59145	30.426	0	0	0	0	0.007725316	0.001091308	0.001016332	0.004747869	0.02433451	0.003253008	0.01166085	0.002818749	0.148575	0.444473	0.171358	0.235594
