Iteration	Replicate_ID	Posterior	Likelihood	Prior	prob_gain_A_indep	prob_gain_B_indep	prob_loss_A_indep	prob_loss_B_indep	rate_gain_A_when_B0	rate_gain_A_when_B1	rate_gain_B_when_A0	rate_gain_B_when_A1	rate_loss_A_when_B0	rate_loss_A_when_B1	rate_loss_B_when_A0	rate_loss_B_when_A1	rf[1]	rf[2]	rf[3]	rf[4]
7210	0	-68.39588	-84.76217	16.36629	0	0	1	1	0.006349526	0.000749603	0.001437262	0.0006640385	0.05423491	0.05423491	0.01456081	0.01456081	0.210282	0.0734025	0.377841	0.338474
7211	1	-73.54607	-93.14863	19.60256	0	1	1	0	0.006619238	0.005783826	0.004629108	0.004629108	0.0337167	0.0337167	0.007534441	0.001201148	0.116946	0.472258	0.00852526	0.402271
7212	0	-66.8072	-88.45913	21.65193	0	0	1	0	0.006349526	0.004731845	0.002167874	0.004029731	0.04294209	0.04294209	0.008793179	0.008284814	0.241221	0.0842021	0.433432	0.241145
7213	1	-74.78253	-85.88997	11.10744	0	1	1	1	0.006619238	0.001293141	0.002348189	0.002348189	0.0533247	0.0533247	0.01495474	0.01495474	0.116946	0.472258	0.00852526	0.402271
7214	0	-72.44979	-90.5401	18.09031	0	1	1	0	0.00279007	0.001905499	0.003879003	0.003879003	0.04294209	0.04294209	0.008793179	0.007824786	0.239166	0.0834849	0.42974	0.247609
7215	1	-81.23463	-88.93534	7.700712	1	1	1	1	0.006822764	0.006822764	0.002348189	0.002348189	0.04232465	0.04232465	0.01699396	0.01699396	0.411784	0.274002	0.00494631	0.309268
7216	0	-77.89374	-96.1236	18.22986	1	0	1	1	0.003991217	0.003991217	0.003879003	0.003228756	0.01790711	0.01790711	0.008793179	0.008793179	0.274053	0.0644561	0.470319	0.191171
7217	1	-74.87961	-88.54213	13.66252	1	0	1	1	0.003923096	0.003923096	0.0008505996	0.002931425	0.04631694	0.04631694	0.009902693	0.009902693	0.115954	0.564512	0.00503006	0.314504
7218	0	-63.60432	-96.73575	33.13143	0	0	0	0	0.003991217	0.001788855	0.003879003	0.0009318905	0.01790711	0.0006684751	0.008793179	0.003212944	0.509888	0.109316	0.0565758	0.32422
7219	1	-71.59044	-88.39578	16.80534	0	1	1	0	0.004783419	0.001324642	0.001590626	0.001590626	0.04631694	0.04631694	0.006462564	0.01500657	0.0993725	0.483785	0.00431075	0.412532
7220	0	-73.34272	-93.79829	20.45557	0	1	0	1	0.003991217	0.002349103	0.001635131	0.001635131	0.0270948	0.01074177	0.008793179	0.008793179	0.524009	0.112343	0.0304485	0.333199
7221	1	-74.30808	-88.10978	13.80171	0	1	1	1	0.007315405	0.0008548836	0.001590626	0.001590626	0.04683162	0.04683162	0.006536071	0.006536071	0.0993725	0.483785	0.00431075	0.412532
7222	0	-81.9499	-92.38325	10.43335	1	1	1	1	0.005164774	0.005164774	0.004884722	0.004884722	0.03401603	0.03401603	0.008793179	0.008793179	0.586402	0.0976171	0.0264573	0.289524
7223	1	-70.20123	-86.04089	15.83965	0	0	1	1	0.01034756	0.0008104124	0.0007238534	0.008089314	0.04683162	0.04683162	0.01420581	0.01420581	0.144904	0.247259	0.0062859	0.601551
7224	0	-75.88499	-91.73166	15.84667	1	0	1	1	0.005753649	0.005753649	0.003713066	3.812427e-05	0.03341605	0.03341605	0.008510402	0.008510402	0.582372	0.0316664	0.00858259	0.377379
7225	1	-66.79424	-86.78672	19.99247	0	0	1	0	0.006605493	0.0005073839	0.0020146	0.009092076	0.04683162	0.04683162	0.01420581	0.007534296	0.228582	0.340737	0.154732	0.275948
7226	0	-70.8781	-91.20219	20.32409	0	0	1	1	0.005753649	0.003719654	0.003910975	4.656179e-05	0.03341605	0.03341605	0.008510402	0.008510402	0.582372	0.0316664	0.00858259	0.377379
7227	1	-70.58748	-86.6937	16.10622	0	1	1	0	0.008762561	0.002708767	0.001889732	0.001889732	0.04683162	0.04683162	0.01420581	0.005085284	0.228582	0.340737	0.154732	0.275948
7228	0	-72.03839	-92.96096	20.92257	0	0	1	1	0.005753649	0.004609665	0.001812313	0.004313355	0.03009889	0.03009889	0.005346076	0.005346076	0.432284	0.0235054	0.264089	0.280121
7229	1	-74.84632	-87.30838	12.46206	1	0	1	1	0.006939252	0.006939252	0.001889732	0.000925078	0.04683162	0.04683162	0.01420581	0.01420581	0.130211	0.1941	0.0881429	0.587545
7230	0	-63.46369	-88.0513	24.58762	0	0	1	0	0.005753649	0.001085694	0.001812313	0.003957752	0.03676009	0.03676009	0.009825446	0.001311805	0.0792035	0.0523973	0.421408	0.446991
7231	1	-73.58707	-88.46642	14.87935	0	1	1	0	0.006939252	0.005979287	0.004456059	0.004456059	0.04683162	0.04683162	0.01420581	0.008089524	0.0893417	0.133178	0.374349	0.403132
7232	0	-68.19459	-85.74908	17.55449	0	0	1	1	0.005753649	0.001085694	0.001812313	0.001783457	0.0452613	0.0452613	0.01550315	0.01550315	0.088982	0.0488301	0.473435	0.388753
7233	1	-72.84644	-85.35087	12.50444	0	1	1	1	0.008389768	0.0004771066	0.0006447748	0.0006447748	0.04683162	0.04683162	0.01420581	0.01420581	0.245045	0.110407	0.310343	0.334205
7234	0	-68.94643	-85.63989	16.69346	0	0	1	1	0.009362304	0.001085694	0.001812313	0.003099957	0.0452613	0.0452613	0.01550315	0.01550315	0.088982	0.0488301	0.473435	0.388753
7235	1	-69.68347	-85.85027	16.1668	0	0	1	1	0.006920529	0.002777466	0.0006447748	0.001285047	0.05362015	0.05362015	0.01388929	0.01388929	0.213982	0.405337	0.0888414	0.29184
7236	0	-68.23156	-89.53864	21.30708	0	0	1	1	0.009362304	0.001085694	0.0003262313	0.0006032676	0.02992602	0.02992602	0.008430972	0.008430972	0.0855544	0.0469492	0.455199	0.412298
7237	1	-67.54544	-88.17946	20.63402	0	1	1	0	0.006920529	0.0002613834	0.0006447748	0.0006447748	0.02799489	0.02799489	0.01388929	0.003873597	0.0909266	0.178802	0.606262	0.12401
7238	0	-68.38256	-86.55371	18.17115	0	1	0	0	0.009362304	0.001085694	0.003563254	0.003563254	0.05101921	0.001493476	0.01864641	0.01203902	0.118408	0.0649782	0.63	0.186613
7239	1	-77.20128	-86.51511	9.313825	1	1	1	0	0.006920529	0.006920529	0.0006447748	0.0006447748	0.05091121	0.05091121	0.01388929	0.01643378	0.220086	0.0229982	0.0779799	0.678936
7240	0	-72.0333	-87.97821	15.94492	0	1	0	1	0.003777341	0.001085694	0.003563254	0.003563254	0.05101921	0.002314538	0.01864641	0.01864641	0.245105	0.134505	0.595749	0.0246416
7241	1	-69.34857	-87.19254	17.84397	0	1	1	0	0.006920529	0.001454125	0.0006447748	0.0006447748	0.05091121	0.05091121	0.006797804	0.002815302	0.0267079	0.0287006	0.0973149	0.847277
7242	0	-74.44934	-90.21572	15.76638	0	1	1	1	0.004680017	0.0006044591	0.002037095	0.002037095	0.03927279	0.03927279	0.005296181	0.005296181	0.328596	0.180321	0.458048	0.0330353
7243	1	-66.97607	-89.46156	22.48549	0	0	1	0	0.004249907	0.003580083	0.001333932	0.007719296	0.04389034	0.04389034	0.006797804	0.004959694	0.0233327	0.0250736	0.211391	0.740202
7244	0	-68.45597	-91.09065	22.63468	0	0	0	1	0.007310625	0.0001790852	0.002037095	0.0133269	0.03927279	0.004254983	0.005296181	0.005296181	0.0543869	0.269964	0.57097	0.104679
7245	1	-74.34214	-86.75563	12.41348	0	1	1	1	0.009666774	0.003580083	0.001333932	0.001333932	0.04389034	0.04389034	0.01259821	0.01259821	0.234723	0.0284191	0.239597	0.497261
7246	0	-64.79746	-93.2534	28.45595	0	0	0	0	0.007310625	0.0007018174	0.002037095	0.01531003	0.02134517	0.003339569	0.01410064	0.003771835	0.151326	0.514642	0.284506	0.0495263
7247	1	-75.67314	-86.54473	10.87159	0	1	1	1	0.01037871	0.0006915039	0.001333932	0.001333932	0.04389034	0.04389034	0.0235946	0.0235946	0.234086	0.0656945	0.238947	0.461272
7248	0	-69.97428	-95.05289	25.0786	0	0	1	0	0.007310625	0.002359164	0.002037095	0.0108276	0.0200741	0.0200741	0.00568392	0.009405763	0.0544519	0.337842	0.589885	0.0178212
7249	1	-61.11569	-92.50653	31.39084	0	0	0	0	0.004002959	0.0006915039	0.001333932	0.002747946	0.02677706	0.001608333	0.006986952	0.006980275	0.0246603	0.0893561	0.32501	0.560973
7250	0	-80.88013	-94.34136	13.46123	1	1	1	1	0.006153802	0.006153802	0.001172861	0.001172861	0.02252843	0.02252843	0.00568392	0.00568392	0.0259881	0.180584	0.689134	0.104295
7251	1	-73.04576	-96.82845	23.78269	0	0	1	1	0.009091359	0.001901114	0.001333932	0.003587112	0.0126734	0.0126734	0.006986952	0.006986952	0.0473374	0.171526	0.623882	0.157255
7252	0	-73.88973	-93.51152	19.6218	0	1	1	0	0.01088978	0.008019797	0.001758426	0.001758426	0.02143104	0.02143104	0.01609791	0.001177472	0.0214562	0.323476	0.56896	0.0861073
7253	1	-69.57843	-92.7714	23.19297	0	1	1	0	0.004191081	0.001901114	0.0007903311	0.0007903311	0.01977632	0.01977632	0.01156557	0.0007226377	0.0801374	0.240186	0.41346	0.266217
7254	0	-77.48918	-88.48281	10.99363	0	1	1	1	0.01088978	0.008019797	0.0003765394	0.0003765394	0.04380695	0.04380695	0.01609791	0.01609791	0.293148	0.277355	0.37304	0.0564565
7255	1	-73.48629	-85.85013	12.36385	0	1	1	1	0.004191081	0.0003435918	0.0007903311	0.0007903311	0.05068568	0.05068568	0.01534258	0.01534258	0.10562	0.248136	0.504573	0.141671
7256	0	-65.22914	-86.63322	21.40408	0	0	1	0	0.01088978	0.002450301	6.663972e-05	0.003383967	0.04380695	0.04380695	0.01321915	0.004900017	0.0522678	0.337152	0.453467	0.157113
7257	1	-84.94575	-92.58022	7.634472	1	1	1	1	0.005177656	0.005177656	0.00902725	0.00902725	0.04420608	0.04420608	0.01045747	0.01045747	0.0568428	0.133542	0.759136	0.0504789
7258	0	-63.16539	-88.12379	24.95841	0	0	0	0	0.01088978	0.0008362415	0.0007812907	0.007540858	0.04167715	0.009611623	0.01321915	0.003366847	0.0290064	0.514863	0.251655	0.204476
7259	1	-86.82089	-95.17259	8.351704	1	1	1	1	0.006699658	0.006699658	0.00902725	0.00902725	0.02890185	0.02890185	0.02013709	0.02013709	0.19668	0.160099	0.46856	0.174661
7260	0	-62.18153	-86.76992	24.58839	0	0	0	0	0.01118846	0.0006938402	0.001994282	0.001763517	0.04158593	1.866878e-05	0.01353306	0.01926172	0.0145742	0.258693	0.623995	0.102739
7261	1	-64.71487	-88.09295	23.37808	0	0	0	0	0.006699658	0.004815093	0.00103788	0.001265871	0.04283831	0.01864087	0.02037382	0.001291035	0.173853	0.257581	0.414177	0.154389
7262	0	-69.78967	-86.76689	16.97721	0	0	1	1	0.01118846	0.0007360908	0.0005585722	0.006899498	0.04158593	0.04158593	0.01353306	0.01353306	0.0271737	0.482333	0.298937	0.191556
7263	1	-69.59265	-86.25222	16.65957	0	0	1	1	0.006699658	0.001431437	0.002781289	0.001206246	0.04622749	0.04622749	0.01797243	0.01797243	0.151949	0.225128	0.361994	0.260929
7264	0	-69.28145	-87.40539	18.12394	0	1	1	0	0.01053396	0.001496865	0.0004008555	0.0004008555	0.04158593	0.04158593	0.01130443	0.002620248	0.0271737	0.482333	0.298937	0.191556
7265	1	-71.53787	-88.74744	17.20957	0	0	0	0	0.01273133	0.002398012	0.002781289	0.005916753	0.04622749	0.007179884	0.02295297	0.03205909	0.172882	0.256142	0.466564	0.104411
7266	0	-70.66655	-87.65961	16.99306	0	1	0	0	0.009165859	0.004465809	0.0004008555	0.0004008555	0.04767824	0.02604073	0.01339036	0.002806265	0.0231638	0.479202	0.254824	0.242811
7267	1	-67.58032	-87.3223	19.74198	0	0	1	0	0.005846152	0.0003180419	0.002781289	0.002897514	0.04095917	0.04095917	0.02295297	0.01246898	0.152682	0.226214	0.412049	0.209054
7268	0	-74.2316	-84.9024	10.67081	0	1	1	1	0.007325601	0.001743477	0.0009164606	0.0009164606	0.05766166	0.05766166	0.01339036	0.01339036	0.0208419	0.431167	0.329519	0.218472
7269	1	-67.00596	-86.21963	19.21367	0	0	1	1	0.007922834	1.684234e-05	0.0006087053	0.0009962987	0.04095917	0.04095917	0.01120509	0.01120509	0.135823	0.201235	0.36655	0.296391
7270	0	-75.16046	-86.82998	11.66952	1	0	1	1	0.005158178	0.005158178	0.0004285488	0.001632541	0.05766166	0.05766166	0.01044393	0.01044393	0.0245663	0.508216	0.209705	0.257512
7271	1	-63.09366	-87.09908	24.00542	0	0	0	1	0.005291732	7.826803e-05	0.0006087053	0.001714125	0.04095917	0.001522796	0.01366215	0.01366215	0.150714	0.223298	0.406737	0.219251
7272	0	-73.08987	-87.9041	14.81424	1	0	1	0	0.005158178	0.005158178	0.002413966	0.001638882	0.05477687	0.05477687	0.01044393	0.01244218	0.0329114	0.680855	0.280941	0.00529184
7273	1	-73.79911	-89.91962	16.12051	0	1	1	1	0.005291732	7.826803e-05	0.0008579685	0.0008579685	0.02316355	0.02316355	0.02047338	0.02047338	0.0542322	0.28427	0.60897	0.0525276
7274	0	-67.83134	-88.2828	20.45146	0	0	1	1	0.005158178	0.0008054439	0.0009970753	0.0007532704	0.03798871	0.03798871	0.00892604	0.00892604	0.0285543	0.590719	0.376135	0.00459127
7275	1	-71.18557	-91.05713	19.87156	1	0	1	0	0.00604796	0.00604796	0.0008579685	0.002486647	0.03110007	0.03110007	0.009975681	0.007477419	0.112998	0.592304	0.185252	0.109446
7276	0	-68.21508	-87.81708	19.602	0	1	1	0	0.00506436	0.0005350379	0.0009970753	0.0009970753	0.03798871	0.03798871	0.01465876	0.0002437132	0.297033	0.47067	0.228639	0.00365821
7277	1	-79.52866	-90.1964	10.66774	1	1	1	1	0.00604796	0.00604796	0.0008579685	0.0008579685	0.03463635	0.03463635	0.009975681	0.009975681	0.0467557	0.636538	0.199087	0.11762
7278	0	-67.48952	-89.07076	21.58124	0	0	1	0	0.00506436	0.00129656	0.0009970753	0.0174641	0.03798871	0.03798871	0.01465876	0.0002338448	0.414505	0.261327	0.319063	0.00510498
7279	1	-80.09532	-94.16615	14.07084	1	0	1	1	0.005239059	0.005239059	0.0008579685	0.01659919	0.03420737	0.03420737	0.004685581	0.004685581	0.0673672	0.638893	0.013845	0.279895
7280	0	-73.91641	-91.10656	17.19015	0	1	1	1	0.00506436	0.001262563	0.000880825	0.000880825	0.02939389	0.02939389	0.007144851	0.007144851	0.450454	0.155459	0.189805	0.204282
7281	1	-78.40414	-95.04024	16.6361	1	0	1	1	0.008051996	0.008051996	0.0004240048	0.0001013186	0.03420737	0.03420737	0.004131	0.004131	0.0915612	0.509206	0.0188172	0.380416
7282	0	-72.50449	-90.96389	18.4594	0	1	1	0	0.00411464	0.003730766	0.003533109	0.003533109	0.03303073	0.03303073	0.01629065	0.005323506	0.436472	0.150634	0.183913	0.228982
7283	1	-69.35455	-91.15128	21.79673	0	0	1	0	0.008433374	0.002563162	0.002247057	0.002581006	0.04892176	0.04892176	0.002759953	0.00896452	0.165697	0.111817	0.0340532	0.688433
7284	0	-76.89063	-92.12941	15.23878	1	1	0	1	0.005121276	0.005121276	0.003533109	0.003533109	0.03155999	0.002688855	0.0120052	0.0120052	0.132686	0.231837	0.283057	0.35242
7285	1	-70.93519	-91.86472	20.92953	0	0	1	0	0.01144781	0.001814582	0.002077937	0.002581006	0.04756624	0.04756624	0.002759953	0.01318372	0.353038	0.221085	0.020073	0.405804
7286	0	-72.52277	-92.82912	20.30635	0	0	1	1	0.008994519	0.007442766	0.0006813605	0.004091976	0.02224292	0.02224292	0.0120052	0.0120052	0.094027	0.164289	0.491943	0.24974
7287	1	-71.92419	-94.03828	22.1141	0	0	0	1	0.01144781	0.0004108998	0.002075899	0.002793878	0.04756624	0.007600753	0.002759953	0.002759953	0.240471	0.44603	0.0370875	0.276412
7288	0	-71.39178	-90.03942	18.64764	0	0	1	1	0.008994519	0.001539538	0.001430967	0.01384963	0.02712683	0.02712683	0.0120052	0.0120052	0.045301	0.0791525	0.755225	0.120322
7289	1	-80.17194	-91.40133	11.22939	0	1	1	1	0.01144781	0.00125661	0.007868307	0.007868307	0.0521724	0.0521724	0.005097294	0.005097294	0.270518	0.501762	0.0417217	0.185998
7290	0	-76.89063	-88.05286	11.16224	0	1	1	1	0.008994519	0.001539538	0.001430967	0.001430967	0.03732336	0.03732336	0.02893818	0.02893818	0.045301	0.0791525	0.755225	0.120322
7291	1	-81.48351	-89.90912	8.425605	1	1	1	1	0.007744235	0.007744235	0.002725283	0.002725283	0.04173353	0.04173353	0.01214008	0.01214008	0.270518	0.501762	0.0417217	0.185998
7292	0	-81.11773	-90.52073	9.403	1	0	1	1	0.008994519	0.008994519	0.005317087	0.01292231	0.04889594	0.04889594	0.01215965	0.01215965	0.0388447	0.0678716	0.647589	0.245694
7293	1	-75.73202	-88.17651	12.44449	1	0	1	1	0.007744235	0.007744235	0.002725283	0.0009513082	0.04840247	0.04840247	0.01106867	0.01106867	0.262595	0.1788	0.0404997	0.518105
7294	0	-68.37559	-88.76832	20.39273	0	0	1	0	0.004137297	0.002361905	0.005317087	0.001355429	0.04889594	0.04889594	0.01840895	0.004025191	0.00763609	0.41426	0.127303	0.4508
7295	1	-70.01553	-87.73829	17.72276	0	1	1	0	0.007678737	0.0002351304	0.002725283	0.002725283	0.04840247	0.04840247	0.01106867	0.0001267391	0.150349	0.673772	0.0231882	0.152691
7296	0	-69.40219	-89.00496	19.60278	0	0	1	1	0.00627054	0.0003853654	0.002145174	0.009265392	0.029516	0.029516	0.01190076	0.01190076	0.00276482	0.149992	0.68402	0.163222
7297	1	-68.12527	-85.67956	17.55429	0	1	1	0	0.01076416	0.0002351304	0.0006358565	0.0006358565	0.04840247	0.04840247	0.01106867	9.443995e-05	0.138157	0.241243	0.56593	0.0546707
7298	0	-73.71351	-88.86519	15.15169	1	1	1	0	0.004326831	0.004326831	0.001003031	0.001003031	0.03428392	0.03428392	0.01439521	0.001397649	0.00276482	0.149992	0.68402	0.163222
7299	1	-68.73641	-88.9855	20.24909	0	0	0	1	0.01173587	0.002338172	0.0003544061	0.01073609	0.04840247	0.0006877325	0.01106867	0.01106867	0.154852	0.301084	0.497388	0.0466766
7300	0	-74.42612	-89.1201	14.69398	1	0	1	1	0.004326831	0.004326831	0.0009968144	0.002201962	0.03610391	0.03610391	0.01439521	0.01439521	0.0104745	0.568243	0.170778	0.250505
7301	1	-72.70245	-87.79978	15.09733	0	1	1	1	0.005671053	0.002338172	0.000992727	0.000992727	0.0356469	0.0356469	0.01106867	0.01106867	0.195649	0.116949	0.628428	0.0589739
7302	0	-78.35934	-88.27451	9.915162	1	1	1	1	0.004326831	0.004326831	0.0009968144	0.0009968144	0.03610391	0.03610391	0.01439521	0.01439521	0.0346494	0.01017	0.564933	0.390247
7303	1	-74.41779	-88.81947	14.40168	0	1	1	1	0.01078096	0.002210838	0.000992727	0.000992727	0.0356469	0.0356469	0.01006529	0.01006529	0.393182	0.236966	0.250358	0.119495
7304	0	-70.49866	-87.9608	17.46214	0	1	1	0	0.01023039	0.003289422	0.0009968144	0.0009968144	0.03610391	0.03610391	0.016137	0.004970299	0.0723142	0.021225	0.0920047	0.814456
7305	1	-65.86524	-91.63713	25.77189	0	0	0	1	0.002786403	0.001270338	0.000992727	0.00243575	0.03326756	0.002914572	0.01006529	0.01006529	0.380461	0.216697	0.270197	0.132645
7306	0	-69.3005	-85.6108	16.3103	0	0	1	1	0.006154023	0.003289422	0.0009968144	7.762952e-05	0.05166151	0.05166151	0.016137	0.016137	0.0513813	0.210738	0.193919	0.543962
7307	1	-77.01908	-91.03182	14.01274	1	0	1	1	0.008554988	0.008554988	0.003226439	0.003425809	0.03664893	0.03664893	0.01006529	0.01006529	0.380461	0.216697	0.270197	0.132645
7308	0	-69.95166	-88.42503	18.47337	0	1	0	1	0.01004971	0.002229853	0.0009968144	0.0009968144	0.04049894	0.0005877434	0.01158044	0.01158044	0.420773	0.232761	0.214184	0.132282
7309	1	-69.99885	-91.32039	21.32155	0	1	1	0	0.00710289	0.001488262	0.003226439	0.003226439	0.02521115	0.02521115	0.01006529	0.002557704	0.233737	0.268017	0.334187	0.164059
7310	0	-65.87263	-87.81005	21.93741	0	1	0	0	0.009563247	0.001655562	0.0009968144	0.0009968144	0.04049894	0.003272874	0.01007504	0.009603615	0.330121	0.231904	0.381117	0.0568581
7311	1	-70.931	-87.06956	16.13856	0	0	1	1	0.006326399	0.001488262	0.003226439	0.005377911	0.04725926	0.04725926	0.01562052	0.01562052	0.318403	0.238404	0.297262	0.145932
7312	0	-65.75667	-88.73349	22.97682	0	1	0	0	0.006723046	0.00339949	0.001563135	0.001563135	0.04049894	0.003275182	0.00910619	0.005154605	0.165713	0.28882	0.474655	0.0708128
7313	1	-71.56131	-88.60246	17.04115	1	0	1	0	0.006326399	0.006326399	0.0003453563	0.006242648	0.04038162	0.04038162	0.01562052	0.005219361	0.374897	0.280703	0.172576	0.171824
7314	0	-68.11477	-86.9106	18.79583	0	1	0	0	0.006723046	0.001100179	0.002544512	0.002544512	0.05133754	0.02238782	0.00910619	0.0004369018	0.165713	0.28882	0.474655	0.0708128
7315	1	-79.54177	-88.89521	9.353436	1	1	1	1	0.006326399	0.006326399	0.0004976107	0.0004976107	0.04038162	0.04038162	0.01183024	0.01183024	0.374897	0.280703	0.172576	0.171824
7316	0	-69.12174	-86.35966	17.23791	0	0	1	1	0.00929365	0.000315663	0.002544512	0.0004128543	0.05133754	0.05133754	0.00910619	0.00910619	0.104148	0.399752	0.209575	0.286524
7317	1	-75.12809	-89.35592	14.22783	1	0	1	1	0.006326399	0.006326399	0.003279387	0.0006904732	0.03856465	0.03856465	0.01183024	0.01183024	0.308683	0.231126	0.39255	0.0676416
7318	0	-64.2236	-86.61833	22.39473	0	0	1	0	0.00929365	0.0004012473	0.002544512	0.000207849	0.05133754	0.05133754	0.00910619	0.000159225	0.090615	0.405791	0.212742	0.290852
7319	1	-67.32477	-89.88474	22.55996	1	0	0	0	0.006555072	0.006555072	0.003279387	0.0006904732	0.03856465	0.003500184	0.01183024	0.007685056	0.176584	0.132217	0.652504	0.0386948
7320	0	-75.0382	-86.91742	11.87922	0	1	1	1	0.007758084	0.003379011	0.002544512	0.002544512	0.05133754	0.05133754	0.00910619	0.00910619	0.0804592	0.233684	0.414066	0.271791
7321	1	-66.66216	-88.70298	22.04083	0	0	1	0	0.006555072	0.001650954	0.003588367	0.005435161	0.03856465	0.03856465	0.01183024	0.007450106	0.233222	0.174625	0.163773	0.42838
7322	0	-71.94054	-89.45308	17.51253	0	1	0	1	0.007758084	0.002888584	0.002544512	0.002544512	0.03695625	0.01218595	0.00910619	0.00910619	0.0672168	0.359809	0.345917	0.227058
7323	1	-74.99626	-86.11745	11.12119	0	1	1	1	0.01094815	0.001650954	0.0005975428	0.0005975428	0.05343445	0.05343445	0.01183024	0.01183024	0.37909	0.283843	0.266204	0.0708634
7324	0	-80.29809	-87.10171	6.803622	1	1	1	1	0.009121507	0.009121507	0.0006945605	0.0006945605	0.05312046	0.05312046	0.01068446	0.01068446	0.108136	0.0230794	0.556501	0.312283
7325	1	-73.76607	-89.20011	15.43405	0	1	1	1	0.01052366	0.0009426746	0.0005975428	0.0005975428	0.03353063	0.03353063	0.008197006	0.008197006	0.153533	0.386954	0.362908	0.0966058
7326	0	-68.9994	-85.38582	16.38641	0	1	1	0	0.005888187	0.00146066	0.0006945605	0.0006945605	0.05763678	0.05763678	0.01013785	0.002063019	0.108136	0.0230794	0.556501	0.312283
7327	1	-68.31864	-87.71901	19.40037	0	0	0	1	0.005705013	0.001081559	0.002478972	0.01266196	0.04977276	0.002832475	0.01564542	0.01564542	0.183819	0.140307	0.646625	0.0292483
7328	0	-74.56736	-88.5975	14.03013	0	1	1	1	0.005888187	0.002006266	0.002446174	0.002446174	0.0413435	0.0413435	0.01013785	0.01013785	0.607298	0.166286	0.145031	0.081385
7329	1	-69.21919	-92.7923	23.5731	0	0	1	0	0.01392642	0.001138198	0.002478972	0.009786453	0.02375121	0.02375121	0.01110821	0.004120384	0.165335	0.226755	0.581603	0.0263072
7330	0	-67.22874	-87.34078	20.11204	0	0	1	0	0.005267605	0.0018943	0.001009286	0.008349058	0.0442946	0.0442946	0.01820457	0.007087913	0.458656	0.125586	0.109533	0.306224
7331	1	-63.2381	-89.89644	26.65834	0	0	1	0	0.008413045	0.0002704905	0.0006202613	0.002569364	0.02375121	0.02375121	0.01117787	0.001859791	0.137432	0.357253	0.483447	0.0218674
7332	0	-74.34781	-87.41661	13.0688	0	1	1	1	0.003873862	0.0018943	0.001538644	0.001538644	0.04180952	0.04180952	0.01820457	0.01820457	0.175309	0.102251	0.0891813	0.633259
7333	1	-74.18512	-86.25535	12.07024	0	1	1	1	0.008640281	0.0002704905	0.003134755	0.003134755	0.04980934	0.04980934	0.01117787	0.01117787	0.132528	0.344505	0.466196	0.0567717
7334	0	-68.89561	-86.86934	17.97373	0	1	1	0	0.008476581	0.0006031882	0.0007212486	0.0007212486	0.03743629	0.03743629	0.01820457	0.003359591	0.286475	0.0882696	0.2128	0.412456
7335	1	-74.73626	-87.21441	12.47814	0	1	1	1	0.008640281	0.0002704905	0.003134755	0.003134755	0.04747608	0.04747608	0.01117787	0.01117787	0.376835	0.382447	0.177694	0.0630242
7336	0	-64.07259	-87.82137	23.74878	0	0	1	0	0.008476581	0.0005021807	0.001283898	0.001670321	0.03523075	0.03523075	0.009916182	0.008225033	0.276658	0.0852446	0.224037	0.41406
7337	1	-68.59439	-88.52562	19.93123	0	1	0	1	0.008640281	0.0002704905	0.001157662	0.001157662	0.02936974	0.007341453	0.01082484	0.01082484	0.23261	0.236074	0.526422	0.00489412
7338	0	-65.89604	-87.63896	21.74292	0	0	0	1	0.008476581	0.0005021807	0.002675873	0.002686981	0.03948331	0.002418412	0.02053529	0.02053529	0.227607	0.0701309	0.361615	0.340648
7339	1	-66.44451	-91.12366	24.67916	0	0	0	1	0.008640281	0.002353634	0.001157662	0.008228972	0.02531019	6.952277e-05	0.01422287	0.01422287	0.23261	0.236074	0.526422	0.00489412
7340	0	-69.4288	-86.75231	17.32351	0	1	1	0	0.008476581	0.0001331298	0.002675873	0.002675873	0.03948331	0.03948331	0.01288101	0.008870901	0.157446	0.196934	0.50835	0.13727
7341	1	-72.36206	-87.13459	14.77253	0	0	1	1	0.00514046	0.001652052	0.001157662	0.009529416	0.06005482	0.06005482	0.009578148	0.009578148	0.362442	0.36784	0.262093	0.0076258
7342	0	-70.94243	-89.01824	18.07581	1	0	1	0	0.008250843	0.008250843	0.002675873	0.001935838	0.03930383	0.03930383	0.01594109	0.0001101073	0.157446	0.196934	0.50835	0.13727
7343	1	-72.92969	-85.77981	12.85012	0	1	1	1	0.00514046	0.000803684	0.001157662	0.001157662	0.04753495	0.04753495	0.01393501	0.01393501	0.30702	0.0631237	0.627842	0.00201406
7344	0	-69.68399	-87.03656	17.35257	0	1	0	1	0.008250843	0.0005727306	0.002675873	0.002675873	0.03930383	0.005610208	0.01594109	0.01594109	0.166997	0.170649	0.539186	0.123168
7345	1	-67.12803	-89.29968	22.17165	0	0	1	0	0.00514046	0.001790647	0.002427662	0.01283212	0.03689477	0.03689477	0.01393501	0.001305591	0.449273	0.0923712	0.455408	0.00294724
7346	0	-70.08818	-93.33401	23.24584	0	1	1	0	0.008250843	0.001551947	0.001541858	0.001541858	0.01715001	0.01715001	0.007894969	0.002255056	0.116638	0.00930356	0.788034	0.0860252
7347	1	-74.71081	-89.2968	14.58599	1	0	1	1	0.003274065	0.003274065	0.002427662	0.002110952	0.03689477	0.03689477	0.01393501	0.01393501	0.159475	0.0683247	0.77002	0.00218
