Iteration	Posterior	Likelihood	Prior	prob_gain_A_indep	prob_gain_B_indep	prob_loss_A_indep	prob_loss_B_indep	rate_gain_A_when_B0	rate_gain_A_when_B1	rate_gain_B_when_A0	rate_gain_B_when_A1	rate_loss_A_when_B0	rate_loss_A_when_B1	rate_loss_B_when_A0	rate_loss_B_when_A1	rf[1]	rf[2]	rf[3]	rf[4]
1171	-75.50027	-89.59383	14.09356	1	0	1	1	0.003489502	0.003489502	0.0001816919	0.005159504	0.04598564	0.04598564	0.006642839	0.006642839	0.490985	0.00876534	0.119166	0.381084
1172	-71.76076	-88.72583	16.96506	0	1	1	0	0.004124231	0.006137853	0.0001816919	0.0001816919	0.04598564	0.04598564	0.0107095	0.00743223	0.0612652	0.0161652	0.219767	0.702802
1173	-83.14132	-89.72016	6.578843	1	1	1	1	0.01364862	0.01364862	0.000493348	0.000493348	0.04598564	0.04598564	0.01477913	0.01477913	0.0437285	0.011538	0.443104	0.50163
1174	-67.91073	-85.05109	17.14036	0	0	1	1	0.008982298	0.0008778391	0.000493348	0.002450162	0.04598564	0.04598564	0.01477913	0.01477913	0.0889047	0.0234581	0.717098	0.170539
1175	-67.87464	-86.69734	18.82269	0	1	0	0	0.007217512	0.003322894	0.001466704	0.001466704	0.04763978	0.001779046	0.0140137	0.01804286	0.0745519	0.181111	0.60133	0.143007
1176	-62.74096	-85.66882	22.92786	0	0	1	0	0.007217512	0.001242173	0.001296043	0.000703263	0.04763978	0.04763978	0.0105584	0.001343476	0.0905508	0.133791	0.730376	0.0452824
1177	-65.78568	-89.03876	23.25308	0	0	1	0	0.007217512	0.001242173	0.002745062	0.002429546	0.0292242	0.0292242	0.0105584	0.01472348	0.093376	0.137966	0.753164	0.0154944
1178	-65.35075	-87.23476	21.88401	0	0	1	0	0.007217512	0.001242173	0.0009173984	0.005346463	0.03958607	0.03958607	0.0105584	0.01110356	0.481659	0.0788785	0.430604	0.00885854
1179	-64.4777	-87.80686	23.32916	0	1	0	0	0.007217512	0.001633816	0.0009173984	0.0009173984	0.03958607	0.005024706	0.0105584	0.002767281	0.543205	0.0250435	0.358854	0.072897
1180	-64.83861	-88.73331	23.89471	0	0	1	0	0.01005285	0.001069371	0.0007498195	0.003584687	0.03958607	0.03958607	0.006583806	0.002843643	0.468646	0.0396785	0.428784	0.0628913
1181	-72.0681	-89.81171	17.7436	0	1	0	1	0.003286778	0.000512708	0.0007498195	0.0007498195	0.03958607	0.00266341	0.02331903	0.02331903	0.6467	0.0547536	0.215119	0.0834274
1182	-70.45445	-93.26611	22.81166	0	1	1	0	0.006155915	0.0006107996	0.0005476762	0.0005476762	0.01992515	0.01992515	0.00800258	0.005886103	0.705073	0.0203052	0.19788	0.0767419
1183	-66.0647	-91.80549	25.74078	0	1	0	0	0.006155915	0.001465559	0.003545095	0.003545095	0.02455021	0.0005944834	0.01313907	0.004460228	0.587042	0.0284314	0.277072	0.107454
1184	-74.12331	-95.49557	21.37226	1	1	0	0	0.001909245	0.001909245	0.003545095	0.003545095	0.02455021	0.002419873	0.0129377	0.003999517	0.364492	0.0211912	0.442649	0.171668
1185	-78.24459	-96.75986	18.51527	1	0	0	1	0.004867089	0.004867089	0.0003063115	0.01102421	0.01734457	0.01343103	0.0187306	0.0187306	0.618725	0.035972	0.053896	0.291407
1186	-75.32979	-93.57186	18.24207	0	1	1	1	0.004867089	0.0008686818	0.001210702	0.001210702	0.01734457	0.01734457	0.01343836	0.01343836	0.148247	0.0803601	0.120402	0.650991
1187	-72.45289	-94.14486	21.69197	0	1	0	1	0.005901881	0.00114004	0.001210702	0.001210702	0.01753444	0.01555567	0.006190158	0.006190158	0.159222	0.0863095	0.678541	0.0759271
1188	-66.35907	-90.80398	24.4449	0	0	0	1	0.005197122	0.00114004	0.001210702	0.009261504	0.0363171	0.002006459	0.006190158	0.006190158	0.100437	0.092344	0.725983	0.0812357
1189	-64.39589	-90.51135	26.11547	0	0	0	1	0.004759222	0.001545217	0.001210702	0.001738322	0.030628	0.002111227	0.009774654	0.009774654	0.271949	0.250035	0.258058	0.219958
1190	-73.4244	-88.45284	15.02845	0	1	1	0	0.006248587	0.001545217	0.001210702	0.001210702	0.03275134	0.03275134	0.009774654	0.03411821	0.0621899	0.189401	0.195479	0.55293
1191	-82.78134	-91.09628	8.314939	1	1	1	1	0.003151145	0.003151145	0.001210702	0.001210702	0.03275134	0.03275134	0.02786296	0.02786296	0.0583859	0.177816	0.244689	0.519109
1192	-67.94832	-90.81021	22.86189	0	0	1	0	0.003151145	0.003294524	0.001210702	0.005935621	0.03275134	0.03275134	0.0229435	0.001091178	0.0431961	0.131555	0.441193	0.384056
1193	-73.614	-88.41671	14.80271	0	1	1	1	0.006984841	0.004139918	0.001210702	0.001210702	0.03275134	0.03275134	0.012316	0.012316	0.0639336	0.194712	0.653001	0.0883535
1194	-79.93373	-87.06286	7.129134	1	1	1	1	0.006984841	0.006984841	0.0004048479	0.0004048479	0.05205335	0.05205335	0.012316	0.012316	0.13951	0.315243	0.152127	0.39312
1195	-69.98917	-88.64898	18.65982	0	1	1	0	0.004880027	0.002834111	0.0001723283	0.0001723283	0.03539198	0.03539198	0.01790075	0.003697821	0.0706815	0.159715	0.570432	0.199171
1196	-61.56999	-88.75894	27.18895	0	0	0	0	0.004880027	0.002834111	0.0004587826	0.0001629244	0.03539198	0.005362568	0.01790075	0.008172939	0.0706815	0.159715	0.570432	0.199171
1197	-70.37127	-87.66713	17.29587	0	1	1	0	0.008853068	0.001558235	0.002428517	0.002428517	0.03539198	0.03539198	0.01701657	0.007430522	0.277108	0.110498	0.4746	0.137795
1198	-64.70451	-87.87022	23.16571	0	0	1	0	0.008853068	0.002081795	0.002428517	0.002718354	0.03539198	0.03539198	0.01701657	0.000149877	0.282805	0.0922107	0.484357	0.140628
1199	-66.77579	-87.86404	21.08825	0	0	1	0	0.007115974	0.004223175	0.0002935572	0.009786092	0.04387156	0.04387156	0.01068008	0.004552928	0.338037	0.22873	0.265142	0.168092
1200	-71.15721	-88.08704	16.92983	1	0	1	0	0.007115974	0.007115974	0.001926459	0.0002109908	0.04387156	0.04387156	0.01092212	0.01072558	0.259094	0.175313	0.504805	0.0607877
1201	-69.75532	-87.65607	17.90075	0	1	0	1	0.007499802	0.002881993	0.0009681914	0.0009681914	0.041354	0.005592831	0.01092212	0.01092212	0.23853	0.168441	0.485017	0.108011
1202	-65.97816	-87.21033	21.23217	0	1	0	0	0.008166205	0.002881993	0.0007718458	0.0007718458	0.041354	0.006531765	0.01525322	0.00474109	0.223796	0.158036	0.516829	0.101339
1203	-70.17072	-87.28494	17.11422	0	1	0	1	0.008166205	0.002881993	0.0007718458	0.0007718458	0.041354	0.002141089	0.0184028	0.0184028	0.223796	0.158036	0.516829	0.101339
1204	-71.02665	-90.23464	19.20799	1	0	0	0	0.008613503	0.008613503	0.002317952	0.004348858	0.041354	0.01003324	0.0184028	0.006208246	0.223796	0.158036	0.516829	0.101339
1205	-75.09655	-88.80852	13.71197	1	0	0	1	0.005087278	0.005087278	0.002317952	0.00772111	0.05015367	0.009496252	0.0184028	0.0184028	0.221356	0.229044	0.511195	0.0384043
1206	-69.62654	-88.19257	18.56603	1	0	0	0	0.00416138	0.00416138	0.002317952	0.001591022	0.05684697	0.008893958	0.0184028	0.002736563	0.16823	0.414076	0.388507	0.0291871
1207	-74.22188	-86.90674	12.68486	0	1	1	0	0.008598119	0.007063009	0.002317952	0.002317952	0.05684697	0.05684697	0.02011858	0.004109566	0.160444	0.394912	0.416808	0.0278362
1208	-76.53867	-89.07389	12.53522	1	0	1	1	0.008598119	0.008598119	0.003101777	0.002175361	0.04560178	0.04560178	0.01089597	0.01089597	0.160444	0.394912	0.416808	0.0278362
1209	-77.63129	-89.26824	11.63695	1	1	1	0	0.007481796	0.007481796	0.003101777	0.003101777	0.04891598	0.04891598	0.008768938	0.007242656	0.119755	0.548361	0.311106	0.020777
1210	-69.80765	-86.80828	17.00063	0	0	1	1	0.007885274	0.0008403387	0.003101777	0.004855396	0.04891598	0.04891598	0.008768938	0.008768938	0.00638827	0.165365	0.802343	0.0259039
1211	-68.29259	-87.96047	19.66788	0	0	1	1	0.007012521	0.0001294015	0.003101777	0.001902228	0.03819595	0.03819595	0.008768938	0.008768938	0.0136243	0.352675	0.502054	0.131646
1212	-64.70295	-86.76324	22.06029	0	0	0	1	0.007012521	0.0001294015	0.003101777	0.002393839	0.0511625	0.002643624	0.008519578	0.008519578	0.0173082	0.177646	0.637804	0.167242
1213	-59.46921	-85.49692	26.02771	0	0	0	0	0.007012521	0.0001294015	0.001674967	0.002721632	0.05475146	0.004030425	0.01100486	0.0004811748	0.0152012	0.156021	0.560164	0.268614
1214	-73.06031	-86.56911	13.5088	0	1	1	1	0.009156377	0.0001294015	0.00175935	0.00175935	0.0453189	0.0453189	0.008440024	0.008440024	0.058489	0.215877	0.35397	0.371664
1215	-69.03985	-86.31701	17.27716	0	1	0	1	0.009156377	3.376722e-05	0.001726475	0.001726475	0.04778621	0.005643074	0.008440024	0.008440024	0.0290764	0.107318	0.678841	0.184764
1216	-69.09241	-86.3128	17.22039	0	1	0	1	0.009156377	2.92582e-05	0.001726475	0.001726475	0.04778621	0.005972282	0.008440024	0.008440024	0.0290764	0.107318	0.678841	0.184764
1217	-65.40294	-91.06595	25.66301	0	0	1	0	0.01236095	2.135905e-05	0.002259588	0.00039472	0.0296967	0.0296967	0.006673111	0.002948991	0.036333	0.233285	0.328746	0.401636
1218	-68.98433	-88.36459	19.38025	0	0	1	1	0.004332608	2.135905e-05	0.003448147	0.0003618902	0.0347831	0.0347831	0.01780897	0.01780897	0.038621	0.185004	0.349448	0.426927
1219	-65.12341	-89.42947	24.30606	0	0	0	0	0.003958189	2.378766e-05	0.003448147	0.0001836829	0.0347831	0.01388091	0.02121748	0.01415914	0.165115	0.168018	0.300158	0.366709
1220	-66.7116	-90.74115	24.02956	0	0	0	1	0.006685935	0.0001662086	0.004323171	0.0002682981	0.02926323	0.01457887	0.008413177	0.008413177	0.231503	0.39193	0.304726	0.0718414
1221	-69.32365	-89.08883	19.76518	0	0	1	1	0.006685935	0.000925456	0.004323171	0.0003948683	0.03546714	0.03546714	0.01075772	0.01075772	0.231503	0.39193	0.304726	0.0718414
1222	-76.77889	-90.45121	13.67232	0	1	1	1	0.008297565	0.004783326	0.00456293	0.00456293	0.03546714	0.03546714	0.01075772	0.01075772	0.32933	0.134975	0.433495	0.1022
1223	-70.38057	-89.94351	19.56294	0	0	1	1	0.008297565	0.003530046	0.00156982	0.003770785	0.03564592	0.03564592	0.006896948	0.006896948	0.310366	0.184788	0.408532	0.0963145
1224	-79.05607	-90.04562	10.98955	1	1	1	1	0.003692017	0.003692017	0.00156982	0.00156982	0.03564592	0.03564592	0.008769406	0.008769406	0.100918	0.219963	0.486298	0.192821
1225	-73.42989	-88.24812	14.81823	0	1	1	1	0.005861637	0.002254956	0.00156982	0.00156982	0.0318647	0.0318647	0.01576292	0.01576292	0.100918	0.219963	0.486298	0.192821
1226	-69.17221	-91.60983	22.43762	0	0	1	0	0.01054843	0.004673065	0.0051515	0.003828407	0.0318647	0.0318647	0.01576292	0.0009758391	0.14261	0.310838	0.286103	0.260449
1227	-65.7682	-89.67215	23.90395	0	0	1	0	0.004768349	0.001791217	0.0051515	0.000261871	0.03502312	0.03502312	0.01576292	0.001658387	0.110326	0.240471	0.417454	0.231748
1228	-71.59249	-93.5038	21.91131	0	1	0	1	0.004768349	0.001316212	0.00204673	0.00204673	0.01666887	0.007478971	0.0139991	0.0139991	0.102229	0.222822	0.46021	0.214739
1229	-67.5701	-92.35794	24.78783	0	0	0	1	0.008887758	0.001815723	0.005895477	0.002723264	0.02568599	0.0003541755	0.0139991	0.0139991	0.18903	0.201278	0.415715	0.193977
1230	-74.10369	-88.49707	14.39338	0	0	1	1	0.004578872	0.004905943	0.005895477	0.002536169	0.05736577	0.05736577	0.0139991	0.0139991	0.222552	0.0921974	0.489438	0.195813
1231	-78.70189	-88.70328	10.00139	1	0	1	1	0.00650638	0.00650638	0.005895477	0.003945219	0.05736577	0.05736577	0.01115384	0.01115384	0.227505	0.0763207	0.540955	0.155219
1232	-79.11303	-91.54739	12.43437	0	1	0	1	0.01478023	0.001260915	0.005895477	0.005895477	0.04790326	0.02154966	0.009097469	0.009097469	0.280183	0.113296	0.0355769	0.570944
1233	-75.99649	-91.24916	15.25267	0	0	1	1	0.01755053	0.001375938	0.005895477	0.002543441	0.04790326	0.04790326	0.009097469	0.009097469	0.197224	0.126353	0.0396771	0.636745
1234	-67.79222	-89.63305	21.84082	0	0	1	0	0.007409651	0.002975173	0.005895477	0.003348462	0.0417368	0.0417368	0.01401008	0.0008429326	0.0556193	0.148641	0.0466759	0.749063
1235	-67.38768	-94.50694	27.11926	0	0	0	1	0.003453088	0.002975173	0.001078976	0.003348462	0.021285	0.003841185	0.01004367	0.01004367	0.316908	0.0624189	0.277753	0.34292
1236	-76.27955	-87.66114	11.38159	1	1	1	0	0.006521372	0.006521372	0.001078976	0.001078976	0.04903101	0.04903101	0.01004367	0.01029683	0.381426	0.15673	0.334299	0.127544
1237	-64.84526	-86.34021	21.49495	0	0	1	0	0.007557337	0.002009225	0.001078976	0.006656195	0.04937681	0.04937681	0.01004367	0.001474782	0.263975	0.108469	0.539286	0.0882702
1238	-73.99253	-86.84489	12.85236	0	1	1	1	0.003804644	0.002272039	0.0005481913	0.0005481913	0.04937681	0.04937681	0.01255723	0.01255723	0.204267	0.0839344	0.417304	0.294495
1239	-71.00614	-88.52853	17.5224	0	1	0	1	0.004692625	0.0007050765	0.0005481913	0.0005481913	0.03197195	0.0195332	0.01393211	0.01393211	0.204267	0.0839344	0.417304	0.294495
1240	-68.63061	-89.09869	20.46809	0	1	1	0	0.00331681	3.724366e-05	0.0007951037	0.0007951037	0.03197195	0.03197195	0.01393211	0.004480391	0.204267	0.0839344	0.417304	0.294495
1241	-66.07428	-89.46256	23.38828	0	1	0	0	0.00331681	0.0001010038	0.0007951037	0.0007951037	0.03197195	0.01260224	0.01393211	0.004647817	0.204267	0.0839344	0.417304	0.294495
1242	-68.50199	-86.72385	18.22185	0	0	1	1	0.006065038	0.000495477	0.0007951037	0.008106343	0.04103058	0.04103058	0.01088966	0.01088966	0.204267	0.0839344	0.417304	0.294495
1243	-74.6345	-91.90209	17.26759	1	0	1	1	0.006065038	0.006065038	0.0002825816	0.001365217	0.024701	0.024701	0.01088966	0.01088966	0.204267	0.0839344	0.417304	0.294495
1244	-69.3525	-88.60458	19.25208	1	0	1	0	0.006065038	0.006065038	0.002055823	0.001183518	0.03780189	0.03780189	0.01088966	0.003493304	0.0834021	0.0342705	0.762085	0.120242
1245	-58.56909	-88.4099	29.84081	0	0	0	0	0.005958945	0.001703333	0.002055823	0.001092218	0.03305946	0.0004931107	0.01088966	0.004742726	0.0619643	0.0746784	0.788088	0.0752691
1246	-64.45119	-88.06705	23.61585	0	1	0	0	0.005669525	0.0004547431	0.002055823	0.002055823	0.03305946	0.005499959	0.01088966	0.008436125	0.0596496	0.109243	0.75865	0.0724575
1247	-67.18704	-87.34433	20.15729	0	0	0	1	0.005669525	0.0003291095	0.002055823	0.004450691	0.03887934	0.02357439	0.01088966	0.01088966	0.0466289	0.0853965	0.593046	0.274929
1248	-72.47972	-87.55016	15.07044	0	1	1	1	0.006792964	0.0003291095	0.0009278001	0.0009278001	0.03887934	0.03887934	0.008942172	0.008942172	0.0283059	0.478396	0.233682	0.259615
1249	-71.68085	-87.9546	16.27375	0	0	1	1	0.004376559	0.003589802	0.002178285	0.005507412	0.05393126	0.05393126	0.008942172	0.008942172	0.0632889	0.39543	0.238951	0.302331
1250	-75.49817	-85.98116	10.483	0	1	1	1	0.01054773	0.0004003447	0.00111182	0.00111182	0.05393126	0.05393126	0.0161207	0.0161207	0.112856	0.705123	0.0998382	0.0821831
1251	-68.25603	-86.80941	18.55338	0	0	0	1	0.01054773	0.0004003447	0.004679178	0.001338611	0.06309576	0.004142069	0.0108193	0.0108193	0.231171	0.419274	0.300688	0.0488669
1252	-72.74881	-88.57252	15.82371	1	0	1	0	0.006725265	0.006725265	0.004679178	0.0004945806	0.05813621	0.05813621	0.009733229	0.00133128	0.231171	0.419274	0.300688	0.0488669
1253	-77.92626	-87.09613	9.169874	0	1	1	1	0.006725265	0.001699082	0.004679178	0.004679178	0.05813621	0.05813621	0.01838326	0.01838326	0.231171	0.419274	0.300688	0.0488669
1254	-70.93121	-92.31939	21.38818	0	1	0	1	0.006725265	8.875715e-05	0.004679178	0.004679178	0.02436816	0.004262242	0.009146992	0.009146992	0.205569	0.330916	0.398716	0.0647983
1255	-78.45611	-94.26826	15.81215	1	1	1	0	0.006725265	0.006725265	0.004679178	0.004679178	0.02436816	0.02436816	0.008621116	0.007235032	0.265697	0.0495809	0.515338	0.169384
1256	-81.6583	-90.84994	9.191637	1	1	1	1	0.003386479	0.003386479	0.004679178	0.004679178	0.03663415	0.03663415	0.01526157	0.01526157	0.346718	0.0441103	0.458477	0.150695
1257	-79.41119	-90.29389	10.88271	1	1	1	1	0.005064703	0.005064703	0.000190873	0.000190873	0.03663415	0.03663415	0.008398615	0.008398615	0.302688	0.0385088	0.400255	0.258548
1258	-73.1312	-94.16614	21.03494	1	0	0	1	0.005064703	0.005064703	0.0002470916	0.003998649	0.02399939	0.009582724	0.008398615	0.008398615	0.382548	0.0486687	0.242022	0.326761
1259	-66.73597	-92.53239	25.79642	0	0	1	0	0.005064703	0.003100189	0.0009762891	0.005549495	0.02399939	0.02399939	0.0103885	0.004513725	0.156821	0.10296	0.0489447	0.691274
1260	-71.02869	-93.621	22.59231	0	0	1	1	0.009105215	3.0152e-05	0.001899815	0.002451715	0.0185075	0.0185075	0.0103885	0.0103885	0.156821	0.10296	0.0489447	0.691274
1261	-74.37683	-93.41115	19.03432	0	1	1	1	0.006063766	3.0152e-05	0.001264078	0.001264078	0.0185075	0.0185075	0.00733222	0.00733222	0.173169	0.217807	0.269511	0.339513
1262	-69.69874	-96.64201	26.94327	1	0	0	0	0.006063766	0.006063766	0.001264078	0.002916014	0.0185075	0.001174861	0.00733222	0.009773821	0.199707	0.148126	0.239855	0.412312
1263	-82.332	-96.00091	13.66891	1	1	1	1	0.006063766	0.006063766	0.000556548	0.000556548	0.0185075	0.0185075	0.009223259	0.009223259	0.217165	0.161075	0.0460814	0.575678
1264	-78.53917	-90.20997	11.6708	1	1	0	1	0.003324414	0.003324414	0.001374556	0.001374556	0.03634255	0.01469864	0.01957738	0.01957738	0.172842	0.1282	0.240775	0.458183
1265	-73.2446	-90.35956	17.11496	0	1	0	1	0.01279517	0.002222769	0.001374556	0.001374556	0.03028518	0.01509222	0.01194381	0.01194381	0.19555	0.145043	0.272407	0.387
1266	-72.59244	-92.79154	20.1991	0	1	0	0	0.01992237	0.001166304	0.00130954	0.00130954	0.02833936	0.01578388	0.01194381	0.007144085	0.10737	0.0796387	0.600501	0.21249
1267	-78.65109	-88.12603	9.474938	0	1	1	0	0.01992237	0.0005367075	0.004491212	0.004491212	0.07718027	0.07718027	0.01194381	0.003340791	0.252339	0.157999	0.168094	0.421568
1268	-72.63566	-86.25996	13.6243	0	0	1	0	0.01656436	0.0004792052	0.003988452	0.002957205	0.07718027	0.07718027	0.018977	0.003071156	0.252339	0.157999	0.168094	0.421568
1269	-80.52667	-87.90205	7.375382	0	0	1	1	0.02042232	0.002910448	0.002336095	0.007598631	0.07718027	0.07718027	0.018977	0.018977	0.202141	0.340032	0.193191	0.264635
1270	-81.54105	-93.37224	11.83119	0	0	1	1	0.02042232	0.009982532	0.0005860164	0.01044764	0.04314086	0.04314086	0.01935786	0.01935786	0.104898	0.628882	0.203337	0.0628829
1271	-81.6605	-93.99978	12.33928	0	1	1	0	0.02042232	0.008033042	0.001623686	0.001623686	0.04314086	0.04314086	0.01935786	0.008453158	0.158863	0.777395	0.0486861	0.0150564
1272	-73.33391	-86.75728	13.42337	0	1	1	1	0.004961507	0.001160293	0.001623686	0.001623686	0.04314086	0.04314086	0.01440638	0.01440638	0.211135	0.292127	0.404856	0.0918823
1273	-68.54212	-87.06626	18.52414	0	0	1	1	0.004961507	0.001394607	0.001623686	0.00165024	0.04314086	0.04314086	0.0128822	0.0128822	0.235737	0.326165	0.33551	0.102588
1274	-75.10136	-90.79791	15.69655	0	1	1	0	0.01741078	0.0003662921	0.005297192	0.005297192	0.04314086	0.04314086	0.01089533	0.004716649	0.143746	0.121777	0.562487	0.171991
1275	-79.83214	-91.03594	11.20381	0	1	1	1	0.01741078	9.52135e-05	0.005297192	0.005297192	0.04314086	0.04314086	0.01204472	0.01204472	0.075913	0.536205	0.297053	0.0908293
1276	-65.18321	-86.31551	21.1323	0	0	1	0	0.01034888	5.932022e-05	0.001250843	0.003890175	0.04314086	0.04314086	0.01589254	0.005688761	0.0338638	0.529401	0.24044	0.196296
1277	-75.79695	-90.61287	14.81592	0	1	0	1	0.01034888	1.04458e-05	0.007435551	0.007435551	0.04314086	0.01003609	0.01589254	0.01589254	0.204618	0.43741	0.19866	0.159312
1278	-78.31735	-88.41971	10.10236	1	0	1	1	0.003742562	0.003742562	0.002214959	0.007887617	0.05968056	0.05968056	0.01076341	0.01076341	0.418593	0.30318	0.154405	0.123822
1279	-73.70142	-91.95896	18.25754	1	0	1	0	0.003742562	0.003742562	0.0001709015	0.00874119	0.02700961	0.02700961	0.01059079	0.01692303	0.225332	0.403958	0.205729	0.164981
1280	-80.27389	-91.0458	10.77191	1	1	1	1	0.007916783	0.007916783	0.000124775	0.000124775	0.03255416	0.03255416	0.01032639	0.01032639	0.143114	0.256564	0.495538	0.104784
1281	-72.14273	-85.95281	13.81007	0	1	1	1	0.006161836	0.0003144962	0.0005146832	0.0005146832	0.04331686	0.04331686	0.01277287	0.01277287	0.248459	0.0709686	0.528842	0.15173
1282	-67.91982	-85.91257	17.99276	0	1	0	1	0.009607923	0.0001207797	0.0005146832	0.0005146832	0.04331686	0.001971456	0.01316095	0.01316095	0.0928485	0.0856631	0.638342	0.183147
1283	-68.05015	-85.87097	17.82081	0	1	1	0	0.009607923	0.0003140561	0.0005146832	0.0005146832	0.04331686	0.04331686	0.01340934	0.002513322	0.0935197	0.0862823	0.351419	0.468779
1284	-73.95668	-88.72222	14.76554	1	0	1	1	0.004295885	0.004295885	0.0002011201	0.001455661	0.04331686	0.04331686	0.008345899	0.008345899	0.137554	0.126909	0.311812	0.423726
1285	-79.31103	-87.3146	8.003565	1	1	1	1	0.006080229	0.006080229	0.0007908089	0.0007908089	0.04377779	0.04377779	0.0161084	0.0161084	0.169088	0.156003	0.154043	0.520866
1286	-73.96547	-87.25135	13.28588	0	1	1	1	0.0101247	0.0002038362	0.0007908089	0.0007908089	0.0388514	0.0388514	0.0161084	0.0161084	0.20102	0.517122	0.149597	0.132261
1287	-66.48786	-92.52427	26.03642	0	0	1	0	0.004526695	0.001998441	0.0009319653	0.001400993	0.02186	0.02186	0.02121407	0.000287351	0.218331	0.191774	0.155907	0.433989
1288	-76.12152	-91.4459	15.32438	1	1	1	0	0.004526695	0.004526695	0.0008397287	0.0008397287	0.02750579	0.02750579	0.02121407	0.0003325415	0.143131	0.210223	0.170905	0.47574
1289	-71.77183	-92.21995	20.44812	0	1	0	1	0.01236421	0.002591113	0.001704177	0.001704177	0.02750579	0.002840778	0.007641727	0.007641727	0.0986982	0.144963	0.428284	0.328055
1290	-70.00857	-87.6117	17.60313	0	0	1	1	0.01236421	0.00141675	0.0006158809	0.0008573721	0.04802542	0.04802542	0.007641727	0.007641727	0.132314	0.22336	0.24323	0.401096
1291	-71.51424	-86.32551	14.81127	0	0	1	1	0.01236421	0.001456427	0.0006158809	0.005497434	0.05028222	0.05028222	0.01667479	0.01667479	0.0899574	0.536118	0.149816	0.224108
1292	-75.69858	-86.74254	11.04396	0	1	1	1	0.006764847	0.001172153	0.003148318	0.003148318	0.05028222	0.05028222	0.01753556	0.01753556	0.122687	0.5408	0.0308668	0.305646
1293	-60.06582	-90.4323	30.36649	0	0	0	0	0.007756356	0.001172153	0.003148318	0.0003883339	0.0303438	0.005053257	0.008146724	0.0009794135	0.0682812	0.38104	0.335325	0.215354
1294	-69.67353	-91.66417	21.99065	0	0	1	0	0.007756356	0.003049163	0.003148318	0.01171343	0.0303438	0.0303438	0.01338851	0.00596202	0.43886	0.378111	0.125419	0.0576111
1295	-67.71256	-90.12514	22.41258	0	1	0	0	0.007756356	0.001491535	0.001096532	0.001096532	0.03093033	0.00838656	0.01338851	0.009898281	0.28295	0.522453	0.0808623	0.113735
1296	-76.26799	-89.15887	12.89088	1	0	1	1	0.004500569	0.004500569	0.001096532	0.0008909939	0.04203705	0.04203705	0.01981344	0.01981344	0.382823	0.449684	0.0695995	0.0978933
1297	-73.85387	-91.50412	17.65025	0	0	1	1	0.002955759	0.005587612	0.004595863	0.004948197	0.04203705	0.04203705	0.01052731	0.01052731	0.148347	0.199567	0.614152	0.0379343
1298	-74.21786	-91.23119	17.01334	0	1	0	1	0.008432609	0.005587612	0.004595863	0.004595863	0.04203705	0.003896387	0.009745483	0.009745483	0.258225	0.401964	0.27378	0.0660317
1299	-79.62062	-96.72742	17.10681	1	0	1	0	0.01350144	0.01350144	0.008566506	0.001871974	0.03469707	0.03469707	0.009745483	0.005377873	0.208348	0.324324	0.220899	0.246429
1300	-77.66246	-94.38031	16.71785	0	0	1	1	0.01350144	0.005489942	0.008566506	0.002962348	0.03958102	0.03958102	0.005883962	0.005883962	0.42506	0.235541	0.160429	0.17897
1301	-76.06384	-93.82114	17.7573	0	0	1	1	0.01350144	0.001905828	0.007460896	0.003468712	0.03940738	0.03940738	0.004295249	0.004295249	0.390696	0.0673829	0.256158	0.285763
1302	-65.26268	-87.17838	21.9157	0	0	1	0	0.01157747	0.0002831851	0.001915981	0.002507965	0.04632207	0.04632207	0.009031504	0.004152111	0.390696	0.0673829	0.256158	0.285763
1303	-69.67124	-92.06592	22.39467	0	1	0	0	0.006663949	0.004504051	0.004283236	0.004283236	0.04632207	0.001038404	0.00567523	0.004563587	0.451289	0.3681	0.0629873	0.117624
1304	-73.33459	-88.04054	14.70595	0	1	1	0	0.01259833	0.0005446775	0.0004466677	0.0004466677	0.03465961	0.03465961	0.01556074	0.02368339	0.332972	0.107796	0.404222	0.155011
1305	-65.52663	-84.98507	19.45844	0	0	1	0	0.01136649	0.0005446775	0.001129594	0.002008203	0.05480523	0.05480523	0.01278962	0.007202182	0.311714	0.05434	0.488832	0.145114
1306	-66.17729	-85.51771	19.34042	0	1	0	0	0.00955228	0.0001933157	0.001307909	0.001307909	0.05480523	0.01265763	0.009824917	0.0021798	0.319189	0.0316619	0.500554	0.148594
1307	-70.73561	-89.27379	18.53818	0	1	1	0	0.00955228	0.002145955	0.001485827	0.001485827	0.0309954	0.0309954	0.01828634	0.003106975	0.491953	0.233164	0.21196	0.0629224
1308	-70.82894	-88.73553	17.90659	0	1	1	0	0.008336989	0.000285585	0.0003057694	0.0003057694	0.0309954	0.0309954	0.01117757	0.01808423	0.324932	0.28601	0.339158	0.0498997
1309	-64.58613	-90.03401	25.44788	0	0	1	0	0.003630396	0.0001047595	0.002670847	0.003057116	0.0309954	0.0309954	0.01117757	0.003949877	0.132817	0.299542	0.450325	0.117317
1310	-69.23273	-95.5122	26.27947	0	0	1	0	0.004212918	0.0001047595	0.002670847	0.00420839	0.01385921	0.01385921	0.02322849	0.002544625	0.0697769	0.317676	0.550914	0.0616336
1311	-71.32821	-94.9731	23.64489	0	1	0	1	0.004212918	0.0004243127	0.002253874	0.002253874	0.01385921	0.002944014	0.01266772	0.01266772	0.216391	0.224934	0.534633	0.0240415
