Iteration	Posterior	Likelihood	Prior	prob_gain_A_indep	prob_gain_B_indep	prob_loss_A_indep	prob_loss_B_indep	rate_gain_A_when_B0	rate_gain_A_when_B1	rate_gain_B_when_A0	rate_gain_B_when_A1	rate_loss_A_when_B0	rate_loss_A_when_B1	rate_loss_B_when_A0	rate_loss_B_when_A1	rf[1]	rf[2]	rf[3]	rf[4]
25	-72.85086	-89.97308	17.12222	0	0	1	1	0.00626466	0.002281027	0.002126252	0.00495323	0.05412217	0.05412217	0.003924819	0.003924819	0.0281354	0.309051	0.053542	0.609271
26	-72.22087	-88.72597	16.5051	0	1	1	0	0.00626466	0.001290788	0.004203229	0.004203229	0.05412217	0.05412217	0.005796926	0.005524375	0.015951	0.181065	0.114353	0.688631
27	-69.97988	-87.43736	17.45748	0	0	1	1	0.007054172	0.001277921	0.001957181	0.001546106	0.05412217	0.05412217	0.005796926	0.005796926	0.0168033	0.190739	0.0670344	0.725424
28	-66.26891	-87.89888	21.62998	0	0	1	0	0.006387755	0.0008036798	0.002464748	0.002923861	0.0485284	0.0485284	0.005796926	0.01051927	0.0208477	0.175931	0.0679448	0.735276
29	-68.20282	-87.766	19.56318	0	0	1	0	0.004465162	0.001156914	0.001825241	0.000922014	0.049953	0.049953	0.005796926	0.02512763	0.029314	0.197191	0.104222	0.669274
30	-67.03	-89.80653	22.77653	0	0	0	1	0.008891468	0.002617004	0.0022722	0.0005736523	0.04709207	0.003622995	0.005796926	0.005796926	0.14349	0.137814	0.250951	0.467746
31	-67.67519	-87.23021	19.55502	0	0	1	0	0.006509773	0.001725241	0.0022722	0.0007254689	0.07067649	0.07067649	0.005796926	0.001587466	0.229636	0.175253	0.3383	0.256811
32	-70.965	-88.92091	17.95591	0	0	0	1	0.006509773	0.005281669	0.0022722	0.004264989	0.07067649	0.002182707	0.007252722	0.007252722	0.191681	0.146287	0.447667	0.214365
33	-78.11181	-87.32063	9.208814	1	0	1	1	0.008218373	0.008218373	0.0022722	0.0009804725	0.07067649	0.07067649	0.007252722	0.007252722	0.191681	0.146287	0.447667	0.214365
34	-83.65689	-91.00001	7.343126	1	1	1	1	0.01206454	0.01206454	0.00270549	0.00270549	0.04851224	0.04851224	0.007252722	0.007252722	0.24867	0.0375119	0.114794	0.599025
35	-80.20376	-89.14802	8.944259	1	1	1	0	0.01206454	0.01206454	0.00270549	0.00270549	0.05583458	0.05583458	0.0160112	0.00429773	0.372261	0.317601	0.171847	0.138291
36	-70.01086	-86.16155	16.15069	0	0	1	1	0.009812282	0.0009490001	0.002443291	0.001310444	0.0487032	0.0487032	0.0160112	0.0160112	0.467573	0.142882	0.215846	0.173699
37	-70.03982	-85.35515	15.31533	0	1	1	0	0.009812282	0.001087098	0.002443291	0.002443291	0.05553193	0.05553193	0.01459659	0.0005365236	0.152724	0.227375	0.343486	0.276415
38	-74.10686	-89.06018	14.95332	0	0	1	1	0.005958789	0.001240456	0.002946596	0.01921021	0.04212579	0.04212579	0.01459659	0.01459659	0.174594	0.283521	0.244711	0.297174
39	-65.26441	-87.06255	21.79814	0	0	1	0	0.00828069	0.002104958	0.001621743	0.002252076	0.04212579	0.04212579	0.01115096	0.008926553	0.143321	0.354188	0.305705	0.196786
40	-72.4111	-87.69758	15.28648	0	1	1	1	0.006315837	0.001602992	0.001013372	0.001013372	0.03455242	0.03455242	0.01115096	0.01115096	0.209491	0.056021	0.446847	0.287641
41	-69.6507	-87.95437	18.30367	0	1	0	1	0.008631656	0.001008375	0.0006508655	0.0006508655	0.03455242	0.0006222814	0.02144864	0.02144864	0.154744	0.0450738	0.452574	0.347608
42	-66.22284	-86.42673	20.20389	0	0	1	0	0.01065293	0.002020272	0.001285838	0.003430806	0.04565931	0.04565931	0.02144864	0.001084171	0.138811	0.0795751	0.167934	0.61368
43	-70.02321	-88.48971	18.4665	0	1	1	0	0.009276455	0.001274545	0.001586142	0.001586142	0.03186039	0.03186039	0.02144864	0.0005366302	0.262814	0.150661	0.317952	0.268572
44	-67.48962	-88.59932	21.1097	0	0	1	0	0.003554616	0.0009138847	0.002942577	0.008575993	0.04383162	0.04383162	0.01642609	0.00415589	0.195414	0.112023	0.383919	0.308643
45	-67.34955	-89.7075	22.35795	0	0	0	0	0.003920724	0.007697817	0.001425556	0.0008116328	0.05035006	0.01699162	0.01054785	0.01105249	0.157517	0.0902986	0.309465	0.442719
46	-72.9457	-85.97888	13.03318	0	1	1	1	0.004682264	0.0004425252	0.001425556	0.001425556	0.05035006	0.05035006	0.01062421	0.01062421	0.157517	0.0902986	0.309465	0.442719
47	-76.13799	-88.74894	12.61095	1	0	1	1	0.004682264	0.004682264	0.001668307	0.006245025	0.05035006	0.05035006	0.006994138	0.006994138	0.146582	0.0840301	0.287982	0.481405
48	-67.04537	-90.08586	23.04049	1	0	0	0	0.006280467	0.006280467	0.002490018	0.001105176	0.04132279	0.005092353	0.01137739	0.001688227	0.104846	0.0520408	0.292672	0.550441
49	-74.93569	-88.94206	14.00637	1	0	1	1	0.003222552	0.003222552	0.003001941	0.0001603897	0.03903239	0.03903239	0.01654065	0.01654065	0.0630586	0.0312994	0.535048	0.370594
50	-69.21181	-86.99752	17.78571	0	0	1	1	0.004668116	0.001099409	0.003462773	0.0001489595	0.04392862	0.04392862	0.01656907	0.01656907	0.107159	0.0513284	0.233769	0.607744
51	-64.44386	-87.39159	22.94773	0	0	0	0	0.007914365	0.001640908	0.004363092	0.0001143948	0.05461848	0.008748418	0.0189513	0.003073191	0.255151	0.0428205	0.195021	0.507007
52	-66.61837	-87.83079	21.21242	0	0	1	0	0.007145962	0.001420789	0.00568504	0.0001143948	0.05371503	0.05371503	0.009437922	0.002293945	0.166211	0.0151763	0.0691184	0.749495
53	-77.7519	-92.61872	14.86682	1	1	1	0	0.003359018	0.003359018	0.004246784	0.004246784	0.0342894	0.0342894	0.006464458	0.008676397	0.0689916	0.0169458	0.0771776	0.836885
54	-81.49935	-93.15011	11.65076	1	1	1	1	0.002965421	0.002965421	0.004246784	0.004246784	0.02857762	0.02857762	0.01010518	0.01010518	0.0281981	0.0175597	0.0805701	0.873672
55	-77.84998	-93.22073	15.37075	1	1	1	0	0.002895019	0.002895019	0.004246784	0.004246784	0.0318384	0.0318384	0.007874297	0.007299084	0.278467	0.131472	0.342613	0.247448
56	-67.22785	-93.05886	25.83101	0	1	0	0	0.003305761	0.001016072	0.003657515	0.003657515	0.02824137	0.001063127	0.008904953	0.007205685	0.167896	0.36828	0.31463	0.149194
57	-76.73251	-90.97503	14.24251	0	1	1	1	0.003449402	0.003018809	0.004273448	0.004273448	0.04096055	0.04096055	0.008904953	0.008904953	0.144232	0.45732	0.270283	0.128166
58	-71.28682	-90.35094	19.06412	0	1	1	0	0.00554901	0.003190916	0.004273448	0.004273448	0.03493881	0.03493881	0.01198064	0.002631564	0.148025	0.469348	0.297907	0.0847197
59	-75.76117	-91.12285	15.36168	0	1	0	1	0.007547378	0.00912234	0.003285608	0.003285608	0.04659355	0.0003030611	0.01689064	0.01689064	0.140331	0.577026	0.218878	0.0637655
60	-71.43816	-87.35951	15.92135	0	1	1	0	0.007320003	0.00432821	0.001335539	0.001335539	0.04457556	0.04457556	0.02026311	0.00271882	0.181949	0.451582	0.283792	0.0826768
61	-70.78267	-86.95144	16.16877	0	0	1	1	0.008868449	0.001307035	0.002110397	0.002001407	0.04457556	0.04457556	0.02026311	0.02026311	0.32017	0.390598	0.245467	0.0437651
62	-76.78238	-86.61796	9.835577	0	1	1	1	0.007054022	0.001806354	0.001870116	0.001870116	0.05202203	0.05202203	0.02306261	0.02306261	0.32017	0.390598	0.245467	0.0437651
63	-66.61718	-89.74406	23.12688	0	1	0	0	0.01215494	0.001971934	0.001884952	0.001884952	0.03354513	0.0003320435	0.01603668	0.002936604	0.32017	0.390598	0.245467	0.0437651
64	-65.91728	-86.8083	20.89103	0	0	1	0	0.009069573	0.001425156	0.001162071	0.001993463	0.04766234	0.04766234	0.01603668	0.004302207	0.290708	0.548327	0.114472	0.0464934
65	-69.3188	-89.21783	19.89903	0	0	1	1	0.008158569	0.00103354	0.001086736	0.002166857	0.03475411	0.03475411	0.01058881	0.01058881	0.342291	0.53413	0.0822394	0.041339
66	-72.39165	-88.19229	15.80064	0	0	1	1	0.011432	0.001430209	0.001070543	0.008474395	0.04883397	0.04883397	0.009990576	0.009990576	0.293356	0.598315	0.0704823	0.037847
67	-71.38972	-92.78873	21.399	0	1	0	1	0.008205433	0.001430209	0.001070543	0.001070543	0.02383222	0.005727671	0.008942602	0.008942602	0.208133	0.670473	0.0789826	0.0424114
68	-67.67818	-94.93573	27.25756	0	0	1	0	0.003844974	0.0005814869	0.001078559	0.002526559	0.01794556	0.01794556	0.01478286	0.004474496	0.212988	0.686112	0.0574994	0.0434007
69	-65.26676	-96.477	31.21024	0	0	0	0	0.003844974	0.0004023135	0.0009874812	0.007521696	0.01617349	0.004546769	0.01478286	0.003902473	0.282319	0.617736	0.0608699	0.0390755
70	-72.44848	-94.62049	22.17201	0	1	0	1	0.003887366	0.000191678	0.0005816518	0.0005816518	0.01617349	0.006268714	0.01768414	0.01768414	0.711413	0.0120131	0.168443	0.108132
71	-67.5842	-93.87691	26.29271	0	0	1	0	0.003434848	0.0001912931	0.0005816518	0.001347464	0.01854362	0.01854362	0.02395052	0.002704096	0.414329	0.0512511	0.334951	0.199469
72	-80.25597	-92.23418	11.97821	1	1	1	1	0.003620673	0.003620673	0.0004171567	0.0004171567	0.02249057	0.02249057	0.01749356	0.01749356	0.0783526	0.0899232	0.521289	0.310435
73	-79.16281	-91.74819	12.58538	1	1	1	1	0.004107811	0.004107811	0.0004096507	0.0004096507	0.02522962	0.02522962	0.01080185	0.01080185	0.0767208	0.108877	0.510432	0.30397
74	-79.79654	-91.01432	11.21778	1	1	1	1	0.004685983	0.004685983	0.0004096507	0.0004096507	0.02522962	0.02522962	0.01804645	0.01804645	0.0730606	0.103683	0.533789	0.289468
75	-69.56232	-90.26921	20.70689	0	0	1	1	0.003822717	0.002454071	0.0003958108	0.004825811	0.02647375	0.02647375	0.01519547	0.01519547	0.0447669	0.106847	0.550082	0.298304
76	-74.45237	-91.15013	16.69776	1	0	1	1	0.003252313	0.003252313	0.0003958108	0.0007660437	0.02695336	0.02695336	0.01519547	0.01519547	0.0374722	0.221703	0.460448	0.280377
77	-76.68118	-92.05552	15.37434	1	0	1	1	0.003252313	0.003252313	0.0003958108	0.002622532	0.02623584	0.02623584	0.02162652	0.02162652	0.386214	0.164489	0.241276	0.208021
78	-69.66997	-88.86213	19.19216	0	0	1	1	0.005024099	0.0006301852	0.0005440331	0.002609608	0.03139753	0.03139753	0.02162652	0.02162652	0.386214	0.164489	0.241276	0.208021
79	-69.30493	-85.37152	16.06658	0	0	1	1	0.005024099	0.0006018645	0.0003655983	0.004057174	0.05609346	0.05609346	0.0135683	0.0135683	0.386214	0.164489	0.241276	0.208021
80	-69.99768	-89.48737	19.48968	0	0	0	1	0.017098	0.0007794771	0.0003655983	0.005347124	0.05161337	0.005381509	0.009082193	0.009082193	0.164279	0.223965	0.328518	0.283238
81	-71.86335	-88.62606	16.7627	0	0	1	1	0.017098	0.00079721	0.0004490073	0.001234646	0.04160162	0.04160162	0.01454816	0.01454816	0.0830362	0.44724	0.326559	0.143165
82	-72.45105	-87.69327	15.24222	0	0	1	0	0.01790509	0.0007230371	0.0004490073	0.01629753	0.05887229	0.05887229	0.01372505	0.005991053	0.0830362	0.44724	0.326559	0.143165
83	-66.83591	-85.35581	18.5199	0	0	1	0	0.008924182	0.001509692	0.000180325	0.014445	0.05319298	0.05319298	0.01311718	0.003845137	0.0185212	0.0997566	0.849789	0.0319328
84	-62.94091	-86.14733	23.20642	0	0	1	0	0.008162524	0.001181451	0.0003383577	0.001872078	0.03854189	0.03854189	0.01446582	0.003845137	0.0185212	0.0997566	0.849789	0.0319328
85	-65.24861	-86.86438	21.61576	0	1	0	0	0.00619846	0.0008899263	0.000287772	0.000287772	0.03854189	0.009980354	0.01364619	0.00796137	0.0284061	0.0987519	0.841231	0.0316112
86	-74.54071	-87.88423	13.34352	0	1	1	0	0.004023118	0.01011025	0.0004113172	0.0004113172	0.06263087	0.06263087	0.01100725	0.007103819	0.022806	0.100068	0.852446	0.02468
87	-75.15773	-84.6939	9.536167	0	1	1	1	0.005911128	0.0003275901	0.0003002073	0.0003002073	0.06263087	0.06263087	0.01835799	0.01835799	0.0214703	0.258575	0.68282	0.0371344
88	-67.51122	-85.74947	18.23825	0	0	0	1	0.005606399	0.0001245501	0.0003800809	0.0002880301	0.06030418	0.01685292	0.01326937	0.01326937	0.221081	0.394535	0.294126	0.090258
89	-77.4325	-86.59484	9.162338	1	0	1	1	0.008070801	0.008070801	0.0005038959	0.007233876	0.05902674	0.05902674	0.0148308	0.0148308	0.17643	0.417151	0.310987	0.095432
90	-71.63406	-90.22525	18.59119	0	1	0	1	0.006225854	0.004143415	0.0005038959	0.0005038959	0.02990129	0.01270687	0.01178824	0.01178824	0.205416	0.327882	0.391691	0.0750099
91	-62.70322	-90.76367	28.06045	0	0	0	0	0.006110585	0.000941228	0.0008655075	0.008282529	0.02829853	0.01270687	0.009080099	0.003893689	0.162588	0.212891	0.310026	0.314495
92	-72.4552	-87.24145	14.78625	0	1	1	1	0.005746123	0.0007292009	0.0005025321	0.0005025321	0.04052007	0.04052007	0.009999038	0.009999038	0.159568	0.227514	0.304266	0.308652
93	-68.26361	-86.38813	18.12452	0	1	1	0	0.00884135	0.0007613585	0.0007486465	0.0007486465	0.04552908	0.04552908	0.009999038	0.002059482	0.158398	0.225846	0.302036	0.31372
94	-68.68469	-86.68629	18.00159	0	0	1	1	0.005495577	0.0005897283	0.001100585	9.829869e-05	0.04552908	0.04552908	0.01582885	0.01582885	0.296437	0.434644	0.131908	0.137011
95	-77.86681	-87.65125	9.784436	1	1	1	0	0.004364865	0.004364865	0.001100585	0.001100585	0.0565428	0.0565428	0.02051328	0.00358614	0.251291	0.520745	0.111819	0.116145
96	-76.11962	-85.55675	9.437131	0	1	1	1	0.006705312	0.003733784	0.0006862646	0.0006862646	0.06296737	0.06296737	0.01400154	0.01400154	0.207868	0.43076	0.313072	0.0483
97	-66.02825	-86.51654	20.48828	0	1	0	0	0.008978497	4.742899e-05	0.001150069	0.001150069	0.05236034	0.003743641	0.01183775	0.00583748	0.159468	0.534041	0.134746	0.171745
98	-67.8744	-87.02665	19.15224	0	1	1	0	0.004625949	4.742899e-05	0.001801699	0.001801699	0.04268819	0.04268819	0.01138621	0.001510823	0.101324	0.339322	0.45023	0.109124
99	-63.98496	-90.03097	26.04601	0	1	0	0	0.004742395	0.002361536	0.001309458	0.001309458	0.02903135	0.0005006537	0.01270841	0.001510823	0.0736419	0.380297	0.504598	0.0414635
100	-62.39459	-88.75878	26.36419	0	0	0	0	0.003315909	0.002089935	0.001809678	0.002513142	0.0453661	0.002941598	0.01271448	0.009130932	0.0736419	0.380297	0.504598	0.0414635
101	-65.4232	-88.06057	22.63736	0	0	0	1	0.007459269	0.001732381	0.001761689	0.003470187	0.0453661	0.003797782	0.008074927	0.008074927	0.0795704	0.410912	0.464716	0.0448015
102	-68.8925	-87.7745	18.882	0	1	0	1	0.004663679	0.00142237	0.001124478	0.001124478	0.0453661	0.002264661	0.00876483	0.00876483	0.0208201	0.352469	0.614988	0.0117226
103	-63.56605	-85.73913	22.17308	0	0	1	0	0.006412018	0.00100651	0.001035571	0.002701837	0.0453661	0.0453661	0.01325816	0.004537854	0.0201183	0.340589	0.59426	0.0450323
104	-69.32658	-85.91725	16.59067	0	0	1	1	0.01032373	0.00147957	0.001035571	0.0009496851	0.05421285	0.05421285	0.008711295	0.008711295	0.0201183	0.340589	0.59426	0.0450323
105	-65.45787	-91.71996	26.26209	0	1	0	0	0.007213571	0.002048307	0.0006435929	0.0006435929	0.02460555	0.007288107	0.008711295	0.0004182071	0.130347	0.514924	0.286647	0.0680826
106	-74.36433	-89.28272	14.91839	0	1	1	1	0.01111818	0.002048307	0.0008235451	0.0008235451	0.02910379	0.02910379	0.01364726	0.01364726	0.24314	0.290866	0.427536	0.0384579
107	-68.59744	-88.77248	20.17504	0	1	0	1	0.008572972	0.001414413	0.0006848749	0.0006848749	0.02910379	0.002786505	0.01364726	0.01364726	0.159928	0.298582	0.516194	0.0252961
108	-65.14733	-89.16075	24.01342	0	1	0	0	0.008975375	0.0009514392	0.0005001516	0.0005001516	0.02910379	0.004109184	0.01737267	0.002778557	0.213098	0.405324	0.309426	0.0721513
109	-64.31468	-88.28977	23.97509	0	1	0	0	0.005786725	0.0009956811	0.0007724146	0.0007724146	0.03901482	2.292406e-05	0.01395026	0.003467592	0.342704	0.212116	0.16193	0.283249
110	-66.21994	-91.61451	25.39457	0	1	0	0	0.005992749	0.001912678	0.0008007612	0.0008007612	0.02816615	3.594905e-05	0.01085022	0.008132427	0.171927	0.604736	0.0812369	0.1421
111	-76.76282	-91.59987	14.83705	1	1	0	1	0.003827938	0.003827938	0.0009487216	0.0009487216	0.02816615	0.005952573	0.01831097	0.01831097	0.16251	0.24043	0.296091	0.300968
112	-72.29625	-89.59527	17.29901	0	1	1	0	0.003147055	3.458292e-05	0.0009053102	0.0009053102	0.02816615	0.02816615	0.01665181	0.02375601	0.0423172	0.0626072	0.744152	0.150924
113	-69.4362	-89.45951	20.02332	0	0	1	1	0.004566033	2.09549e-05	0.0009357628	0.01139718	0.02816615	0.02816615	0.01199164	0.01199164	0.0599841	0.0527212	0.626646	0.260649
114	-66.61654	-90.11635	23.49981	0	0	0	1	0.007339108	2.283084e-05	0.0007090137	0.007785706	0.02467755	0.01420323	0.01199164	0.01199164	0.0912392	0.222499	0.380141	0.306121
115	-66.21764	-92.15766	25.94002	0	1	0	0	0.01075013	2.687285e-05	0.00160005	0.00160005	0.01806261	0.002195925	0.0176185	0.002516849	0.0829998	0.202406	0.436117	0.278476
116	-70.20372	-89.02992	18.8262	0	0	1	1	0.01027165	2.730827e-05	0.00207479	0.006356025	0.02864057	0.02864057	0.01655495	0.01655495	0.0940088	0.165461	0.399857	0.340673
117	-63.99945	-86.66362	22.66417	0	0	0	1	0.008086853	4.05533e-05	0.001954751	0.001476735	0.04015854	0.003236623	0.01655495	0.01655495	0.228725	0.265688	0.366774	0.138813
118	-72.96102	-87.3383	14.37728	0	1	1	1	0.008086853	4.336403e-05	0.002466489	0.002466489	0.04015854	0.04015854	0.009081059	0.009081059	0.143356	0.190527	0.353164	0.312952
119	-70.69856	-87.03608	16.33752	0	1	1	0	0.005208164	1.135214e-05	0.002490778	0.002490778	0.03911193	0.03911193	0.01606934	0.01526914	0.139851	0.21032	0.344529	0.3053
120	-73.34202	-86.90934	13.56732	0	1	1	1	0.004644643	0.001454621	0.001548783	0.001548783	0.04668244	0.04668244	0.01013883	0.01013883	0.139851	0.21032	0.344529	0.3053
121	-68.70559	-88.26285	19.55726	0	1	1	0	0.007312784	0.001504228	0.002602407	0.002602407	0.03537718	0.03537718	0.01201802	0.0009289469	0.204327	0.194554	0.318703	0.282415
122	-64.28718	-88.97397	24.68679	0	0	1	0	0.006105853	0.001459384	0.002602407	0.001688389	0.03537718	0.03537718	0.01201802	0.000688241	0.105356	0.333828	0.0762317	0.484584
123	-72.16859	-95.00478	22.83619	0	1	0	0	0.005835199	0.002791911	0.004307091	0.004307091	0.02239209	0.01065515	0.01201802	0.01252559	0.102258	0.39092	0.0364887	0.470333
124	-72.58868	-92.90078	20.3121	1	0	0	0	0.00730173	0.00730173	0.002643354	0.003970686	0.02622255	0.01377388	0.01323464	0.01781618	0.41568	0.260007	0.2684	0.0559142
125	-72.83784	-92.16017	19.32234	1	0	0	1	0.005251343	0.005251343	0.002422129	0.002104456	0.03054643	0.005157875	0.01560513	0.01560513	0.466492	0.29179	0.113735	0.127983
126	-68.32984	-90.23274	21.9029	0	0	1	0	0.006048885	0.000892483	0.002506826	0.01018389	0.03054643	0.03054643	0.01671902	0.008965971	0.387856	0.207108	0.0945625	0.310473
127	-73.67285	-91.28781	17.61496	0	0	1	1	0.004654596	0.0006309394	0.004157648	0.01205913	0.03178491	0.03178491	0.01756646	0.01756646	0.387856	0.207108	0.0945625	0.310473
128	-68.47134	-95.93163	27.46029	0	0	1	0	0.002798251	0.0006309394	0.002940094	0.00137109	0.02379241	0.02379241	0.006904663	0.005637403	0.174944	0.699254	0.0426528	0.0831487
129	-68.03037	-93.79839	25.76802	0	0	1	0	0.002798251	0.0009797352	0.002940094	0.003873915	0.03359405	0.03359405	0.006115857	0.003452881	0.22964	0.652898	0.0398252	0.0776365
130	-74.24946	-90.40083	16.15138	0	1	1	0	0.004066675	0.004887192	0.003906329	0.003906329	0.04842456	0.04842456	0.005643424	0.01229728	0.0728518	0.207128	0.0126343	0.707386
131	-72.03608	-89.44129	17.40521	1	0	1	0	0.003259302	0.003259302	0.003906329	0.0002076325	0.04809997	0.04809997	0.01409556	0.002484656	0.146651	0.41695	0.025433	0.410966
132	-77.37357	-88.96885	11.59528	1	1	1	0	0.003906483	0.003906483	0.003735799	0.003735799	0.0542188	0.0542188	0.01140377	0.002484656	0.144145	0.426916	0.0249983	0.403941
133	-74.47084	-91.4844	17.01356	0	0	1	1	0.002201557	0.00316843	0.002242905	0.01124839	0.04558484	0.04558484	0.009847627	0.009847627	0.453227	0.269429	0.0224137	0.25493
134	-74.91497	-93.62412	18.70915	1	1	0	0	0.002201557	0.002201557	0.003317159	0.003317159	0.04558484	0.003153084	0.009847627	0.000490558	0.590475	0.229214	0.014572	0.165739
135	-79.52869	-93.03993	13.51124	1	1	0	1	0.002235809	0.002235809	0.003317159	0.003317159	0.04558484	0.003153084	0.01049919	0.01049919	0.730803	0.114573	0.0371309	0.117492
136	-75.29861	-91.64647	16.34786	1	1	0	0	0.006191014	0.006191014	0.005205359	0.005205359	0.04558484	0.001590469	0.008025477	0.01150442	0.484219	0.0759146	0.362018	0.0778486
137	-70.0835	-94.21968	24.13618	0	1	0	0	0.004226702	0.007740294	0.003965104	0.003965104	0.0334805	0.003799364	0.007884627	0.001992427	0.484219	0.0759146	0.362018	0.0778486
138	-80.43935	-91.88827	11.44892	1	1	1	1	0.003863557	0.003863557	0.003339797	0.003339797	0.02826376	0.02826376	0.01158245	0.01158245	0.365966	0.0933196	0.445018	0.095697
139	-71.24549	-89.52081	18.27532	0	1	1	0	0.004282982	0.001317041	0.004744719	0.004744719	0.04140149	0.04140149	0.01034184	0.004988295	0.256892	0.122666	0.494651	0.125791
