Iteration	Posterior	Likelihood	Prior	prob_gain_A_indep	prob_gain_B_indep	prob_loss_A_indep	prob_loss_B_indep	rate_gain_A_when_B0	rate_gain_A_when_B1	rate_gain_B_when_A0	rate_gain_B_when_A1	rate_loss_A_when_B0	rate_loss_A_when_B1	rate_loss_B_when_A0	rate_loss_B_when_A1	rf[1]	rf[2]	rf[3]	rf[4]
2205	-73.95764	-86.28541	12.32777	0	1	1	1	0.00908917	0.0005393062	0.002359714	0.002359714	0.05144415	0.05144415	0.008127301	0.008127301	0.0471254	0.0539653	0.192178	0.706731
2206	-70.84851	-85.92634	15.07782	0	0	1	1	0.00908917	0.003782853	0.002359714	0.002877438	0.05144415	0.05144415	0.01581296	0.01581296	0.0597289	0.0683982	0.243575	0.628298
2207	-70.55357	-89.26045	18.70689	0	0	1	1	0.007271853	0.001609913	0.002359714	0.004571403	0.0288252	0.0288252	0.01996969	0.01996969	0.10659	0.122061	0.434675	0.336674
2208	-75.40397	-89.6546	14.25063	0	1	1	1	0.007271853	0.0008231543	0.002359714	0.002359714	0.0288252	0.0288252	0.02128079	0.02128079	0.217533	0.411574	0.209007	0.161885
2209	-79.14929	-91.9898	12.84051	1	0	1	1	0.007655916	0.007655916	0.001112718	0.009752093	0.0288252	0.0288252	0.02128079	0.02128079	0.217533	0.411574	0.209007	0.161885
2210	-76.88673	-90.13764	13.25091	1	0	1	1	0.00563341	0.00563341	0.001221508	0.003435764	0.03470773	0.03470773	0.02128079	0.02128079	0.432122	0.319796	0.122296	0.125786
2211	-68.81656	-91.11033	22.29377	0	0	0	1	0.005188528	0.003953349	0.0005183501	0.004067977	0.03331205	0.005306662	0.02128079	0.02128079	0.597278	0.059823	0.169038	0.173861
2212	-59.1894	-88.01552	28.82612	0	0	0	0	0.00718683	0.001341266	0.0005183501	0.002575251	0.03331205	0.008040118	0.0127913	3.420193e-05	0.266906	0.0267331	0.628668	0.0776932
2213	-65.18663	-88.46922	23.28259	0	0	1	0	0.01283074	0.0002344029	0.002567401	0.002973766	0.04069317	0.04069317	0.008278161	0.000393944	0.217473	0.0482341	0.512234	0.222059
2214	-73.57736	-90.06009	16.48274	0	1	1	1	0.00918508	0.0002344029	0.002567401	0.002567401	0.02752788	0.02752788	0.008278161	0.008278161	0.182295	0.0504024	0.535261	0.232041
2215	-66.81276	-89.65753	22.84477	0	1	0	0	0.00918508	6.304816e-05	0.002567401	0.002567401	0.02852652	0.01887503	0.008278161	0.002980733	0.12334	0.0341021	0.685559	0.156999
2216	-74.76108	-91.28883	16.52775	0	1	1	1	0.00918508	0.001397096	0.002567401	0.002567401	0.02852652	0.02852652	0.005859354	0.005859354	0.12334	0.0341021	0.685559	0.156999
2217	-67.96352	-91.45717	23.49364	0	0	1	0	0.00918508	0.005274794	0.0001650192	0.009067721	0.03216712	0.03216712	0.005859354	0.005045277	0.0874537	0.0373582	0.751016	0.124172
2218	-69.22659	-87.69011	18.46352	0	0	1	0	0.005617662	0.005274794	0.002865642	0.009067721	0.06027529	0.06027529	0.009586955	0.002848917	0.0874537	0.0373582	0.751016	0.124172
2219	-64.95467	-90.13281	25.17814	0	0	1	0	0.01059794	0.001119297	0.00160431	0.003451394	0.02565132	0.02565132	0.009586955	0.005117716	0.0874537	0.0373582	0.751016	0.124172
2220	-69.55329	-88.17836	18.62508	0	1	1	0	0.01059794	0.0018669	0.00160431	0.00160431	0.03547191	0.03547191	0.009586955	0.005947724	0.0490366	0.214352	0.624527	0.112085
2221	-71.60118	-94.1285	22.52733	0	0	1	1	0.01090101	0.00170298	0.00160431	0.002836611	0.01612274	0.01612274	0.009586955	0.009586955	0.0732803	0.125193	0.634027	0.167499
2222	-66.87033	-88.82988	21.95956	0	0	1	0	0.01090101	0.002338087	0.00361724	0.003987136	0.03970903	0.03970903	0.009586955	0.005399958	0.134186	0.116965	0.592358	0.156491
2223	-72.40972	-87.28718	14.87746	0	1	1	0	0.01105403	0.002338087	0.00361724	0.00361724	0.05122144	0.05122144	0.009586955	0.00869461	0.117584	0.102494	0.642794	0.137129
2224	-73.08088	-87.36065	14.27977	0	1	0	1	0.01064741	0.0001735718	0.00361724	0.00361724	0.04906408	0.01684194	0.009586955	0.009586955	0.101298	0.0719932	0.451508	0.375201
2225	-69.43467	-87.45104	18.01637	0	1	1	0	0.008517263	3.781892e-05	0.0005742916	0.0005742916	0.03165151	0.03165151	0.01661016	0.01116656	0.194488	0.0645279	0.40469	0.336295
2226	-67.56584	-88.11101	20.54516	0	0	0	1	0.008517263	0.0014771	0.0005742916	0.001096564	0.03165151	0.02370298	0.01661016	0.01661016	0.0333366	0.276028	0.377191	0.313444
2227	-76.13883	-87.67106	11.53224	0	1	1	1	0.01106973	0.0014771	0.004282879	0.004282879	0.04267026	0.04267026	0.01661016	0.01661016	0.0179188	0.148368	0.665234	0.168479
2228	-70.49591	-88.46036	17.96445	0	0	1	1	0.006137384	0.0009905551	0.004282879	0.004667725	0.04267026	0.04267026	0.01010576	0.01010576	0.0440349	0.364611	0.17732	0.414034
2229	-71.7076	-89.33134	17.62374	0	1	1	0	0.01240087	0.001894257	0.002994147	0.002994147	0.04267026	0.04267026	0.01009053	0.0007533723	0.0657386	0.544319	0.0597165	0.330226
2230	-70.69392	-88.41969	17.72578	0	1	1	0	0.01362963	0.0002494115	0.002994147	0.002994147	0.04267026	0.04267026	0.01009053	0.0005858241	0.100037	0.154384	0.243064	0.502515
2231	-75.00995	-88.35693	13.34698	0	1	1	1	0.01158861	0.0001056909	0.003478517	0.003478517	0.04267026	0.04267026	0.007886595	0.007886595	0.144446	0.101598	0.517878	0.236077
2232	-72.35866	-88.35857	15.99992	0	0	1	1	0.0126842	0.0001056909	0.003430101	0.005264749	0.0507205	0.0507205	0.007886595	0.007886595	0.184656	0.351497	0.162053	0.301795
2233	-66.24508	-91.62887	25.38379	0	0	0	1	0.00488174	0.0001056909	0.003430101	0.0001827107	0.02835457	0.01133003	0.007667731	0.007667731	0.344595	0.437731	0.20181	0.0158632
2234	-69.01308	-90.51229	21.49921	0	1	0	0	0.006811414	0.0003374625	0.003430101	0.003430101	0.02835457	0.002635859	0.01735416	0.01924905	0.297921	0.167028	0.174476	0.360576
2235	-69.24983	-86.02887	16.77903	0	0	1	1	0.006811414	0.0003374625	0.0005882089	0.004144423	0.05584136	0.05584136	0.007912368	0.007912368	0.200869	0.286237	0.298999	0.213895
2236	-75.71475	-91.12392	15.40917	1	1	1	0	0.006811414	0.006811414	0.0005882089	0.0005882089	0.02801539	0.02801539	0.01324118	0.005277629	0.164326	0.234165	0.23747	0.364039
2237	-75.95477	-93.78102	17.82625	0	1	0	1	0.01190165	0.004653862	0.00432445	0.00432445	0.02801539	0.001860344	0.0188894	0.0188894	0.127205	0.407166	0.183826	0.281803
2238	-70.53286	-90.77656	20.2437	0	0	1	1	0.003712565	0.001780912	0.00167448	0.001744357	0.02801539	0.02801539	0.0188894	0.0188894	0.127205	0.407166	0.183826	0.281803
2239	-74.72644	-89.99458	15.26815	0	1	1	1	0.003712565	0.0006034051	0.00167448	0.00167448	0.02801539	0.02801539	0.02073463	0.02073463	0.0798304	0.255525	0.487793	0.176852
2240	-73.23294	-88.06288	14.82994	0	1	1	1	0.007176512	0.001352402	0.00167448	0.00167448	0.03830527	0.03830527	0.008738388	0.008738388	0.115999	0.371297	0.255725	0.256978
2241	-84.71954	-88.07134	3.351802	1	1	1	0	0.007176512	0.007176512	0.005672647	0.005672647	0.09763844	0.09763844	0.01142737	0.0009878083	0.11057	0.333285	0.243756	0.312389
2242	-84.13702	-86.74445	2.607433	0	1	1	1	0.007176512	0.001795012	0.005672647	0.005672647	0.09763844	0.09763844	0.014878	0.014878	0.132986	0.40085	0.454459	0.0117047
2243	-67.37067	-91.39571	24.02504	0	0	0	1	0.007176512	0.001795012	0.003737906	0.001225115	0.02268331	0.01222887	0.014878	0.014878	0.142962	0.355903	0.488552	0.0125827
2244	-72.55017	-92.97927	20.42909	0	1	1	0	0.003274721	0.001795012	0.003737906	0.003737906	0.02376293	0.02376293	0.014878	0.00730807	0.140837	0.350613	0.481291	0.0272589
2245	-80.62691	-92.08991	11.463	1	1	1	1	0.003274721	0.003274721	0.0004265199	0.0004265199	0.02456199	0.02456199	0.01870576	0.01870576	0.124508	0.309961	0.425487	0.140045
2246	-76.04225	-91.6354	15.59315	1	1	1	0	0.005915951	0.005915951	0.0004265199	0.0004265199	0.02456199	0.02456199	0.01711575	0.004861239	0.130131	0.323961	0.444705	0.101202
2247	-69.74431	-90.50998	20.76567	0	1	0	1	0.003401368	0.001284872	0.001549067	0.001549067	0.02764612	0.002902876	0.0160471	0.0160471	0.184721	0.0708167	0.600806	0.143656
2248	-73.98578	-88.73843	14.75265	0	1	1	1	0.002867202	0.00159842	0.001549067	0.001549067	0.03656655	0.03656655	0.01510791	0.01510791	0.039748	0.0086292	0.611564	0.340059
2249	-70.99918	-89.64426	18.64508	0	0	0	1	0.002867202	0.00202725	0.002089764	0.006179864	0.03656655	0.0296599	0.01510791	0.01510791	0.0375912	0.0624222	0.57838	0.321607
2250	-69.41679	-86.75896	17.34217	0	1	1	0	0.005971414	0.001815401	0.002089764	0.002089764	0.0401904	0.0401904	0.0132194	0.009127694	0.0375912	0.0624222	0.57838	0.321607
2251	-63.85382	-84.42059	20.56677	0	0	1	0	0.0107781	0.0002308194	0.001436645	0.0001871186	0.05726769	0.05726769	0.0133895	0.000216394	0.0390873	0.0854334	0.435316	0.440163
2252	-65.16655	-84.93599	19.76944	0	0	1	0	0.007103748	0.0007879159	0.001436645	0.001994114	0.05726769	0.05726769	0.0133895	0.006087449	0.0258601	0.480737	0.37779	0.115614
2253	-73.66344	-92.44144	18.778	0	0	1	1	0.01243582	0.0073676	0.001436645	8.348919e-05	0.02948794	0.02948794	0.0133895	0.0133895	0.0372222	0.691957	0.104411	0.16641
2254	-69.79702	-86.90351	17.10649	0	0	1	1	0.01243582	0.0002849176	0.001331266	0.001933107	0.04576701	0.04576701	0.01201002	0.01201002	0.0502173	0.584412	0.140863	0.224508
2255	-73.01156	-84.54337	11.53181	0	1	1	1	0.007721727	0.0002849176	0.001331266	0.001331266	0.05476462	0.05476462	0.01201002	0.01201002	0.111528	0.0770196	0.312842	0.49861
2256	-76.07449	-86.67622	10.60173	1	0	1	1	0.003948814	0.003948814	9.97827e-05	0.003770089	0.05476462	0.05476462	0.01884938	0.01884938	0.450273	0.016947	0.423068	0.109712
2257	-81.81752	-87.52298	5.705457	1	1	0	1	0.003948814	0.003948814	9.751651e-05	9.751651e-05	0.05476462	0.03177938	0.01884938	0.01884938	0.405944	0.0357628	0.459383	0.0989108
2258	-77.86874	-86.66186	8.793121	1	1	1	0	0.008598355	0.008598355	0.002326859	0.002326859	0.05476462	0.05476462	0.01884938	0.00723885	0.0569218	0.016026	0.882729	0.0443237
2259	-68.97491	-85.90169	16.92677	0	1	0	1	0.008598355	0.001697409	0.002326859	0.002326859	0.04945304	0.000410085	0.01230439	0.01230439	0.00322688	0.0174611	0.96178	0.0175315
2260	-63.78095	-89.16039	25.37944	0	1	0	0	0.00760096	0.002406363	0.002326859	0.002326859	0.02919722	0.0006837233	0.01230439	0.00145794	0.00322688	0.0174611	0.96178	0.0175315
2261	-64.75652	-89.30929	24.55277	0	0	1	0	0.00760096	0.002406363	0.002326859	0.001241861	0.02919722	0.02919722	0.01572787	0.002204941	0.0580307	0.314013	0.312678	0.315278
2262	-64.95744	-87.15088	22.19344	0	0	0	0	0.00760096	0.005355335	0.0007835915	0.001204312	0.06944677	0.001804354	0.01105633	0.006487111	0.0500315	0.270728	0.407422	0.271819
2263	-65.62861	-88.41516	22.78655	0	1	0	0	0.008279246	0.002373753	0.0007835915	0.0007835915	0.03756676	0.001822647	0.01105633	0.008926652	0.0404021	0.250425	0.329007	0.380166
2264	-67.84833	-87.51032	19.66198	0	0	1	1	0.008279246	0.001181871	0.0007835915	0.0005334744	0.03756676	0.03756676	0.01079962	0.01079962	0.0532032	0.32977	0.116408	0.500619
2265	-72.07588	-88.63996	16.56407	1	0	1	0	0.009363987	0.009363987	0.0005089872	0.004422804	0.04779558	0.04779558	0.01079962	0.003973841	0.0790979	0.490274	0.173065	0.257563
2266	-75.95252	-87.59153	11.63901	1	1	1	0	0.004410963	0.004410963	0.0009528947	0.0009528947	0.05738927	0.05738927	0.009809245	0.002936993	0.0790979	0.490274	0.173065	0.257563
2267	-69.65851	-88.95297	19.29446	0	1	1	0	0.004410963	0.000265196	0.0005342213	0.0005342213	0.035812	0.035812	0.01994256	0.0002818963	0.425659	0.28883	0.101956	0.183555
2268	-70.05391	-92.09316	22.03925	1	0	0	0	0.004410963	0.004410963	0.001420755	0.004386156	0.035812	0.008657165	0.01994256	0.000453983	0.271272	0.0409408	0.0649765	0.62281
2269	-72.65635	-87.89395	15.2376	0	1	1	1	0.003998144	0.0004013399	0.001420755	0.001420755	0.035812	0.035812	0.01328294	0.01328294	0.148753	0.0489485	0.0576709	0.744628
2270	-65.51575	-85.87051	20.35476	0	0	1	0	0.004871038	0.0001565702	0.001420755	0.006452	0.04974618	0.04974618	0.01328294	0.00878948	0.176892	0.0582078	0.0685802	0.69632
2271	-69.17778	-86.29559	17.11781	0	0	1	1	0.004871038	0.001872328	0.002268038	0.001656876	0.04974618	0.04974618	0.01328294	0.01328294	0.164206	0.125747	0.063662	0.646385
2272	-70.30124	-88.51314	18.2119	0	1	1	0	0.004871038	0.004640714	0.0005049274	0.0005049274	0.03958148	0.03958148	0.01328294	0.004558037	0.164206	0.125747	0.063662	0.646385
2273	-73.40643	-88.66993	15.2635	0	1	1	1	0.006845347	0.0005746476	0.001694957	0.001694957	0.03958148	0.03958148	0.006070634	0.006070634	0.124168	0.149007	0.326568	0.400257
2274	-72.27021	-89.87655	17.60634	0	0	1	1	0.007982653	0.0005746476	0.001694957	0.0149986	0.03958148	0.03958148	0.006070634	0.006070634	0.0524606	0.161206	0.353306	0.433027
2275	-69.51656	-92.18253	22.66597	0	1	1	0	0.007982653	0.001878815	0.001694957	0.001694957	0.02338047	0.02338047	0.006961647	6.30125e-05	0.0629282	0.193372	0.423802	0.319898
2276	-72.47106	-87.08449	14.61343	0	1	1	0	0.006230481	0.006713063	0.001694957	0.001694957	0.04914006	0.04914006	0.01914727	0.005096815	0.0758801	0.233173	0.305208	0.385739
2277	-80.59503	-86.94554	6.350518	1	1	1	1	0.006230481	0.006230481	0.001694957	0.001694957	0.04914006	0.04914006	0.01914727	0.01914727	0.0284131	0.366357	0.460791	0.144439
2278	-82.29656	-87.78212	5.485564	1	1	1	1	0.006230481	0.006230481	0.001694957	0.001694957	0.04974541	0.04974541	0.02348952	0.02348952	0.0428584	0.552614	0.186655	0.217872
2279	-75.93029	-87.66078	11.73049	1	0	1	1	0.003440918	0.003440918	0.001694957	0.00585993	0.04974541	0.04974541	0.01423488	0.01423488	0.0228488	0.294611	0.566387	0.116153
2280	-76.65804	-89.94462	13.28658	1	0	1	1	0.003440918	0.003440918	0.003453185	0.001727351	0.04974541	0.04974541	0.007708315	0.007708315	0.446611	0.161507	0.310495	0.0813864
2281	-75.8597	-87.78763	11.92793	1	0	1	1	0.003440918	0.003440918	0.0006559494	0.007828008	0.04974541	0.04974541	0.01217644	0.01217644	0.386003	0.106106	0.289003	0.218888
2282	-77.02817	-87.194	10.16583	1	1	1	0	0.008931266	0.008931266	0.0006559494	0.0006559494	0.05059501	0.05059501	0.01217644	0.01156743	0.0263612	0.192549	0.383878	0.397212
2283	-72.72995	-87.04877	14.31882	0	1	1	0	0.008949869	0.007173124	0.0002877889	0.0002877889	0.05059501	0.05059501	0.0185318	0.004170248	0.0904762	0.213924	0.254291	0.441309
2284	-73.48307	-85.4632	11.98013	0	1	1	1	0.008949869	0.0009391055	0.001314924	0.001314924	0.05222959	0.05222959	0.01011467	0.01011467	0.0904762	0.213924	0.254291	0.441309
2285	-76.99738	-91.92888	14.9315	1	0	1	1	0.01098513	0.01098513	0.001314924	0.00150983	0.03055363	0.03055363	0.0123026	0.0123026	0.0798313	0.188755	0.342027	0.389387
2286	-69.51029	-90.70692	21.19663	0	1	1	0	0.005906768	0.0007786768	0.001087414	0.001087414	0.03055363	0.03055363	0.005765119	0.006274658	0.0614444	0.145281	0.263251	0.530024
2287	-75.53586	-92.2485	16.71264	1	0	1	0	0.005906768	0.005906768	0.002984008	0.01265407	0.03055363	0.03055363	0.02170163	0.002214885	0.226273	0.119767	0.217019	0.436942
2288	-77.49794	-89.73108	12.23314	1	1	1	0	0.005906768	0.005906768	0.0004793328	0.0004793328	0.03420496	0.03420496	0.02170163	0.009808231	0.396626	0.209935	0.374818	0.018621
2289	-72.1015	-84.54657	12.44507	0	1	1	0	0.005906768	0.00107349	0.0004793328	0.0004793328	0.07083505	0.07083505	0.02170163	0.000429554	0.0677924	0.172914	0.0833881	0.675906
2290	-72.46343	-90.61628	18.15284	1	0	1	0	0.005906768	0.005906768	0.001217238	0.005931032	0.03117963	0.03117963	0.02170163	0.001840654	0.0677924	0.172914	0.0833881	0.675906
2291	-68.23169	-88.59449	20.3628	0	0	1	1	0.006923878	0.0007478383	0.002702488	0.0009279066	0.03117963	0.03117963	0.01265411	0.01265411	0.0545127	0.139042	0.187847	0.618598
2292	-73.8707	-89.87836	16.00767	0	1	1	1	0.007596154	0.001389778	0.000243686	0.000243686	0.03438343	0.03438343	0.006897313	0.006897313	0.0545127	0.139042	0.187847	0.618598
2293	-63.88081	-87.50845	23.62765	0	0	1	0	0.007855613	0.001389778	0.0004464117	0.004811354	0.03438343	0.03438343	0.01692943	0.0001818203	0.0861104	0.163649	0.296731	0.453509
2294	-65.75855	-89.06686	23.30831	0	1	0	0	0.007730352	0.001768561	0.003130307	0.003130307	0.03438343	0.009873705	0.01080392	0.0001342015	0.0594503	0.112983	0.514466	0.313101
2295	-69.57798	-87.35124	17.77327	0	1	0	1	0.007730352	0.0002021116	0.003130307	0.003130307	0.039511	0.002540507	0.01683388	0.01683388	0.0761445	0.144709	0.443306	0.33584
2296	-67.10624	-86.67087	19.56463	0	1	1	0	0.006934515	0.0002021116	0.001502725	0.001502725	0.039511	0.039511	0.01066189	0.0008891814	0.0761445	0.144709	0.443306	0.33584
2297	-63.53513	-87.29713	23.762	0	0	0	0	0.006934515	0.0009661962	0.002116116	0.002193683	0.039511	0.02355824	0.01066189	0.008824821	0.0774126	0.147119	0.45069	0.324778
2298	-69.69888	-92.59571	22.89683	0	0	0	1	0.006934515	0.002336692	0.002116116	0.002449907	0.02290858	0.0241035	0.00932886	0.00932886	0.151225	0.163287	0.0510359	0.634452
2299	-76.41583	-93.25979	16.84396	0	1	1	1	0.006934515	0.004438661	0.002116116	0.002116116	0.02290858	0.02290858	0.00932886	0.00932886	0.0476172	0.207149	0.0647452	0.680489
2300	-74.3091	-87.40701	13.09791	0	1	1	1	0.01144087	0.0006700853	0.002116116	0.002116116	0.04359841	0.04359841	0.00932886	0.00932886	0.0476172	0.207149	0.0647452	0.680489
2301	-78.74084	-85.43463	6.693791	0	1	1	1	0.01144087	0.006616306	0.002116116	0.002116116	0.07002958	0.07002958	0.01358349	0.01358349	0.0456132	0.0818015	0.0758094	0.796776
2302	-74.34549	-85.73411	11.38862	0	1	1	0	0.01185712	0.007405533	0.002116116	0.002116116	0.07002958	0.07002958	0.01358349	0.001476935	0.0269529	0.0483366	0.453895	0.470816
2303	-75.46514	-90.56795	15.10282	1	0	1	1	0.006983443	0.006983443	0.00150399	0.005633672	0.02923713	0.02923713	0.01232793	0.01232793	0.0269529	0.0483366	0.453895	0.470816
2304	-76.82954	-94.60267	17.77313	1	1	0	1	0.004353803	0.004353803	0.000583943	0.000583943	0.02002591	0.003120224	0.01232793	0.01232793	0.429373	0.0587088	0.183241	0.328677
2305	-76.70505	-93.74824	17.04319	1	1	1	0	0.004353803	0.004353803	0.001297999	0.001297999	0.02002591	0.02002591	0.01374247	0.005166945	0.551414	0.0753957	0.235324	0.137866
2306	-75.95658	-93.11153	17.15495	1	0	1	1	0.004353803	0.004353803	0.001490051	0.003417969	0.02094355	0.02094355	0.01374247	0.01374247	0.389946	0.113781	0.355134	0.141139
2307	-70.11604	-92.05377	21.93773	0	0	1	1	0.004353803	0.0005439272	0.00334369	0.003199703	0.02094355	0.02094355	0.01374247	0.01374247	0.204583	0.0963097	0.62506	0.0740476
2308	-68.73859	-89.18167	20.44308	0	1	1	0	0.007483581	0.0009153431	0.00131361	0.00131361	0.03130297	0.03130297	0.01184058	0.001820576	0.092445	0.699962	0.148635	0.0589575
2309	-67.06148	-90.55054	23.48906	0	0	0	1	0.007483581	0.0006698926	0.0002361636	0.003379455	0.02590393	0.004840501	0.02427706	0.02427706	0.0613203	0.464296	0.435276	0.0391074
2310	-76.05053	-91.738	15.68748	1	1	0	1	0.004242472	0.004242472	0.0002361636	0.0002361636	0.02652297	0.002741434	0.01859883	0.01859883	0.0925044	0.312638	0.535863	0.0589953
2311	-76.84636	-91.21729	14.37092	1	1	0	1	0.004242472	0.004242472	0.004744937	0.004744937	0.04082521	0.001146152	0.008913872	0.008913872	0.0296793	0.029046	0.880384	0.0608905
2312	-72.58662	-89.14383	16.55721	0	1	0	1	0.005818143	0.002383763	0.004744937	0.004744937	0.04082521	0.001128806	0.02200324	0.02200324	0.0997456	0.0269486	0.816812	0.0564936
2313	-66.80653	-87.98111	21.17458	0	0	1	0	0.005818143	0.0007259566	0.004744937	0.001965436	0.04082521	0.04082521	0.01809858	0.007851291	0.190566	0.0514857	0.209147	0.548802
2314	-68.27639	-87.55326	19.27687	0	0	1	0	0.005079902	0.001108387	0.004744937	0.001965436	0.04651629	0.04651629	0.01412079	0.01734887	0.258499	0.10331	0.604465	0.0337254
2315	-68.67516	-87.75345	19.0783	0	0	1	0	0.005079902	0.005339912	0.0003604336	0.002295458	0.04651629	0.04651629	0.008764006	0.02366443	0.259365	0.109716	0.59708	0.0338384
2316	-74.32924	-86.89343	12.56419	1	0	1	1	0.005079902	0.005079902	0.000262403	0.002572798	0.04651629	0.04651629	0.01577588	0.01577588	0.259365	0.109716	0.59708	0.0338384
2317	-75.51255	-94.39902	18.88647	1	0	1	1	0.005079902	0.005079902	0.000262403	0.001639132	0.01924059	0.01924059	0.00782138	0.00782138	0.10097	0.0874209	0.784647	0.0269622
2318	-74.42844	-97.76513	23.33669	1	0	0	1	0.005079902	0.005079902	0.000931069	0.005863348	0.01924059	0.0007342015	0.006275888	0.006275888	0.396345	0.343159	0.15466	0.105837
2319	-66.21812	-94.68064	28.46252	0	0	0	1	0.005079902	0.002684192	0.001381951	0.002944085	0.01924059	0.0007354038	0.006275888	0.006275888	0.118621	0.102703	0.747	0.0316756
2320	-74.82092	-88.29565	13.47474	0	1	1	1	0.005079902	0.002259122	0.001381951	0.001381951	0.05000204	0.05000204	0.006275888	0.006275888	0.152877	0.284956	0.521344	0.040823
2321	-76.34267	-90.15122	13.80855	1	0	1	1	0.004101107	0.004101107	0.001381951	0.001328484	0.05000204	0.05000204	0.006275888	0.006275888	0.265871	0.49557	0.198367	0.0401926
2322	-66.37211	-90.61224	24.24013	0	0	1	0	0.004101107	0.001011266	0.001382534	0.00170008	0.02561008	0.02561008	0.01867893	0.0100104	0.318628	0.26005	0.350338	0.0709846
2323	-75.47319	-91.5399	16.06671	1	1	1	0	0.004101107	0.004101107	0.001382534	0.001382534	0.02561008	0.02561008	0.01867893	0.0003999993	0.1778	0.313797	0.422747	0.0856559
2324	-63.62764	-90.0775	26.44986	0	0	1	0	0.005423948	0.0003607894	0.003502093	0.0008500251	0.02561008	0.02561008	0.01362619	0.0004814529	0.141555	0.24983	0.54042	0.0681951
2325	-77.91862	-92.95622	15.0376	1	1	1	0	0.0034332	0.0034332	0.003502093	0.003502093	0.02561008	0.02561008	0.02155523	0.001958603	0.138516	0.244465	0.481051	0.135968
2326	-73.12932	-85.68525	12.55593	0	0	1	1	0.0034332	0.0003090662	4.282682e-05	0.006156977	0.06829438	0.06829438	0.02155523	0.02155523	0.205034	0.153774	0.302591	0.338602
2327	-71.66258	-86.15086	14.48828	0	0	1	1	0.005085	0.002557767	5.159783e-05	0.007079556	0.05240934	0.05240934	0.02155523	0.02155523	0.351064	0.10805	0.212618	0.328267
2328	-68.14127	-89.95523	21.81396	0	0	1	0	0.005085	0.0005131175	5.159783e-05	0.007883906	0.02955824	0.02955824	0.007611626	0.02566876	0.311467	0.134621	0.217739	0.336174
2329	-75.24777	-90.84362	15.59585	1	0	1	1	0.005085	0.005085	5.159783e-05	0.007883906	0.02955824	0.02955824	0.01028723	0.01028723	0.311467	0.134621	0.217739	0.336174
2330	-73.70844	-85.55064	11.8422	0	1	1	1	0.007073568	0.001009906	0.00209176	0.00209176	0.05189995	0.05189995	0.01226193	0.01226193	0.285024	0.123192	0.284152	0.307633
2331	-74.87927	-90.98189	16.10262	0	1	1	1	0.007073568	0.002182581	0.00209176	0.00209176	0.03226614	0.03226614	0.006353173	0.006353173	0.173683	0.368815	0.167767	0.289736
2332	-65.49353	-91.40884	25.91531	0	0	0	1	0.007073568	0.001164267	0.00209176	0.002490854	0.03226614	0.001299388	0.006526265	0.006526265	0.336492	0.185084	0.170169	0.308255
2333	-74.21978	-94.40667	20.18689	0	0	1	1	0.001915214	0.004073539	0.00149096	0.00805598	0.03408012	0.03408012	0.006526265	0.006526265	0.328157	0.1805	0.190724	0.30062
2334	-75.55303	-86.77872	11.22569	0	1	1	1	0.006172077	0.004073539	0.001125668	0.001125668	0.05758038	0.05758038	0.008911935	0.008911935	0.360636	0.198365	0.209601	0.231398
2335	-76.78975	-86.97233	10.18257	0	1	1	1	0.006172077	0.004528703	0.002461962	0.002461962	0.05758038	0.05758038	0.01308716	0.01308716	0.621327	0.109384	0.14169	0.127599
2336	-69.58468	-89.5014	19.91672	0	1	1	0	0.006172077	0.001983601	0.002461962	0.002461962	0.02764453	0.02764453	0.01308716	0.00633814	0.292966	0.0452205	0.601649	0.0601649
2337	-74.26318	-90.98227	16.71909	0	1	1	1	0.006172077	0.001352149	0.002461962	0.002461962	0.02336763	0.02336763	0.01308716	0.01308716	0.492581	0.0760319	0.330228	0.101159
2338	-69.4824	-90.95557	21.47317	0	1	1	0	0.006172077	0.003202013	0.002461962	0.002461962	0.02336763	0.02336763	0.01308716	0.000493581	0.194623	0.0300409	0.735367	0.0399688
2339	-68.37728	-87.90189	19.5246	0	1	0	1	0.006172077	0.0006810686	0.002105812	0.002105812	0.03225312	0.005631139	0.01308716	0.01308716	0.195586	0.0106406	0.739006	0.054767
2340	-80.19372	-87.78216	7.588436	1	1	1	1	0.008023405	0.008023405	0.002105812	0.002105812	0.04591541	0.04591541	0.01308716	0.01308716	0.357277	0.0102312	0.53245	0.100043
2341	-73.10566	-88.28563	15.17997	0	1	0	1	0.008023405	0.006407939	0.0003163632	0.0003163632	0.04504782	0.00905083	0.01593561	0.01593561	0.357277	0.0102312	0.53245	0.100043
2342	-63.75629	-86.81003	23.05375	0	0	1	0	0.008023405	0.0005438096	0.002125079	0.005251405	0.03703377	0.03703377	0.01593561	0.0003675043	0.172434	0.0235658	0.745754	0.0582459
2343	-73.9822	-88.66375	14.68155	0	1	1	1	0.008376761	0.001838793	0.001718613	0.001718613	0.03703377	0.03703377	0.009127901	0.009127901	0.292228	0.389785	0.219277	0.0987107
2344	-67.18631	-89.039	21.85269	0	0	0	1	0.008376761	0.001838793	0.001117193	0.00439207	0.03703377	0.01475665	0.008635466	0.008635466	0.0560824	0.175331	0.280023	0.488563
2345	-77.22919	-89.27024	12.04104	1	1	1	0	0.007366643	0.007366643	0.001117193	0.001117193	0.04268732	0.04268732	0.01259336	0.009435206	0.115904	0.709953	0.0634465	0.110697
