Iteration	Posterior	Likelihood	Prior	prob_gain_A_indep	prob_gain_B_indep	prob_loss_A_indep	prob_loss_B_indep	rate_gain_A_when_B0	rate_gain_A_when_B1	rate_gain_B_when_A0	rate_gain_B_when_A1	rate_loss_A_when_B0	rate_loss_A_when_B1	rate_loss_B_when_A0	rate_loss_B_when_A1	rf[1]	rf[2]	rf[3]	rf[4]
658	-73.80427	-86.68155	12.87728	0	1	1	1	0.009829478	0.002157537	0.001019652	0.001019652	0.04478327	0.04478327	0.01062644	0.01062644	0.327852	0.140641	0.398295	0.133212
659	-69.59805	-86.55024	16.95219	0	1	0	1	0.009829478	0.001119151	0.0005362647	0.0005362647	0.04478327	0.001032698	0.01734391	0.01734391	0.327091	0.140315	0.399692	0.132902
660	-76.87103	-88.51149	11.64046	0	1	1	1	0.01684189	0.001609863	0.0005362647	0.0005362647	0.04364438	0.04364438	0.0128587	0.0128587	0.315235	0.171476	0.385204	0.128085
661	-64.35883	-86.87753	22.51871	0	0	0	0	0.0127318	0.0008730028	0.003441389	0.0001866643	0.05533651	0.01305773	0.01617706	7.401774e-05	0.438665	0.238617	0.243325	0.0793938
662	-69.06775	-89.16048	20.09273	0	1	1	0	0.0127318	0.0008277347	0.001018869	0.001018869	0.02792224	0.02792224	0.01400791	0.000172095	0.246494	0.0509336	0.685626	0.0169469
663	-69.43254	-87.09453	17.662	0	1	1	0	0.006370126	0.005082816	0.001018869	0.001018869	0.04587416	0.04587416	0.01100365	0.001234996	0.26908	0.0494069	0.665074	0.0164389
664	-76.41233	-89.71771	13.30538	1	0	1	0	0.00698506	0.00698506	0.0006829647	0.01249388	0.04587416	0.04587416	0.01100365	0.01846505	0.580914	0.321676	0.0619203	0.0354899
665	-76.03513	-89.3303	13.29517	1	1	1	0	0.00698506	0.00698506	0.0006829647	0.0006829647	0.04587416	0.04587416	0.0110182	0.00146562	0.548269	0.333268	0.116574	0.00188933
666	-70.16476	-87.71221	17.54744	0	1	1	0	0.005485334	0.0003118637	0.002021954	0.002021954	0.04587416	0.04587416	0.01201544	0.005531118	0.548269	0.333268	0.116574	0.00188933
667	-73.84368	-90.40251	16.55883	1	1	0	0	0.005485334	0.005485334	0.0006705886	0.0006705886	0.04587416	0.002029671	0.02174971	0.00108535	0.535596	0.348678	0.11388	0.00184566
668	-68.38805	-89.82312	21.43507	0	1	0	0	0.005060954	0.004203821	0.001226482	0.001226482	0.04587416	0.01115656	0.009048013	0.001969528	0.63606	0.200131	0.160749	0.00305928
669	-75.02166	-90.83608	15.81442	0	1	1	0	0.01300204	0.004203821	0.003284217	0.003284217	0.04236688	0.04236688	0.007057847	0.01123806	0.514199	0.176955	0.306141	0.002705
670	-74.87288	-89.01618	14.14331	0	1	0	0	0.01300204	0.001855568	0.0008893832	0.0008893832	0.04236688	0.0248904	0.007057847	0.03018681	0.159713	0.376046	0.456958	0.00728272
671	-80.87461	-89.42365	8.549033	1	1	1	0	0.003945715	0.003945715	0.0003567539	0.0003567539	0.04236688	0.04236688	0.007057847	0.03944706	0.164886	0.36201	0.471758	0.00134607
672	-72.18545	-89.51598	17.33053	0	0	1	1	0.005659605	0.005125336	0.0004074961	0.01186345	0.04236688	0.04236688	0.007057847	0.007057847	0.103862	0.250665	0.644625	0.00084789
673	-69.04217	-89.35649	20.31432	0	1	1	0	0.005659605	0.00130694	0.000950048	0.000950048	0.02950643	0.02950643	0.01550282	0.002487295	0.2266	0.546887	0.224664	0.00184987
674	-68.55689	-89.08172	20.52483	0	1	0	1	0.005659605	0.0004102427	0.000950048	0.000950048	0.02467804	0.006726134	0.01578492	0.01578492	0.0575139	0.138807	0.798206	0.0054733
675	-61.74383	-91.96276	30.21893	0	0	0	0	0.005659605	0.002568511	0.00452389	0.001514046	0.02467804	0.00127505	0.01066563	0.006947614	0.0575139	0.138807	0.798206	0.0054733
676	-72.10594	-92.56351	20.45757	0	0	1	1	0.007552275	0.005959408	0.00452389	0.001214529	0.02467804	0.02467804	0.01066563	0.01066563	0.0575139	0.138807	0.798206	0.0054733
677	-67.14633	-92.76654	25.62022	1	0	0	0	0.007552275	0.007552275	0.00121858	0.002694152	0.02321307	0.002743857	0.01619313	0.0009851362	0.0564574	0.159014	0.783543	0.000984826
678	-73.65594	-88.60364	14.9477	1	0	1	0	0.008748156	0.008748156	0.001087803	0.008756509	0.04535351	0.04535351	0.009494087	0.01267054	0.0564574	0.159014	0.783543	0.000984826
679	-66.79616	-87.61711	20.82096	0	0	1	0	0.008748156	0.005114587	0.0006697083	0.005093656	0.04535351	0.04535351	0.009494087	0.007578592	0.124366	0.350281	0.523184	0.0021694
680	-70.81023	-88.30127	17.49104	0	1	0	0	0.008748156	0.00352682	0.004184466	0.004184466	0.04855112	0.02392802	0.01121984	0.0009412499	0.124601	0.350943	0.524175	0.000280926
681	-68.73027	-85.52724	16.79696	0	1	1	0	0.008748156	0.001694972	0.0007561046	0.0007561046	0.05055008	0.05055008	0.01247199	0.001311375	0.124614	0.350981	0.52423	0.0001747
682	-67.61573	-87.54774	19.93201	0	0	0	1	0.008748156	0.003889461	0.003633162	0.0008199285	0.05055008	0.001695228	0.01780113	0.01780113	0.442473	0.0855896	0.468505	0.00343272
683	-68.19386	-87.31824	19.12438	0	0	1	0	0.01246488	0.003889461	0.003633162	0.0005155314	0.05055008	0.05055008	0.01068986	0.01001386	0.0698013	0.0191056	0.904466	0.006627
684	-75.56274	-87.12929	11.56655	0	1	1	0	0.006400763	0.005407959	0.0009517624	0.0009517624	0.06494091	0.06494091	0.009678204	0.01807142	0.642704	0.175917	0.155493	0.0258859
685	-81.04624	-90.8203	9.774066	1	1	1	1	0.008707916	0.008707916	0.00049705	0.00049705	0.03636996	0.03636996	0.01105492	0.01105492	0.625234	0.171135	0.151266	0.0523647
686	-68.89774	-87.60688	18.70914	0	0	1	1	0.008707916	0.001070212	0.00049705	0.0002668772	0.04299791	0.04299791	0.01105492	0.01105492	0.63494	0.173792	0.153615	0.0376529
687	-67.8972	-88.15615	20.25895	0	1	1	0	0.005454793	0.0004031462	0.00049705	0.00049705	0.03577589	0.03577589	0.01078442	0.002814556	0.448933	0.17846	0.333942	0.0386642
688	-71.85549	-87.35449	15.499	0	1	1	1	0.005530809	7.315566e-05	0.0004167738	0.0004167738	0.03661481	0.03661481	0.01078442	0.01078442	0.245606	0.0976333	0.635608	0.0211527
689	-77.70955	-93.0795	15.36995	1	1	1	0	0.002897326	0.002897326	0.0004167738	0.0004167738	0.02706293	0.02706293	0.02307236	0.0007087492	0.506388	0.173039	0.257773	0.0628002
690	-82.52698	-89.73124	7.204262	1	1	1	1	0.002897326	0.002897326	0.0001833078	0.0001833078	0.05381173	0.05381173	0.01443693	0.01443693	0.404467	0.515127	0.0302456	0.0501603
691	-69.39969	-90.38714	20.98745	0	0	1	0	0.002897326	0.002525214	0.003145513	0.0007272928	0.04788111	0.04788111	0.01443693	0.009486551	0.407645	0.519176	0.0226245	0.0505545
692	-84.5256	-92.23326	7.707659	1	1	1	1	0.001736647	0.001736647	0.00439514	0.00439514	0.04788111	0.04788111	0.01443693	0.01443693	0.407645	0.519176	0.0226245	0.0505545
693	-73.08112	-89.5931	16.51197	1	0	1	0	0.007244672	0.007244672	0.002142318	0.00035019	0.04279384	0.04279384	0.01443693	0.0101949	0.530235	0.34334	0.0390862	0.0873384
694	-71.02904	-88.77765	17.74861	1	0	1	0	0.00672902	0.00672902	0.002142318	0.00035019	0.0435139	0.0435139	0.01443693	0.002916814	0.400553	0.259367	0.0295267	0.310553
695	-69.51346	-91.93138	22.41793	0	1	0	0	0.00672902	0.006473422	0.002142318	0.002142318	0.04223603	0.0007474383	0.007711295	0.006878005	0.364676	0.236136	0.116451	0.282737
696	-70.67225	-90.00151	19.32926	0	1	1	0	0.00672902	0.001780254	0.0008411826	0.0008411826	0.04223603	0.04223603	0.004966803	0.004494474	0.261635	0.270054	0.133178	0.335133
697	-79.86706	-95.26572	15.39867	0	1	1	1	0.0162558	0.000817521	0.002918998	0.002918998	0.02901025	0.02901025	0.004991324	0.004991324	0.261635	0.270054	0.133178	0.335133
698	-75.3059	-89.84108	14.53518	0	1	1	1	0.007012591	0.001721445	0.004150776	0.004150776	0.03114337	0.03114337	0.01490492	0.01490492	0.275852	0.284727	0.356599	0.082822
699	-64.15328	-88.59276	24.43948	0	0	1	0	0.007697984	0.002035979	0.0007496352	0.0002736083	0.03114337	0.03114337	0.0138979	0.005555635	0.0822447	0.169426	0.185607	0.562723
700	-59.8635	-89.04879	29.1853	0	0	0	0	0.007697984	0.0002550489	0.0004978589	0.0001950958	0.03114337	0.00478877	0.01653381	0.002632905	0.277338	0.13341	0.146151	0.443101
701	-64.63135	-84.76372	20.13237	0	0	0	1	0.007697984	0.0005179224	0.0009327246	9.095868e-05	0.05547573	0.004741931	0.01653381	0.01653381	0.126935	0.153043	0.51888	0.201142
702	-67.409	-85.68232	18.27331	0	0	1	0	0.008049479	0.002781041	0.001673909	0.007795374	0.05547573	0.05547573	0.01653381	0.004315655	0.148133	0.1786	0.438535	0.234732
703	-73.80116	-84.71946	10.9183	0	0	1	0	0.008049479	0.006079423	0.0007086112	0.001683874	0.1043361	0.1043361	0.01653381	0.001304857	0.148133	0.1786	0.438535	0.234732
704	-78.98004	-86.86997	7.889931	1	0	1	0	0.01003127	0.01003127	0.0007086112	0.00116296	0.1043361	0.1043361	0.008037531	0.002205011	0.116837	0.272808	0.181735	0.428619
705	-78.95409	-89.86085	10.90677	1	0	1	1	0.003198909	0.003198909	0.0005007989	0.007698864	0.06341857	0.06341857	0.004870706	0.004870706	0.0661462	0.288467	0.192167	0.453221
706	-73.8341	-89.85412	16.02001	1	0	1	0	0.003198909	0.003198909	0.0004095696	0.01145141	0.04479989	0.04479989	0.006398523	0.01371859	0.101613	0.220219	0.193841	0.484327
707	-65.42128	-89.16242	23.74114	0	0	1	0	0.0104474	0.001081177	0.0001909355	0.002739789	0.04418349	0.04418349	0.006398523	0.0003073462	0.0612585	0.529902	0.116859	0.29198
708	-79.04138	-89.21549	10.17411	1	1	1	0	0.0104474	0.0104474	0.0009593135	0.0009593135	0.06088168	0.06088168	0.006398523	0.005191775	0.0902546	0.427525	0.172173	0.310048
709	-74.9272	-85.63849	10.71129	0	1	1	1	0.005836917	0.001354138	0.0008060121	0.0008060121	0.06315401	0.06315401	0.009654926	0.009654926	0.0939744	0.445145	0.179269	0.281612
710	-76.09531	-84.93259	8.837275	0	1	1	1	0.009665012	0.001062621	0.003167594	0.003167594	0.06315401	0.06315401	0.01447626	0.01447626	0.109228	0.102939	0.208367	0.579465
711	-72.66943	-92.20924	19.53981	0	1	0	1	0.01183452	0.001062621	0.003167594	0.003167594	0.02840343	0.004615756	0.01075948	0.01075948	0.18543	0.174754	0.109591	0.530225
712	-60.64139	-88.31023	27.66883	0	0	0	0	0.01183452	0.000640762	0.0008289397	0.003088289	0.03766606	0.001790547	0.01075948	0.005810514	0.1446	0.0483029	0.434039	0.373058
713	-64.69813	-88.16375	23.46562	0	0	1	0	0.004918224	0.001073353	0.002757712	0.003389843	0.03766606	0.03766606	0.01130892	0.005810514	0.127507	0.0425929	0.382731	0.447169
714	-74.5329	-89.29016	14.75726	0	1	1	1	0.003852918	0.001073353	0.002757712	0.002757712	0.03583613	0.03583613	0.01414265	0.01414265	0.0312624	0.576591	0.180849	0.211297
715	-76.54392	-90.86465	14.32073	0	1	0	1	0.003208167	0.0006959856	0.002757712	0.002757712	0.04084014	0.01778505	0.02440986	0.02440986	0.0461318	0.616953	0.0251171	0.311798
716	-71.59453	-88.80755	17.21302	0	0	1	1	0.007634212	0.001817087	0.002757712	0.01037786	0.04084014	0.04084014	0.00972578	0.00972578	0.0861385	0.284765	0.0468993	0.582197
717	-63.66274	-91.76431	28.10157	0	0	0	0	0.007634212	0.001340065	0.005236974	0.006377812	0.03594161	0.003314544	0.00972578	0.0003728153	0.211427	0.609641	0.100405	0.0785281
718	-72.54575	-91.90888	19.36312	0	1	1	0	0.007634212	0.002842034	0.005236974	0.005236974	0.0353262	0.0353262	0.007923696	0.00189095	0.162695	0.672824	0.0772623	0.0872187
719	-73.28013	-92.32133	19.0412	0	0	1	1	0.009387763	0.002842034	0.001051728	0.002410267	0.04340609	0.04340609	0.003597599	0.003597599	0.39077	0.389901	0.103026	0.116303
720	-70.95161	-87.85789	16.90628	0	0	1	1	0.009387763	0.002744127	0.003374211	0.002410267	0.04340609	0.04340609	0.01358491	0.01358491	0.126484	0.488868	0.238823	0.145824
721	-76.56038	-85.7671	9.206721	0	1	0	1	0.009335303	0.002744127	0.003374211	0.003374211	0.07719148	0.01271934	0.01358491	0.01358491	0.123685	0.148784	0.584934	0.142597
722	-79.04264	-88.06431	9.021676	1	1	0	0	0.009335303	0.009335303	0.002540702	0.002540702	0.07719148	0.01496331	0.01358491	0.002392141	0.23588	0.120976	0.475607	0.167537
723	-78.82293	-85.64618	6.823246	0	1	1	1	0.005352537	0.004376242	0.002540702	0.002540702	0.07719148	0.07719148	0.01358491	0.01358491	0.226447	0.156128	0.456588	0.160837
724	-72.61914	-85.01725	12.39811	0	0	1	0	0.01318854	0.003155597	0.002334608	0.001507021	0.07719148	0.07719148	0.01358491	0.01926941	0.274646	0.11929	0.348855	0.257209
725	-70.79405	-88.22252	17.42847	0	1	1	0	0.005446914	0.002173625	0.002334608	0.002334608	0.0355762	0.0355762	0.01358491	0.01280415	0.258444	0.112252	0.328275	0.301029
726	-69.38422	-89.00212	19.6179	0	1	1	0	0.008161197	0.00376777	0.001570287	0.001570287	0.03306887	0.03306887	0.01074536	0.00208325	0.334638	0.0937357	0.425057	0.14657
727	-72.9044	-87.43774	14.53334	0	1	1	1	0.008161197	0.001793389	0.001570287	0.001570287	0.03667337	0.03667337	0.01074536	0.01074536	0.231957	0.0649736	0.498574	0.204496
728	-70.96636	-89.08848	18.12212	0	1	1	0	0.01271061	0.001793389	0.001570287	0.001570287	0.03315663	0.03315663	0.01074536	0.007976409	0.193673	0.0542498	0.416285	0.335793
729	-73.04493	-90.27882	17.23389	0	1	0	1	0.01271061	0.002678342	0.002980368	0.002980368	0.03315663	0.00790704	0.01360044	0.01360044	0.193673	0.0542498	0.416285	0.335793
730	-77.16608	-91.22796	14.06188	1	1	1	0	0.006350744	0.006350744	0.004907112	0.004907112	0.03464525	0.03464525	0.01360044	0.002136817	0.233618	0.0654389	0.295892	0.405051
731	-84.51255	-93.06621	8.553662	1	1	1	1	0.00351693	0.00351693	0.00754615	0.00754615	0.03464525	0.03464525	0.0179023	0.0179023	0.222698	0.06238	0.328805	0.386117
732	-70.16286	-92.50778	22.34492	0	0	1	0	0.00351693	0.001217059	0.00754615	0.00568173	0.03464525	0.03464525	0.01198327	0.008744736	0.31936	0.0894561	0.471524	0.11966
733	-72.51107	-92.31585	19.80478	0	1	0	0	0.01260384	0.0008027567	0.00754615	0.00754615	0.03464525	0.01261229	0.01494512	0.004709477	0.298786	0.0352254	0.441147	0.224842
734	-73.03073	-88.6753	15.64457	1	0	0	1	0.003761362	0.003761362	0.001112935	0.002391488	0.04514133	0.01477222	0.01494512	0.01494512	0.511952	0.0280809	0.351672	0.108295
735	-71.48458	-88.34677	16.86219	1	0	1	0	0.006822814	0.006822814	0.001829616	0.002281617	0.04514133	0.04514133	0.009918982	0.009165231	0.477614	0.0292212	0.380473	0.112693
736	-78.44648	-91.96593	13.51945	1	1	0	1	0.007894011	0.007894011	0.004167517	0.004167517	0.03650323	0.004449602	0.01172878	0.01172878	0.477614	0.0292212	0.380473	0.112693
737	-69.1758	-89.24613	20.07033	1	0	0	0	0.003055088	0.003055088	0.002035956	0.0009026793	0.04483748	0.009038914	0.01172878	0.01474702	0.388724	0.0237828	0.495774	0.0917191
738	-65.9314	-89.41594	23.48455	1	0	0	0	0.003055088	0.003055088	0.002266173	0.0006052989	0.04483748	0.001384716	0.01344879	0.001218839	0.388724	0.0237828	0.495774	0.0917191
739	-68.13845	-88.45137	20.31292	0	0	1	0	0.003055088	0.002091461	0.0008106396	0.000725311	0.04680048	0.04680048	0.02182957	0.009645774	0.537357	0.0328763	0.302978	0.126789
740	-70.64403	-86.69677	16.05274	0	0	1	1	0.006022837	0.001928041	0.002900454	0.0003083012	0.04680048	0.04680048	0.02182957	0.02182957	0.100992	0.163498	0.104976	0.630535
741	-70.23821	-87.70899	17.47078	0	0	1	1	0.008161133	0.003072723	0.003815696	0.0007985663	0.04680048	0.04680048	0.009029792	0.009029792	0.0801543	0.121627	0.329159	0.469059
742	-66.5785	-90.55539	23.97689	0	1	0	0	0.006312194	0.0009466736	0.003815696	0.003815696	0.03987678	0.001496916	0.009029792	0.002522066	0.792969	0.0688559	0.0341726	0.104002
743	-67.246	-88.61664	21.37064	0	0	0	0	0.006312194	0.0003242811	0.003815696	0.007936813	0.06360425	0.001639326	0.0165384	0.008274286	0.807764	0.0639353	0.0317305	0.09657
744	-79.12512	-89.60319	10.47807	1	0	1	1	0.00632405	0.00632405	0.003594786	0.007936813	0.04407841	0.04407841	0.02020596	0.02020596	0.302608	0.309559	0.0356174	0.352215
745	-73.43994	-92.95992	19.51998	1	0	1	0	0.00632405	0.00632405	0.004228837	0.003256256	0.02790888	0.02790888	0.01483922	0.003399576	0.126221	0.291692	0.0335616	0.548525
746	-70.60616	-89.8265	19.22034	0	1	1	0	0.00632405	0.001565084	0.004228837	0.004228837	0.03468033	0.03468033	0.01432725	0.0005452674	0.038432	0.0888149	0.0102189	0.862534
747	-73.26672	-89.76139	16.49467	0	1	0	1	0.01024307	0.002304584	0.0008489876	0.0008489876	0.04058946	0.008948479	0.01432725	0.01432725	0.0106027	0.0913853	0.0105146	0.887497
748	-81.46351	-89.80083	8.337321	1	1	1	1	0.01024307	0.01024307	0.0001957883	0.0001957883	0.04058946	0.04058946	0.01381981	0.01381981	0.024142	0.290809	0.03346	0.651589
749	-65.07924	-86.30621	21.22696	0	0	1	0	0.01024307	0.001263911	0.0002006515	0.002214404	0.05160667	0.05160667	0.01381981	0.0003814112	0.26799	0.376818	0.0173487	0.337843
750	-63.59309	-88.42952	24.83643	0	0	1	0	0.005472236	0.0009767209	0.0002007644	0.002214404	0.03595904	0.03595904	0.01381981	0.0004405342	0.409038	0.0439901	0.0313147	0.515657
751	-73.43162	-89.70541	16.27378	0	1	1	1	0.005472236	0.0003414364	0.0002007644	0.0002007644	0.03064464	0.03064464	0.01232907	0.01232907	0.500027	0.0759583	0.0540715	0.369944
752	-79.88333	-86.66939	6.786056	1	1	1	1	0.005472236	0.005472236	0.0002007644	0.0002007644	0.05559461	0.05559461	0.01245385	0.01245385	0.161294	0.12742	0.0907051	0.620581
753	-71.69238	-87.20881	15.51643	1	0	1	0	0.005472236	0.005472236	0.0002007644	0.0004233588	0.05559461	0.05559461	0.009298291	0.01186814	0.161294	0.12742	0.0907051	0.620581
754	-80.2785	-87.67415	7.395648	1	1	1	1	0.005472236	0.005472236	0.0001480431	0.0001480431	0.05531598	0.05531598	0.009298291	0.009298291	0.161294	0.12742	0.0907051	0.620581
755	-66.63416	-92.83741	26.20325	0	0	1	0	0.005472236	0.003893822	0.0001480431	0.0001709692	0.02677628	0.02677628	0.009298291	0.005505572	0.118388	0.359538	0.0665763	0.455498
756	-65.246	-86.60081	21.35481	0	0	1	0	0.005472236	0.001862534	7.044163e-05	0.003810866	0.05605711	0.05605711	0.009298291	0.002427153	0.263098	0.266454	0.182794	0.287654
757	-65.01446	-91.04825	26.03378	0	0	0	1	0.005472236	0.001862534	0.0001068612	0.0001500431	0.02578097	0.006831416	0.01203051	0.01203051	0.152074	0.154013	0.527647	0.166267
758	-74.40292	-90.32849	15.92556	1	0	1	1	0.005472236	0.005472236	0.0003175532	0.0001404176	0.03301929	0.03301929	0.01203051	0.01203051	0.0970523	0.382182	0.0530347	0.467731
759	-70.56226	-92.56664	22.00439	0	1	0	0	0.008346685	0.00274742	0.000180245	0.000180245	0.02644763	0.001355279	0.01932221	0.01688353	0.288291	0.0747948	0.0648633	0.572051
760	-73.27568	-92.51363	19.23795	0	1	0	0	0.008346685	0.002875629	0.005312072	0.005312072	0.02644763	0.007344441	0.01692988	0.02385089	0.360684	0.0935767	0.331868	0.213871
761	-68.74357	-90.30304	21.55947	0	1	1	0	0.003864941	0.0003088028	0.001922817	0.001922817	0.02980372	0.02980372	0.0117858	0.000604747	0.201285	0.265952	0.185204	0.347559
762	-72.54024	-93.08035	20.54011	0	1	1	0	0.004710362	0.002970034	0.004400076	0.004400076	0.02473404	0.02473404	0.01556399	0.001743121	0.201285	0.265952	0.185204	0.347559
763	-77.26365	-96.76575	19.5021	0	0	1	1	0.004931368	0.003327834	0.006891694	0.01120317	0.01814103	0.01814103	0.01556399	0.01556399	0.0919357	0.0961239	0.653195	0.158745
764	-71.36964	-93.70844	22.3388	1	0	0	1	0.007045291	0.007045291	0.001288213	0.0002872141	0.02309198	0.004269874	0.007850441	0.007850441	0.144908	0.151509	0.629598	0.0739855
765	-64.27594	-87.38609	23.11014	0	0	0	1	0.004720137	0.0005901095	0.00100398	0.0003393311	0.05243722	0.002016781	0.007850441	0.007850441	0.103099	0.375468	0.447948	0.0734856
766	-72.60937	-93.81263	21.20326	1	0	1	0	0.005213618	0.005213618	0.002787858	0.0004419704	0.0217458	0.0217458	0.007850441	0.01228868	0.128599	0.220997	0.558742	0.0916614
767	-74.18343	-86.30235	12.11892	0	1	1	1	0.01105548	0.001043838	0.001229964	0.001229964	0.04710068	0.04710068	0.0123243	0.0123243	0.282066	0.306809	0.283873	0.127253
768	-72.2124	-86.92561	14.71322	0	1	0	1	0.005657001	0.0007985431	0.0004238116	0.0004238116	0.04710068	0.01248368	0.02098813	0.02098813	0.216266	0.334928	0.30989	0.138916
769	-71.7083	-90.53066	18.82237	0	1	0	1	0.005657001	0.001847629	0.0009221601	0.0009221601	0.03271496	0.01122315	0.01158233	0.01158233	0.248724	0.449046	0.0575375	0.244693
770	-69.49015	-89.23966	19.74951	0	0	1	1	0.004678328	0.0006049964	0.0009221601	0.008141148	0.03271496	0.03271496	0.01158233	0.01158233	0.0557091	0.551793	0.0918169	0.300681
771	-80.39414	-90.98181	10.58767	1	1	1	1	0.005684144	0.005684144	0.0009221601	0.0009221601	0.03271496	0.03271496	0.01265471	0.01265471	0.0292951	0.819574	0.0503935	0.100738
772	-76.74978	-90.67813	13.92834	0	1	1	1	0.007239273	0.006366463	0.00076598	0.00076598	0.03271496	0.03271496	0.01531757	0.01531757	0.488612	0.335696	0.0585831	0.117109
773	-79.08563	-89.46127	10.37564	1	1	1	0	0.007470325	0.007470325	0.00076598	0.00076598	0.05999304	0.05999304	0.006153185	0.00834343	0.488612	0.335696	0.0585831	0.117109
774	-80.96672	-90.10668	9.139967	1	1	1	1	0.007470325	0.007470325	0.0005308346	0.0005308346	0.04610258	0.04610258	0.006153185	0.006153185	0.365703	0.176769	0.278849	0.178679
775	-70.15463	-91.45032	21.29569	0	0	1	1	0.007049216	0.001106617	0.0008948618	0.006494707	0.0249425	0.0249425	0.009311753	0.009311753	0.364345	0.110697	0.0720413	0.452917
776	-75.13453	-92.0607	16.92616	0	1	1	1	0.00900076	0.001106617	0.0008948618	0.0008948618	0.0249425	0.0249425	0.009311753	0.009311753	0.35276	0.511111	0.0697507	0.0663781
777	-67.95992	-88.31378	20.35385	0	0	1	0	0.005302554	0.001270069	0.002992599	0.01039919	0.04940167	0.04940167	0.01110784	0.004250241	0.299823	0.43441	0.209351	0.0564169
778	-72.39791	-91.74484	19.34693	0	0	0	1	0.005302554	0.001404669	0.002863149	0.012897	0.03387745	0.008875439	0.02526356	0.02526356	0.299823	0.43441	0.209351	0.0564169
779	-73.86461	-90.18387	16.31926	0	1	1	1	0.006837292	0.0004720323	0.002549845	0.002549845	0.0235772	0.0235772	0.01529168	0.01529168	0.198384	0.312134	0.452153	0.0373294
780	-71.0677	-90.48236	19.41466	0	1	1	0	0.006837292	0.001464105	0.002549845	0.002549845	0.0264189	0.0264189	0.02319434	9.481369e-05	0.350923	0.252738	0.366112	0.030226
781	-71.86737	-92.06499	20.19762	1	0	1	0	0.005746891	0.005746891	0.002549845	0.006221423	0.0264189	0.0264189	0.01408794	0.001055661	0.350923	0.252738	0.366112	0.030226
782	-77.49433	-87.19295	9.698626	1	0	1	1	0.005563176	0.005563176	0.002032889	0.004428654	0.06647778	0.06647778	0.008096011	0.008096011	0.0917343	0.235598	0.664766	0.00790133
783	-77.50439	-87.1061	9.601703	1	1	0	1	0.00468301	0.00468301	0.0008714496	0.0008714496	0.06647778	0.003535137	0.01158554	0.01158554	0.081546	0.294576	0.613999	0.00987929
784	-73.18763	-85.38461	12.19698	0	1	1	1	0.006438666	3.423073e-05	0.0001750538	0.0001750538	0.05228603	0.05228603	0.01337375	0.01337375	0.0631448	0.179973	0.744896	0.0119854
785	-69.49516	-85.87262	16.37747	0	0	1	1	0.006537269	4.457102e-05	0.0007387031	0.007269362	0.05256606	0.05256606	0.01077625	0.01077625	0.169478	0.48304	0.315314	0.0321684
786	-67.99063	-87.20291	19.21228	0	1	0	1	0.004112985	2.722603e-05	0.0009292765	0.0009292765	0.0445033	0.0007693922	0.01137472	0.01137472	0.263237	0.197046	0.489753	0.0499646
787	-68.72714	-88.14718	19.42003	0	0	0	0	0.008173979	0.005679391	0.0009292765	0.007988947	0.0445033	0.02380527	0.01137472	0.01714794	0.0805512	0.289671	0.556326	0.0734515
788	-67.62977	-89.02845	21.39868	0	0	1	0	0.01239396	0.005679391	0.000211726	0.0002401345	0.0385619	0.0385619	0.0157901	0.005870478	0.070366	0.228495	0.438835	0.262304
789	-68.51338	-85.46739	16.95401	0	0	1	1	0.006177783	0.001549789	0.000211726	0.003238138	0.04730534	0.04730534	0.01615159	0.01615159	0.070366	0.228495	0.438835	0.262304
790	-71.85614	-88.89429	17.03815	1	0	1	0	0.004171643	0.004171643	6.692173e-05	0.01197781	0.04730534	0.04730534	0.00813099	0.002500345	0.070366	0.228495	0.438835	0.262304
791	-60.30265	-87.59193	27.28928	0	0	0	0	0.005399733	0.001821407	0.001124598	0.004103418	0.04730534	0.00142292	0.01144811	0.00196468	0.070366	0.228495	0.438835	0.262304
792	-71.16629	-90.2931	19.12681	0	0	1	1	0.003455653	0.005022569	0.001124598	0.004340218	0.04036311	0.04036311	0.00789962	0.00789962	0.0704482	0.339591	0.439348	0.150613
793	-77.89151	-91.67779	13.78628	0	1	0	1	0.006575952	0.003304492	0.008324384	0.008324384	0.04671724	0.01643758	0.01139433	0.01139433	0.0858063	0.413623	0.317123	0.183448
794	-71.36276	-87.66774	16.30498	1	0	1	0	0.006575952	0.006575952	0.0026395	0.003289411	0.04671724	0.04671724	0.01579388	0.003330883	0.0673798	0.324799	0.591929	0.0158922
795	-71.5951	-86.99049	15.39539	1	0	1	0	0.006575952	0.006575952	0.002112666	0.003324708	0.0523413	0.0523413	0.01276245	0.006432715	0.0627094	0.302286	0.58789	0.0471148
796	-69.41557	-86.44382	17.02825	0	1	1	0	0.00642173	0.001335903	0.002112666	0.002112666	0.0523413	0.0523413	0.009838522	0.002159575	0.352139	0.208942	0.406353	0.032566
797	-65.27878	-91.13822	25.85945	0	0	1	0	0.00642173	0.001335903	0.002031651	0.006377417	0.02695038	0.02695038	0.008076462	0.002038242	0.352139	0.208942	0.406353	0.032566
798	-71.19953	-92.15045	20.95092	0	0	1	1	0.00642173	0.003931316	0.001610557	0.005806423	0.02592524	0.02592524	0.008076462	0.008076462	0.31565	0.290913	0.364246	0.0291915
799	-72.1954	-87.86075	15.66535	1	0	0	0	0.003843743	0.003843743	0.001878694	0.003709514	0.06444177	0.02183484	0.01473849	0.001095667	0.31565	0.290913	0.364246	0.0291915
