state	power	likelihood
3570	0.773781	-139.606
3580	0.773781	-137.829
3590	0.773781	-137.314
3600	0.773781	-135.907
3610	0.773781	-137.384
3620	0.773781	-135.482
3630	0.773781	-137.864
3640	0.773781	-132.33
3650	0.773781	-133.818
3660	0.773781	-137.031
3670	0.773781	-137.641
3680	0.773781	-137.469
3690	0.773781	-135.51
3700	0.773781	-135.864
3710	0.773781	-138.263
3720	0.773781	-135.782
3730	0.773781	-134.864
3740	0.773781	-136.133
3750	0.773781	-139.378
3760	0.773781	-134.99
3770	0.773781	-142.002
3780	0.773781	-137.907
3790	0.773781	-137.495
3800	0.773781	-137.524
3810	0.773781	-138.279
3820	0.773781	-136.191
3830	0.773781	-136.306
3840	0.773781	-134.144
3850	0.773781	-136.502
3860	0.773781	-138.868
3870	0.773781	-140.711
3880	0.773781	-135.236
3890	0.773781	-140.799
3900	0.773781	-137.39
3910	0.773781	-135.187
3920	0.773781	-139.997
3930	0.773781	-136.988
3940	0.773781	-133.19
3950	0.773781	-135.413
3960	0.773781	-134.902
3970	0.773781	-132.781
3980	0.773781	-134.946
3990	0.773781	-133.689
4000	0.773781	-137.13
4010	0.773781	-136.968
4020	0.773781	-139.791
4030	0.773781	-144.304
4040	0.773781	-140.107
4050	0.773781	-137.292
4060	0.773781	-139.996
4070	0.773781	-132.787
4080	0.773781	-131.811
4090	0.773781	-132.623
4100	0.773781	-131.957
4110	0.773781	-138.786
4120	0.773781	-131.849
4130	0.773781	-133.178
4140	0.773781	-133.209
4150	0.773781	-133.387
4160	0.773781	-133.922
4170	0.773781	-134.211
4180	0.773781	-138.347
4190	0.773781	-137.781
4200	0.773781	-135.57
4210	0.773781	-136.764
4220	0.773781	-134.926
4230	0.773781	-139.299
4240	0.773781	-136.877
4250	0.773781	-136.818
4260	0.773781	-136.086
4270	0.773781	-135.387
4280	0.773781	-136.512
4290	0.773781	-134.809
4300	0.773781	-136.819
4310	0.773781	-140.249
4320	0.773781	-135.401
4330	0.773781	-136.089
4340	0.773781	-137.237
4350	0.773781	-136
4360	0.773781	-138.837
4370	0.773781	-134.896
4380	0.773781	-140.198
4390	0.773781	-138.771
4400	0.773781	-137.512
4410	0.773781	-137.44
4420	0.773781	-137.446
4430	0.773781	-135.896
4440	0.773781	-136.67
4450	0.773781	-141.565
4460	0.773781	-136.785
4470	0.773781	-134.967
4480	0.773781	-133.201
4490	0.773781	-135.117
4500	0.773781	-135.065
4510	0.773781	-133.764
4520	0.773781	-136.094
4530	0.773781	-134.934
4540	0.773781	-134.688
4550	0.773781	-134.292
4560	0.773781	-135.47
4570	0.773781	-136.757
4580	0.773781	-136.113
4590	0.773781	-142.383
4600	0.773781	-138.222
4610	0.773781	-135.59
4620	0.773781	-136.828
4630	0.773781	-142.835
4640	0.773781	-137.261
4650	0.773781	-135.336
4660	0.773781	-136.785
4670	0.773781	-136.308
4680	0.773781	-138.402
4690	0.773781	-143.658
4700	0.773781	-135.317
4710	0.773781	-134.899
4720	0.773781	-137.877
4730	0.773781	-137.012
4740	0.773781	-137.224
4750	0.773781	-136.462
4760	0.773781	-135.164
4770	0.773781	-138.715
4780	0.773781	-135.99
4790	0.773781	-135.887
4800	0.773781	-137.83
4810	0.773781	-137.325
4820	0.773781	-137.062
4830	0.773781	-136.633
4840	0.773781	-137.902
4850	0.773781	-137.827
4860	0.773781	-135.588
4870	0.773781	-134.904
4880	0.773781	-135.404
4890	0.773781	-138.56
4900	0.773781	-136.231
4910	0.773781	-140.184
4920	0.773781	-142.093
4930	0.773781	-137.366
4940	0.773781	-135.955
4950	0.773781	-140.258
4960	0.773781	-134.912
4970	0.773781	-137.001
4980	0.773781	-138.333
4990	0.773781	-136.536
5000	0.773781	-132.76
1260	0.59049	-135.773
1270	0.59049	-136.638
1280	0.59049	-139.05
1290	0.59049	-142.686
1300	0.59049	-140.546
1310	0.59049	-138.762
1320	0.59049	-137.261
1330	0.59049	-136.156
1340	0.59049	-138.458
1350	0.59049	-138.492
1360	0.59049	-137.585
1370	0.59049	-135.97
1380	0.59049	-136.474
1390	0.59049	-139.218
1400	0.59049	-139.697
1410	0.59049	-140.012
1420	0.59049	-133.553
1430	0.59049	-138.3
1440	0.59049	-139.408
1450	0.59049	-134.164
1460	0.59049	-139.051
1470	0.59049	-134.768
1480	0.59049	-138.647
1490	0.59049	-136.716
1500	0.59049	-138.516
1510	0.59049	-139.137
1520	0.59049	-136.66
1530	0.59049	-136.929
1540	0.59049	-138.393
1550	0.59049	-141.055
1560	0.59049	-137.334
1570	0.59049	-138.559
1580	0.59049	-137.487
1590	0.59049	-135.29
1600	0.59049	-142.146
1610	0.59049	-134.587
1620	0.59049	-140.02
1630	0.59049	-139.096
1640	0.59049	-139.214
1650	0.59049	-134.634
1660	0.59049	-140.869
1670	0.59049	-138.129
1680	0.59049	-140.183
1690	0.59049	-137.709
1700	0.59049	-141.152
1710	0.59049	-138.042
1720	0.59049	-136.927
1730	0.59049	-137.91
1740	0.59049	-141.283
1750	0.59049	-138.321
1760	0.59049	-140.251
1770	0.59049	-138.593
1780	0.59049	-138.55
1790	0.59049	-137.609
1800	0.59049	-140.894
1810	0.59049	-137.017
1820	0.59049	-134.723
1830	0.59049	-139.685
1840	0.59049	-137.844
1850	0.59049	-136.526
1860	0.59049	-135.4
1870	0.59049	-136.549
1880	0.59049	-135.728
1890	0.59049	-135.432
1900	0.59049	-134.701
1910	0.59049	-136.414
1920	0.59049	-136.195
1930	0.59049	-138.865
1940	0.59049	-135.528
1950	0.59049	-139.502
1960	0.59049	-138.527
1970	0.59049	-136.711
1980	0.59049	-137.214
1990	0.59049	-137.304
2000	0.59049	-136.665
2010	0.59049	-137.888
2020	0.59049	-135.477
2030	0.59049	-137.617
2040	0.59049	-133.651
2050	0.59049	-134.939
2060	0.59049	-132.226
2070	0.59049	-133.191
2080	0.59049	-141.057
2090	0.59049	-133.614
2100	0.59049	-132.237
2110	0.59049	-132.34
2120	0.59049	-133.839
2130	0.59049	-136.389
2140	0.59049	-137.124
2150	0.59049	-135.758
2160	0.59049	-139.594
2170	0.59049	-136.902
2180	0.59049	-135.508
2190	0.59049	-135.261
2200	0.59049	-136.472
2210	0.59049	-138.709
2220	0.59049	-139.321
2230	0.59049	-141.395
2240	0.59049	-136.927
2250	0.59049	-138.273
2260	0.59049	-138.972
2270	0.59049	-139.91
2280	0.59049	-137.186
2290	0.59049	-136.602
2300	0.59049	-139.848
2310	0.59049	-140.102
2320	0.59049	-138.293
2330	0.59049	-138.763
2340	0.59049	-137.871
2350	0.59049	-136.715
2360	0.59049	-138.348
2370	0.59049	-138.215
2380	0.59049	-137.156
2390	0.59049	-140.753
2400	0.59049	-135.285
2410	0.59049	-135.059
2420	0.59049	-140.32
2430	0.59049	-138.154
2440	0.59049	-138.416
2450	0.59049	-141.065
2460	0.59049	-133.384
2470	0.59049	-140.132
2480	0.59049	-136.433
2490	0.59049	-134.356
2500	0.59049	-136.082
2510	0.59049	-141.747
2520	0.59049	-137.654
2530	0.59049	-136.023
2540	0.59049	-134.854
2550	0.59049	-141.862
2560	0.59049	-137.522
2570	0.59049	-135.27
2580	0.59049	-138.786
2590	0.59049	-139.304
2600	0.59049	-137.623
2610	0.59049	-134.306
2620	0.59049	-143.933
2630	0.59049	-147.011
2640	0.59049	-137.827
2650	0.59049	-137.993
2660	0.59049	-134.88
2670	0.59049	-139.53
2680	0.59049	-135.234
2690	0.59049	-148.703
2700	0.59049	-136.277
2710	0.59049	-137.381
2720	0.59049	-137.203
2730	0.59049	-138.734
2740	0.59049	-139.843
2750	0.59049	-134.876
2760	0.59049	-137.296
2770	0.59049	-137.89
2780	0.59049	-136.72
2790	0.59049	-138.562
2800	0.59049	-136.455
2810	0.59049	-137.357
2820	0.59049	-136.208
2830	0.59049	-138.955
2840	0.59049	-137.775
2850	0.59049	-138.026
2860	0.59049	-135.931
2870	0.59049	-135.712
2880	0.59049	-137.812
2890	0.59049	-137.349
2900	0.59049	-137.64
2910	0.59049	-138.241
2920	0.59049	-137.215
2930	0.59049	-140.269
2940	0.59049	-141.779
2950	0.59049	-135.288
2960	0.59049	-137.036
2970	0.59049	-138.035
2980	0.59049	-135.845
2990	0.59049	-143.15
3000	0.59049	-139.878
3010	0.59049	-140.046
3020	0.59049	-137.922
3030	0.59049	-139.467
3040	0.59049	-136.009
3050	0.59049	-134.506
3060	0.59049	-140.726
3070	0.59049	-140.712
3080	0.59049	-140.595
3090	0.59049	-135.372
3100	0.59049	-138.224
3110	0.59049	-141.397
3120	0.59049	-144.068
3130	0.59049	-137.086
3140	0.59049	-136.359
3150	0.59049	-134.237
3160	0.59049	-137.131
3170	0.59049	-137.861
3180	0.59049	-138.624
3190	0.59049	-140.503
3200	0.59049	-136.993
3210	0.59049	-139.642
3220	0.59049	-137.149
3230	0.59049	-137.779
3240	0.59049	-140.189
3250	0.59049	-136.37
3260	0.59049	-136.094
3270	0.59049	-137.878
3280	0.59049	-144.203
3290	0.59049	-136.843
3300	0.59049	-138.236
3310	0.59049	-137.73
3320	0.59049	-136.237
3330	0.59049	-136.101
3340	0.59049	-135.904
3350	0.59049	-137.149
3360	0.59049	-138.142
3370	0.59049	-135.807
3380	0.59049	-137.56
3390	0.59049	-135.032
3400	0.59049	-139.478
3410	0.59049	-135.315
3420	0.59049	-137.586
3430	0.59049	-138.445
3440	0.59049	-136.129
3450	0.59049	-144.652
3460	0.59049	-139.975
3470	0.59049	-142.812
3480	0.59049	-136.362
3490	0.59049	-135.664
3500	0.59049	-137.58
3510	0.59049	-137.306
3520	0.59049	-139.454
3530	0.59049	-138.047
3540	0.59049	-139.391
3550	0.59049	-139.962
3560	0.59049	-137.322
3570	0.59049	-137.107
3580	0.59049	-137.605
3590	0.59049	-135.91
3600	0.59049	-137.878
3610	0.59049	-136.914
3620	0.59049	-136.587
3630	0.59049	-138.868
3640	0.59049	-137.252
3650	0.59049	-141.383
3660	0.59049	-139.639
3670	0.59049	-135.847
3680	0.59049	-135.729
3690	0.59049	-137.95
3700	0.59049	-136.876
3710	0.59049	-139.5
3720	0.59049	-139.827
3730	0.59049	-140.298
3740	0.59049	-142.852
3750	0.59049	-134.764
3760	0.59049	-146.157
3770	0.59049	-139.098
3780	0.59049	-138.445
3790	0.59049	-136.486
3800	0.59049	-137.703
3810	0.59049	-140.981
3820	0.59049	-139.473
3830	0.59049	-138.037
3840	0.59049	-135.29
3850	0.59049	-137.515
3860	0.59049	-139.024
3870	0.59049	-152.337
3880	0.59049	-141.122
3890	0.59049	-139.591
3900	0.59049	-138.482
3910	0.59049	-136.362
3920	0.59049	-138.323
3930	0.59049	-136.047
3940	0.59049	-135.814
3950	0.59049	-138.615
3960	0.59049	-136.498
3970	0.59049	-137.875
3980	0.59049	-138.689
3990	0.59049	-135.635
4000	0.59049	-140.46
4010	0.59049	-135.292
4020	0.59049	-135.62
4030	0.59049	-135.334
4040	0.59049	-136.428
4050	0.59049	-137.426
4060	0.59049	-135.918
4070	0.59049	-139.5
4080	0.59049	-138.287
4090	0.59049	-134.725
4100	0.59049	-136.933
4110	0.59049	-135.63
4120	0.59049	-135.64
4130	0.59049	-136.055
4140	0.59049	-135.842
4150	0.59049	-139.818
4160	0.59049	-136.219
4170	0.59049	-136.826
4180	0.59049	-137.161
4190	0.59049	-135.281
4200	0.59049	-140.339
4210	0.59049	-140.153
4220	0.59049	-136.733
4230	0.59049	-137.04
4240	0.59049	-138.392
4250	0.59049	-136.299
4260	0.59049	-137.48
4270	0.59049	-136.007
4280	0.59049	-143.982
4290	0.59049	-137.48
4300	0.59049	-135.687
4310	0.59049	-135.544
4320	0.59049	-137.448
4330	0.59049	-144.553
4340	0.59049	-134.625
4350	0.59049	-146.194
4360	0.59049	-141.634
4370	0.59049	-136.118
4380	0.59049	-135.512
4390	0.59049	-137.027
4400	0.59049	-136.032
4410	0.59049	-138.109
4420	0.59049	-136.895
4430	0.59049	-144.375
4440	0.59049	-135.984
4450	0.59049	-137.351
4460	0.59049	-141.903
4470	0.59049	-141.31
4480	0.59049	-137.58
4490	0.59049	-136.745
4500	0.59049	-139.472
4510	0.59049	-139.143
4520	0.59049	-138.084
4530	0.59049	-138.321
4540	0.59049	-138.387
4550	0.59049	-143.932
4560	0.59049	-137.086
4570	0.59049	-140.376
4580	0.59049	-144.773
4590	0.59049	-139.894
4600	0.59049	-138.929
4610	0.59049	-138.136
4620	0.59049	-133.925
4630	0.59049	-136.439
4640	0.59049	-139.461
4650	0.59049	-139.228
4660	0.59049	-139.504
4670	0.59049	-136.572
4680	0.59049	-139.013
4690	0.59049	-137.039
4700	0.59049	-136.094
4710	0.59049	-135.008
4720	0.59049	-143.193
4730	0.59049	-137.015
4740	0.59049	-139.492
4750	0.59049	-139.862
4760	0.59049	-138.134
4770	0.59049	-137.464
4780	0.59049	-136.038
4790	0.59049	-136.36
4800	0.59049	-138.532
4810	0.59049	-137.776
4820	0.59049	-140.345
4830	0.59049	-133.497
4840	0.59049	-133.367
4850	0.59049	-133.358
4860	0.59049	-131.901
4870	0.59049	-136.519
4880	0.59049	-139.96
4890	0.59049	-133.682
4900	0.59049	-131.405
4910	0.59049	-135.306
4920	0.59049	-140.233
4930	0.59049	-138.826
4940	0.59049	-139.252
4950	0.59049	-135.205
4960	0.59049	-141.456
4970	0.59049	-135.434
4980	0.59049	-137.787
4990	0.59049	-136.634
5000	0.59049	-138.249
1260	0.443705	-136.501
1270	0.443705	-145.931
1280	0.443705	-135.913
1290	0.443705	-138.069
1300	0.443705	-136.627
1310	0.443705	-142.61
1320	0.443705	-136.589
1330	0.443705	-135.418
1340	0.443705	-140.218
1350	0.443705	-138.402
1360	0.443705	-137.76
1370	0.443705	-137.834
1380	0.443705	-136.657
1390	0.443705	-139.903
1400	0.443705	-135.696
1410	0.443705	-143.812
1420	0.443705	-139.134
1430	0.443705	-136.577
1440	0.443705	-134.579
1450	0.443705	-135.048
1460	0.443705	-135.043
1470	0.443705	-137.609
1480	0.443705	-137.841
1490	0.443705	-143.965
1500	0.443705	-138.867
1510	0.443705	-139.415
1520	0.443705	-138.2
1530	0.443705	-137.289
1540	0.443705	-139.278
1550	0.443705	-134.737
1560	0.443705	-140.899
1570	0.443705	-134.852
1580	0.443705	-139.717
1590	0.443705	-134.898
