state	power	likelihood
1610	0.773781	-139.003
1620	0.773781	-136.795
1630	0.773781	-138.231
1640	0.773781	-136.042
1650	0.773781	-135.704
1660	0.773781	-137.889
1670	0.773781	-135.768
1680	0.773781	-136.741
1690	0.773781	-136.466
1700	0.773781	-136.482
1710	0.773781	-136.384
1720	0.773781	-136.714
1730	0.773781	-139.403
1740	0.773781	-139.256
1750	0.773781	-134.987
1760	0.773781	-138.578
1770	0.773781	-136.182
1780	0.773781	-136.147
1790	0.773781	-136.067
1800	0.773781	-139.217
1810	0.773781	-139.152
1820	0.773781	-138.565
1830	0.773781	-135.68
1840	0.773781	-143.151
1850	0.773781	-135.396
1860	0.773781	-140.249
1870	0.773781	-135.287
1880	0.773781	-135.19
1890	0.773781	-135.629
1900	0.773781	-137.877
1910	0.773781	-136.951
1920	0.773781	-135.833
1930	0.773781	-136.238
1940	0.773781	-135.754
1950	0.773781	-136.541
1960	0.773781	-135.589
1970	0.773781	-136.979
1980	0.773781	-135.669
1990	0.773781	-142.157
2000	0.773781	-135.782
2010	0.773781	-138.067
2020	0.773781	-136.363
2030	0.773781	-142.589
2040	0.773781	-136.315
2050	0.773781	-138.777
2060	0.773781	-135.473
2070	0.773781	-139.666
2080	0.773781	-138.232
2090	0.773781	-136.329
2100	0.773781	-136.211
2110	0.773781	-135.601
2120	0.773781	-138.943
2130	0.773781	-138.504
2140	0.773781	-138.535
2150	0.773781	-134.938
2160	0.773781	-135.078
2170	0.773781	-139.005
2180	0.773781	-136.857
2190	0.773781	-137.563
2200	0.773781	-136.906
2210	0.773781	-136.193
2220	0.773781	-135.783
2230	0.773781	-137.431
2240	0.773781	-137.194
2250	0.773781	-138.545
2260	0.773781	-134.965
2270	0.773781	-136.051
2280	0.773781	-138.94
2290	0.773781	-135.409
2300	0.773781	-136.977
2310	0.773781	-138.678
2320	0.773781	-137.221
2330	0.773781	-135.511
2340	0.773781	-136.141
2350	0.773781	-136.827
2360	0.773781	-142.163
2370	0.773781	-141.506
2380	0.773781	-144.505
2390	0.773781	-135.699
2400	0.773781	-135.622
2410	0.773781	-137.224
2420	0.773781	-136.425
2430	0.773781	-138.562
2440	0.773781	-137.758
2450	0.773781	-139.655
2460	0.773781	-136.484
2470	0.773781	-135.583
2480	0.773781	-135.614
2490	0.773781	-136.275
2500	0.773781	-136.339
2510	0.773781	-139.469
2520	0.773781	-136.455
2530	0.773781	-141.708
2540	0.773781	-137.592
2550	0.773781	-137.632
2560	0.773781	-137.553
2570	0.773781	-139.757
2580	0.773781	-136.848
2590	0.773781	-137.346
2600	0.773781	-139.751
2610	0.773781	-135.709
2620	0.773781	-136.197
2630	0.773781	-138.255
2640	0.773781	-136.295
2650	0.773781	-135.91
2660	0.773781	-135.7
2670	0.773781	-135.372
2680	0.773781	-139.23
2690	0.773781	-139.273
2700	0.773781	-137.401
2710	0.773781	-136.027
2720	0.773781	-136.402
2730	0.773781	-136.342
2740	0.773781	-136.76
2750	0.773781	-136.784
2760	0.773781	-135.683
2770	0.773781	-136.032
2780	0.773781	-137.295
2790	0.773781	-138.436
2800	0.773781	-136.717
2810	0.773781	-136.862
2820	0.773781	-136.936
2830	0.773781	-136.115
2840	0.773781	-135.555
2850	0.773781	-136.014
2860	0.773781	-135.507
2870	0.773781	-135.865
2880	0.773781	-136.433
2890	0.773781	-137.538
2900	0.773781	-138.727
2910	0.773781	-135.149
2920	0.773781	-138.422
2930	0.773781	-135.754
2940	0.773781	-136.472
2950	0.773781	-136.171
2960	0.773781	-135.546
2970	0.773781	-136.081
2980	0.773781	-135.935
2990	0.773781	-136.317
3000	0.773781	-135.71
3010	0.773781	-135.499
3020	0.773781	-137.723
3030	0.773781	-134.861
3040	0.773781	-139.386
3050	0.773781	-137.199
3060	0.773781	-137.326
3070	0.773781	-143.359
3080	0.773781	-141.925
3090	0.773781	-142.3
3100	0.773781	-137.56
3110	0.773781	-137.304
3120	0.773781	-136.845
3130	0.773781	-135.308
3140	0.773781	-135.955
3150	0.773781	-136.405
3160	0.773781	-136.638
3170	0.773781	-137.677
3180	0.773781	-136.679
3190	0.773781	-137.176
3200	0.773781	-140.45
3210	0.773781	-134.949
3220	0.773781	-137.789
3230	0.773781	-136.618
3240	0.773781	-138.932
3250	0.773781	-137.746
3260	0.773781	-135.643
3270	0.773781	-137.375
3280	0.773781	-138.223
3290	0.773781	-136.097
3300	0.773781	-139.388
3310	0.773781	-136.838
3320	0.773781	-136.36
3330	0.773781	-138.271
3340	0.773781	-135.81
3350	0.773781	-137.97
3360	0.773781	-135.178
3370	0.773781	-136.237
3380	0.773781	-138.255
3390	0.773781	-135.509
3400	0.773781	-137.754
3410	0.773781	-135.754
3420	0.773781	-137.283
3430	0.773781	-140.102
3440	0.773781	-139.293
3450	0.773781	-135.668
3460	0.773781	-136.404
3470	0.773781	-137.004
3480	0.773781	-137.657
3490	0.773781	-137.376
3500	0.773781	-136.513
3510	0.773781	-135.664
3520	0.773781	-137.707
3530	0.773781	-136.032
3540	0.773781	-137.871
3550	0.773781	-138.47
3560	0.773781	-137.36
3570	0.773781	-140.124
3580	0.773781	-141.764
3590	0.773781	-136.98
3600	0.773781	-137.535
3610	0.773781	-138.547
3620	0.773781	-136.661
3630	0.773781	-137.231
3640	0.773781	-139.695
3650	0.773781	-136.717
3660	0.773781	-138.274
3670	0.773781	-136.918
3680	0.773781	-135.842
3690	0.773781	-136.52
3700	0.773781	-137.714
3710	0.773781	-134.896
3720	0.773781	-136.771
3730	0.773781	-136.73
3740	0.773781	-136.609
3750	0.773781	-135.966
3760	0.773781	-145.248
3770	0.773781	-137.104
3780	0.773781	-137.283
3790	0.773781	-142.063
3800	0.773781	-136.542
3810	0.773781	-136.608
3820	0.773781	-135.699
3830	0.773781	-136.778
3840	0.773781	-135.803
3850	0.773781	-135.985
3860	0.773781	-140.368
3870	0.773781	-139.308
3880	0.773781	-138.918
3890	0.773781	-137.062
3900	0.773781	-136.485
3910	0.773781	-135.178
3920	0.773781	-138.234
3930	0.773781	-136.604
3940	0.773781	-140.281
3950	0.773781	-139.023
3960	0.773781	-138.789
3970	0.773781	-148.602
3980	0.773781	-137.123
3990	0.773781	-138.275
4000	0.773781	-135.547
4010	0.773781	-136.499
4020	0.773781	-137.754
4030	0.773781	-140.135
4040	0.773781	-137.731
4050	0.773781	-138.713
4060	0.773781	-138.299
4070	0.773781	-137.39
4080	0.773781	-135.984
4090	0.773781	-136.899
4100	0.773781	-135.291
4110	0.773781	-136.403
4120	0.773781	-138.123
4130	0.773781	-141.699
4140	0.773781	-136.001
4150	0.773781	-137.608
4160	0.773781	-140.107
4170	0.773781	-137.418
4180	0.773781	-137.023
4190	0.773781	-136.355
4200	0.773781	-138.506
4210	0.773781	-136.847
4220	0.773781	-135.109
4230	0.773781	-140.528
4240	0.773781	-136.277
4250	0.773781	-136.516
4260	0.773781	-140.633
4270	0.773781	-135.738
4280	0.773781	-138.847
4290	0.773781	-137.929
4300	0.773781	-137.503
4310	0.773781	-136.27
4320	0.773781	-139.245
4330	0.773781	-137.002
4340	0.773781	-139.556
4350	0.773781	-135.647
4360	0.773781	-138.485
4370	0.773781	-135.037
4380	0.773781	-135.642
4390	0.773781	-139.697
4400	0.773781	-137.428
4410	0.773781	-135.31
4420	0.773781	-135.417
4430	0.773781	-138.518
4440	0.773781	-135.161
4450	0.773781	-139.085
4460	0.773781	-139.65
4470	0.773781	-139.241
4480	0.773781	-135.395
4490	0.773781	-135.928
4500	0.773781	-135.596
4510	0.773781	-135.148
4520	0.773781	-143.958
4530	0.773781	-135.629
4540	0.773781	-137.537
4550	0.773781	-136.54
4560	0.773781	-136.26
4570	0.773781	-137.115
4580	0.773781	-139.289
4590	0.773781	-138.497
4600	0.773781	-135.775
4610	0.773781	-135.61
4620	0.773781	-136.621
4630	0.773781	-138.162
4640	0.773781	-135.507
4650	0.773781	-136.524
4660	0.773781	-135.705
4670	0.773781	-136.805
4680	0.773781	-136.487
4690	0.773781	-137.648
4700	0.773781	-138.673
4710	0.773781	-136.985
4720	0.773781	-136.062
4730	0.773781	-135.603
4740	0.773781	-145.552
4750	0.773781	-136.135
4760	0.773781	-135.19
4770	0.773781	-138.836
4780	0.773781	-136.866
4790	0.773781	-137.14
4800	0.773781	-135.374
4810	0.773781	-137.054
4820	0.773781	-136.249
4830	0.773781	-135.309
4840	0.773781	-141.175
4850	0.773781	-139.408
4860	0.773781	-135.72
4870	0.773781	-140.796
4880	0.773781	-136.311
4890	0.773781	-136.171
4900	0.773781	-135.273
4910	0.773781	-135.127
4920	0.773781	-139.54
4930	0.773781	-136.769
4940	0.773781	-135.729
4950	0.773781	-136.993
4960	0.773781	-136.814
4970	0.773781	-139.506
4980	0.773781	-137.087
4990	0.773781	-136.315
5000	0.773781	-136.856
1260	0.59049	-137.767
1270	0.59049	-140.366
1280	0.59049	-136.987
1290	0.59049	-136.128
1300	0.59049	-137.967
1310	0.59049	-135.438
1320	0.59049	-139.123
1330	0.59049	-135.709
1340	0.59049	-137.862
1350	0.59049	-139.369
1360	0.59049	-136.783
1370	0.59049	-138.168
1380	0.59049	-135.953
1390	0.59049	-136.614
1400	0.59049	-137.907
1410	0.59049	-136.067
1420	0.59049	-136.478
1430	0.59049	-136.268
1440	0.59049	-139.55
1450	0.59049	-139.687
1460	0.59049	-142.189
1470	0.59049	-134.938
1480	0.59049	-135.524
1490	0.59049	-135.339
1500	0.59049	-137.026
1510	0.59049	-137.232
1520	0.59049	-137.057
1530	0.59049	-136.49
1540	0.59049	-135.41
1550	0.59049	-141.854
1560	0.59049	-137.891
1570	0.59049	-139.389
1580	0.59049	-135.649
1590	0.59049	-140.611
1600	0.59049	-139.017
1610	0.59049	-140.395
1620	0.59049	-136.735
1630	0.59049	-136.06
1640	0.59049	-136.603
1650	0.59049	-135.859
1660	0.59049	-137.921
1670	0.59049	-136.13
1680	0.59049	-135.849
1690	0.59049	-135.803
1700	0.59049	-139.491
1710	0.59049	-136.014
1720	0.59049	-139.739
1730	0.59049	-139.881
1740	0.59049	-136.321
1750	0.59049	-139.579
1760	0.59049	-136.024
1770	0.59049	-137.118
1780	0.59049	-136.738
1790	0.59049	-140.822
1800	0.59049	-141.646
1810	0.59049	-135.737
1820	0.59049	-146.337
1830	0.59049	-137.837
1840	0.59049	-136.233
1850	0.59049	-136.344
1860	0.59049	-136.419
1870	0.59049	-142.959
1880	0.59049	-135.641
1890	0.59049	-138.242
1900	0.59049	-137.064
1910	0.59049	-137.033
1920	0.59049	-136.812
1930	0.59049	-137.164
1940	0.59049	-136.111
1950	0.59049	-137.636
1960	0.59049	-138.144
1970	0.59049	-147.124
1980	0.59049	-136.412
1990	0.59049	-142.869
2000	0.59049	-142.395
2010	0.59049	-139.712
2020	0.59049	-136.141
2030	0.59049	-136.988
2040	0.59049	-140.86
2050	0.59049	-136.875
2060	0.59049	-140.215
2070	0.59049	-140.797
2080	0.59049	-138.362
2090	0.59049	-137.913
2100	0.59049	-135.903
2110	0.59049	-137.176
2120	0.59049	-139.817
2130	0.59049	-138.026
2140	0.59049	-137.771
2150	0.59049	-138.426
2160	0.59049	-137.962
2170	0.59049	-136.409
2180	0.59049	-137.088
2190	0.59049	-141.091
2200	0.59049	-136.415
2210	0.59049	-140.303
2220	0.59049	-140.729
2230	0.59049	-135.44
2240	0.59049	-136.522
2250	0.59049	-135.098
2260	0.59049	-137.912
2270	0.59049	-135.854
2280	0.59049	-136.368
2290	0.59049	-136.315
2300	0.59049	-138.355
2310	0.59049	-135.677
2320	0.59049	-135.854
2330	0.59049	-137.17
2340	0.59049	-139.306
2350	0.59049	-136.26
2360	0.59049	-138.671
2370	0.59049	-137.964
2380	0.59049	-140.01
2390	0.59049	-136.821
2400	0.59049	-135.884
2410	0.59049	-137.03
2420	0.59049	-139.14
2430	0.59049	-141.564
2440	0.59049	-141.698
2450	0.59049	-143.821
2460	0.59049	-138.371
2470	0.59049	-137.835
2480	0.59049	-137.911
2490	0.59049	-136.229
2500	0.59049	-138.211
2510	0.59049	-139.802
2520	0.59049	-136.878
2530	0.59049	-136.422
2540	0.59049	-135.121
2550	0.59049	-138.929
2560	0.59049	-137.189
2570	0.59049	-135.81
2580	0.59049	-138.671
2590	0.59049	-141.093
2600	0.59049	-137.793
2610	0.59049	-140.313
2620	0.59049	-138.454
2630	0.59049	-137.404
2640	0.59049	-135.204
2650	0.59049	-136.782
2660	0.59049	-138.775
2670	0.59049	-140.553
2680	0.59049	-135.954
2690	0.59049	-137.747
2700	0.59049	-137.064
2710	0.59049	-139.475
2720	0.59049	-137.405
2730	0.59049	-137.592
2740	0.59049	-138.703
2750	0.59049	-135.307
2760	0.59049	-135.989
2770	0.59049	-137.982
2780	0.59049	-135.741
2790	0.59049	-136.299
2800	0.59049	-135.589
2810	0.59049	-135.72
2820	0.59049	-138.944
2830	0.59049	-138.248
2840	0.59049	-138.032
2850	0.59049	-138.773
2860	0.59049	-135.605
2870	0.59049	-137.31
2880	0.59049	-141.488
2890	0.59049	-138.475
2900	0.59049	-136.222
2910	0.59049	-139.083
2920	0.59049	-137.025
2930	0.59049	-140.42
2940	0.59049	-136.228
2950	0.59049	-138.649
2960	0.59049	-136.106
2970	0.59049	-136.986
2980	0.59049	-138.093
2990	0.59049	-137.906
3000	0.59049	-136.12
3010	0.59049	-135.76
3020	0.59049	-138.563
3030	0.59049	-136.002
3040	0.59049	-136.655
3050	0.59049	-135.312
3060	0.59049	-136.148
3070	0.59049	-136.244
3080	0.59049	-138.287
3090	0.59049	-140.046
3100	0.59049	-142.921
3110	0.59049	-136.853
3120	0.59049	-135.819
3130	0.59049	-135.629
3140	0.59049	-137.164
3150	0.59049	-140.733
3160	0.59049	-138.564
3170	0.59049	-140.073
3180	0.59049	-139.08
3190	0.59049	-137.751
3200	0.59049	-136.118
3210	0.59049	-135.927
3220	0.59049	-137.044
3230	0.59049	-136.453
3240	0.59049	-138.267
3250	0.59049	-136.259
3260	0.59049	-135.372
3270	0.59049	-141.162
3280	0.59049	-135.609
3290	0.59049	-139.294
3300	0.59049	-140.406
3310	0.59049	-138.594
3320	0.59049	-135.752
3330	0.59049	-135.702
3340	0.59049	-137.299
3350	0.59049	-142.631
3360	0.59049	-137.855
3370	0.59049	-139.184
3380	0.59049	-140.052
3390	0.59049	-135.168
3400	0.59049	-141.675
3410	0.59049	-135.666
3420	0.59049	-139.827
3430	0.59049	-135.66
3440	0.59049	-138.634
3450	0.59049	-136.171
3460	0.59049	-138.979
3470	0.59049	-140.443
3480	0.59049	-136.474
3490	0.59049	-136.35
3500	0.59049	-139.636
3510	0.59049	-136.525
3520	0.59049	-136.29
3530	0.59049	-135.685
3540	0.59049	-136.197
3550	0.59049	-135.758
3560	0.59049	-136.927
3570	0.59049	-137.751
3580	0.59049	-135.616
3590	0.59049	-137.899
3600	0.59049	-141.926
3610	0.59049	-138.549
3620	0.59049	-136.273
3630	0.59049	-134.716
3640	0.59049	-136.599
3650	0.59049	-136.787
3660	0.59049	-140.957
3670	0.59049	-136.145
3680	0.59049	-139.625
3690	0.59049	-143.045
3700	0.59049	-138.68
3710	0.59049	-137.058
3720	0.59049	-137.874
3730	0.59049	-138.435
3740	0.59049	-135.427
3750	0.59049	-137.456
3760	0.59049	-137.565
3770	0.59049	-135.764
3780	0.59049	-141.414
3790	0.59049	-135.133
3800	0.59049	-142.217
3810	0.59049	-137.456
3820	0.59049	-138.394
3830	0.59049	-138.35
3840	0.59049	-136.09
3850	0.59049	-144.359
3860	0.59049	-137.585
3870	0.59049	-135.851
3880	0.59049	-136.864
3890	0.59049	-139.828
3900	0.59049	-138.174
3910	0.59049	-137.174
3920	0.59049	-142.405
3930	0.59049	-139.817
3940	0.59049	-136.427
3950	0.59049	-139.516
3960	0.59049	-139.411
3970	0.59049	-135.969
3980	0.59049	-137.073
3990	0.59049	-138.493
4000	0.59049	-141.782
4010	0.59049	-136.845
4020	0.59049	-137.959
4030	0.59049	-135.65
4040	0.59049	-136.974
4050	0.59049	-138.36
4060	0.59049	-136.06
4070	0.59049	-137.682
4080	0.59049	-141.701
4090	0.59049	-138.923
4100	0.59049	-137.273
4110	0.59049	-136.442
4120	0.59049	-135.386
4130	0.59049	-136.971
4140	0.59049	-136.615
4150	0.59049	-136.388
4160	0.59049	-139.722
4170	0.59049	-139.493
4180	0.59049	-137.812
4190	0.59049	-135.325
4200	0.59049	-140.593
4210	0.59049	-136.268
4220	0.59049	-139.855
4230	0.59049	-139.741
4240	0.59049	-135.088
4250	0.59049	-135.791
4260	0.59049	-135.621
4270	0.59049	-136.799
4280	0.59049	-139.918
4290	0.59049	-136.682
4300	0.59049	-136.501
4310	0.59049	-137.394
4320	0.59049	-138.624
4330	0.59049	-140.007
4340	0.59049	-140.844
4350	0.59049	-137.328
4360	0.59049	-135.864
4370	0.59049	-138.508
4380	0.59049	-138.886
4390	0.59049	-138.642
4400	0.59049	-135.868
4410	0.59049	-139.371
4420	0.59049	-139.47
4430	0.59049	-139.936
4440	0.59049	-135.396
4450	0.59049	-141.098
4460	0.59049	-137.323
4470	0.59049	-139.323
4480	0.59049	-137.55
4490	0.59049	-138.397
4500	0.59049	-137.039
4510	0.59049	-138.626
4520	0.59049	-136.936
4530	0.59049	-137.026
4540	0.59049	-134.929
4550	0.59049	-136.084
4560	0.59049	-141.597
4570	0.59049	-135.791
4580	0.59049	-138.221
4590	0.59049	-136.782
4600	0.59049	-137.811
4610	0.59049	-137.934
4620	0.59049	-136.11
4630	0.59049	-138.433
4640	0.59049	-142.057
4650	0.59049	-143.302
4660	0.59049	-137.082
4670	0.59049	-136.869
4680	0.59049	-136.856
4690	0.59049	-141.096
4700	0.59049	-137.766
4710	0.59049	-136.453
4720	0.59049	-138.372
4730	0.59049	-136.57
4740	0.59049	-140.248
4750	0.59049	-136.074
4760	0.59049	-137.285
4770	0.59049	-138.63
4780	0.59049	-137.439
4790	0.59049	-141.009
4800	0.59049	-137.877
4810	0.59049	-136.728
4820	0.59049	-135.947
4830	0.59049	-136.897
4840	0.59049	-137.958
4850	0.59049	-137.973
4860	0.59049	-139.772
4870	0.59049	-137.868
4880	0.59049	-136.039
4890	0.59049	-135.924
4900	0.59049	-136.883
4910	0.59049	-139.361
4920	0.59049	-139.668
4930	0.59049	-135.901
4940	0.59049	-136.882
4950	0.59049	-135.69
4960	0.59049	-142.003
4970	0.59049	-138.162
4980	0.59049	-141.92
4990	0.59049	-135.701
5000	0.59049	-137.658
1260	0.443705	-136.388
1270	0.443705	-141.67
1280	0.443705	-137.115
1290	0.443705	-143.271
1300	0.443705	-136.378
1310	0.443705	-137.406
1320	0.443705	-137.625
1330	0.443705	-138.33
1340	0.443705	-136.17
1350	0.443705	-139.69
1360	0.443705	-136.972
1370	0.443705	-135.812
1380	0.443705	-138.523
1390	0.443705	-138.69
1400	0.443705	-144.836
1410	0.443705	-136.3
1420	0.443705	-139.029
1430	0.443705	-138.534
1440	0.443705	-136.413
1450	0.443705	-139.296
1460	0.443705	-136.232
1470	0.443705	-138.365
1480	0.443705	-139.824
1490	0.443705	-135.168
1500	0.443705	-139.549
1510	0.443705	-138.222
1520	0.443705	-135.553
1530	0.443705	-138.34
1540	0.443705	-136.359
1550	0.443705	-143.732
1560	0.443705	-139.84
1570	0.443705	-143.238
1580	0.443705	-141.337
1590	0.443705	-135.999
1600	0.443705	-137.522
1610	0.443705	-137.201
1620	0.443705	-143.504
