Iteration	Replicate_ID	Posterior	Likelihood	Prior	birth_rate
2535	1	-108.7702	-104.165	-4.60517	0.1024798
2536	0	-108.5429	-103.9377	-4.60517	0.0900835
2537	1	-108.6613	-104.0561	-4.60517	0.09867008
2538	0	-108.9852	-104.3801	-4.60517	0.0724543
2539	1	-108.7119	-104.1067	-4.60517	0.1005823
2540	0	-108.6264	-104.0212	-4.60517	0.09711823
2541	1	-108.5904	-103.9852	-4.60517	0.09514955
2542	0	-108.5447	-103.9395	-4.60517	0.09061777
2543	1	-109.7468	-105.1417	-4.60517	0.06280216
2544	0	-109.3127	-104.7075	-4.60517	0.114572
2545	1	-109.4607	-104.8555	-4.60517	0.06581507
2546	0	-109.1327	-104.5275	-4.60517	0.1111837
2547	1	-108.9107	-104.3056	-4.60517	0.07383131
2548	0	-110.2344	-105.6293	-4.60517	0.1282908
2549	1	-109.2283	-104.6232	-4.60517	0.1130316
2550	0	-108.79	-104.1848	-4.60517	0.1030733
2551	1	-108.5736	-103.9684	-4.60517	0.09398255
2552	0	-108.5421	-103.9369	-4.60517	0.08856546
2553	1	-109.1037	-104.4985	-4.60517	0.07051375
2554	0	-108.6105	-104.0053	-4.60517	0.0963121
2555	1	-108.5477	-103.9425	-4.60517	0.0912231
2556	0	-109.099	-104.4938	-4.60517	0.07058669
2557	1	-108.6751	-104.07	-4.60517	0.07970864
2558	0	-109.5519	-104.9468	-4.60517	0.0647991
2559	1	-108.633	-104.0278	-4.60517	0.09743403
2560	0	-108.9149	-104.3097	-4.60517	0.07375047
2561	1	-108.5663	-103.9611	-4.60517	0.08499839
2562	0	-108.5774	-103.9722	-4.60517	0.09426604
2563	1	-109.6297	-105.0245	-4.60517	0.1198076
2564	0	-108.5417	-103.9365	-4.60517	0.08890111
2565	1	-109.3926	-104.7875	-4.60517	0.06661377
2566	0	-110.7884	-106.1833	-4.60517	0.05462337
2567	1	-109.2142	-104.609	-4.60517	0.06890796
2568	0	-108.7577	-104.1526	-4.60517	0.07725864
2569	1	-108.7232	-104.118	-4.60517	0.07820898
2570	0	-108.6379	-104.0328	-4.60517	0.09766076
2571	1	-108.9901	-104.3849	-4.60517	0.1081658
2572	0	-108.7286	-104.1234	-4.60517	0.1011526
2573	1	-108.5503	-103.9451	-4.60517	0.09163282
2574	0	-108.9605	-104.3553	-4.60517	0.1074888
2575	1	-108.5959	-103.9907	-4.60517	0.08304613
2576	0	-108.93	-104.3249	-4.60517	0.1067701
2577	1	-111.1236	-106.5184	-4.60517	0.0525494
2578	0	-109.4392	-104.834	-4.60517	0.1167528
2579	1	-108.5544	-103.9492	-4.60517	0.09217783
2580	0	-109.3306	-104.7254	-4.60517	0.0673757
2581	1	-109.2066	-104.6014	-4.60517	0.06901364
2582	0	-108.6617	-104.0565	-4.60517	0.08017849
2583	1	-108.5563	-103.9511	-4.60517	0.09239813
2584	0	-108.7223	-104.1171	-4.60517	0.07823386
2585	1	-108.9832	-104.378	-4.60517	0.1080098
2586	0	-109.4164	-104.8112	-4.60517	0.1163695
2587	1	-111.5752	-106.9701	-4.60517	0.1436308
2588	0	-108.542	-103.9368	-4.60517	0.08861662
2589	1	-108.7678	-104.1627	-4.60517	0.1024085
2590	0	-108.6954	-104.0902	-4.60517	0.07904636
2591	1	-109.7609	-105.1558	-4.60517	0.1217846
2592	0	-109.292	-104.6868	-4.60517	0.1142007
2593	1	-109.2553	-104.6502	-4.60517	0.1135332
2594	0	-108.6989	-104.0937	-4.60517	0.1001201
2595	1	-108.6784	-104.0732	-4.60517	0.07959976
2596	0	-108.5517	-103.9466	-4.60517	0.0918362
2597	1	-108.6085	-104.0034	-4.60517	0.08239169
2598	0	-108.8826	-104.2775	-4.60517	0.07439052
2599	1	-109.6138	-105.0086	-4.60517	0.1195613
2600	0	-109.6882	-105.083	-4.60517	0.1207001
2601	1	-108.7069	-104.1018	-4.60517	0.1004087
2602	0	-108.6738	-104.0686	-4.60517	0.09917306
2603	1	-108.5747	-103.9696	-4.60517	0.09406971
2604	0	-109.4004	-104.7953	-4.60517	0.06652054
2605	1	-108.6305	-104.0254	-4.60517	0.09731705
2606	0	-109.2802	-104.675	-4.60517	0.0680217
2607	1	-108.7637	-104.1585	-4.60517	0.07710329
2608	0	-109.3916	-104.7865	-4.60517	0.1159493
2609	1	-108.5493	-103.9441	-4.60517	0.08681782
2610	0	-108.9959	-104.3908	-4.60517	0.1082972
2611	1	-108.6438	-104.0387	-4.60517	0.09792696
2612	0	-109.1132	-104.5081	-4.60517	0.07036819
2613	1	-108.9291	-104.3239	-4.60517	0.1067468
2614	0	-109.3534	-104.7482	-4.60517	0.06709188
2615	1	-108.788	-104.1828	-4.60517	0.1030156
2616	0	-108.7063	-104.1011	-4.60517	0.07870748
2617	1	-109.0679	-104.4627	-4.60517	0.07107347
2618	0	-108.6783	-104.0731	-4.60517	0.0796022
2619	1	-108.5524	-103.9472	-4.60517	0.08638909
2620	0	-108.9078	-104.3026	-4.60517	0.0738892
2621	1	-108.5734	-103.9682	-4.60517	0.09396586
2622	0	-109.4044	-104.7992	-4.60517	0.1161668
2623	1	-108.9534	-104.3483	-4.60517	0.07302454
2624	0	-109.1477	-104.5425	-4.60517	0.1114819
2625	1	-111.2599	-106.6547	-4.60517	0.05175893
2626	0	-109.3535	-104.7483	-4.60517	0.1152902
2627	1	-109.8642	-105.2591	-4.60517	0.1232805
2628	0	-108.5644	-103.9592	-4.60517	0.0851591
2629	1	-109.1805	-104.5753	-4.60517	0.06937997
2630	0	-109.8863	-105.2811	-4.60517	0.1235933
2631	1	-108.7002	-104.095	-4.60517	0.07889458
2632	0	-108.6316	-104.0265	-4.60517	0.08134511
2633	1	-110.8636	-106.2584	-4.60517	0.1359083
2634	0	-109.0786	-104.4735	-4.60517	0.1100818
2635	1	-108.5572	-103.952	-4.60517	0.08583846
2636	0	-108.5951	-103.9899	-4.60517	0.09543747
2637	1	-108.5564	-103.9512	-4.60517	0.09241112
2638	0	-108.759	-104.1539	-4.60517	0.1021369
2639	1	-110.4264	-105.8212	-4.60517	0.05711369
2640	0	-108.5624	-103.9572	-4.60517	0.08533366
2641	1	-109.1965	-104.5913	-4.60517	0.1124296
2642	0	-108.66	-104.0548	-4.60517	0.08024131
2643	1	-108.9533	-104.3482	-4.60517	0.1073225
2644	0	-109.5357	-104.9305	-4.60517	0.06497558
2645	1	-108.6484	-104.0432	-4.60517	0.08067441
2646	0	-108.5751	-103.9699	-4.60517	0.09409588
2647	1	-108.6449	-104.0397	-4.60517	0.09797131
2648	0	-108.8927	-104.2875	-4.60517	0.1058524
2649	1	-108.58	-103.9748	-4.60517	0.09445701
2650	0	-108.5434	-103.9383	-4.60517	0.0879992
2651	1	-109.6743	-105.0692	-4.60517	0.1204908
2652	0	-108.5687	-103.9636	-4.60517	0.08480094
2653	1	-108.5419	-103.9367	-4.60517	0.08953943
2654	0	-110.1402	-105.5351	-4.60517	0.1270613
2655	1	-109.1169	-104.5118	-4.60517	0.1108672
2656	0	-111.1983	-106.5931	-4.60517	0.05211293
2657	1	-108.556	-103.9509	-4.60517	0.08596239
2658	0	-108.8206	-104.2154	-4.60517	0.07572598
2659	1	-108.546	-103.9408	-4.60517	0.08737652
2660	0	-109.6949	-105.0898	-4.60517	0.1208022
2661	1	-108.8394	-104.2343	-4.60517	0.0753044
2662	0	-108.7663	-104.1611	-4.60517	0.07703711
2663	1	-110.8856	-106.2804	-4.60517	0.05400185
2664	0	-108.672	-104.0668	-4.60517	0.07981695
2665	1	-108.6807	-104.0755	-4.60517	0.07952267
2666	0	-108.5584	-103.9532	-4.60517	0.09262771
2667	1	-108.543	-103.9379	-4.60517	0.09012837
2668	0	-108.8544	-104.2492	-4.60517	0.07498035
2669	1	-108.747	-104.1419	-4.60517	0.1017569
2670	0	-108.9221	-104.3169	-4.60517	0.1065778
2671	1	-108.7193	-104.1141	-4.60517	0.100838
2672	0	-108.7997	-104.1945	-4.60517	0.0762127
2673	1	-108.9742	-104.3691	-4.60517	0.1078062
2674	0	-109.0293	-104.4242	-4.60517	0.07170086
2675	1	-108.5501	-103.9449	-4.60517	0.09160417
2676	0	-108.7017	-104.0965	-4.60517	0.0788498
2677	1	-109.3131	-104.7079	-4.60517	0.06759711
2678	0	-108.5573	-103.9522	-4.60517	0.09251278
2679	1	-108.5454	-103.9402	-4.60517	0.09077652
2680	0	-109.0326	-104.4274	-4.60517	0.1091045
2681	1	-108.6022	-103.997	-4.60517	0.08271234
2682	0	-108.5992	-103.994	-4.60517	0.0956794
2683	1	-109.6921	-105.087	-4.60517	0.12076
2684	0	-108.5417	-103.9365	-4.60517	0.08901542
2685	1	-108.7584	-104.1532	-4.60517	0.1021161
2686	0	-108.6455	-104.0403	-4.60517	0.08078493
2687	1	-108.5918	-103.9866	-4.60517	0.08327536
2688	0	-108.7007	-104.0956	-4.60517	0.07887805
2689	1	-108.7337	-104.1285	-4.60517	0.1013222
2690	0	-109.2276	-104.6224	-4.60517	0.1130181
2691	1	-108.5429	-103.9378	-4.60517	0.08817275
2692	0	-109.1713	-104.5661	-4.60517	0.1119436
2693	1	-108.5632	-103.958	-4.60517	0.09310508
2694	0	-108.772	-104.1668	-4.60517	0.1025364
2695	1	-108.6963	-104.0911	-4.60517	0.1000268
2696	0	-108.5739	-103.9687	-4.60517	0.09400399
2697	1	-109.5797	-104.9745	-4.60517	0.1190292
2698	0	-108.7978	-104.1926	-4.60517	0.1033007
2699	1	-109.0206	-104.4154	-4.60517	0.1088435
2700	0	-108.6623	-104.0572	-4.60517	0.09871392
2701	1	-108.737	-104.1319	-4.60517	0.07781624
2702	0	-108.545	-103.9398	-4.60517	0.09068367
2703	1	-109.7486	-105.1435	-4.60517	0.1216033
2704	0	-109.0949	-104.4897	-4.60517	0.07064923
2705	1	-108.6085	-104.0033	-4.60517	0.09620278
2706	0	-109.6055	-105.0004	-4.60517	0.1194333
2707	1	-108.7183	-104.1131	-4.60517	0.1008054
2708	0	-108.5944	-103.9892	-4.60517	0.09539699
2709	1	-108.5897	-103.9845	-4.60517	0.08339743
2710	0	-108.8524	-104.2473	-4.60517	0.104814
2711	1	-109.0682	-104.463	-4.60517	0.1098629
2712	0	-109.2103	-104.6051	-4.60517	0.06896232
2713	1	-108.6022	-103.997	-4.60517	0.08271098
2714	0	-108.9141	-104.3089	-4.60517	0.07376538
2715	1	-110.0242	-105.419	-4.60517	0.125506
2716	0	-108.621	-104.0158	-4.60517	0.09685282
2717	1	-108.6608	-104.0556	-4.60517	0.09865172
2718	0	-108.8047	-104.1995	-4.60517	0.1034998
2719	1	-109.5344	-104.9293	-4.60517	0.1183108
2720	0	-108.5461	-103.9409	-4.60517	0.09091355
2721	1	-112.5899	-107.9847	-4.60517	0.04522931
2722	0	-108.5723	-103.9671	-4.60517	0.09388157
2723	1	-108.5631	-103.9579	-4.60517	0.08527067
2724	0	-108.613	-104.0079	-4.60517	0.09644672
2725	1	-108.5418	-103.9366	-4.60517	0.0888273
2726	0	-109.8062	-105.201	-4.60517	0.1224461
2727	1	-108.5515	-103.9463	-4.60517	0.08650783
2728	0	-109.4526	-104.8474	-4.60517	0.06590815
2729	1	-108.6798	-104.0746	-4.60517	0.09940726
2730	0	-108.588	-103.9828	-4.60517	0.08349846
2731	1	-109.1951	-104.59	-4.60517	0.06917304
2732	0	-108.8065	-104.2014	-4.60517	0.1035527
2733	1	-108.8796	-104.2744	-4.60517	0.1055202
2734	0	-109.2404	-104.6352	-4.60517	0.1132561
2735	1	-108.5448	-103.9396	-4.60517	0.08764297
2736	0	-110.099	-105.4938	-4.60517	0.126514
2737	1	-109.0337	-104.4285	-4.60517	0.07162822
2738	0	-108.7895	-104.1843	-4.60517	0.1030597
2739	1	-111.6546	-107.0494	-4.60517	0.1444476
2740	0	-110.0646	-105.4595	-4.60517	0.1260534
2741	1	-108.7146	-104.1094	-4.60517	0.100677
2742	0	-108.6087	-104.0036	-4.60517	0.08238147
2743	1	-108.7903	-104.1851	-4.60517	0.1030822
2744	0	-108.8195	-104.2143	-4.60517	0.07575178
2745	1	-109.318	-104.7128	-4.60517	0.1146654
2746	0	-108.6014	-103.9962	-4.60517	0.08275261
2747	1	-109.6781	-105.0729	-4.60517	0.1205481
2748	0	-108.672	-104.0669	-4.60517	0.07981526
2749	1	-108.9441	-104.3389	-4.60517	0.1071052
2750	0	-108.5642	-103.959	-4.60517	0.09319667
2751	1	-108.9604	-104.3553	-4.60517	0.1074878
2752	0	-108.5966	-103.9914	-4.60517	0.08300655
2753	1	-108.5419	-103.9367	-4.60517	0.08952556
2754	0	-109.3098	-104.7046	-4.60517	0.1145196
2755	1	-108.952	-104.3468	-4.60517	0.07305055
2756	0	-108.5515	-103.9463	-4.60517	0.09180278
2757	1	-108.6563	-104.0511	-4.60517	0.08037627
2758	0	-109.4033	-104.7981	-4.60517	0.1161474
2759	1	-109.9154	-105.3103	-4.60517	0.1240041
2760	0	-108.8381	-104.233	-4.60517	0.07533284
2761	1	-109.6702	-105.0651	-4.60517	0.1204287
2762	0	-110.1116	-105.5065	-4.60517	0.05954953
2763	1	-108.827	-104.2219	-4.60517	0.1041271
2764	0	-109.0219	-104.4167	-4.60517	0.07182505
2765	1	-109.4811	-104.876	-4.60517	0.06558234
2766	0	-111.4426	-106.8374	-4.60517	0.142247
2767	1	-109.4038	-104.7986	-4.60517	0.1161559
2768	0	-108.8448	-104.2396	-4.60517	0.1046094
2769	1	-110.1648	-105.5596	-4.60517	0.05911715
2770	0	-109.6113	-105.0061	-4.60517	0.1195229
2771	1	-111.3734	-106.7683	-4.60517	0.1415163
2772	0	-109.2642	-104.659	-4.60517	0.113696
2773	1	-111.5089	-106.9037	-4.60517	0.1429414
2774	0	-109.2685	-104.6633	-4.60517	0.06817558
2775	1	-108.5451	-103.9399	-4.60517	0.08757172
2776	0	-108.7022	-104.097	-4.60517	0.07883375
2777	1	-108.5475	-103.9423	-4.60517	0.09118991
2778	0	-109.3387	-104.7336	-4.60517	0.0672738
2779	1	-108.701	-104.0958	-4.60517	0.07887142
2780	0	-111.1747	-106.5695	-4.60517	0.1393794
2781	1	-108.5967	-103.9915	-4.60517	0.08300257
2782	0	-108.5434	-103.9383	-4.60517	0.08800545
2783	1	-108.5585	-103.9533	-4.60517	0.09263701
2784	0	-108.5522	-103.947	-4.60517	0.09190063
2785	1	-109.0985	-104.4933	-4.60517	0.07059352
2786	0	-108.9367	-104.3316	-4.60517	0.07333398
2787	1	-108.6849	-104.0797	-4.60517	0.07938424
2788	0	-108.5531	-103.948	-4.60517	0.09201958
2789	1	-109.3667	-104.7616	-4.60517	0.0669278
2790	0	-108.6843	-104.0791	-4.60517	0.09957813
2791	1	-108.838	-104.2328	-4.60517	0.1044273
2792	0	-109.0092	-104.4041	-4.60517	0.1085937
2793	1	-108.6227	-104.0175	-4.60517	0.09693697
2794	0	-109.1509	-104.5457	-4.60517	0.06980758
2795	1	-108.7721	-104.1669	-4.60517	0.07688901
2796	0	-108.5775	-103.9723	-4.60517	0.08416571
2797	1	-111.7078	-107.1026	-4.60517	0.04934321
2798	0	-108.6933	-104.0881	-4.60517	0.07911313
2799	1	-108.5508	-103.9456	-4.60517	0.09170986
2800	0	-108.7373	-104.1322	-4.60517	0.1014431
2801	1	-109.3926	-104.7874	-4.60517	0.1159654
2802	0	-109.2726	-104.6675	-4.60517	0.11385
2803	1	-109.7864	-105.1813	-4.60517	0.1221588
2804	0	-108.5628	-103.9576	-4.60517	0.08529736
2805	1	-108.6538	-104.0486	-4.60517	0.08046939
2806	0	-108.723	-104.1178	-4.60517	0.1009653
2807	1	-109.2557	-104.6505	-4.60517	0.1135394
2808	0	-108.5679	-103.9628	-4.60517	0.0848643
2809	1	-108.9943	-104.3891	-4.60517	0.1082611
2810	0	-109.5055	-104.9003	-4.60517	0.1178445
2811	1	-108.6306	-104.0254	-4.60517	0.08138852
2812	0	-109.2109	-104.6057	-4.60517	0.06895357
2813	1	-108.6578	-104.0526	-4.60517	0.09852531
2814	0	-108.5661	-103.9609	-4.60517	0.08501412
2815	1	-108.7832	-104.178	-4.60517	0.1028715
2816	0	-108.6821	-104.077	-4.60517	0.07947405
2817	1	-110.4792	-105.874	-4.60517	0.1313659
2818	0	-108.5579	-103.9527	-4.60517	0.08576722
2819	1	-108.5849	-103.9798	-4.60517	0.08368269
2820	0	-108.5666	-103.9615	-4.60517	0.08497052
2821	1	-108.907	-104.3018	-4.60517	0.1062086
2822	0	-108.6617	-104.0565	-4.60517	0.08017945
2823	1	-109.3712	-104.7661	-4.60517	0.1155986
2824	0	-108.5872	-103.9821	-4.60517	0.08354284
2825	1	-108.5422	-103.937	-4.60517	0.08977193
2826	0	-108.8161	-104.2109	-4.60517	0.07582855
2827	1	-108.5423	-103.9372	-4.60517	0.08842401
2828	0	-108.7923	-104.1872	-4.60517	0.07638834
2829	1	-108.6017	-103.9965	-4.60517	0.08273675
2830	0	-109.6866	-105.0814	-4.60517	0.1206764
2831	1	-108.8495	-104.2443	-4.60517	0.07508564
2832	0	-108.7173	-104.1121	-4.60517	0.1007708
2833	1	-108.5764	-103.9712	-4.60517	0.0842368
2834	0	-108.7496	-104.1444	-4.60517	0.07747516
2835	1	-109.3751	-104.7699	-4.60517	0.06682587
2836	0	-109.0996	-104.4945	-4.60517	0.07057629
2837	1	-109.4397	-104.8345	-4.60517	0.06605791
2838	0	-110.2011	-105.5959	-4.60517	0.127859
2839	1	-109.1075	-104.5023	-4.60517	0.0704564
2840	0	-108.7543	-104.1491	-4.60517	0.07735058
2841	1	-108.8211	-104.2159	-4.60517	0.1039618
2842	0	-108.6509	-104.0457	-4.60517	0.08057891
2843	1	-108.5465	-103.9413	-4.60517	0.09100354
2844	0	-109.1986	-104.5934	-4.60517	0.1124696
2845	1	-110.3037	-105.6985	-4.60517	0.1291773
2846	0	-108.7743	-104.1691	-4.60517	0.1026053
2847	1	-108.6021	-103.997	-4.60517	0.08271305
2848	0	-110.1178	-105.5126	-4.60517	0.1267641
2849	1	-108.5919	-103.9868	-4.60517	0.08326751
2850	0	-110.3565	-105.7513	-4.60517	0.05763051
2851	1	-109.6313	-105.0261	-4.60517	0.06395973
2852	0	-108.5481	-103.943	-4.60517	0.08699192
2853	1	-108.8489	-104.2437	-4.60517	0.07509767
2854	0	-109.3788	-104.7736	-4.60517	0.115729
2855	1	-108.5425	-103.9373	-4.60517	0.08991597
2856	0	-108.5706	-103.9655	-4.60517	0.08465488
2857	1	-110.4243	-105.8191	-4.60517	0.1306901
2858	0	-108.858	-104.2528	-4.60517	0.07490329
2859	1	-109.1864	-104.5812	-4.60517	0.1122358
2860	0	-108.6248	-104.0196	-4.60517	0.09703997
2861	1	-108.5422	-103.937	-4.60517	0.08849414
2862	0	-108.8968	-104.2916	-4.60517	0.07410646
2863	1	-108.5453	-103.9401	-4.60517	0.09074608
2864	0	-109.385	-104.7798	-4.60517	0.0667058
2865	1	-108.5727	-103.9675	-4.60517	0.09391222
2866	0	-110.0639	-105.4588	-4.60517	0.1260439
2867	1	-109.3973	-104.7922	-4.60517	0.06655744
2868	0	-108.6263	-104.0211	-4.60517	0.09711468
2869	1	-108.6733	-104.0681	-4.60517	0.07977188
2870	0	-111.4618	-106.8566	-4.60517	0.1424485
2871	1	-108.7815	-104.1763	-4.60517	0.102822
2872	0	-108.9251	-104.3199	-4.60517	0.106651
2873	1	-109.193	-104.5878	-4.60517	0.06920294
2874	0	-109.6865	-105.0814	-4.60517	0.1206755
2875	1	-110.1438	-105.5386	-4.60517	0.1271079
2876	0	-110.7846	-106.1795	-4.60517	0.0546481
2877	1	-109.3161	-104.7109	-4.60517	0.06755884
2878	0	-108.5691	-103.9639	-4.60517	0.09362112
2879	1	-108.9134	-104.3083	-4.60517	0.1063677
2880	0	-108.5447	-103.9395	-4.60517	0.08766471
2881	1	-108.7294	-104.1242	-4.60517	0.1011809
2882	0	-109.2557	-104.6505	-4.60517	0.1135398
2883	1	-108.6113	-104.0061	-4.60517	0.09635396
2884	0	-109.1394	-104.5342	-4.60517	0.06997676
2885	1	-111.7238	-107.1187	-4.60517	0.04926131
2886	0	-108.6956	-104.0904	-4.60517	0.07903844
2887	1	-108.5637	-103.9585	-4.60517	0.09314988
2888	0	-109.5156	-104.9104	-4.60517	0.06519673
2889	1	-110.3887	-105.7835	-4.60517	0.1302473
2890	0	-108.5471	-103.9419	-4.60517	0.0911178
2891	1	-108.6383	-104.0331	-4.60517	0.09767735
2892	0	-108.7358	-104.1306	-4.60517	0.07785127
2893	1	-108.8667	-104.2615	-4.60517	0.07471986
2894	0	-108.7335	-104.1284	-4.60517	0.07791424
2895	1	-108.7579	-104.1528	-4.60517	0.1021022
2896	0	-109.1489	-104.5438	-4.60517	0.1115066
2897	1	-108.8313	-104.2261	-4.60517	0.07548432
2898	0	-108.6478	-104.0426	-4.60517	0.08069572
2899	1	-108.8489	-104.2437	-4.60517	0.1047193
2900	0	-108.543	-103.9378	-4.60517	0.09011222
2901	1	-108.8457	-104.2406	-4.60517	0.1046354
2902	0	-108.5417	-103.9365	-4.60517	0.08927393
2903	1	-108.5524	-103.9472	-4.60517	0.09192559
2904	0	-108.6087	-104.0035	-4.60517	0.08238308
2905	1	-109.9275	-105.3223	-4.60517	0.1241725
2906	0	-110.6006	-105.9954	-4.60517	0.1328349
2907	1	-109.3842	-104.779	-4.60517	0.06671556
2908	0	-109.0262	-104.4211	-4.60517	0.1089663
2909	1	-109.6746	-105.0694	-4.60517	0.06351764
2910	0	-108.6801	-104.0749	-4.60517	0.07954242
2911	1	-108.6717	-104.0665	-4.60517	0.07982652
2912	0	-108.5755	-103.9704	-4.60517	0.09413051
2913	1	-109.0087	-104.4035	-4.60517	0.1085813
2914	0	-108.908	-104.3028	-4.60517	0.07388537
2915	1	-109.4806	-104.8754	-4.60517	0.1174386
2916	0	-108.7093	-104.1041	-4.60517	0.100491
2917	1	-109.75	-105.1448	-4.60517	0.0627717
2918	0	-108.5426	-103.9374	-4.60517	0.08831033
2919	1	-108.5681	-103.963	-4.60517	0.08484918
2920	0	-110.021	-105.4158	-4.60517	0.1254626
2921	1	-108.764	-104.1589	-4.60517	0.1022916
2922	0	-108.5553	-103.9502	-4.60517	0.09229004
2923	1	-109.5089	-104.9037	-4.60517	0.06527133
2924	0	-110.0714	-105.4662	-4.60517	0.1261444
2925	1	-109.44	-104.8348	-4.60517	0.1167663
2926	0	-109.501	-104.8958	-4.60517	0.1177709
2927	1	-109.1251	-104.5199	-4.60517	0.07018958
2928	0	-108.6229	-104.0178	-4.60517	0.09694998
2929	1	-109.6585	-105.0533	-4.60517	0.1202494
2930	0	-108.5493	-103.9441	-4.60517	0.09148011
2931	1	-108.5988	-103.9936	-4.60517	0.09565712
2932	0	-109.4146	-104.8095	-4.60517	0.06635161
2933	1	-108.6638	-104.0586	-4.60517	0.08010336
2934	0	-108.6141	-104.009	-4.60517	0.08212236
2935	1	-108.8642	-104.2591	-4.60517	0.07477133
2936	0	-108.9033	-104.2982	-4.60517	0.1061186
2937	1	-108.6983	-104.0931	-4.60517	0.1000982
2938	0	-108.5702	-103.965	-4.60517	0.0846892
2939	1	-108.6863	-104.0811	-4.60517	0.07933679
2940	0	-109.2378	-104.6327	-4.60517	0.06858466
2941	1	-109.2022	-104.597	-4.60517	0.06907445
2942	0	-108.8189	-104.2137	-4.60517	0.1039
2943	1	-108.55	-103.9448	-4.60517	0.08670659
2944	0	-108.5439	-103.9388	-4.60517	0.09040979
2945	1	-108.545	-103.9398	-4.60517	0.09068676
2946	0	-110.3596	-105.7544	-4.60517	0.1298837
2947	1	-108.5433	-103.9381	-4.60517	0.09021587
2948	0	-109.4793	-104.8741	-4.60517	0.06560366
2949	1	-108.6233	-104.0182	-4.60517	0.09697005
2950	0	-108.9109	-104.3058	-4.60517	0.1063064
2951	1	-108.6043	-103.9991	-4.60517	0.08260492
2952	0	-109.2764	-104.6712	-4.60517	0.06807163
2953	1	-108.6113	-104.0061	-4.60517	0.09635326
2954	0	-108.6033	-103.9981	-4.60517	0.09591546
2955	1	-109.3707	-104.7656	-4.60517	0.1155899
2956	0	-108.7496	-104.1444	-4.60517	0.07747421
2957	1	-109.1951	-104.5899	-4.60517	0.1124032
2958	0	-108.7105	-104.1054	-4.60517	0.1005358
2959	1	-109.0187	-104.4136	-4.60517	0.1088028
2960	0	-108.6559	-104.0507	-4.60517	0.08039013
2961	1	-108.7076	-104.1024	-4.60517	0.07866894
2962	0	-109.4738	-104.8686	-4.60517	0.06566557
2963	1	-109.4138	-104.8086	-4.60517	0.06636159
2964	0	-109.2383	-104.6331	-4.60517	0.06857814
2965	1	-108.9925	-104.3873	-4.60517	0.1082197
2966	0	-108.9797	-104.3745	-4.60517	0.07255166
2967	1	-108.5516	-103.9464	-4.60517	0.09182007
2968	0	-109.7183	-105.1131	-4.60517	0.06308128
2969	1	-109.2134	-104.6083	-4.60517	0.1127516
2970	0	-109.8299	-105.2247	-4.60517	0.1227889
2971	1	-108.5608	-103.9556	-4.60517	0.08548484
2972	0	-108.748	-104.1428	-4.60517	0.0775174
2973	1	-108.5417	-103.9365	-4.60517	0.08896902
2974	0	-109.3432	-104.7381	-4.60517	0.1151113
2975	1	-109.1446	-104.5395	-4.60517	0.1114212
2976	0	-108.6527	-104.0475	-4.60517	0.09831133
2977	1	-108.89	-104.2848	-4.60517	0.1057858
2978	0	-108.9949	-104.3897	-4.60517	0.108274
2979	1	-109.2773	-104.6721	-4.60517	0.1139342
2980	0	-109.2298	-104.6246	-4.60517	0.1130587
2981	1	-109.0467	-104.4416	-4.60517	0.07141439
2982	0	-108.56	-103.9549	-4.60517	0.08555507
2983	1	-108.5438	-103.9387	-4.60517	0.09038649
2984	0	-108.5653	-103.9601	-4.60517	0.09329746
2985	1	-108.5559	-103.9507	-4.60517	0.08597956
2986	0	-109.8714	-105.2662	-4.60517	0.1233816
2987	1	-108.8107	-104.2055	-4.60517	0.1036709
2988	0	-108.5492	-103.9441	-4.60517	0.0914747
2989	1	-110.5179	-105.9127	-4.60517	0.1318386
2990	0	-109.6701	-105.0649	-4.60517	0.06356323
2991	1	-109.0076	-104.4024	-4.60517	0.07206715
2992	0	-108.6204	-104.0153	-4.60517	0.08183255
2993	1	-108.5532	-103.948	-4.60517	0.09202457
2994	0	-108.7575	-104.1523	-4.60517	0.1020889
2995	1	-108.9992	-104.394	-4.60517	0.07221128
2996	0	-109.435	-104.8299	-4.60517	0.1166836
2997	1	-110.309	-105.7038	-4.60517	0.1292446
2998	0	-108.5496	-103.9444	-4.60517	0.09153372
2999	1	-108.5416	-103.9365	-4.60517	0.0891332
3000	0	-109.2766	-104.6714	-4.60517	0.06806858
3001	1	-112.8143	-108.2092	-4.60517	0.1556581
3002	0	-108.9013	-104.2961	-4.60517	0.07401623
3003	1	-108.5421	-103.9369	-4.60517	0.08854592
3004	0	-109.8297	-105.2245	-4.60517	0.06201386
3005	1	-108.9769	-104.3717	-4.60517	0.1078668
3006	0	-108.8816	-104.2765	-4.60517	0.07441114
3007	1	-111.7785	-107.1734	-4.60517	0.1457095
3008	0	-108.8644	-104.2593	-4.60517	0.07476701
3009	1	-110.4771	-105.8719	-4.60517	0.1313408
3010	0	-108.8081	-104.2029	-4.60517	0.07601417
3011	1	-108.57	-103.9648	-4.60517	0.08470373
3012	0	-108.8522	-104.247	-4.60517	0.07502808
3013	1	-108.5435	-103.9384	-4.60517	0.09029933
3014	0	-108.7675	-104.1624	-4.60517	0.1024001
3015	1	-108.7506	-104.1454	-4.60517	0.1018712
3016	0	-109.3089	-104.7037	-4.60517	0.06765061
3017	1	-108.5757	-103.9705	-4.60517	0.08428917
3018	0	-108.5829	-103.9777	-4.60517	0.08381119
3019	1	-108.9108	-104.3056	-4.60517	0.07382981
