Iteration	Replicate_ID	Posterior	Likelihood	Prior	birth_rate
5352	0	-108.56	-103.9548	-4.60517	0.08555989
5353	1	-109.0688	-104.4636	-4.60517	0.1098761
5354	0	-109.3274	-104.7222	-4.60517	0.1148321
5355	1	-108.5422	-103.937	-4.60517	0.08851932
5356	0	-110.8521	-106.2469	-4.60517	0.1357773
5357	1	-109.155	-104.5499	-4.60517	0.1116265
5358	0	-108.9305	-104.3253	-4.60517	0.07345223
5359	1	-110.0373	-105.4321	-4.60517	0.1256843
5360	0	-108.5416	-103.9365	-4.60517	0.08909246
5361	1	-109.5677	-104.9625	-4.60517	0.11884
5362	0	-109.2379	-104.6328	-4.60517	0.06858338
5363	1	-108.9592	-104.354	-4.60517	0.07291971
5364	0	-108.8295	-104.2243	-4.60517	0.07552442
5365	1	-108.9455	-104.3403	-4.60517	0.1071372
5366	0	-108.8869	-104.2817	-4.60517	0.07430429
5367	1	-108.7072	-104.1021	-4.60517	0.1004189
5368	0	-108.7532	-104.1481	-4.60517	0.1019543
5369	1	-108.542	-103.9368	-4.60517	0.0896183
5370	0	-108.5875	-103.9823	-4.60517	0.09496264
5371	1	-108.6205	-104.0154	-4.60517	0.08182724
5372	0	-108.543	-103.9379	-4.60517	0.08813229
5373	1	-110.8476	-106.2424	-4.60517	0.05424276
5374	0	-108.7509	-104.1458	-4.60517	0.1018819
5375	1	-109.2417	-104.6365	-4.60517	0.1132811
5376	0	-109.055	-104.4498	-4.60517	0.1095851
5377	1	-108.5665	-103.9613	-4.60517	0.09339811
5378	0	-108.6386	-104.0334	-4.60517	0.09769157
5379	1	-110.4228	-105.8176	-4.60517	0.1306715
5380	0	-108.5693	-103.9642	-4.60517	0.09364325
5381	1	-108.9173	-104.3121	-4.60517	0.106461
5382	0	-108.9706	-104.3654	-4.60517	0.0727142
5383	1	-108.5421	-103.9369	-4.60517	0.08970137
5384	0	-109.5898	-104.9846	-4.60517	0.1191881
5385	1	-108.9701	-104.365	-4.60517	0.07272185
5386	0	-108.8746	-104.2694	-4.60517	0.1053924
5387	1	-109.2624	-104.6572	-4.60517	0.113663
5388	0	-110.4562	-105.851	-4.60517	0.1310837
5389	1	-109.2831	-104.6779	-4.60517	0.06798392
5390	0	-108.7088	-104.1036	-4.60517	0.1004732
5391	1	-108.5471	-103.9419	-4.60517	0.08716631
5392	0	-109.903	-105.2978	-4.60517	0.1238291
5393	1	-112.3645	-107.7593	-4.60517	0.1514552
5394	0	-109.0349	-104.4298	-4.60517	0.1091554
5395	1	-108.8845	-104.2794	-4.60517	0.1056472
5396	0	-108.8924	-104.2872	-4.60517	0.1058449
5397	1	-108.7171	-104.1119	-4.60517	0.07838592
5398	0	-108.547	-103.9418	-4.60517	0.08719473
5399	1	-108.5955	-103.9904	-4.60517	0.09546516
5400	0	-108.6886	-104.0834	-4.60517	0.09974
5401	1	-108.6179	-104.0127	-4.60517	0.08194944
5402	0	-108.569	-103.9639	-4.60517	0.09361921
5403	1	-110.1094	-105.5042	-4.60517	0.126652
5404	0	-108.5932	-103.9881	-4.60517	0.08319329
5405	1	-108.5801	-103.9749	-4.60517	0.09446195
5406	0	-109.1962	-104.591	-4.60517	0.1124243
5407	1	-108.5624	-103.9573	-4.60517	0.09303285
5408	0	-110.3952	-105.79	-4.60517	0.05734283
5409	1	-111.1814	-106.5762	-4.60517	0.1394524
5410	0	-108.5438	-103.9386	-4.60517	0.08790544
5411	1	-108.7848	-104.1796	-4.60517	0.0765728
5412	0	-108.7429	-104.1377	-4.60517	0.07765657
5413	1	-108.583	-103.9778	-4.60517	0.0946632
5414	0	-108.7556	-104.1505	-4.60517	0.07731412
5415	1	-108.6147	-104.0095	-4.60517	0.0965319
5416	0	-108.5417	-103.9365	-4.60517	0.08925034
5417	1	-108.9496	-104.3445	-4.60517	0.07309445
5418	0	-108.7722	-104.1671	-4.60517	0.07688576
5419	1	-108.7082	-104.103	-4.60517	0.0786499
5420	0	-109.9593	-105.3541	-4.60517	0.1246157
5421	1	-110.08	-105.4748	-4.60517	0.1262596
5422	0	-108.6894	-104.0842	-4.60517	0.09977002
5423	1	-108.5425	-103.9374	-4.60517	0.08992416
5424	0	-109.6378	-105.0327	-4.60517	0.1199332
5425	1	-108.8227	-104.2175	-4.60517	0.07567888
5426	0	-108.5706	-103.9655	-4.60517	0.08465581
5427	1	-108.6029	-103.9977	-4.60517	0.08267428
5428	0	-108.8183	-104.2132	-4.60517	0.07577727
5429	1	-108.5483	-103.9432	-4.60517	0.09133166
5430	0	-108.577	-103.9718	-4.60517	0.08419644
5431	1	-109.2591	-104.6539	-4.60517	0.1136026
5432	0	-108.5736	-103.9684	-4.60517	0.09398156
5433	1	-108.6159	-104.0108	-4.60517	0.09659645
5434	0	-109.5353	-104.9302	-4.60517	0.118325
5435	1	-109.9414	-105.3362	-4.60517	0.1243666
5436	0	-108.6745	-104.0693	-4.60517	0.07973082
5437	1	-109.0458	-104.4406	-4.60517	0.07142967
5438	0	-108.6017	-103.9965	-4.60517	0.08273833
5439	1	-109.2029	-104.5978	-4.60517	0.1125523
5440	0	-108.843	-104.2378	-4.60517	0.07522648
5441	1	-108.5565	-103.9513	-4.60517	0.09241596
5442	0	-108.9221	-104.3169	-4.60517	0.1065785
5443	1	-108.6569	-104.0517	-4.60517	0.09848807
5444	0	-108.9177	-104.3125	-4.60517	0.07369673
5445	1	-108.5421	-103.9369	-4.60517	0.08857506
5446	0	-108.6033	-103.9981	-4.60517	0.09591561
5447	1	-108.5571	-103.9519	-4.60517	0.08584736
5448	0	-108.6107	-104.0055	-4.60517	0.08228693
5449	1	-108.5431	-103.9379	-4.60517	0.09015849
5450	0	-109.2145	-104.6093	-4.60517	0.1127708
5451	1	-108.5704	-103.9652	-4.60517	0.0937307
5452	0	-108.582	-103.9768	-4.60517	0.08386873
5453	1	-108.7718	-104.1666	-4.60517	0.1025288
5454	0	-108.6177	-104.0125	-4.60517	0.08195786
5455	1	-108.6204	-104.0153	-4.60517	0.08183235
5456	0	-108.5463	-103.9411	-4.60517	0.09095362
5457	1	-108.7636	-104.1584	-4.60517	0.1022787
5458	0	-109.2378	-104.6327	-4.60517	0.06858471
5459	1	-109.5765	-104.9713	-4.60517	0.118979
5460	0	-108.7207	-104.1155	-4.60517	0.07828126
5461	1	-108.5489	-103.9438	-4.60517	0.09142935
5462	0	-108.6009	-103.9958	-4.60517	0.09578179
5463	1	-109.3631	-104.7579	-4.60517	0.115458
5464	0	-109.0578	-104.4526	-4.60517	0.07123481
5465	1	-110.1343	-105.5291	-4.60517	0.1269826
5466	0	-108.5765	-103.9713	-4.60517	0.08423365
5467	1	-108.894	-104.2888	-4.60517	0.07416214
5468	0	-108.5433	-103.9381	-4.60517	0.09021411
5469	1	-108.5473	-103.9422	-4.60517	0.09115711
5470	0	-108.5461	-103.9409	-4.60517	0.08735406
5471	1	-108.5431	-103.9379	-4.60517	0.09013701
5472	0	-108.6735	-104.0683	-4.60517	0.09916176
5473	1	-108.7001	-104.0949	-4.60517	0.1001625
5474	0	-110.0541	-105.4489	-4.60517	0.1259108
5475	1	-108.8564	-104.2513	-4.60517	0.1049203
5476	0	-108.5424	-103.9372	-4.60517	0.08986266
5477	1	-110.4533	-105.8481	-4.60517	0.1310481
5478	0	-108.6164	-104.0112	-4.60517	0.09662003
5479	1	-111.0355	-106.4304	-4.60517	0.137847
5480	0	-109.9606	-105.3554	-4.60517	0.1246329
5481	1	-108.6169	-104.0118	-4.60517	0.09664815
5482	0	-108.5439	-103.9387	-4.60517	0.08787873
5483	1	-108.5486	-103.9434	-4.60517	0.09136974
5484	0	-108.5416	-103.9365	-4.60517	0.0891461
5485	1	-110.2866	-105.6814	-4.60517	0.1289598
5486	0	-109.336	-104.7308	-4.60517	0.0673086
5487	1	-108.5679	-103.9627	-4.60517	0.08486927
5488	0	-108.6696	-104.0645	-4.60517	0.09900913
5489	1	-108.7492	-104.144	-4.60517	0.1018252
5490	0	-109.525	-104.9199	-4.60517	0.11816
5491	1	-108.6087	-104.0035	-4.60517	0.08238394
5492	0	-108.5501	-103.945	-4.60517	0.09161092
5493	1	-109.0536	-104.4484	-4.60517	0.07130307
5494	0	-108.6407	-104.0355	-4.60517	0.08097447
5495	1	-110.3834	-105.7782	-4.60517	0.05742988
5496	0	-109.1468	-104.5416	-4.60517	0.1114641
5497	1	-108.9057	-104.3005	-4.60517	0.1061762
5498	0	-108.9141	-104.3089	-4.60517	0.1063836
5499	1	-108.6025	-103.9973	-4.60517	0.0958725
5500	0	-108.6267	-104.0215	-4.60517	0.09713443
5501	1	-108.5419	-103.9367	-4.60517	0.0895484
5502	0	-108.7477	-104.1425	-4.60517	0.1017775
5503	1	-108.8705	-104.2654	-4.60517	0.1052881
5504	0	-108.8908	-104.2856	-4.60517	0.1058059
5505	1	-108.9031	-104.298	-4.60517	0.1061139
5506	0	-109.2209	-104.6158	-4.60517	0.1128931
5507	1	-113.4112	-108.806	-4.60517	0.1610073
5508	0	-110.8096	-106.2045	-4.60517	0.05448619
5509	1	-108.5436	-103.9385	-4.60517	0.08794055
5510	0	-108.6055	-104.0003	-4.60517	0.09604009
5511	1	-108.8784	-104.2732	-4.60517	0.07447834
5512	0	-108.5835	-103.9784	-4.60517	0.09470021
5513	1	-108.7784	-104.1733	-4.60517	0.1027307
5514	0	-108.9191	-104.314	-4.60517	0.1065065
5515	1	-108.7272	-104.122	-4.60517	0.07809382
5516	0	-108.5906	-103.9854	-4.60517	0.09515957
5517	1	-108.6316	-104.0265	-4.60517	0.09736878
5518	0	-109.9283	-105.3231	-4.60517	0.06111642
5519	1	-110.2087	-105.6036	-4.60517	0.0587667
5520	0	-108.5452	-103.94	-4.60517	0.09073362
5521	1	-109.2229	-104.6177	-4.60517	0.06878823
5522	0	-109.0453	-104.4402	-4.60517	0.07143688
5523	1	-108.7197	-104.1145	-4.60517	0.07830848
5524	0	-108.852	-104.2468	-4.60517	0.1048015
5525	1	-109.4703	-104.8651	-4.60517	0.1172682
5526	0	-110.2705	-105.6654	-4.60517	0.1287549
5527	1	-108.6082	-104.0031	-4.60517	0.09618899
5528	0	-108.856	-104.2508	-4.60517	0.07494617
5529	1	-108.5884	-103.9832	-4.60517	0.09502107
5530	0	-108.5447	-103.9396	-4.60517	0.09062399
5531	1	-110.171	-105.5658	-4.60517	0.05906739
5532	0	-108.756	-104.1508	-4.60517	0.07730505
5533	1	-108.719	-104.1138	-4.60517	0.1008294
5534	0	-108.7894	-104.1842	-4.60517	0.07645998
5535	1	-109.3083	-104.7031	-4.60517	0.1144936
5536	0	-108.9382	-104.333	-4.60517	0.07330755
5537	1	-109.7572	-105.152	-4.60517	0.1217295
5538	0	-108.5561	-103.9509	-4.60517	0.08595263
5539	1	-108.5443	-103.9391	-4.60517	0.09050634
5540	0	-108.606	-104.0008	-4.60517	0.09606639
5541	1	-109.3883	-104.7831	-4.60517	0.06666608
5542	0	-108.5594	-103.9542	-4.60517	0.08561543
5543	1	-108.7088	-104.1037	-4.60517	0.1004759
5544	0	-108.5416	-103.9365	-4.60517	0.08913842
5545	1	-109.8946	-105.2894	-4.60517	0.06141899
5546	0	-108.7519	-104.1468	-4.60517	0.1019133
5547	1	-108.6948	-104.0896	-4.60517	0.09996965
5548	0	-108.6319	-104.0267	-4.60517	0.09737957
5549	1	-108.5561	-103.9509	-4.60517	0.09237757
5550	0	-108.5457	-103.9405	-4.60517	0.0874442
5551	1	-110.6643	-106.0591	-4.60517	0.0554449
5552	0	-108.6262	-104.0211	-4.60517	0.09711137
5553	1	-108.5859	-103.9807	-4.60517	0.08362465
5554	0	-108.5463	-103.9411	-4.60517	0.09096359
5555	1	-108.5966	-103.9914	-4.60517	0.08300713
5556	0	-108.5428	-103.9376	-4.60517	0.08823188
5557	1	-108.8479	-104.2427	-4.60517	0.1046921
5558	0	-108.7856	-104.1804	-4.60517	0.1029438
5559	1	-109.217	-104.6118	-4.60517	0.1128183
5560	0	-108.8746	-104.2694	-4.60517	0.07455645
5561	1	-109.1438	-104.5386	-4.60517	0.06991183
5562	0	-108.7217	-104.1165	-4.60517	0.10092
5563	1	-108.6073	-104.0021	-4.60517	0.08245187
5564	0	-109.1675	-104.5623	-4.60517	0.1118703
5565	1	-108.6094	-104.0042	-4.60517	0.09625309
5566	0	-108.6697	-104.0645	-4.60517	0.09901235
5567	1	-108.6451	-104.04	-4.60517	0.08079961
5568	0	-108.5766	-103.9714	-4.60517	0.09420816
5569	1	-108.9474	-104.3423	-4.60517	0.07313506
5570	0	-109.398	-104.7929	-4.60517	0.06654898
5571	1	-108.55	-103.9448	-4.60517	0.09158928
5572	0	-108.6926	-104.0874	-4.60517	0.07913387
5573	1	-108.5558	-103.9506	-4.60517	0.08598704
5574	0	-108.6986	-104.0934	-4.60517	0.1001093
5575	1	-108.6584	-104.0532	-4.60517	0.09855097
5576	0	-108.5463	-103.9411	-4.60517	0.09095472
5577	1	-108.7011	-104.0959	-4.60517	0.07886797
5578	0	-108.5684	-103.9633	-4.60517	0.08482495
5579	1	-108.6258	-104.0206	-4.60517	0.09708907
5580	0	-108.5577	-103.9525	-4.60517	0.08578371
5581	1	-108.6651	-104.06	-4.60517	0.09882884
5582	0	-109.0493	-104.4441	-4.60517	0.1094627
5583	1	-108.9274	-104.3222	-4.60517	0.106707
5584	0	-108.9189	-104.3137	-4.60517	0.07367339
5585	1	-108.8655	-104.2603	-4.60517	0.07474521
5586	0	-109.0442	-104.439	-4.60517	0.1093536
5587	1	-108.6448	-104.0396	-4.60517	0.08081423
5588	0	-108.6829	-104.0778	-4.60517	0.07944733
5589	1	-108.8153	-104.2102	-4.60517	0.1038015
5590	0	-109.4831	-104.8779	-4.60517	0.1174796
5591	1	-109.3944	-104.7892	-4.60517	0.1159967
5592	0	-109.5846	-104.9795	-4.60517	0.1191068
5593	1	-108.9038	-104.2986	-4.60517	0.07396665
5594	0	-108.7632	-104.158	-4.60517	0.1022659
5595	1	-108.8356	-104.2305	-4.60517	0.1043631
5596	0	-108.5432	-103.938	-4.60517	0.09017869
5597	1	-109.8844	-105.2793	-4.60517	0.123567
5598	0	-108.5944	-103.9892	-4.60517	0.09539582
5599	1	-108.7503	-104.1451	-4.60517	0.07745607
5600	0	-108.5468	-103.9417	-4.60517	0.08721689
5601	1	-108.5418	-103.9366	-4.60517	0.08880506
5602	0	-108.546	-103.9409	-4.60517	0.09091105
5603	1	-109.4215	-104.8163	-4.60517	0.06627092
5604	0	-109.6189	-105.0137	-4.60517	0.1196403
5605	1	-109.4159	-104.8107	-4.60517	0.1163618
5606	0	-108.5417	-103.9365	-4.60517	0.08900652
5607	1	-108.9489	-104.3437	-4.60517	0.1072187
5608	0	-108.5836	-103.9784	-4.60517	0.094703
5609	1	-108.6116	-104.0065	-4.60517	0.09637133
5610	0	-108.8536	-104.2484	-4.60517	0.1048439
5611	1	-108.7115	-104.1064	-4.60517	0.1005709
5612	0	-108.543	-103.9379	-4.60517	0.08813568
5613	1	-108.5491	-103.944	-4.60517	0.09145839
5614	0	-108.6245	-104.0193	-4.60517	0.081652
5615	1	-108.7028	-104.0976	-4.60517	0.07881463
5616	0	-108.575	-103.9699	-4.60517	0.08433375
5617	1	-109.951	-105.3458	-4.60517	0.1245005
5618	0	-109.1482	-104.543	-4.60517	0.06984668
5619	1	-108.5975	-103.9923	-4.60517	0.08296006
5620	0	-108.5581	-103.9529	-4.60517	0.08574595
5621	1	-108.5895	-103.9844	-4.60517	0.09509491
5622	0	-108.6908	-104.0856	-4.60517	0.09982361
5623	1	-108.9261	-104.3209	-4.60517	0.07353528
5624	0	-108.5788	-103.9737	-4.60517	0.08407339
5625	1	-109.0675	-104.4623	-4.60517	0.1098492
5626	0	-109.4933	-104.8881	-4.60517	0.06544551
5627	1	-110.7995	-106.1943	-4.60517	0.05455191
5628	0	-108.9805	-104.3754	-4.60517	0.07253727
5629	1	-109.0136	-104.4085	-4.60517	0.1086907
5630	0	-108.5435	-103.9384	-4.60517	0.08797423
5631	1	-108.5425	-103.9374	-4.60517	0.08992334
5632	0	-110.5833	-105.9782	-4.60517	0.1326287
5633	1	-109.6632	-105.0581	-4.60517	0.06363222
5634	0	-110.4278	-105.8227	-4.60517	0.130734
5635	1	-108.5515	-103.9463	-4.60517	0.0918073
5636	0	-108.7014	-104.0962	-4.60517	0.07885824
5637	1	-108.9203	-104.3151	-4.60517	0.1065346
5638	0	-108.7807	-104.1755	-4.60517	0.1027989
5639	1	-108.6112	-104.006	-4.60517	0.09634943
5640	0	-108.5566	-103.9514	-4.60517	0.09242873
5641	1	-109.3408	-104.7356	-4.60517	0.1150682
5642	0	-108.551	-103.9458	-4.60517	0.08656779
5643	1	-108.5928	-103.9877	-4.60517	0.08321629
5644	0	-108.751	-104.1458	-4.60517	0.1018829
5645	1	-108.5577	-103.9525	-4.60517	0.09254867
5646	0	-109.0364	-104.4312	-4.60517	0.1091859
5647	1	-108.6024	-103.9972	-4.60517	0.08270117
5648	0	-108.5946	-103.9894	-4.60517	0.08311728
5649	1	-108.5886	-103.9834	-4.60517	0.08346259
5650	0	-108.6196	-104.0144	-4.60517	0.0967829
5651	1	-108.5419	-103.9368	-4.60517	0.08959747
5652	0	-109.1767	-104.5715	-4.60517	0.1120484
5653	1	-111.0414	-106.4362	-4.60517	0.1379122
5654	0	-108.5445	-103.9393	-4.60517	0.09055987
5655	1	-108.7179	-104.1127	-4.60517	0.1007915
5656	0	-108.8635	-104.2583	-4.60517	0.1051047
5657	1	-108.6279	-104.0227	-4.60517	0.09718956
5658	0	-108.7188	-104.1136	-4.60517	0.1008204
5659	1	-108.5895	-103.9844	-4.60517	0.09509469
5660	0	-108.572	-103.9668	-4.60517	0.09385813
5661	1	-108.7225	-104.1173	-4.60517	0.07822783
5662	0	-109.7581	-105.1529	-4.60517	0.1217432
5663	1	-108.5733	-103.9681	-4.60517	0.09396006
5664	0	-108.5706	-103.9654	-4.60517	0.084658
5665	1	-108.5614	-103.9562	-4.60517	0.08542595
5666	0	-110.5145	-105.9093	-4.60517	0.1317971
5667	1	-108.6845	-104.0794	-4.60517	0.09958836
5668	0	-109.7644	-105.1593	-4.60517	0.1218365
5669	1	-108.9088	-104.3037	-4.60517	0.1062546
5670	0	-109.6787	-105.0736	-4.60517	0.1205577
5671	1	-108.604	-103.9989	-4.60517	0.09595884
5672	0	-108.7388	-104.1337	-4.60517	0.1014922
5673	1	-108.5835	-103.9783	-4.60517	0.08377402
5674	0	-108.7978	-104.1926	-4.60517	0.07625772
5675	1	-109.2013	-104.5962	-4.60517	0.1125217
5676	0	-108.5473	-103.9421	-4.60517	0.09115504
5677	1	-108.6298	-104.0247	-4.60517	0.09728465
5678	0	-110.0062	-105.401	-4.60517	0.1252607
5679	1	-111.168	-106.5629	-4.60517	0.05228856
5680	0	-108.9187	-104.3135	-4.60517	0.07367656
5681	1	-108.5739	-103.9688	-4.60517	0.0844124
5682	0	-108.5433	-103.9381	-4.60517	0.09020531
5683	1	-109.1989	-104.5938	-4.60517	0.1124761
5684	0	-108.7681	-104.1629	-4.60517	0.1024157
5685	1	-108.6217	-104.0165	-4.60517	0.08177523
5686	0	-108.688	-104.0828	-4.60517	0.09971814
5687	1	-108.5686	-103.9634	-4.60517	0.084814
5688	0	-108.6621	-104.057	-4.60517	0.0801637
5689	1	-109.2978	-104.6926	-4.60517	0.1143046
5690	0	-108.737	-104.1318	-4.60517	0.1014325
5691	1	-111.0967	-106.4915	-4.60517	0.05270889
5692	0	-109.6283	-105.0231	-4.60517	0.1197866
5693	1	-108.6561	-104.0509	-4.60517	0.08038336
5694	0	-109.1194	-104.5142	-4.60517	0.1109171
5695	1	-108.5449	-103.9397	-4.60517	0.09065884
5696	0	-109.1849	-104.5798	-4.60517	0.1122081
5697	1	-109.4629	-104.8577	-4.60517	0.1171472
5698	0	-108.5619	-103.9567	-4.60517	0.0853778
5699	1	-108.723	-104.1178	-4.60517	0.07821345
5700	0	-108.7975	-104.1924	-4.60517	0.07626356
5701	1	-108.791	-104.1858	-4.60517	0.103103
5702	0	-109.7976	-105.1925	-4.60517	0.1223218
5703	1	-108.5689	-103.9638	-4.60517	0.08478552
5704	0	-108.9499	-104.3448	-4.60517	0.1072427
5705	1	-108.5425	-103.9373	-4.60517	0.0883683
5706	0	-108.678	-104.0728	-4.60517	0.09933671
5707	1	-109.0368	-104.4316	-4.60517	0.1091947
5708	0	-109.6343	-105.0291	-4.60517	0.1198792
5709	1	-108.8656	-104.2605	-4.60517	0.1051614
5710	0	-108.6065	-104.0013	-4.60517	0.09609423
5711	1	-108.6498	-104.0447	-4.60517	0.09818836
5712	0	-108.9004	-104.2952	-4.60517	0.1060449
5713	1	-108.8342	-104.229	-4.60517	0.1043223
5714	0	-108.8084	-104.2033	-4.60517	0.1036064
5715	1	-108.5903	-103.9851	-4.60517	0.0951426
5716	0	-108.5611	-103.956	-4.60517	0.09290714
5717	1	-108.6354	-104.0303	-4.60517	0.08118776
5718	0	-110.2086	-105.6034	-4.60517	0.05876797
5719	1	-108.9317	-104.3265	-4.60517	0.1068102
5720	0	-108.8769	-104.2717	-4.60517	0.07450909
5721	1	-108.6426	-104.0374	-4.60517	0.08089871
5722	0	-108.6598	-104.0546	-4.60517	0.09860917
5723	1	-110.0244	-105.4192	-4.60517	0.1255087
5724	0	-108.7175	-104.1123	-4.60517	0.1007776
5725	1	-108.7818	-104.1766	-4.60517	0.0766458
5726	0	-108.5523	-103.9471	-4.60517	0.0919062
5727	1	-108.5473	-103.9422	-4.60517	0.08712992
5728	0	-109.4754	-104.8702	-4.60517	0.06564804
5729	1	-108.6166	-104.0114	-4.60517	0.08200753
5730	0	-108.9555	-104.3503	-4.60517	0.1073717
5731	1	-109.1042	-104.499	-4.60517	0.1106086
5732	0	-110.1378	-105.5326	-4.60517	0.1270292
5733	1	-108.9132	-104.308	-4.60517	0.07378305
5734	0	-109.2724	-104.6672	-4.60517	0.1138449
5735	1	-108.6141	-104.0089	-4.60517	0.08212277
5736	0	-108.5722	-103.967	-4.60517	0.09387464
5737	1	-108.5664	-103.9612	-4.60517	0.08499112
5738	0	-109.205	-104.5999	-4.60517	0.1125921
5739	1	-109.0045	-104.3993	-4.60517	0.07211976
5740	0	-109.1871	-104.5819	-4.60517	0.06928622
5741	1	-109.0797	-104.4745	-4.60517	0.07088689
5742	0	-108.8737	-104.2685	-4.60517	0.0745742
5743	1	-108.5909	-103.9857	-4.60517	0.08332931
5744	0	-109.3641	-104.759	-4.60517	0.1154758
5745	1	-108.7427	-104.1375	-4.60517	0.07766163
5746	0	-109.667	-105.0618	-4.60517	0.1203788
5747	1	-108.5974	-103.9922	-4.60517	0.08296459
5748	0	-108.9949	-104.3897	-4.60517	0.1082743
5749	1	-108.5454	-103.9402	-4.60517	0.09077499
5750	0	-108.5708	-103.9656	-4.60517	0.08464607
5751	1	-108.5941	-103.9889	-4.60517	0.08314799
5752	0	-108.6403	-104.0351	-4.60517	0.08098949
5753	1	-108.5542	-103.949	-4.60517	0.08617076
5754	0	-110.3287	-105.7235	-4.60517	0.1294941
5755	1	-108.946	-104.3408	-4.60517	0.07316156
5756	0	-108.5936	-103.9884	-4.60517	0.09534897
5757	1	-109.0013	-104.3961	-4.60517	0.07217469
5758	0	-108.5853	-103.9802	-4.60517	0.0948217
5759	1	-109.0695	-104.4643	-4.60517	0.07104777
5760	0	-108.7809	-104.1757	-4.60517	0.07666802
5761	1	-109.3754	-104.7702	-4.60517	0.06682226
5762	0	-108.5826	-103.9774	-4.60517	0.08382857
5763	1	-108.9734	-104.3683	-4.60517	0.1077875
5764	0	-110.1754	-105.5702	-4.60517	0.05903223
5765	1	-108.5423	-103.9372	-4.60517	0.08982863
5766	0	-108.7397	-104.1345	-4.60517	0.1015208
5767	1	-109.2465	-104.6414	-4.60517	0.1133705
5768	0	-109.361	-104.7558	-4.60517	0.1154213
5769	1	-108.5731	-103.9679	-4.60517	0.08447254
5770	0	-110.1818	-105.5766	-4.60517	0.1276072
5771	1	-108.9819	-104.3767	-4.60517	0.07251357
5772	0	-111.1954	-106.5902	-4.60517	0.05212961
5773	1	-108.5846	-103.9795	-4.60517	0.09477608
5774	0	-108.6413	-104.0361	-4.60517	0.09781302
5775	1	-108.5417	-103.9366	-4.60517	0.08939383
5776	0	-109.0895	-104.4843	-4.60517	0.1103072
5777	1	-109.6368	-105.0317	-4.60517	0.06390254
5778	0	-108.9337	-104.3285	-4.60517	0.1068567
5779	1	-108.7934	-104.1882	-4.60517	0.07636316
5780	0	-109.2118	-104.6066	-4.60517	0.06894134
5781	1	-108.5416	-103.9365	-4.60517	0.08905035
5782	0	-108.5598	-103.9546	-4.60517	0.08557858
5783	1	-108.562	-103.9569	-4.60517	0.08536782
5784	0	-108.7538	-104.1486	-4.60517	0.07736236
5785	1	-108.5426	-103.9374	-4.60517	0.08994091
5786	0	-108.563	-103.9578	-4.60517	0.09308379
5787	1	-108.8426	-104.2374	-4.60517	0.07523526
5788	0	-108.5932	-103.988	-4.60517	0.09532219
5789	1	-109.0028	-104.3976	-4.60517	0.07214957
5790	0	-108.6601	-104.0549	-4.60517	0.09862143
5791	1	-108.6132	-104.008	-4.60517	0.08216687
5792	0	-108.7641	-104.159	-4.60517	0.1022953
5793	1	-108.786	-104.1809	-4.60517	0.07654179
5794	0	-108.6365	-104.0313	-4.60517	0.09759543
5795	1	-108.5447	-103.9395	-4.60517	0.08766405
5796	0	-108.6776	-104.0725	-4.60517	0.09932371
5797	1	-109.5127	-104.9075	-4.60517	0.1179606
5798	0	-108.563	-103.9578	-4.60517	0.08527977
5799	1	-108.8292	-104.224	-4.60517	0.104186
5800	0	-108.6562	-104.0511	-4.60517	0.09846073
5801	1	-109.0657	-104.4606	-4.60517	0.07110775
5802	0	-108.5524	-103.9472	-4.60517	0.09192617
5803	1	-109.0198	-104.4146	-4.60517	0.1088262
5804	0	-108.7028	-104.0976	-4.60517	0.07881445
5805	1	-108.8907	-104.2855	-4.60517	0.1058022
5806	0	-108.7721	-104.1669	-4.60517	0.1025384
5807	1	-108.5898	-103.9846	-4.60517	0.09511052
5808	0	-108.6651	-104.06	-4.60517	0.09882853
5809	1	-108.599	-103.9938	-4.60517	0.09567006
5810	0	-108.7022	-104.097	-4.60517	0.1002394
5811	1	-109.1394	-104.5342	-4.60517	0.06997699
5812	0	-111.2006	-106.5954	-4.60517	0.1396607
5813	1	-108.5469	-103.9418	-4.60517	0.0910827
5814	0	-109.1192	-104.514	-4.60517	0.07027822
5815	1	-109.3901	-104.7849	-4.60517	0.115923
5816	0	-108.6486	-104.0434	-4.60517	0.09813421
5817	1	-108.6803	-104.0751	-4.60517	0.09942681
5818	0	-108.5478	-103.9426	-4.60517	0.09124094
5819	1	-108.9266	-104.3214	-4.60517	0.07352591
5820	0	-108.6042	-103.999	-4.60517	0.09596701
5821	1	-108.5465	-103.9414	-4.60517	0.09101179
5822	0	-110.426	-105.8208	-4.60517	0.1307112
5823	1	-108.7151	-104.1099	-4.60517	0.07844361
5824	0	-108.6364	-104.0312	-4.60517	0.08114777
5825	1	-108.5424	-103.9372	-4.60517	0.0884156
5826	0	-108.9024	-104.2973	-4.60517	0.106096
5827	1	-109.8	-105.1948	-4.60517	0.06229315
5828	0	-108.5924	-103.9872	-4.60517	0.08324092
5829	1	-109.7762	-105.171	-4.60517	0.1220084
5830	0	-108.5728	-103.9676	-4.60517	0.0844927
5831	1	-108.6452	-104.04	-4.60517	0.0979873
5832	0	-108.6464	-104.0413	-4.60517	0.08074818
5833	1	-108.561	-103.9559	-4.60517	0.08545904
5834	0	-108.5416	-103.9365	-4.60517	0.08911737
5835	1	-108.6537	-104.0485	-4.60517	0.0983548
5836	0	-108.5457	-103.9405	-4.60517	0.09083723
