Iteration	Replicate_ID	Posterior	Likelihood	Prior	interval_times[1]	interval_times[2]	interval_times[3]	interval_times[4]	interval_times[5]	interval_times[6]	interval_times[7]	interval_times[8]	interval_times[9]
4810	0	-149.6457	-116.1959	-33.44976	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4811	1	-173.9768	-117.133	-56.84382	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4812	0	-175.3539	-114.6993	-60.65462	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4813	1	-189.6493	-118.8142	-70.83508	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4814	0	-157.667	-114.901	-42.76602	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4815	1	-195.9519	-115.7457	-80.20621	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4816	0	-169.4211	-115.3936	-54.02753	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4817	1	-163.2811	-118.0767	-45.20432	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4818	0	-185.3043	-116.0027	-69.30162	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4819	1	-168.2866	-114.9965	-53.29015	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4820	0	-202.1084	-115.1941	-86.91437	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4821	1	-163.9618	-113.8708	-50.09103	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4822	0	-199.5088	-110.8802	-88.62863	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4823	1	-164.7384	-113.2114	-51.52701	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4824	0	-175.4184	-113.8472	-61.57117	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4825	1	-154.808	-115.7874	-39.02058	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4826	0	-160.2781	-113.9594	-46.31867	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4827	1	-168.2315	-114.3576	-53.87388	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4828	0	-164.3032	-112.5506	-51.75259	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4829	1	-134.1934	-113.9383	-20.25507	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4830	0	-158.6128	-112.1442	-46.46857	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4831	1	-141.0954	-114.934	-26.16143	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4832	0	-179.0361	-111.9694	-67.06675	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4833	1	-155.3878	-114.6725	-40.71531	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4834	0	-118.6801	-115.5892	-3.090921	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4835	1	-129.7056	-117.2592	-12.44637	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4836	0	-126.9597	-113.9131	-13.04667	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4837	1	-160.9482	-119.2623	-41.68593	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4838	0	-138.2474	-114.6059	-23.64144	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4839	1	-137.1482	-118.5369	-18.61132	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4840	0	-121.0941	-117.6342	-3.45993	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4841	1	-156.6394	-117.7987	-38.84074	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4842	0	-138.8925	-117.76	-21.13246	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4843	1	-129.4569	-116.0692	-13.38776	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4844	0	-150.6393	-115.3548	-35.28459	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4845	1	-152.1837	-115.3682	-36.81549	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4846	0	-153.259	-114.4991	-38.75991	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4847	1	-163.3389	-114.7305	-48.60841	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4848	0	-154.7183	-115.5623	-39.15601	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4849	1	-145.6976	-116.9016	-28.79607	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4850	0	-147.2963	-115.5206	-31.77571	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4851	1	-140.254	-115.3262	-24.92775	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4852	0	-151.5642	-116.8428	-34.72143	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4853	1	-136.4748	-116.6638	-19.81099	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4854	0	-138.3862	-118.5347	-19.8515	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4855	1	-131.3601	-114.5217	-16.8384	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4856	0	-123.1521	-115.8896	-7.262449	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4857	1	-133.9024	-116.4675	-17.43481	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4858	0	-132.1149	-116.9443	-15.17059	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4859	1	-116.7373	-115.3431	-1.394179	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4860	0	-136.0082	-113.7638	-22.24432	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4861	1	-133.5654	-115.0301	-18.53532	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4862	0	-128.0568	-114.2911	-13.76567	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4863	1	-138.6444	-114.576	-24.06842	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4864	0	-144.894	-113.8419	-31.05202	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4865	1	-137.6693	-118.3995	-19.26979	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4866	0	-164.4807	-115.2467	-49.23404	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4867	1	-137.0657	-119.5722	-17.49352	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4868	0	-150.5276	-114.818	-35.70954	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4869	1	-124.6123	-120.6349	-3.977398	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4870	0	-161.0984	-115.9776	-45.12083	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4871	1	-145.9215	-115.4277	-30.49378	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4872	0	-164.3586	-115.8687	-48.4899	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4873	1	-119.3047	-113.7006	-5.604098	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4874	0	-158.7695	-115.6859	-43.08364	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4875	1	-141.2918	-115.4885	-25.80329	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4876	0	-164.2752	-112.8797	-51.39548	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4877	1	-145.2562	-115.9497	-29.30649	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4878	0	-187.3081	-114.402	-72.90611	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4879	1	-127.5826	-115.2068	-12.37585	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4880	0	-159.7574	-117.0373	-42.7201	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4881	1	-134.1605	-115.5148	-18.64572	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4882	0	-182.0663	-115.4399	-66.62639	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4883	1	-135.991	-113.6043	-22.38666	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4884	0	-139.1041	-114.2784	-24.82562	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4885	1	-149.6519	-114.0316	-35.62028	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4886	0	-159.898	-113.669	-46.22905	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4887	1	-141.4845	-114.2569	-27.22757	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4888	0	-158.8661	-113.9796	-44.88652	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4889	1	-146.9984	-115.2461	-31.75234	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4890	0	-175.0986	-120.8102	-54.28835	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4891	1	-151.1613	-116.3825	-34.77884	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4892	0	-177.041	-115.2491	-61.79186	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4893	1	-160.8828	-115.899	-44.98388	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4894	0	-137.2343	-117.1432	-20.09114	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4895	1	-135.7987	-113.9203	-21.87846	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4896	0	-160.4673	-117.6885	-42.77884	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4897	1	-146.1053	-114.895	-31.2103	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4898	0	-141.3033	-119.6609	-21.64234	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4899	1	-150.3578	-115.9564	-34.40134	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4900	0	-140.5344	-122.6749	-17.85954	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4901	1	-143.9732	-116.5288	-27.44439	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4902	0	-129.179	-119.6758	-9.503224	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4903	1	-133.025	-115.6649	-17.36008	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4904	0	-119.9347	-123.395	3.460321	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4905	1	-134.5985	-114.2011	-20.39739	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4906	0	-116.7435	-126.4305	9.687012	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4907	1	-154.858	-118.1867	-36.67125	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4908	0	-125.608	-125.2685	-0.339568	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4909	1	-161.9737	-114.7274	-47.24621	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4910	0	-132.7067	-118.5599	-14.14682	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4911	1	-167.5072	-115.6396	-51.8676	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4912	0	-163.3038	-114.5321	-48.7717	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4913	1	-188.3432	-113.8008	-74.54247	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4914	0	-152.8852	-114.1488	-38.73643	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4915	1	-172.4245	-110.9378	-61.48669	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4916	0	-200.0779	-116.9756	-83.1023	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4917	1	-182.7207	-113.5633	-69.15743	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4918	0	-173.8012	-115.3091	-58.4921	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4919	1	-176.5395	-110.5709	-65.96858	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4920	0	-175.9224	-116.5503	-59.37206	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4921	1	-179.5808	-111.6684	-67.91242	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4922	0	-169.6675	-115.2637	-54.40376	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4923	1	-189.1174	-113.0335	-76.08386	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4924	0	-162.3241	-118.1944	-44.12973	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4925	1	-173.9348	-111.7361	-62.19876	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4926	0	-153.3072	-115.5771	-37.73009	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4927	1	-188.1452	-114.8514	-73.29375	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4928	0	-173.179	-114.2911	-58.88793	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4929	1	-170.7757	-113.7669	-57.00882	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4930	0	-169.6703	-114.8353	-54.83509	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4931	1	-155.1376	-110.6344	-44.50318	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4932	0	-176.6111	-114.7334	-61.87774	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4933	1	-172.3609	-115.4051	-56.95579	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4934	0	-154.8596	-119.6266	-35.23297	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4935	1	-172.1034	-111.5168	-60.5866	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4936	0	-174.8639	-114.4369	-60.42697	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4937	1	-134.0863	-115.1085	-18.97776	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4938	0	-141.7841	-117.1155	-24.66859	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4939	1	-144.41	-113.5663	-30.84374	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4940	0	-155.7106	-114.4584	-41.25219	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4941	1	-133.263	-112.6152	-20.64783	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4942	0	-152.4609	-117.5394	-34.9215	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4943	1	-137.6244	-120.9829	-16.64156	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4944	0	-157.2992	-113.8954	-43.40381	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4945	1	-148.7397	-117.1999	-31.53973	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4946	0	-177.8777	-117.5853	-60.2924	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4947	1	-115.4861	-115.2384	-0.2476211	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4948	0	-195.2685	-114.3266	-80.9419	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4949	1	-129.2069	-117.2604	-11.94646	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4950	0	-192.4139	-115.5365	-76.87742	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4951	1	-125.9059	-117.0067	-8.899239	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4952	0	-208.7685	-114.0887	-94.67985	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4953	1	-131.3846	-115.7361	-15.64847	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4954	0	-180.3147	-114.0339	-66.28076	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4955	1	-137.8373	-114.3896	-23.44772	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4956	0	-152.496	-113.9114	-38.58461	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4957	1	-130.0698	-117.0032	-13.06662	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4958	0	-174.0021	-114.6423	-59.35981	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4959	1	-146.2758	-114.4283	-31.84748	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4960	0	-165.1464	-111.5328	-53.61356	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4961	1	-142.2529	-113.9237	-28.3292	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4962	0	-146.1663	-112.8167	-33.3496	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4963	1	-132.216	-117.1455	-15.07054	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4964	0	-167.4614	-121.239	-46.22241	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4965	1	-116.0479	-116.1654	0.1174711	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4966	0	-156.871	-120.0349	-36.83607	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4967	1	-151.7467	-115.0776	-36.66911	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4968	0	-136.565	-122.4983	-14.06666	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4969	1	-157.5913	-117.1577	-40.43364	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4970	0	-130.5575	-122.2294	-8.32808	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4971	1	-153.1564	-116.0243	-37.13213	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4972	0	-155.6634	-117.0956	-38.56778	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4973	1	-148.6028	-114.9391	-33.66372	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4974	0	-135.6238	-116.1627	-19.4611	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4975	1	-115.0558	-114.7777	-0.2780723	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4976	0	-150.1064	-116.1905	-33.91589	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4977	1	-135.8454	-114.8316	-21.01382	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4978	0	-145.0629	-114.3101	-30.75285	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4979	1	-137.6003	-117.7872	-19.81307	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4980	0	-173.7723	-116.085	-57.68731	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4981	1	-142.2586	-116.159	-26.0996	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4982	0	-157.71	-118.4408	-39.26918	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4983	1	-150.1418	-115.0733	-35.06851	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4984	0	-168.5824	-115.4805	-53.10188	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4985	1	-152.2459	-112.8718	-39.37402	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4986	0	-161.7667	-117.5761	-44.19061	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4987	1	-141.8566	-115.1382	-26.71844	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4988	0	-141.0057	-114.781	-26.22478	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4989	1	-158.1935	-116.1574	-42.03608	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4990	0	-146.9612	-115.8575	-31.10368	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4991	1	-160.7181	-113.5187	-47.19946	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4992	0	-159.7276	-119.0925	-40.63516	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4993	1	-181.3654	-112.207	-69.15844	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4994	0	-141.1576	-116.6203	-24.53731	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4995	1	-197.8804	-115.9152	-81.96521	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4996	0	-141.0898	-114.583	-26.50682	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4997	1	-161.629	-113.7609	-47.86801	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4998	0	-146.5386	-115.2165	-31.32214	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
4999	1	-172.3935	-117.8219	-54.57165	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
5000	0	-134.6154	-115.4307	-19.18466	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
5001	1	-140.8067	-117.5338	-23.27293	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
5002	0	-133.0426	-118.478	-14.56456	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
5003	1	-151.2229	-116.4429	-34.77997	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
5004	0	-152.4944	-117.0005	-35.49398	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
5005	1	-165.4261	-114.2051	-51.22103	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
5006	0	-163.8474	-116.0161	-47.83138	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
5007	1	-158.3439	-114.4197	-43.92422	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
5008	0	-150.772	-115.1517	-35.6203	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
5009	1	-145.5161	-116.74	-28.7761	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
5010	0	-156.6946	-115.7125	-40.98217	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
5011	1	-145.2514	-114.6966	-30.55479	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
5012	0	-178.5845	-113.1474	-65.43711	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
5013	1	-161.5965	-116.5104	-45.08613	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
5014	0	-150.0334	-114.7073	-35.32606	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
5015	1	-155.8713	-115.4268	-40.44449	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
5016	0	-170.963	-115.8905	-55.07249	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
5017	1	-173.3115	-113.7627	-59.54881	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
