Iteration	Replicate_ID	Posterior	Likelihood	Prior	interval_times[1]	interval_times[2]	interval_times[3]	interval_times[4]	interval_times[5]	interval_times[6]	interval_times[7]	interval_times[8]	interval_times[9]
2850	0	-154.2694	-116.4869	-37.78256	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2851	1	-148.693	-117.2503	-31.44264	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2852	0	-145.0664	-115.5808	-29.48554	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2853	1	-170.1832	-114.8273	-55.35594	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2854	0	-169.6816	-120.0046	-49.67698	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2855	1	-148.6408	-116.6994	-31.94141	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2856	0	-181.0299	-113.3908	-67.63915	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2857	1	-195.8224	-114.1581	-81.66427	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2858	0	-160.5284	-114.5044	-46.02402	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2859	1	-139.9401	-114.915	-25.02515	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2860	0	-161.3628	-115.7056	-45.65714	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2861	1	-137.3692	-115.2988	-22.07047	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2862	0	-175.3247	-114.8385	-60.48619	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2863	1	-174.1661	-116.6433	-57.52277	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2864	0	-178.6379	-113.7656	-64.87234	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2865	1	-150.3091	-117.213	-33.09608	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2866	0	-192.7668	-117.9783	-74.78856	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2867	1	-150.4866	-115.6201	-34.86653	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2868	0	-216.9494	-115.977	-100.9724	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2869	1	-180.5241	-117.0829	-63.44116	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2870	0	-183.8145	-114.3843	-69.43019	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2871	1	-172.8121	-115.6836	-57.1285	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2872	0	-203.7072	-112.7183	-90.98888	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2873	1	-170.2184	-120.0125	-50.20583	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2874	0	-211.3752	-109.7461	-101.6291	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2875	1	-157.3384	-117.8569	-39.48152	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2876	0	-215.5426	-113.6595	-101.8831	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2877	1	-143.5467	-113.9289	-29.61772	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2878	0	-184.914	-113.4177	-71.49631	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2879	1	-150.9587	-114.4689	-36.48978	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2880	0	-195.5481	-115.7301	-79.81795	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2881	1	-149.6459	-115.8277	-33.81828	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2882	0	-173.3884	-118.9414	-54.44698	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2883	1	-141.5482	-114.2354	-27.31285	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2884	0	-176.6587	-113.1013	-63.55734	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2885	1	-137.8314	-118.1132	-19.71817	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2886	0	-175.9737	-117.9867	-57.98694	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2887	1	-144.7015	-112.2283	-32.47329	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2888	0	-173.1997	-114.7774	-58.42232	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2889	1	-160.7188	-110.1913	-50.52746	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2890	0	-154.2807	-115.6432	-38.63751	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2891	1	-172.2001	-111.8835	-60.31656	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2892	0	-150.4734	-115.5788	-34.89459	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2893	1	-168.7916	-109.2149	-59.57668	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2894	0	-154.0846	-113.7936	-40.29101	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2895	1	-141.4767	-112.338	-29.13874	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2896	0	-161.258	-116.6686	-44.58939	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2897	1	-150.5388	-115.4193	-35.11953	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2898	0	-181.6423	-115.4082	-66.23412	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2899	1	-148.5724	-113.046	-35.52649	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2900	0	-161.3056	-115.933	-45.37267	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2901	1	-161.4402	-111.5748	-49.86541	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2902	0	-145.476	-116.2293	-29.24668	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2903	1	-142.9495	-111.0387	-31.91086	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2904	0	-160.7053	-114.8271	-45.87814	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2905	1	-178.1285	-114.4958	-63.63273	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2906	0	-178.0967	-115.5342	-62.5625	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2907	1	-183.8844	-112.3397	-71.54469	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2908	0	-165.3185	-117.62	-47.69852	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2909	1	-173.8102	-113.1273	-60.68286	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2910	0	-147.805	-114.9108	-32.89426	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2911	1	-182.1771	-116.9847	-65.19242	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2912	0	-176.7369	-114.9968	-61.74009	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2913	1	-176.698	-113.4221	-63.27588	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2914	0	-169.404	-115.5243	-53.8797	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2915	1	-176.837	-114.3077	-62.52925	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2916	0	-167.8797	-117.8261	-50.05361	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2917	1	-171.9799	-118.8734	-53.10651	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2918	0	-160.9886	-115.6858	-45.30277	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2919	1	-174.5246	-116.0803	-58.44434	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2920	0	-161.5722	-116.4636	-45.10855	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2921	1	-179.2026	-113.6951	-65.50747	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2922	0	-151.1057	-117.2375	-33.86816	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2923	1	-163.6244	-116.9935	-46.63093	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2924	0	-144.2904	-114.2458	-30.04454	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2925	1	-180.5728	-113.9431	-66.62965	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2926	0	-156.2908	-114.956	-41.33484	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2927	1	-160.3469	-116.5215	-43.82541	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2928	0	-149.8357	-115.5697	-34.26594	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2929	1	-168.7391	-114.7529	-53.98613	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2930	0	-170.4819	-115.8763	-54.60553	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2931	1	-174.6563	-115.6653	-58.99102	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2932	0	-151.0004	-115.488	-35.51242	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2933	1	-177.1399	-113.7097	-63.43017	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2934	0	-143.5622	-115.6123	-27.94988	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2935	1	-161.1128	-115.0528	-46.06007	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2936	0	-169.7571	-121.5917	-48.16534	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2937	1	-173.9959	-115.5311	-58.46473	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2938	0	-154.4674	-115.1007	-39.36673	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2939	1	-195.5128	-115.2301	-80.28271	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2940	0	-170.5291	-116.8979	-53.63118	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2941	1	-206.5612	-119.619	-86.94213	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2942	0	-176.7516	-114.0513	-62.70035	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2943	1	-203.4347	-115.6164	-87.81825	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2944	0	-179.5486	-115.5961	-63.95249	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2945	1	-176.9543	-114.4572	-62.49713	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2946	0	-178.3172	-116.1318	-62.18546	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2947	1	-159.8142	-115.447	-44.36726	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2948	0	-176.5132	-113.9674	-62.54585	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2949	1	-162.7715	-115.2184	-47.55316	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2950	0	-180.4127	-116.5066	-63.90611	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2951	1	-157.7748	-115.1437	-42.63106	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2952	0	-187.0439	-116.4635	-70.58035	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2953	1	-143.7501	-113.6205	-30.12953	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2954	0	-171.8905	-114.1231	-57.76745	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2955	1	-158.4851	-113.5895	-44.89566	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2956	0	-150.6293	-118.5929	-32.03641	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2957	1	-134.6652	-113.1957	-21.46951	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2958	0	-156.6098	-114.1201	-42.48973	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2959	1	-132.403	-113.2448	-19.15819	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2960	0	-152.0237	-114.2578	-37.76594	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2961	1	-169.8888	-115.7722	-54.11657	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2962	0	-168.5534	-116.2963	-52.2571	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2963	1	-163.3088	-115.7378	-47.57096	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2964	0	-141.8338	-115.67	-26.16386	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2965	1	-162.9468	-115.7694	-47.17736	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2966	0	-174.9664	-114.3889	-60.57751	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2967	1	-157.9925	-114.5252	-43.46727	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2968	0	-157.2373	-117.3569	-39.88039	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2969	1	-165.2257	-120.2398	-44.98582	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2970	0	-133.0272	-119.0486	-13.97864	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2971	1	-150.3776	-122.0105	-28.36704	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2972	0	-175.7758	-116.3858	-59.38993	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2973	1	-159.3477	-117.6795	-41.66818	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2974	0	-175.7423	-119.1462	-56.59612	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2975	1	-160.8319	-116.1126	-44.71929	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2976	0	-161.5667	-115.3266	-46.2401	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2977	1	-153.9372	-115.0323	-38.90487	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2978	0	-156.2804	-115.1703	-41.11012	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2979	1	-155.1233	-115.1936	-39.92976	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2980	0	-156.4799	-117.1729	-39.30708	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2981	1	-167.8318	-114.3567	-53.47504	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2982	0	-162.3486	-117.2042	-45.14434	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2983	1	-133.9624	-114.3581	-19.60424	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2984	0	-117.1751	-115.5691	-1.606055	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2985	1	-144.2632	-120.0453	-24.2179	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2986	0	-116.876	-123.0689	6.192879	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2987	1	-144.5895	-117.8872	-26.70229	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2988	0	-132.5994	-122.4779	-10.12152	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2989	1	-144.7382	-115.6654	-29.07284	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2990	0	-138.9293	-116.6247	-22.3046	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2991	1	-159.4542	-115.4458	-44.00836	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2992	0	-156.5815	-113.1337	-43.44784	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2993	1	-171.0765	-114.6277	-56.44888	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2994	0	-160.9301	-114.3418	-46.58829	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2995	1	-195.0449	-116.9769	-78.06803	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2996	0	-147.203	-115.7791	-31.42398	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2997	1	-176.7459	-118.4384	-58.30756	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2998	0	-165.7007	-116.5481	-49.15256	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
2999	1	-169.5433	-114.738	-54.80526	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3000	0	-160.6631	-115.7119	-44.95125	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3001	1	-152.8482	-115.3232	-37.52498	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3002	0	-149.1703	-115.5632	-33.60707	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3003	1	-127.9068	-114.4399	-13.46694	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3004	0	-156.3176	-116.2631	-40.05454	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3005	1	-155.6681	-114.9746	-40.69356	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3006	0	-153.7732	-115.551	-38.22228	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3007	1	-166.8038	-113.4029	-53.40096	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3008	0	-118.6347	-116.3519	-2.282806	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3009	1	-156.8213	-114.5258	-42.29549	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3010	0	-148.8381	-114.4652	-34.37285	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3011	1	-163.847	-113.6723	-50.17475	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3012	0	-146.9636	-118.016	-28.94753	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3013	1	-184.2835	-115.0053	-69.27812	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3014	0	-165.2337	-115.5269	-49.7068	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3015	1	-153.6389	-116.8839	-36.755	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3016	0	-182.5144	-118.3899	-64.12452	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3017	1	-191.0597	-115.0168	-76.04293	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3018	0	-202.6841	-114.9351	-87.74902	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3019	1	-167.5347	-112.2271	-55.30762	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3020	0	-190.4609	-117.7719	-72.68899	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3021	1	-211.4288	-112.6025	-98.82623	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3022	0	-178.6183	-113.6993	-64.91903	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3023	1	-182.0774	-116.6679	-65.4095	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3024	0	-189.2912	-116.0598	-73.23144	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3025	1	-158.7331	-114.4789	-44.25423	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3026	0	-169.053	-124.1535	-44.89951	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3027	1	-165.454	-116.0022	-49.45186	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3028	0	-143.2787	-115.4222	-27.85649	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3029	1	-132.2345	-117.6593	-14.5752	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3030	0	-153.3324	-116.1993	-37.13311	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3031	1	-129.4655	-117.9751	-11.49035	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3032	0	-127.5447	-116.3551	-11.18965	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3033	1	-151.3972	-115.0752	-36.32201	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3034	0	-159.2035	-118.4717	-40.73178	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3035	1	-148.2354	-116.8121	-31.42334	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3036	0	-163.2066	-119.9239	-43.28277	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3037	1	-143.2836	-116.8238	-26.45976	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3038	0	-173.0317	-113.897	-59.13466	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3039	1	-146.9763	-118.8074	-28.16893	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3040	0	-140.9664	-114.691	-26.27537	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3041	1	-147.8015	-117.9989	-29.80265	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3042	0	-144.4192	-115.4311	-28.98811	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3043	1	-167.8429	-120.5577	-47.28517	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3044	0	-160.854	-115.2674	-45.58653	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3045	1	-167.5334	-113.7387	-53.79472	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3046	0	-171.8226	-114.657	-57.1656	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3047	1	-168.9737	-113.124	-55.84975	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3048	0	-173.0677	-115.9904	-57.07731	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3049	1	-176.1767	-112.344	-63.83266	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3050	0	-177.9377	-117.8643	-60.07332	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3051	1	-174.8409	-118.231	-56.60999	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3052	0	-135.2846	-116.6845	-18.6001	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3053	1	-150.2779	-116.5774	-33.70045	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3054	0	-165.8172	-115.1119	-50.70533	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3055	1	-159.0419	-119.4084	-39.63353	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3056	0	-186.3777	-120.21	-66.16778	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
3057	1	-138.5076	-114.1591	-24.34854	1.95829	3.91658	5.87487	7.83317	9.79146	11.7497	13.708	15.6663	17.6246
